ndex,species,forme,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,move27,move28,move29,move30,move31,move32,move33,move34,move35,move36,move37,move38,move39,move40,move41,move42,move43,move44,move45,move46,move47,move48,move49,move50,move51,move52,move53,move54,move55,move56,move57,move58,move59,move60,move61,move62,move63,move64,move65,move66,move67,move68,move69,move70,move71,move72,move73,move74,move75,move76,move77,move78,move79,move80,move81,move82,move83,move84,move85,move86,move87,move88,move89,move90,move91,move92,move93,move94,move95,move96,move97,move98,move99,move100,move101,move102,move103,move104,move105,move106,move107,move108,move109,move110,move111,move112,move113,move114,move115,move116,move117,move118,move119,move120,move121,move122,move123,move124,move125,move126,move127,move128,move129,move130,move131,move132,move133,move134,move135,move136,move137,move138,move139,move140,move141,move142,move143,move144,move145,move146,move147,move148,move149,move150,move151,move152,move153,move154,move155,move156,move157,move158,move159,move160,move161,move162,move163,move164,move165,move166,move167,move168,move169,move170,move171,move172,move173,move174
545,Scolipede,Scolipede,Start - Baton Pass,Start - Iron Defense,Start - Megahorn,Start - Defense Curl,Start - Rollout,Start - Poison Sting,Start - Screech,L5 - Poison Sting,L8 - Screech,L12 - Pursuit,L15 - Protect,L19 - Poison Tail,L23 - Bug Bite,L28 - Venoshock,L33 - Agility,L39 - Steamroller,L44 - Toxic,L47 - Venom Drench,L50 - Rock Climb,L55 - Double-Edge,L65 - Megahorn,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM36 - Sludge Bomb,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM66 - Payback,TM67 - Smart Strike,TM68 - Giga Impact,TM74 - Gyro Ball,TM75 - Swords Dance,TM78 - Bulldoze,TM80 - Rock Slide,TM81 - X-Scissor,TM83 - Infestation,TM84 - Poison Jab,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM100 - Confide,Egg - Twineedle,Egg - Pin Missile,Egg - Toxic Spikes,Egg - Spikes,Egg - Take Down,Egg - Rock Climb,ORAS - Bug Bite,ORAS - Signal Beam,ORAS - Iron Defense,ORAS - Superpower,ORAS - Aqua Tail,ORAS - Iron Tail,ORAS - Snore,ORAS - Endeavor,ORAS - Snatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Cottonee,Cottonee,Start - Absorb,Start - Fairy Wind,L4 - Growth,L8 - Leech Seed,L10 - Stun Spore,L13 - Mega Drain,L17 - Cotton Spore,L19 - Razor Leaf,L22 - Poison Powder,L26 - Giga Drain,L28 - Charm,L31 - Helping Hand,L35 - Energy Ball,L37 - Cotton Guard,L40 - Sunny Day,L44 - Endeavor,L46 - Solar Beam,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM53 - Energy Ball,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM99 - Dazzling Gleam,TM100 - Confide,Egg - Natural Gift,Egg - Encore,Egg - Tickle,Egg - Fake Tears,Egg - Grass Whistle,Egg - Memento,Egg - Beat Up,Egg - Switcheroo,Egg - Worry Seed,Egg - Captivate,ORAS - Covet,ORAS - Seed Bomb,ORAS - Snore,ORAS - Knock Off,ORAS - Tailwind,ORAS - Giga Drain,ORAS - Worry Seed,ORAS - Helping Hand,ORAS - Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Whimsicott,Whimsicott,Start - Growth,Start - Leech Seed,Start - Mega Drain,Start - Cotton Spore,L10 - Gust,L28 - Tailwind,L46 - Hurricane,L50 - Moonblast,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM53 - Energy Ball,TM56 - Fling,TM68 - Giga Impact,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM92 - Trick Room,TM96 - Nature Power,TM99 - Dazzling Gleam,TM100 - Confide,Egg - Natural Gift,Egg - Encore,Egg - Tickle,Egg - Fake Tears,Egg - Grass Whistle,Egg - Memento,Egg - Beat Up,Egg - Switcheroo,Egg - Worry Seed,Egg - Captivate,ORAS - Covet,ORAS - Seed Bomb,ORAS - Snore,ORAS - Knock Off,ORAS - Tailwind,ORAS - Giga Drain,ORAS - Worry Seed,ORAS - Helping Hand,ORAS - Endeavor,Prev - Absorb,Prev - Fairy Wind,Prev - Stun Spore,Prev - Razor Leaf,Prev - Poison Powder,Prev - Giga Drain,Prev - Charm,Prev - Helping Hand,Prev - Energy Ball,Prev - Cotton Guard,Prev - Sunny Day,Prev - Endeavor,Prev - Solar Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Petilil,Petilil,Start - Absorb,L4 - Growth,L8 - Leech Seed,L10 - Sleep Powder,L13 - Mega Drain,L17 - Synthesis,L19 - Magical Leaf,L22 - Stun Spore,L26 - Giga Drain,L28 - Aromatherapy,L31 - Helping Hand,L35 - Energy Ball,L37 - Entrainment,L40 - Sunny Day,L44 - After You,L46 - Leaf Storm,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM53 - Energy Ball,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Natural Gift,Egg - Charm,Egg - Endure,Egg - Ingrain,Egg - Worry Seed,Egg - Grass Whistle,Egg - Sweet Scent,Egg - Bide,Egg - Healing Wish,ORAS - Covet,ORAS - Seed Bomb,ORAS - Snore,ORAS - Synthesis,ORAS - Heal Bell,ORAS - Giga Drain,ORAS - Worry Seed,ORAS - After You,ORAS - Helping Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Lilligant,Lilligant,Start - Growth,Start - Leech Seed,Start - Mega Drain,Start - Synthesis,L10 - Teeter Dance,L28 - Quiver Dance,L46 - Petal Dance,L50 - Petal Blizzard,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM53 - Energy Ball,TM68 - Giga Impact,TM75 - Swords Dance,TM85 - Dream Eater,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Natural Gift,Egg - Charm,Egg - Endure,Egg - Ingrain,Egg - Worry Seed,Egg - Grass Whistle,Egg - Sweet Scent,Egg - Bide,Egg - Healing Wish,ORAS - Covet,ORAS - Seed Bomb,ORAS - Snore,ORAS - Synthesis,ORAS - Role Play,ORAS - Heal Bell,ORAS - Giga Drain,ORAS - Worry Seed,ORAS - After You,ORAS - Helping Hand,Prev - Absorb,Prev - Sleep Powder,Prev - Magical Leaf,Prev - Stun Spore,Prev - Giga Drain,Prev - Aromatherapy,Prev - Helping Hand,Prev - Energy Ball,Prev - Entrainment,Prev - Sunny Day,Prev - After You,Prev - Leaf Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Basculin,Basculin,Start - Tail Whip,Start - Tackle,Start - Water Gun,L3 - Uproar,L5 - Headbutt,L7 - Bite,L9 - Aqua Jet,L11 - Chip Away,L14 - Take Down,L17 - Crunch,L20 - Aqua Tail,L23 - Soak,L26 - Double-Edge,L30 - Scary Face,L34 - Flail,L38 - Final Gambit,L42 - Thrash,L46 - Head Smash,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM12 - Taunt,TM13 - Ice Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM55 - Scald,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM94 - Surf,TM98 - Waterfall,TM100 - Confide,Egg - Swift,Egg - Bubble Beam,Egg - Mud Shot,Egg - Muddy Water,Egg - Agility,Egg - Whirlpool,Egg - Rage,Egg - Brine,Egg - Revenge,ORAS - Bounce,ORAS - Uproar,ORAS - Superpower,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Basculin,Basculin (Blue-Striped Form),Start - Tail Whip,Start - Tackle,Start - Water Gun,L3 - Uproar,L5 - Headbutt,L7 - Bite,L9 - Aqua Jet,L11 - Chip Away,L14 - Take Down,L17 - Crunch,L20 - Aqua Tail,L23 - Soak,L26 - Double-Edge,L30 - Scary Face,L34 - Flail,L38 - Final Gambit,L42 - Thrash,L46 - Head Smash,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM12 - Taunt,TM13 - Ice Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM55 - Scald,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM94 - Surf,TM98 - Waterfall,TM100 - Confide,Egg - Swift,Egg - Bubble Beam,Egg - Mud Shot,Egg - Muddy Water,Egg - Agility,Egg - Whirlpool,Egg - Rage,Egg - Brine,Egg - Revenge,ORAS - Bounce,ORAS - Uproar,ORAS - Superpower,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Sandile,Sandile,Start - Leer,Start - Rage,L4 - Bite,L7 - Sand Attack,L10 - Torment,L13 - Sand Tomb,L16 - Assurance,L19 - Mud-Slap,L22 - Embargo,L25 - Swagger,L28 - Crunch,L31 - Dig,L34 - Scary Face,L37 - Foul Play,L40 - Sandstorm,L43 - Earthquake,L46 - Thrash,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM12 - Taunt,TM17 - Protect,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM36 - Sludge Bomb,TM37 - Sandstorm,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM63 - Embargo,TM66 - Payback,TM71 - Stone Edge,TM78 - Bulldoze,TM80 - Rock Slide,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,Egg - Double-Edge,Egg - Rock Climb,Egg - Pursuit,Egg - Uproar,Egg - Fire Fang,Egg - Thunder Fang,Egg - Beat Up,Egg - Focus Energy,Egg - Counter,Egg - Mean Look,Egg - Me First,Egg - Power Trip,ORAS - Uproar,ORAS - Earth Power,ORAS - Foul Play,ORAS - Aqua Tail,ORAS - Iron Tail,ORAS - Snore,ORAS - Spite,ORAS - Snatch,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Krokorok,Krokorok,Start - Leer,Start - Rage,Start - Bite,Start - Sand Attack,L4 - Bite,L7 - Sand Attack,L10 - Torment,L13 - Sand Tomb,L16 - Assurance,L19 - Mud-Slap,L22 - Embargo,L25 - Swagger,L28 - Crunch,L32 - Dig,L36 - Scary Face,L40 - Foul Play,L44 - Sandstorm,L48 - Earthquake,L52 - Thrash,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM12 - Taunt,TM17 - Protect,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM37 - Sandstorm,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Low Sweep,TM48 - Round,TM56 - Fling,TM59 - Brutal Swing,TM63 - Embargo,TM65 - Shadow Claw,TM66 - Payback,TM71 - Stone Edge,TM78 - Bulldoze,TM80 - Rock Slide,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,Egg - Double-Edge,Egg - Rock Climb,Egg - Pursuit,Egg - Uproar,Egg - Fire Fang,Egg - Thunder Fang,Egg - Beat Up,Egg - Focus Energy,Egg - Counter,Egg - Mean Look,Egg - Me First,Egg - Power Trip,ORAS - Low Kick,ORAS - Uproar,ORAS - Earth Power,ORAS - Foul Play,ORAS - Aqua Tail,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Focus Punch,ORAS - Spite,ORAS - Snatch,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Krookodile,Krookodile,Start - Power Trip,Start - Leer,Start - Rage,Start - Bite,Start - Sand Attack,L4 - Bite,L7 - Sand Attack,L10 - Torment,L13 - Sand Tomb,L16 - Assurance,L19 - Mud-Slap,L22 - Embargo,L25 - Swagger,L28 - Crunch,L32 - Dig,L36 - Scary Face,L42 - Foul Play,L48 - Sandstorm,L54 - Earthquake,L60 - Outrage,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Low Sweep,TM48 - Round,TM52 - Focus Blast,TM56 - Fling,TM59 - Brutal Swing,TM63 - Embargo,TM65 - Shadow Claw,TM66 - Payback,TM68 - Giga Impact,TM71 - Stone Edge,TM78 - Bulldoze,TM80 - Rock Slide,TM82 - Dragon Tail,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,Egg - Double-Edge,Egg - Rock Climb,Egg - Pursuit,Egg - Uproar,Egg - Fire Fang,Egg - Thunder Fang,Egg - Beat Up,Egg - Focus Energy,Egg - Counter,Egg - Mean Look,Egg - Me First,Egg - Power Trip,ORAS - Low Kick,ORAS - Uproar,ORAS - Block,ORAS - Earth Power,ORAS - Foul Play,ORAS - Superpower,ORAS - Aqua Tail,ORAS - Dragon Pulse,ORAS - Iron Tail,ORAS - Snore,ORAS - Knock Off,ORAS - Focus Punch,ORAS - Spite,ORAS - Outrage,ORAS - Snatch,ORAS - Stealth Rock,Prev - Thrash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,Darumaka,Darumaka,Start - Tackle,L3 - Rollout,L6 - Incinerate,L9 - Rage,L11 - Fire Fang,L14 - Headbutt,L17 - Uproar,L19 - Facade,L22 - Fire Punch,L25 - Work Up,L27 - Thrash,L30 - Belly Drum,L33 - Flare Blitz,L35 - Taunt,L39 - Superpower,L42 - Overheat,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM39 - Rock Tomb,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM50 - Overheat,TM56 - Fling,TM61 - Will-O-Wisp,TM74 - Gyro Ball,TM80 - Rock Slide,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,Egg - Sleep Talk,Egg - Focus Punch,Egg - Focus Energy,Egg - Endure,Egg - Hammer Arm,Egg - Take Down,Egg - Flame Wheel,Egg - Encore,Egg - Yawn,Egg - Snatch,ORAS - Uproar,ORAS - Fire Punch,ORAS - Superpower,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Heat Wave,ORAS - Focus Punch,ORAS - Endeavor,ORAS - Snatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Darmanitan,Darmanitan,Start - Hammer Arm,Start - Tackle,Start - Rollout,Start - Incinerate,Start - Rage,L3 - Rollout,L6 - Incinerate,L9 - Rage,L11 - Fire Fang,L14 - Headbutt,L17 - Swagger,L19 - Facade,L22 - Fire Punch,L25 - Work Up,L27 - Thrash,L30 - Belly Drum,L33 - Flare Blitz,L39 - Taunt,L47 - Superpower,L54 - Overheat,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM29 - Psychic,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM50 - Overheat,TM52 - Focus Blast,TM56 - Fling,TM61 - Will-O-Wisp,TM66 - Payback,TM68 - Giga Impact,TM71 - Stone Edge,TM74 - Gyro Ball,TM78 - Bulldoze,TM80 - Rock Slide,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,Egg - Sleep Talk,Egg - Focus Punch,Egg - Focus Energy,Egg - Endure,Egg - Hammer Arm,Egg - Take Down,Egg - Flame Wheel,Egg - Encore,Egg - Yawn,Egg - Snatch,ORAS - Uproar,ORAS - Fire Punch,ORAS - Superpower,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Heat Wave,ORAS - Focus Punch,ORAS - Endeavor,ORAS - Snatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Darmanitan,Darmanitan (Zen Mode),Start - Hammer Arm,Start - Tackle,Start - Rollout,Start - Incinerate,Start - Rage,L3 - Rollout,L6 - Incinerate,L9 - Rage,L11 - Fire Fang,L14 - Headbutt,L17 - Swagger,L19 - Facade,L22 - Fire Punch,L25 - Work Up,L27 - Thrash,L30 - Belly Drum,L33 - Flare Blitz,L39 - Taunt,L47 - Superpower,L54 - Overheat,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM29 - Psychic,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM38 - Fire Blast,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM43 - Flame Charge,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM50 - Overheat,TM52 - Focus Blast,TM56 - Fling,TM61 - Will-O-Wisp,TM66 - Payback,TM68 - Giga Impact,TM71 - Stone Edge,TM74 - Gyro Ball,TM78 - Bulldoze,TM80 - Rock Slide,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,Egg - Sleep Talk,Egg - Focus Punch,Egg - Focus Energy,Egg - Endure,Egg - Hammer Arm,Egg - Take Down,Egg - Flame Wheel,Egg - Encore,Egg - Yawn,Egg - Snatch,ORAS - Uproar,ORAS - Fire Punch,ORAS - Superpower,ORAS - Zen Headbutt,ORAS - Snore,ORAS - Heat Wave,ORAS - Focus Punch,ORAS - Endeavor,ORAS - Snatch,Prev - Uproar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Maractus,Maractus,Start - Spiky Shield,Start - Cotton Guard,Start - After You,Start - Peck,Start - Absorb,L3 - Sweet Scent,L6 - Growth,L10 - Pin Missile,L13 - Mega Drain,L15 - Synthesis,L18 - Cotton Spore,L22 - Needle Arm,L26 - Giga Drain,L29 - Acupressure,L33 - Ingrain,L38 - Petal Dance,L42 - Sucker Punch,L45 - Sunny Day,L48 - Petal Blizzard,L50 - Solar Beam,L55 - Cotton Guard,L57 - After You,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM53 - Energy Ball,TM84 - Poison Jab,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Bullet Seed,Egg - Bounce,Egg - Worry Seed,Egg - Leech Seed,Egg - Seed Bomb,Egg - Wood Hammer,Egg - Spikes,Egg - Grass Whistle,Egg - Grassy Terrain,ORAS - Seed Bomb,ORAS - Bounce,ORAS - Uproar,ORAS - Hyper Voice,ORAS - Snore,ORAS - Knock Off,ORAS - Synthesis,ORAS - Giga Drain,ORAS - Drain Punch,ORAS - Worry Seed,ORAS - After You,ORAS - Helping Hand,ORAS - Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Dwebble,Dwebble,Start - Fury Cutter,L5 - Rock Blast,L7 - Withdraw,L11 - Sand Attack,L13 - Feint Attack,L17 - Smack Down,L19 - Rock Polish,L23 - Bug Bite,L24 - Stealth Rock,L29 - Rock Slide,L31 - Slash,L35 - X-Scissor,L37 - Shell Smash,L41 - Flail,L43 - Rock Wrecker,TM06 - Toxic,TM10 - Hidden Power,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM65 - Shadow Claw,TM69 - Rock Polish,TM71 - Stone Edge,TM75 - Swords Dance,TM78 - Bulldoze,TM80 - Rock Slide,TM81 - X-Scissor,TM84 - Poison Jab,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Endure,Egg - Iron Defense,Egg - Night Slash,Egg - Sand Tomb,Egg - Counter,Egg - Curse,Egg - Spikes,Egg - Block,Egg - Wide Guard,Egg - Rototiller,ORAS - Bug Bite,ORAS - Block,ORAS - Iron Defense,ORAS - Snore,ORAS - Knock Off,ORAS - Stealth Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Crustle,Crustle,Start - Shell Smash,Start - Rock Blast,Start - Withdraw,Start - Sand Attack,L5 - Rock Blast,L7 - Withdraw,L11 - Sand Attack,L13 - Feint Attack,L17 - Smack Down,L19 - Rock Polish,L23 - Bug Bite,L24 - Stealth Rock,L29 - Rock Slide,L31 - Slash,L38 - X-Scissor,L43 - Shell Smash,L50 - Flail,L55 - Rock Wrecker,TM06 - Toxic,TM10 - Hidden Power,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM65 - Shadow Claw,TM68 - Giga Impact,TM69 - Rock Polish,TM71 - Stone Edge,TM75 - Swords Dance,TM78 - Bulldoze,TM80 - Rock Slide,TM81 - X-Scissor,TM84 - Poison Jab,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM96 - Nature Power,TM100 - Confide,Egg - Endure,Egg - Iron Defense,Egg - Night Slash,Egg - Sand Tomb,Egg - Counter,Egg - Curse,Egg - Spikes,Egg - Block,Egg - Wide Guard,Egg - Rototiller,ORAS - Bug Bite,ORAS - Block,ORAS - Iron Defense,ORAS - Snore,ORAS - Knock Off,ORAS - Stealth Rock,Prev - Fury Cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
