id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,dex1,dex2,class,percent-male,percent-female,pre-evolution,egg-group1,egg-group2
535,535,Tympole,Tympole,Water,,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,294,9.9 lbs.,"1'08""",,,Tadpole Pokémon,0.5,0.5,,Water 1,
536,536,Palpitoad,Palpitoad,Water,Ground,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,384,37.5 lbs.,"2'07""",,,Vibration Pokémon,0.5,0.5,Tympole,Water 1,
537,537,Seismitoad,Seismitoad,Water,Ground,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,509,136.7 lbs.,"4'11""",,,Vibration Pokémon,0.5,0.5,Palpitoad,Water 1,
538,538,Throh,Throh,Fighting,,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,465,122.4 lbs.,"4'03""",,,Judo Pokémon,1,0,,Human-Like,
539,539,Sawk,Sawk,Fighting,,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,465,112.4 lbs.,"4'07""",,,Karate Pokémon,1,0,,Human-Like,
540,540,Sewaddle,Sewaddle,Bug,Grass,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,310,5.5 lbs.,"1'00""",,,Sewing Pokémon,0.5,0.5,,Bug,
541,541,Swadloon,Swadloon,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,380,16.1 lbs.,"1'08""",,,Leaf-Wrapped Pokémon,0.5,0.5,Sewaddle,Bug,
542,542,Leavanny,Leavanny,Bug,Grass,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,500,45.2 lbs.,"3'11""",,,Nurturing Pokémon,0.5,0.5,Swadloon,Bug,
543,543,Venipede,Venipede,Bug,Poison,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,260,11.7 lbs.,"1'04""",,,Centipede Pokémon,0.5,0.5,,Bug,
544,544,Whirlipede,Whirlipede,Bug,Poison,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,360,129.0 lbs.,"3'11""",,,Curlipede Pokémon,0.5,0.5,Venipede,Bug,
545,545,Scolipede,Scolipede,Bug,Poison,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,485,442.0 lbs.,"8'02""",,,Megapede Pokémon,0.5,0.5,Whirlipede,Bug,
546,546,Cottonee,Cottonee,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,280,1.3 lbs.,"1'00""","When it finds others of its kind, they all stick together. When enough of them have collected, the mass resembles a cumulonimbus cloud.","Pillows and beds stuffed with cotton exhaled by Cottonee are soft and puffy, light and airy— altogether top quality.",Cotton Puff Pokémon,0.5,0.5,,Grass,Fairy
547,547,Whimsicott,Whimsicott,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,480,14.6 lbs.,"2'04""","It rides on the wind and slips into people’s homes. After it has turned a room into a cotton- filled mess, it giggles to itself and takes off.","This Pokémon appears, riding upon the wind. But if the wind gusts up, it’ll blow the cotton on this Pokémon’s head clean off.",Windveiled Pokémon,0.5,0.5,Cottonee,Grass,Fairy
548,548,Petilil,Petilil,Grass,,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,280,14.6 lbs.,"1'08""","Although the leaves on its head are bitter enough to cause dizziness, they provide relief from weariness—even more so when boiled.","By pruning the leaves on its head with regularity, this Pokémon can be grown into a fine plump shape.",Bulb Pokémon,0,1,,Grass,
549,549,Lilligant,Lilligant,Grass,,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,480,35.9 lbs.,"3'07""","No matter how much time and money is spent raising it, its flowers are the most beautiful when they bloom in the wild.","As soon as it finds a male to be its partner, the beautiful flower on its head darkens, droops, and withers away.",Flowering Pokémon,0,1,Petilil,Grass,
550,550,Basculin,Basculin (Red-Striped Form),Water,,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,460,39.7 lbs.,"3'03""",,,Hostile Pokémon,0.5,0.5,,Water 2,
551,551,Sandile,Sandile,Ground,Dark,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,292,33.5 lbs.,"2'04""",It submerges itself in sand and moves as if swimming. This wise behavior keeps its enemies from finding it and maintains its temperature.,It conceals itself in the sand and chomps down on the legs of any prey that unwarily walk over it. Its favorite food is Trapinch.,Desert Croc Pokémon,0.5,0.5,,Field,
552,552,Krokorok,Krokorok,Ground,Dark,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,351,73.6 lbs.,"3'03""","They move in groups of a few individuals. A female is often the leader of the group, and the males will gather food.","Thanks to the special membrane covering its eyes, it can see its surroundings clearly, even in the middle of the night.",Desert Croc Pokémon,0.5,0.5,Sandile,Field,
553,553,Krookodile,Krookodile,Ground,Dark,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,519,212.3 lbs.,"4'11""","Its unique faculty of sight can detect small prey more than 30 miles away, even in the midst of a sandstorm.","After clamping down with its powerful jaws, it twists its body around to rip its prey in half.",Intimidation Pokémon,0.5,0.5,Krokorok,Field,
554,554,Darumaka,Darumaka,Fire,,Hustle,,Inner Focus,70,90,45,15,45,50,315,82.7 lbs.,"2'00""",,,Zen Charm Pokémon,0.5,0.5,,Field,
555,555,Darmanitan,Darmanitan (Standard Mode),Fire,,Sheer Force,,Zen Mode,105,140,55,30,55,95,480,204.8 lbs.,"4'03""",,,Blazing Pokémon,0.5,0.5,Darumaka,Field,
556,556,Maractus,Maractus,Grass,,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,461,61.7 lbs.,"3'03""",,,Cactus Pokémon,0.5,0.5,,Grass,
557,557,Dwebble,Dwebble,Bug,Rock,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,325,32.0 lbs.,"1'00""",,,Rock Inn Pokémon,0.5,0.5,,Bug,Mineral
558,558,Crustle,Crustle,Bug,Rock,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,485,440.9 lbs.,"4'07""",,,Stone Home Pokémon,0.5,0.5,Dwebble,Bug,Mineral
559,559,Scraggy,Scraggy,Dark,Fighting,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,348,26.0 lbs.,"2'00""",,,Shedding Pokémon,0.5,0.5,,Field,Dragon
560,560,Scrafty,Scrafty,Dark,Fighting,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,488,66.1 lbs.,"3'07""",,,Hoodlum Pokémon,0.5,0.5,Scraggy,Field,Dragon
561,561,Sigilyph,Sigilyph,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,490,30.9 lbs.,"4'07""",,,Avianoid Pokémon,0.5,0.5,,Flying,
562,562,Yamask,Yamask,Ghost,,Mummy,,,38,30,85,55,65,30,303,3.3 lbs.,"1'08""",,,Spirit Pokémon,0.5,0.5,,Mineral,Amorphous
563,563,Cofagrigus,Cofagrigus,Ghost,,Mummy,,,58,50,145,95,105,30,483,168.7 lbs.,"5'07""",,,Coffin Pokémon,0.5,0.5,Yamask,Mineral,Amorphous
564,564,Tirtouga,Tirtouga,Water,Rock,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,355,36.4 lbs.,"2'04""","Based on studies of its skeletal structure, it can apparently dive to ocean depths of over half a mile.","Reputed to be the ancestor of most turtle Pokémon, it lived in warm seas approximately a hundred million years ago.",Prototurtle Pokémon,0.875,0.125,,Water 1,Water 3
565,565,Carracosta,Carracosta,Water,Rock,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,495,178.6 lbs.,"3'11""",It constructed its sturdy shell by crunching and swallowing the hard shells or bones of its prey.,"Active both on land and in the sea, this Pokémon drags its land-based prey into the water to finish it off.",Prototurtle Pokémon,0.875,0.125,Tirtouga,Water 1,Water 3
566,566,Archen,Archen,Rock,Flying,Defeatist,,,55,112,45,74,45,70,401,20.9 lbs.,"1'08""",It is the ancestor of all bird Pokémon. Archen itself could not actually fly but moved by hopping from treetop to treetop.,"To all appearances flightless, it was able to glide down from tall treetops to snag its prey.",First Bird Pokémon,0.875,0.125,,Flying,Water 3
567,567,Archeops,Archeops,Rock,Flying,Defeatist,,,75,140,65,112,65,110,567,70.5 lbs.,"4'07""","Although apparently able to fly, they tended to run along the ground, averaging speeds of roughly 25 mph.","They hunted in flocks. When one Archeops had the prey cornered, another would swoop on it.",First Bird Pokémon,0.875,0.125,Archen,Flying,Water 3
568,568,Trubbish,Trubbish,Poison,,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,329,68.3 lbs.,"2'00""","Unsanitary places are what they like best. They can be spotted in Alola, often with Grimer in hot pursuit.",It gorges on trash until its stomach is full. Then it belches toxic gas. An unlucky whiff of gas will put a person in the hospital.,Trash Bag Pokémon,0.5,0.5,,Mineral,
569,569,Garbodor,Garbodor,Poison,,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,474,236.6 lbs.,"6'03""","Beware the poisonous liquid it shoots from its right arm. If even a little of it gets on you, you’ll experience the effects of the unidentified toxin.","For a time, their numbers increased explosively in Alola. Since the arrival of Grimer, their population has decreased dramatically.",Trash Heap Pokémon,0.5,0.5,Trubbish,Mineral,
570,570,Zorua,Zorua,Dark,,Illusion,,,40,65,40,80,40,65,330,27.6 lbs.,"2'04""",,,Tricky Fox Pokémon,0.875,0.125,,Field,
571,571,Zoroark,Zoroark,Dark,,Illusion,,,60,105,60,120,60,105,510,178.8 lbs.,"5'03""",,,Illusion Fox Pokémon,0.875,0.125,Zorua,Field,
572,572,Minccino,Minccino,Normal,,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,300,12.8 lbs.,"1'04""",,,Chinchilla Pokémon,0.5,0.5,,Field,
573,573,Cinccino,Cinccino,Normal,,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,470,16.5 lbs.,"1'08""",,,Scarf Pokémon,0.5,0.5,Minccino,Field,
574,574,Gothita,Gothita,Psychic,,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,290,12.8 lbs.,"1'04""",,,Fixation Pokémon,0.5,0.5,,Human-Like,
575,575,Gothorita,Gothorita,Psychic,,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,390,39.7 lbs.,"2'04""",,,Manipulate Pokémon,0.5,0.5,Gothita,Human-Like,
576,576,Gothitelle,Gothitelle,Psychic,,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,490,97.0 lbs.,"4'11""",,,Astral Body Pokémon,0.5,0.5,Gothorita,Human-Like,
577,577,Solosis,Solosis,Psychic,,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,290,2.2 lbs.,"1'00""",,,Cell Pokémon,0.5,0.5,,Amorphous,
578,578,Duosion,Duosion,Psychic,,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,370,17.6 lbs.,"2'00""",,,Mitosis Pokémon,0.5,0.5,Solosis,Amorphous,
579,579,Reuniclus,Reuniclus,Psychic,,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,490,44.3 lbs.,"3'03""",,,Multiplying Pokémon,0.5,0.5,Duosion,Amorphous,
580,580,Ducklett,Ducklett,Water,Flying,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,305,12.1 lbs.,"1'08""",,,Water Bird Pokémon,0.5,0.5,,Water 1,Flying
581,581,Swanna,Swanna,Water,Flying,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,473,53.4 lbs.,"4'03""",,,White Bird Pokémon,0.5,0.5,Ducklett,Water 1,Flying
582,582,Vanillite,Vanillite,Ice,,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,305,12.6 lbs.,"1'04""","Born of an icicle, this Pokémon uses its frosty breath to make ice crystals, causing snow to fall.",It feels pleasantly cool when embraced. This Pokémon is treasured by households in warm regions.,Fresh Snow Pokémon,0.5,0.5,,Mineral,
583,583,Vanillish,Vanillish,Ice,,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,395,90.4 lbs.,"3'07""","Hot days cause its body to melt. It can be restored by refreezing it, but the process leaves its body slightly warped.","This Pokémon has existed since the Ice Age. It controls particles of ice, freezes its opponents, and then shatters them with a headbutt.",Icy Snow Pokémon,0.5,0.5,Vanillite,Mineral,
584,584,Vanilluxe,Vanilluxe,Ice,,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,535,126.8 lbs.,"4'03""","Each of its two heads has a brain, and when they are in agreement, it attacks its enemies by exhaling a violent blizzard.","Even if it loses one of its heads, it can live relatively problem-free. It makes snow clouds inside its body.",Snowstorm Pokémon,0.5,0.5,Vanillish,Mineral,
585,585,Deerling,Deerling (Spring Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,335,43.0 lbs.,"2'00""",,,Season Pokémon,0.5,0.5,,Field,
586,586,Sawsbuck,Sawsbuck (Spring Form),Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,475,203.9 lbs.,"6'03""",,,Season Pokémon,0.5,0.5,Deerling,Field,
587,587,Emolga,Emolga,Electric,Flying,Static,,Motor Drive,55,75,60,75,60,103,428,11.0 lbs.,"1'04""","It glides using its cape-like membrane. Electrical energy scatters from it, shocking its friends and foes alike.",It grills berries and bug Pokémon with electric shocks and makes a meal of them. It usually nests in the holes gouged in trees by Pikipek.,Sky Squirrel Pokémon,0.5,0.5,,Field,
588,588,Karrablast,Karrablast,Bug,,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,315,13.0 lbs.,"1'08""",,,Clamping Pokémon,0.5,0.5,,Bug,
589,589,Escavalier,Escavalier,Bug,Steel,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,495,72.8 lbs.,"3'03""",,,Cavalry Pokémon,0.5,0.5,Karrablast,Bug,
590,590,Foongus,Foongus,Grass,Poison,Effect Spore,,Regenerator,69,55,45,55,55,15,294,2.2 lbs.,"0'08""",,,Mushroom Pokémon,0.5,0.5,,Grass,
591,591,Amoonguss,Amoonguss,Grass,Poison,Effect Spore,,Regenerator,114,85,70,85,80,30,464,23.1 lbs.,"2'00""",,,Mushroom Pokémon,0.5,0.5,Foongus,Grass,
592,592,Frillish,Frillish,Water,Ghost,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,335,72.8 lbs.,"3'11""",,,Floating Pokémon,0.5,0.5,,Amorphous,
593,593,Jellicent,Jellicent,Water,Ghost,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,480,297.6 lbs.,"7'03""",,,Floating Pokémon,0.5,0.5,Frillish,Amorphous,
594,594,Alomomola,Alomomola,Water,,Healer,Hydration,Regenerator,165,75,80,40,45,65,470,69.7 lbs.,"3'11""",It uses its special mucus to close the wounds of injured Pokémon. The reason for this behavior remains unknown.,They float upon the open sea. Many water Pokémon gather in the area around Alomomola.,Caring Pokémon,0.5,0.5,,Water 1,Water 2
595,595,Joltik,Joltik,Bug,Electric,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,319,1.3 lbs.,"0'04""",,,Attaching Pokémon,0.5,0.5,,Bug,
596,596,Galvantula,Galvantula,Bug,Electric,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,472,31.5 lbs.,"2'07""",,,EleSpider Pokémon,0.5,0.5,Joltik,Bug,
597,597,Ferroseed,Ferroseed,Grass,Steel,Iron Barbs,,,44,50,91,24,86,10,305,41.4 lbs.,"2'00""",,,Thorn Seed Pokémon,0.5,0.5,,Grass,Mineral
598,598,Ferrothorn,Ferrothorn,Grass,Steel,Iron Barbs,,Anticipation,74,94,131,54,116,20,489,242.5 lbs.,"3'03""",,,Thorn Pod Pokémon,0.5,0.5,Ferroseed,Grass,Mineral
599,599,Klink,Klink,Steel,,Plus,Minus,Clear Body,40,55,70,45,60,30,300,46.3 lbs.,"1'00""",,,Gear Pokémon,0.5,0.5,,Mineral,
600,600,Klang,Klang,Steel,,Plus,Minus,Clear Body,60,80,95,70,85,50,440,112.4 lbs.,"2'00""",,,Gear Pokémon,0.5,0.5,Klink,Mineral,
601,601,Klinklang,Klinklang,Steel,,Plus,Minus,Clear Body,60,100,115,70,85,90,520,178.6 lbs.,"2'00""",,,Gear Pokémon,0.5,0.5,Klang,Mineral,
602,602,Tynamo,Tynamo,Electric,,Levitate,,,35,55,40,45,40,60,275,0.7 lbs.,"0'08""",,,EleFish Pokémon,0.5,0.5,,Amorphous,
603,603,Eelektrik,Eelektrik,Electric,,Levitate,,,65,85,70,75,70,40,405,48.5 lbs.,"3'11""",,,EleFish Pokémon,0.5,0.5,Tynamo,Amorphous,
604,604,Eelektross,Eelektross,Electric,,Levitate,,,85,115,80,105,80,50,515,177.5 lbs.,"6'11""",,,EleFish Pokémon,0.5,0.5,Eelektrik,Amorphous,
605,605,Elgyem,Elgyem,Psychic,,Telepathy,Synchronize,Analytic,55,55,55,85,55,30,335,19.8 lbs.,"1'08""",,,Cerebral Pokémon,0.5,0.5,,Human-Like,
606,606,Beheeyem,Beheeyem,Psychic,,Telepathy,Synchronize,Analytic,75,75,75,125,95,40,485,76.1 lbs.,"3'03""",,,Cerebral Pokémon,0.5,0.5,Elgyem,Human-Like,
607,607,Litwick,Litwick,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,50,30,55,65,55,20,275,6.8 lbs.,"1'00""",,,Candle Pokémon,0.5,0.5,,Amorphous,
608,608,Lampent,Lampent,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,60,40,60,95,60,55,370,28.7 lbs.,"2'00""",,,Lamp Pokémon,0.5,0.5,Litwick,Amorphous,
609,609,Chandelure,Chandelure,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,60,55,90,145,90,80,520,75.6 lbs.,"3'03""",,,Luring Pokémon,0.5,0.5,Lampent,Amorphous,
610,610,Axew,Axew,Dragon,,Rivalry,Mold Breaker,Unnerve,46,87,60,30,40,57,320,39.7 lbs.,"2'00""",,,Tusk Pokémon,0.5,0.5,,Monster,Dragon
611,611,Fraxure,Fraxure,Dragon,,Rivalry,Mold Breaker,Unnerve,66,117,70,40,50,67,410,79.4 lbs.,"3'03""",,,Axe Jaw Pokémon,0.5,0.5,Axew,Monster,Dragon
612,612,Haxorus,Haxorus,Dragon,,Rivalry,Mold Breaker,Unnerve,76,147,90,60,70,97,540,232.6 lbs.,"5'11""",,,Axe Jaw Pokémon,0.5,0.5,Fraxure,Monster,Dragon
613,613,Cubchoo,Cubchoo,Ice,,Snow Cloak,Slush Rush,Rattled,55,70,40,60,40,40,305,18.7 lbs.,"1'08""",,,Chill Pokémon,0.5,0.5,,Field,
614,614,Beartic,Beartic,Ice,,Snow Cloak,Slush Rush,Swift Swim,95,130,80,70,80,50,505,573.2 lbs.,"8'06""",,,Freezing Pokémon,0.5,0.5,Cubchoo,Field,
615,615,Cryogonal,Cryogonal,Ice,,Levitate,,,80,50,50,95,135,105,515,326.3 lbs.,"3'07""",,,Crystallizing Pokémon,,,,Mineral,
616,616,Shelmet,Shelmet,Bug,,Hydration,Shell Armor,Overcoat,50,40,85,40,65,25,305,17.0 lbs.,"1'04""",,,Snail Pokémon,0.5,0.5,,Bug,
617,617,Accelgor,Accelgor,Bug,,Hydration,Sticky Hold,Unburden,80,70,40,100,60,145,495,55.8 lbs.,"2'07""",,,Shell Out Pokémon,0.5,0.5,Shelmet,Bug,
618,618,Stunfisk,Stunfisk,Ground,Electric,Static,Limber,Sand Veil,109,66,84,81,99,32,471,24.3 lbs.,"2'04""",,,Trap Pokémon,0.5,0.5,,Water 1,Amorphous
619,619,Mienfoo,Mienfoo,Fighting,,Inner Focus,Regenerator,Reckless,45,85,50,55,50,65,350,44.1 lbs.,"2'11""",,,Martial Arts Pokémon,0.5,0.5,,Field,Human-Like
620,620,Mienshao,Mienshao,Fighting,,Inner Focus,Regenerator,Reckless,65,125,60,95,60,105,510,78.3 lbs.,"4'07""",,,Martial Arts Pokémon,0.5,0.5,Mienfoo,Field,Human-Like
621,621,Druddigon,Druddigon,Dragon,,Rough Skin,Sheer Force,Mold Breaker,77,120,90,60,90,48,485,306.4 lbs.,"5'03""",,,Cave Pokémon,0.5,0.5,,Dragon,Monster
622,622,Golett,Golett,Ground,Ghost,Iron Fist,Klutz,No Guard,59,74,50,35,50,35,303,202.8 lbs.,"3'03""",,,Automaton Pokémon,,,,Mineral,
623,623,Golurk,Golurk,Ground,Ghost,Iron Fist,Klutz,No Guard,89,124,80,55,80,55,483,727.5 lbs.,"9'02""",,,Automaton Pokémon,,,Golett,Mineral,
624,624,Pawniard,Pawniard,Dark,Steel,Defiant,Inner Focus,Pressure,45,85,70,40,40,60,340,22.5 lbs.,"1'08""",,,Sharp Blade Pokémon,0.5,0.5,,Human-Like,
625,625,Bisharp,Bisharp,Dark,Steel,Defiant,Inner Focus,Pressure,65,125,100,60,70,70,490,154.3 lbs.,"5'03""",,,Sword Blade Pokémon,0.5,0.5,Pawniard,Human-Like,
626,626,Bouffalant,Bouffalant,Normal,,Reckless,Sap Sipper,Soundproof,95,110,95,40,95,55,490,208.6 lbs.,"5'03""",,,Bash Buffalo Pokémon,0.5,0.5,,Field,
627,627,Rufflet,Rufflet,Normal,Flying,Keen Eye,Sheer Force,Hustle,70,83,50,37,50,60,350,23.1 lbs.,"1'08""",They pick fights indiscriminately. They grow stronger and more powerful each time they faint or are injured.,"With its sharp claws, this Pokémon pierces its prey, and then it pecks at them. Although it also consumes berries, it’s a carnivore at heart.",Eaglet Pokémon,1,0,,Flying,
628,628,Braviary,Braviary,Normal,Flying,Keen Eye,Sheer Force,Defiant,100,123,75,57,75,80,510,90.4 lbs.,"4'11""","With its brave disposition, it fears nothing—not even death. Ancient Alolan people respected it, referring to it as “the hero of the sky.”","It’s thought that people disturbed their habitats in the past, so Braviary banded together to fight back.",Valiant Pokémon,1,0,Rufflet,Flying,
629,629,Vullaby,Vullaby,Dark,Flying,Big Pecks,Overcoat,Weak Armor,70,55,75,45,65,60,370,19.8 lbs.,"1'08""","It protects its plump posterior with the bones of prey it has consumed. As it grows, it replaces the bones.","It can’t fly yet and must wait until its wings have developed more. Since it’s still at a playful age, it hops around friskily.",Diapered Pokémon,0,1,,Flying,
630,630,Mandibuzz,Mandibuzz,Dark,Flying,Big Pecks,Overcoat,Weak Armor,110,65,105,55,95,80,510,87.1 lbs.,"3'11""","They adorn themselves beautifully with bones. This is supposedly an effort to attract males, but no male Mandibuzz have ever been found.","It circles in the sky, keeping a keen eye out for Pokémon in a weakened state. Its choicest food is Cubone.",Bone Vulture Pokémon,0,1,Vullaby,Flying,
631,631,Heatmor,Heatmor,Fire,,Gluttony,Flash Fire,White Smoke,85,97,66,105,66,65,484,127.9 lbs.,"4'07""",,,Anteater Pokémon,0.5,0.5,,Field,
632,632,Durant,Durant,Bug,Steel,Swarm,Hustle,Truant,58,109,112,48,48,109,484,72.8 lbs.,"1'00""",,,Iron Ant Pokémon,0.5,0.5,,Bug,
633,633,Deino,Deino,Dark,Dragon,Hustle,,,52,65,50,45,50,38,300,38.1 lbs.,"2'07""",,,Irate Pokémon,0.5,0.5,,Dragon,
634,634,Zweilous,Zweilous,Dark,Dragon,Hustle,,,72,85,70,65,70,58,420,110.2 lbs.,"4'07""",,,Hostile Pokémon,0.5,0.5,Deino,Dragon,
635,635,Hydreigon,Hydreigon,Dark,Dragon,Levitate,,,92,105,90,125,90,98,600,352.7 lbs.,"5'11""",,,Brutal Pokémon,0.5,0.5,Zweilous,Dragon,
636,636,Larvesta,Larvesta,Bug,Fire,Flame Body,,Swarm,55,85,55,50,55,60,360,63.5 lbs.,"3'07""",,,Torch Pokémon,0.5,0.5,,Bug,
637,637,Volcarona,Volcarona,Bug,Fire,Flame Body,,Swarm,85,60,65,135,105,100,550,101.4 lbs.,"5'03""",,,Sun Pokémon,0.5,0.5,Larvesta,Bug,
638,638,Cobalion,Cobalion,Steel,Fighting,Justified,,,91,90,129,90,72,108,580,551.2 lbs.,"6'11""",,,Iron Will Pokémon,,,,Undiscovered,
639,639,Terrakion,Terrakion,Rock,Fighting,Justified,,,91,129,90,72,90,108,580,573.2 lbs.,"6'03""",,,Cavern Pokémon,,,,Undiscovered,
640,640,Virizion,Virizion,Grass,Fighting,Justified,,,91,90,72,90,129,108,580,440.9 lbs.,"6'07""",,,Grassland Pokémon,,,,Undiscovered,
641,641,Tornadus,Tornadus (Incarnate Forme),Flying,,Prankster,,Defiant,79,115,70,125,80,111,580,138.9 lbs.,"4'11""",,,Cyclone Pokémon,1,0,,Undiscovered,
642,642,Thundurus,Thundurus (Incarnate Forme),Electric,Flying,Prankster,,Defiant,79,115,70,125,80,111,580,134.5 lbs.,"4'11""",,,Bolt Strike Pokémon,1,0,,Undiscovered,
643,643,Reshiram,Reshiram,Dragon,Fire,Turboblaze,,,100,120,100,150,120,90,680,727.5 lbs.,"10'06""",,,Vast White Pokémon,,,,Undiscovered,
644,644,Zekrom,Zekrom,Dragon,Electric,Teravolt,,,100,150,120,120,100,90,680,760.6 lbs.,"9'06""",,,Deep Black Pokémon,,,,Undiscovered,
645,645,Landorus,Landorus (Incarnate Forme),Ground,Flying,Sand Force,,Sheer Force,89,125,90,115,80,101,600,149.9 lbs.,"4'11""",,,Abundance Pokémon,1,0,,Undiscovered,
646,646,Kyurem,Kyurem (Kyurem),Dragon,Ice,Pressure,,,125,130,90,130,90,95,660,716.5 lbs.,"9'10""",,,Boundary Pokémon,,,,Undiscovered,
647,647,Keldeo,Keldeo (Ordinary Form),Water,Fighting,Justified,,,91,72,90,129,90,108,580,106.9 lbs.,"4'07""",,,Colt Pokémon,,,,Undiscovered,
648,648,Meloetta,Meloetta (Aria Forme),Normal,Psychic,Serene Grace,,,100,77,77,128,128,90,600,14.3 lbs.,"2'00""",,,Melody Pokémon,,,,Undiscovered,
649,649,Genesect,Genesect (Genesect),Bug,Steel,Download,,,71,120,95,120,95,99,600,181.9 lbs.,"4'11""",,,Paleozoic Pokémon,,,,Undiscovered,
650,650,Chespin,Chespin,Grass,,Overgrow,,Bulletproof,56,61,65,48,45,38,313,19.8 lbs.,"1'04""",,,Spiny Nut Pokémon,0.875,0.125,,Field,
651,651,Quilladin,Quilladin,Grass,,Overgrow,,Bulletproof,61,78,95,56,58,57,405,63.9 lbs.,"2'04""",,,Spiny Armor Pokémon,0.875,0.125,Chespin,Field,
652,652,Chesnaught,Chesnaught,Grass,Fighting,Overgrow,,Bulletproof,88,107,122,74,75,64,530,198.4 lbs.,"5'03""",,,Spiny Armor Pokémon,0.875,0.125,Quilladin,Field,
653,653,Fennekin,Fennekin,Fire,,Blaze,,Magician,40,45,40,62,60,60,307,20.7 lbs.,"1'04""",,,Fox Pokémon,0.875,0.125,,Field,
654,654,Braixen,Braixen,Fire,,Blaze,,Magician,59,59,58,90,70,73,409,32.0 lbs.,"3'03""",,,Fox Pokémon,0.875,0.125,Fennekin,Field,
655,655,Delphox,Delphox,Fire,Psychic,Blaze,,Magician,75,69,72,114,100,104,534,86.0 lbs.,"4'11""",,,Fox Pokémon,0.875,0.125,Braixen,Field,
656,656,Froakie,Froakie,Water,,Torrent,,Protean,41,56,40,62,44,71,314,15.4 lbs.,"1'00""",,,Bubble Frog Pokémon,0.875,0.125,,Water 1,
657,657,Frogadier,Frogadier,Water,,Torrent,,Protean,54,63,52,83,56,97,405,24.0 lbs.,"2'00""",,,Bubble Frog Pokémon,0.875,0.125,Froakie,Water 1,
658,658,Greninja,Greninja,Water,Dark,Torrent,Torrent,Protean,72,95,67,103,71,122,530,88.2 lbs.,"4'11""",,,Ninja Pokémon,0.875,0.125,Frogadier,Water 1,
659,659,Bunnelby,Bunnelby,Normal,,Pickup,Cheek Pouch,Huge Power,38,36,38,32,36,57,237,11.0 lbs.,"1'04""",,,Digging Pokémon,0.5,0.5,,Field,
