int_goalkeeping_id,int_player_id,int_diving,int_handling,int_kicking,int_positioning,int_reflexes
8555,8555,13,14,7,10,7
8556,8556,8,10,8,14,13
8557,8557,16,13,13,9,9
8558,8558,6,14,8,14,11
8559,8559,7,11,12,8,15
8560,8560,12,7,8,8,12
8561,8561,6,12,14,13,6
8562,8562,7,11,6,13,14
8563,8563,12,5,12,7,8
8564,8564,10,15,15,12,10
8565,8565,15,7,14,10,15
8566,8566,15,14,6,7,13
8567,8567,13,7,7,8,9
8568,8568,7,11,14,5,7
8569,8569,65,64,66,65,67
8570,8570,11,9,12,12,10
8571,8571,64,68,60,67,64
8572,8572,9,6,5,14,10
8573,8573,13,10,10,15,8
8574,8574,9,11,8,8,8
8575,8575,11,13,11,10,11
8576,8576,9,6,6,6,11
8577,8577,12,8,6,11,11
8578,8578,7,9,12,12,11
8579,8579,8,15,7,13,8
8580,8580,6,8,8,10,7
8581,8581,11,7,14,7,7
8582,8582,6,10,9,7,11
8583,8583,65,63,78,66,66
8584,8584,14,14,7,15,14
8585,8585,13,7,12,7,15
8586,8586,15,15,9,10,13
8587,8587,14,11,10,8,11
8588,8588,9,7,7,14,11
8589,8589,9,6,10,14,8
8590,8590,10,14,7,13,11
8591,8591,11,12,13,11,8
8592,8592,13,13,7,9,11
8593,8593,7,7,14,13,9
8594,8594,13,7,7,11,15
8595,8595,6,6,16,10,12
8596,8596,7,16,13,15,6
8597,8597,9,6,10,14,7
8598,8598,13,14,10,8,11
8599,8599,15,12,11,10,14
8600,8600,12,13,8,5,5
8601,8601,12,8,8,13,10
8602,8602,15,12,9,16,15
8603,8603,7,11,7,7,8
8604,8604,7,12,13,9,6
8605,8605,8,8,14,12,11
8606,8606,11,14,11,6,14
8607,8607,65,66,63,65,68
8608,8608,11,13,10,8,11
8609,8609,15,16,9,14,6
8610,8610,12,12,8,13,11
8611,8611,13,9,8,14,15
8612,8612,14,9,15,10,6
8613,8613,7,9,11,11,8
8614,8614,7,14,6,8,14
8615,8615,12,13,8,6,9
8616,8616,9,8,16,9,6
8617,8617,11,12,12,15,15
8618,8618,63,63,60,65,69
8619,8619,8,7,11,8,10
8620,8620,12,8,11,13,10
8621,8621,65,65,69,65,67
8622,8622,9,7,12,14,6
8623,8623,14,14,13,11,6
8624,8624,6,14,11,11,11
8625,8625,9,8,6,6,10
8626,8626,7,10,15,8,14
8627,8627,8,10,14,14,15
8628,8628,11,10,10,11,11
8629,8629,10,13,14,7,12
8630,8630,11,7,6,10,13
8631,8631,8,6,9,11,16
8632,8632,8,6,7,6,5
8633,8633,13,10,8,12,8
8634,8634,68,66,62,66,67
8635,8635,8,10,8,8,11
8636,8636,5,9,8,15,7
8637,8637,6,8,7,14,10
8638,8638,8,8,5,11,8
8639,8639,13,10,12,9,10
8640,8640,6,12,12,11,11
8641,8641,7,8,9,9,13
8642,8642,13,7,16,11,16
8643,8643,7,7,10,12,14
8644,8644,14,6,5,12,12
8645,8645,15,11,14,13,9
8646,8646,70,65,69,65,61
8647,8647,14,15,14,14,13
8648,8648,12,7,12,14,11
8649,8649,7,15,8,11,8
8650,8650,12,9,12,7,13
8651,8651,13,10,18,17,12
8652,8652,8,12,9,9,11
8653,8653,11,13,12,7,9
8654,8654,14,8,11,6,12
8655,8655,7,15,10,12,13
8656,8656,12,13,13,7,13
8657,8657,8,15,6,11,13
8658,8658,13,5,11,6,12
8659,8659,9,12,10,6,7
8660,8660,15,7,8,7,8
8661,8661,14,10,12,8,9
8662,8662,6,13,12,6,8
8663,8663,15,13,6,15,13
8664,8664,12,13,11,14,9
8665,8665,9,8,6,8,15
8666,8666,13,8,9,8,11
8667,8667,13,11,13,8,13
8668,8668,6,8,10,15,11
8669,8669,67,65,59,63,69
8670,8670,10,11,9,9,12
8671,8671,7,9,11,10,9
8672,8672,11,8,7,13,10
8673,8673,10,14,13,14,10
8674,8674,8,10,14,8,10
8675,8675,12,10,7,9,13
8676,8676,10,13,11,10,11
8677,8677,15,15,6,14,14
8678,8678,6,13,8,8,13
8679,8679,13,7,14,8,11
8680,8680,12,13,14,16,10
8681,8681,11,16,9,12,7
8682,8682,6,8,6,9,10
8683,8683,12,12,11,7,13
8684,8684,6,8,6,5,9
8685,8685,14,12,11,13,7
8686,8686,13,13,13,10,9
8687,8687,16,13,12,14,11
8688,8688,66,61,58,65,68
8689,8689,14,13,12,7,11
8690,8690,14,11,12,11,14
8691,8691,7,7,11,10,11
8692,8692,10,11,15,11,11
8693,8693,9,9,14,7,13
8694,8694,16,8,6,6,8
8695,8695,72,61,60,59,70
8696,8696,8,15,12,8,12
8697,8697,12,13,11,7,7
8698,8698,12,13,12,11,8
8699,8699,6,14,13,11,13
8700,8700,8,7,9,8,11
8701,8701,67,61,62,68,65
8702,8702,15,6,7,8,12
8703,8703,9,6,9,9,11
8704,8704,11,13,15,15,8
8705,8705,12,12,9,14,13
8706,8706,13,11,7,8,12
8707,8707,15,8,6,10,11
8708,8708,9,11,11,14,12
8709,8709,11,11,10,7,7
8710,8710,8,8,13,11,7
8711,8711,7,12,6,6,8
8712,8712,8,10,13,6,10
8713,8713,8,10,14,11,7
8714,8714,14,13,14,16,13
8715,8715,12,10,15,12,6
8716,8716,13,10,10,13,15
8717,8717,8,5,14,11,14
8718,8718,11,7,5,15,11
8719,8719,8,7,11,8,6
8720,8720,15,13,16,8,13
8721,8721,8,7,13,15,9
8722,8722,8,7,6,7,7
8723,8723,11,8,9,13,13
8724,8724,16,14,15,18,15
8725,8725,15,16,16,15,6
8726,8726,7,14,10,6,10
8727,8727,9,8,7,10,9
8728,8728,14,9,7,8,13
8729,8729,15,11,6,8,10
8730,8730,11,13,15,8,15
8731,8731,13,15,12,14,7
8732,8732,13,14,11,16,9
8733,8733,8,14,9,13,7
8734,8734,16,11,6,6,10
8735,8735,7,16,7,8,14
8736,8736,13,14,12,11,13
8737,8737,10,6,10,9,12
8738,8738,11,13,9,8,10
8739,8739,14,6,7,15,8
8740,8740,16,6,10,15,13
8741,8741,10,7,10,10,9
8742,8742,8,9,12,7,6
8743,8743,16,11,9,10,11
8744,8744,11,14,12,9,13
8745,8745,7,10,8,7,9
8746,8746,11,10,9,8,7
8747,8747,12,9,14,9,6
8748,8748,12,10,7,11,10
8749,8749,16,12,13,10,14
8750,8750,15,8,8,8,6
8751,8751,5,9,5,14,11
8752,8752,7,13,7,5,13
8753,8753,10,16,9,9,9
8754,8754,66,65,58,63,69
8755,8755,8,7,6,11,8
8756,8756,11,14,9,14,7
8757,8757,10,7,7,8,12
8758,8758,9,11,11,14,10
8759,8759,8,15,11,13,14
8760,8760,15,7,8,10,12
8761,8761,14,14,10,14,9
8762,8762,15,6,14,9,14
8763,8763,15,7,10,8,14
8764,8764,6,11,5,13,7
8765,8765,7,10,13,15,13
8766,8766,12,14,7,13,9
8767,8767,7,13,9,13,5
8768,8768,14,13,6,13,13
8769,8769,13,10,13,12,14
8770,8770,8,8,12,12,8
8771,8771,65,66,59,66,66
8772,8772,7,11,14,12,14
8773,8773,12,14,12,8,6
8774,8774,11,7,9,15,15
8775,8775,6,13,9,9,7
8776,8776,12,14,10,14,15
8777,8777,9,5,7,11,14
8778,8778,14,9,12,11,16
8779,8779,64,61,69,67,70
8780,8780,66,65,63,64,67
8781,8781,14,9,6,15,10
8782,8782,16,12,9,15,13
8783,8783,15,7,14,5,5
8784,8784,14,7,16,12,14
8785,8785,12,13,13,11,8
8786,8786,15,11,6,12,7
8787,8787,74,65,60,56,69
8788,8788,13,12,9,9,10
8789,8789,10,12,10,8,15
8790,8790,13,12,8,12,5
8791,8791,7,12,15,7,13
8792,8792,8,6,16,9,16
8793,8793,13,11,13,14,9
8794,8794,66,64,65,66,66
8795,8795,12,13,11,10,14
8796,8796,10,11,14,9,14
8797,8797,13,15,12,6,12
8798,8798,8,14,12,9,15
8799,8799,6,8,8,10,15
8800,8800,10,14,8,10,12
8801,8801,10,8,12,10,13
8802,8802,15,8,12,12,7
8803,8803,8,12,8,7,7
8804,8804,14,16,15,13,13
8805,8805,7,15,9,15,10
8806,8806,10,11,16,14,11
8807,8807,13,12,6,6,11
8808,8808,15,12,15,8,12
8809,8809,10,14,15,9,11
8810,8810,8,10,8,13,10
8811,8811,15,11,7,10,14
8812,8812,8,12,6,14,13
8813,8813,8,6,12,9,8
8814,8814,63,68,64,67,63
8815,8815,5,7,14,6,8
8816,8816,9,10,13,9,8
8817,8817,7,13,15,10,15
8818,8818,11,10,11,16,15
8819,8819,15,14,9,8,8
8820,8820,64,61,61,66,68
8821,8821,5,8,10,9,10
8822,8822,13,14,9,13,14
8823,8823,15,5,10,13,8
8824,8824,5,11,6,6,7
8825,8825,9,16,7,11,11
8826,8826,14,10,13,15,10
8827,8827,66,63,61,66,70
8828,8828,9,10,15,10,15
8829,8829,14,11,14,8,10
8830,8830,7,13,7,11,12
8831,8831,10,7,15,6,13
8832,8832,7,15,9,13,12
8833,8833,8,13,8,12,10
8834,8834,74,64,65,65,59
8835,8835,8,14,8,6,10
8836,8836,9,10,11,13,14
8837,8837,14,11,11,10,12
8838,8838,9,6,9,14,8
8839,8839,8,6,16,8,14
8840,8840,6,6,8,7,7
8841,8841,15,10,8,16,13
8842,8842,10,11,12,13,15
8843,8843,67,63,63,65,69
8844,8844,68,70,69,61,65
8845,8845,11,9,7,11,13
8846,8846,13,15,19,11,12
8847,8847,13,11,12,7,11
8848,8848,63,70,65,73,60
8849,8849,10,13,10,13,15
8850,8850,9,15,7,15,14
8851,8851,10,11,11,6,12
8852,8852,5,10,11,15,14
8853,8853,65,69,64,65,61
8854,8854,11,12,13,7,15
8855,8855,9,7,11,13,13
8856,8856,15,14,15,11,13
8857,8857,15,9,5,14,6
8858,8858,9,6,12,9,11
8859,8859,8,11,12,12,7
8860,8860,9,11,12,12,10
8861,8861,8,11,12,11,11
8862,8862,16,15,10,8,16
8863,8863,7,11,8,6,12
8864,8864,63,65,64,65,67
8865,8865,7,7,7,9,6
8866,8866,63,65,61,65,68
8867,8867,7,13,8,11,8
8868,8868,8,7,12,14,6
8869,8869,11,14,14,7,13
8870,8870,14,6,7,15,13
8871,8871,15,12,12,10,10
8872,8872,14,9,8,15,7
8873,8873,15,9,12,16,9
8874,8874,10,5,10,6,10
8875,8875,10,12,11,12,8
8876,8876,7,12,7,12,14
8877,8877,10,14,8,14,14
8878,8878,9,5,9,8,7
8879,8879,14,14,6,13,12
8880,8880,13,12,15,13,9
8881,8881,9,11,14,12,15
8882,8882,6,10,7,7,5
8883,8883,8,13,14,7,11
8884,8884,8,5,6,8,7
8885,8885,7,5,13,15,9
8886,8886,9,10,9,13,7
8887,8887,13,7,16,7,8
8888,8888,15,13,12,16,7
8889,8889,11,13,5,8,9
8890,8890,10,12,7,13,14
8891,8891,8,10,13,16,13
8892,8892,7,13,12,15,13
8893,8893,11,9,9,7,6
8894,8894,12,16,15,10,10
8895,8895,12,14,5,6,11
8896,8896,15,11,6,6,11
8897,8897,11,12,5,12,13
8898,8898,14,14,9,9,9
8899,8899,7,9,13,14,7
8900,8900,7,16,8,13,10
8901,8901,15,15,16,16,10
8902,8902,13,6,11,12,11
8903,8903,6,12,9,14,11
8904,8904,8,15,12,9,10
8905,8905,7,6,9,12,6
8906,8906,66,62,66,66,65
8907,8907,10,7,6,9,8
8908,8908,9,14,14,8,7
8909,8909,16,9,12,14,16
8910,8910,68,64,58,62,68
8911,8911,9,13,8,8,9
8912,8912,10,13,6,12,7
8913,8913,13,10,11,14,13
8914,8914,11,9,11,13,8
8915,8915,67,66,64,65,66
8916,8916,7,9,10,9,10
8917,8917,11,6,12,6,12
8918,8918,12,11,10,7,13
8919,8919,12,8,16,12,6
8920,8920,13,10,10,6,10
8921,8921,10,15,6,9,15
8922,8922,12,12,13,11,14
8923,8923,11,5,11,12,14
8924,8924,15,12,11,10,10
8925,8925,5,9,6,9,6
8926,8926,14,12,6,14,14
8927,8927,68,62,56,65,71
8928,8928,64,69,63,61,67
8929,8929,14,15,13,12,16
8930,8930,9,6,10,8,15
8931,8931,11,8,12,9,15
8932,8932,6,10,14,14,8
8933,8933,7,12,13,8,11
8934,8934,13,14,10,7,12
8935,8935,14,12,9,12,10
8936,8936,14,10,11,10,15
8937,8937,6,15,12,11,12
8938,8938,10,11,10,15,8
8939,8939,12,8,12,9,8
8940,8940,14,14,6,7,11
8941,8941,9,10,6,12,8
8942,8942,13,8,16,11,14
8943,8943,7,9,10,15,16
8944,8944,14,7,12,12,11
8945,8945,11,10,11,9,10
8946,8946,15,14,11,12,9
8947,8947,7,8,7,7,7
8948,8948,12,16,8,12,15
8949,8949,13,9,12,14,14
8950,8950,10,14,11,6,15
8951,8951,66,67,63,66,64
8952,8952,9,16,7,16,15
8953,8953,12,10,8,9,15
8954,8954,13,6,8,13,12
8955,8955,12,6,7,10,12
8956,8956,9,10,15,8,16
8957,8957,12,16,8,7,7
8958,8958,65,66,64,66,64
8959,8959,15,12,7,10,16
8960,8960,15,9,10,8,14
8961,8961,13,13,13,8,9
8962,8962,5,13,12,11,7
8963,8963,8,13,5,15,13
8964,8964,10,13,13,9,7
8965,8965,7,12,12,10,11
8966,8966,13,7,16,9,6
8967,8967,14,14,8,15,9
8968,8968,14,12,8,14,12
8969,8969,16,7,14,12,13
8970,8970,67,63,59,64,68
8971,8971,11,12,5,9,15
8972,8972,11,8,6,12,7
8973,8973,7,8,7,8,12
8974,8974,6,14,7,6,14
8975,8975,13,11,13,6,6
8976,8976,11,12,12,8,10
8977,8977,7,13,13,9,6
8978,8978,8,11,15,6,14
8979,8979,8,6,10,15,6
8980,8980,16,8,14,12,11
8981,8981,14,12,10,7,11
8982,8982,8,12,15,9,12
8983,8983,67,60,65,65,67
8984,8984,12,12,7,6,13
8985,8985,14,10,5,10,8
8986,8986,8,14,12,10,7
8987,8987,9,11,15,10,6
8988,8988,11,8,12,9,16
8989,8989,12,6,12,7,11
8990,8990,7,14,15,8,5
8991,8991,8,14,11,8,12
8992,8992,10,13,11,16,11
8993,8993,16,10,14,12,7
8994,8994,3,2,4,5,4
8995,8995,6,12,6,13,6
8996,8996,13,16,14,6,9
8997,8997,12,16,15,7,11
8998,8998,12,14,6,13,9
8999,8999,13,6,13,5,12
9000,9000,14,5,11,6,6
9001,9001,9,15,16,13,7
9002,9002,14,6,9,14,7
9003,9003,14,12,16,15,14
9004,9004,12,10,10,16,6
9005,9005,13,13,7,10,14
9006,9006,65,67,68,64,66
9007,9007,7,11,10,16,7
9008,9008,13,12,12,6,15
9009,9009,12,10,8,11,6
9010,9010,8,14,10,5,12
9011,9011,14,6,10,16,10
9012,9012,10,12,6,7,14
9013,9013,15,6,12,12,12
9014,9014,10,11,7,9,14
9015,9015,9,11,8,11,8
9016,9016,66,63,63,67,65
9017,9017,12,14,11,7,11
9018,9018,13,8,13,14,6
9019,9019,10,8,7,6,9
9020,9020,66,66,58,65,65
9021,9021,13,10,16,16,7
9022,9022,7,11,12,11,8
9023,9023,15,12,5,15,7
9024,9024,15,6,7,6,6
9025,9025,8,14,13,10,9
9026,9026,8,13,11,9,14
9027,9027,13,7,11,13,15
9028,9028,69,65,58,67,66
9029,9029,13,11,8,11,13
9030,9030,15,10,10,7,11
9031,9031,11,10,13,15,8
9032,9032,14,14,12,10,15
9033,9033,15,13,9,9,11
9034,9034,9,7,12,15,13
9035,9035,12,13,10,15,12
9036,9036,68,63,64,66,68
9037,9037,67,66,59,62,67
9038,9038,9,12,8,15,13
9039,9039,6,9,9,13,14
9040,9040,7,12,8,12,14
9041,9041,7,10,8,7,10
9042,9042,7,10,7,10,13
9043,9043,66,70,58,64,72
9044,9044,3,3,3,3,3
9045,9045,14,9,11,9,14
9046,9046,7,9,13,14,13
9047,9047,9,14,13,12,7
9048,9048,15,10,13,12,12
9049,9049,15,14,12,5,8
9050,9050,10,12,12,15,14
9051,9051,66,66,63,63,68
9052,9052,10,9,12,8,12
9053,9053,9,12,14,8,14
9054,9054,14,12,13,7,11
9055,9055,10,11,10,10,14
9056,9056,8,15,11,11,9
9057,9057,8,11,12,13,9
9058,9058,9,13,13,7,13
9059,9059,5,12,11,9,13
9060,9060,11,7,13,15,11
9061,9061,9,14,5,9,11
9062,9062,12,7,14,6,10
9063,9063,7,8,12,6,10
9064,9064,13,13,13,14,11
9065,9065,13,12,6,15,7
9066,9066,6,10,11,6,11
9067,9067,9,6,13,7,5
9068,9068,7,11,7,9,8
9069,9069,14,6,7,16,7
9070,9070,15,16,9,8,7
9071,9071,11,12,9,14,13
9072,9072,10,7,7,7,13
9073,9073,7,12,8,14,9
9074,9074,5,9,13,7,10
9075,9075,10,11,11,10,15
9076,9076,67,65,67,64,65
9077,9077,68,66,60,65,66
9078,9078,11,7,12,14,10
9079,9079,66,63,66,64,67
9080,9080,14,15,15,15,9
9081,9081,13,10,11,11,11
9082,9082,8,9,13,15,9
9083,9083,6,14,7,11,7
9084,9084,10,5,7,14,10
9085,9085,9,12,10,14,6
9086,9086,6,11,12,14,9
9087,9087,11,9,12,10,9
9088,9088,8,14,14,14,9
9089,9089,14,15,8,14,16
9090,9090,15,11,13,14,7
9091,9091,9,12,13,6,7
9092,9092,6,10,14,14,5
9093,9093,10,6,13,11,5
9094,9094,8,14,16,14,9
9095,9095,10,11,9,16,9
9096,9096,11,7,13,10,8
9097,9097,9,14,15,10,14
9098,9098,8,14,13,15,6
9099,9099,7,6,12,8,9
9100,9100,9,9,12,14,9
9101,9101,7,13,8,11,8
9102,9102,7,14,9,14,6
9103,9103,5,12,13,10,6
9104,9104,71,65,63,64,72
9105,9105,14,13,10,7,11
9106,9106,11,14,10,8,7
9107,9107,15,9,7,7,15
9108,9108,16,7,10,13,14
9109,9109,6,8,14,13,6
9110,9110,15,8,14,11,8
9111,9111,6,12,10,7,9
9112,9112,12,11,6,9,15
9113,9113,11,17,10,12,15
9114,9114,69,64,63,63,69
9115,9115,9,11,6,12,9
9116,9116,12,14,9,7,7
9117,9117,14,11,12,8,7
9118,9118,13,14,16,12,13
9119,9119,12,7,12,14,10
9120,9120,7,5,13,13,15
9121,9121,6,9,11,8,5
9122,9122,63,65,60,70,65
9123,9123,9,12,15,12,11
9124,9124,13,12,9,8,12
9125,9125,13,15,16,10,14
9126,9126,6,10,7,7,8
9127,9127,65,63,59,66,70
9128,9128,66,64,62,61,67
9129,9129,13,16,16,8,13
9130,9130,8,14,7,10,11
9131,9131,11,13,6,8,8
9132,9132,6,5,12,12,9
9133,9133,18,18,15,14,15
9134,9134,6,12,6,10,6
9135,9135,13,13,13,8,15
9136,9136,10,13,7,14,11
9137,9137,11,8,12,7,15
9138,9138,15,7,15,10,12
9139,9139,8,14,11,12,7
9140,9140,14,15,10,15,7
9141,9141,6,13,11,7,11
9142,9142,9,11,16,6,10
9143,9143,12,10,14,11,13
9144,9144,7,11,5,15,12
9145,9145,69,64,66,66,64
9146,9146,13,7,13,14,6
9147,9147,13,12,15,16,11
9148,9148,7,11,9,10,21
9149,9149,9,12,10,5,15
9150,9150,13,9,15,10,8
9151,9151,11,13,13,16,7
9152,9152,12,10,14,10,14
9153,9153,14,9,15,8,11
9154,9154,5,7,8,13,6
9155,9155,8,11,15,8,6
9156,9156,5,12,10,7,12
9157,9157,5,8,5,10,11
9158,9158,11,11,10,13,5
9159,9159,14,7,12,11,12
9160,9160,15,9,10,10,9
9161,9161,9,12,7,7,8
9162,9162,6,10,10,6,13
9163,9163,13,15,10,13,10
9164,9164,9,7,14,6,13
9165,9165,14,10,6,10,13
9166,9166,10,16,14,7,11
9167,9167,15,7,7,15,8
9168,9168,15,12,8,14,14
9169,9169,6,12,16,12,6
9170,9170,12,6,7,11,12
9171,9171,7,12,11,11,9
9172,9172,71,63,58,61,68
9173,9173,14,10,15,5,7
9174,9174,6,6,10,6,15
9175,9175,8,6,6,15,14
9176,9176,67,66,66,63,67
9177,9177,68,60,68,66,69
9178,9178,5,9,6,8,8
9179,9179,12,10,16,11,11
9180,9180,12,10,16,10,7
9181,9181,9,13,13,14,15
9182,9182,6,6,6,10,7
9183,9183,13,10,12,10,15
9184,9184,13,10,11,14,7
9185,9185,8,8,6,15,10
9186,9186,9,11,8,10,15
9187,9187,15,16,6,12,7
9188,9188,68,59,54,71,68
9189,9189,15,9,16,10,12
9190,9190,6,13,9,5,11
9191,9191,13,11,14,8,11
9192,9192,14,6,5,8,8
9193,9193,8,6,9,5,7
9194,9194,6,6,11,15,8
9195,9195,6,13,15,9,12
9196,9196,70,64,60,63,67
9197,9197,13,11,10,13,7
9198,9198,6,6,14,9,8
9199,9199,14,10,13,14,11
9200,9200,8,10,10,7,12
9201,9201,10,15,15,11,15
9202,9202,8,9,13,6,7
9203,9203,12,16,8,14,10
9204,9204,15,11,7,15,10
9205,9205,13,6,8,12,6
9206,9206,11,10,7,14,6
9207,9207,11,8,10,13,8
9208,9208,11,11,12,9,16
9209,9209,11,7,10,9,13
9210,9210,15,8,11,11,9
9211,9211,68,64,62,66,64
9212,9212,14,13,9,7,9
9213,9213,15,10,8,10,11
9214,9214,11,7,8,7,14
9215,9215,6,5,14,6,14
9216,9216,12,8,8,16,13
9217,9217,7,11,15,7,13
9218,9218,8,9,13,8,12
9219,9219,10,10,14,9,13
9220,9220,5,11,15,14,14
9221,9221,6,6,11,9,7
9222,9222,8,10,10,11,15
9223,9223,8,8,10,5,12
9224,9224,7,11,7,11,14
9225,9225,12,12,13,7,11
9226,9226,14,11,6,11,11
9227,9227,13,13,11,14,6
9228,9228,15,10,14,5,8
9229,9229,12,5,10,7,6
9230,9230,8,8,7,12,6
9231,9231,15,13,15,13,13
9232,9232,12,16,15,8,12
9233,9233,65,63,69,66,67
9234,9234,14,11,8,10,13
9235,9235,6,14,12,7,14
9236,9236,13,9,16,12,11
9237,9237,10,12,12,8,10
9238,9238,68,65,63,64,66
9239,9239,9,10,11,7,10
9240,9240,5,9,9,12,14
9241,9241,68,59,62,64,70
9242,9242,11,11,15,15,6
9243,9243,9,10,8,9,12
9244,9244,9,8,11,7,9
9245,9245,7,9,14,9,15
9246,9246,8,5,8,11,9
9247,9247,8,9,6,12,9
9248,9248,12,8,13,13,6
9249,9249,15,7,12,13,14
9250,9250,15,9,9,6,6
9251,9251,7,15,12,8,15
9252,9252,15,5,8,7,6
9253,9253,9,6,6,9,10
9254,9254,12,5,13,9,11
9255,9255,13,9,13,13,15
9256,9256,16,15,10,11,8
9257,9257,6,5,10,15,10
9258,9258,68,66,56,68,69
9259,9259,10,9,5,11,13
9260,9260,13,10,6,8,13
9261,9261,15,15,16,8,13
9262,9262,7,6,10,9,10
9263,9263,8,9,15,6,6
9264,9264,5,14,9,10,8
9265,9265,7,14,6,15,8
9266,9266,13,9,11,8,8
9267,9267,15,12,6,8,10
9268,9268,12,6,14,13,9
9269,9269,12,5,11,10,15
9270,9270,2,2,2,2,2
9271,9271,12,13,14,13,14
9272,9272,13,7,7,12,10
9273,9273,15,6,11,14,14
9274,9274,9,15,7,7,8
9275,9275,9,6,10,9,10
9276,9276,8,6,14,13,5
9277,9277,15,9,14,12,15
9278,9278,10,12,14,9,7
9279,9279,11,13,6,13,13
9280,9280,15,16,6,12,6
9281,9281,10,9,11,13,14
9282,9282,6,8,14,7,6
9283,9283,6,7,11,13,9
9284,9284,7,10,14,9,12
9285,9285,15,12,6,10,9
9286,9286,7,8,11,8,5
9287,9287,14,6,7,14,6
9288,9288,6,9,5,10,14
9289,9289,14,7,6,16,9
9290,9290,8,13,13,8,11
9291,9291,10,13,13,8,6
9292,9292,8,5,12,14,9
9293,9293,13,9,7,10,13
9294,9294,5,9,9,8,13
9295,9295,11,13,10,13,11
9296,9296,8,8,15,12,14
9297,9297,9,11,7,11,14
9298,9298,67,64,58,61,69
9299,9299,9,9,14,9,10
9300,9300,68,64,60,62,70
9301,9301,15,12,5,6,14
9302,9302,66,63,62,67,67
9303,9303,6,12,9,10,6
9304,9304,13,12,9,14,10
9305,9305,11,13,14,15,9
9306,9306,7,8,7,15,6
9307,9307,6,14,6,8,12
9308,9308,7,9,13,12,13
9309,9309,11,13,6,11,7
9310,9310,10,10,10,11,12
9311,9311,11,7,8,10,6
9312,9312,15,13,16,13,11
9313,9313,8,8,6,14,7
9314,9314,9,13,7,14,5
9315,9315,14,8,8,14,6
9316,9316,6,9,16,15,14
9317,9317,8,14,16,9,8
9318,9318,69,64,65,62,68
9319,9319,7,14,8,14,14
9320,9320,10,13,8,11,14
9321,9321,14,13,8,9,13
9322,9322,11,7,7,6,11
9323,9323,10,15,13,12,14
9324,9324,12,15,8,8,14
9325,9325,9,8,6,12,9
9326,9326,13,13,12,13,12
9327,9327,15,16,14,16,6
9328,9328,6,12,8,6,5
9329,9329,5,6,7,14,8
9330,9330,66,62,62,63,68
9331,9331,7,12,6,5,5
9332,9332,7,10,12,7,16
9333,9333,10,10,10,11,7
9334,9334,15,11,10,7,10
9335,9335,10,11,11,11,6
9336,9336,14,5,6,14,13
9337,9337,14,8,8,15,7
9338,9338,66,67,66,63,67
9339,9339,11,7,8,13,9
9340,9340,11,9,12,10,8
9341,9341,9,6,13,10,13
9342,9342,11,12,8,16,6
9343,9424,6,6,5,8,6
9344,9343,12,9,7,10,8
9345,9344,13,12,6,9,8
9346,9345,13,5,11,13,6
9347,9346,9,12,9,10,12
9348,9347,12,13,14,8,15
9349,9348,8,6,9,12,10
9350,9349,11,13,10,8,14
9351,9350,14,9,11,11,8
9352,9351,15,13,14,14,13
9353,9352,11,15,9,7,8
9354,9353,7,15,8,10,6
9355,9354,10,13,15,11,13
9356,9355,11,13,15,8,10
9357,9356,9,11,9,8,10
9358,9357,14,8,15,14,9
9359,9358,11,6,8,11,15
9360,9359,9,11,13,11,8
9361,9360,14,11,8,8,12
9362,9361,66,63,59,66,70
9363,9362,8,9,16,6,10
9364,9363,6,13,7,15,6
9365,9364,8,8,14,14,13
9366,9365,6,13,11,9,10
9367,9366,14,8,9,13,8
9368,9367,8,14,12,7,12
9369,9368,8,15,14,12,8
9370,9369,11,6,10,11,6
9371,9370,15,7,8,15,13
9372,9371,12,9,13,6,8
9373,9372,10,13,12,9,9
9374,9373,9,14,13,12,8
9375,9374,10,11,9,14,12
9376,9375,8,12,10,10,12
9377,9376,6,10,6,12,8
9378,9377,5,7,9,9,7
9379,9378,6,12,6,14,5
9380,9379,16,14,10,8,14
9381,9380,9,14,15,12,9
9382,9381,9,5,15,13,6
9383,9382,11,11,12,9,9
9384,9383,13,11,15,7,10
9385,9384,8,6,10,10,15
9386,9385,10,11,14,15,13
9387,9386,8,9,10,8,9
9388,9387,8,8,9,11,8
9389,9388,15,15,15,9,6
9390,9389,13,5,13,10,14
9391,9390,7,10,8,14,8
9392,9391,10,13,14,14,13
9393,9392,16,7,14,8,10
9394,9393,7,15,6,15,7
9395,9394,10,9,8,10,10
9396,9395,13,5,9,8,9
9397,9396,13,11,13,10,10
9398,9397,64,62,72,65,67
9399,9398,9,14,13,9,16
9400,9399,8,7,10,13,8
9401,9400,11,10,8,11,10
9402,9401,8,8,12,13,11
9403,9402,10,11,14,5,13
9404,9403,16,14,13,16,7
9405,9404,15,9,9,11,13
9406,9405,6,10,13,12,12
9407,9406,15,8,9,15,7
9408,9407,13,15,6,16,8
9409,9408,7,7,9,12,16
9410,9409,15,15,10,14,11
9411,9410,16,10,8,6,11
9412,9411,66,63,63,64,67
9413,9412,15,7,15,14,7
9414,9413,9,11,9,8,6
9415,9414,12,9,12,10,15
9416,9415,14,14,15,12,9
9417,9416,14,8,10,13,11
9418,9417,8,7,9,15,7
9419,9418,15,8,10,14,6
9420,9419,12,9,15,14,10
9421,9420,12,12,15,9,12
9422,9421,7,6,13,10,13
9423,9422,10,14,6,8,13
9424,9423,10,12,15,7,9
9425,9425,10,12,10,12,5
9426,9426,10,7,7,5,12
