int_mentality_id,int_player_id,int_aggression,int_interceptions,int_positioning,int_vision,int_penalties,int_composure
11128,11128,63,63,66,54,42,64
11129,11129,73,64,53,60,49,67
11130,11130,77,60,27,34,38,48
11131,11131,62,61,39,42,35,64
11132,11132,50,32,70,68,55,61
11133,11133,63,25,65,54,60,62
11134,11134,56,70,48,66,70,75
11135,11135,68,59,27,31,27,52
11136,11136,43,27,62,64,58,55
11137,11137,80,65,65,37,37,62
11138,11138,75,67,59,60,55,75
11139,11139,49,58,60,64,56,60
11140,11140,66,61,58,62,48,60
11141,11141,49,59,40,46,38,65
11142,11142,65,60,42,40,31,68
11143,11143,79,59,55,51,35,60
11144,11144,43,45,55,52,64,52
11145,11145,30,8,8,41,12,25
11146,11146,44,41,65,56,60,60
11147,11147,76,24,65,62,44,55
11148,11148,55,60,60,57,47,59
11149,11149,63,58,58,65,53,57
11150,11150,51,66,39,48,31,52
11151,11151,61,37,63,64,58,58
11152,11152,35,27,20,53,16,47
11153,11153,72,60,61,62,40,65
11154,11154,53,23,60,36,61,63
11155,11155,68,63,23,46,41,62
11156,11156,20,12,8,34,11,37
11157,11157,57,59,52,46,38,58
11158,11158,39,17,55,55,42,59
11159,11159,55,33,68,64,58,63
11160,11160,50,60,49,48,40,47
11161,11161,81,48,66,53,72,69
11162,11162,54,49,57,62,56,57
11163,11163,30,20,59,50,78,60
11164,11164,62,64,35,35,35,55
11165,11165,67,30,59,51,64,58
11166,11166,70,61,40,48,33,56
11167,11167,57,56,59,56,65,58
11168,11168,74,65,52,65,47,62
11169,11169,35,18,13,48,22,49
11170,11170,64,64,57,67,47,55
11171,11171,39,22,61,66,52,66
11172,11172,70,60,43,50,45,55
11173,11173,68,62,43,38,51,52
11174,11174,31,22,64,56,51,47
11175,11175,47,30,55,63,44,55
11176,11176,36,19,57,60,51,58
11177,11177,49,57,52,59,49,66
11178,11178,29,9,4,46,21,46
11179,11179,70,58,24,25,37,47
11180,11180,64,65,63,63,58,63
11181,11181,49,29,60,60,57,58
11182,11182,75,60,53,47,55,58
11183,11183,25,16,10,43,21,42
11184,11184,38,53,56,67,59,58
11185,11185,69,57,58,63,62,63
11186,11186,84,59,12,39,31,50
11187,11187,69,59,56,54,44,56
11188,11188,38,54,62,56,63,55
11189,11189,60,57,51,48,36,51
11190,11190,52,53,55,43,48,55
11191,11191,69,65,58,58,39,56
11192,11192,56,51,55,65,49,60
11193,11193,35,18,64,54,73,49
11194,11194,58,55,64,66,62,62
11195,11195,41,29,66,69,49,64
11196,11196,58,59,56,56,38,53
11197,11197,88,26,64,55,61,65
11198,11198,57,65,28,41,41,49
11199,11199,72,62,51,39,48,57
11200,11200,63,61,53,43,43,49
11201,11201,67,73,26,40,47,52
11202,11202,87,60,58,58,38,60
11203,11203,53,28,57,59,51,56
11204,11204,61,56,58,55,58,54
11205,11205,40,41,62,60,41,61
11206,11206,47,58,22,27,40,48
11207,11207,18,17,13,45,24,28
11208,11208,56,28,57,60,52,55
11209,11209,65,65,27,42,46,56
11210,11210,62,36,60,61,56,59
11211,11211,70,19,65,42,59,59
11212,11212,61,61,54,53,45,58
11213,11213,55,66,25,31,44,48
11214,11214,47,15,59,53,65,59
11215,11215,57,63,49,49,48,60
11216,11216,63,57,51,67,68,70
11217,11217,61,57,52,57,41,48
11218,11218,24,15,9,47,22,30
11219,11219,40,52,61,59,52,46
11220,11220,69,59,56,58,50,62
11221,11221,61,18,57,55,47,63
11222,11222,54,59,55,62,55,68
11223,11223,65,63,23,24,37,52
11224,11224,55,54,51,43,37,53
11225,11225,55,64,32,35,50,55
11226,11226,73,58,50,51,42,61
11227,11227,25,14,7,35,31,40
11228,11228,51,44,62,65,60,65
11229,11229,64,62,49,54,51,62
11230,11230,75,34,62,60,63,59
11231,11231,57,39,59,62,63,65
11232,11232,38,13,66,46,59,65
11233,11233,75,65,44,54,29,50
11234,11234,21,6,6,25,19,54
11235,11235,39,13,56,57,58,66
11236,11236,64,62,48,40,38,63
11237,11237,52,40,59,63,60,50
11238,11238,61,62,30,38,36,56
11239,11239,59,21,65,51,64,58
11240,11240,72,64,39,32,49,57
11241,11241,68,19,68,57,73,65
11242,11242,27,20,17,55,26,50
11243,11243,78,60,59,65,51,63
11244,11244,77,55,29,28,40,55
11245,11245,57,58,38,45,34,59
11246,11246,32,22,59,54,56,54
11247,11247,59,57,56,52,39,60
11248,11248,65,62,54,67,51,61
11249,11249,62,63,36,42,40,62
11250,11250,61,62,47,53,48,61
11251,11251,55,62,59,58,38,61
11252,11252,70,63,40,60,41,51
11253,11253,57,60,52,47,44,49
11254,11254,56,46,62,65,68,70
11255,11255,66,56,54,59,44,59
11256,11256,63,62,28,36,36,58
11257,11257,44,31,67,65,60,59
11258,11258,57,43,53,58,57,65
11259,11259,62,67,22,26,42,60
11260,11260,59,40,71,63,62,58
11261,11261,57,55,43,42,33,49
11262,11262,65,59,58,55,56,52
11263,11263,63,54,52,68,50,64
11264,11264,73,64,57,48,59,54
11265,11265,71,68,49,44,41,44
11266,11266,54,64,35,35,30,55
11267,11267,59,72,35,41,50,53
11268,11268,63,59,52,55,48,52
11269,11269,47,19,64,57,52,65
11270,11270,23,7,7,54,17,26
11271,11271,44,22,59,62,61,56
11272,11272,51,59,64,64,65,67
11273,11273,29,14,62,59,54,50
11274,11274,88,48,74,67,65,65
11275,11275,73,67,66,63,54,65
11276,11276,46,21,62,57,63,64
11277,11277,70,62,49,55,39,57
11278,11278,48,17,65,59,54,70
11279,11279,31,15,63,55,55,58
11280,11280,40,26,16,15,25,21
11281,11281,64,59,39,39,35,44
11282,11282,54,61,61,52,46,62
11283,11283,71,60,53,65,50,64
11284,11284,53,23,63,52,60,58
11285,11285,47,30,62,57,60,60
11286,11286,26,26,9,60,14,68
11287,11287,30,14,63,49,69,67
11288,11288,65,53,42,36,45,50
11289,11289,70,63,25,27,50,52
11290,11290,63,46,64,63,53,62
11291,11291,73,61,46,59,68,67
11292,11292,58,66,30,31,42,45
11293,11293,75,67,25,55,41,55
11294,11294,48,35,61,57,44,58
11295,11295,58,64,27,34,34,55
11296,11296,66,60,57,57,32,55
11297,11297,58,58,56,52,41,58
11298,11298,56,52,63,65,62,64
11299,11299,67,66,60,56,63,62
11300,11300,33,29,63,67,57,66
11301,11301,63,56,64,63,70,54
11302,11302,66,63,62,62,43,68
11303,11303,59,46,65,55,68,53
11304,11304,63,57,68,64,59,62
11305,11305,61,61,52,57,51,61
11306,11306,78,60,42,49,52,54
11307,11307,72,60,55,50,34,53
11308,11308,19,16,12,30,23,37
11309,11309,34,22,59,58,75,59
11310,11310,52,60,57,62,57,59
11311,11311,34,15,63,56,61,54
11312,11312,39,22,57,59,43,57
11313,11313,53,30,61,53,65,59
11314,11314,32,20,9,43,12,47
11315,11315,85,65,33,54,38,48
11316,11316,60,44,57,58,52,46
11317,11317,68,63,36,62,32,48
11318,11318,35,17,13,35,21,52
11319,11319,68,61,29,27,42,49
11320,11320,70,22,65,54,50,67
11321,11321,35,37,62,64,54,57
11322,11322,67,63,33,50,41,60
11323,11323,39,17,60,53,63,58
11324,11324,54,64,63,52,55,62
11325,11325,73,62,48,48,38,56
11326,11326,39,55,66,69,41,63
11327,11327,59,42,61,64,63,63
11328,11328,55,61,50,61,58,62
11329,11329,39,42,63,63,74,49
11330,11330,67,58,38,49,54,55
11331,11331,25,11,8,38,18,42
11332,11332,67,65,40,49,42,56
11333,11333,60,61,58,51,42,53
11334,11334,60,61,19,38,24,57
11335,11335,18,8,6,39,11,38
11336,11336,48,21,61,47,64,55
11337,11337,38,24,49,56,53,57
11338,11338,55,42,59,64,60,61
11339,11339,55,57,61,57,49,50
11340,11340,44,21,54,58,40,62
11341,11341,59,56,56,60,35,64
11342,11342,49,63,59,41,43,60
11343,11343,58,56,64,64,64,63
11344,11344,72,13,61,53,61,62
11345,11345,75,58,52,58,45,55
11346,11346,68,63,49,57,47,72
11347,11347,37,21,58,56,63,60
11348,11348,51,29,67,59,49,62
11349,11349,57,61,55,55,46,58
11350,11350,45,26,56,58,51,60
11351,11351,59,17,65,55,61,69
11352,11352,61,57,61,60,58,58
11353,11353,30,57,49,37,38,60
11354,11354,70,60,63,55,50,62
11355,11355,66,62,65,65,68,56
11356,11356,52,35,72,42,55,53
11357,11357,53,34,63,69,50,66
11358,11358,25,11,7,36,12,47
11359,11359,30,57,51,55,80,61
11360,11360,45,41,63,59,53,58
11361,11361,30,23,59,54,54,51
11362,11362,55,62,56,61,41,55
11363,11363,63,65,48,55,31,63
11364,11364,30,55,63,54,53,52
11365,11365,70,59,63,68,61,65
11366,11366,62,63,13,28,42,55
11367,11367,66,65,28,40,41,48
11368,11368,36,21,64,56,58,63
11369,11369,43,26,62,59,41,62
11370,11370,63,34,67,50,52,61
11371,11371,65,63,48,47,34,49
11372,11372,20,19,17,18,26,44
11373,11373,67,60,36,49,38,62
11374,11374,72,58,26,33,38,65
11375,11375,53,56,57,64,52,62
11376,11376,71,59,25,35,42,61
11377,11377,69,61,41,46,47,64
11378,11378,57,61,48,53,33,56
11379,11379,24,9,6,32,19,43
11380,11380,58,62,63,55,45,46
11381,11381,49,59,59,67,42,47
11382,11382,60,52,58,65,58,61
11383,11383,61,61,47,32,36,47
11384,11384,75,60,33,41,37,50
11385,11385,57,59,45,51,49,60
11386,11386,58,57,55,40,42,52
11387,11387,31,25,65,60,65,55
11388,11388,50,68,29,44,36,59
11389,11389,72,61,59,63,50,62
11390,11390,75,64,62,72,49,74
11391,11391,68,63,29,29,43,46
11392,11392,65,63,53,66,57,66
11393,11393,54,15,61,46,62,47
11394,11394,51,36,69,67,58,73
11395,11395,57,44,59,64,38,70
11396,11396,48,25,57,53,48,48
11397,11397,62,46,53,61,55,67
11398,11398,53,55,58,67,55,62
11399,11399,69,60,33,47,29,58
11400,11400,73,46,60,63,69,69
11401,11401,42,20,61,62,65,54
11402,11402,47,27,60,55,62,57
11403,11403,60,26,72,58,68,62
11404,11404,65,61,55,55,47,56
11405,11405,59,49,50,65,59,62
11406,11406,51,21,62,63,57,60
11407,11407,32,26,65,63,54,51
11408,11408,59,47,57,66,67,68
11409,11409,64,59,49,48,42,44
11410,11410,51,16,64,52,65,56
11411,11411,23,23,16,60,15,57
11412,11412,67,62,53,54,42,59
11413,11413,39,16,15,35,23,57
11414,11414,80,62,55,57,38,58
11415,11415,30,20,56,60,57,51
11416,11416,66,63,47,54,28,54
11417,11417,53,58,59,64,47,60
11418,11418,25,18,19,48,23,33
11419,11419,65,61,49,42,41,58
11420,11420,60,62,64,60,45,57
11421,11421,31,22,57,54,30,45
11422,11422,42,19,54,59,62,55
11423,11423,56,53,51,41,43,45
11424,11424,66,63,59,62,62,67
11425,11425,19,6,7,39,21,37
11426,11426,61,24,60,60,67,62
11427,11427,70,53,22,32,36,50
11428,11428,46,28,64,56,60,66
11429,11429,26,12,5,36,12,28
11430,11430,62,62,23,44,43,50
11431,11431,40,59,64,65,59,61
11432,11432,44,14,65,48,58,54
11433,11433,77,55,56,64,50,65
11434,11434,68,39,64,55,57,57
11435,11435,60,56,63,58,44,61
11436,11436,56,19,66,43,64,63
11437,11437,55,70,36,35,32,69
11438,11438,63,64,26,42,33,66
11439,11439,62,56,48,44,42,44
11440,11440,54,60,41,40,31,45
11441,11441,58,53,55,56,56,67
11442,11442,70,60,50,56,52,50
11443,11443,75,57,56,54,36,57
11444,11444,68,62,52,59,40,63
11445,11445,65,52,59,62,52,55
11446,11446,40,31,61,58,54,61
11447,11447,59,69,34,37,47,68
11448,11448,65,58,40,38,29,51
11449,11449,64,56,46,46,39,59
11450,11450,69,64,44,37,46,63
11451,11451,78,55,64,62,72,65
11452,11452,53,61,35,44,43,60
11453,11453,49,52,60,68,49,57
11454,11454,72,63,53,60,52,62
11455,11455,33,15,72,68,68,57
11456,11456,61,61,35,38,38,59
11457,11457,72,62,60,66,64,62
11458,11458,62,62,20,32,31,64
11459,11459,68,62,52,52,41,55
11460,11460,48,58,47,39,41,50
11461,11461,62,61,35,37,36,55
11462,11462,42,22,61,61,57,58
11463,11463,43,23,54,59,51,55
11464,11464,27,24,13,25,19,60
11465,11465,68,58,35,57,53,47
11466,11466,61,54,60,68,68,70
11467,11467,67,20,59,57,58,60
11468,11468,36,16,64,52,68,48
11469,11469,31,16,11,55,14,37
11470,11470,30,22,63,56,51,52
11471,11471,34,22,14,14,22,45
11472,11472,50,39,60,60,38,61
11473,11473,49,29,60,58,59,56
11474,11474,60,31,54,62,55,54
11475,11475,55,59,52,43,41,48
11476,11476,47,25,65,51,63,55
11477,11477,41,15,9,12,33,63
11478,11478,50,49,59,62,55,52
11479,11479,56,61,61,60,56,61
11480,11480,61,55,20,32,30,55
11481,11481,56,60,33,32,39,62
11482,11482,41,21,66,56,60,61
11483,11483,22,22,13,46,16,60
11484,11484,33,17,62,53,56,45
11485,11485,62,65,57,64,46,59
11486,11486,66,60,64,60,39,60
11487,11487,57,65,50,38,45,46
11488,11488,61,58,58,60,55,62
11489,11489,63,65,29,58,46,54
11490,11490,73,61,63,51,49,63
11491,11491,69,57,43,23,66,49
11492,11492,64,69,37,46,35,68
11493,11493,67,68,40,55,35,61
11494,11494,46,18,57,56,58,50
11495,11495,22,12,17,29,19,36
11496,11496,59,65,34,41,50,62
11497,11497,46,23,68,49,64,55
11498,11498,69,26,64,60,68,59
11499,11499,38,23,55,58,56,60
11500,11500,60,60,26,30,36,55
11501,11501,42,15,67,52,67,50
11502,11502,62,57,55,66,56,62
11503,11503,25,22,9,31,27,59
11504,11504,69,60,41,28,35,52
11505,11505,65,59,50,45,39,45
11506,11506,58,53,62,66,64,65
11507,11507,59,23,64,59,65,58
11508,11508,73,64,56,62,53,65
11509,11509,47,53,63,69,43,58
11510,11510,26,12,67,66,61,49
11511,11511,47,19,59,57,63,53
11512,11512,31,20,58,57,67,52
11513,11513,62,56,22,41,34,52
11514,11514,66,33,58,49,72,51
11515,11515,68,65,63,59,54,62
11516,11516,54,32,62,57,65,53
11517,11517,72,64,45,53,46,57
11518,11518,66,59,44,53,50,50
11519,11519,64,67,54,63,56,67
11520,11520,27,17,10,31,17,49
11521,11521,64,62,55,50,43,57
11522,11522,34,19,58,61,67,63
11523,11523,66,61,46,56,61,58
11524,11524,45,20,63,61,64,58
11525,11525,58,65,30,43,52,57
11526,11526,73,61,50,55,46,65
11527,11527,58,50,59,63,59,64
11528,11528,43,21,57,70,53,58
11529,11529,67,70,52,58,49,60
11530,11530,42,24,68,57,60,62
11531,11531,64,64,53,57,44,50
11532,11532,45,25,59,60,59,58
11533,11533,19,12,7,32,19,39
11534,11534,52,51,62,63,53,55
11535,11535,58,11,71,53,62,59
11536,11536,60,61,53,58,61,67
11537,11537,23,16,6,33,30,29
11538,11538,56,44,66,65,60,68
11539,11539,64,69,51,48,32,50
11540,11540,32,27,60,56,57,59
11541,11541,62,62,28,55,37,58
11542,11542,69,66,57,61,42,54
11543,11543,54,21,61,53,59,48
11544,11544,66,64,38,51,31,70
11545,11545,55,59,47,33,42,54
11546,11546,49,59,48,38,32,44
11547,11547,32,25,13,61,29,59
11548,11548,75,50,65,61,67,65
11549,11549,57,40,58,55,65,60
11550,11550,66,62,31,58,39,57
11551,11551,52,56,52,51,36,60
11552,11552,45,30,62,66,59,63
11553,11553,41,38,71,46,62,59
11554,11554,73,18,64,41,60,59
11555,11555,46,49,58,59,49,57
11556,11556,62,60,32,45,44,61
11557,11557,38,25,62,59,69,55
11558,11558,63,39,66,52,64,55
11559,11559,50,59,51,44,44,48
11560,11560,72,56,59,42,56,55
11561,11561,65,68,49,59,56,58
11562,11562,67,63,23,31,36,51
11563,11563,46,64,65,62,59,54
11564,11564,49,18,69,46,65,72
11565,11565,75,48,60,58,42,57
11566,11566,55,57,63,53,52,63
11567,11567,35,17,66,49,68,48
11568,11568,54,20,63,51,68,67
11569,11569,48,67,39,67,44,59
11570,11570,69,60,59,60,36,63
11571,11571,94,59,38,45,51,59
11572,11572,64,52,55,61,43,63
11573,11573,66,61,53,61,56,69
11574,11574,63,63,69,63,55,62
11575,11575,65,60,61,64,54,60
11576,11576,60,52,56,48,38,45
11577,11577,48,22,61,56,56,63
11578,11578,65,33,65,70,70,70
11579,11579,54,62,53,53,52,54
11580,11580,59,62,58,66,49,61
11581,11581,55,59,54,59,30,62
11582,11582,44,24,58,59,51,65
11583,11583,55,37,63,65,62,60
11584,11584,74,59,45,41,44,58
11585,11585,60,64,38,50,45,50
11586,11586,54,52,62,69,52,52
11587,11587,80,58,54,63,33,66
11588,11588,66,54,60,63,64,64
11589,11589,52,59,45,42,44,47
11590,11590,66,52,42,52,52,62
11591,11591,67,70,23,29,42,68
11592,11592,21,17,16,50,15,43
11593,11593,62,56,29,36,34,45
11594,11594,45,62,50,45,35,52
11595,11595,59,62,56,66,47,57
11596,11596,86,67,57,60,52,65
11597,11597,80,62,49,56,40,57
11598,11598,58,62,58,60,57,60
11599,11599,83,59,20,25,41,58
11600,11600,47,62,53,43,34,57
11601,11601,65,61,33,38,37,49
11602,11602,62,66,55,65,40,45
11603,11603,56,20,66,58,66,64
11604,11604,66,60,63,60,56,66
11605,11605,33,25,17,43,24,43
11606,11606,73,55,60,60,48,67
11607,11607,61,57,65,60,42,51
11608,11608,68,62,30,30,48,55
11609,11609,68,59,63,57,65,63
11610,11610,67,66,51,59,48,69
11611,11611,47,38,64,55,54,53
11612,11612,72,58,39,48,45,56
11613,11613,75,64,36,37,32,60
11614,11614,33,14,55,50,60,57
11615,11615,72,64,57,63,45,66
11616,11616,58,60,44,51,39,55
11617,11617,42,41,63,56,58,55
11618,11618,70,64,53,60,55,52
11619,11619,32,21,65,54,62,59
11620,11620,70,58,57,50,40,52
11621,11621,70,62,27,29,39,45
11622,11622,71,64,42,51,46,59
11623,11623,53,47,61,59,49,57
11624,11624,56,44,60,52,52,55
11625,11625,31,37,65,66,68,58
11626,11626,50,25,58,58,43,54
11627,11627,63,59,29,36,36,49
11628,11628,56,56,47,53,44,58
11629,11629,56,57,55,53,40,52
11630,11630,59,60,55,32,36,62
11631,11631,42,35,50,63,60,62
11632,11632,16,11,7,52,10,27
11633,11633,65,60,55,60,55,66
11634,11634,65,60,31,28,42,57
11635,11635,62,58,61,65,52,62
11636,11636,61,64,59,62,43,61
11637,11637,26,14,15,34,16,35
11638,11638,55,64,31,42,35,57
11639,11639,16,10,8,34,15,24
11640,11640,72,58,53,58,40,59
11641,11641,68,51,63,59,70,60
11642,11642,60,60,32,39,45,53
11643,11643,63,61,48,56,28,62
11644,11644,27,14,17,49,10,47
11645,11645,59,56,55,61,43,49
11646,11646,64,56,35,38,35,53
11647,11647,42,35,55,54,58,50
11648,11648,54,20,67,45,55,52
11649,11649,33,31,64,60,57,58
11650,11650,61,60,21,33,34,59
11651,11651,34,17,58,57,61,53
11652,11652,56,55,62,65,47,61
11653,11653,55,59,28,50,30,49
11654,11654,82,66,46,53,27,53
11655,11655,45,25,62,55,66,55
11656,11656,52,63,64,65,45,57
11657,11657,58,63,40,36,38,65
11658,11658,49,30,61,60,58,57
11659,11659,19,13,4,24,12,20
11660,11660,40,31,55,57,51,52
11661,11661,58,62,58,52,36,60
11662,11662,26,13,60,32,58,52
11663,11663,27,13,9,18,26,26
11664,11664,27,8,7,40,15,55
11665,11665,46,64,61,59,53,60
11666,11666,56,65,52,54,30,64
11667,11667,66,62,41,52,41,49
11668,11668,60,58,21,27,43,56
11669,11669,61,65,45,52,51,58
11670,11670,62,65,30,39,33,57
11671,11671,48,59,64,64,45,63
11672,11672,72,64,21,26,34,58
11673,11673,76,59,61,50,52,58
11674,11674,60,66,28,33,34,49
11675,11675,86,63,47,52,65,56
11676,11676,66,60,54,64,57,55
11677,11677,69,31,66,46,58,50
11678,11678,73,62,54,61,49,50
11679,11679,65,24,66,50,60,63
11680,11680,50,40,58,43,60,60
11681,11681,59,63,68,71,47,74
11682,11682,29,20,64,55,63,54
11683,11683,43,22,65,58,59,56
11684,11684,15,23,12,42,35,54
11685,11685,47,62,43,36,41,48
11686,11686,72,64,39,55,46,62
11687,11687,22,17,14,35,25,28
11688,11688,42,32,66,62,61,71
11689,11689,59,66,27,31,32,46
11690,11690,47,19,57,49,40,62
11691,11691,49,38,70,32,38,53
11692,11692,60,56,60,56,54,61
11693,11693,68,56,58,55,27,61
11694,11694,33,27,51,60,47,65
11695,11695,17,15,17,37,19,44
11696,11696,64,65,34,42,41,45
11697,11697,54,18,64,54,61,59
11698,11698,62,56,54,67,54,68
11699,11699,74,57,41,49,46,54
11700,11700,40,22,55,55,47,51
11701,11701,66,65,67,63,71,59
11702,11702,54,43,63,62,53,58
11703,11703,66,57,62,65,45,66
11704,11704,62,61,51,60,37,57
11705,11705,47,57,65,66,63,66
11706,11706,39,29,56,66,42,61
11707,11707,73,55,44,49,41,62
11708,11708,52,18,63,53,64,60
11709,11709,39,16,66,64,39,63
11710,11710,60,61,62,62,56,54
11711,11711,18,12,5,42,11,53
11712,11712,73,67,43,59,36,66
11713,11713,32,38,62,55,59,66
11714,11714,72,60,53,55,47,56
11715,11715,60,58,65,68,60,55
11716,11716,43,30,57,55,59,57
11717,11717,62,62,61,60,57,61
11718,11718,57,54,64,65,64,60
11719,11719,72,53,62,66,73,70
11720,11720,51,59,55,48,34,53
11721,11721,41,28,65,63,56,62
11722,11722,19,23,3,31,10,26
11723,11723,67,57,31,35,35,57
11724,11724,60,59,32,52,30,58
11725,11725,67,56,59,64,65,54
11726,11726,54,53,68,54,39,58
11727,11727,52,26,64,49,63,58
11728,11728,58,64,60,63,38,62
11729,11729,58,70,54,60,45,68
11730,11730,66,68,59,60,55,58
11731,11731,58,45,63,62,48,64
11732,11732,23,11,8,31,23,56
11733,11733,56,55,63,62,43,65
11734,11734,70,59,27,32,38,48
11735,11735,36,38,62,65,52,51
11736,11736,52,21,59,60,52,64
11737,11737,61,23,67,55,60,48
11738,11738,29,14,11,37,24,44
11739,11739,58,62,27,29,41,46
11740,11740,49,67,62,58,36,60
11741,11741,57,27,65,49,62,65
11742,11742,62,66,66,43,27,61
11743,11743,61,26,63,63,52,58
11744,11744,61,65,21,37,40,57
11745,11745,59,60,19,32,39,54
11746,11746,55,42,57,61,57,60
11747,11747,67,54,26,28,36,52
11748,11748,37,21,62,62,56,57
11749,11749,69,60,52,57,43,62
11750,11750,72,22,64,60,57,62
11751,11751,65,62,55,54,43,56
11752,11752,68,64,57,56,39,61
11753,11753,67,61,61,65,55,71
11754,11754,50,15,63,39,66,67
11755,11755,25,12,6,50,15,28
11756,11756,67,64,60,61,57,63
11757,11757,55,24,65,53,63,51
11758,11758,61,72,46,60,43,56
11759,11759,37,22,13,15,31,41
11760,11760,59,62,37,38,36,56
11761,11761,28,13,11,42,23,41
11762,11762,34,39,59,62,58,47
11763,11763,38,22,46,52,63,51
11764,11764,60,65,23,31,44,47
11765,11765,56,30,63,58,66,60
11766,11766,57,55,58,63,73,67
11767,11767,66,66,48,50,49,58
11768,11768,53,62,49,48,37,46
11769,11769,66,63,32,43,42,65
11770,11770,83,57,44,58,42,58
11771,11771,67,60,45,42,27,56
11772,11772,59,61,32,45,47,54
11773,11773,57,55,59,66,69,66
11774,11774,64,63,57,47,36,52
11775,11775,60,41,55,52,49,50
11776,11776,68,62,42,40,30,65
11777,11777,66,20,57,58,56,53
11778,11778,61,65,35,31,44,54
11779,11779,63,32,55,56,45,60
11780,11780,62,46,64,72,50,66
11781,11781,45,46,60,55,56,58
11782,11782,78,61,70,64,51,69
11783,11783,70,45,67,65,63,67
11784,11784,52,38,60,68,60,48
11785,11785,53,60,28,34,34,50
11786,11786,52,63,59,60,51,62
11787,11787,60,62,35,57,41,49
11788,11788,71,54,62,62,57,63
11789,11789,55,61,58,60,44,56
11790,11790,59,62,53,48,41,53
11791,11791,81,57,27,34,42,51
11792,11792,34,20,59,62,56,57
11793,11793,50,30,60,59,51,63
11794,11794,73,55,39,60,44,58
11795,11795,62,59,43,37,42,52
11796,11796,30,21,11,45,16,44
11797,11797,58,41,59,58,53,60
11798,11798,61,63,28,41,42,53
11799,11799,68,63,53,59,42,61
11800,11800,54,58,51,41,46,45
11801,11801,47,21,61,60,66,51
11802,11802,49,50,57,60,55,61
11803,11803,55,37,61,65,57,71
11804,11804,40,22,59,65,41,47
11805,11805,58,58,62,62,41,65
11806,11806,85,37,58,55,60,51
11807,11807,56,57,52,66,44,57
11808,11808,17,18,9,45,14,51
11809,11809,65,59,49,50,48,53
11810,11810,70,64,48,55,36,63
11811,11811,42,20,62,58,66,59
11812,11812,54,21,61,59,57,58
11813,11813,15,17,13,17,25,24
11814,11814,82,22,62,41,57,62
11815,11815,30,24,17,54,21,46
11816,11816,65,62,28,38,34,56
11817,11817,61,62,58,60,53,63
11818,11818,67,26,67,58,65,63
11819,11819,53,55,34,52,46,70
11820,11820,70,60,57,42,42,54
11821,11821,64,19,65,52,56,58
11822,11822,63,63,57,59,53,58
11823,11823,76,62,61,58,41,47
11824,11824,64,62,30,33,37,58
11825,11825,50,61,35,40,33,52
11826,11826,54,52,61,64,44,66
11827,11827,42,13,61,56,66,59
11828,11828,59,68,24,28,45,63
11829,11829,53,43,62,57,40,54
11830,11830,63,63,34,39,37,54
11831,11831,62,60,40,42,33,47
11832,11832,55,58,60,59,46,68
11833,11833,50,58,64,58,56,54
11834,11834,37,41,61,66,52,64
11835,11835,34,20,66,63,61,56
11836,11836,65,65,33,41,49,54
11837,11837,32,37,57,62,50,60
11838,11838,68,62,37,62,40,55
11839,11839,62,34,57,60,65,55
11840,11840,63,28,68,63,59,55
11841,11841,67,62,25,46,38,64
11842,11842,50,58,58,63,58,65
11843,11843,39,37,66,59,49,47
11844,11844,83,60,52,57,32,59
11845,11845,71,61,61,63,37,56
11846,11846,65,68,24,33,38,54
11847,11847,57,23,64,59,65,61
11848,11848,83,58,61,61,58,63
11849,11849,53,26,63,54,61,49
11850,11850,34,20,65,55,65,50
11851,11851,68,13,64,55,58,55
11852,11852,75,62,56,60,38,69
11853,11853,50,39,56,68,45,57
11854,11854,56,56,53,48,24,56
11855,11855,52,21,67,49,63,60
11856,11856,40,30,55,56,58,62
11857,11857,32,20,62,58,62,52
11858,11858,74,62,43,47,41,50
11859,11859,66,52,54,56,51,58
11860,11860,60,24,64,58,56,48
11861,11861,18,7,8,44,14,29
11862,11862,32,28,62,64,47,61
11863,11863,70,49,57,51,44,62
11864,11864,75,63,56,63,48,63
11865,11865,62,56,53,53,45,47
11866,11866,57,59,37,42,39,55
11867,11867,41,38,59,63,57,69
11868,11868,65,65,57,53,45,55
11869,11869,84,61,31,35,28,44
11870,11870,60,44,63,62,54,58
11871,11871,75,62,54,59,51,57
11872,11872,54,61,59,62,52,56
11873,11873,58,58,47,41,38,55
11874,11874,57,21,67,58,62,60
11875,11875,48,59,53,44,42,46
11876,11876,19,21,18,11,15,52
11877,11877,19,10,7,34,10,39
11878,11878,42,24,63,58,57,60
11879,11879,66,53,52,55,52,69
11880,11880,57,64,22,26,32,46
11881,11881,70,60,28,39,39,44
11882,11882,47,45,53,66,51,62
11883,11883,18,19,17,35,22,52
11884,11884,45,29,61,64,60,47
11885,11885,38,22,70,56,63,67
11886,11886,61,55,60,70,45,62
11887,11887,60,64,26,28,32,58
11888,11888,54,15,67,50,50,54
11889,11889,46,57,62,62,61,63
11890,11890,34,24,59,51,61,53
11891,11891,39,44,66,60,47,63
11892,11892,32,53,61,63,56,59
11893,11893,65,21,61,60,58,61
11894,11894,59,62,32,40,52,55
11895,11895,53,32,58,64,62,60
11896,11896,49,29,53,67,60,57
11897,11897,63,61,38,38,35,46
11898,11898,63,56,40,43,41,62
11899,11899,73,56,63,61,56,69
11900,11900,26,12,14,59,25,32
11901,11901,32,25,64,55,59,53
11902,11902,62,61,22,46,44,56
