int_defending_id,int_player_id,int_defensive_awareness,int_standing_tackle,int_sliding_tackle
10768,10768,60,66,63
10769,10769,21,20,15
10770,10770,59,60,58
10771,10771,41,19,20
10772,10772,32,36,20
10773,10773,62,65,62
10774,10774,10,9,15
10775,10775,46,56,52
10776,10776,62,63,62
10777,10777,39,27,23
10778,10778,58,69,67
10779,10779,65,68,63
10780,10780,64,65,60
10781,10781,48,55,62
10782,10782,60,55,65
10783,10783,64,63,58
10784,10784,66,67,64
10785,10785,64,62,61
10786,10786,59,64,63
10787,10787,59,65,59
10788,10788,41,24,20
10789,10789,68,65,62
10790,10790,58,58,59
10791,10791,62,70,62
10792,10792,53,31,30
10793,10793,63,66,62
10794,10794,60,67,59
10795,10795,63,57,53
10796,10796,58,69,65
10797,10797,33,32,18
10798,10798,17,13,14
10799,10799,42,60,67
10800,10800,63,67,68
10801,10801,67,64,61
10802,10802,28,22,23
10803,10803,57,55,55
10804,10804,61,69,60
10805,10805,60,60,64
10806,10806,63,64,60
10807,10807,59,54,52
10808,10808,36,43,49
10809,10809,59,67,64
10810,10810,68,67,54
10811,10811,62,60,58
10812,10812,14,18,14
10813,10813,62,64,59
10814,10814,64,70,65
10815,10815,60,64,67
10816,10816,30,19,14
10817,10817,59,60,62
10818,10818,30,29,34
10819,10819,28,22,23
10820,10820,61,64,63
10821,10821,58,57,58
10822,10822,33,48,46
10823,10823,65,63,61
10824,10824,21,23,22
10825,10825,8,15,14
10826,10826,9,11,14
10827,10827,13,14,12
10828,10828,61,63,62
10829,10829,38,11,17
10830,10830,57,61,56
10831,10831,13,13,14
10832,10832,28,23,23
10833,10833,15,11,14
10834,10834,61,66,63
10835,10835,62,71,68
10836,10836,59,69,67
10837,10837,64,61,60
10838,10838,26,31,32
10839,10839,60,61,62
10840,10840,29,22,23
10841,10841,66,69,68
10842,10842,51,57,53
10843,10843,59,62,64
10844,10844,38,47,42
10845,10845,21,20,14
10846,10846,26,45,48
10847,10847,41,38,34
10848,10848,23,36,23
10849,10849,23,27,23
10850,10850,28,34,31
10851,10851,19,12,13
10852,10852,11,17,10
10853,10853,56,64,66
10854,10854,54,45,58
10855,10855,45,53,46
10856,10856,15,22,17
10857,10857,20,14,21
10858,10858,31,27,24
10859,10859,60,66,69
10860,10860,65,61,59
10861,10861,63,65,64
10862,10862,65,62,62
10863,10863,58,55,52
10864,10864,59,32,32
10865,10865,73,72,58
10866,10866,23,15,14
10867,10867,12,18,20
10868,10868,56,60,62
10869,10869,50,53,47
10870,10870,65,66,64
10871,10871,61,60,61
10872,10872,12,14,10
10873,10873,61,60,57
10874,10874,16,16,17
10875,10875,39,29,36
10876,10876,33,45,32
10877,10877,65,64,60
10878,10878,48,19,16
10879,10879,53,61,62
10880,10880,65,66,65
10881,10881,50,52,56
10882,10882,18,9,10
10883,10883,23,21,23
10884,10884,62,60,62
10885,10885,65,70,64
10886,10886,14,16,16
10887,10887,63,62,60
10888,10888,36,29,27
10889,10889,62,67,65
10890,10890,28,39,28
10891,10891,52,61,54
10892,10892,63,65,62
10893,10893,54,63,60
10894,10894,10,17,13
10895,10895,25,35,30
10896,10896,61,63,62
10897,10897,37,17,14
10898,10898,57,62,63
10899,10899,58,64,60
10900,10900,63,64,63
10901,10901,55,61,60
10902,10902,60,64,67
10903,10903,70,61,68
10904,10904,54,46,41
10905,10905,6,13,10
10906,10906,59,66,64
10907,10907,59,60,59
10908,10908,21,43,23
10909,10909,67,67,64
10910,10910,53,58,58
10911,10911,57,63,62
10912,10912,58,61,59
10913,10913,52,58,56
10914,10914,30,31,35
10915,10915,34,28,24
10916,10916,31,31,22
10917,10917,58,61,58
10918,10918,14,14,12
10919,10919,59,60,62
10920,10920,62,64,58
10921,10921,68,68,65
10922,10922,78,74,52
10923,10923,55,65,63
10924,10924,61,71,66
10925,10925,57,15,20
10926,10926,64,65,61
10927,10927,19,19,20
10928,10928,35,21,23
10929,10929,65,66,59
10930,10930,55,40,35
10931,10931,62,62,60
10932,10932,28,30,28
10933,10933,61,62,60
10934,10934,18,11,14
10935,10935,55,59,59
10936,10936,62,65,62
10937,10937,17,12,16
10938,10938,18,16,17
10939,10939,12,20,12
10940,10940,60,60,62
10941,10941,41,42,37
10942,10942,61,73,69
10943,10943,68,67,65
10944,10944,19,21,19
10945,10945,59,65,61
10946,10946,30,35,38
10947,10947,43,22,19
10948,10948,25,20,21
10949,10949,24,32,35
10950,10950,11,10,10
10951,10951,56,63,62
10952,10952,45,40,41
10953,10953,61,65,63
10954,10954,64,61,68
10955,10955,60,67,61
10956,10956,67,61,62
10957,10957,11,10,13
10958,10958,57,62,63
10959,10959,60,68,66
10960,10960,20,22,17
10961,10961,63,62,60
10962,10962,61,32,36
10963,10963,45,35,29
10964,10964,39,55,52
10965,10965,62,65,62
10966,10966,23,25,25
10967,10967,19,14,20
10968,10968,58,65,68
10969,10969,60,67,64
10970,10970,40,39,52
10971,10971,26,28,24
10972,10972,62,62,61
10973,10973,62,64,63
10974,10974,25,40,39
10975,10975,53,64,61
10976,10976,17,19,15
10977,10977,63,64,60
10978,10978,28,39,33
10979,10979,62,60,62
10980,10980,49,65,62
10981,10981,60,64,58
10982,10982,63,63,61
10983,10983,60,67,65
10984,10984,38,30,30
10985,10985,14,22,23
10986,10986,34,31,34
10987,10987,32,28,24
10988,10988,16,15,12
10989,10989,59,61,57
10990,10990,54,55,52
10991,10991,19,17,18
10992,10992,19,27,19
10993,10993,63,71,67
10994,10994,14,16,18
10995,10995,63,63,62
10996,10996,62,62,59
10997,10997,63,67,61
10998,10998,21,28,24
10999,10999,35,49,43
11000,11000,63,64,63
11001,11001,14,17,13
11002,11002,27,18,15
11003,11003,47,55,47
11004,11004,30,31,28
11005,11005,32,35,33
11006,11006,11,9,10
11007,11007,64,63,66
11008,11008,60,62,58
11009,11009,58,68,65
11010,11010,45,19,16
11011,11011,38,23,22
11012,11012,22,21,18
11013,11013,33,45,44
11014,11014,58,59,55
11015,11015,21,26,25
11016,11016,59,63,60
11017,11017,63,64,63
11018,11018,10,16,16
11019,11019,21,31,28
11020,11020,39,44,21
11021,11021,50,60,58
11022,11022,15,15,17
11023,11023,20,25,17
11024,11024,54,69,64
11025,11025,64,65,62
11026,11026,66,63,59
11027,11027,64,61,62
11028,11028,60,61,59
11029,11029,14,14,17
11030,11030,58,63,60
11031,11031,9,14,11
11032,11032,31,60,48
11033,11033,61,65,61
11034,11034,18,13,12
11035,11035,60,64,62
11036,11036,59,60,59
11037,11037,57,68,62
11038,11038,50,53,48
11039,11039,27,19,12
11040,11040,25,24,30
11041,11041,62,65,64
11042,11042,63,67,59
11043,11043,57,61,59
11044,11044,54,53,42
11045,11045,54,65,65
11046,11046,66,66,65
11047,11047,52,61,59
11048,11048,58,61,56
11049,11049,62,63,64
11050,11050,45,59,56
11051,11051,61,64,64
11052,11052,58,60,55
11053,11053,60,62,64
11054,11054,62,64,59
11055,11055,65,64,63
11056,11056,62,61,62
11057,11057,57,59,57
11058,11058,50,61,61
11059,11059,52,62,60
11060,11060,23,20,15
11061,11061,20,19,25
11062,11062,21,14,10
11063,11063,53,59,58
11064,11064,56,22,21
11065,11065,40,49,55
11066,11066,48,54,60
11067,11067,50,55,56
11068,11068,64,69,70
11069,11069,40,44,42
11070,11070,40,41,35
11071,11071,29,41,37
11072,11072,16,19,17
11073,11073,59,65,62
11074,11074,65,63,62
11075,11075,12,20,16
11076,11076,61,62,61
11077,11077,61,65,60
11078,11078,28,15,13
11079,11079,55,63,73
11080,11080,64,64,66
11081,11081,51,63,66
11082,11082,22,13,12
11083,11083,30,11,11
11084,11084,59,60,59
11085,11085,64,64,61
11086,11086,38,26,19
11087,11087,33,51,44
11088,11088,65,70,64
11089,11089,24,30,31
11090,11090,28,23,26
11091,11091,25,23,23
11092,11092,60,61,63
11093,11093,33,22,14
11094,11094,59,62,64
11095,11095,14,14,18
11096,11096,64,67,66
11097,11097,65,66,55
11098,11098,14,11,8
11099,11099,45,46,41
11100,11100,64,67,62
11101,11101,23,39,37
11102,11102,62,64,60
11103,11103,54,55,56
11104,11104,58,61,61
11105,11105,54,62,58
11106,11106,62,64,57
11107,11107,59,63,61
11108,11108,65,60,65
11109,11109,9,11,14
11110,11110,35,11,13
11111,11111,24,15,19
11112,11112,13,19,18
11113,11113,59,58,54
11114,11114,63,60,62
11115,11115,62,65,61
11116,11116,53,60,53
11117,11117,28,19,14
11118,11118,11,13,12
11119,11119,52,51,45
11120,11120,58,60,58
11121,11121,15,20,13
11122,11122,34,12,15
11123,11123,60,66,66
11124,11124,41,43,25
11125,11125,66,70,68
11126,11126,62,62,61
11127,11127,45,33,28
11128,11128,58,50,52
11129,11129,66,66,61
11130,11130,62,65,61
11131,11131,63,64,61
11132,11132,31,22,22
11133,11133,15,24,18
11134,11134,68,60,53
11135,11135,66,67,65
11136,11136,40,44,42
11137,11137,63,62,61
11138,11138,59,71,67
11139,11139,59,62,59
11140,11140,55,62,61
11141,11141,53,61,60
11142,11142,66,63,60
11143,11143,61,61,60
11144,11144,57,58,53
11145,11145,7,12,10
11146,11146,20,36,34
11147,11147,23,33,31
11148,11148,60,60,55
11149,11149,50,59,47
11150,11150,64,67,64
11151,11151,40,40,41
11152,11152,11,11,14
11153,11153,46,51,50
11154,11154,24,28,26
11155,11155,65,63,61
11156,11156,11,13,11
11157,11157,56,59,59
11158,11158,23,23,20
11159,11159,26,33,25
11160,11160,53,59,55
11161,11161,37,45,34
11162,11162,39,52,45
11163,11163,16,19,15
11164,11164,58,62,62
11165,11165,44,31,28
11166,11166,61,67,53
11167,11167,57,57,56
11168,11168,60,63,65
11169,11169,14,16,15
11170,11170,61,59,54
11171,11171,28,26,24
11172,11172,58,63,64
11173,11173,64,63,64
11174,11174,30,28,26
11175,11175,34,38,35
11176,11176,32,30,25
11177,11177,55,60,64
11178,11178,11,9,13
11179,11179,66,64,58
11180,11180,70,64,63
11181,11181,25,26,28
11182,11182,63,64,61
11183,11183,17,13,15
11184,11184,48,54,59
11185,11185,59,50,53
11186,11186,56,60,66
11187,11187,59,63,63
11188,11188,48,58,50
11189,11189,65,62,64
11190,11190,63,65,64
11191,11191,66,66,65
11192,11192,54,56,51
11193,11193,21,23,21
11194,11194,52,54,52
11195,11195,51,27,15
11196,11196,58,62,59
11197,11197,20,17,18
11198,11198,65,65,64
11199,11199,65,69,66
11200,11200,55,63,62
11201,11201,65,66,64
11202,11202,62,67,65
11203,11203,21,26,31
11204,11204,63,63,58
11205,11205,39,34,28
11206,11206,69,67,66
11207,11207,18,12,19
11208,11208,34,20,23
11209,11209,65,66,61
11210,11210,42,34,31
11211,11211,35,23,18
11212,11212,64,63,62
11213,11213,56,69,67
11214,11214,30,15,22
11215,11215,59,62,63
11216,11216,53,40,34
11217,11217,59,57,60
11218,11218,13,12,9
11219,11219,44,47,43
11220,11220,61,62,60
11221,11221,28,28,27
11222,11222,64,65,59
11223,11223,65,67,58
11224,11224,58,61,56
11225,11225,65,66,63
11226,11226,60,59,61
11227,11227,12,16,21
11228,11228,45,23,31
11229,11229,63,64,62
11230,11230,40,34,38
11231,11231,28,39,36
11232,11232,14,10,16
11233,11233,65,60,54
11234,11234,9,12,10
11235,11235,26,11,11
11236,11236,58,65,63
11237,11237,41,40,54
11238,11238,63,65,64
11239,11239,27,15,19
11240,11240,64,63,56
11241,11241,29,22,15
11242,11242,10,16,13
11243,11243,61,62,58
11244,11244,60,68,65
11245,11245,63,65,64
11246,11246,24,30,24
11247,11247,52,64,62
11248,11248,62,66,63
11249,11249,58,67,65
11250,11250,63,65,64
11251,11251,66,63,64
11252,11252,61,54,49
11253,11253,62,60,61
11254,11254,46,53,51
11255,11255,49,53,49
11256,11256,64,65,61
11257,11257,35,48,42
11258,11258,45,44,43
11259,11259,61,69,63
11260,11260,32,45,39
11261,11261,60,55,57
11262,11262,59,64,53
11263,11263,62,55,50
11264,11264,60,62,61
11265,11265,64,69,66
11266,11266,68,65,62
11267,11267,68,69,56
11268,11268,58,59,57
11269,11269,17,18,21
11270,11270,9,12,15
11271,11271,36,18,17
11272,11272,51,58,49
11273,11273,12,16,14
11274,11274,45,49,39
11275,11275,67,62,60
11276,11276,28,16,21
11277,11277,62,65,62
11278,11278,24,23,25
11279,11279,32,16,21
11280,11280,18,7,9
11281,11281,58,62,64
11282,11282,52,57,59
11283,11283,58,63,56
11284,11284,20,20,23
11285,11285,45,25,21
11286,11286,28,13,14
11287,11287,15,15,14
11288,11288,61,60,58
11289,11289,62,66,64
11290,11290,48,42,35
11291,11291,64,64,62
11292,11292,59,68,65
11293,11293,62,64,60
11294,11294,34,42,39
11295,11295,63,65,63
11296,11296,63,61,63
11297,11297,57,60,60
11298,11298,47,45,42
11299,11299,63,66,63
11300,11300,37,32,25
11301,11301,58,59,57
11302,11302,58,59,55
11303,11303,46,30,22
11304,11304,19,56,51
11305,11305,66,57,55
11306,11306,53,63,62
11307,11307,63,61,52
11308,11308,15,15,15
11309,11309,25,19,16
11310,11310,58,60,58
11311,11311,18,16,15
11312,11312,35,28,32
11313,11313,37,24,17
11314,11314,20,14,15
11315,11315,65,62,65
11316,11316,48,39,45
11317,11317,64,59,58
11318,11318,8,16,14
11319,11319,63,64,65
11320,11320,37,48,45
11321,11321,35,39,36
11322,11322,62,63,61
11323,11323,18,13,18
11324,11324,42,65,54
11325,11325,64,65,61
11326,11326,68,39,47
11327,11327,38,40,46
11328,11328,59,62,61
11329,11329,41,37,35
11330,11330,55,67,62
11331,11331,15,10,14
11332,11332,61,62,59
11333,11333,64,65,64
11334,11334,63,66,63
11335,11335,10,8,10
11336,11336,24,20,23
11337,11337,34,16,20
11338,11338,35,53,46
11339,11339,55,54,56
11340,11340,33,36,41
11341,11341,60,60,58
11342,11342,58,68,69
11343,11343,49,58,53
11344,11344,14,16,13
11345,11345,61,64,63
11346,11346,64,62,60
11347,11347,21,31,25
11348,11348,26,39,28
11349,11349,60,62,61
11350,11350,27,32,39
11351,11351,27,29,26
11352,11352,55,61,59
11353,11353,59,59,53
11354,11354,58,63,61
11355,11355,64,64,63
11356,11356,10,36,33
11357,11357,48,31,35
11358,11358,8,14,10
11359,11359,59,61,63
11360,11360,48,37,42
11361,11361,24,25,23
11362,11362,65,62,59
11363,11363,65,66,58
11364,11364,60,62,58
11365,11365,62,65,62
11366,11366,61,67,62
11367,11367,66,66,60
11368,11368,27,21,19
11369,11369,31,21,19
11370,11370,23,33,22
11371,11371,64,63,61
11372,11372,5,14,19
11373,11373,57,65,64
11374,11374,64,62,61
11375,11375,51,54,51
11376,11376,68,68,67
11377,11377,62,63,62
11378,11378,64,64,62
11379,11379,11,14,12
11380,11380,61,61,60
11381,11381,59,47,43
11382,11382,59,65,64
11383,11383,66,66,64
11384,11384,62,64,62
11385,11385,66,64,62
11386,11386,66,60,61
11387,11387,22,14,15
11388,11388,71,66,62
11389,11389,47,58,57
11390,11390,61,60,52
11391,11391,61,68,61
11392,11392,53,60,56
11393,11393,25,21,13
11394,11394,33,42,43
11395,11395,36,43,48
11396,11396,36,27,19
11397,11397,47,55,52
11398,11398,52,56,38
11399,11399,62,65,62
11400,11400,49,57,52
11401,11401,39,22,21
11402,11402,38,32,32
11403,11403,28,15,14
11404,11404,65,63,62
11405,11405,50,54,49
11406,11406,14,31,33
11407,11407,43,35,31
11408,11408,41,42,45
11409,11409,57,65,63
11410,11410,24,21,17
11411,11411,19,15,11
11412,11412,62,63,63
11413,11413,12,23,21
11414,11414,62,62,62
11415,11415,25,23,21
11416,11416,64,65,64
11417,11417,52,61,53
11418,11418,18,17,15
11419,11419,57,63,62
11420,11420,62,64,62
11421,11421,24,20,22
11422,11422,30,33,29
11423,11423,53,63,66
11424,11424,64,64,62
11425,11425,17,10,12
11426,11426,22,35,36
11427,11427,65,71,58
11428,11428,23,19,16
11429,11429,13,14,10
11430,11430,61,65,58
11431,11431,41,51,53
11432,11432,36,31,23
11433,11433,59,54,54
11434,11434,26,31,22
11435,11435,56,56,55
11436,11436,38,19,25
11437,11437,67,65,61
11438,11438,63,66,63
11439,11439,62,65,68
11440,11440,60,70,65
11441,11441,53,56,52
11442,11442,56,61,53
11443,11443,60,65,62
11444,11444,63,63,57
11445,11445,61,62,52
11446,11446,30,26,22
11447,11447,66,72,66
11448,11448,60,65,62
11449,11449,62,62,57
11450,11450,62,61,59
11451,11451,45,56,55
11452,11452,64,65,63
11453,11453,43,43,27
11454,11454,62,63,62
11455,11455,17,20,19
11456,11456,64,66,58
11457,11457,52,60,57
11458,11458,64,64,64
11459,11459,58,61,59
11460,11460,65,69,68
11461,11461,65,66,63
11462,11462,23,26,22
11463,11463,49,28,25
11464,11464,22,12,17
11465,11465,64,64,65
11466,11466,25,36,40
11467,11467,27,34,34
11468,11468,16,11,11
11469,11469,15,10,14
11470,11470,26,31,33
11471,11471,11,12,12
11472,11472,38,29,12
11473,11473,31,30,34
11474,11474,32,25,20
11475,11475,59,62,63
11476,11476,27,33,17
11477,11477,21,9,9
11478,11478,49,33,37
11479,11479,62,61,59
11480,11480,68,65,66
11481,11481,66,64,61
11482,11482,22,26,22
11483,11483,25,11,11
11484,11484,28,14,20
11485,11485,60,63,58
11486,11486,63,62,60
11487,11487,54,64,62
11488,11488,58,61,59
11489,11489,60,63,61
11490,11490,67,59,61
11491,11491,62,64,62
11492,11492,65,68,61
11493,11493,56,65,60
11494,11494,50,32,33
11495,11495,17,12,13
11496,11496,68,65,64
11497,11497,23,12,16
11498,11498,30,24,21
11499,11499,27,31,23
11500,11500,57,67,64
11501,11501,20,17,13
11502,11502,35,56,37
11503,11503,17,22,21
11504,11504,64,64,62
11505,11505,57,62,61
11506,11506,56,56,52
11507,11507,22,29,23
11508,11508,63,65,65
11509,11509,55,58,54
11510,11510,40,16,17
11511,11511,23,22,20
11512,11512,21,26,28
11513,11513,60,67,65
11514,11514,19,16,15
11515,11515,66,64,64
11516,11516,16,32,35
11517,11517,65,63,65
11518,11518,58,64,62
11519,11519,60,65,63
11520,11520,12,14,13
11521,11521,63,65,62
11522,11522,29,29,26
11523,11523,58,63,61
11524,11524,28,35,27
11525,11525,64,63,60
11526,11526,59,64,55
11527,11527,38,47,47
11528,11528,33,39,43
11529,11529,61,61,58
11530,11530,30,21,22
11531,11531,58,58,55
11532,11532,57,34,19
11533,11533,8,13,10
11534,11534,57,56,58
11535,11535,21,34,24
11536,11536,71,63,63
11537,11537,15,13,14
11538,11538,53,59,35
11539,11539,55,67,58
11540,11540,26,31,21
11541,11541,61,68,64
11542,11542,65,66,64
11543,11543,35,35,30
11544,11544,63,64,62
11545,11545,58,62,59
11546,11546,60,65,55
11547,11547,8,15,16
11548,11548,46,28,27
11549,11549,35,42,38
11550,11550,63,64,65
11551,11551,55,60,60
11552,11552,35,33,36
11553,11553,22,23,31
11554,11554,20,13,18
11555,11555,54,52,54
11556,11556,63,69,65
11557,11557,31,35,39
11558,11558,24,25,28
11559,11559,56,61,56
11560,11560,56,66,67
11561,11561,66,68,57
11562,11562,62,66,64
11563,11563,61,67,63
11564,11564,39,19,16
11565,11565,52,50,41
11566,11566,55,58,57
11567,11567,35,22,23
11568,11568,19,29,29
11569,11569,67,67,59
11570,11570,57,61,63
11571,11571,62,62,63
11572,11572,64,59,58
11573,11573,58,63,58
11574,11574,58,55,54
11575,11575,53,59,57
11576,11576,60,53,52
11577,11577,23,25,23
11578,11578,37,33,30
11579,11579,62,57,61
11580,11580,62,67,59
11581,11581,60,61,58
11582,11582,50,25,32
11583,11583,24,32,43
11584,11584,63,66,65
11585,11585,63,67,64
11586,11586,50,43,44
11587,11587,59,63,60
11588,11588,55,45,52
11589,11589,58,63,61
11590,11590,65,65,61
11591,11591,69,66,65
11592,11592,25,12,11
11593,11593,58,65,61
11594,11594,62,63,59
11595,11595,54,62,55
11596,11596,59,62,55
11597,11597,58,61,58
11598,11598,62,64,62
11599,11599,62,62,61
11600,11600,59,59,57
11601,11601,66,67,61
11602,11602,64,64,59
11603,11603,16,19,14
11604,11604,62,59,53
11605,11605,15,19,14
11606,11606,54,65,65
11607,11607,57,55,55
11608,11608,63,68,66
11609,11609,61,57,58
11610,11610,61,67,64
11611,11611,32,28,28
11612,11612,56,62,64
11613,11613,59,62,63
11614,11614,17,14,15
11615,11615,53,63,61
11616,11616,61,69,63
11617,11617,52,55,60
11618,11618,62,62,61
11619,11619,21,33,32
11620,11620,61,63,62
11621,11621,64,70,64
11622,11622,56,68,67
11623,11623,51,57,56
11624,11624,53,47,40
11625,11625,28,32,29
11626,11626,33,20,20
11627,11627,53,73,68
11628,11628,54,60,59
11629,11629,58,62,56
11630,11630,59,66,60
11631,11631,40,53,54
11632,11632,5,10,12
11633,11633,62,62,59
11634,11634,62,65,63
11635,11635,61,62,59
11636,11636,62,64,56
11637,11637,15,12,11
11638,11638,64,63,64
11639,11639,11,14,14
11640,11640,57,63,61
11641,11641,59,57,53
11642,11642,65,66,65
11643,11643,66,67,66
11644,11644,15,13,10
11645,11645,63,67,73
11646,11646,64,67,65
11647,11647,45,31,32
11648,11648,22,27,17
11649,11649,35,33,29
11650,11650,63,66,65
11651,11651,21,25,27
11652,11652,47,52,42
11653,11653,64,70,69
11654,11654,60,63,57
11655,11655,17,19,20
11656,11656,59,61,59
11657,11657,61,66,57
11658,11658,31,21,19
11659,11659,6,9,11
11660,11660,38,15,13
11661,11661,66,64,62
11662,11662,31,21,17
11663,11663,12,16,13
11664,11664,18,13,15
11665,11665,61,57,51
11666,11666,58,64,60
11667,11667,58,66,63
11668,11668,63,67,62
11669,11669,64,63,61
11670,11670,65,65,63
11671,11671,56,56,54
11672,11672,57,65,64
11673,11673,56,64,62
11674,11674,64,67,64
11675,11675,52,61,64
11676,11676,62,62,64
11677,11677,25,20,17
11678,11678,62,62,61
11679,11679,39,15,12
11680,11680,11,35,35
11681,11681,55,68,53
11682,11682,15,32,30
11683,11683,27,29,23
11684,11684,13,17,9
11685,11685,60,65,62
11686,11686,63,66,63
11687,11687,17,17,16
11688,11688,55,31,30
11689,11689,61,65,63
11690,11690,26,31,27
11691,11691,35,18,17
11692,11692,57,59,57
11693,11693,56,61,60
11694,11694,35,31,28
11695,11695,15,7,8
11696,11696,60,67,64
11697,11697,17,17,21
11698,11698,60,60,57
11699,11699,56,61,59
11700,11700,53,45,34
11701,11701,73,55,45
11702,11702,44,37,37
11703,11703,49,56,53
11704,11704,62,63,57
11705,11705,59,44,41
11706,11706,33,27,37
11707,11707,58,69,58
11708,11708,31,12,14
11709,11709,18,15,18
11710,11710,59,63,61
11711,11711,11,13,13
11712,11712,64,64,65
11713,11713,33,36,32
11714,11714,53,62,61
11715,11715,48,60,55
11716,11716,32,34,25
11717,11717,55,58,55
11718,11718,51,55,53
11719,11719,65,55,50
11720,11720,62,65,61
11721,11721,32,48,33
11722,11722,15,9,13
11723,11723,60,69,68
11724,11724,61,63,62
11725,11725,56,57,51
11726,11726,61,62,60
11727,11727,28,27,24
11728,11728,55,62,59
11729,11729,58,63,56
11730,11730,68,65,63
11731,11731,51,53,46
11732,11732,10,14,13
11733,11733,63,60,58
11734,11734,61,65,67
11735,11735,26,33,31
11736,11736,30,31,30
11737,11737,28,21,23
11738,11738,19,13,12
11739,11739,64,63,60
11740,11740,64,62,58
11741,11741,30,23,22
11742,11742,63,62,65
11743,11743,36,39,40
11744,11744,62,66,64
11745,11745,63,65,63
11746,11746,47,48,47
11747,11747,62,67,65
11748,11748,26,30,29
11749,11749,57,64,66
11750,11750,23,24,19
11751,11751,61,61,57
11752,11752,56,63,61
11753,11753,59,67,61
11754,11754,48,30,28
11755,11755,11,14,15
11756,11756,64,59,58
11757,11757,25,27,22
11758,11758,68,60,55
11759,11759,12,10,13
11760,11760,59,68,63
11761,11761,13,13,11
11762,11762,34,40,35
11763,11763,27,24,28
11764,11764,68,67,63
11765,11765,28,32,30
11766,11766,55,59,55
11767,11767,66,66,63
11768,11768,57,64,62
11769,11769,64,64,64
11770,11770,60,63,63
11771,11771,62,65,64
11772,11772,67,70,66
11773,11773,51,53,39
11774,11774,56,62,60
11775,11775,36,38,35
11776,11776,61,63,62
11777,11777,20,18,16
11778,11778,58,69,67
11779,11779,28,43,24
11780,11780,63,53,46
11781,11781,45,48,45
11782,11782,62,63,59
11783,11783,34,45,36
11784,11784,44,28,29
11785,11785,65,67,65
11786,11786,63,67,62
11787,11787,71,65,60
11788,11788,50,58,38
11789,11789,62,61,63
11790,11790,60,62,63
11791,11791,63,62,57
11792,11792,29,26,22
11793,11793,40,39,30
11794,11794,55,61,52
11795,11795,70,64,65
11796,11796,8,13,12
11797,11797,47,53,46
11798,11798,60,73,69
11799,11799,64,62,63
11800,11800,56,66,62
11801,11801,18,16,20
11802,11802,45,53,59
11803,11803,57,40,45
11804,11804,19,23,21
11805,11805,58,58,56
11806,11806,46,39,49
11807,11807,49,56,51
11808,11808,9,11,13
11809,11809,62,67,64
11810,11810,60,59,54
11811,11811,39,22,20
11812,11812,23,23,27
11813,11813,15,17,16
11814,11814,46,26,22
11815,11815,10,13,17
11816,11816,61,64,60
11817,11817,60,57,55
11818,11818,14,21,17
11819,11819,65,70,63
11820,11820,60,60,60
11821,11821,35,14,18
11822,11822,61,59,49
11823,11823,57,62,54
11824,11824,63,66,62
11825,11825,63,65,62
11826,11826,56,56,51
11827,11827,45,23,20
11828,11828,63,70,67
11829,11829,44,37,45
11830,11830,59,67,62
11831,11831,61,67,64
11832,11832,58,60,59
11833,11833,12,18,23
11834,11834,48,54,40
11835,11835,20,18,18
11836,11836,62,66,64
11837,11837,30,31,33
11838,11838,61,61,61
11839,11839,35,38,31
11840,11840,30,40,35
11841,11841,61,66,64
11842,11842,57,54,55
11843,11843,45,46,39
11844,11844,55,62,62
11845,11845,53,62,60
11846,11846,65,64,57
11847,11847,44,22,24
11848,11848,60,62,59
11849,11849,30,28,25
11850,11850,31,19,16
11851,11851,35,18,21
11852,11852,60,63,61
11853,11853,46,55,54
11854,11854,55,62,61
11855,11855,24,17,21
11856,11856,34,36,33
11857,11857,35,33,35
11858,11858,59,66,63
11859,11859,59,57,54
11860,11860,22,27,24
11861,11861,15,10,14
11862,11862,30,30,26
11863,11863,57,52,49
11864,11864,67,64,62
11865,11865,63,58,56
11866,11866,66,65,62
11867,11867,34,48,48
11868,11868,65,62,59
11869,11869,62,64,62
11870,11870,53,55,50
11871,11871,61,62,60
11872,11872,52,57,52
11873,11873,55,64,64
11874,11874,24,15,18
11875,11875,57,57,60
11876,11876,10,19,18
11877,11877,12,11,11
11878,11878,30,33,34
11879,11879,56,63,62
11880,11880,59,72,68
11881,11881,58,67,62
11882,11882,44,50,54
11883,11883,18,15,19
11884,11884,35,48,36
11885,11885,33,11,17
11886,11886,53,66,54
11887,11887,66,68,67
11888,11888,19,17,28
11889,11889,48,63,49
11890,11890,21,20,21
11891,11891,50,39,34
11892,11892,55,57,54
11893,11893,24,18,19
11894,11894,64,67,60
11895,11895,31,45,38
11896,11896,24,51,52
11897,11897,64,67,65
11898,11898,60,62,61
11899,11899,41,51,53
11900,11900,11,15,14
11901,11901,23,28,29
11902,11902,65,65,64
11903,11903,58,63,62
11904,11904,67,65,71
11905,11905,8,19,22
11906,11906,57,58,57
11907,11907,55,60,53
11908,11908,57,57,54
11909,11909,35,38,46
11910,11910,24,16,19
11911,11911,45,53,53
11912,11912,28,18,17
11913,11913,12,13,13
11914,11914,57,62,60
11915,11915,22,23,23
11916,11916,63,63,57
11917,11917,14,10,8
11918,11918,10,13,13
11919,11919,60,35,49
11920,11920,51,56,61
11921,11921,38,19,24
11922,11922,23,18,19
11923,11923,59,61,57
11924,11924,60,66,64
11925,11925,54,58,56
11926,11926,62,67,64
11927,11927,24,24,23
11928,11928,60,62,63
11929,11929,62,56,57
11930,11930,66,64,62
