int_skill_id,int_player_id,int_dribbling,int_curve,int_fk_accuracy,int_long_passing,int_ball_control
8004,8004,5,13,13,19,11
8005,8005,37,31,24,42,43
8006,8006,32,32,33,40,54
8007,8007,13,12,15,35,25
8008,8008,65,62,39,50,69
8009,8009,63,43,26,48,68
8010,8010,74,56,53,71,70
8011,8011,64,52,55,63,69
8012,8012,67,55,53,76,69
8013,8013,53,45,67,57,56
8014,8014,57,58,56,53,65
8015,8015,60,44,40,53,65
8016,8016,61,62,48,60,57
8017,8017,67,42,59,65,68
8018,8018,37,29,26,53,57
8019,8019,70,73,72,39,71
8020,8020,58,57,26,68,63
8021,8021,54,58,37,55,63
8022,8022,57,44,47,63,61
8023,8023,60,39,57,64,63
8024,8024,18,18,18,23,23
8025,8025,65,54,54,46,65
8026,8026,65,59,45,44,64
8027,8027,68,70,63,61,66
8028,8028,74,45,62,49,73
8029,8029,52,33,28,60,60
8030,8030,67,54,43,48,58
8031,8031,75,53,52,61,69
8032,8032,63,46,42,66,67
8033,8033,69,59,69,62,67
8034,8034,63,68,30,47,66
8035,8035,62,69,69,68,66
8036,8036,72,45,41,50,65
8037,8037,70,67,62,47,66
8038,8038,21,21,17,35,19
8039,8039,72,37,34,64,73
8040,8040,73,53,39,39,69
8041,8041,65,68,66,60,67
8042,8042,62,60,52,63,64
8043,8043,48,30,21,59,56
8044,8044,46,31,28,62,67
8045,8045,65,50,38,50,66
8046,8046,71,51,58,58,68
8047,8047,64,52,47,55,66
8048,8048,68,61,67,54,67
8049,8049,61,53,45,57,64
8050,8050,64,64,45,61,62
8051,8051,59,57,55,63,64
8052,8052,64,37,35,67,73
8053,8053,11,6,7,32,23
8054,8054,69,38,46,69,73
8055,8055,62,38,33,69,64
8056,8056,73,57,53,52,68
8057,8057,67,63,60,66,66
8058,8058,77,55,65,67,76
8059,8059,70,66,40,62,69
8060,8060,70,72,66,68,72
8061,8061,64,61,49,64,63
8062,8062,13,12,11,38,18
8063,8063,42,36,56,73,56
8064,8064,73,47,43,47,69
8065,8065,66,38,28,64,67
8066,8066,52,35,41,58,57
8067,8067,29,25,27,33,60
8068,8068,65,39,39,48,63
8069,8069,64,51,47,54,66
8070,8070,66,67,66,67,73
8071,8071,65,45,55,61,61
8072,8072,64,57,53,68,66
8073,8073,62,34,31,66,66
8074,8074,16,16,13,22,24
8075,8075,75,54,56,51,76
8076,8076,70,71,70,64,70
8077,8077,70,58,52,55,66
8078,8078,63,49,48,53,63
8079,8079,70,64,47,62,69
8080,8080,66,55,54,67,69
8081,8081,62,66,71,66,61
8082,8082,70,65,59,53,69
8083,8083,69,51,55,63,67
8084,8084,18,17,17,27,22
8085,8085,65,59,59,64,67
8086,8086,15,13,14,24,14
8087,8087,70,65,58,56,69
8088,8088,12,11,17,18,21
8089,8089,66,47,48,51,69
8090,8090,67,63,59,63,69
8091,8091,50,48,47,61,62
8092,8092,67,55,47,55,68
8093,8093,68,47,48,49,63
8094,8094,69,51,59,67,68
8095,8095,63,51,53,43,71
8096,8096,60,42,43,60,62
8097,8097,67,63,63,60,70
8098,8098,66,67,72,65,67
8099,8099,61,42,56,62,64
8100,8100,65,66,58,71,72
8101,8101,30,13,36,40,42
8102,8102,70,64,61,59,67
8103,8103,48,25,29,49,52
8104,8104,68,54,47,39,69
8105,8105,68,71,63,50,68
8106,8106,75,60,26,57,68
8107,8107,72,53,46,66,69
8108,8108,65,52,39,37,67
8109,8109,67,60,51,65,71
8110,8110,68,74,67,73,70
8111,8111,61,31,27,59,63
8112,8112,56,48,55,58,67
8113,8113,12,19,15,45,36
8114,8114,65,64,76,65,66
8115,8115,61,60,33,40,65
8116,8116,62,58,60,51,66
8117,8117,64,59,54,67,67
8118,8118,31,25,22,62,56
8119,8119,63,55,31,50,61
8120,8120,68,55,70,39,65
8121,8121,71,57,38,36,67
8122,8122,67,57,41,57,66
8123,8123,66,66,62,61,64
8124,8124,69,64,62,58,67
8125,8125,64,42,44,75,71
8126,8126,59,43,35,65,63
8127,8127,64,53,25,62,62
8128,8128,67,63,47,57,65
8129,8129,64,66,47,67,71
8130,8130,54,31,30,49,58
8131,8131,13,14,13,33,21
8132,8132,68,67,70,50,70
8133,8133,65,62,59,69,68
8134,8134,49,33,31,59,57
8135,8135,67,67,68,69,67
8136,8136,45,35,35,61,59
8137,8137,32,28,32,48,48
8138,8138,65,64,35,62,61
8139,8139,53,27,32,40,58
8140,8140,64,58,40,64,64
8141,8141,64,66,31,63,64
8142,8142,64,66,34,72,67
8143,8143,31,27,36,41,55
8144,8144,66,55,42,32,68
8145,8145,42,35,35,45,51
8146,8146,66,56,39,64,73
8147,8147,74,57,52,69,72
8148,8148,14,20,19,18,23
8149,8149,75,65,67,65,74
8150,8150,71,52,62,66,68
8151,8151,69,58,51,64,70
8152,8152,65,61,58,57,59
8153,8153,68,73,69,67,70
8154,8154,59,46,34,34,64
8155,8155,32,36,40,45,53
8156,8156,46,51,32,24,65
8157,8157,57,42,37,68,65
8158,8158,14,14,12,28,18
8159,8159,47,50,45,57,54
8160,8160,70,61,59,44,68
8161,8161,66,45,56,67,70
8162,8162,70,69,59,56,70
8163,8163,54,39,46,67,60
8164,8164,60,34,30,67,59
8165,8165,29,29,33,43,48
8166,8166,77,65,37,49,72
8167,8167,69,63,61,65,72
8168,8168,68,65,40,48,68
8169,8169,69,66,59,50,69
8170,8170,56,50,31,54,60
8171,8171,69,58,57,52,62
8172,8172,68,70,50,55,66
8173,8173,58,42,30,70,60
8174,8174,13,16,13,16,26
8175,8175,63,57,43,69,66
8176,8176,41,25,26,55,47
8177,8177,64,32,39,55,62
8178,8178,11,14,14,28,33
8179,8179,40,42,29,50,63
8180,8180,63,76,73,61,66
8181,8181,66,49,39,59,59
8182,8182,52,59,12,60,60
8183,8183,69,71,78,66,67
8184,8184,67,52,67,66,74
8185,8185,70,59,51,69,69
8186,8186,59,37,33,54,58
8187,8187,55,56,23,58,66
8188,8188,68,47,36,62,67
8189,8189,60,63,56,60,62
8190,8190,66,51,45,52,65
8191,8191,43,32,38,63,57
8192,8192,62,40,45,68,67
8193,8193,62,74,78,73,70
8194,8194,15,11,19,25,20
8195,8195,72,61,40,43,68
8196,8196,64,67,60,63,63
8197,8197,66,35,39,65,62
8198,8198,52,56,44,48,59
8199,8199,32,41,24,55,52
8200,8200,68,66,46,55,69
8201,8201,29,23,28,42,45
8202,8202,61,64,45,64,62
8203,8203,61,49,48,68,67
8204,8204,71,59,41,45,68
8205,8205,75,63,47,49,69
8206,8206,72,52,39,48,70
8207,8207,65,57,55,61,66
8208,8208,32,40,19,61,59
8209,8209,67,67,62,59,67
8210,8210,18,17,20,20,16
8211,8211,50,30,30,65,65
8212,8212,68,68,57,61,64
8213,8213,66,65,56,64,67
8214,8214,68,44,52,38,64
8215,8215,65,67,61,56,64
8216,8216,70,66,62,63,70
8217,8217,60,57,49,58,61
8218,8218,37,16,28,50,62
8219,8219,65,45,25,57,68
8220,8220,41,31,30,47,50
8221,8221,72,48,56,60,70
8222,8222,73,55,45,55,67
8223,8223,70,65,67,63,73
8224,8224,60,60,33,49,69
8225,8225,67,62,61,61,67
8226,8226,62,59,46,59,65
8227,8227,67,63,68,60,64
8228,8228,13,15,12,45,22
8229,8229,32,25,28,52,52
8230,8230,62,46,43,64,67
8231,8231,64,66,42,63,60
8232,8232,74,64,69,63,73
8233,8233,13,15,18,23,28
8234,8234,69,60,65,69,70
8235,8235,33,21,57,38,55
8236,8236,39,27,28,45,60
8237,8237,52,37,39,61,60
8238,8238,74,65,59,51,69
8239,8239,75,63,41,65,68
8240,8240,63,42,34,58,60
8241,8241,70,46,51,53,66
8242,8242,65,57,52,68,67
8243,8243,65,68,73,61,64
8244,8244,66,62,65,55,68
8245,8245,61,56,18,57,60
8246,8246,62,51,50,64,64
8247,8247,72,76,70,60,64
8248,8248,37,22,33,44,58
8249,8249,69,67,44,59,68
8250,8250,48,32,18,42,53
8251,8251,64,54,52,67,68
8252,8252,60,51,39,67,69
8253,8253,61,53,41,45,65
8254,8254,65,34,23,55,67
8255,8255,58,68,63,65,64
8256,8256,67,67,70,65,65
8257,8257,50,22,28,59,59
8258,8258,57,45,48,47,62
8259,8259,66,42,37,62,69
8260,8260,59,53,35,49,71
8261,8261,63,69,63,70,67
8262,8262,61,55,50,62,62
8263,8263,62,33,29,42,62
8264,8264,62,64,66,67,66
8265,8265,74,74,65,63,71
8266,8266,69,65,41,50,71
8267,8267,37,35,30,51,61
8268,8268,69,65,60,56,68
8269,8269,66,55,50,60,66
8270,8270,55,60,31,62,62
8271,8271,75,54,43,64,74
8272,8272,72,55,42,55,70
8273,8273,68,52,51,69,71
8274,8274,62,47,34,52,60
8275,8275,71,63,59,61,70
8276,8276,48,49,46,58,54
8277,8277,70,59,56,64,69
8278,8278,65,57,63,63,63
8279,8279,67,77,66,69,65
8280,8280,67,43,40,60,69
8281,8281,60,40,38,60,64
8282,8282,67,64,66,70,69
8283,8283,60,47,45,48,63
8284,8284,12,12,14,20,20
8285,8285,58,49,37,64,62
8286,8286,65,69,70,65,68
8287,8287,70,79,74,71,67
8288,8288,62,42,30,62,65
8289,8289,63,46,39,47,65
8290,8290,64,58,59,61,68
8291,8291,67,63,51,71,68
8292,8292,26,25,21,41,44
8293,8293,64,60,59,56,64
8294,8294,70,65,62,63,69
8295,8295,68,56,46,64,64
8296,8296,66,66,66,65,69
8297,8297,67,72,70,67,69
8298,8298,67,57,33,42,63
8299,8299,67,73,74,66,68
8300,8300,56,29,25,47,57
8301,8301,63,58,33,58,67
8302,8302,70,59,63,52,69
8303,8303,67,54,45,59,68
8304,8304,71,59,50,58,69
8305,8305,64,60,51,61,68
8306,8306,66,52,38,56,65
8307,8307,62,60,35,58,64
8308,8308,68,66,61,50,69
8309,8309,71,59,49,60,66
8310,8310,60,53,35,53,63
8311,8311,70,53,42,54,66
8312,8312,51,25,22,61,59
8313,8313,64,41,33,47,63
8314,8314,72,62,59,60,72
8315,8315,59,31,33,29,63
8316,8316,70,54,55,52,72
8317,8317,36,25,12,53,55
8318,8318,62,58,43,61,66
8319,8319,16,16,11,45,19
8320,8320,76,65,59,66,74
8321,8321,62,56,27,67,57
8322,8322,62,45,46,55,61
8323,8323,36,26,41,40,42
8324,8324,32,24,23,46,50
8325,8325,49,35,34,53,54
8326,8326,42,45,27,59,55
8327,8327,57,34,27,64,62
8328,8328,19,18,10,41,20
8329,8329,59,59,62,70,66
8330,8330,61,70,58,66,66
8331,8331,57,47,55,62,66
8332,8332,60,62,30,48,63
8333,8333,61,61,43,65,65
8334,8334,71,70,67,65,68
8335,8335,64,70,69,70,64
8336,8336,19,23,22,32,22
8337,8337,41,29,24,61,65
8338,8338,18,21,13,31,30
8339,8339,63,59,56,66,65
8340,8340,64,44,28,41,65
8341,8341,70,70,74,55,68
8342,8342,13,11,14,26,18
8343,8343,65,46,40,71,66
8344,8344,70,63,64,58,67
8345,8345,14,13,11,21,23
8346,8346,12,12,13,25,17
8347,8347,63,42,38,60,64
8348,8348,12,10,13,25,10
8349,8349,71,46,49,55,70
8350,8350,44,28,32,39,59
8351,8351,73,63,57,51,69
8352,8352,19,16,12,36,14
8353,8353,66,43,51,61,65
8354,8354,60,58,48,55,61
8355,8355,68,63,64,68,70
8356,8356,46,39,33,53,65
8357,8357,58,56,50,69,61
8358,8358,15,13,12,32,20
8359,8359,69,48,35,41,68
8360,8360,67,49,53,63,68
8361,8361,19,25,18,31,22
8362,8362,69,68,64,66,71
8363,8363,60,34,30,43,68
8364,8364,71,45,30,59,69
8365,8365,49,22,24,50,57
8366,8366,73,62,37,50,70
8367,8367,71,64,56,57,64
8368,8368,58,40,34,61,63
8369,8369,71,52,53,54,67
8370,8370,65,53,67,65,68
8371,8371,62,62,59,61,64
8372,8372,67,63,65,72,65
8373,8373,67,61,58,65,70
8374,8374,18,12,16,35,20
8375,8375,68,64,64,68,54
8376,8376,11,12,19,37,22
8377,8377,58,46,34,45,65
8378,8378,73,67,55,62,68
8379,8379,72,66,70,62,67
8380,8380,69,44,55,74,67
8381,8381,70,52,38,46,62
8382,8382,37,46,32,53,59
8383,8383,52,48,34,53,58
8384,8384,63,64,32,62,60
8385,8385,65,44,43,42,63
8386,8386,64,46,31,40,66
8387,8387,64,59,64,66,65
8388,8388,67,57,45,58,64
8389,8389,67,64,34,63,66
8390,8390,63,51,47,75,67
8391,8391,57,46,54,60,63
8392,8392,67,70,56,62,69
8393,8393,40,30,25,52,48
8394,8394,59,57,36,25,64
8395,8395,62,68,66,72,65
8396,8396,24,34,62,61,55
8397,8397,67,61,44,46,68
8398,8398,66,67,38,66,67
8399,8399,69,58,41,54,69
8400,8400,62,65,66,68,66
8401,8401,65,53,34,56,66
8402,8402,63,60,53,60,63
8403,8403,31,29,41,35,46
8404,8404,66,62,40,68,68
8405,8405,68,71,66,68,70
8406,8406,61,47,53,66,69
8407,8407,64,60,61,68,70
8408,8408,70,72,70,68,66
8409,8409,69,68,65,63,66
8410,8410,51,48,49,55,55
8411,8411,66,59,47,68,71
8412,8412,61,70,65,68,62
8413,8413,71,39,29,34,70
8414,8414,67,41,31,61,63
8415,8415,67,63,61,72,68
8416,8416,74,60,46,64,69
8417,8417,67,57,62,57,67
8418,8418,68,63,60,64,70
8419,8419,41,46,29,62,49
8420,8420,60,33,36,53,59
8421,8421,57,30,26,39,65
8422,8422,40,29,29,31,61
8423,8423,65,55,56,60,63
8424,8424,76,61,70,45,68
8425,8425,60,47,63,59,65
8426,8426,66,45,47,66,62
8427,8427,73,52,45,55,66
8428,8428,70,66,48,55,66
8429,8429,60,44,58,62,66
8430,8430,56,44,45,66,58
8431,8431,65,54,73,63,66
8432,8432,49,44,23,64,56
8433,8433,72,53,34,42,69
8434,8434,30,24,29,60,54
8435,8435,19,20,15,40,22
8436,8436,67,64,59,64,69
8437,8437,63,39,41,67,66
8438,8438,64,59,51,61,67
8439,8439,65,85,80,67,66
8440,8440,66,57,39,35,64
8441,8441,69,48,41,57,66
8442,8442,63,54,39,36,65
8443,8443,68,46,39,68,73
8444,8444,65,46,35,57,62
8445,8445,64,64,46,63,64
8446,8446,63,34,48,60,65
8447,8447,27,18,19,61,39
8448,8448,51,68,69,61,63
8449,8449,66,44,72,67,68
8450,8450,68,65,64,65,69
8451,8451,40,27,58,56,58
8452,8452,55,55,27,60,58
8453,8453,36,28,22,30,54
8454,8454,71,64,33,52,67
8455,8455,65,50,39,51,62
8456,8456,67,34,32,57,66
8457,8457,66,61,49,65,68
8458,8458,75,74,60,54,70
8459,8459,70,66,48,41,65
8460,8460,52,57,51,45,57
8461,8461,36,25,27,48,49
8462,8462,62,49,30,60,65
8463,8463,68,64,61,57,66
8464,8464,14,16,17,24,26
8465,8465,69,48,55,54,68
8466,8466,65,72,53,59,67
8467,8467,67,48,34,46,61
8468,8468,58,53,48,64,66
8469,8469,75,79,57,67,73
8470,8470,71,67,38,48,67
8471,8471,69,69,66,68,64
8472,8472,62,58,47,64,66
8473,8473,71,56,70,62,70
8474,8474,66,63,44,63,67
8475,8475,70,52,61,63,65
8476,8476,69,53,62,69,75
8477,8477,61,48,36,65,66
8478,8478,14,17,15,28,22
8479,8479,47,30,29,50,56
8480,8480,70,45,38,62,67
8481,8481,44,28,30,52,60
8482,8482,60,47,21,51,65
8483,8483,67,58,57,50,68
8484,8484,62,56,39,39,64
8485,8485,18,14,12,22,19
8486,8486,51,34,40,64,60
8487,8487,68,48,40,57,68
8488,8488,68,60,55,53,68
8489,8489,66,56,60,30,65
8490,8490,33,35,32,40,49
8491,8491,19,14,19,45,24
8492,8492,67,60,45,63,69
8493,8493,16,12,15,24,21
8494,8494,53,25,27,54,63
8495,8495,66,54,42,52,67
8496,8496,72,63,65,64,65
8497,8497,70,48,70,53,60
8498,8498,60,58,45,63,60
8499,8499,66,39,32,57,66
8500,8500,71,78,69,63,68
8501,8501,54,44,52,65,57
8502,8502,59,63,71,65,62
8503,8503,55,39,50,51,69
8504,8504,68,61,53,53,67
8505,8505,76,62,64,64,68
8506,8506,61,55,43,53,56
8507,8507,66,58,61,55,64
8508,8508,60,68,70,62,62
8509,8509,35,22,30,49,47
8510,8510,13,15,14,25,17
8511,8511,73,64,47,63,72
8512,8512,61,62,22,43,63
8513,8513,52,42,40,64,66
8514,8514,41,30,25,60,59
8515,8515,65,59,41,40,62
8516,8516,41,24,23,54,55
8517,8517,70,54,47,60,68
8518,8518,67,72,69,32,68
8519,8519,68,59,65,63,66
8520,8520,68,44,37,52,68
8521,8521,62,42,46,49,65
8522,8522,55,46,54,61,54
8523,8523,45,34,17,56,54
8524,8524,72,57,48,55,70
8525,8525,70,60,50,66,66
8526,8526,70,58,46,63,73
8527,8527,68,58,44,58,67
8528,8528,51,66,65,69,56
8529,8529,40,32,24,56,49
8530,8530,64,58,44,55,63
8531,8531,67,31,33,57,70
8532,8532,28,27,21,22,54
8533,8533,61,70,60,72,67
8534,8534,19,13,14,32,21
8535,8535,64,59,64,67,69
8536,8536,47,44,22,58,56
8537,8537,65,62,57,67,67
8538,8538,60,48,59,62,61
8539,8539,69,59,55,67,69
8540,8540,65,52,41,33,63
8541,8541,34,35,29,53,52
8542,8542,56,39,38,59,61
8543,8543,37,30,30,62,64
8544,8544,58,46,44,61,61
8545,8545,62,56,29,59,61
8546,8546,63,42,28,31,66
8547,8547,12,20,13,25,16
8548,8548,67,47,45,48,69
8549,8549,13,17,14,26,25
8550,8550,58,47,42,51,64
8551,8551,67,63,28,32,62
8552,8552,58,52,51,61,57
8553,8553,64,61,65,66,66
8554,8554,70,71,67,51,70
8555,8555,59,45,41,39,64
8556,8556,38,36,35,49,49
8557,8557,58,66,70,54,63
8558,8558,67,48,40,64,69
8559,8559,67,66,61,60,67
8560,8560,63,70,73,68,64
8561,8561,51,48,35,56,60
8562,8562,59,33,29,59,67
8563,8563,66,46,49,50,64
8564,8564,64,53,41,55,61
8565,8565,71,66,70,57,70
8566,8566,73,63,45,54,75
8567,8567,66,54,62,61,70
8568,8568,70,43,41,70,66
8569,8569,12,14,20,17,15
8570,8570,74,37,36,65,71
8571,8571,13,14,16,30,22
8572,8572,69,60,57,68,69
8573,8573,61,64,63,55,63
8574,8574,58,57,33,56,60
8575,8575,66,64,53,60,65
8576,8576,52,54,42,51,55
8577,8577,64,73,72,66,70
8578,8578,64,47,35,48,57
8579,8579,61,55,31,51,63
8580,8580,44,36,32,41,48
8581,8581,38,39,35,28,56
8582,8582,36,29,30,40,48
8583,8583,17,15,14,55,25
8584,8584,61,59,44,62,65
8585,8585,47,28,35,43,60
8586,8586,62,66,64,61,65
8587,8587,64,56,68,42,66
8588,8588,56,57,46,62,61
8589,8589,39,26,23,50,56
8590,8590,66,69,69,67,66
8591,8591,66,70,72,59,67
8592,8592,68,57,38,64,65
8593,8593,61,42,39,60,66
8594,8594,56,57,46,60,65
8595,8595,62,56,60,58,64
8596,8596,65,56,52,63,67
8597,8597,60,41,46,59,64
8598,8598,61,59,35,51,65
8599,8599,57,55,34,65,69
8600,8600,70,60,61,70,70
8601,8601,64,57,60,69,67
8602,8602,70,69,64,64,68
8603,8603,60,42,42,67,60
8604,8604,55,35,25,46,58
8605,8605,65,70,72,60,66
8606,8606,61,51,41,42,62
8607,8607,15,18,12,20,16
8608,8608,62,52,45,46,58
8609,8609,64,58,47,52,60
8610,8610,66,39,41,54,64
8611,8611,68,48,27,41,66
8612,8612,68,60,55,63,67
8613,8613,58,59,44,57,61
8614,8614,68,42,45,50,68
8615,8615,71,38,32,54,68
8616,8616,61,69,65,54,68
8617,8617,35,36,59,41,51
8618,8618,14,15,12,27,23
8619,8619,64,48,29,56,64
8620,8620,64,49,46,40,68
8621,8621,15,15,19,20,25
8622,8622,54,40,30,61,61
8623,8623,64,52,35,55,66
8624,8624,64,30,29,53,67
8625,8625,39,34,29,48,60
8626,8626,66,65,57,68,69
8627,8627,64,67,50,49,65
8628,8628,71,73,54,48,74
8629,8629,64,48,47,66,69
8630,8630,69,60,43,54,64
8631,8631,65,69,68,67,67
8632,8632,62,50,37,59,62
8633,8633,70,55,43,55,66
8634,8634,15,15,15,25,19
8635,8635,75,65,52,42,73
8636,8636,71,46,43,60,67
8637,8637,72,68,68,65,67
8638,8638,49,42,36,57,55
8639,8639,69,66,60,53,66
8640,8640,56,63,67,62,60
8641,8641,72,50,40,60,68
8642,8642,67,68,65,67,69
8643,8643,62,39,42,63,67
8644,8644,72,66,62,66,68
8645,8645,65,54,39,48,62
8646,8646,20,13,20,24,19
8647,8647,66,62,52,45,69
8648,8648,64,60,33,59,63
8649,8649,61,58,38,61,62
8650,8650,44,26,28,41,50
8651,8651,72,66,62,51,71
8652,8652,65,37,39,45,61
8653,8653,54,60,33,67,60
8654,8654,45,38,32,52,53
8655,8655,65,55,56,59,65
8656,8656,34,24,30,33,50
8657,8657,55,42,43,29,67
8658,8658,47,33,35,48,50
8659,8659,69,72,74,70,70
8660,8660,55,44,22,60,62
8661,8661,49,40,31,50,58
8662,8662,51,44,44,55,59
8663,8663,68,58,39,48,64
8664,8664,69,63,33,43,66
8665,8665,69,66,65,67,68
8666,8666,57,49,49,63,67
8667,8667,59,38,28,54,65
8668,8668,63,32,37,64,68
8669,8669,7,14,16,29,26
8670,8670,57,45,32,50,66
8671,8671,69,63,61,62,68
8672,8672,61,54,51,56,61
8673,8673,71,69,66,57,73
8674,8674,71,45,37,50,62
8675,8675,62,61,40,36,66
8676,8676,62,67,70,49,63
8677,8677,69,68,65,72,73
8678,8678,62,76,72,71,68
8679,8679,67,67,62,58,59
8680,8680,53,44,32,57,63
8681,8681,64,71,67,64,66
8682,8682,62,50,48,65,56
8683,8683,68,61,41,56,65
8684,8684,66,62,39,50,65
8685,8685,71,50,42,54,64
8686,8686,65,61,44,48,64
8687,8687,59,35,39,63,56
8688,8688,13,11,14,40,40
8689,8689,35,35,40,62,70
8690,8690,65,48,42,40,66
8691,8691,70,55,45,46,71
8692,8692,66,68,76,64,67
8693,8693,72,63,49,63,70
8694,8694,59,67,68,65,67
8695,8695,14,19,12,23,22
8696,8696,65,49,42,39,66
8697,8697,61,69,45,65,55
8698,8698,66,52,62,62,60
8699,8699,62,63,55,65,66
8700,8700,43,42,54,57,55
8701,8701,10,11,13,26,16
8702,8702,68,63,37,62,66
8703,8703,64,36,37,54,63
8704,8704,53,53,55,37,59
8705,8705,75,49,70,64,71
8706,8706,65,48,47,68,68
8707,8707,63,64,63,60,61
8708,8708,69,43,39,39,65
8709,8709,70,51,40,49,69
8710,8710,30,28,29,41,40
8711,8711,67,46,48,58,64
8712,8712,64,65,63,62,66
8713,8713,43,35,30,57,56
8714,8714,52,28,52,61,54
8715,8715,66,64,56,59,65
8716,8716,59,45,41,55,63
8717,8717,65,55,55,68,67
8718,8718,67,60,50,67,66
8719,8719,61,48,43,59,62
8720,8720,67,60,40,43,66
8721,8721,61,56,55,38,66
8722,8722,65,46,30,66,67
8723,8723,65,55,55,58,66
8724,8724,33,26,49,54,45
8725,8725,60,48,51,37,69
8726,8726,37,22,26,43,53
8727,8727,58,40,22,52,61
8728,8728,49,34,29,53,53
8729,8729,32,26,27,38,52
8730,8730,64,65,64,55,66
8731,8731,61,37,31,58,61
8732,8732,70,53,55,59,71
8733,8733,63,42,33,40,62
8734,8734,56,40,39,58,62
8735,8735,65,67,58,56,71
8736,8736,39,20,26,43,49
8737,8737,66,73,68,69,69
8738,8738,28,32,40,62,42
8739,8739,46,24,22,60,60
8740,8740,63,68,66,64,64
8741,8741,67,53,42,45,66
8742,8742,64,45,61,74,73
8743,8743,68,61,70,68,70
8744,8744,65,50,40,67,67
8745,8745,57,26,56,52,59
8746,8746,62,44,35,41,64
8747,8747,66,58,46,45,70
8748,8748,63,70,55,64,63
8749,8749,64,59,60,60,66
8750,8750,63,68,67,65,65
8751,8751,57,56,34,47,61
8752,8752,63,41,40,66,67
8753,8753,61,45,30,53,65
8754,8754,12,15,18,24,15
8755,8755,66,73,75,68,68
8756,8756,70,53,56,57,66
8757,8757,67,53,42,67,70
8758,8758,51,37,29,34,55
8759,8759,74,64,59,64,70
8760,8760,53,50,31,63,66
8761,8761,50,43,27,52,59
8762,8762,65,63,64,60,65
8763,8763,70,54,45,64,70
8764,8764,59,43,39,61,63
8765,8765,57,50,46,55,60
8766,8766,70,66,51,44,69
8767,8767,71,44,45,55,66
8768,8768,59,45,32,33,65
8769,8769,63,57,55,66,66
8770,8770,66,65,67,55,65
8771,8771,19,13,14,22,21
8772,8772,71,57,58,55,68
8773,8773,68,63,34,60,66
8774,8774,67,35,33,62,73
8775,8775,57,41,40,58,65
8776,8776,62,35,34,52,61
8777,8777,59,62,74,50,64
8778,8778,61,62,44,59,62
8779,8779,11,15,14,22,10
8780,8780,15,17,16,23,16
8781,8781,64,75,75,63,65
8782,8782,62,57,62,65,65
8783,8783,58,29,43,66,65
8784,8784,49,48,57,54,59
8785,8785,64,34,34,45,66
8786,8786,63,59,50,65,65
8787,8787,13,11,12,22,11
8788,8788,55,68,62,64,64
8789,8789,62,49,55,55,63
8790,8790,71,54,41,63,67
8791,8791,65,64,66,62,67
8792,8792,62,57,60,58,64
8793,8793,62,69,71,70,66
8794,8794,11,21,29,28,31
8795,8795,66,55,53,53,64
8796,8796,74,69,55,58,72
8797,8797,66,58,57,65,68
8798,8798,66,46,44,70,69
8799,8799,47,45,37,57,61
8800,8800,66,68,65,58,65
8801,8801,64,51,31,54,61
8802,8802,70,66,57,56,69
8803,8803,57,53,42,43,61
8804,8804,64,67,68,61,65
8805,8805,65,65,47,54,70
8806,8806,64,38,32,31,65
8807,8807,67,48,39,58,67
8808,8808,64,60,46,49,64
8809,8809,41,30,40,48,40
8810,8810,63,28,25,45,62
8811,8811,60,51,49,61,62
8812,8812,69,59,56,48,70
8813,8813,68,56,40,54,66
8814,8814,24,27,21,46,35
8815,8815,64,60,59,59,66
8816,8816,69,48,39,50,66
8817,8817,63,34,35,65,65
8818,8818,65,49,41,63,68
8819,8819,68,71,57,73,72
8820,8820,14,18,19,29,19
8821,8821,68,63,48,68,68
8822,8822,64,34,25,48,61
8823,8823,34,28,31,56,52
8824,8824,65,61,54,70,62
8825,8825,41,35,16,61,62
8826,8826,56,42,34,33,62
8827,8827,13,20,14,39,17
8828,8828,51,51,37,55,54
8829,8829,69,60,49,51,68
8830,8830,69,64,39,60,65
8831,8831,52,46,39,36,58
8832,8832,65,51,43,65,68
8833,8833,68,63,58,60,66
8834,8834,16,12,20,16,21
8835,8835,72,55,49,67,74
8836,8836,65,56,36,65,63
8837,8837,55,50,52,62,67
8838,8838,64,41,46,65,70
8839,8839,53,40,54,54,59
8840,8840,70,67,67,65,69
8841,8841,68,39,33,57,67
8842,8842,67,72,64,58,67
8843,8843,20,13,19,19,24
8844,8844,29,32,20,17,30
8845,8845,51,72,73,62,55
8846,8846,75,59,66,59,65
8847,8847,67,59,61,58,68
8848,8848,11,17,13,12,31
8849,8849,65,61,45,65,70
8850,8850,62,40,41,52,60
8851,8851,65,57,35,41,62
8852,8852,62,56,45,70,69
8853,8853,9,15,11,16,18
8854,8854,66,58,62,61,64
8855,8855,58,70,77,71,71
8856,8856,64,63,65,68,67
8857,8857,35,36,31,35,33
8858,8858,62,55,36,49,67
8859,8859,31,22,25,23,41
8860,8860,28,28,22,23,42
8861,8861,74,51,39,48,68
8862,8862,63,57,59,65,65
8863,8863,47,32,32,46,43
8864,8864,10,11,11,31,21
8865,8865,65,53,50,49,64
8866,8866,13,14,13,33,21
8867,8867,66,66,63,62,68
8868,8868,61,64,68,62,64
8869,8869,70,58,50,65,63
8870,8870,65,71,73,58,63
8871,8871,69,75,74,57,68
8872,8872,60,66,42,61,61
8873,8873,62,60,41,51,63
8874,8874,69,62,38,67,70
