int_profile_id,int_player_id,str_preferred_foot,int_weak_foot,int_skill_moves,int_international_reputations,str_work_rate,str_body_type
9470,9470,Right,3,3,1,Medium/ Low,Normal (185+)
9471,9471,Right,3,2,1,Medium/ High,Normal (185+)
9472,9472,Right,3,3,1,Medium/ Medium,Normal (170-185)
9473,9473,Left,3,3,1,Medium/ Medium,Lean (170-185)
9474,9474,Right,2,1,1,Medium/ Medium,Normal (185+)
9475,9475,Left,3,2,1,High/ Medium,Lean (170-185)
9476,9476,Right,3,1,1,Medium/ Medium,Normal (185+)
9477,9477,Right,2,1,1,Medium/ Medium,Normal (185+)
9478,9478,Left,3,2,1,Medium/ Medium,Normal (185+)
9479,9479,Right,3,3,1,High/ Medium,Normal (170-185)
9480,9480,Left,3,3,1,Medium/ Medium,Lean (170-185)
9481,9481,Right,2,3,1,Medium/ Medium,Normal (170-185)
9482,9482,Right,3,2,1,High/ High,Normal (170-185)
9483,9483,Right,3,1,1,Medium/ Medium,Normal (185+)
9484,9484,Left,2,3,1,Medium/ Medium,Stocky (170-)
9485,9485,Left,3,1,1,Medium/ Medium,Normal (185+)
9486,9486,Right,3,2,1,Medium/ Medium,Stocky (170-)
9487,9487,Right,3,2,1,Medium/ High,Lean (170-185)
9488,9488,Right,3,2,1,Medium/ High,Normal (170-185)
9489,9489,Left,3,3,1,Medium/ High,Lean (170-185)
9490,9490,Right,3,2,1,Medium/ Medium,Stocky (170-185)
9491,9491,Right,3,3,1,Medium/ Medium,Normal (170-185)
9492,9492,Right,3,2,1,Medium/ High,Normal (185+)
9493,9493,Left,3,2,1,Medium/ Medium,Lean (185+)
9494,9494,Right,3,4,1,High/ Low,Lean (170-185)
9495,9495,Right,4,3,1,High/ Medium,Normal (170-185)
9496,9496,Left,3,2,1,High/ Medium,Lean (170-185)
9497,9497,Right,4,3,2,High/ High,Normal (170-)
9498,9498,Right,3,1,1,Medium/ Medium,Lean (185+)
9499,9499,Left,3,2,1,High/ High,Normal (185+)
9500,9500,Right,4,3,1,Medium/ Medium,Normal (170-185)
9501,9501,Left,3,3,1,Medium/ Medium,Normal (170-185)
9502,9502,Right,3,3,1,Medium/ Medium,Normal (170-185)
9503,9503,Right,2,1,1,Medium/ Medium,Stocky (185+)
9504,9504,Right,3,3,2,High/ Medium,Normal (185+)
9505,9505,Left,2,3,1,Low/ Medium,Normal (170-185)
9506,9506,Left,3,2,1,High/ Medium,Normal (170-185)
9507,9507,Right,3,3,1,Medium/ Medium,Normal (170-185)
9508,9508,Right,2,1,1,Medium/ Medium,Normal (185+)
9509,9509,Right,3,2,1,High/ Medium,Normal (170-185)
9510,9510,Right,3,2,1,Medium/ Medium,Normal (185+)
9511,9511,Right,4,4,1,High/ Medium,Lean (185+)
9512,9512,Right,4,3,1,High/ High,Normal (170-185)
9513,9513,Left,3,2,1,Medium/ Medium,Stocky (170-185)
9514,9514,Right,2,2,1,High/ Low,Normal (170-185)
9515,9515,Right,3,2,1,High/ Medium,Normal (185+)
9516,9516,Right,3,2,1,High/ High,Normal (170-185)
9517,9517,Right,2,1,1,Medium/ Medium,Normal (185+)
9518,9518,Right,3,2,1,Medium/ Medium,Normal (185+)
9519,9519,Left,2,2,1,Medium/ Medium,Normal (170-185)
9520,9520,Left,3,3,1,High/ Medium,Normal (170-185)
9521,9521,Right,2,1,1,Medium/ Medium,Normal (185+)
9522,9522,Right,3,2,1,High/ Low,Lean (170-185)
9523,9523,Right,2,1,1,Medium/ Medium,Stocky (185+)
9524,9524,Left,4,3,1,High/ High,Lean (185+)
9525,9525,Right,4,3,1,Medium/ Low,Lean (170-)
9526,9526,Left,3,2,1,High/ High,Normal (185+)
9527,9527,Right,3,2,1,Low/ High,Normal (185+)
9528,9528,Right,3,3,1,Medium/ Medium,Lean (170-185)
9529,9529,Right,3,3,1,High/ Medium,Normal (170-185)
9530,9530,Right,3,2,1,Medium/ Medium,Lean (185+)
9531,9531,Right,3,4,1,Medium/ Medium,Normal (170-185)
9532,9532,Right,3,3,1,Medium/ Low,Lean (185+)
9533,9533,Right,2,2,1,Low/ Medium,Normal (170-185)
9534,9534,Right,2,2,1,Low/ Medium,Lean (185+)
9535,9535,Right,3,2,1,High/ High,Lean (170-185)
9536,9536,Right,3,2,1,Medium/ Medium,Lean (185+)
9537,9537,Right,3,3,1,Medium/ Low,Lean (185+)
9538,9538,Right,3,3,1,High/ High,Normal (185+)
9539,9539,Left,2,2,1,Medium/ Medium,Normal (185+)
9540,9540,Right,3,3,1,Medium/ Medium,Lean (170-185)
9541,9541,Right,4,3,1,High/ Medium,Normal (170-185)
9542,9542,Right,3,2,1,Medium/ Medium,Normal (185+)
9543,9543,Left,3,3,1,Medium/ Medium,Lean (170-185)
9544,9544,Right,3,4,1,High/ Medium,Lean (170-185)
9545,9545,Right,4,3,1,Medium/ Low,Normal (170-185)
9546,9546,Right,3,3,1,Medium/ Medium,Lean (170-185)
9547,9547,Right,3,4,1,High/ Medium,Normal (170-)
9548,9548,Right,4,2,1,Medium/ Medium,Normal (170-185)
9549,9549,Right,3,2,1,Medium/ Medium,Lean (185+)
9550,9550,Left,2,2,1,High/ High,Lean (170-185)
9551,9551,Right,3,3,1,Medium/ Medium,Normal (170-185)
9552,9552,Right,3,2,1,Medium/ Medium,Lean (185+)
9553,9553,Right,3,2,1,Medium/ High,Normal (185+)
9554,9554,Right,3,1,1,Medium/ Medium,Normal (185+)
9555,9555,Right,3,3,1,Medium/ Medium,Lean (170-185)
9556,9556,Right,3,3,1,Medium/ Medium,Lean (170-185)
9557,9557,Right,4,3,1,Medium/ Medium,Normal (170-185)
9558,9558,Right,3,1,1,Medium/ Medium,Normal (185+)
9559,9559,Right,4,1,1,Medium/ Medium,Normal (170-185)
9560,9560,Right,3,3,1,Medium/ Low,Lean (170-185)
9561,9561,Right,2,2,1,Low/ Medium,Stocky (185+)
9562,9562,Right,2,1,1,Medium/ Medium,Normal (185+)
9563,9563,Right,3,3,1,Medium/ Medium,Normal (170-)
9564,9564,Right,5,2,1,Medium/ Medium,Normal (185+)
9565,9565,Left,3,1,1,Medium/ Medium,Normal (185+)
9566,9566,Right,2,2,1,High/ Medium,Normal (170-185)
9567,9567,Right,3,2,1,Medium/ Medium,Normal (170-)
9568,9568,Right,3,3,1,Low/ High,Normal (170-185)
9569,9569,Right,2,2,1,Medium/ High,Normal (185+)
9570,9570,Left,4,3,1,Medium/ Medium,Normal (170-185)
9571,9571,Right,3,2,1,High/ Medium,Lean (170-185)
9572,9572,Left,4,3,1,High/ Medium,Normal (170-)
9573,9573,Right,3,1,1,Medium/ Medium,Normal (185+)
9574,9574,Left,3,3,1,High/ High,Normal (170-185)
9575,9575,Left,2,1,1,Medium/ Medium,Normal (185+)
9576,9576,Right,4,2,1,Medium/ Medium,Normal (170-185)
9577,9577,Right,4,3,1,Medium/ Medium,Normal (185+)
9578,9578,Right,2,1,1,Medium/ Medium,Normal (185+)
9579,9579,Right,3,2,1,Medium/ High,Lean (170-185)
9580,9580,Left,3,2,1,Low/ Medium,Normal (185+)
9581,9581,Right,4,3,1,Medium/ Medium,Normal (170-185)
9582,9582,Right,3,3,1,Medium/ Low,Stocky (170-185)
9583,9583,Left,3,4,1,High/ Medium,Normal (170-)
9584,9584,Right,3,3,1,Medium/ Medium,Lean (170-185)
9585,9585,Right,3,2,1,Medium/ Medium,Lean (170-185)
9586,9586,Left,3,2,1,Medium/ Medium,Lean (185+)
9587,9587,Left,2,3,1,High/ Medium,Normal (170-185)
9588,9588,Right,3,2,1,Medium/ Medium,Normal (170-185)
9589,9589,Right,2,2,1,High/ High,Normal (170-185)
9590,9590,Right,4,2,1,Medium/ High,Normal (170-185)
9591,9591,Left,3,2,1,Medium/ Medium,Stocky (170-185)
9592,9592,Right,3,1,1,Medium/ Medium,Normal (170-185)
9593,9593,Right,3,3,1,Medium/ Medium,Stocky (170-185)
9594,9594,Right,3,2,1,Medium/ Medium,Normal (185+)
9595,9595,Right,3,2,1,Medium/ High,Normal (185+)
9596,9596,Right,2,2,1,Medium/ Medium,Lean (170-185)
9597,9597,Left,3,2,1,Medium/ Medium,Normal (170-185)
9598,9598,Left,3,3,1,Medium/ Medium,Normal (185+)
9599,9599,Right,3,2,1,Medium/ Medium,Normal (170-185)
9600,9600,Left,3,2,1,Medium/ Medium,Normal (170-185)
9601,9601,Right,5,3,1,High/ High,Lean (170-185)
9602,9602,Left,2,2,1,Medium/ High,Normal (185+)
9603,9603,Right,3,2,1,Medium/ Medium,Lean (185+)
9604,9604,Right,2,2,1,Low/ Medium,Normal (185+)
9605,9605,Right,3,3,1,Medium/ Medium,Normal (185+)
9606,9606,Right,2,2,1,High/ High,Normal (170-185)
9607,9607,Right,3,2,1,Medium/ Medium,Normal (185+)
9608,9608,Right,3,3,1,Medium/ Medium,Lean (170-185)
9609,9609,Left,3,2,1,Low/ High,Normal (170-185)
9610,9610,Right,3,2,1,Medium/ Medium,Normal (185+)
9611,9611,Left,3,3,1,Medium/ Medium,Lean (170-185)
9612,9612,Left,3,3,1,Medium/ Low,Normal (170-185)
9613,9613,Right,2,2,1,Medium/ High,Normal (185+)
9614,9614,Right,2,2,1,Medium/ High,Normal (185+)
9615,9615,Right,2,2,1,Medium/ Medium,Normal (170-185)
9616,9616,Left,3,3,1,Medium/ Medium,Normal (170-185)
9617,9617,Right,3,3,1,High/ Medium,Normal (170-185)
9618,9618,Right,2,2,1,Medium/ Low,Normal (185+)
9619,9619,Left,4,2,1,Medium/ Medium,Normal (185+)
9620,9620,Right,3,3,1,High/ Medium,Lean (170-185)
9621,9621,Right,2,3,1,Medium/ Medium,Normal (170-)
9622,9622,Right,3,2,1,Medium/ High,Normal (170-185)
9623,9623,Right,3,2,1,Medium/ High,Normal (170-185)
9624,9624,Right,3,3,1,High/ Medium,Lean (170-185)
9625,9625,Right,4,2,1,Medium/ Medium,Lean (185+)
9626,9626,Right,3,3,1,High/ Medium,Lean (170-185)
9627,9627,Right,2,2,1,Low/ High,Lean (185+)
9628,9628,Right,4,3,1,Medium/ High,Normal (170-185)
9629,9629,Right,3,3,1,High/ Medium,Normal (185+)
9630,9630,Right,3,2,1,Medium/ Medium,Normal (170-185)
9631,9631,Left,2,2,1,High/ Medium,Normal (170-185)
9632,9632,Right,3,2,1,Medium/ High,Lean (170-185)
9633,9633,Right,2,2,1,Medium/ Medium,Normal (185+)
9634,9634,Right,3,2,1,Low/ Medium,Normal (170-185)
9635,9635,Right,3,3,1,Medium/ Medium,Normal (170-)
9636,9636,Right,3,3,1,Medium/ Medium,Stocky (170-185)
9637,9637,Left,3,2,1,Medium/ High,Normal (185+)
9638,9638,Right,3,3,1,Medium/ Medium,Lean (185+)
9639,9639,Right,4,3,1,High/ Low,Lean (185+)
9640,9640,Right,4,2,1,Medium/ Medium,Normal (170-185)
9641,9641,Right,3,2,1,Medium/ Medium,Stocky (185+)
9642,9642,Left,3,2,1,Medium/ Medium,Normal (170-185)
9643,9643,Right,3,3,1,High/ Medium,Normal (170-185)
9644,9644,Right,3,2,1,Medium/ Medium,Normal (170-185)
9645,9645,Left,2,2,1,Medium/ High,Normal (185+)
9646,9646,Right,2,1,1,Medium/ Medium,Normal (185+)
9647,9647,Right,2,2,1,Low/ Medium,Lean (185+)
9648,9648,Right,2,2,1,High/ Medium,Normal (170-185)
9649,9649,Left,2,2,1,High/ Low,Normal (170-185)
9650,9650,Right,3,1,1,Medium/ Medium,Normal (185+)
9651,9651,Right,4,3,1,Medium/ Medium,Normal (185+)
9652,9652,Left,2,2,1,Medium/ Medium,Lean (170-185)
9653,9653,Right,3,1,1,Medium/ Medium,Normal (185+)
9654,9654,Left,2,2,1,Medium/ Medium,Lean (170-)
9655,9655,Right,3,3,1,High/ Medium,Lean (170-185)
9656,9656,Left,3,2,1,Medium/ Medium,Lean (185+)
9657,9657,Right,3,3,1,Medium/ Medium,Lean (170-185)
9658,9658,Left,3,3,1,Medium/ Medium,Lean (170-185)
9659,9659,Right,3,3,1,High/ Medium,Normal (170-185)
9660,9660,Right,3,4,1,High/ Medium,Normal (170-185)
9661,9661,Right,2,1,1,Medium/ Medium,Normal (185+)
9662,9662,Left,4,3,1,Medium/ Low,Lean (185+)
9663,9663,Right,2,3,1,High/ Medium,Normal (185+)
9664,9664,Left,2,3,1,Medium/ Medium,Stocky (170-)
9665,9665,Left,2,2,1,Medium/ Low,Normal (185+)
9666,9746,Right,3,2,1,Medium/ High,Normal (170-)
9667,9666,Left,3,2,1,Medium/ Low,Normal (170-185)
9668,9667,Left,3,3,1,Medium/ Medium,Lean (170-185)
9669,9668,Right,3,2,1,High/ Low,Normal (170-185)
9670,9669,Right,3,2,1,Medium/ High,Normal (170-185)
9671,9670,Left,2,2,1,Medium/ High,Normal (185+)
9672,9671,Right,2,3,1,Medium/ Medium,Normal (170-185)
9673,9672,Right,3,3,1,Medium/ Medium,Normal (170-185)
9674,9673,Right,2,2,1,High/ Medium,Lean (170-185)
9675,9674,Right,3,2,1,Medium/ Medium,Stocky (170-185)
9676,9675,Right,1,1,1,Medium/ Medium,Lean (185+)
9677,9676,Right,2,2,1,Medium/ High,Normal (185+)
9678,9677,Left,2,2,1,Medium/ Medium,Lean (170-185)
9679,9678,Right,2,2,1,Low/ Medium,Normal (170-185)
9680,9679,Right,3,2,1,Medium/ Medium,Normal (185+)
9681,9680,Right,4,3,1,High/ Medium,Normal (170-185)
9682,9681,Right,3,2,1,High/ High,Normal (170-185)
9683,9682,Right,2,2,1,Low/ Medium,Stocky (170-185)
9684,9683,Right,3,3,1,Low/ Medium,Lean (170-185)
9685,9684,Right,3,2,1,Medium/ High,Lean (170-185)
9686,9685,Left,3,3,1,High/ Medium,Lean (170-185)
9687,9686,Right,3,3,1,Medium/ Medium,Normal (170-185)
9688,9687,Right,3,2,1,Medium/ Medium,Normal (170-185)
9689,9688,Right,3,3,1,Medium/ Medium,Normal (170-185)
9690,9689,Left,3,3,1,Medium/ Medium,Lean (170-185)
9691,9690,Right,3,2,1,Low/ High,Lean (170-185)
9692,9691,Right,3,2,1,Medium/ Medium,Normal (170-185)
9693,9692,Right,3,3,1,Medium/ Low,Normal (170-185)
9694,9693,Right,4,2,1,High/ Medium,Normal (185+)
9695,9694,Left,3,3,1,High/ Medium,Normal (185+)
9696,9695,Right,3,3,1,High/ Medium,Normal (170-185)
9697,9696,Right,3,3,1,Medium/ Medium,Lean (185+)
9698,9697,Right,3,2,1,Medium/ Medium,Lean (170-185)
9699,9698,Right,2,2,1,Medium/ Medium,Normal (185+)
9700,9699,Left,3,3,1,High/ Medium,Normal (170-185)
9701,9700,Right,3,3,1,Medium/ Low,Normal (185+)
9702,9701,Right,4,2,1,Medium/ High,Normal (185+)
9703,9702,Left,2,3,1,High/ Medium,Normal (170-185)
9704,9703,Right,2,2,1,Medium/ Medium,Lean (170-185)
9705,9704,Right,3,3,1,High/ High,Lean (170-185)
9706,9705,Right,2,1,1,Medium/ Medium,Lean (170-185)
9707,9706,Right,3,2,1,Medium/ Medium,Normal (170-185)
9708,9707,Right,3,3,1,Medium/ Medium,Stocky (170-185)
9709,9708,Right,2,2,1,Medium/ Medium,Normal (185+)
9710,9709,Right,2,3,1,Medium/ Low,Stocky (170-185)
9711,9710,Right,3,2,1,Medium/ Medium,Normal (185+)
9712,9711,Right,3,1,1,Medium/ Medium,Stocky (170-185)
9713,9712,Right,4,3,1,High/ Medium,Normal (185+)
9714,9713,Right,3,3,1,Medium/ Low,Normal (170-185)
9715,9714,Right,3,2,1,Medium/ Medium,Normal (185+)
9716,9715,Right,3,4,1,Medium/ Medium,Normal (170-185)
9717,9716,Right,4,3,1,Medium/ Low,Normal (170-)
9718,9717,Right,3,2,1,Medium/ High,Normal (170-185)
9719,9718,Right,3,1,1,Medium/ Medium,Normal (185+)
9720,9719,Right,4,2,1,High/ Medium,Normal (170-185)
9721,9720,Left,3,2,1,Medium/ Medium,Normal (185+)
9722,9721,Right,2,3,1,High/ Low,Normal (185+)
9723,9722,Right,3,2,1,Medium/ Medium,Normal (185+)
9724,9723,Right,3,3,1,Medium/ Medium,Stocky (170-)
9725,9724,Right,3,2,1,Medium/ Medium,Normal (185+)
9726,9725,Right,2,2,1,Medium/ High,Lean (170-185)
9727,9726,Right,3,2,1,Medium/ High,Normal (170-185)
9728,9727,Right,2,1,1,Medium/ Medium,Normal (185+)
9729,9728,Right,3,3,1,Medium/ High,Lean (170-185)
9730,9729,Right,3,2,1,Medium/ Medium,Lean (185+)
9731,9730,Right,5,2,1,Medium/ Medium,Lean (170-185)
9732,9731,Right,3,2,1,Medium/ Medium,Normal (185+)
9733,9732,Right,3,2,1,Medium/ Medium,Normal (185+)
9734,9733,Left,3,2,1,High/ Medium,Lean (185+)
9735,9734,Right,3,3,1,Medium/ Low,Lean (170-185)
9736,9735,Right,3,3,1,Medium/ Medium,Lean (170-185)
9737,9736,Right,2,3,1,Medium/ Low,Stocky (170-185)
9738,9737,Right,5,2,1,High/ Medium,Normal (170-185)
9739,9738,Right,2,2,1,Low/ Medium,Lean (185+)
9740,9739,Right,3,2,1,High/ Medium,Normal (170-185)
9741,9740,Right,3,2,1,Medium/ Medium,Normal (185+)
9742,9741,Right,3,2,1,Medium/ Medium,Normal (185+)
9743,9742,Right,3,1,1,Medium/ Medium,Normal (185+)
9744,9743,Right,3,2,1,Medium/ Medium,Lean (170-185)
9745,9744,Right,3,2,1,High/ Medium,Normal (185+)
9746,9745,Left,3,1,1,Medium/ Medium,Lean (185+)
9747,9747,Left,2,1,1,Medium/ Medium,Normal (185+)
9748,9748,Right,2,3,1,Medium/ Medium,Stocky (170-185)
9749,9749,Right,3,1,1,Medium/ Medium,Stocky (185+)
9750,9750,Right,3,2,1,Medium/ Medium,Normal (170-185)
9751,9751,Right,3,3,1,High/ Medium,Stocky (185+)
9752,9752,Right,3,2,1,Medium/ High,Normal (170-)
9753,9753,Right,3,2,1,Medium/ Medium,Normal (185+)
9754,9754,Right,3,2,1,Medium/ Medium,Lean (170-185)
9755,9755,Right,3,2,1,Medium/ Medium,Normal (185+)
9756,9756,Left,4,3,1,High/ Low,Normal (170-185)
9757,9757,Right,3,2,1,Low/ High,Normal (185+)
9758,9758,Right,2,1,1,Medium/ Medium,Normal (185+)
9759,9759,Left,2,1,1,Medium/ Medium,Normal (185+)
9760,9760,Left,2,3,1,High/ Medium,Stocky (170-)
9761,9761,Left,4,3,1,High/ Medium,Normal (170-)
9762,9762,Right,3,3,1,Medium/ Low,Normal (170-185)
9763,9763,Right,3,2,1,Medium/ Medium,Lean (185+)
9764,9764,Left,3,2,1,Medium/ High,Lean (185+)
9765,9765,Right,3,3,1,High/ Medium,Lean (185+)
9766,9766,Left,3,2,1,Medium/ Medium,Normal (170-185)
9767,9767,Right,3,2,1,Medium/ Medium,Normal (185+)
9768,9768,Right,3,3,1,Medium/ Medium,Normal (170-185)
9769,9769,Right,3,3,1,Medium/ Medium,Lean (170-185)
9770,9770,Right,3,3,1,Medium/ Medium,Normal (170-185)
9771,9771,Right,3,2,1,Medium/ Medium,Lean (185+)
9772,9772,Right,2,3,1,Medium/ Medium,Normal (170-185)
9773,9773,Left,2,3,1,High/ Low,Normal (170-185)
9774,9774,Right,3,3,1,High/ High,Normal (170-185)
9775,9775,Right,3,3,1,Medium/ Medium,Stocky (170-185)
9776,9776,Left,3,2,1,Low/ Medium,Normal (170-185)
9777,9777,Right,4,3,1,High/ High,Normal (170-185)
9778,9778,Right,2,1,1,Medium/ Medium,Lean (185+)
9779,9779,Left,3,3,1,Medium/ Medium,Lean (185+)
9780,9780,Right,3,3,1,High/ Medium,Normal (170-185)
9781,9781,Right,3,3,1,Medium/ Medium,Normal (170-185)
9782,9782,Right,4,1,1,Medium/ Medium,Normal (185+)
9783,9783,Right,3,1,1,Medium/ Medium,Lean (185+)
9784,9784,Right,3,3,1,Medium/ Low,Normal (185+)
9785,9785,Left,3,3,1,Medium/ Low,Lean (185+)
9786,9786,Left,3,2,1,High/ High,Normal (170-)
9787,9787,Right,3,3,1,Medium/ High,Normal (170-185)
9788,9788,Right,3,2,1,Medium/ Medium,Normal (170-185)
9789,9789,Right,3,3,1,Medium/ High,Normal (185+)
9790,9790,Left,4,3,1,Medium/ Medium,Stocky (185+)
9791,9791,Right,3,1,1,Medium/ Medium,Normal (185+)
9792,9792,Right,3,2,1,Medium/ Medium,Lean (170-185)
9793,9793,Right,4,2,1,High/ High,Lean (170-185)
9794,9794,Left,3,2,1,Medium/ High,Normal (185+)
9795,9795,Right,3,2,1,High/ High,Normal (170-185)
9796,9796,Left,2,1,1,Medium/ Medium,Normal (185+)
9797,9797,Right,2,2,1,Low/ High,Normal (185+)
9798,9798,Right,3,2,1,Medium/ High,Normal (185+)
9799,9799,Right,2,2,1,Low/ High,Lean (185+)
9800,9800,Right,4,2,1,Medium/ Medium,Lean (170-185)
9801,9801,Right,3,3,1,Medium/ High,Lean (170-185)
9802,9802,Right,4,3,1,High/ High,Normal (170-185)
9803,9803,Right,3,2,1,Medium/ Medium,Lean (170-185)
9804,9804,Right,3,2,1,Low/ High,Normal (170-185)
9805,9805,Right,4,3,1,High/ Medium,Lean (170-185)
9806,9806,Right,5,3,1,Medium/ Medium,Lean (170-185)
9807,9807,Right,3,2,1,Medium/ Medium,Normal (170-185)
9808,9808,Right,2,3,1,Medium/ Medium,Stocky (185+)
9809,9809,Left,3,3,1,Medium/ Low,Normal (170-)
9810,9810,Left,4,3,1,High/ Medium,Lean (170-)
9811,9811,Left,2,2,1,High/ Medium,Lean (170-185)
9812,9812,Right,4,2,1,Low/ Medium,Lean (185+)
9813,9813,Right,3,2,1,Medium/ High,Normal (170-185)
9814,9814,Right,2,2,1,High/ Low,Normal (170-185)
9815,9815,Right,2,2,1,Medium/ High,Normal (185+)
9816,9816,Right,3,3,1,High/ Medium,Normal (170-185)
9817,9817,Left,3,3,1,Medium/ Medium,Lean (170-185)
9818,9818,Right,3,2,1,Medium/ High,Normal (170-185)
9819,9819,Right,3,2,1,Low/ Medium,Normal (185+)
9820,9820,Right,3,2,1,Low/ Medium,Stocky (185+)
9821,9821,Left,4,3,1,Medium/ Low,Unique
9822,9822,Right,2,3,1,High/ Medium,Normal (170-185)
9823,9823,Right,3,3,1,High/ Low,Lean (185+)
9824,9824,Left,3,2,1,Medium/ Medium,Normal (170-185)
9825,9825,Right,4,3,1,Medium/ Medium,Normal (170-185)
9826,9826,Right,3,2,1,Medium/ Medium,Lean (170-)
9827,9827,Left,3,3,1,Medium/ Medium,Lean (170-185)
9828,9828,Right,3,3,1,Medium/ Medium,Normal (170-185)
9829,9829,Left,3,2,1,Medium/ Medium,Lean (170-)
9830,9830,Right,3,2,1,Medium/ Medium,Normal (170-185)
9831,9831,Left,2,3,1,Medium/ Medium,Normal (170-)
9832,9832,Right,3,3,1,High/ Medium,Normal (170-185)
9833,9833,Right,3,2,1,Low/ Medium,Stocky (170-185)
9834,9834,Right,3,2,1,Medium/ High,Lean (185+)
9835,9835,Right,2,1,1,Medium/ Medium,Normal (185+)
9836,9836,Right,2,3,1,Medium/ Medium,Lean (170-185)
9837,9837,Right,3,1,1,Medium/ Medium,Normal (185+)
9838,9838,Right,3,4,1,High/ Medium,Lean (170-185)
9839,9839,Left,2,2,1,High/ Medium,Normal (170-185)
9840,9840,Right,3,2,1,Low/ High,Normal (170-185)
9841,9841,Right,2,2,1,Medium/ High,Lean (170-185)
9842,9842,Right,3,2,1,Medium/ Medium,Lean (170-185)
9843,9843,Right,3,2,1,Medium/ Medium,Stocky (170-185)
9844,9844,Left,3,2,1,Medium/ Medium,Normal (185+)
9845,9845,Left,3,3,1,Medium/ Medium,Normal (170-185)
9846,9846,Right,3,2,1,Medium/ Medium,Normal (170-185)
9847,9847,Right,3,2,1,Medium/ Medium,Normal (170-185)
9848,9848,Right,3,2,1,Medium/ Medium,Lean (185+)
9849,9849,Right,2,1,1,Medium/ Medium,Normal (185+)
9850,9850,Right,3,3,1,High/ Medium,Normal (170-185)
9851,9851,Right,3,2,1,Medium/ Medium,Normal (185+)
9852,9852,Left,3,4,1,Medium/ Medium,Normal (170-185)
9853,9853,Right,4,3,1,Medium/ Medium,Normal (170-185)
9854,9854,Right,3,2,1,Medium/ Medium,Normal (170-185)
9855,9855,Right,3,2,1,Medium/ Medium,Normal (170-185)
9856,9856,Left,4,3,1,High/ Medium,Lean (170-185)
9857,9857,Right,4,1,1,Medium/ Medium,Lean (185+)
9858,9858,Right,4,3,1,High/ High,Normal (170-185)
9859,9859,Left,2,2,1,Medium/ Medium,Normal (170-185)
9860,9860,Right,3,2,1,High/ Low,Normal (185+)
9861,9861,Right,3,3,1,Medium/ Medium,Normal (170-185)
9862,9862,Left,3,3,1,Medium/ High,Normal (170-185)
9863,9863,Right,2,1,1,Medium/ Medium,Normal (185+)
9864,9864,Right,3,2,1,Medium/ High,Normal (170-185)
9865,9865,Right,3,2,1,Medium/ Medium,Normal (170-185)
9866,9866,Right,2,1,1,Medium/ Medium,Normal (185+)
9867,9867,Left,3,2,1,Medium/ Medium,Lean (170-185)
9868,9868,Left,3,3,1,Medium/ Medium,Lean (170-185)
9869,9869,Right,3,2,1,High/ Medium,Normal (170-)
9870,9870,Right,3,3,1,High/ Medium,Normal (170-185)
9871,9871,Right,3,2,1,Medium/ Medium,Lean (170-185)
9872,9872,Right,4,3,1,Medium/ Medium,Lean (170-185)
9873,9873,Right,3,3,1,Medium/ Medium,Lean (170-185)
9874,9874,Right,3,2,1,Medium/ High,Normal (185+)
9875,9875,Right,4,3,1,Medium/ Medium,Normal (185+)
9876,9876,Left,3,2,1,Medium/ High,Lean (185+)
9877,9877,Right,3,3,1,Medium/ Medium,Normal (170-185)
9878,9878,Right,3,3,1,High/ Medium,Lean (185+)
9879,9879,Right,3,3,1,Low/ High,Lean (170-185)
9880,9880,Right,3,2,1,Medium/ Medium,Normal (185+)
9881,9881,Left,3,3,1,Medium/ Medium,Normal (170-185)
9882,9882,Left,2,2,1,High/ Medium,Lean (170-185)
9883,9883,Right,3,2,1,Medium/ Medium,Lean (170-)
9884,9884,Right,4,3,1,Medium/ Low,Lean (185+)
9885,9885,Right,3,4,1,Medium/ Low,Lean (170-185)
9886,9886,Left,3,3,1,High/ Medium,Normal (170-185)
9887,9887,Right,4,4,1,Medium/ Low,Normal (170-)
9888,9888,Right,2,4,1,High/ Low,Lean (170-185)
9889,9889,Right,5,4,1,Medium/ Low,Lean (170-185)
9890,9890,Left,3,3,1,Medium/ Medium,Normal (170-185)
9891,9891,Left,3,3,1,High/ Medium,Normal (170-185)
9892,9892,Right,4,4,1,Medium/ Low,Normal (170-)
9893,9893,Right,2,1,1,Medium/ Medium,Normal (185+)
9894,9894,Right,3,3,1,High/ Low,Lean (170-185)
9895,9895,Right,3,2,1,High/ Medium,Normal (185+)
9896,9896,Right,2,2,1,Medium/ Medium,Lean (170-185)
9897,9897,Right,3,3,1,High/ Medium,Normal (170-)
9898,9898,Left,4,3,1,Medium/ Medium,Normal (170-185)
9899,9899,Right,1,1,1,Medium/ Medium,Lean (185+)
9900,9900,Right,3,2,1,Medium/ Medium,Lean (185+)
9901,9901,Right,3,3,1,High/ Medium,Normal (170-)
9902,9902,Right,3,2,1,Medium/ Medium,Lean (185+)
9903,9903,Left,3,2,1,High/ Medium,Lean (170-185)
9904,9904,Right,3,2,1,Medium/ Medium,Lean (170-185)
9905,9905,Right,4,3,1,High/ Low,Stocky (170-185)
9906,9906,Right,3,2,1,High/ Low,Normal (170-185)
9907,9907,Right,2,2,1,Medium/ High,Lean (185+)
9908,9908,Right,2,1,1,Medium/ Medium,Normal (185+)
9909,9909,Right,3,3,1,Medium/ Medium,Normal (170-185)
9910,9910,Right,2,2,1,Low/ Medium,Lean (185+)
