int_player_id,str_trait,int_trait_id
5033,Outside Foot Shot,7806
5037,Long Throw-in,7807
5037,Team Player,7808
5038,Outside Foot Shot,7809
5042,Speed Dribbler (AI),7810
5044,Injury Prone,7811
5044,Flair,7812
5045,Long Shot Taker (AI),7813
5046,Long Shot Taker (AI),7814
5046,Chip Shot (AI),7815
5047,Flair,7816
5047,Outside Foot Shot,7817
5047,Technical Dribbler (AI),7818
5051,Cautious With Crosses,7819
5052,Injury Prone,7820
5053,Early Crosser,7821
5054,Team Player,7822
5055,Technical Dribbler (AI),7823
5059,Flair,7824
5059,Speed Dribbler (AI),7825
5060,Flair,7826
5063,Technical Dribbler (AI),7827
5064,Speed Dribbler (AI),7828
5066,Finesse Shot,7829
5066,Power Header,7830
5066,Outside Foot Shot,7831
5066,Technical Dribbler (AI),7832
5067,Flair,7833
5067,Technical Dribbler (AI),7834
5069,Long Shot Taker (AI),7835
5071,Injury Prone,7836
5073,Injury Prone,7837
5074,Long Throw-in,7838
5077,Long Passer (AI),7839
5078,Flair,7840
5078,Technical Dribbler (AI),7841
5079,Dives Into Tackles (AI),7842
5080,Leadership,7843
5080,Team Player,7844
5080,Technical Dribbler (AI),7845
5082,Long Throw-in,7846
5082,Long Passer (AI),7847
5082,Power Header,7848
5083,Saves with Feet,7849
5084,Injury Prone,7850
5087,Dives Into Tackles (AI),7851
5087,Long Passer (AI),7852
5087,Team Player,7853
5088,Flair,7854
5088,Long Shot Taker (AI),7855
5088,Technical Dribbler (AI),7856
5089,Solid Player,7857
5089,Dives Into Tackles (AI),7858
5089,Long Passer (AI),7859
5089,Team Player,7860
5090,Early Crosser,7861
5091,Finesse Shot,7862
5093,Dives Into Tackles (AI),7863
5093,Early Crosser,7864
5094,Long Shot Taker (AI),7865
5095,Solid Player,7866
5095,Power Header,7867
5098,Long Passer (AI),7868
5099,Power Header,7869
5099,Outside Foot Shot,7870
5100,Flair,7871
5100,Technical Dribbler (AI),7872
5101,Team Player,7873
5102,Finesse Shot,7874
5102,Long Passer (AI),7875
5104,Injury Prone,7876
5104,Power Header,7877
5107,Power Free-Kick,7878
5109,Injury Prone,7879
5109,Long Passer (AI),7880
5109,Long Shot Taker (AI),7881
5110,Rushes Out Of Goal,7882
5111,Power Free-Kick,7883
5111,Playmaker (AI),7884
5112,Team Player,7885
5112,Comes For Crosses,7886
5113,Injury Prone,7887
5115,Rushes Out Of Goal,7888
5115,Comes For Crosses,7889
5117,Solid Player,7890
5117,Long Passer (AI),7891
5120,Early Crosser,7892
5121,Speed Dribbler (AI),7893
5122,Finesse Shot,7894
5122,Long Shot Taker (AI),7895
5123,Dives Into Tackles (AI),7896
5126,Early Crosser,7897
5129,Long Throw-in,7898
5129,Long Passer (AI),7899
5132,Speed Dribbler (AI),7900
5134,Chip Shot (AI),7901
5135,Technical Dribbler (AI),7902
5136,Long Throw-in,7903
5136,Injury Prone,7904
5136,Dives Into Tackles (AI),7905
5137,Solid Player,7906
5137,Playmaker (AI),7907
5138,Comes For Crosses,7908
5141,Long Passer (AI),7909
5142,Speed Dribbler (AI),7910
5144,Speed Dribbler (AI),7911
5146,Flair,7912
5148,Finesse Shot,7913
5148,Technical Dribbler (AI),7914
5149,Speed Dribbler (AI),7915
5156,GK Long Throw,7916
5156,Cautious With Crosses,7917
5157,Early Crosser,7918
5158,Finesse Shot,7919
5160,Injury Prone,7920
5161,Early Crosser,7921
5161,Flair,7922
5161,Speed Dribbler (AI),7923
5162,Solid Player,7924
5162,Speed Dribbler (AI),7925
5162,Technical Dribbler (AI),7926
5163,Flair,7927
5163,Long Shot Taker (AI),7928
5163,Technical Dribbler (AI),7929
5164,Injury Prone,7930
5164,Speed Dribbler (AI),7931
5166,Power Free-Kick,7932
5166,Power Header,7933
5167,Long Passer (AI),7934
5167,Long Shot Taker (AI),7935
5167,Outside Foot Shot,7936
5168,Solid Player,7937
5168,Team Player,7938
5169,Flair,7939
5169,Long Shot Taker (AI),7940
5169,Speed Dribbler (AI),7941
5170,Rushes Out Of Goal,7942
5170,Saves with Feet,7943
5171,Injury Prone,7944
5172,Early Crosser,7945
5172,Speed Dribbler (AI),7946
5174,Outside Foot Shot,7947
5178,Leadership,7948
5180,Power Free-Kick,7949
5180,Long Passer (AI),7950
5180,Long Shot Taker (AI),7951
5180,Playmaker (AI),7952
5180,Power Header,7953
5181,Leadership,7954
5181,Power Header,7955
5181,Team Player,7956
5182,Flair,7957
5182,Long Shot Taker (AI),7958
5182,Speed Dribbler (AI),7959
5183,Playmaker (AI),7960
5184,Leadership,7961
5185,Long Shot Taker (AI),7962
5188,Injury Prone,7963
5190,Leadership,7964
5190,Long Shot Taker (AI),7965
5190,Team Player,7966
5191,Technical Dribbler (AI),7967
5193,Team Player,7968
5195,Injury Prone,7969
5195,Flair,7970
5195,Team Player,7971
5199,Long Shot Taker (AI),7972
5200,Flair,7973
5200,Speed Dribbler (AI),7974
5201,GK Long Throw,7975
5201,Rushes Out Of Goal,7976
5202,Speed Dribbler (AI),7977
5202,Outside Foot Shot,7978
5203,Long Passer (AI),7979
5203,Power Header,7980
5204,Power Header,7981
5205,Outside Foot Shot,7982
5205,Technical Dribbler (AI),7983
5206,Speed Dribbler (AI),7984
5208,Speed Dribbler (AI),7985
5208,Power Header,7986
5209,Injury Prone,7987
5209,Early Crosser,7988
5210,Solid Player,7989
5210,Leadership,7990
5211,Dives Into Tackles (AI),7991
5212,Long Passer (AI),7992
5213,Injury Prone,7993
5213,Saves with Feet,7994
5215,Early Crosser,7995
5216,Flair,7996
5221,Long Shot Taker (AI),7997
5222,Long Passer (AI),7998
5224,Power Header,7999
5225,Flair,8000
5225,Technical Dribbler (AI),8001
5226,Flair,8002
5226,Long Shot Taker (AI),8003
5226,Team Player,8004
5226,Technical Dribbler (AI),8005
5227,Finesse Shot,8006
5227,Flair,8007
5227,Technical Dribbler (AI),8008
5228,Flair,8009
5228,Technical Dribbler (AI),8010
5230,Playmaker (AI),8011
5233,Speed Dribbler (AI),8012
5235,Long Shot Taker (AI),8013
5236,Injury Prone,8014
5236,Speed Dribbler (AI),8015
5237,Injury Prone,8016
5237,Long Passer (AI),8017
5238,Early Crosser,8018
5241,Long Throw-in,8019
5242,Long Shot Taker (AI),8020
5242,Technical Dribbler (AI),8021
5243,Finesse Shot,8022
5244,Power Header,8023
5244,Team Player,8024
5246,Finesse Shot,8025
5246,Flair,8026
5249,Rushes Out Of Goal,8027
5249,Comes For Crosses,8028
5250,Speed Dribbler (AI),8029
5250,Technical Dribbler (AI),8030
5251,Flair,8031
5251,Technical Dribbler (AI),8032
5252,Flair,8033
5252,Long Shot Taker (AI),8034
5252,Technical Dribbler (AI),8035
5254,Solid Player,8036
5255,Playmaker (AI),8037
5257,Power Free-Kick,8038
5258,Injury Prone,8039
5258,Comes For Crosses,8040
5259,Long Passer (AI),8041
5261,Speed Dribbler (AI),8042
5262,Speed Dribbler (AI),8043
5263,Injury Prone,8044
5263,Speed Dribbler (AI),8045
5264,Speed Dribbler (AI),8046
5265,Long Passer (AI),8047
5267,Solid Player,8048
5267,Long Shot Taker (AI),8049
5268,Power Header,8050
5269,Dives Into Tackles (AI),8051
5270,Long Passer (AI),8052
5271,Injury Prone,8053
5271,Speed Dribbler (AI),8054
5272,Technical Dribbler (AI),8055
5273,Power Header,8056
5275,Speed Dribbler (AI),8057
5275,Technical Dribbler (AI),8058
5277,Power Header,8059
5277,Team Player,8060
5280,GK Long Throw,8061
5280,Comes For Crosses,8062
5282,Injury Prone,8063
5283,Finesse Shot,8064
5284,Solid Player,8065
5285,Flair,8066
5285,Long Shot Taker (AI),8067
5285,Technical Dribbler (AI),8068
5286,Dives Into Tackles (AI),8069
5288,Finesse Shot,8070
5290,Speed Dribbler (AI),8071
5293,Leadership,8072
5294,Injury Prone,8073
5297,Early Crosser,8074
5299,Early Crosser,8075
5299,Technical Dribbler (AI),8076
5300,GK Long Throw,8077
5303,Long Throw-in,8078
5303,Long Shot Taker (AI),8079
5305,Cautious With Crosses,8080
5307,Outside Foot Shot,8081
5307,Technical Dribbler (AI),8082
5308,Flair,8083
5308,Speed Dribbler (AI),8084
5308,Technical Dribbler (AI),8085
5309,Early Crosser,8086
5309,Long Passer (AI),8087
5309,Team Player,8088
5310,Flair,8089
5310,Speed Dribbler (AI),8090
5311,Long Shot Taker (AI),8091
5311,Playmaker (AI),8092
5312,Finesse Shot,8093
5312,Playmaker (AI),8094
5316,Leadership,8095
5316,Early Crosser,8096
5316,Finesse Shot,8097
5316,Long Passer (AI),8098
5316,Team Player,8099
5316,Technical Dribbler (AI),8100
5317,Injury Prone,8101
5318,Injury Prone,8102
5321,Early Crosser,8103
5324,Solid Player,8104
5325,Long Passer (AI),8105
5326,Long Passer (AI),8106
5326,Speed Dribbler (AI),8107
5327,Long Passer (AI),8108
5328,Dives Into Tackles (AI),8109
5329,Finesse Shot,8110
5331,Technical Dribbler (AI),8111
5333,GK Long Throw,8112
5334,Power Header,8113
5335,GK Long Throw,8114
5336,Long Throw-in,8115
5338,Power Header,8116
5339,Power Header,8117
5340,Injury Prone,8118
5340,Dives Into Tackles (AI),8119
5342,Saves with Feet,8120
5345,Early Crosser,8121
5348,Injury Prone,8122
5348,Long Passer (AI),8123
5353,Injury Prone,8124
5353,Early Crosser,8125
5353,Long Shot Taker (AI),8126
5354,Power Header,8127
5355,Injury Prone,8128
5355,Finesse Shot,8129
5355,Flair,8130
5355,Technical Dribbler (AI),8131
5356,Solid Player,8132
5357,GK Long Throw,8133
5358,Injury Prone,8134
5358,Flair,8135
5358,Technical Dribbler (AI),8136
5359,Long Shot Taker (AI),8137
5359,Technical Dribbler (AI),8138
5360,Injury Prone,8139
5360,Flair,8140
5360,Technical Dribbler (AI),8141
5363,Technical Dribbler (AI),8142
5365,Leadership,8143
5365,Early Crosser,8144
5365,Team Player,8145
5366,Speed Dribbler (AI),8146
5367,Injury Prone,8147
5368,Flair,8148
5368,Long Shot Taker (AI),8149
5368,Playmaker (AI),8150
5368,Technical Dribbler (AI),8151
5369,Leadership,8152
5370,Power Header,8153
5372,GK Long Throw,8154
5374,Dives Into Tackles (AI),8155
5374,Long Passer (AI),8156
5376,Solid Player,8157
5376,Long Passer (AI),8158
5377,Injury Prone,8159
5377,Flair,8160
5377,Technical Dribbler (AI),8161
5378,Dives Into Tackles (AI),8162
5378,Power Header,8163
5381,Flair,8164
5381,Long Shot Taker (AI),8165
5381,Playmaker (AI),8166
5381,Technical Dribbler (AI),8167
5382,Solid Player,8168
5382,Long Shot Taker (AI),8169
5383,Flair,8170
5383,Long Shot Taker (AI),8171
5384,Power Header,8172
5385,Long Passer (AI),8173
5387,Flair,8174
5387,Technical Dribbler (AI),8175
5388,Long Throw-in,8176
5389,Playmaker (AI),8177
5389,Team Player,8178
5390,Speed Dribbler (AI),8179
5393,Flair,8180
5393,Speed Dribbler (AI),8181
5394,Rushes Out Of Goal,8182
5394,Comes For Crosses,8183
5396,Flair,8184
5396,Speed Dribbler (AI),8185
5396,Playmaker (AI),8186
5397,Long Passer (AI),8187
5397,Long Shot Taker (AI),8188
5402,Leadership,8189
5402,Comes For Crosses,8190
5403,Long Shot Taker (AI),8191
5405,Solid Player,8192
5405,Leadership,8193
5405,Team Player,8194
5407,Cautious With Crosses,8195
5408,Power Header,8196
5409,Chip Shot (AI),8197
5409,Technical Dribbler (AI),8198
5412,Outside Foot Shot,8199
5415,Outside Foot Shot,8200
5416,Long Shot Taker (AI),8201
5417,Dives Into Tackles (AI),8202
5417,Leadership,8203
5417,Long Passer (AI),8204
5418,Injury Prone,8205
5419,Dives Into Tackles (AI),8206
5420,Long Throw-in,8207
5420,Dives Into Tackles (AI),8208
5422,Long Shot Taker (AI),8209
5423,Playmaker (AI),8210
5424,Early Crosser,8211
5424,Speed Dribbler (AI),8212
5425,Injury Prone,8213
5425,Outside Foot Shot,8214
5425,Technical Dribbler (AI),8215
5427,Playmaker (AI),8216
5429,Dives Into Tackles (AI),8217
5430,Injury Prone,8218
5430,Dives Into Tackles (AI),8219
5431,Power Header,8220
5432,Long Shot Taker (AI),8221
5435,Rushes Out Of Goal,8222
5436,Dives Into Tackles (AI),8223
5437,Speed Dribbler (AI),8224
5438,Long Passer (AI),8225
5438,Long Shot Taker (AI),8226
5439,Long Throw-in,8227
5440,Injury Prone,8228
5440,Long Passer (AI),8229
5440,Technical Dribbler (AI),8230
5441,Injury Prone,8231
5444,Flair,8232
5444,Technical Dribbler (AI),8233
5446,Long Shot Taker (AI),8234
5447,Injury Prone,8235
5449,Finesse Shot,8236
5449,Playmaker (AI),8237
5449,Technical Dribbler (AI),8238
5451,Technical Dribbler (AI),8239
5454,Solid Player,8240
5454,Team Player,8241
5456,Long Throw-in,8242
5456,Flair,8243
5458,Injury Prone,8244
5458,Finesse Shot,8245
5458,Technical Dribbler (AI),8246
5460,Early Crosser,8247
5462,Injury Prone,8248
5463,Injury Prone,8249
5463,Long Shot Taker (AI),8250
5468,Dives Into Tackles (AI),8251
5468,Leadership,8252
5468,Long Passer (AI),8253
5468,Long Shot Taker (AI),8254
5470,Team Player,8255
5471,Finesse Shot,8256
5472,Injury Prone,8257
5472,Long Shot Taker (AI),8258
5474,Injury Prone,8259
5474,Cautious With Crosses,8260
5475,Early Crosser,8261
5476,Solid Player,8262
5477,Finesse Shot,8263
5477,Outside Foot Shot,8264
5477,Technical Dribbler (AI),8265
5478,Speed Dribbler (AI),8266
5480,Speed Dribbler (AI),8267
5482,Injury Prone,8268
5484,Flair,8269
5484,Technical Dribbler (AI),8270
5486,Injury Prone,8271
5486,Long Shot Taker (AI),8272
5487,Speed Dribbler (AI),8273
5488,Long Throw-in,8274
5488,Flair,8275
5488,Speed Dribbler (AI),8276
5490,Long Passer (AI),8277
5493,Speed Dribbler (AI),8278
5494,Comes For Crosses,8279
5495,Power Free-Kick,8280
5495,Flair,8281
5495,Technical Dribbler (AI),8282
5498,Leadership,8283
5499,Flair,8284
5499,Technical Dribbler (AI),8285
5501,Long Shot Taker (AI),8286
5502,Dives Into Tackles (AI),8287
5503,Injury Prone,8288
5503,Technical Dribbler (AI),8289
5504,Injury Prone,8290
5504,Technical Dribbler (AI),8291
5506,Long Shot Taker (AI),8292
5506,Speed Dribbler (AI),8293
5507,Flair,8294
5507,Playmaker (AI),8295
5511,Speed Dribbler (AI),8296
5511,Technical Dribbler (AI),8297
5512,Technical Dribbler (AI),8298
5515,Flair,8299
5515,Speed Dribbler (AI),8300
5517,Injury Prone,8301
5518,Flair,8302
5518,Technical Dribbler (AI),8303
5521,Long Shot Taker (AI),8304
5521,Technical Dribbler (AI),8305
5523,Dives Into Tackles (AI),8306
5523,Long Shot Taker (AI),8307
5527,Finesse Shot,8308
5527,Speed Dribbler (AI),8309
5527,Team Player,8310
5528,Technical Dribbler (AI),8311
5529,Injury Prone,8312
5529,Flair,8313
5529,Technical Dribbler (AI),8314
5530,Long Shot Taker (AI),8315
5530,Team Player,8316
5531,Long Passer (AI),8317
5531,Power Header,8318
5534,Leadership,8319
5534,GK Long Throw,8320
5535,Speed Dribbler (AI),8321
5536,Cautious With Crosses,8322
5537,Speed Dribbler (AI),8323
5538,Rushes Out Of Goal,8324
5538,Comes For Crosses,8325
5540,Technical Dribbler (AI),8326
5544,Cautious With Crosses,8327
5546,Flair,8328
5546,Speed Dribbler (AI),8329
5548,Playmaker (AI),8330
5551,Long Shot Taker (AI),8331
5551,Speed Dribbler (AI),8332
5553,Speed Dribbler (AI),8333
5554,Technical Dribbler (AI),8334
5556,Power Header,8335
5558,Speed Dribbler (AI),8336
5558,Technical Dribbler (AI),8337
5560,Power Free-Kick,8338
5560,Dives Into Tackles (AI),8339
5561,Dives Into Tackles (AI),8340
5561,Power Header,8341
5562,Flair,8342
5562,Playmaker (AI),8343
5562,Technical Dribbler (AI),8344
5565,Solid Player,8345
5565,Flair,8346
5565,Long Shot Taker (AI),8347
5565,Playmaker (AI),8348
5565,Technical Dribbler (AI),8349
5648,Long Passer (AI),8350
5648,Playmaker (AI),8351
5648,Outside Foot Shot,8352
5568,Solid Player,8353
5570,Injury Prone,8354
5572,Early Crosser,8355
5572,Speed Dribbler (AI),8356
5574,Dives Into Tackles (AI),8357
5574,Team Player,8358
5575,Flair,8359
5575,Technical Dribbler (AI),8360
5578,Long Shot Taker (AI),8361
5580,Flair,8362
5580,Technical Dribbler (AI),8363
5582,Long Passer (AI),8364
5582,Long Shot Taker (AI),8365
5582,Team Player,8366
5583,Power Header,8367
5583,Team Player,8368
5584,Injury Prone,8369
5586,Technical Dribbler (AI),8370
5587,Injury Prone,8371
5587,Power Header,8372
5589,Power Header,8373
5590,Long Passer (AI),8374
5590,Power Header,8375
5591,Dives Into Tackles (AI),8376
5591,Long Passer (AI),8377
5592,Power Header,8378
5593,Technical Dribbler (AI),8379
5594,Finesse Shot,8380
5594,Long Shot Taker (AI),8381
5595,Dives Into Tackles (AI),8382
5595,Early Crosser,8383
5595,Speed Dribbler (AI),8384
5598,Team Player,8385
5599,Finesse Shot,8386
5599,Technical Dribbler (AI),8387
5601,Injury Prone,8388
5601,Leadership,8389
5601,Team Player,8390
5603,Speed Dribbler (AI),8391
5603,Technical Dribbler (AI),8392
5605,Injury Prone,8393
5606,Finesse Shot,8394
5606,Long Shot Taker (AI),8395
5606,Technical Dribbler (AI),8396
5607,Team Player,8397
5609,Comes For Crosses,8398
5611,Long Passer (AI),8399
5611,Playmaker (AI),8400
5613,Long Shot Taker (AI),8401
5615,Power Header,8402
5615,Chip Shot (AI),8403
5618,Long Passer (AI),8404
5618,Rushes Out Of Goal,8405
5618,Cautious With Crosses,8406
5624,Long Shot Taker (AI),8407
5624,Outside Foot Shot,8408
5625,Speed Dribbler (AI),8409
5626,Solid Player,8410
5626,Flair,8411
5626,Long Shot Taker (AI),8412
5627,Technical Dribbler (AI),8413
5629,Flair,8414
5629,Speed Dribbler (AI),8415
5629,Technical Dribbler (AI),8416
5630,Playmaker (AI),8417
5632,Outside Foot Shot,8418
5634,GK Long Throw,8419
5635,Comes For Crosses,8420
5637,Leadership,8421
5637,Rushes Out Of Goal,8422
5637,Saves with Feet,8423
5640,Technical Dribbler (AI),8424
5641,Flair,8425
5641,Speed Dribbler (AI),8426
5644,Long Shot Taker (AI),8427
5646,Injury Prone,8428
5646,Flair,8429
5646,Speed Dribbler (AI),8430
5651,Dives Into Tackles (AI),8431
5651,Long Shot Taker (AI),8432
5652,Injury Prone,8433
5652,Speed Dribbler (AI),8434
5652,Technical Dribbler (AI),8435
5655,Flair,8436
5656,Playmaker (AI),8437
5657,Speed Dribbler (AI),8438
5659,Power Header,8439
5661,Finesse Shot,8440
5662,Injury Prone,8441
5662,Outside Foot Shot,8442
5663,Injury Prone,8443
5664,Power Header,8444
5667,Flair,8445
5667,Playmaker (AI),8446
5667,Technical Dribbler (AI),8447
5668,GK Long Throw,8448
5670,Outside Foot Shot,8449
5671,Cautious With Crosses,8450
5672,Playmaker (AI),8451
5672,Technical Dribbler (AI),8452
5675,Technical Dribbler (AI),8453
5676,Dives Into Tackles (AI),8454
5677,Solid Player,8455
5677,Leadership,8456
5677,Playmaker (AI),8457
5679,Finesse Shot,8458
5679,Flair,8459
5679,Speed Dribbler (AI),8460
5679,Technical Dribbler (AI),8461
5680,Dives Into Tackles (AI),8462
5680,Long Shot Taker (AI),8463
5682,Power Header,8464
5684,Power Free-Kick,8465
5685,Cautious With Crosses,8466
5686,Long Throw-in,8467
5686,Dives Into Tackles (AI),8468
5688,Technical Dribbler (AI),8469
5689,Speed Dribbler (AI),8470
5691,Finesse Shot,8471
5691,Flair,8472
5691,Long Shot Taker (AI),8473
5693,Speed Dribbler (AI),8474
5694,Power Free-Kick,8475
5694,Finesse Shot,8476
5694,Long Shot Taker (AI),8477
5696,Outside Foot Shot,8478
5696,Technical Dribbler (AI),8479
5698,Long Shot Taker (AI),8480
5699,Flair,8481
5699,Speed Dribbler (AI),8482
5699,Playmaker (AI),8483
5700,Early Crosser,8484
5700,Long Shot Taker (AI),8485
5703,Playmaker (AI),8486
5703,Technical Dribbler (AI),8487
5704,Long Throw-in,8488
5704,Speed Dribbler (AI),8489
5705,Long Throw-in,8490
5706,Flair,8491
5707,Team Player,8492
5708,Dives Into Tackles (AI),8493
5709,Long Passer (AI),8494
5711,Long Passer (AI),8495
5711,Giant Throw-in,8496
5712,Early Crosser,8497
5713,Injury Prone,8498
5713,Speed Dribbler (AI),8499
5714,Speed Dribbler (AI),8500
5715,Long Shot Taker (AI),8501
5715,Speed Dribbler (AI),8502
5716,Flair,8503
5716,Technical Dribbler (AI),8504
5718,Solid Player,8505
5722,Dives Into Tackles (AI),8506
5722,Long Passer (AI),8507
5722,Power Header,8508
5724,Speed Dribbler (AI),8509
5725,Playmaker (AI),8510
5727,Cautious With Crosses,8511
5727,Saves with Feet,8512
5728,Power Header,8513
5729,Long Throw-in,8514
5729,Injury Prone,8515
5730,Technical Dribbler (AI),8516
5731,Solid Player,8517
5731,Long Shot Taker (AI),8518
5731,Outside Foot Shot,8519
5732,Injury Prone,8520
5732,Power Header,8521
5734,Power Header,8522
5735,Long Passer (AI),8523
5736,Flair,8524
5738,Power Header,8525
5740,Rushes Out Of Goal,8526
5740,Comes For Crosses,8527
5741,Long Passer (AI),8528
5741,Long Shot Taker (AI),8529
5742,Solid Player,8530
5742,Leadership,8531
5742,Team Player,8532
5746,Playmaker (AI),8533
5747,Injury Prone,8534
5748,Power Header,8535
5750,Comes For Crosses,8536
5751,Long Shot Taker (AI),8537
5751,Playmaker (AI),8538
5752,Flair,8539
5752,Speed Dribbler (AI),8540
5755,Flair,8541
5755,Technical Dribbler (AI),8542
5756,Long Shot Taker (AI),8543
5756,Playmaker (AI),8544
5759,Flair,8545
5759,Speed Dribbler (AI),8546
5761,Long Passer (AI),8547
5761,Outside Foot Shot,8548
5762,Leadership,8549
5763,Power Free-Kick,8550
5763,Dives Into Tackles (AI),8551
5763,Long Shot Taker (AI),8552
5765,Technical Dribbler (AI),8553
5767,Comes For Crosses,8554
5768,Long Shot Taker (AI),8555
5768,Speed Dribbler (AI),8556
5769,Long Shot Taker (AI),8557
5769,Power Header,8558
5771,Solid Player,8559
5771,Dives Into Tackles (AI),8560
5771,Team Player,8561
5773,Dives Into Tackles (AI),8562
5775,Injury Prone,8563
5775,Long Shot Taker (AI),8564
5775,Playmaker (AI),8565
5776,Long Throw-in,8566
5776,Dives Into Tackles (AI),8567
5777,Injury Prone,8568
5778,Playmaker (AI),8569
5778,Technical Dribbler (AI),8570
5779,Long Throw-in,8571
5779,Injury Prone,8572
5780,Injury Prone,8573
5782,Flair,8574
5782,Technical Dribbler (AI),8575
5783,Flair,8576
5783,Technical Dribbler (AI),8577
5785,Speed Dribbler (AI),8578
5786,Injury Prone,8579
5786,Early Crosser,8580
5789,Long Shot Taker (AI),8581
5792,Speed Dribbler (AI),8582
5793,Team Player,8583
5794,Playmaker (AI),8584
5795,Team Player,8585
5796,Leadership,8586
5796,Power Header,8587
5797,Injury Prone,8588
5801,Long Shot Taker (AI),8589
5802,Technical Dribbler (AI),8590
5805,Dives Into Tackles (AI),8591
5806,Technical Dribbler (AI),8592
5808,Leadership,8593
5808,Comes For Crosses,8594
5811,Injury Prone,8595
5812,Long Throw-in,8596
5812,Flair,8597
5813,Long Shot Taker (AI),8598
5813,Playmaker (AI),8599
5815,Comes For Crosses,8600
5816,Dives Into Tackles (AI),8601
5816,Power Header,8602
5817,Flair,8603
5817,Long Shot Taker (AI),8604
5817,Technical Dribbler (AI),8605
5820,Team Player,8606
5821,Dives Into Tackles (AI),8607
5822,Early Crosser,8608
5823,Team Player,8609
5824,Power Header,8610
5825,Dives Into Tackles (AI),8611
5825,Power Header,8612
5826,Cautious With Crosses,8613
5827,Early Crosser,8614
5832,Finesse Shot,8615
5834,Long Passer (AI),8616
5835,Solid Player,8617
5835,Outside Foot Shot,8618
5836,Early Crosser,8619
5836,Speed Dribbler (AI),8620
5837,Leadership,8621
5837,Finesse Shot,8622
5838,Power Free-Kick,8623
5838,Power Header,8624
5839,Flair,8625
5839,Technical Dribbler (AI),8626
5840,Flair,8627
5840,Speed Dribbler (AI),8628
5840,Technical Dribbler (AI),8629
5842,Technical Dribbler (AI),8630
5843,Solid Player,8631
5843,Dives Into Tackles (AI),8632
5843,Early Crosser,8633
5843,Long Shot Taker (AI),8634
5844,Speed Dribbler (AI),8635
5845,Dives Into Tackles (AI),8636
5847,Flair,8637
5847,Long Shot Taker (AI),8638
5847,Playmaker (AI),8639
5848,Leadership,8640
5852,Comes For Crosses,8641
5855,Flair,8642
5855,Technical Dribbler (AI),8643
5856,Dives Into Tackles (AI),8644
5857,Long Shot Taker (AI),8645
5857,Speed Dribbler (AI),8646
5858,Giant Throw-in,8647
5859,Technical Dribbler (AI),8648
5860,Chip Shot (AI),8649
5861,Long Passer (AI),8650
5861,Long Shot Taker (AI),8651
5862,Speed Dribbler (AI),8652
5863,Leadership,8653
5863,Long Passer (AI),8654
5863,Team Player,8655
5863,Comes For Crosses,8656
5864,Injury Prone,8657
5866,Finesse Shot,8658
5867,Playmaker (AI),8659
5869,Injury Prone,8660
5870,Power Header,8661
5873,Injury Prone,8662
5876,Flair,8663
5876,Outside Foot Shot,8664
5876,Technical Dribbler (AI),8665
5877,Long Passer (AI),8666
5879,Long Passer (AI),8667
5879,Power Header,8668
5880,Long Throw-in,8669
5880,Dives Into Tackles (AI),8670
5881,Long Passer (AI),8671
5886,Finesse Shot,8672
5886,Speed Dribbler (AI),8673
5887,Flair,8674
5887,Long Shot Taker (AI),8675
5888,Injury Prone,8676
5888,Flair,8677
5888,Technical Dribbler (AI),8678
5890,Long Shot Taker (AI),8679
5891,Dives Into Tackles (AI),8680
5891,Flair,8681
5891,Technical Dribbler (AI),8682
5895,Dives Into Tackles (AI),8683
5895,Leadership,8684
5895,Team Player,8685
5897,Long Throw-in,8686
5897,Flair,8687
5897,Playmaker (AI),8688
5899,Long Passer (AI),8689
5900,Team Player,8690
5902,Comes For Crosses,8691
5903,Flair,8692
5903,Speed Dribbler (AI),8693
5904,Solid Player,8694
5904,Power Header,8695
5906,Playmaker (AI),8696
5906,Technical Dribbler (AI),8697
5907,Leadership,8698
5907,Long Passer (AI),8699
5907,Team Player,8700
5908,Flair,8701
5908,Playmaker (AI),8702
5908,Technical Dribbler (AI),8703
5909,Solid Player,8704
5909,Power Header,8705
5910,Finesse Shot,8706
5910,Playmaker (AI),8707
5913,Leadership,8708
5913,Flair,8709
5913,Team Player,8710
5918,Flair,8711
5918,Technical Dribbler (AI),8712
5921,Dives Into Tackles (AI),8713
5922,Solid Player,8714
5922,Dives Into Tackles (AI),8715
5922,Long Passer (AI),8716
5923,Long Shot Taker (AI),8717
5923,Playmaker (AI),8718
5925,Speed Dribbler (AI),8719
5926,Injury Prone,8720
5926,Leadership,8721
5926,Team Player,8722
5928,Injury Prone,8723
5928,Finesse Shot,8724
5929,Early Crosser,8725
5930,Speed Dribbler (AI),8726
5931,Flair,8727
5931,Technical Dribbler (AI),8728
5932,Long Passer (AI),8729
5933,Outside Foot Shot,8730
5934,Flair,8731
5934,Technical Dribbler (AI),8732
5941,Long Throw-in,8733
5942,Long Passer (AI),8734
5944,Early Crosser,8735
5945,Injury Prone,8736
5945,Dives Into Tackles (AI),8737
5946,Injury Prone,8738
5948,Long Shot Taker (AI),8739
5948,Speed Dribbler (AI),8740
5949,Dives Into Tackles (AI),8741
5949,Early Crosser,8742
5951,Injury Prone,8743
5951,Speed Dribbler (AI),8744
5954,Finesse Shot,8745
5954,Flair,8746
5954,Playmaker (AI),8747
5954,Technical Dribbler (AI),8748
5955,Long Throw-in,8749
5955,Solid Player,8750
5955,Long Passer (AI),8751
5957,Leadership,8752
