int_attacking_id,int_player_id,int_crossing,int_finishing,int_heading_accuracy,int_short_passing,int_volleys
10006,10006,65,55,62,67,45
10007,10007,65,43,54,62,33
10008,10008,55,38,58,65,39
10009,10009,68,28,45,59,28
10010,10010,13,9,10,35,5
10011,10011,13,14,14,29,11
10012,10012,69,39,45,62,42
10013,10013,67,38,49,57,33
10014,10014,17,11,15,25,15
10015,10015,16,14,19,32,13
10016,10016,48,45,28,63,53
10017,10017,54,46,42,67,48
10018,10018,62,36,53,56,31
10019,10019,36,30,67,58,27
10020,10020,43,62,60,59,64
10021,10021,66,22,58,65,18
10022,10022,56,44,60,62,39
10023,10023,49,48,54,69,45
10024,10024,25,24,66,47,24
10025,10025,42,69,71,65,61
10026,10026,57,53,66,62,42
10027,10027,64,47,63,73,45
10028,10028,64,64,60,66,57
10029,10029,59,43,51,67,33
10030,10030,45,30,65,55,35
10031,10031,47,42,61,64,27
10032,10032,59,64,62,64,65
10033,10033,60,55,30,61,56
10034,10034,60,63,49,68,46
10035,10035,54,60,34,66,48
10036,10036,58,56,39,64,32
10037,10037,40,26,66,68,34
10038,10038,44,39,60,65,40
10039,10039,60,23,48,62,43
10040,10040,63,59,50,65,59
10041,10041,15,14,15,23,15
10042,10042,61,40,67,68,26
10043,10043,58,54,58,75,38
10044,10044,25,17,21,33,19
10045,10045,44,65,55,65,51
10046,10046,51,34,66,66,37
10047,10047,20,15,14,29,12
10048,10048,15,14,11,25,14
10049,10049,55,48,57,72,46
10050,10050,21,12,13,35,11
10051,10051,20,14,18,27,19
10052,10052,32,69,74,54,59
10053,10053,11,9,14,23,9
10054,10054,38,35,59,63,40
10055,10055,58,55,50,64,61
10056,10056,57,65,64,58,55
10057,10057,66,50,69,60,67
10058,10058,64,55,49,62,58
10059,10059,42,66,66,59,66
10060,10060,54,32,63,54,43
10061,10061,29,49,64,65,56
10062,10062,56,58,49,67,48
10063,10063,49,12,60,59,15
10064,10064,64,52,40,72,44
10065,10065,64,47,64,68,55
10066,10066,29,22,63,57,29
10067,10067,10,9,10,21,7
10068,10068,54,39,42,69,44
10069,10069,47,38,56,64,23
10070,10070,66,58,59,60,57
10071,10071,54,27,49,66,25
10072,10072,65,55,59,68,43
10073,10073,68,60,48,70,54
10074,10074,52,52,53,62,26
10075,10075,52,59,50,67,59
10076,10076,52,64,66,57,59
10077,10077,57,62,48,61,49
10078,10078,60,39,61,60,46
10079,10079,55,62,63,70,36
10080,10080,23,12,17,35,14
10081,10081,58,33,56,58,26
10082,10082,67,57,33,60,51
10083,10083,39,38,65,58,38
10084,10084,63,57,42,68,47
10085,10085,48,45,64,63,25
10086,10086,54,58,54,59,58
10087,10087,58,28,68,65,38
10088,10088,63,52,50,70,51
10089,10089,23,69,58,58,58
10090,10090,60,47,49,62,30
10091,10091,59,59,54,69,54
10092,10092,54,73,60,57,61
10093,10093,64,35,43,65,36
10094,10094,48,38,49,67,29
10095,10095,13,8,14,15,8
10096,10096,15,7,15,29,10
10097,10097,57,65,47,66,49
10098,10098,48,30,63,58,24
10099,10099,31,17,59,50,26
10100,10100,59,30,49,63,29
10101,10101,57,55,46,64,43
10102,10102,60,61,38,61,63
10103,10103,59,67,68,65,59
10104,10104,53,43,66,58,41
10105,10105,58,59,68,66,58
10106,10106,40,37,62,63,36
10107,10107,31,68,70,53,61
10108,10108,63,37,55,64,53
10109,10109,56,59,41,62,49
10110,10110,36,34,63,60,40
10111,10111,60,54,56,68,62
10112,10112,70,39,55,63,21
10113,10113,62,52,51,63,53
10114,10114,42,51,57,64,50
10115,10115,56,32,68,74,28
10116,10116,58,61,37,68,46
10117,10117,60,58,55,54,46
10118,10118,62,48,57,63,46
10119,10119,59,56,49,58,52
10120,10120,57,59,57,60,53
10121,10121,64,57,50,67,50
10122,10122,29,18,76,52,24
10123,10123,58,48,59,67,44
10124,10124,66,55,42,62,58
10125,10125,53,47,57,71,45
10126,10126,63,35,51,63,31
10127,10127,26,29,63,54,30
10128,10128,56,31,64,61,39
10129,10129,63,22,45,52,31
10130,10130,25,33,73,45,27
10131,10131,46,33,63,58,34
10132,10132,62,70,57,64,75
10133,10133,32,29,63,61,37
10134,10134,63,37,55,63,39
10135,10135,61,60,62,59,60
10136,10136,42,43,67,60,52
10137,10137,64,58,57,68,48
10138,10138,60,33,62,65,39
10139,10139,60,61,62,63,54
10140,10140,58,52,53,68,44
10141,10141,66,61,43,65,68
10142,10142,59,59,51,62,58
10143,10143,53,48,44,72,46
10144,10144,61,47,60,57,42
10145,10145,57,41,50,67,51
10146,10146,11,10,11,30,12
10147,10147,10,7,10,27,7
10148,10148,31,38,60,68,29
10149,10149,59,68,52,64,66
10150,10150,64,62,49,67,52
10151,10151,57,66,56,62,49
10152,10152,64,54,32,61,53
10153,10153,41,52,65,60,53
10154,10154,55,66,52,66,55
10155,10155,59,56,33,60,46
10156,10156,58,58,48,68,46
10157,10157,64,61,44,66,61
10158,10158,65,65,57,52,45
10159,10159,51,32,68,63,29
10160,10160,43,66,60,52,68
10161,10161,64,60,58,71,57
10162,10162,33,26,73,60,32
10163,10163,50,58,49,65,52
10164,10164,65,38,55,67,50
10165,10165,51,65,56,61,67
10166,10166,11,9,13,36,7
10167,10167,63,28,60,60,27
10168,10168,31,24,60,53,26
10169,10169,55,46,69,59,40
10170,10170,33,30,65,52,32
10171,10171,56,31,57,61,23
10172,10172,80,63,28,70,78
10173,10173,66,64,36,65,56
10174,10174,47,69,58,60,45
10175,10175,64,36,50,66,29
10176,10176,58,38,55,65,38
10177,10177,49,43,70,51,39
10178,10178,61,38,56,61,51
10179,10179,61,42,47,59,45
10180,10180,14,9,13,19,9
10181,10181,27,27,64,40,29
10182,10182,59,55,55,62,64
10183,10183,42,49,57,66,39
10184,10184,62,65,61,62,52
10185,10185,51,64,54,64,54
10186,10186,72,56,51,64,44
10187,10187,57,34,66,64,25
10188,10188,40,57,49,72,27
10189,10189,61,56,55,60,42
10190,10190,63,61,32,62,59
10191,10191,60,44,58,57,48
10192,10192,27,22,69,44,24
10193,10193,54,31,62,56,38
10194,10194,60,59,46,60,57
10195,10195,49,35,66,66,33
10196,10196,59,45,39,58,63
10197,10197,65,26,48,57,45
10198,10198,51,21,65,61,26
10199,10199,45,39,59,65,36
10200,10200,61,62,55,60,54
10201,10201,50,68,73,55,60
10202,10202,64,45,64,60,12
10203,10203,50,38,57,67,54
10204,10204,68,54,64,69,64
10205,10205,55,34,46,62,35
10206,10206,57,26,53,61,31
10207,10207,64,52,32,63,53
10208,10208,62,52,59,58,40
10209,10209,57,64,49,63,51
10210,10210,27,18,62,59,24
10211,10211,36,53,40,67,33
10212,10212,62,58,33,60,54
10213,10213,59,27,64,66,34
10214,10214,63,49,40,65,54
10215,10215,53,52,65,59,47
10216,10216,59,42,60,62,42
10217,10217,55,29,50,62,40
10218,10218,62,66,71,67,58
10219,10219,55,60,41,62,63
10220,10220,47,25,64,62,23
10221,10221,65,27,43,63,30
10222,10222,52,50,52,67,50
10223,10223,57,41,46,57,29
10224,10224,62,65,35,62,47
10225,10225,64,55,22,65,59
10226,10226,16,11,20,31,12
10227,10227,34,68,72,62,62
10228,10228,50,49,55,72,36
10229,10229,66,57,42,62,57
10230,10230,52,41,59,57,23
10231,10231,66,66,40,68,36
10232,10232,10,6,11,26,5
10233,10233,13,18,14,28,19
10234,10234,57,31,53,62,33
10235,10235,54,67,51,61,53
10236,10236,54,56,63,70,35
10237,10237,35,24,62,61,32
10238,10238,62,69,50,60,52
10239,10239,46,67,70,61,67
10240,10240,51,50,49,67,43
10241,10241,63,58,45,63,47
10242,10242,63,60,56,64,61
10243,10243,64,38,49,65,35
10244,10244,68,59,54,67,49
10245,10245,17,13,16,31,16
10246,10246,28,68,67,67,60
10247,10247,62,25,57,62,22
10248,10248,61,58,57,57,46
10249,10249,46,35,54,64,29
10250,10250,14,14,12,26,19
10251,10251,65,34,49,68,60
10252,10252,59,45,65,64,27
10253,10253,64,47,40,62,40
10254,10254,41,21,55,68,23
10255,10255,34,73,63,53,65
10256,10256,37,68,66,51,66
10257,10257,63,58,55,54,42
10258,10258,48,19,70,60,21
10259,10259,35,68,72,57,65
10260,10260,62,38,54,63,35
10261,10261,48,59,67,58,44
10262,10262,54,68,66,62,56
10263,10263,43,43,58,65,48
10264,10264,54,58,48,57,52
10265,10265,16,15,17,26,19
10266,10266,12,5,11,29,4
10267,10267,53,43,61,63,43
10268,10268,33,35,69,50,42
10269,10269,33,67,67,50,48
10270,10270,55,39,49,65,43
10271,10271,63,57,46,66,43
10272,10272,48,39,48,64,38
10273,10273,52,45,54,68,47
10274,10274,53,51,48,64,45
10275,10275,61,52,35,59,55
10276,10276,62,47,53,58,34
10277,10277,66,41,50,57,40
10278,10278,68,57,56,62,52
10279,10279,24,66,71,60,57
10280,10280,64,66,50,55,57
10281,10281,56,45,44,67,47
10282,10282,11,11,12,14,12
10283,10283,46,49,55,67,36
10284,10284,64,50,51,73,62
10285,10285,59,61,58,60,63
10286,10286,30,33,66,54,30
10287,10287,60,36,53,60,31
10288,10288,38,24,65,53,26
10289,10289,28,32,62,58,41
10290,10290,58,51,58,65,46
10291,10291,32,27,61,54,29
10292,10292,58,26,62,60,22
10293,10293,61,65,62,61,64
10294,10294,28,26,51,32,28
10295,10295,60,48,58,60,40
10296,10296,61,56,43,64,53
10297,10297,27,33,62,58,29
10298,10298,57,34,54,55,34
10299,10299,54,49,55,69,43
10300,10300,54,45,47,66,45
10301,10301,32,20,71,56,26
10302,10302,63,52,54,58,48
10303,10303,64,63,53,61,42
10304,10304,55,58,40,59,55
10305,10305,42,31,67,49,41
10306,10306,63,58,61,66,68
10307,10307,48,37,67,62,35
10308,10308,64,25,63,59,30
10309,10309,62,37,45,54,31
10310,10310,65,60,42,64,48
10311,10311,18,11,15,35,10
10312,10312,57,66,61,53,64
10313,10313,47,37,66,64,37
10314,10314,66,68,62,64,60
10315,10315,60,43,48,50,36
10316,10316,11,14,12,48,20
10317,10317,54,50,62,60,60
10318,10318,61,60,35,59,48
10319,10319,49,57,45,71,47
10320,10320,62,32,37,65,46
10321,10321,15,13,14,23,19
10322,10322,15,14,19,31,14
10323,10323,60,60,55,71,53
10324,10324,60,55,28,64,57
10325,10325,15,9,13,23,9
10326,10326,18,9,13,30,8
10327,10327,61,47,50,62,39
10328,10328,71,46,49,71,40
10329,10329,50,25,64,62,29
10330,10330,54,70,55,63,50
10331,10331,49,66,61,61,53
10332,10332,60,61,54,59,58
10333,10333,63,63,55,63,59
10334,10334,16,10,11,17,13
10335,10335,54,54,49,60,48
10336,10336,62,65,55,70,34
10337,10337,58,61,52,61,56
10338,10338,65,60,47,66,62
10339,10339,62,58,59,61,52
10340,10340,55,27,44,55,26
10341,10341,60,45,58,68,54
10342,10342,24,16,74,60,25
10343,10343,54,57,37,63,50
10344,10344,64,60,53,65,49
10345,10345,66,68,58,70,52
10346,10346,13,20,10,22,16
10347,10347,13,12,18,26,18
10348,10348,32,68,63,56,58
10349,10349,57,55,35,60,55
10350,10350,36,22,65,50,32
10351,10351,39,34,62,60,32
10352,10352,64,60,57,62,59
10353,10353,64,50,77,72,50
10354,10354,64,58,54,65,52
10355,10355,68,63,69,67,50
10356,10356,22,68,70,60,57
10357,10357,15,16,20,24,18
10358,10358,47,51,57,70,38
10359,10359,34,70,68,54,72
10360,10360,62,38,48,62,41
10361,10361,58,54,50,66,30
10362,10362,68,60,64,61,57
10363,10363,34,16,61,63,26
10364,10364,61,68,76,65,62
10365,10365,23,11,74,43,33
10366,10366,53,48,57,69,45
10367,10367,51,23,48,55,23
10368,10368,54,38,65,62,32
10369,10369,65,43,59,61,35
10370,10370,13,18,18,18,20
10371,10371,54,63,69,62,67
10372,10372,57,67,61,68,59
10373,10373,60,59,40,59,50
10374,10374,51,38,61,60,24
10375,10375,63,65,58,62,64
10376,10376,61,63,52,62,49
10377,10377,29,22,66,49,24
10378,10378,60,41,51,58,43
10379,10379,24,16,68,64,26
10380,10380,19,5,9,15,4
10381,10381,68,47,48,58,23
10382,10382,59,58,49,66,53
10383,10383,24,17,64,51,28
10384,10384,57,63,36,59,59
10385,10385,51,64,58,55,53
10386,10386,13,8,14,25,8
10387,10387,56,65,55,59,48
10388,10388,61,66,52,61,55
10389,10389,22,64,66,56,57
10390,10390,60,69,59,58,54
10391,10391,59,54,40,63,46
10392,10392,63,58,54,59,51
10393,10393,18,16,16,27,16
10394,10394,63,38,68,60,33
10395,10395,62,28,55,57,33
10396,10396,60,32,53,62,33
10397,10397,65,58,42,63,43
10398,10398,63,43,57,66,35
10399,10399,47,66,70,42,60
10400,10400,42,71,69,62,60
10401,10401,44,64,74,60,59
10402,10402,59,59,61,59,54
10403,10403,65,54,58,64,48
10404,10404,47,61,44,65,54
10405,10405,61,37,59,58,39
10406,10406,62,42,50,56,35
10407,10407,49,63,55,61,64
10408,10408,25,25,66,54,35
10409,10409,51,22,58,64,64
10410,10410,54,63,65,56,60
10411,10411,41,64,63,61,59
10412,10412,58,41,58,63,40
10413,10413,48,50,71,64,51
10414,10414,14,14,12,30,16
10415,10415,61,22,53,60,27
10416,10416,23,66,74,60,63
10417,10417,42,65,68,62,67
10418,10418,57,56,44,69,55
10419,10419,60,47,61,62,45
10420,10420,64,35,67,65,47
10421,10421,61,22,62,63,36
10422,10422,63,62,30,65,65
10423,10423,60,52,42,60,50
10424,10424,21,12,7,50,20
10425,10425,68,54,38,66,61
10426,10426,56,24,62,52,21
10427,10427,56,64,45,62,55
10428,10428,54,24,66,55,29
10429,10429,35,27,67,65,15
10430,10430,62,61,54,60,54
10431,10431,58,66,62,69,46
10432,10432,54,49,68,68,41
10433,10433,43,42,61,62,32
10434,10434,41,42,34,64,18
10435,10435,14,12,25,23,10
10436,10436,67,59,46,70,50
10437,10437,49,17,68,55,23
10438,10438,63,53,55,60,62
10439,10439,40,65,73,60,52
10440,10440,48,30,57,66,31
10441,10441,70,60,53,65,45
10442,10442,46,38,68,61,40
10443,10443,66,27,54,65,28
10444,10444,58,61,36,63,49
10445,10445,64,59,52,66,42
10446,10446,59,39,66,56,44
10447,10447,60,52,41,63,43
10448,10448,10,9,14,15,5
10449,10449,54,50,60,71,44
10450,10450,51,54,64,65,57
10451,10451,55,40,56,67,44
10452,10452,43,66,74,70,60
10453,10453,41,33,55,64,31
10454,10454,58,55,60,65,51
10455,10455,52,53,54,68,54
10456,10456,60,61,44,58,65
10457,10457,59,39,52,70,42
10458,10458,63,47,44,62,46
10459,10459,57,66,58,62,55
10460,10460,55,65,63,58,47
10461,10461,34,17,69,55,23
10462,10462,47,48,49,62,34
10463,10463,53,67,65,65,61
10464,10464,63,29,54,58,30
10465,10465,57,28,47,57,23
10466,10466,37,38,73,52,27
10467,10467,43,34,71,60,38
10468,10468,57,51,63,66,57
10469,10469,20,24,74,34,20
10470,10470,63,44,74,67,43
10471,10471,20,16,16,27,16
10472,10472,46,24,66,55,21
10473,10473,59,55,39,65,40
10474,10474,12,11,9,8,12
10475,10475,57,30,54,57,25
10476,10476,46,52,67,66,50
10477,10477,68,42,45,59,32
10478,10478,16,18,19,34,20
10479,10479,64,49,57,62,35
10480,10480,44,60,45,68,38
10481,10481,44,33,65,62,34
10482,10482,56,35,58,63,36
10483,10483,56,60,56,65,53
10484,10484,65,40,57,60,36
10485,10485,60,23,42,63,25
10486,10486,54,35,54,63,31
10487,10487,62,53,44,63,45
10488,10488,61,47,62,70,45
10489,10489,65,44,61,61,44
10490,10490,61,31,51,60,30
10491,10491,27,20,65,45,32
10492,10492,56,66,65,55,58
10493,10493,45,32,56,64,22
10494,10494,53,57,60,68,42
10495,10495,33,28,64,56,31
10496,10496,42,63,63,68,62
10497,10497,42,66,57,49,64
10498,10498,58,40,48,63,32
10499,10499,55,62,34,68,53
10500,10500,59,62,47,67,66
10501,10501,55,53,41,70,43
10502,10502,13,7,11,22,7
10503,10503,61,41,56,61,29
10504,10504,59,32,46,64,30
10505,10505,58,18,66,65,32
10506,10506,56,51,42,70,43
10507,10507,52,65,71,60,58
10508,10508,54,52,56,66,54
10509,10509,55,41,57,65,38
10510,10510,58,63,38,69,56
10511,10511,48,39,60,51,32
10512,10512,27,30,62,60,23
10513,10513,10,9,10,57,7
10514,10514,29,21,70,56,35
10515,10515,50,28,58,66,32
10516,10516,50,60,55,70,40
10517,10517,59,30,60,63,32
10518,10518,43,19,66,54,29
10519,10519,62,58,48,63,47
10520,10520,69,50,34,63,40
10521,10521,63,63,52,61,56
10522,10522,15,18,13,25,14
10523,10523,60,34,56,68,38
10524,10524,47,50,66,59,46
10525,10525,50,51,67,62,60
10526,10526,65,41,48,64,40
10527,10527,53,48,56,66,50
10528,10528,43,62,61,60,62
10529,10529,63,56,49,62,48
10530,10530,64,34,63,60,28
10531,10531,65,30,58,63,45
10532,10532,23,19,11,26,12
10533,10533,66,43,47,69,48
10534,10534,19,14,29,32,20
10535,10535,32,21,59,64,25
10536,10536,68,40,49,56,36
10537,10537,53,66,66,65,67
10538,10538,30,73,72,60,70
10539,10539,14,6,10,25,5
10540,10540,56,61,51,63,40
10541,10541,44,27,60,63,32
10542,10542,41,46,61,66,56
10543,10543,56,41,52,62,42
10544,10544,50,37,55,64,33
10545,10545,29,70,74,60,51
10546,10546,34,75,58,61,72
10547,10547,65,62,52,67,48
10548,10548,43,19,59,62,30
10549,10549,61,65,47,62,63
10550,10550,62,56,62,69,48
10551,10551,52,27,57,57,28
10552,10552,52,49,47,68,48
10553,10553,17,6,18,21,6
10554,10554,40,64,67,58,61
10555,10555,57,56,58,65,59
10556,10556,29,28,62,58,23
10557,10557,61,65,45,64,41
10558,10558,70,68,41,66,45
10559,10559,55,42,59,65,35
10560,10560,45,74,67,53,62
10561,10561,32,30,67,55,37
10562,10562,60,67,55,65,55
10563,10563,39,48,71,67,46
10564,10564,35,48,38,69,42
10565,10565,45,49,44,68,57
10566,10566,59,46,38,61,31
10567,10567,65,57,47,58,54
10568,10568,43,33,71,56,46
10569,10569,45,67,70,62,61
10570,10570,30,67,56,54,59
10571,10571,52,39,53,67,48
10572,10572,52,53,38,68,52
10573,10573,53,62,68,62,43
10574,10574,11,10,10,27,10
10575,10575,60,58,50,65,32
10576,10576,62,49,47,60,44
10577,10577,60,23,64,59,24
10578,10578,66,50,43,68,40
10579,10579,41,31,66,55,29
10580,10580,55,53,59,63,50
10581,10581,59,30,58,62,38
10582,10582,57,62,44,59,53
10583,10583,54,46,69,67,57
10584,10584,50,20,60,54,29
10585,10585,55,64,51,64,64
10586,10586,60,42,53,57,31
10587,10587,62,55,36,65,52
10588,10588,51,66,70,68,61
10589,10589,59,21,63,59,31
10590,10590,68,59,54,69,47
10591,10591,65,36,48,67,38
10592,10592,48,61,42,73,38
10593,10593,49,58,63,65,55
10594,10594,59,39,60,64,37
10595,10595,60,55,54,65,40
10596,10596,53,56,52,66,46
10597,10597,32,25,65,46,15
10598,10598,57,66,62,56,62
10599,10599,58,72,58,58,59
10600,10600,58,39,48,66,34
10601,10601,63,56,51,65,45
10602,10602,51,69,60,58,56
10603,10603,65,26,68,64,28
10604,10604,62,60,52,67,57
10605,10605,58,57,64,61,54
10606,10606,65,58,58,67,50
10607,10607,68,26,47,56,37
10608,10608,53,45,55,63,52
10609,10609,41,26,45,68,27
10610,10610,55,56,59,63,58
10611,10611,41,35,62,59,36
10612,10612,59,41,66,64,38
10613,10613,49,42,53,64,46
10614,10614,13,14,13,23,12
10615,10615,60,30,49,62,31
10616,10616,24,16,65,67,24
10617,10617,35,30,65,53,23
10618,10618,49,55,65,66,49
10619,10619,34,35,67,54,25
10620,10620,58,59,37,63,45
10621,10621,35,13,11,26,12
10622,10622,56,59,40,67,50
10623,10623,26,26,70,58,30
10624,10624,54,33,52,54,29
10625,10625,12,13,14,23,14
10626,10626,66,55,58,60,53
10627,10627,63,45,55,62,33
10628,10628,47,65,64,57,58
10629,10629,50,64,67,60,62
10630,10630,13,8,12,17,8
10631,10631,42,66,79,53,52
10632,10632,46,31,57,66,29
10633,10633,65,52,49,64,49
10634,10634,46,28,63,59,24
10635,10635,31,25,70,55,21
10636,10636,12,10,13,22,9
10637,10637,64,39,44,71,31
10638,10638,64,63,42,64,46
10639,10639,53,24,60,61,27
10640,10640,56,43,57,64,12
10641,10641,25,35,63,57,42
10642,10642,47,32,62,66,41
10643,10643,34,24,72,61,34
10644,10644,29,28,63,51,25
10645,10645,60,57,45,64,53
10646,10646,60,60,35,65,40
10647,10647,51,62,43,60,47
10648,10648,65,46,53,63,45
10649,10649,60,59,67,63,36
10650,10650,62,57,47,63,50
10651,10651,58,57,61,67,51
10652,10652,66,59,57,68,58
10653,10653,59,70,63,60,60
10654,10654,58,60,57,58,56
10655,10655,55,64,54,56,44
10656,10656,65,51,58,61,25
10657,10657,36,28,67,50,32
10658,10658,64,51,51,62,23
10659,10659,58,59,54,69,47
10660,10660,12,13,17,41,8
10661,10661,68,51,60,72,61
10662,10662,48,36,53,65,45
10663,10663,59,35,58,58,38
10664,10664,52,66,59,56,66
10665,10665,47,62,61,55,72
10666,10666,56,29,60,58,22
10667,10667,51,31,66,56,28
10668,10668,31,48,68,41,32
10669,10669,65,57,42,66,58
10670,10670,60,62,59,66,63
10671,10671,11,13,15,32,17
10672,10672,19,11,13,30,11
10673,10673,29,21,62,53,23
10674,10674,53,52,53,64,46
10675,10675,52,57,53,65,48
10676,10676,69,54,60,66,43
10677,10677,61,58,60,53,33
10678,10678,58,48,60,63,44
10679,10679,65,31,68,68,34
10680,10680,56,62,45,66,59
10681,10681,67,67,54,61,65
10682,10682,60,59,64,64,62
10683,10683,62,54,45,62,60
10684,10684,73,52,48,57,26
10685,10685,58,65,53,65,65
10686,10686,55,61,47,66,62
10687,10687,61,34,55,55,27
10688,10688,15,12,16,22,15
10689,10689,56,43,53,75,52
10690,10690,56,66,59,58,44
10691,10691,28,24,68,55,25
10692,10692,32,67,65,55,55
10693,10693,49,40,53,67,39
10694,10694,63,62,42,67,51
10695,10695,45,45,55,66,39
10696,10696,68,57,48,67,40
10697,10697,52,64,64,65,61
10698,10698,39,27,63,64,30
10699,10699,59,57,55,66,56
10700,10700,67,61,43,56,56
10701,10701,69,61,52,68,61
10702,10702,34,22,61,52,43
10703,10703,58,52,58,62,45
10704,10704,66,58,45,67,42
10705,10705,58,46,62,64,44
10706,10706,53,57,42,70,59
10707,10707,65,56,51,66,46
10708,10708,35,32,62,58,38
10709,10709,26,23,78,56,17
10710,10710,57,63,62,56,41
10711,10711,67,32,49,59,27
10712,10712,50,65,56,64,58
10713,10713,57,56,42,71,50
10714,10714,46,67,54,58,57
10715,10715,35,71,60,58,46
10716,10716,50,32,63,58,34
10717,10717,65,54,66,66,32
10718,10718,64,25,58,59,23
10719,10719,9,12,8,32,12
10720,10720,37,68,62,62,63
10721,10721,51,39,61,52,35
10722,10722,63,59,47,64,63
10723,10723,56,60,39,67,58
10724,10724,18,16,19,30,14
10725,10725,66,68,65,66,51
10726,10726,54,44,63,68,43
10727,10727,72,53,47,63,58
10728,10728,44,40,68,53,38
10729,10729,45,60,46,65,55
10730,10730,60,59,37,61,41
10731,10731,18,15,23,41,12
10732,10732,65,56,54,60,56
10733,10733,61,54,50,71,60
10734,10734,53,64,45,67,52
10735,10735,59,60,44,66,43
10736,10736,50,48,39,69,51
10737,10737,43,36,63,61,43
10738,10738,31,29,63,35,33
10739,10739,59,51,42,68,49
10740,10740,57,50,60,66,43
10741,10741,43,67,66,56,56
10742,10742,49,50,62,64,56
10743,10743,19,19,13,23,13
10744,10744,38,24,64,62,35
10745,10745,54,37,57,60,29
10746,10746,62,59,55,62,60
10747,10747,52,67,55,67,53
10748,10748,59,53,48,66,30
10749,10749,54,65,63,69,49
10750,10750,50,31,60,66,31
10751,10751,28,32,63,64,24
10752,10752,54,67,61,62,62
10753,10753,56,65,64,60,57
10754,10754,57,70,72,58,65
10755,10755,17,13,15,23,16
10756,10756,65,58,54,62,46
10757,10757,62,64,63,59,67
10758,10758,19,15,19,28,17
10759,10759,31,65,73,50,66
10760,10760,53,70,45,64,44
10761,10761,58,51,61,64,63
10762,10762,17,13,14,38,17
10763,10763,68,60,64,61,57
10764,10764,61,60,37,67,55
10765,10765,64,32,56,59,26
10766,10766,70,26,54,62,29
10767,10767,59,60,39,74,43
10768,10768,48,24,66,62,22
10769,10769,13,12,11,18,13
10770,10770,48,43,64,63,38
10771,10771,36,72,65,57,60
10772,10772,47,58,27,68,59
10773,10773,23,22,76,42,22
10774,10774,10,9,14,23,11
10775,10775,54,69,69,61,60
10776,10776,60,51,59,70,47
10777,10777,58,65,67,66,54
10778,10778,50,38,66,62,34
10779,10779,31,17,62,56,25
10780,10780,17,30,61,54,46
10781,10781,65,42,48,66,58
10782,10782,64,45,53,59,46
10783,10783,49,32,61,65,29
10784,10784,26,23,63,56,23
10785,10785,64,38,49,63,36
10786,10786,66,44,55,62,45
10787,10787,55,46,59,69,48
10788,10788,66,54,47,67,62
10789,10789,57,47,54,65,56
10790,10790,64,64,65,69,48
10791,10791,40,33,60,54,29
10792,10792,58,64,54,61,58
10793,10793,54,44,52,68,29
10794,10794,63,54,59,68,46
10795,10795,67,61,60,67,62
10796,10796,54,46,70,63,44
10797,10797,65,65,66,65,68
10798,10798,14,11,12,21,13
10799,10799,62,50,44,52,57
10800,10800,52,56,45,66,38
10801,10801,33,36,64,63,28
10802,10802,49,67,82,60,58
10803,10803,59,61,56,62,56
10804,10804,36,39,70,54,40
10805,10805,62,47,47,64,53
10806,10806,41,49,66,53,41
10807,10807,53,49,51,69,38
10808,10808,62,55,50,61,32
10809,10809,55,35,46,56,26
10810,10810,53,58,48,67,54
10811,10811,56,48,64,62,39
10812,10812,14,11,15,29,15
10813,10813,55,52,58,60,48
10814,10814,63,58,60,67,55
10815,10815,65,36,63,59,44
10816,10816,59,65,45,62,64
10817,10817,60,30,60,59,35
10818,10818,53,67,55,63,48
10819,10819,57,66,63,63,64
10820,10820,54,33,38,56,32
10821,10821,66,61,44,65,48
10822,10822,63,59,58,60,59
10823,10823,57,26,61,63,34
10824,10824,59,61,63,62,60
10825,10825,15,10,12,18,8
10826,10826,10,7,10,25,7
10827,10827,13,19,9,24,13
10828,10828,60,48,57,62,44
10829,10829,41,68,65,61,55
10830,10830,60,49,56,70,32
10831,10831,12,9,10,22,9
10832,10832,38,67,62,56,60
10833,10833,13,15,12,28,8
10834,10834,52,38,55,68,36
10835,10835,60,34,38,58,40
10836,10836,58,36,60,56,27
10837,10837,53,58,54,65,46
10838,10838,45,68,59,56,51
10839,10839,67,58,63,66,57
10840,10840,55,63,55,65,63
10841,10841,59,51,38,67,50
10842,10842,64,58,34,68,46
10843,10843,55,32,53,59,31
10844,10844,62,61,30,64,61
10845,10845,43,73,60,57,65
10846,10846,56,63,42,69,44
10847,10847,64,58,43,61,57
10848,10848,32,67,65,62,53
10849,10849,39,66,63,60,58
10850,10850,59,65,57,64,62
10851,10851,32,65,59,51,61
10852,10852,24,7,10,39,8
10853,10853,28,26,65,67,30
10854,10854,51,50,47,71,55
10855,10855,60,58,68,68,58
10856,10856,58,61,37,60,43
10857,10857,39,71,71,53,48
10858,10858,45,66,58,55,60
10859,10859,55,31,64,62,31
10860,10860,40,31,58,60,34
10861,10861,59,33,64,60,29
10862,10862,63,31,41,60,23
10863,10863,60,61,48,63,47
10864,10864,50,52,38,67,53
10865,10865,43,19,50,60,20
10866,10866,11,12,14,13,11
10867,10867,16,15,12,50,14
10868,10868,58,48,49,60,45
10869,10869,62,61,59,58,48
10870,10870,51,41,55,66,42
10871,10871,58,61,66,66,47
10872,10872,12,9,11,44,10
10873,10873,54,31,64,58,29
10874,10874,64,66,70,59,51
10875,10875,65,55,32,63,53
10876,10876,62,66,70,59,55
