quote,author,likes,category
"Do you remember me telling you we are practicing non-verbal spells, Potter?""",J.K. Rowling,13920,humor|rebellion|sarcasm
"I finally understood what true love meant...love meant that you care for another person's happiness more than your own, no matter how painful the choices you face might be.",Nicholas Sparks,13837,dear-john|nicholas-sparks
"When adults say, ""Teenagers think they are invincible"" with that sly, stupid smile on their faces, they don't know how right they are. We need never be hopeless, because we can never be irreparably broken. We think that we are invincible because we are. We cannot be born, and we cannot die. Like all energy, we can only change shapes and sizes and manifestations. They forget that when they get old. They get scared of losing and failing. But that part of us greater than the sum of our parts cannot begin and cannot end, and so it cannot fail.",John Green,13834,invincible|teenagers|teens
Books are a uniquely portable magic.,Stephen King,13805,books|magic|reading
Memories warm you up from the inside. But they also tear you apart.,Haruki Murakami,13778,memories
Knowing yourself is the beginning of all wisdom.,Aristotle,13700,introspection|self-discovery|wisdom
"Oh, I wouldn't mind, Hazel Grace. It would be a privilege to have my heart broken by you.",John Green,13636,augustus-waters|hazel|heartbreak|privilege
"I love you as certain dark things are to be loved,",Pablo Neruda,13485,love|poetry
"Thomas Edison's last words were """,John Green,13470,
Be careful about reading health books. Some fine day you'll die of a misprint.,Markus Herz,13454,books|health|humor|misattributed-mark-twain|misprints
"He’s not perfect. You aren’t either, and the two of you will never be perfect. But if he can make you laugh at least once, causes you to think twice, and if he admits to being human and making mistakes, hold onto him and give him the most you can. He isn’t going to quote poetry, he’s not thinking about you every moment, but he will give you a part of him that he knows you could break. Don’t hurt him, don’t change him, and don’t expect for more than he can give. Don’t analyze. Smile when he makes you happy, yell when he makes you mad, and miss him when he’s not there. Love hard when there is love to be had. Because perfect guys don’t exist, but there’s always one guy that is perfect for you.",Bob Marley,13437,inspirational|love
"I can never read all the books I want; I can never be all the people I want and live all the lives I want. I can never train myself in all the skills I want. And why do I want? I want to live and feel all the shades, tones and variations of mental and physical experience possible in my life. And I am horribly limited.",Sylvia Plath,13344,books|life|limits
"Jesus!"" Luke exclaimed.",Cassandra Clare,13316,humor|jace-wayland|simon-lewis
Happiness in intelligent people is the rarest thing I know.,Ernest Hemingway,13293,happiness
It is one of the blessings of old friends that you can afford to be stupid with them.,Ralph Waldo Emerson,13211,friends
It's the possibility of having a dream come true that makes life interesting.,Paulo Coelho,13198,inspirational
If you're gonna be two-faced at least make one of them pretty.,Marilyn Monroe,13161,
Have you ever noticed how ‘What the hell’ is always the right decision to make?,Terry Johnson,13107,humor|misattributed-to-marilyn-monroe|philosophy
"You can't live your life for other people. You've got to do what's right for you, even if it hurts some people you love.",Nicholas Sparks,12977,inspirational|the-notebook
"The one you love and the one who loves you are never, ever the same person.",Chuck Palahniuk,12972,life|love
"When we honestly ask ourselves which person in our lives mean the most to us, we often find that it is those who, instead of giving advice, solutions, or cures, have chosen rather to share our pain and touch our wounds with a warm and tender hand. The friend who can be silent with us in a moment of despair or confusion, who can stay with us in an hour of grief and bereavement, who can tolerate not knowing, not curing, not healing and face with us the reality of our powerlessness, that is a friend who cares.",Henri J.M. Nouwen,12942,empathy|friends|friendship|inspirational
"Yes: I am a dreamer. For a dreamer is one who can only find his way by moonlight, and his punishment is that he sees the dawn before the rest of the world.",Oscar Wilde,12927,dreaming|dreams|imagination
An eye for an eye will only make the whole world blind.,Mahatma Gandhi,12861,conflict|fighting|peace|revenge|trial|violence
"So I walked back to my room and collapsed on the bottom bunk, thinking that if people were rain, I was drizzle and she was a hurricane.",John Green,12786,johngreen|lookingforalaska
Just because you have the emotional range of a teaspoon doesn't mean we all have.,J.K. Rowling,12777,hermione
"Some people don't understand the promises they're making when they make them,"" I said.",John Green,12734,faith|faithfulness|love|promises
"Is this the part where you start tearing off strips of your shirt to bind my wounds?""",Cassandra Clare,12734,clary|clothes|jace|wounds
"I became insane, with long intervals of horrible sanity.",Edgar Allan Poe,12677,insanity|sanity
"I would rather walk with a friend in the dark, than alone in the light.",Helen Keller,12617,friendship
Numbing the pain for a while will make it worse when you finally feel it.,J.K. Rowling,12605,pain
Creativity is knowing how to hide your sources,C.E.M. Joad,12470,creativity|humor|misattributed-to-einstein|paraphrased
"Life is an awful, ugly place to not have a best friend.",Sarah Dessen,12420,friendship
Those who don't believe in magic will never find it.,Roald Dahl,12391,
"I wish I could freeze this moment, right here, right now and live in it forever.",Suzanne Collins,12363,peeta
"The truth will set you free, but first it will piss you off.",Joe Klaas,12303,anger|freedom|misattributed-gloria-steinem|truth
"The statistics on sanity are that one out of every four people is suffering from a mental illness. Look at your 3 best friends. If they're ok, then it's you.",Rita Mae Brown,12248,humor|insanity
"I speak to everyone in the same way, whether he is the garbage man or the president of the university.",Albert Einstein,12180,life|respect
"Books are the quietest and most constant of friends; they are the most accessible and wisest of counselors, and the most patient of teachers.",Charles William Eliot,12155,books|friends|reading|teachers
You can never be overdressed or overeducated.,Oscar Wilde,12148,education|fashion
Only the very weak-minded refuse to be influenced by literature and poetry.,Cassandra Clare,12113,books|literature|philosphy|poetry|reading
