spotid,spotname,geo-coordinates
519721,Prada Store Broadway,POINT(-73.99781215 40.72446739)
183843,Churrascaria Plataforma,POINT(-73.9878998952 40.7623144871)
323726,Livestream HQ,POINT(-73.99609208 40.72580546)
450626,"Partsearch Technologies,Inc.",POINT(-73.9850765176 40.7422787757)
1047733,Main Post Office,POINT(-74.01672792 40.71612137)
6605874,St. Peter's Prep School,POINT(-74.039365026 40.715671401)
878759,Hallo Berlin Express,POINT(-73.9886578918 40.7636006149)
150332,Boxee HQ,POINT(-73.9847157 40.74382686)
999666,Pier 96,POINT(-73.9952771833 40.7712229833)
82346,Forever 21,POINT(-73.9974606165 40.724708945)
658004,Espirit,POINT(-73.9974464747 40.7247187049)
1166987,Rice 'n' Beans,POINT(-73.988660574 40.7636168671)
1079551,Rudy's Music SoHo,POINT(-74.0010344486 40.72228347)
48762,Digitas,POINT(-73.9852748627 40.7415039025)
7211146,MLB Fan Cave,POINT(-73.997228 40.724878)
389619,Los Dos Molinos,POINT(-73.9871166167 40.7368038667)
279420,Urban Outfitters,POINT(-73.9956085 40.72617572)
6477642,"T-Systems North America, Inc.",POINT(-74.00506 40.720087)
48514,THE LION KING at the Minskoff Theatre,POINT(-73.9858925343 40.7581071254)
525377,"H&M, Soho 2",POINT(-73.9985203743 40.7239170194)
3026508,Latitude,POINT(-73.986995 40.760679)
7169354,Best Buy,POINT(-73.996047869 40.72580231)
2754701,Kuma Games,POINT(-73.98419886 40.7491061)
639509,Bank Of America,POINT(-73.9851300039 40.7419423017)
170900,Brazil Grill,POINT(-73.9872626187 40.7612350355)
1051674,Rudy's,POINT(-73.98860359 40.76358103)
1469601,Edward's Steakhouse,POINT(-74.04248315 40.716279717)
6553161,Roy Rogers ,POINT(-74.0657418966 40.7687294483)
578999,Broadway New York,POINT(-73.9860721012 40.7586174134)
1297280,Atrium,POINT(-73.9955163986 40.7262326706)
610056,Latin thing,POINT(-73.985152 40.741825)
348551,Yama Sushi,POINT(-73.9875765853 40.7358659639)
873723,The Palm ,POINT(-73.98753485 40.7617686833)
57488,American Eagle Outfitters,POINT(-73.99743675 40.7246848833)
1385944,A Slice Of New York,POINT(-73.98694062 40.76061153)
2835722,Advance Focus,POINT(-73.98505544 40.74215382)
174062,FedEx Office,POINT(-73.9917493875 40.7299235751)
7454358,Uncle Mario's Pizza,POINT(-73.98878932 40.7638907433)
765113,Museum of Comic and Cartoon Art,POINT(-73.9969513436 40.7250488312)
1121567,Victoria's Secret,POINT(-73.99784409 40.72437369)
72397,Bella Napoli,POINT(-73.9843427582 40.7458887)
293639,Cafe Un Deux Trois,POINT(-73.985583 40.75732749)
5443068,AgencyNet,POINT(-73.9971899986 40.7248602062)
987803,Aspa & nails,POINT(-73.9875237283 40.7359336176)
7402546,Mystique Boutique,POINT(-73.998037 40.724228)
460947,Verizon,POINT(-73.9847183333 40.7542006333)
7261849,Tiny's,POINT(-74.005150795 40.720005904)
898557,Grand Slam New York Gifts,POINT(-73.9858375833 40.75807735)
604502,Patzeria Pasta & Grill,POINT(-73.9867840113 40.7603322484)
6526876,Twenty9th Park Madison,POINT(-73.98444089 40.74501836)
6499276,Brooks Atkinson Theatre,POINT(-73.986739234 40.760244594)
298135,The Coffee Pot,POINT(-73.98854166 40.76354122)
1521480,Broadway Gourmet,POINT(-73.99787253 40.72433263)
7074571,Puffy's Tavern,POINT(-74.007136 40.719102)
110013,Hotel Giraffe,POINT(-73.9849794841 40.7423456006)
811679,Asics Store,POINT(-73.9846078167 40.7537044833)
811691,Hallmark,POINT(-73.9846078167 40.7537044833)
854210,Organique,POINT(-73.9857274028 40.7399042618)
5212553,The Gray-Longs,POINT(-73.987479388 40.761730222)
7222826,WNET/Thirteen.org,POINT(-73.987546264 40.761854799)
627433,Glass House Tavern,POINT(-73.98679906 40.76038753)
183742,Puffy's Tavern,POINT(-74.0091512 40.7182898)
778190,82 Mercer,POINT(-74.0003966167 40.7226090667)
910102,24 Hour Fitness,POINT(-73.99781817 40.72436404)
7011649,Murray Hill Center,POINT(-73.984896202 40.742645914)
1059294,Pomodoro's,POINT(-73.997601 40.724523)
486802,World Up,POINT(-73.99596166 40.72581022)
6609256,325 Fifth Ave,POINT(-73.984188562 40.747324238)
6516047,Converse,POINT(-73.998501083 40.723868733)
1074585,The Blarney Stone,POINT(-73.9869222 40.7606582)
353261,Kate Spade,POINT(-74.0008513667 40.72231985)
3290208,Nespresso ,POINT(-73.99781727 40.72435611)
732488,Stewart House,POINT(-73.9909915816 40.7307553989)
491940,Anotheroom,POINT(-74.0055195323 40.7198079904)
787272,Walgreens - Astor Place,POINT(-73.9917933941 40.7298157824)
267982,US Post Office - Cooper Station,POINT(-73.9900043607 40.7320068507)
579237,Noble Desktop,POINT(-73.9967116688 40.7251922332)
83218,Pigalle,POINT(-73.9871892167 40.76121275)
13076,National Arts Club,POINT(-73.9865899086 40.7377301171)
1354997,Barzinho,POINT(-74.007165 40.719069)
7490322,"Miss Abigail's Guide To Dating, Mating, and Marriage",POINT(-73.986310959 40.759350514)
132260,Reproductions,POINT(-73.98456728 40.75361096)
1251557,Theatre,POINT(-74.007191 40.719054)
662815,Scholastic,POINT(-73.9983087289 40.7239858998)
7402657,Social Apparel,POINT(-73.997989 40.724216)
7592266,Nickelodeon Creative Advertising,POINT(-73.985524678 40.757305369)
412947,TargetCast Networks,POINT(-73.9842017646 40.7468205975)
11839,Bank of America Tower,POINT(-73.9848518333 40.7549965333)
7069171,Irving Plaza,POINT(-73.987734355 40.735448903)
930563,Cibar,POINT(-73.9874817294 40.7359030529)
3225874,Gansevoort South,POINT(-73.984549567 40.744096518)
59030,Cercle Rouge Brasserie,POINT(-74.0057715081 40.7196677893)
220130,VIP Diner,POINT(-74.0676896121 40.7310960285)
7084544,The Industry ,POINT(-73.98841154 40.7634142)
7077614,Oakley Times Square Store,POINT(-73.985559936 40.757454944)
1352184,The Bunny Hutch,POINT(-73.986938 40.76077)
159256,Instinet,POINT(-73.9847661798 40.7546839996)
88024,Rock & Roll Hall Of Fame: Annex NYC,POINT(-74.0001028776 40.7227481811)
298483,GranDaisy Bakery,POINT(-74.0048808667 40.72007835)
2472480,American Academy Of Dramatic Arts,POINT(-73.9843831 40.74497103)
272264,NYSC (Irving Place),POINT(-73.9885260532 40.7340759604)
2509678,Lime Jungle,POINT(-73.988397926 40.763431522)
6427258,Ave Q Orchestra Pit,POINT(-73.987715879 40.762282307)
1096711,Natsumi,POINT(-73.9870993333 40.7611327167)
133502,Terminal 5,POINT(-73.9929787788 40.76922509)
1369972,Warrior Fitness Boot Camp,POINT(-73.98408246 40.74919992)
208408,Chase Bank,POINT(-73.9848078542 40.7427214523)
1325977,Walker And 6th Coffee Cart,POINT(-74.00519371 40.719908327)
48513,Marriott New York Marquis,POINT(-73.9859461784 40.7585947316)
6917011,Beads On Fifth,POINT(-73.984075823 40.74908354)
6589045,NYU Dental Faculty Practice ,POINT(-73.992579184 40.728879348)
1162462,Legal Grounds,POINT(-74.0415271154 40.715972621)
1517376,Uncle Nick's Greek Cuisine,POINT(-73.988656682 40.763867011)
430523,B-Reel,POINT(-74.0004006028 40.7225306733)
1084333,Tinsel Trading,POINT(-73.9841256663 40.7505791927)
7162338,Stylesight HQ,POINT(-73.984342665 40.752619869)
330358,Rosie O'Grady's,POINT(-73.98535645 40.7569712667)
6424792,Cornell ILR Metropolitan Office,POINT(-73.98410746 40.74737157)
48518,"Toys ""R"" Us",POINT(-73.9854687452 40.7573350751)
2316895,NYU Student Health Center,POINT(-73.992634734 40.72880073)
1322719,Key To the city,POINT(-73.985127967 40.756264083)
607876,Don's Bogam BBQ & Wine Bar,POINT(-73.9841286 40.7468931)
83259,Tribeca Tavern,POINT(-74.0055012942 40.7197422386)
2929450,Mercer Street Medical,POINT(-74.000331854 40.722556574)
1366987,9-11 Memorial,POINT(-74.033174483 40.714787167)
283891,Express,POINT(-73.9968457693 40.7249931054)
864730,Starbucks Coffee,POINT(-73.9915097505 40.7300149735)
800601,Kiosk,POINT(-73.9992171515 40.7232752852)
549329,"Graphics Service Bureau, Inc.",POINT(-73.9848752833 40.7423084167)
223797,Pecan Cafe,POINT(-74.0067001198 40.7191904687)
1199813,AllSaints Spitalfields,POINT(-73.9997864395 40.7228909412)
7153294,The Strand,POINT(-73.984163062 40.751425527)
617706,Mother Burger,POINT(-73.98850178 40.76368993)
1119287,Carrol Studios,POINT(-73.99357875 40.7698854167)
504539,Post Office,POINT(-74.0039920807 40.7204612642)
774478,UT Printing,POINT(-73.9856114 40.7578298)
1308099,The Southwest Porch,POINT(-73.9845085144 40.7538465143)
853861,Swatch Store,POINT(-73.985525012 40.7576000457)
243529,UGH Australia,POINT(-74.00048345 40.7224309167)
1577011,Scoops R' Us,POINT(-73.9854633808 40.7574373484)
1323304,Ballys Total Fitness,POINT(-73.987825799 40.762605776)
1167015,Hampton Gourmet Deli,POINT(-73.988724947 40.7640638026)
7170362,Peace & Love,POINT(-74.009560011 40.718026436)
6932423,Lady Mendl Tea Hous,POINT(-73.9873377286 40.7359659143)
886439,Glass House Tavern ,POINT(-73.9865263845 40.7601164618)
598355,$0.99 Pizza,POINT(-73.98599487 40.75889325)
597408,Broadway Ballroom,POINT(-73.98599487 40.75889325)
1000217,Manhattan Theatre Club,POINT(-73.9866625529 40.760420561)
983046,Prince Street Station,POINT(-73.9977586269 40.7242585196)
239733,"127 Woodstock Building, NYC",POINT(-73.985055685 40.7561973001)
158526,NYU Palladium Dorm,POINT(-73.9889631108 40.7332570343)
190203,Hillstone,POINT(-73.9847552776 40.7426237697)
4904124,Stephen Sondheim Theater,POINT(-73.9850482334 40.7562067648)
501280,Thrillist HQ,POINT(-73.9975547791 40.7243967454)
6585482,Lionel,POINT(-73.9845877884 40.7543989772)
1051603,Pierre Loti,POINT(-73.987292336 40.7360047295)
1289131,Metro DDSO,POINT(-74.00155121 40.72175395)
1230709,Boom,POINT(-74.00155121 40.72175395)
1208469,Ace Hardware,POINT(-74.00155121 40.72175395)
1214254,Unopressive Non-Imperialist Bargain Books,POINT(-74.00155121 40.72175395)
1302516,Rickys,POINT(-74.00155121 40.72175395)
1426337,Great Jones Cafe,POINT(-74.00155121 40.72175395)
1225689,The Bubble Lounge,POINT(-74.00155121 40.72175395)
1285303,Catalano Lellos + Silverstein,POINT(-74.00155121 40.72175395)
1420755,Washington Square Village,POINT(-74.001551 40.721754)
394561,Discovery Times,POINT(-73.98676484 40.76067543)
4485530,Restaurant Charlotte,POINT(-73.985254067 40.756913533)
4358950,Maslo 6,POINT(-74.00612923 40.71939453)
7440468,CVS T,POINT(-73.987737894 40.735185601)
1426397,Sonic Yoga,POINT(-73.9885103703 40.7637956417)
5896814,Cold Stone Creamery/Tim Hortons,POINT(-73.9884781837 40.763746885)
550814,Mayfair Hotel,POINT(-73.98674696 40.76065313)
231760,Posh,POINT(-73.9888843417 40.7643739775)
928416,FedEx Office Print & Ship Center,POINT(-73.9843475819 40.7532471217)
440335,Zara,POINT(-73.9971301158 40.7246922193)
6629469,Carnegie Imaging for Women,POINT(-73.9840818919 40.7464299367)
239742,"Heartland Brewery and Chophouse, NYC",POINT(-73.985004723 40.7561526014)
5757457,Quirky,POINT(-73.995137733 40.726306582)
1079266,Hurley's,POINT(-73.9868635112 40.7609207599)
1552430,Kelly and Ping,POINT(-73.995227 40.726226)
1955441,Prana,POINT(-73.9848786592 40.7419931889)
160882,Marquis Theatre,POINT(-73.9858174324 40.7585703514)
7151873,Audiology Lounge,POINT(-73.983958403 40.748626808)
1094821,The Shade Store,POINT(-74.00352311 40.72063189)
1110385,5th Avenue Empire Cafe Inc.,POINT(-73.98400658 40.74717348)
70435,Bann Korean BBQ,POINT(-73.9880040545 40.7630298289)
6697033,Times Deli Cafe,POINT(-73.985269687 40.75707323)
1375529,Hugo Boss,POINT(-73.998289496 40.723814758)
49616,71 Irving,POINT(-73.9868442558 40.7367795069)
6427285,Ave Q ,POINT(-73.987673337 40.762481487)
226549,Il Buco,POINT(-73.994681596 40.7266815949)
605278,Zana,POINT(-73.9842417757 40.744921893)
787633,GameStop,POINT(-73.9879762333 40.73470605)
155779,Kmart,POINT(-73.991176486 40.73025888)
497676,Bikram Yoga,POINT(-73.98677849 40.76080846)
168788,Hayato,POINT(-73.985420265 40.7401496951)
486570,J Crew Men's Shop And Liquor Store,POINT(-74.006019 40.7194025167)
16975,Tear Drop Park,POINT(-74.0156772333 40.7161293)
7507308,David Z.,POINT(-73.998144019 40.723907172)
281581,Friend of a Farmer,POINT(-73.9867712172 40.7369056558)
1472576,Chicken Deli,POINT(-73.9844732848 40.7435753358)
6989619,Martinson/Public Theater,POINT(-73.99232745 40.72895902)
6901354,Pomaire,POINT(-73.98723942 40.76172608)
176729,Best Western President Hotel,POINT(-73.9867051314 40.760680348)
6428041,Todo Mundo Ltd.,POINT(-74.000624945 40.722251833)
40722,Bank of America,POINT(-73.9855499268 40.7579574585)
341448,Social,POINT(-73.986869812 40.7610244751)
591070,Starbucks,POINT(-73.9874899559 40.7622037064)
46202,Gourmet Garage,POINT(-74.0007787943 40.7221474919)
1035633,Dunkin' Donuts,POINT(-74.01210267 40.71708812)
1223738,Havana,POINT(-73.984066288 40.751696936)
1751903,Encore Restaurant,POINT(-73.98559468 40.7581256)
694296,Canal Plastics,POINT(-74.0036122 40.7205418)
6499179,Lunt-Fontanne Theatre,POINT(-73.986111188 40.759431377)
6759987,Pret a Manger,POINT(-73.983923033 40.749938367)
1151244,Legends,POINT(-73.983905 40.74952)
490419,LBi Special Ops Media,POINT(-73.98618286 40.73808413)
41466,Starbucks Coffee,POINT(-73.9857047548 40.7584721037)
1562721,Attention,POINT(-73.993293549 40.727913901)
35033,Vynl,POINT(-73.9884644066 40.763894367)
689416,Indochine,POINT(-73.9919906523 40.7292539536)
296856,Armani Exchange,POINT(-73.9975225925 40.7242991743)
7395278,Hotel Giraffe,POINT(-73.985152245 40.740770402)
1223994,Goethe bust,POINT(-73.98436194 40.75386267)
7092726,"Maria I. Betancourt, M.D. PLLC Clinic ",POINT(-73.983997325 40.746339726)
923945,Dick Blick,POINT(-73.99447156 40.7267896662)
7068451,Kathy Griffin Wants a Tony ,POINT(-73.985 40.7564583333)
249138,Casa Mono,POINT(-73.9872257107 40.7358948873)
551425,Wasserman Center for Career Development,POINT(-73.98816466 40.73426866)
432232,Bluefly,POINT(-73.9841350046 40.7525633004)
887528,Food Emporium,POINT(-74.0102951333 40.7176423833)
77183,Columbine,POINT(-74.0060954167 40.7193069667)
1124024,Pulse Lounge,POINT(-73.98439735 40.75409179)
1238465,McCoy's Pub,POINT(-73.98849749 40.76397168)
738488,Cure Thrift Store,POINT(-73.9890457063 40.7329108253)
6504194,Eruan,POINT(-73.98391483 40.750481167)
6615337,Millenium,POINT(-73.985416 40.757766)
919184,Jimmy D,POINT(-74.0330968965 40.783054429)
471096,World Financial Center,POINT(-74.007147 40.718843)
291177,Franklin Street Station,POINT(-74.0066747167 40.7190439667)
147585,Guess,POINT(-73.9987456799 40.7234047659)
320743,Avatar Recording Studio,POINT(-73.9904402304 40.7666790029)
199655,Double K Cafe (east),POINT(-73.98437523 40.74366182)
4330354,DailyCandy,POINT(-73.997001253 40.724665524)
47918,Pete's Tavern,POINT(-73.9868755833 40.7365143833)
1402895,I'm Too Young For This! Cancer Foundation,POINT(-74.0069575 40.718911)
247317,Gilt Groupe,POINT(-73.98397755 40.74620628)
37001,Dean & Deluca,POINT(-73.9977539331 40.7240908188)
845793,ISE Cultural Foundation,POINT(-73.9983988167 40.7236293333)
60777,Astor Place Station,POINT(-73.991407156 40.7298523686)
758290,Spice,POINT(-73.9902042249 40.7313017593)
3480699,The Mason Jar,POINT(-73.984145735 40.744866721)
6589487,The Holiday Shops At Bryant Park ,POINT(-73.98435125 40.7540045)
551839,Nook,POINT(-73.98827135 40.76367348)
213477,Brasserie Les Halles,POINT(-73.98435586 40.74365615)
398900,Chinatown Brasserie ,POINT(-73.9936294526 40.7275221175)
59056,Roc,POINT(-74.0106032531 40.7175038727)
281167,Bond St,POINT(-73.9944046792 40.7267955317)
465922,The Batlab,POINT(-74.0008005405 40.722047957)
7280217,Broadway Lounge,POINT(-73.985645771 40.758489084)
7496753,Max,POINT(-74.010128975 40.717664004)
30170,Dos Caminos,POINT(-73.984672606 40.7422431296)
482143,Gigino Trattoria,POINT(-74.0105819821 40.7175063933)
7101157,Pelea,POINT(-74.005408287 40.719583067)
6393422,Sunset Bayou Spot,POINT(-74.000874432 40.721999256)
6393399,Afternoon Cafe,POINT(-74.000874432 40.721999256)
942512,Franklin Cafe Tavola Calda,POINT(-74.0066486432 40.7190226787)
7540509,Savant Experience Center,POINT(-73.99796484 40.72391705)
6567374,Personal Dental Service,POINT(-73.986595273 40.7370203733)
1034345,Christine Phan,POINT(-73.9838875959 40.7469931577)
1199376,Alexandra Hamilton Rest Area,POINT(-74.064694183 40.77024145)
779846,Mother,POINT(-73.99533951 40.72596478)
987853,Revival,POINT(-73.9876359701 40.7350516319)
84240,Virgil's Real Barbecue,POINT(-73.985055685 40.7568352692)
188530,Hotel 373,POINT(-73.9838168291 40.7491239097)
7240136,Sephora,POINT(-73.998785267 40.723327483)
225150,ATTENTION!,POINT(-73.9926579662 40.7284523829)
2932844,Paulus Hook,POINT(-74.0374177694 40.7150369883)
803312,La Masseria,POINT(-73.986935306 40.7614024302)
890872,Blaggard's Pub,POINT(-73.9839172333 40.7513051833)
727012,Fairfield Inn - Fifth Avenue,POINT(-73.9839816 40.75191545)
1578372,The Gingerman,POINT(-73.983817 40.749756)
1309940,Baked by Melissa,POINT(-73.998981803 40.7231851898)
1094447,Great Works,POINT(-73.998601885 40.7234440493)
1456532,Bryant Park Tower,POINT(-73.984641859 40.755457142)
555980,Pure Food & Wine,POINT(-73.9870834351 40.7360066853)
521373,Butter,POINT(-73.992605551 40.7284896479)
191667,Gustavus Adolphus Lutheran Church ,POINT(-73.9856882 40.73901921)
425348,"Aaron Design, Inc  ",POINT(-73.9851314162 40.7405510863)
96784,Hideaway,POINT(-74.0105531923 40.7174853945)
16972,Battery Park Playground,POINT(-74.0169648833 40.7157182167)
1176534,Mandalay Vision,POINT(-73.9933361191 40.7277416858)
49718,"Blue Man Group, Astor Place",POINT(-73.9925331742 40.7285468273)
1224021,Gertrude Stein bronze,POINT(-73.98429459 40.75403875)
924799,Mother Burger,POINT(-73.9874909333 40.7624822)
1602794,Madison Avenue Baptist Church,POINT(-73.983961358 40.745738657)
88004,Ben Sherman,POINT(-73.9990675449 40.7231018839)
668331,Crunch Gym,POINT(-73.9927431694 40.7283236518)
1327623,Schnitzel Express,POINT(-73.98428332 40.75401586)
1168290,Butter,POINT(-73.99137997 40.72978603)
46967,Cole Haan,POINT(-74.003919 40.7202554833)
6367111,Vinyl,POINT(-73.988382395 40.763973062)
874014,Irish Hunger Memorial,POINT(-74.0170929667 40.7156765333)
955377,Lizarran,POINT(-74.0012998351 40.721684055)
7243229,Marriott Marquis Fitness Center,POINT(-73.985541521 40.758395546)
1165920,Dentsu America,POINT(-74.0046118667 40.71990125)
794473,Roulette,POINT(-74.0026724339 40.7209002972)
754007,Hundred Acres,POINT(-74.00115972 40.72175931)
962581,Levi's Store SoHo,POINT(-73.99869317 40.72333383)
166418,Churrascaria Tribeca,POINT(-74.0061713531 40.7191689802)
7453794,My Vacay Apt.,POINT(-73.988413 40.764046)
169924,Duane Reade,POINT(-73.9853363037 40.7398300171)
408088,Pongsri Thai,POINT(-73.9865389466 40.7607340615)
729163,Subway,POINT(-73.9838266368 40.7467855849)
919123,Rose Bar,POINT(-73.98600518 40.73812878)
398442,Don't Tell Mama,POINT(-73.98670977 40.76108914)
696507,TUE Thai,POINT(-74.0011453 40.7217583)
697116,Blind Tiger,POINT(-74.0011453 40.7217583)
724018,R L Arch,POINT(-74.0011453 40.7217583)
70613,Blockheads,POINT(-73.987609148 40.7627554922)
833245,Staples,POINT(-73.9837438497 40.7482551296)
749167,Kettle And Fish,POINT(-74.00113624 40.72175776)
801839,The Snug,POINT(-73.988285 40.76386898)
49790,BXL Café,POINT(-73.98473382 40.7560388228)
431487,Cafe Bari,POINT(-73.9989079088 40.7231683933)
36750,Primehouse,POINT(-73.9845240352 40.7424529141)
629520,That Halal Food Cart in SoHo,POINT(-73.9989755 40.7231197333)
3414572,Happy Paws Pet Resort,POINT(-73.995805283 40.725476567)
458830,Joe's Pub,POINT(-73.9917290211 40.7293401607)
1015236,Father Duffy Square,POINT(-73.9859358 40.7594598333)
704192,Scarlatto,POINT(-73.9861995756 40.7600588508)
222779,RockYou NY,POINT(-73.9968413511 40.7246502965)
1301510,Nielsen,POINT(-73.990682251 40.730536561)
1290140,Evergreen On 38,POINT(-73.98372 40.74895203)
6452887,Chase,POINT(-73.999008572 40.723086835)
563802,38th Street Coffee Shop,POINT(-73.98389673 40.75189232)
3370992,NYC  Smoke Shop,POINT(-73.9869332314 40.7615771783)
1479926,Chado,POINT(-73.983721905 40.74946853)
541118,Gowalla NYC,POINT(-73.9923083782 40.7286978627)
309462,Osteria al Doge,POINT(-73.9848732948 40.7565955236)
7196528,Marriott Marquis Encore Lounge,POINT(-73.985361 40.758052)
347734,Saigon 48,POINT(-73.9865147218 40.7607648134)
992548,TriBeCa Performing Arts Center,POINT(-74.01230673 40.71685483)
993459,Bon Chon Chicken,POINT(-74.01230673 40.71685483)
231325,Arriba Arriba!,POINT(-73.9883432667 40.7640126833)
677382,GPH Rooftop,POINT(-73.9857637882 40.7385999454)
148130,Ippudo,POINT(-73.990291357 40.7309905942)
53003,Forecast,POINT(-73.9996062833 40.7226748167)
1538453,Trattoria Trecolori,POINT(-73.9861075271 40.7599105929)
1059576,Chase Bank - Astor Place,POINT(-73.9913535118 40.7297222844)
4950953,Jersey side,POINT(-74.043181 40.71606)
172062,EconoLodge,POINT(-73.98661309 40.76098996)
408252,Go Sushi,POINT(-73.9884505777 40.764187905)
225652,Koi,POINT(-73.9840658591 40.753262132)
1000623,Me Bar,POINT(-73.9837238333 40.7475503167)
147536,"H&M, Soho",POINT(-73.9997701379 40.7225575773)
48516,Planet Hollywood New York,POINT(-73.9853140089 40.7579789633)
321539,Mean Fiddler,POINT(-73.98671138 40.76120555)
4439093,Jamba Juice,POINT(-73.995928 40.725331)
398350,Centrico,POINT(-74.006366008 40.7190283229)
6289153,Sabon,POINT(-73.998971561 40.723074917)
6931578,New York Burger Co.,POINT(-73.984388 40.742803)
6931573,New York Burger Co.,POINT(-73.984388 40.742803)
1587662,NYU ID Card Center,POINT(-73.993177928 40.727772139)
552037,Babeland,POINT(-74.001170719 40.7216815268)
101352,Antique Garage,POINT(-74.0011576752 40.7216866983)
591778,Dance  Times Square,POINT(-73.984976 40.757039)
1466621,Taylor,POINT(-73.983684425 40.74805935)
171425,Empanada Mama,POINT(-73.988416785 40.7641838644)
7429900,XVI,POINT(-73.9866380933 40.761105)
747785,Saluggi's,POINT(-74.0037196737 40.7202673709)
574208,IAM's Space 38/39,POINT(-73.98385483 40.75198024)
198716,Le Pain Quotidien,POINT(-74.0016241067 40.7214058826)
27582,BarArtisanal,POINT(-74.0043432 40.7199536667)
447189,Le Pain Quotidien,POINT(-73.98418056 40.75402086)
667730,Soho Grand,POINT(-74.00116163 40.72167503)
302030,Godiva,POINT(-73.98415815 40.75391459)
4831452,Bryant Park - Le Carrousel,POINT(-73.9840659499 40.7534218604)
772122,Statue Of Andrada,POINT(-73.984355803 40.7548447233)
772134,Benito Juarez Statue,POINT(-73.984355803 40.7548447233)
22811,The Public Theater,POINT(-73.9918577671 40.7291125115)
63301,Shades Of Green,POINT(-73.9878268943 40.7344427872)
1110117,Bossa Nova,POINT(-73.988605 40.764483)
102696,Bar Jamón,POINT(-73.9870472641 40.7357949429)
6346459,Le Pain Quotidien,POINT(-73.994976804 40.72608589)
1410681,Pernod Ricard USA,POINT(-73.98421531 40.7434282)
107143,New World Stages,POINT(-73.9875724254 40.7628659245)
360979,Samuel J. Friedman Theatre,POINT(-73.98665094 40.76117831)
7056900,Stecchino,POINT(-73.988995 40.765078)
6746069,McDonald's At Time Square,POINT(-73.984826114 40.756662053)
7118337,TC Supply Shop,POINT(-73.984162228 40.754062072)
6755980,Adobe,POINT(-73.98494976 40.75706917)
784318,Biltmore Club 5 Lounge,POINT(-73.986299484 40.7604749342)
502771,The Rum House,POINT(-73.9859202419 40.7596383469)
6883408,Blink Fitness,POINT(-73.993229659 40.727669542)
945104,Cafe Edison,POINT(-73.9859319458 40.7596687463)
7499965,Tribeca Grill,POINT(-74.0096243 40.7176852)
227969,Lord & Taylor,POINT(-73.983995 40.753176)
506686,28th Street Station (Park Avenue),POINT(-73.98427248 40.7431033608)
184107,L'Orange Bleue,POINT(-73.99913805 40.72291415)
1007640,Ronald Feldman Gallery,POINT(-74.00149755 40.7214474167)
863262,Anspacher Theater @ The Public Theater,POINT(-73.9922010899 40.7287059931)
59058,Salaam Bombay,POINT(-74.0110244667 40.7171987667)
544420,Home,POINT(-73.9894891021 40.7657830385)
161558,TopShop,POINT(-73.99927413 40.7228167)
765622,Stecchino,POINT(-73.9883848365 40.7642113049)
92586,New Bombay Indian Cuisine,POINT(-73.9883506495 40.7641591871)
754661,World Wide Plaza,POINT(-73.9873265167 40.7624822)
234936,Olympic Diner,POINT(-73.9866992256 40.7613243879)
6389259,Aeropostale,POINT(-73.98527121 40.75806558)
2430043,Voltage Video,POINT(-73.985043378 40.757418762)
1050698,Afghan Kebab House,POINT(-73.9883820072 40.7642194097)
62616,UNIQLO (SoHo),POINT(-73.998234719 40.7235145348)
1315148,B. Koffie,POINT(-73.9881691333 40.7638932615)
963943,Bryant Park Fountain,POINT(-73.9841195941 40.7539745195)
1105286,G Star,POINT(-73.994598315 40.7263719567)
818400,One Lucky Duck,POINT(-73.9863128934 40.7371475104)
7570084,Magnum Management,POINT(-73.9965336753 40.72476485)
2007047,Great Jones Cafe,POINT(-73.99349135 40.72738516)
19795,Rattle N Hum,POINT(-73.9836359 40.7476809)
6606808,Rare Studio,POINT(-74.004194345 40.719973293)
261178,Save Khaki,POINT(-73.9954468833 40.7256343667)
998547,St. Ann's Church Facade,POINT(-73.9891621333 40.7323313667)
421432,Lush,POINT(-73.9984436114 40.7233551479)
1428741,Complimentary Breakfast Buffet,POINT(-74.01666802 40.71564036)
1120082,Great Jones Spa,POINT(-73.99363023 40.72723883)
626323,Starbucks,POINT(-73.9835966477 40.7490601565)
7279630,Awesome 80s Prom,POINT(-73.989357948 40.732039371)
885308,Oxford Cafe,POINT(-73.9835905846 40.7491103623)
1550204,Edison Health Club,POINT(-73.986091802 40.760141548)
5915440,Waffles & Dinges,POINT(-73.991111058 40.729843049)
898205,Gramercy Park,POINT(-73.9859247208 40.737933349)
1039752,Astor Wines & Spirits,POINT(-73.9929333278 40.7278946333)
1602791,31 East 31st Street,POINT(-73.983733569 40.74603163)
2680064,City Hats,POINT(-73.994944224 40.726025625)
492214,Red Sky,POINT(-73.9839720726 40.7442982592)
98364,ACME Jones Street,POINT(-73.993556585 40.7272766788)
1260733,Behance,POINT(-73.998695417 40.72314915)
351670,The Kati Roll Company,POINT(-73.9838004112 40.7523084011)
715878,Times Square Bagel & Deli,POINT(-73.9835913963 40.7477708044)
471007,Starbucks,POINT(-73.9841913481 40.7545452357)
710027,Gramercy Park Hotel,POINT(-73.9856779575 40.7384576846)
470761,Actors Equity Association,POINT(-73.98531574 40.75833886)
947549,Ciro Trattoria,POINT(-73.986787051 40.7616137469)
6453050,Universal Music Group,POINT(-73.987101445 40.762203853)
1561516,Allergy & Asthma Care Of New York,POINT(-73.984329364 40.742535639)
116863,Bleeker Bar,POINT(-73.9949081667 40.7260359667)
