_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,birthplace,birthplace:confidence,date_of_birth,date_of_birth:confidence,race_ethnicity,race_ethnicity:confidence,religion,religion:confidence,sexual_orientation,sexual_orientation:confidence,year_of_award,year_of_award:confidence,award,biourl,birthplace_gold,date_of_birth_gold,movie,person,race_ethnicity_gold,religion_gold,sexual_orientation_gold,year_of_award_gold
670454585,FALSE,finalized,3,2/10/15 2:11,"South Orange, Nj",1,26-Jul-59,1,White,1,Na,1,Matter of Dispute,1,1996,1,Best Supporting Actor,http://www.nndb.com/people/591/000023522/,,,The Usual Suspects,Kevin Spacey,,,,
670454586,FALSE,finalized,3,2/10/15 4:21,"Bronx, Ny",1,2-Jan-68,1,Black,1,Na,1,Straight,1,1997,1,Best Supporting Actor,http://www.nndb.com/people/587/000023518/,,,Jerry Maguire,"Cuba Gooding, Jr.",,,,
670454587,FALSE,finalized,3,2/10/15 4:08,"Chicago, Il",1,21-Jul-51,1,White,1,Anglican/episcopalian,1,Straight,1,1998,1,Best Supporting Actor,http://www.nndb.com/people/606/000022540/,,,Good Will Hunting,Robin Williams,,,,
670454588,TRUE,golden,62,,"Laurel, Ne",1,31-Aug-28,1,White,1,Na,1,Straight,1,1999,1,Best Supporting Actor,http://www.nndb.com/people/764/000022698/,,,Affliction,James Coburn,,Na,,
670454589,FALSE,finalized,3,2/10/15 2:12,"Bermondsey, England",1,14-Mar-33,1,White,1,Na,1,Straight,1,2000,1,Best Supporting Actor,http://www.nndb.com/people/754/000022688/,,,The Cider House Rules,Michael Caine,,,,
670454590,FALSE,finalized,3,2/10/15 2:04,"Santurce, Puerto Rico",1,19-Feb-67,1,Hispanic,1,Na,1,Straight,1,2001,1,Best Supporting Actor,http://www.nndb.com/people/087/000026009/,,,Traffic,Benicio Del Toro,,,,
670454591,FALSE,finalized,3,2/10/15 2:05,"Lincoln, Lincolnshire, England",1,24-May-49,1,White,1,Na,1,Straight,1,2002,1,Best Supporting Actor,http://www.nndb.com/people/092/000063900/,,,Iris,Jim Broadbent,,,,
670454592,FALSE,finalized,3,2/10/15 2:15,"Kansas City, Mo",1,9-Jul-51,1,White,1,Na,1,Straight,1,2003,1,Best Supporting Actor,http://www.nndb.com/people/130/000025055/,,,Adaptation,Chris Cooper,,,,
670454593,FALSE,finalized,3,2/10/15 2:14,"West Covina, Ca",1,16-Oct-58,1,White,1,Roman Catholic,1,Straight,1,2004,1,Best Supporting Actor,http://www.nndb.com/people/614/000025539/,,,Mystic River,Tim Robbins,,,,
670454594,FALSE,finalized,3,2/10/15 3:55,"Memphis, Tn",1,1-Jun-37,1,Black,1,Na,1,Straight,1,2005,1,Best Supporting Actor,http://www.nndb.com/people/982/000023913/,,,Million Dollar Baby,Morgan Freeman,,,,
670454595,FALSE,finalized,3,2/10/15 4:02,"Lexington, Ky",1,6-May-61,1,White,1,Na,1,Straight,1,2006,1,Best Supporting Actor,http://www.nndb.com/people/763/000022697/,,,Syriana,George Clooney,,,,
670454596,FALSE,finalized,3,2/10/15 2:15,"Brooklyn, Ny",1,26-Mar-34,1,White,1,Jewish,1,Straight,1,2007,1,Best Supporting Actor,http://www.nndb.com/people/777/000022711/,,,Little Miss Sunshine,Alan Arkin,,,,
670454597,FALSE,finalized,3,2/10/15 3:50,"Las Palmas De Gran Canaria, Canary Islands",1,1-Mar-69,1,Hispanic,1,Na,1,Straight,1,2008,1,Best Supporting Actor,http://www.nndb.com/people/733/000109406/,,,No Country for Old Men,Javier Bardem,,,,
670454598,FALSE,finalized,3,2/10/15 1:59,"Perth, Australia",1,4-Apr-79,1,White,1,Na,1,Straight,1,2009,1,Best Supporting Actor,http://www.nndb.com/people/204/000029117/,,,The Dark Knight,Heath Ledger,,,,
670454599,FALSE,finalized,3,2/10/15 2:05,Na,1,4-Oct-56,1,White,1,Na,1,Straight,1,2010,1,Best Supporting Actor,http://www.nndb.com/people/455/000213813/,,,Inglourious Basterds,Christoph Waltz,,,,
670454600,FALSE,finalized,3,2/10/15 1:59,"Haverfordwest, Pembrokeshire, Wales",1,30-Jan-74,1,White,1,Na,1,Straight,1,2011,1,Best Supporting Actor,http://www.nndb.com/people/877/000031784/,,,The Fighter,Christian Bale,,,,
670454601,FALSE,finalized,3,2/10/15 1:57,"Toronto, Ontario, Canada",1,13-Dec-29,1,White,1,Na,1,Straight,1,2012,1,Best Supporting Actor,http://www.nndb.com/people/316/000023247/,,,Beginning,Christopher Plummer,,,,
670454602,FALSE,finalized,3,2/10/15 2:00,Na,0.6571,4-Oct-56,1,White,0.6571,Na,1,Straight,0.6571,2013,1,Best Supporting Actor,http://www.nndb.com/people/455/000213813/,,,Django Unchained,Christoph Waltz,,,,
670454603,FALSE,finalized,3,2/10/15 2:08,"Bossier City, La",1,26-Dec-71,1,White,1,Na,1,Straight,1,2014,1,Best Supporting Actor,http://www.nndb.com/people/438/000026360/,,,Dallas Buyers Club,Jared Leto,,,,
670454604,FALSE,finalized,3,2/10/15 1:57,"Philadelphia, Pa",1,6-Oct-06,1,White,1,Na,1,Straight,1,1929,1,Best Actress,http://www.nndb.com/people/129/000043000/,,,7th Heaven,Janet Gaynor,,,,
670454605,FALSE,finalized,3,2/10/15 1:51,"Toronto, Ontario, Canada",1,8-Apr-1892,1,White,1,Na,1,Straight,1,1930,1,Best Actress,http://www.nndb.com/people/683/000042557/,,,Coquette,Mary Pickford,,,,
670454606,FALSE,finalized,3,2/10/15 2:03,"Montreal, Quebec, Canada",1,10-Aug-1902,1,White,1,Na,1,Straight,1,1930,1,Best Actress,http://www.nndb.com/people/813/000063624/,,,The Divorcee,Norma Shearer,,,,
670454607,FALSE,finalized,3,2/10/15 2:05,"Cobourg, Ontario, Canada",1,2-Nov-1868,1,White,1,Na,1,Straight,1,1931,1,Best Actress,http://www.nndb.com/people/814/000063625/,,,Min and Bill,Marie Dressler,,,,
670454608,FALSE,finalized,3,2/10/15 1:49,"Washington, Dc",1,10-Oct-1900,1,White,1,Na,1,Straight,1,1932,1,Best Actress,http://www.nndb.com/people/908/000031815/,,,The Sin of Madelon Claudet,Helen Hayes,,,,
670454609,FALSE,finalized,3,2/10/15 4:06,"Hartford, Ct",1,12-May-07,1,White,1,Atheist,1,Bisexual,1,1934,1,Best Actress,http://www.nndb.com/people/775/000023706/,,,Morning Glory,Katharine Hepburn,,,,
670454610,FALSE,finalized,3,2/10/15 1:59,"Paris, France",1,13-Sep-1903,1,White,1,Na,1,Straight,1,1935,1,Best Actress,http://www.nndb.com/people/935/000043806/,,,It Happened One Night,Claudette Colbert,,,,
670454611,FALSE,finalized,3,2/10/15 2:03,"Lowell, Ma",1,5-Apr-08,1,White,1,Na,1,Straight,1,1936,1,Best Actress,http://www.nndb.com/people/457/000026379/,,,Dangerous,Bette Davis,,,,
670454612,FALSE,finalized,3,2/10/15 2:11,"Dusseldorf, Germany",1,12-Jan-10,1,White,1,Jewish,1,Straight,1,1937,1,Best Actress,http://www.nndb.com/people/796/000030706/,,,The Great Ziegfeld,Luise Rainer,,,,
670454613,FALSE,finalized,3,2/10/15 3:58,"Dusseldorf, Germany",1,12-Jan-10,1,White,1,Jewish,1,Straight,1,1938,1,Best Actress,http://www.nndb.com/people/796/000030706/,,,The Good Earth,Luise Rainer,,,,
670454614,FALSE,finalized,3,2/10/15 1:43,"Lowell, Ma",1,5-Apr-08,1,White,1,Na,1,Straight,1,1939,1,Best Actress,http://www.nndb.com/people/457/000026379/,,,Jezebel,Bette Davis,,,,
670454615,FALSE,finalized,3,2/10/15 2:29,"Darjeeling, India",1,5-Nov-13,1,White,1,Roman Catholic,1,Straight,1,1940,1,Best Actress,http://www.nndb.com/people/470/000022404/,,,Gone with the Wind,Vivien Leigh,,,,
670454616,TRUE,golden,76,,"Independence, Mo",1,16-Jul-11,1,White,1,Christian Science,0.9597,Straight,1,1941,1,Best Actress,http://www.nndb.com/people/635/000043506/,,16-Jul-11,Kitty Foyle,Ginger Rogers,White,,,
670454617,FALSE,finalized,3,2/10/15 4:07,"Tokyo, Japan",1,22-Oct-17,1,White,1,Na,1,Straight,1,1940,1,Best Actress,http://www.nndb.com/people/487/000026409/,,,Suspicion,Joan Fontaine,,,,
670454618,FALSE,finalized,3,2/10/15 1:59,"London, England",1,29-Sep-04,1,White,1,Na,1,Straight,1,1942,1,Best Actress,http://www.nndb.com/people/293/000044161/,,,Mrs. Miniver,Greer Garson,,,,
670454619,FALSE,finalized,3,2/10/15 2:14,"Tulsa, Ok",1,2-Mar-19,1,White,1,Roman Catholic,1,Straight,1,1944,1,Best Actress,http://www.nndb.com/people/809/000063620/,,,The Song of Bernadette,Jennifer Jones,,,,
670454620,FALSE,finalized,3,2/10/15 2:04,"Stockholm, Sweden",1,29-Aug-15,1,White,1,Na,1,Straight,1,1945,1,Best Actress,http://www.nndb.com/people/836/000024764/,,,Gaslight,Ingrid Bergman,,,,
670454621,FALSE,finalized,3,2/10/15 4:08,"San Antonio, Tx",1,23-Mar-05,1,White,1,Christian Science,1,Bisexual,1,1946,1,Best Actress,http://www.nndb.com/people/837/000031744/,,,Mildred Pierce,Joan Crawford,,,,
670454622,FALSE,finalized,3,2/10/15 1:47,"Tokyo, Japan",1,1-Jul-16,1,White,1,Na,1,Straight,1,1947,1,Best Actress,http://www.nndb.com/people/741/000022675/,,,To Each His Own,Olivia de Havilland,,,,
670454623,FALSE,finalized,3,2/10/15 2:00,"Salt Lake City, Ut",1,6-Jan-13,1,White,1,Roman Catholic,1,Straight,1,1948,1,Best Actress,http://www.nndb.com/people/089/000031993/,,,The Farmer's Daughter,Loretta Young,,,,
670454624,FALSE,finalized,3,2/10/15 2:18,"St. Joseph, Mo",1,5-Jan-17,1,White,1,Roman Catholic,1,Straight,1,1949,1,Best Actress,http://www.nndb.com/people/656/000022590/,,,Johnny Belinda,Jane Wyman,,,,
670454625,FALSE,finalized,3,2/10/15 2:10,"Tokyo, Japan",1,1-Jul-16,1,White,1,Na,1,Straight,1,1950,1,Best Actress,http://www.nndb.com/people/741/000022675/,,,The Heiress,Olivia de Havilland,,,,
670454626,FALSE,finalized,3,2/10/15 2:01,New York City,1,21-Jun-21,1,White,1,Na,1,Straight,1,1951,1,Best Actress,http://www.nndb.com/people/808/000063619/,,,Born Yesterday,Judy Holliday,,,,
670454627,FALSE,finalized,3,2/10/15 1:51,"Darjeeling, India",1,5-Nov-13,1,White,1,Roman Catholic,1,Straight,1,1952,1,Best Actress,http://www.nndb.com/people/470/000022404/,,,A Streetcar Named Desire,Vivien Leigh,,,,
670454628,FALSE,finalized,3,2/10/15 2:00,New York City,1,30-Aug-1898,1,White,1,Na,1,Straight,1,1953,1,Best Actress,http://www.nndb.com/people/807/000063618/,,,"Come Back, Little Sheba",Shirley Booth,,,,
670454629,FALSE,finalized,3,2/10/15 2:00,"Brussels, Belgium",1,4-May-29,1,White,1,Christian Science,1,Straight,1,1954,1,Best Actress,http://www.nndb.com/people/933/000026855/,,,Roman Holiday,Audrey Hepburn,,,,
670454630,FALSE,finalized,3,2/10/15 1:52,"Philadelphia, Pa",1,12-Nov-29,1,White,1,Roman Catholic,1,Straight,1,1955,1,Best Actress,http://www.nndb.com/people/770/000025695/,,,The Country Girl,Grace Kelly,,,,
670454631,FALSE,finalized,3,2/10/15 4:07,"Rome, Italy",1,7-Mar-08,1,White,1,Na,1,Straight,1,1956,1,Best Actress,http://www.nndb.com/people/806/000063617/,,,The Rose Tattoo,Anna Magnani,,,,
670454632,FALSE,finalized,3,2/10/15 4:07,"Stockholm, Sweden",1,29-Aug-15,1,White,1,Na,1,Straight,1,1957,1,Best Actress,http://www.nndb.com/people/836/000024764/,,,Anastasia,Ingrid Bergman,,,,
670454633,TRUE,golden,75,,"Thomasville, Ga",1,27-Feb-30,1,White,1,Na,1,Straight,1,1958,1,Best Actress,http://www.nndb.com/people/747/000043618/,,27-Feb-30,The Three Faces of Eve,Joanne Woodward,,,Straight,
670454634,FALSE,finalized,3,2/10/15 1:59,"Brooklyn, Ny",1,30-Jun-18,1,White,1,Roman Catholic,1,Straight,1,1959,1,Best Actress,http://www.nndb.com/people/805/000063616/,,,I Want To Live!,Susan Hayward,,,,
670454635,FALSE,finalized,3,2/10/15 2:00,"Wiesbaden, Germany",1,25-Mar-21,1,White,1,Na,1,Straight,1,1960,1,Best Actress,http://www.nndb.com/people/804/000063615/,,,Room at the Top,Simone Signoret,,,,
670454636,FALSE,finalized,3,2/10/15 2:04,"London, England",1,27-Feb-32,1,White,1,Jewish,1,Straight,1,1961,1,Best Actress,http://www.nndb.com/people/624/000023555/,,,Butterfield 8,Elizabeth Taylor,,,,
670454637,FALSE,finalized,3,2/10/15 1:51,"Pozzuoli, Italy",1,20-Sep-34,1,White,1,Roman Catholic,1,Straight,1,1962,1,Best Actress,http://www.nndb.com/people/811/000023742/,,,Two Women,Sophia Loren,,,,
670454638,FALSE,finalized,3,2/10/15 3:50,"Bronx, Ny",1,17-Sep-31,1,White,1,Roman Catholic,1,Straight,1,1963,1,Best Actress,http://www.nndb.com/people/439/000023370/,,,The Miracle Worker,Anne Bancroft,,,,
670454639,FALSE,finalized,3,2/10/15 2:04,"Packard, Ky",1,20-Jan-26,1,White,1,Roman Catholic,1,Straight,1,1964,1,Best Actress,http://www.nndb.com/people/226/000042100/,,,Hud,Patricia Neal,,,,
670454640,FALSE,finalized,3,2/10/15 3:45,"Walton-on-Thames, Surrey, England",1,1-Oct-35,1,White,1,Na,1,Straight,1,1965,1,Best Actress,http://www.nndb.com/people/874/000023805/,,,Mary Poppins,Julie Andrews,,,,
670454641,FALSE,finalized,3,2/10/15 1:59,"Chabua, Assam, India",1,14-Apr-41,1,White,1,Na,1,Straight,1,1966,1,Best Actress,http://www.nndb.com/people/801/000063612/,,,Darling,Julie Christie,,,,
670454642,TRUE,golden,86,,"London, England",1,27-Feb-32,1,White,1,Jewish,1,Straight,1,1967,1,Best Actress,http://www.nndb.com/people/624/000023555/,"London, England",,Who's Afraid of Virginia Woolf?,Elizabeth Taylor,,,,1967
670454643,FALSE,finalized,3,2/10/15 1:59,"Hartford, Ct",1,12-May-07,1,White,1,Atheist,1,Bisexual,1,1968,1,Best Actress,http://www.nndb.com/people/775/000023706/,,,Guess Who's Coming to Dinner,Katharine Hepburn,,,,
670454644,FALSE,finalized,3,2/10/15 2:05,"Brooklyn, Ny",1,24-Apr-42,1,White,1,Jewish,1,Straight,1,1969,0.6897,Best Actress,http://www.nndb.com/people/526/000022460/,,,Funny Girl,Barbra Streisand,,,,
670454645,FALSE,finalized,3,2/10/15 2:03,"Hartford, Ct",1,12-May-07,1,White,1,Atheist,1,Bisexual,1,1969,1,Best Actress,http://www.nndb.com/people/775/000023706/,,,The Lion in Winter,Katharine Hepburn,,,,
670454646,TRUE,golden,89,,"Ilford, Essex, England",1,28-Dec-34,1,White,1,Na,1,Straight,1,1970,1,Best Actress,http://www.nndb.com/people/260/000030170/,"Ilford, Essex, England",,The Prime of Miss Jean Brodie,Maggie Smith,,,,
670454647,FALSE,finalized,3,2/10/15 2:06,"Birkenhead, Cheshire, England",1,9-May-36,1,White,1,Na,1,Straight,1,1971,1,Best Actress,http://www.nndb.com/people/799/000063610/,,,Women in Love,Glenda Jackson,,,,
670454648,FALSE,finalized,3,2/10/15 2:05,New York City,1,21-Dec-37,1,White,1,Born-Again Christian,1,Straight,1,1972,1,Best Actress,http://www.nndb.com/people/637/000022571/,,,Klute,Jane Fonda,,,,
670454649,FALSE,finalized,3,2/10/15 1:49,"Los Angeles, Ca",1,12-Mar-46,1,White,1,Na,1,Na,1,1973,1,Best Actress,http://www.nndb.com/people/724/000024652/,,,Cabaret,Liza Minnelli,,,,
670454650,FALSE,finalized,3,2/10/15 2:05,"Birkenhead, Cheshire, England",1,9-May-36,1,White,1,Na,1,Straight,1,1974,1,Best Actress,http://www.nndb.com/people/799/000063610/,,,A Touch of Class,Glenda Jackson,,,,
670454651,FALSE,finalized,3,2/10/15 2:04,"Detroit, Mi",1,7-Dec-32,1,White,1,Sufism,0.3333,Straight,1,1975,1,Best Actress,http://www.nndb.com/people/650/000023581/,,,Alice Doesn't Live Here Anymore,Ellen Burstyn,,,,
670454652,FALSE,finalized,3,2/10/15 1:59,"Birmingham, Al",1,22-Jul-34,1,White,1,Na,1,Straight,1,1976,1,Best Actress,http://www.nndb.com/people/798/000063609/,,,One Flew Over the Cuckoo's Nest,Louise Fletcher,,,,
670454653,TRUE,golden,91,,"Bascom, Fl",1,14-Jan-41,1,White,1,Roman Catholic,1,Straight,0.9599,1977,1,Best Actress,http://www.nndb.com/people/884/000022818/,"Bascom, Fl",,Network,Faye Dunaway,,,,1977
670454654,FALSE,finalized,3,2/10/15 3:50,"Los Angeles, Ca",1,5-Jan-46,1,White,1,Atheist,1,Straight,1,1978,1,Best Actress,http://www.nndb.com/people/879/000022813/,,,Annie Hall,Diane Keaton,,,,
670454655,FALSE,finalized,3,2/10/15 2:05,New York City,1,21-Dec-37,1,White,1,Born-Again Christian,1,Straight,1,1979,1,Best Actress,http://www.nndb.com/people/637/000022571/,,,Coming Home,Jane Fonda,,,,
670454656,FALSE,finalized,3,2/10/15 1:55,"Pasadena, Ca",1,6-Nov-46,1,White,1,Na,1,Straight,1,1980,1,Best Actress,http://www.nndb.com/people/897/000022831/,,,Norma Rae,Sally Field,,,,
670454657,FALSE,finalized,3,2/10/15 2:41,"Quitman, Tx",1,25-Dec-49,1,White,1,Na,0.6897,Straight,1,1981,1,Best Actress,http://www.nndb.com/people/758/000023689/,,,Coal Miner's Daughter,Sissy Spacek,,,,
670454658,FALSE,finalized,3,2/10/15 2:04,"Hartford, Ct",1,12-May-07,1,White,1,Atheist,1,Bisexual,1,1982,1,Best Actress,http://www.nndb.com/people/775/000023706/,,,On Golden Pond,Katharine Hepburn,,,,
670454659,FALSE,finalized,3,2/10/15 1:59,"Summit, Nj",1,22-Jun-49,1,White,1,Na,1,Straight,1,1983,1,Best Actress,http://www.nndb.com/people/001/000024926/,,,Sophie's Choice,Meryl Streep,,,,
670454660,FALSE,finalized,3,2/10/15 1:56,"Richmond, Va",1,24-Apr-34,1,White,1,Baptist,1,Straight,1,1984,1,Best Actress,http://www.nndb.com/people/799/000023730/,,,Terms of Endearment,Shirley MacLaine,,,,
670454661,FALSE,finalized,3,2/10/15 2:04,"Pasadena, Ca",1,6-Nov-46,0.6667,White,1,Na,1,Straight,1,1985,1,Best Actress,http://www.nndb.com/people/897/000022831/,,,Places in the Heart,Sally Field,,,,
670454662,FALSE,finalized,3,2/10/15 2:02,"Kirksville, Mo",1,22-Nov-24,1,White,1,Na,1,Straight,1,1986,1,Best Actress,http://www.nndb.com/people/780/000043651/,,,The Trip to Bountiful,Geraldine Page,,,,
670454663,FALSE,finalized,3,2/10/15 2:05,"Morton Grove, Il",1,24-Aug-65,1,White,1,Jewish,1,Straight,1,1987,1,Best Actress,http://www.nndb.com/people/870/000023801/,,,Children of a Lesser God,Marlee Matlin,,,,
670454664,FALSE,finalized,3,2/10/15 2:18,"El Centro, Ca",1,20-May-46,1,White,1,Na,1,Bisexual,1,1988,1,Best Actress,http://www.nndb.com/people/688/000022622/,,,Moonstruck,Cher,,,,
670454665,FALSE,finalized,3,2/10/15 3:57,"Los Angeles, Ca",1,19-Nov-62,1,White,1,Atheist,1,Lesbian,1,1989,1,Best Actress,http://www.nndb.com/people/756/000023687/,,,The Accused,Jodie Foster,,,,
670454666,FALSE,finalized,3,2/10/15 1:59,"London, England",1,7-Jun-09,1,White,1,Na,1,Straight,1,1990,1,Best Actress,http://www.nndb.com/people/017/000023945/,,,Driving Miss Daisy,Jessica Tandy,,,,
670454667,FALSE,finalized,3,2/10/15 4:08,"Memphis, Tn",1,28-Jun-48,1,White,1,Na,1,Straight,1,1991,1,Best Actress,http://www.nndb.com/people/907/000024835/,,,Misery,Kathy Bates,,,,
670454668,FALSE,finalized,3,2/10/15 1:59,"Los Angeles, Ca",1,19-Nov-62,1,White,1,Atheist,1,Lesbian,1,1992,1,Best Actress,http://www.nndb.com/people/756/000023687/,,,The Silence of the Lambs,Jodie Foster,,,,
670454669,FALSE,finalized,3,2/10/15 1:51,"London, England",1,15-Apr-59,1,White,1,Na,1,Straight,1,1993,1,Best Actress,http://www.nndb.com/people/627/000025552/,,,Howards End,Emma Thompson,,,,
670454670,FALSE,finalized,3,2/10/15 2:03,"Conyers, Ga",1,20-Mar-58,1,White,1,Na,1,Straight,1,1994,1,Best Actress,http://www.nndb.com/people/566/000023497/,,,The Piano,Holly Hunter,,,,
670454671,FALSE,finalized,3,2/10/15 2:05,"Cloquet, Mn",1,20-Apr-49,1,White,1,Na,1,Straight,1,1995,1,Best Actress,http://www.nndb.com/people/004/000022935/,,,Blue Sky,Jessica Lange,,,,
670454672,FALSE,finalized,3,2/10/15 1:59,"Queens, Ny",1,4-Oct-46,1,White,1,Roman Catholic,1,Straight,1,1996,1,Best Actress,http://www.nndb.com/people/762/000024690/,,,Dead Man Walking,Susan Sarandon,,,,
670454673,FALSE,finalized,3,2/10/15 2:16,"Chicago, Il",1,23-Jun-57,1,White,1,Disciples of Christ,1,Straight,1,1997,1,Best Actress,http://www.nndb.com/people/517/000025442/,,,Fargo,Frances McDormand,,,,
670454674,FALSE,finalized,3,2/10/15 3:55,"Culver City, Ca",1,15-Jun-63,1,White,1,Na,1,Straight,1,1998,1,Best Actress,http://www.nndb.com/people/554/000023485/,,,As Good As It Gets,Helen Hunt,,,,
670454675,TRUE,golden,91,,"Los Angeles, Ca",1,27-Sep-72,1,White,1,Jewish,1,Straight,1,1999,1,Best Actress,http://www.nndb.com/people/592/000023523/,"Los Angeles, Ca",,Shakespeare in Love,Gwyneth Paltrow,,,,
670454676,FALSE,finalized,3,2/10/15 1:53,"Lincoln, Ne",1,30-Jul-74,1,White,1,Na,1,Straight,1,2000,1,Best Actress,http://www.nndb.com/people/333/000026255/,,,Boys Don't Cry,Hilary Swank,,,,
670454677,FALSE,finalized,3,2/10/15 2:00,"Smyrna, Ga",1,28-Oct-67,1,White,1,Hindu,1,Straight,1,2001,1,Best Actress,http://www.nndb.com/people/592/000022526/,,,Erin Brockovich,Julia Roberts,,,,
670454678,FALSE,finalized,3,2/10/15 2:14,"Cleveland, Oh",1,14-Aug-66,1,Multiracial,1,Na,1,Straight,1,2002,1,Best Actress,http://www.nndb.com/people/487/000023418/,,,Monster's Ball,Halle Berry,,,,
670454679,FALSE,finalized,3,2/10/15 1:55,"Honolulu, Hi",1,20-Jun-67,1,White,1,Roman Catholic,1,Straight,1,2003,1,Best Actress,http://www.nndb.com/people/917/000022851/,,,The Hours,Nicole Kidman,,,,
670454680,FALSE,finalized,3,2/10/15 2:01,"Benoni, South Africa",1,7-Aug-75,1,White,1,Na,1,Straight,1,2004,1,Best Actress,http://www.nndb.com/people/146/000026068/,,,Monster,Charlize Theron,,,,
670454681,TRUE,golden,85,,"Lincoln, Ne",1,30-Jul-74,1,White,1,Na,1,Straight,1,2005,1,Best Actress,http://www.nndb.com/people/333/000026255/,,,Million Dollar Baby,Hilary Swank,,Na,,2005
670454682,FALSE,finalized,3,2/10/15 1:56,"New Orleans, La",1,22-Mar-76,1,White,1,Na,1,Straight,1,2006,1,Best Actress,http://www.nndb.com/people/813/000022747/,,,Walk the Line,Reese Witherspoon,,,,
670454683,FALSE,finalized,3,2/10/15 4:02,"Chiswick, London, England",1,26-Jul-45,1,White,1,Na,1,Straight,1,2007,1,Best Actress,http://www.nndb.com/people/907/000044775/,,,The Queen,Helen Mirren,,,,
670454684,FALSE,finalized,3,2/10/15 2:02,"Paris, France",1,30-Sep-75,1,White,1,Na,1,Straight,1,2008,1,Best Actress,http://www.nndb.com/people/723/000136315/,,,The Passionate Life of Edith Piaf,Marion Cotillard,,,,
670454685,FALSE,finalized,3,2/10/15 2:02,"Reading, England",1,5-Oct-75,1,White,1,Na,1,Straight,1,2009,1,Best Actress,http://www.nndb.com/people/582/000023513/,,,The Reader,Kate Winslet,,,,
670454686,FALSE,finalized,3,2/10/15 2:04,"Arlington, Va",1,26-Jul-64,1,White,1,Na,1,Straight,1,2010,1,Best Actress,http://www.nndb.com/people/601/000023532/,,,The Blind Side,Sandra Bullock,,,,
670454687,FALSE,finalized,3,2/10/15 2:03,"Jerusalem, Israel",1,9-Jun-81,1,White,1,Jewish,1,Straight,1,2011,1,Best Actress,http://www.nndb.com/people/040/000022971/,,,Black Swan,Natalie Portman,,,,
670454688,FALSE,finalized,3,2/10/15 1:58,"Summit, Nj",1,22-Jun-49,1,White,1,Na,1,Straight,1,2012,1,Best Actress,http://www.nndb.com/people/001/000024926/,,,The Iron Lady,Meryl Streep,,,,
670454689,FALSE,finalized,3,2/10/15 2:15,"Louisville, Ky",1,15-Aug-90,1,White,1,Na,1,Na,1,2013,0.6667,Best Actress,http://www.nndb.com/people/597/000272778/,,,Silver Linings Playbook,Jennifer Lawrence,,,,
670454690,FALSE,finalized,3,2/10/15 2:13,"Melbourne, Victoria, Australia",1,14-May-69,1,White,1,Na,1,Straight,1,2014,1,Best Actress,http://www.nndb.com/people/222/000026144/,,,Blue Jasmine,Cate Blanchett,,,,
670454691,FALSE,finalized,3,2/10/15 4:08,"Litchfield, Mn",1,15-Feb-1899,1,White,1,Na,1,Straight,1,1937,1,Best Supporting Actress,http://www.nndb.com/people/062/000063870/,,,Anthony Adverse,Gale Sondergaard,,,,
670454692,FALSE,finalized,3,2/10/15 1:57,New York City,1,2-Nov-1892,1,White,1,Na,1,Straight,1,1938,1,Best Supporting Actress,http://www.nndb.com/people/079/000063887/,,,In Old Chicago,Alice Brady,,,,
670454693,FALSE,finalized,3,2/10/15 2:03,"Los Angeles, Ca",1,7-Dec-1891,1,White,1,Na,1,Straight,1,1939,1,Best Supporting Actress,http://www.nndb.com/people/074/000063882/,,,Jezebel,Fay Bainter,,,,
670454694,FALSE,finalized,3,2/10/15 3:53,"Wichita, Ks",1,10-Jun-1893,1,Black,1,Christian,1,Matter of Dispute,1,1940,1,Best Supporting Actress,http://www.nndb.com/people/077/000063885/,,,Gone with the Wind,Hattie McDaniel,,,,
670454695,FALSE,finalized,3,2/10/15 1:59,"Palmyra, Mo",1,15-Oct-1879,1,White,1,Na,1,Straight,1,1941,1,Best Supporting Actress,http://www.nndb.com/people/078/000063886/,,,The Grapes of Wrath,Jane Darwell,,,,
670454696,TRUE,golden,91,,"Quincy, Il",1,3-May-06,1,White,1,Roman Catholic,1,Straight,1,1942,1,Best Supporting Actress,http://www.nndb.com/people/690/000042564/,"Quincy, Il",,The Great Lie,Mary Astor,,Roman Catholic,,1942
670454697,FALSE,finalized,3,2/10/15 2:16,New York City,1,27-Oct-18,1,White,1,Na,1,Straight,0.6667,1943,1,Best Supporting Actress,http://www.nndb.com/people/580/000045445/,,,Mrs. Miniver,Teresa Wright,,,,
670454698,FALSE,finalized,3,2/10/15 2:10,"Athens, Greece",1,17-Dec-1900,1,White,1,Na,1,Straight,1,1944,1,Best Supporting Actress,http://www.nndb.com/people/080/000063888/,,,For Whom the Bell Tolls,Katina Paxinou,,,,
670454699,FALSE,finalized,3,2/10/15 1:43,"Philadelphia, Pa",1,15-Aug-1879,1,White,1,Roman Catholic,1,Straight,1,1945,1,Best Supporting Actress,http://www.nndb.com/people/743/000043614/,,,None but the Lonely Heart,Ethel Barrymore,,,,
670454700,TRUE,golden,76,,New York City,1,25-Jun-1903,1,White,1,Na,1,Straight,1,1946,1,Best Supporting Actress,http://www.nndb.com/people/081/000063889/,New York City,,National Velvet,Anne Revere,,,Straight,
670454701,FALSE,finalized,3,2/10/15 4:21,"Michigan City, In",1,7-May-23,1,White,1,Na,1,Straight,1,1947,1,Best Supporting Actress,http://www.nndb.com/people/458/000026380/,,,The Razor's Edge,Anne Baxter,,,,
