Transaction,Item,date_time,period_day,weekday_weekend
4984,Pastry,20-01-2017 12:50,afternoon,weekday
4984,Farm House,20-01-2017 12:50,afternoon,weekday
4984,Scandinavian,20-01-2017 12:50,afternoon,weekday
4985,Smoothies,20-01-2017 13:01,afternoon,weekday
4985,Muffin,20-01-2017 13:01,afternoon,weekday
4986,Coffee,20-01-2017 13:11,afternoon,weekday
4986,Tea,20-01-2017 13:11,afternoon,weekday
4986,Sandwich,20-01-2017 13:11,afternoon,weekday
4986,Salad,20-01-2017 13:11,afternoon,weekday
4987,Sandwich,20-01-2017 13:12,afternoon,weekday
4987,Truffles,20-01-2017 13:12,afternoon,weekday
4988,Coffee,20-01-2017 13:16,afternoon,weekday
4988,Sandwich,20-01-2017 13:16,afternoon,weekday
4989,Bread,20-01-2017 13:17,afternoon,weekday
4989,Coffee,20-01-2017 13:17,afternoon,weekday
4990,Chicken Stew,20-01-2017 13:24,afternoon,weekday
4991,Bread,20-01-2017 13:47,afternoon,weekday
4991,Coffee,20-01-2017 13:47,afternoon,weekday
4991,Bread,20-01-2017 13:47,afternoon,weekday
4992,Coffee,20-01-2017 13:52,afternoon,weekday
4993,Coffee,20-01-2017 13:59,afternoon,weekday
4993,Sandwich,20-01-2017 13:59,afternoon,weekday
4994,Hot chocolate,20-01-2017 14:02,afternoon,weekday
4995,Medialuna,20-01-2017 14:15,afternoon,weekday
4996,Hot chocolate,20-01-2017 14:16,afternoon,weekday
4997,Coffee,20-01-2017 14:25,afternoon,weekday
4998,Cake,20-01-2017 14:33,afternoon,weekday
4999,Coffee,20-01-2017 14:37,afternoon,weekday
4999,Alfajores,20-01-2017 14:37,afternoon,weekday
5000,Bread,20-01-2017 14:38,afternoon,weekday
5000,Coffee,20-01-2017 14:38,afternoon,weekday
5001,Bread,20-01-2017 14:40,afternoon,weekday
5002,Bread,20-01-2017 14:47,afternoon,weekday
5002,Muffin,20-01-2017 14:47,afternoon,weekday
5003,Coffee,20-01-2017 15:10,afternoon,weekday
5003,Bread,20-01-2017 15:10,afternoon,weekday
5004,Coffee,20-01-2017 15:24,afternoon,weekday
5004,Coffee,20-01-2017 15:24,afternoon,weekday
5004,Cake,20-01-2017 15:24,afternoon,weekday
5005,Bread,20-01-2017 15:25,afternoon,weekday
5005,Muffin,20-01-2017 15:25,afternoon,weekday
5006,Tea,20-01-2017 15:32,afternoon,weekday
5006,Tiffin,20-01-2017 15:32,afternoon,weekday
5007,Coffee,20-01-2017 15:36,afternoon,weekday
5008,Bread,20-01-2017 15:53,afternoon,weekday
5008,Sandwich,20-01-2017 15:53,afternoon,weekday
5008,Tea,20-01-2017 15:53,afternoon,weekday
5009,Coffee,20-01-2017 15:59,afternoon,weekday
5009,Pastry,20-01-2017 15:59,afternoon,weekday
5010,Scandinavian,20-01-2017 16:01,afternoon,weekday
5011,Medialuna,20-01-2017 16:03,afternoon,weekday
5011,Vegan mincepie,20-01-2017 16:03,afternoon,weekday
5011,Juice,20-01-2017 16:03,afternoon,weekday
5011,Tea,20-01-2017 16:03,afternoon,weekday
5012,Coffee,20-01-2017 16:08,afternoon,weekday
5012,Scone,20-01-2017 16:08,afternoon,weekday
5013,Tea,20-01-2017 16:35,afternoon,weekday
5013,Brownie,20-01-2017 16:35,afternoon,weekday
5013,Raspberry shortbread sandwich,20-01-2017 16:35,afternoon,weekday
5014,Tea,20-01-2017 16:38,afternoon,weekday
5014,Sandwich,20-01-2017 16:38,afternoon,weekday
5015,Coffee,20-01-2017 16:48,afternoon,weekday
5015,Cookies,20-01-2017 16:48,afternoon,weekday
5016,Cookies,20-01-2017 16:53,afternoon,weekday
5017,Farm House,20-01-2017 16:54,afternoon,weekday
5018,Bread,20-01-2017 17:14,evening,weekday
5019,Bread,21-01-2017 08:54,morning,weekend
5020,Coffee,21-01-2017 08:56,morning,weekend
5020,Medialuna,21-01-2017 08:56,morning,weekend
5021,Coffee,21-01-2017 08:58,morning,weekend
5021,Pastry,21-01-2017 08:58,morning,weekend
5022,Coffee,21-01-2017 09:13,morning,weekend
5022,Medialuna,21-01-2017 09:13,morning,weekend
5022,Pastry,21-01-2017 09:13,morning,weekend
5023,Coffee,21-01-2017 09:15,morning,weekend
5024,Cake,21-01-2017 09:19,morning,weekend
5025,Medialuna,21-01-2017 09:21,morning,weekend
5026,Coffee,21-01-2017 09:22,morning,weekend
5027,Farm House,21-01-2017 09:45,morning,weekend
5028,Bread,21-01-2017 09:46,morning,weekend
5028,Brownie,21-01-2017 09:46,morning,weekend
5029,Brownie,21-01-2017 09:51,morning,weekend
5029,Coffee,21-01-2017 09:51,morning,weekend
5030,Scandinavian,21-01-2017 09:57,morning,weekend
5030,Bread,21-01-2017 09:57,morning,weekend
5030,Alfajores,21-01-2017 09:57,morning,weekend
5031,Bread,21-01-2017 09:59,morning,weekend
5032,Medialuna,21-01-2017 10:14,morning,weekend
5032,Bread,21-01-2017 10:14,morning,weekend
5033,Bread,21-01-2017 10:15,morning,weekend
5033,Pastry,21-01-2017 10:15,morning,weekend
5034,Coffee,21-01-2017 10:21,morning,weekend
5035,Scone,21-01-2017 10:28,morning,weekend
5035,Tea,21-01-2017 10:28,morning,weekend
5035,Juice,21-01-2017 10:28,morning,weekend
5035,Medialuna,21-01-2017 10:28,morning,weekend
5036,Tiffin,21-01-2017 10:30,morning,weekend
5036,Coffee,21-01-2017 10:30,morning,weekend
5037,Coffee,21-01-2017 10:38,morning,weekend
5037,Cake,21-01-2017 10:38,morning,weekend
5038,Bread,21-01-2017 10:42,morning,weekend
5038,Scone,21-01-2017 10:42,morning,weekend
5039,Medialuna,21-01-2017 10:56,morning,weekend
5039,Coffee,21-01-2017 10:56,morning,weekend
5040,Coffee,21-01-2017 10:57,morning,weekend
5041,Spanish Brunch,21-01-2017 10:59,morning,weekend
5041,Tea,21-01-2017 10:59,morning,weekend
5041,Alfajores,21-01-2017 10:59,morning,weekend
5042,Cake,21-01-2017 11:09,morning,weekend
5043,Coffee,21-01-2017 11:11,morning,weekend
5043,Coffee,21-01-2017 11:11,morning,weekend
5043,Toast,21-01-2017 11:11,morning,weekend
5043,Tiffin,21-01-2017 11:11,morning,weekend
5044,Brownie,21-01-2017 11:13,morning,weekend
5045,Pastry,21-01-2017 11:16,morning,weekend
5046,Afternoon with the baker,21-01-2017 11:19,morning,weekend
5047,Farm House,21-01-2017 11:32,morning,weekend
5048,Coffee,21-01-2017 11:35,morning,weekend
5048,Coffee,21-01-2017 11:35,morning,weekend
5048,Coke,21-01-2017 11:35,morning,weekend
5048,Juice,21-01-2017 11:35,morning,weekend
5048,Cake,21-01-2017 11:35,morning,weekend
5049,Bread,21-01-2017 11:37,morning,weekend
5049,Tiffin,21-01-2017 11:37,morning,weekend
5049,Cookies,21-01-2017 11:37,morning,weekend
5050,Scone,21-01-2017 11:38,morning,weekend
5050,Cake,21-01-2017 11:38,morning,weekend
5050,Coffee,21-01-2017 11:38,morning,weekend
5051,Coffee,21-01-2017 11:41,morning,weekend
5052,Coffee,21-01-2017 11:42,morning,weekend
5052,Coffee,21-01-2017 11:42,morning,weekend
5052,Alfajores,21-01-2017 11:42,morning,weekend
5052,Tiffin,21-01-2017 11:42,morning,weekend
5052,Brownie,21-01-2017 11:42,morning,weekend
5052,Bread,21-01-2017 11:42,morning,weekend
5054,Coffee,21-01-2017 11:43,morning,weekend
5054,Medialuna,21-01-2017 11:43,morning,weekend
5054,Cake,21-01-2017 11:43,morning,weekend
5055,Granola,21-01-2017 11:44,morning,weekend
5055,Coffee,21-01-2017 11:44,morning,weekend
5056,Cake,21-01-2017 11:49,morning,weekend
5056,Hot chocolate,21-01-2017 11:49,morning,weekend
5057,Tea,21-01-2017 11:52,morning,weekend
5057,Scone,21-01-2017 11:52,morning,weekend
5057,Tiffin,21-01-2017 11:52,morning,weekend
5058,Bread,21-01-2017 11:56,morning,weekend
5059,Tea,21-01-2017 12:02,afternoon,weekend
5060,Coffee,21-01-2017 12:04,afternoon,weekend
5060,Bread,21-01-2017 12:04,afternoon,weekend
5061,Coffee,21-01-2017 12:10,afternoon,weekend
5061,Coffee,21-01-2017 12:10,afternoon,weekend
5061,Juice,21-01-2017 12:10,afternoon,weekend
5061,Cake,21-01-2017 12:10,afternoon,weekend
5061,Scone,21-01-2017 12:10,afternoon,weekend
5061,Toast,21-01-2017 12:10,afternoon,weekend
5062,Jammie Dodgers,21-01-2017 12:12,afternoon,weekend
5062,Scone,21-01-2017 12:12,afternoon,weekend
5062,Tiffin,21-01-2017 12:12,afternoon,weekend
5062,Bread,21-01-2017 12:12,afternoon,weekend
5062,Hot chocolate,21-01-2017 12:12,afternoon,weekend
5062,Tea,21-01-2017 12:12,afternoon,weekend
5062,Coffee,21-01-2017 12:12,afternoon,weekend
5063,Scandinavian,21-01-2017 12:18,afternoon,weekend
5064,Afternoon with the baker,21-01-2017 12:32,afternoon,weekend
5065,Bread,21-01-2017 12:33,afternoon,weekend
5066,Cookies,21-01-2017 12:34,afternoon,weekend
5067,Bread,21-01-2017 12:34,afternoon,weekend
5068,Bread,21-01-2017 12:38,afternoon,weekend
5069,Spanish Brunch,21-01-2017 12:42,afternoon,weekend
5069,Coffee,21-01-2017 12:42,afternoon,weekend
5070,Scandinavian,21-01-2017 12:43,afternoon,weekend
5071,Scandinavian,21-01-2017 12:45,afternoon,weekend
5072,Brownie,21-01-2017 12:48,afternoon,weekend
5072,Scone,21-01-2017 12:48,afternoon,weekend
5073,Jammie Dodgers,21-01-2017 12:54,afternoon,weekend
5073,Cake,21-01-2017 12:54,afternoon,weekend
5075,Sandwich,21-01-2017 13:03,afternoon,weekend
5076,Hot chocolate,21-01-2017 13:05,afternoon,weekend
5077,Coffee,21-01-2017 13:07,afternoon,weekend
5077,Coffee,21-01-2017 13:07,afternoon,weekend
5078,Coffee,21-01-2017 13:19,afternoon,weekend
5078,Tea,21-01-2017 13:19,afternoon,weekend
5079,Sandwich,21-01-2017 13:51,afternoon,weekend
5079,Cake,21-01-2017 13:51,afternoon,weekend
5079,Smoothies,21-01-2017 13:51,afternoon,weekend
5079,Bread,21-01-2017 13:51,afternoon,weekend
5080,Spanish Brunch,21-01-2017 13:58,afternoon,weekend
5080,Sandwich,21-01-2017 13:58,afternoon,weekend
5080,Coffee,21-01-2017 13:58,afternoon,weekend
5080,Truffles,21-01-2017 13:58,afternoon,weekend
5081,Cookies,21-01-2017 14:01,afternoon,weekend
5082,Sandwich,21-01-2017 14:06,afternoon,weekend
5082,Toast,21-01-2017 14:06,afternoon,weekend
5082,Tea,21-01-2017 14:06,afternoon,weekend
5082,Fudge,21-01-2017 14:06,afternoon,weekend
5083,Coffee,21-01-2017 14:06,afternoon,weekend
5083,Jammie Dodgers,21-01-2017 14:06,afternoon,weekend
5084,Cake,21-01-2017 14:07,afternoon,weekend
5084,Jammie Dodgers,21-01-2017 14:07,afternoon,weekend
5086,Frittata,21-01-2017 14:10,afternoon,weekend
5086,Bread,21-01-2017 14:10,afternoon,weekend
5087,Coffee,21-01-2017 14:30,afternoon,weekend
5088,Afternoon with the baker,21-01-2017 14:35,afternoon,weekend
5089,Raspberry shortbread sandwich,21-01-2017 14:37,afternoon,weekend
5089,Bread,21-01-2017 14:37,afternoon,weekend
5089,Coffee,21-01-2017 14:37,afternoon,weekend
5090,Sandwich,21-01-2017 14:39,afternoon,weekend
5090,Extra Salami or Feta,21-01-2017 14:39,afternoon,weekend
5090,Tea,21-01-2017 14:39,afternoon,weekend
5090,Bread,21-01-2017 14:39,afternoon,weekend
5090,Cake,21-01-2017 14:39,afternoon,weekend
5092,Tea,21-01-2017 14:42,afternoon,weekend
5092,Duck egg,21-01-2017 14:42,afternoon,weekend
5093,Scandinavian,21-01-2017 14:56,afternoon,weekend
5094,Coffee,21-01-2017 14:59,afternoon,weekend
5094,Hot chocolate,21-01-2017 14:59,afternoon,weekend
5094,Brownie,21-01-2017 14:59,afternoon,weekend
5095,Spanish Brunch,21-01-2017 15:02,afternoon,weekend
5095,Bread,21-01-2017 15:02,afternoon,weekend
5096,Bread,21-01-2017 15:11,afternoon,weekend
5096,Coffee,21-01-2017 15:11,afternoon,weekend
5097,Jam,21-01-2017 15:13,afternoon,weekend
5098,Coffee,21-01-2017 15:23,afternoon,weekend
5098,Frittata,21-01-2017 15:23,afternoon,weekend
5098,Scone,21-01-2017 15:23,afternoon,weekend
5099,Coffee,21-01-2017 15:25,afternoon,weekend
5099,Coffee,21-01-2017 15:25,afternoon,weekend
5099,Cake,21-01-2017 15:25,afternoon,weekend
5099,Bread,21-01-2017 15:25,afternoon,weekend
5100,Coffee,21-01-2017 15:26,afternoon,weekend
5100,Hot chocolate,21-01-2017 15:26,afternoon,weekend
5100,Cake,21-01-2017 15:26,afternoon,weekend
5100,Brownie,21-01-2017 15:26,afternoon,weekend
5100,Extra Salami or Feta,21-01-2017 15:26,afternoon,weekend
5101,Fudge,21-01-2017 15:37,afternoon,weekend
5102,Coffee,21-01-2017 15:39,afternoon,weekend
5103,Hot chocolate,21-01-2017 15:41,afternoon,weekend
5103,Bread,21-01-2017 15:41,afternoon,weekend
5103,Scone,21-01-2017 15:41,afternoon,weekend
5104,Cake,21-01-2017 15:49,afternoon,weekend
5105,Bread,21-01-2017 15:53,afternoon,weekend
5105,Bread,21-01-2017 15:53,afternoon,weekend
5105,Frittata,21-01-2017 15:53,afternoon,weekend
5106,Coffee,21-01-2017 15:55,afternoon,weekend
5106,Bread,21-01-2017 15:55,afternoon,weekend
5107,Brownie,21-01-2017 16:00,afternoon,weekend
5108,Cake,21-01-2017 16:06,afternoon,weekend
5108,Muffin,21-01-2017 16:06,afternoon,weekend
5109,Cake,21-01-2017 16:07,afternoon,weekend
5110,Hot chocolate,21-01-2017 16:07,afternoon,weekend
5110,Coffee,21-01-2017 16:07,afternoon,weekend
5111,Tea,21-01-2017 16:13,afternoon,weekend
5111,Frittata,21-01-2017 16:13,afternoon,weekend
5112,Coffee,21-01-2017 16:38,afternoon,weekend
5113,Tea,21-01-2017 16:41,afternoon,weekend
5113,Hot chocolate,21-01-2017 16:41,afternoon,weekend
5113,Juice,21-01-2017 16:41,afternoon,weekend
5113,Cookies,21-01-2017 16:41,afternoon,weekend
5114,Cake,21-01-2017 16:45,afternoon,weekend
5114,Bread,21-01-2017 16:45,afternoon,weekend
5114,Hot chocolate,21-01-2017 16:45,afternoon,weekend
5115,Bread,22-01-2017 09:16,morning,weekend
5116,Scone,22-01-2017 09:24,morning,weekend
5116,Cookies,22-01-2017 09:24,morning,weekend
5116,Coffee,22-01-2017 09:24,morning,weekend
5116,Juice,22-01-2017 09:24,morning,weekend
5117,Coffee,22-01-2017 09:36,morning,weekend
5117,Coffee,22-01-2017 09:36,morning,weekend
5117,Brownie,22-01-2017 09:36,morning,weekend
5117,Scone,22-01-2017 09:36,morning,weekend
5118,Coffee,22-01-2017 09:39,morning,weekend
5119,Tea,22-01-2017 09:49,morning,weekend
5119,Raspberry shortbread sandwich,22-01-2017 09:49,morning,weekend
5120,Afternoon with the baker,22-01-2017 09:55,morning,weekend
5121,Hot chocolate,22-01-2017 09:57,morning,weekend
5121,Coffee,22-01-2017 09:57,morning,weekend
5121,Tea,22-01-2017 09:57,morning,weekend
5121,Alfajores,22-01-2017 09:57,morning,weekend
5121,Pastry,22-01-2017 09:57,morning,weekend
5121,Tiffin,22-01-2017 09:57,morning,weekend
5122,Coffee,22-01-2017 10:02,morning,weekend
5122,Medialuna,22-01-2017 10:02,morning,weekend
5123,Toast,22-01-2017 10:04,morning,weekend
5123,Coffee,22-01-2017 10:04,morning,weekend
5124,Coffee,22-01-2017 10:05,morning,weekend
5125,Coffee,22-01-2017 10:11,morning,weekend
5125,Coffee,22-01-2017 10:11,morning,weekend
5125,Toast,22-01-2017 10:11,morning,weekend
5126,Coffee,22-01-2017 10:12,morning,weekend
5127,Bread,22-01-2017 10:14,morning,weekend
5127,Coffee,22-01-2017 10:14,morning,weekend
5127,Bread,22-01-2017 10:14,morning,weekend
5128,Bread,22-01-2017 10:15,morning,weekend
5128,Eggs,22-01-2017 10:15,morning,weekend
5129,Bread,22-01-2017 10:33,morning,weekend
5130,Bread,22-01-2017 10:50,morning,weekend
5130,Bread,22-01-2017 10:50,morning,weekend
5130,Coffee,22-01-2017 10:50,morning,weekend
5130,Scone,22-01-2017 10:50,morning,weekend
5130,Frittata,22-01-2017 10:50,morning,weekend
5131,Medialuna,22-01-2017 10:50,morning,weekend
5132,Bread,22-01-2017 10:51,morning,weekend
5133,Coffee,22-01-2017 10:53,morning,weekend
5133,Bread,22-01-2017 10:53,morning,weekend
5133,Bread,22-01-2017 10:53,morning,weekend
5134,Coffee,22-01-2017 10:55,morning,weekend
5134,Coffee,22-01-2017 10:55,morning,weekend
5134,Toast,22-01-2017 10:55,morning,weekend
5135,Medialuna,22-01-2017 11:05,morning,weekend
5136,Scone,22-01-2017 11:14,morning,weekend
5137,Tea,22-01-2017 11:18,morning,weekend
5137,Coffee,22-01-2017 11:18,morning,weekend
5137,Toast,22-01-2017 11:18,morning,weekend
5137,Bread,22-01-2017 11:18,morning,weekend
5138,Bread,22-01-2017 11:23,morning,weekend
5138,Alfajores,22-01-2017 11:23,morning,weekend
5139,Coffee,22-01-2017 11:27,morning,weekend
5139,Cake,22-01-2017 11:27,morning,weekend
5140,Coffee,22-01-2017 11:35,morning,weekend
5140,Cake,22-01-2017 11:35,morning,weekend
5140,Bread,22-01-2017 11:35,morning,weekend
5141,Bread,22-01-2017 11:37,morning,weekend
5141,Coffee,22-01-2017 11:37,morning,weekend
5141,Tea,22-01-2017 11:37,morning,weekend
5142,Hot chocolate,22-01-2017 11:39,morning,weekend
5142,Cake,22-01-2017 11:39,morning,weekend
5142,Bread,22-01-2017 11:39,morning,weekend
5143,Tea,22-01-2017 11:41,morning,weekend
5144,Alfajores,22-01-2017 12:02,afternoon,weekend
5144,Coffee,22-01-2017 12:02,afternoon,weekend
5145,Hot chocolate,22-01-2017 12:04,afternoon,weekend
5145,Coffee,22-01-2017 12:04,afternoon,weekend
5146,Hot chocolate,22-01-2017 12:10,afternoon,weekend
5146,Smoothies,22-01-2017 12:10,afternoon,weekend
5146,The Nomad,22-01-2017 12:10,afternoon,weekend
5146,Bread,22-01-2017 12:10,afternoon,weekend
5146,Afternoon with the baker,22-01-2017 12:10,afternoon,weekend
5147,Tea,22-01-2017 12:10,afternoon,weekend
5148,Bread,22-01-2017 12:17,afternoon,weekend
5149,Jammie Dodgers,22-01-2017 12:28,afternoon,weekend
5150,The Nomad,22-01-2017 12:35,afternoon,weekend
5150,Juice,22-01-2017 12:35,afternoon,weekend
5150,Coffee,22-01-2017 12:35,afternoon,weekend
5150,Coffee,22-01-2017 12:35,afternoon,weekend
5151,Bread,22-01-2017 12:44,afternoon,weekend
5151,Scone,22-01-2017 12:44,afternoon,weekend
5151,Pastry,22-01-2017 12:44,afternoon,weekend
5151,Cake,22-01-2017 12:44,afternoon,weekend
5151,Bread,22-01-2017 12:44,afternoon,weekend
5152,Coffee,22-01-2017 12:53,afternoon,weekend
5152,Scone,22-01-2017 12:53,afternoon,weekend
5152,Sandwich,22-01-2017 12:53,afternoon,weekend
5153,Coffee,22-01-2017 12:55,afternoon,weekend
5153,Cake,22-01-2017 12:55,afternoon,weekend
5153,Pastry,22-01-2017 12:55,afternoon,weekend
5154,Tea,22-01-2017 12:58,afternoon,weekend
5154,Cookies,22-01-2017 12:58,afternoon,weekend
5154,Soup,22-01-2017 12:58,afternoon,weekend
5155,Hot chocolate,22-01-2017 13:00,afternoon,weekend
5155,Bread,22-01-2017 13:00,afternoon,weekend
5155,Cake,22-01-2017 13:00,afternoon,weekend
5155,Jammie Dodgers,22-01-2017 13:00,afternoon,weekend
5156,Soup,22-01-2017 13:00,afternoon,weekend
5157,Salad,22-01-2017 13:01,afternoon,weekend
5158,Pastry,22-01-2017 13:08,afternoon,weekend
5158,Frittata,22-01-2017 13:08,afternoon,weekend
5159,Bread,22-01-2017 13:12,afternoon,weekend
5160,Alfajores,22-01-2017 13:20,afternoon,weekend
5160,Jammie Dodgers,22-01-2017 13:20,afternoon,weekend
5160,Cake,22-01-2017 13:20,afternoon,weekend
5160,Tiffin,22-01-2017 13:20,afternoon,weekend
5160,Cake,22-01-2017 13:20,afternoon,weekend
5161,Soup,22-01-2017 13:38,afternoon,weekend
5161,Salad,22-01-2017 13:38,afternoon,weekend
5161,Extra Salami or Feta,22-01-2017 13:38,afternoon,weekend
5161,Sandwich,22-01-2017 13:38,afternoon,weekend
5161,Coffee,22-01-2017 13:38,afternoon,weekend
5161,Coffee,22-01-2017 13:38,afternoon,weekend
5161,Coffee,22-01-2017 13:38,afternoon,weekend
5162,Coffee,22-01-2017 13:42,afternoon,weekend
5162,Coffee,22-01-2017 13:42,afternoon,weekend
5162,Alfajores,22-01-2017 13:42,afternoon,weekend
5163,Cake,22-01-2017 14:03,afternoon,weekend
5164,Tea,22-01-2017 14:07,afternoon,weekend
5164,Tea,22-01-2017 14:07,afternoon,weekend
5165,Smoothies,22-01-2017 14:13,afternoon,weekend
5165,Tea,22-01-2017 14:13,afternoon,weekend
5165,Hot chocolate,22-01-2017 14:13,afternoon,weekend
5165,Jammie Dodgers,22-01-2017 14:13,afternoon,weekend
5166,Coffee,22-01-2017 14:15,afternoon,weekend
5166,Bread,22-01-2017 14:15,afternoon,weekend
5167,Toast,22-01-2017 14:37,afternoon,weekend
5167,Soup,22-01-2017 14:37,afternoon,weekend
5167,Coffee,22-01-2017 14:37,afternoon,weekend
5167,Juice,22-01-2017 14:37,afternoon,weekend
5168,Alfajores,22-01-2017 14:40,afternoon,weekend
5168,Coffee,22-01-2017 14:40,afternoon,weekend
5168,Bread,22-01-2017 14:40,afternoon,weekend
5169,Coffee,22-01-2017 14:41,afternoon,weekend
5169,Coffee,22-01-2017 14:41,afternoon,weekend
5169,Spanish Brunch,22-01-2017 14:41,afternoon,weekend
5169,Duck egg,22-01-2017 14:41,afternoon,weekend
5170,Soup,22-01-2017 14:49,afternoon,weekend
5170,Coffee,22-01-2017 14:49,afternoon,weekend
5170,Cake,22-01-2017 14:49,afternoon,weekend
5171,Coffee,22-01-2017 14:50,afternoon,weekend
5172,Sandwich,22-01-2017 15:10,afternoon,weekend
5173,Coffee,22-01-2017 15:11,afternoon,weekend
5173,Coffee,22-01-2017 15:11,afternoon,weekend
5173,Sandwich,22-01-2017 15:11,afternoon,weekend
5173,Sandwich,22-01-2017 15:11,afternoon,weekend
5174,Tea,22-01-2017 15:24,afternoon,weekend
5174,Toast,22-01-2017 15:24,afternoon,weekend
5175,Coffee,22-01-2017 15:26,afternoon,weekend
5176,Truffles,22-01-2017 15:28,afternoon,weekend
5176,Juice,22-01-2017 15:28,afternoon,weekend
5176,Bread,22-01-2017 15:28,afternoon,weekend
5176,Jammie Dodgers,22-01-2017 15:28,afternoon,weekend
5176,Cake,22-01-2017 15:28,afternoon,weekend
5176,Medialuna,22-01-2017 15:28,afternoon,weekend
5177,Coffee,22-01-2017 15:46,afternoon,weekend
5177,Jammie Dodgers,22-01-2017 15:46,afternoon,weekend
5178,Bread,22-01-2017 15:57,afternoon,weekend
5179,Smoothies,22-01-2017 15:59,afternoon,weekend
5179,Tea,22-01-2017 15:59,afternoon,weekend
5179,Bread,22-01-2017 15:59,afternoon,weekend
5179,Fudge,22-01-2017 15:59,afternoon,weekend
5180,Bread,23-01-2017 08:50,morning,weekday
5181,Bread,23-01-2017 08:59,morning,weekday
5182,Coffee,23-01-2017 09:04,morning,weekday
5182,Coffee,23-01-2017 09:04,morning,weekday
5183,Coffee,23-01-2017 09:05,morning,weekday
5184,Hot chocolate,23-01-2017 09:40,morning,weekday
5184,Toast,23-01-2017 09:40,morning,weekday
5185,Tea,23-01-2017 09:43,morning,weekday
5185,Hot chocolate,23-01-2017 09:43,morning,weekday
5185,Sandwich,23-01-2017 09:43,morning,weekday
5187,Tea,23-01-2017 10:33,morning,weekday
5187,Coffee,23-01-2017 10:33,morning,weekday
5187,Hot chocolate,23-01-2017 10:33,morning,weekday
5188,Cake,23-01-2017 11:17,morning,weekday
5189,Coffee,23-01-2017 11:28,morning,weekday
5189,Coffee,23-01-2017 11:28,morning,weekday
5189,Toast,23-01-2017 11:28,morning,weekday
5189,Extra Salami or Feta,23-01-2017 11:28,morning,weekday
5189,Cake,23-01-2017 11:28,morning,weekday
5190,Bread,23-01-2017 11:32,morning,weekday
5190,Coffee,23-01-2017 11:32,morning,weekday
5190,Pastry,23-01-2017 11:32,morning,weekday
5191,Coffee,23-01-2017 11:52,morning,weekday
5191,Toast,23-01-2017 11:52,morning,weekday
5192,Sandwich,23-01-2017 12:18,afternoon,weekday
5192,Bread,23-01-2017 12:18,afternoon,weekday
5193,Coffee,23-01-2017 12:19,afternoon,weekday
5194,Sandwich,23-01-2017 12:30,afternoon,weekday
5194,Cake,23-01-2017 12:30,afternoon,weekday
5194,Hot chocolate,23-01-2017 12:30,afternoon,weekday
5195,Farm House,23-01-2017 12:32,afternoon,weekday
5195,Pastry,23-01-2017 12:32,afternoon,weekday
5196,Coffee,23-01-2017 12:33,afternoon,weekday
5196,Soup,23-01-2017 12:33,afternoon,weekday
5197,Soup,23-01-2017 12:37,afternoon,weekday
5197,Bread,23-01-2017 12:37,afternoon,weekday
5198,Tea,23-01-2017 12:42,afternoon,weekday
5198,Tea,23-01-2017 12:42,afternoon,weekday
5199,Cake,23-01-2017 12:45,afternoon,weekday
5199,Frittata,23-01-2017 12:45,afternoon,weekday
5200,Tea,23-01-2017 12:47,afternoon,weekday
5200,Coffee,23-01-2017 12:47,afternoon,weekday
5200,Cake,23-01-2017 12:47,afternoon,weekday
5201,Cookies,23-01-2017 12:55,afternoon,weekday
5201,Cake,23-01-2017 12:55,afternoon,weekday
5202,Tea,23-01-2017 12:55,afternoon,weekday
5202,Cake,23-01-2017 12:55,afternoon,weekday
5202,Cake,23-01-2017 12:55,afternoon,weekday
5203,Cake,23-01-2017 12:57,afternoon,weekday
5204,Cookies,23-01-2017 13:01,afternoon,weekday
5205,Cake,23-01-2017 13:06,afternoon,weekday
5205,Cookies,23-01-2017 13:06,afternoon,weekday
5205,Sandwich,23-01-2017 13:06,afternoon,weekday
5205,Soup,23-01-2017 13:06,afternoon,weekday
5205,Coffee,23-01-2017 13:06,afternoon,weekday
5205,Tea,23-01-2017 13:06,afternoon,weekday
5206,Tea,23-01-2017 13:08,afternoon,weekday
5206,Cookies,23-01-2017 13:08,afternoon,weekday
5207,Bread,23-01-2017 13:28,afternoon,weekday
5208,Sandwich,23-01-2017 13:42,afternoon,weekday
5208,Sandwich,23-01-2017 13:42,afternoon,weekday
5208,Coke,23-01-2017 13:42,afternoon,weekday
5208,Cake,23-01-2017 13:42,afternoon,weekday
5208,Crisps,23-01-2017 13:42,afternoon,weekday
5209,Coffee,23-01-2017 13:44,afternoon,weekday
5209,Soup,23-01-2017 13:44,afternoon,weekday
5210,Spanish Brunch,23-01-2017 13:50,afternoon,weekday
5210,Tea,23-01-2017 13:50,afternoon,weekday
5210,Bread,23-01-2017 13:50,afternoon,weekday
5210,Cake,23-01-2017 13:50,afternoon,weekday
5211,Coffee,23-01-2017 13:51,afternoon,weekday
5212,Bread,23-01-2017 13:55,afternoon,weekday
5213,Coffee,23-01-2017 14:08,afternoon,weekday
5214,Coffee,23-01-2017 14:12,afternoon,weekday
5215,Coffee,23-01-2017 14:22,afternoon,weekday
5215,Bread,23-01-2017 14:22,afternoon,weekday
5216,Bread,23-01-2017 14:57,afternoon,weekday
5216,Coffee,23-01-2017 14:57,afternoon,weekday
5216,Cake,23-01-2017 14:57,afternoon,weekday
5217,Coffee,23-01-2017 15:04,afternoon,weekday
5217,Coffee,23-01-2017 15:04,afternoon,weekday
