region,nationality,year,month,tourists
EstAsia,HongKong,2010,8,43351
EstAsia,HongKong,2010,9,26457
EstAsia,HongKong,2010,10,23347
EstAsia,HongKong,2010,11,25075
EstAsia,HongKong,2010,12,27206
EstAsia,HongKong,2011,1,22819
EstAsia,HongKong,2011,2,39130
EstAsia,HongKong,2011,3,33384
EstAsia,HongKong,2011,4,36975
EstAsia,HongKong,2011,5,34912
EstAsia,HongKong,2011,6,44906
EstAsia,HongKong,2011,7,49980
EstAsia,HongKong,2011,8,53013
EstAsia,HongKong,2011,9,37401
EstAsia,HongKong,2011,10,27965
EstAsia,HongKong,2011,11,9814
EstAsia,HongKong,2011,12,21535
EstAsia,HongKong,2012,1,31368
EstAsia,HongKong,2012,2,22647
EstAsia,HongKong,2012,3,32940
EstAsia,HongKong,2012,4,36015
EstAsia,HongKong,2012,5,33375
EstAsia,HongKong,2012,6,43415
EstAsia,HongKong,2012,7,50389
EstAsia,HongKong,2012,8,58021
EstAsia,HongKong,2012,9,43685
EstAsia,HongKong,2012,10,40146
EstAsia,HongKong,2012,11,38981
EstAsia,HongKong,2012,12,42684
EstAsia,HongKong,2013,1,26961
EstAsia,HongKong,2013,2,49968
EstAsia,HongKong,2013,3,51844
EstAsia,HongKong,2013,4,37440
EstAsia,HongKong,2013,5,49849
EstAsia,HongKong,2013,6,59885
EstAsia,HongKong,2013,7,65158
EstAsia,HongKong,2013,8,72854
EstAsia,HongKong,2013,9,47889
EstAsia,HongKong,2013,10,48664
EstAsia,HongKong,2013,11,46312
EstAsia,HongKong,2013,12,31511
EstAsia,HongKong,2014,1,19499
EstAsia,HongKong,2014,2,18778
EstAsia,HongKong,2014,3,21007
EstAsia,HongKong,2014,4,38817
EstAsia,HongKong,2014,5,38851
EstAsia,HongKong,2014,6,32508
EstAsia,HongKong,2014,7,48060
EstAsia,HongKong,2014,8,58269
EstAsia,HongKong,2014,9,50862
EstAsia,HongKong,2014,10,48179
EstAsia,HongKong,2014,11,48538
EstAsia,HongKong,2014,12,59763
EstAsia,HongKong,2015,1,35831
EstAsia,HongKong,2015,2,57859
EstAsia,HongKong,2015,3,54306
EstAsia,HongKong,2015,4,63254
EstAsia,HongKong,2015,5,59402
EstAsia,HongKong,2015,6,67087
EstAsia,HongKong,2015,7,79485
EstAsia,HongKong,2015,8,70046
EstAsia,HongKong,2015,9,42064
EstAsia,HongKong,2015,10,42064
EstAsia,HongKong,2015,11,44712
EstAsia,HongKong,2015,12,56511
EstAsia,HongKong,2016,1,38536
EstAsia,HongKong,2016,2,62581
EstAsia,HongKong,2016,3,71832
EstAsia,HongKong,2016,4,50911
EstAsia,HongKong,2016,5,58686
EstAsia,HongKong,2016,6,78124
EstAsia,HongKong,2016,7,84475
EstAsia,HongKong,2016,8,85538
EstAsia,HongKong,2016,9,59296
EstAsia,HongKong,2016,10,52546
EstAsia,HongKong,2016,11,44213
EstAsia,HongKong,2016,12,62956
EstAsia,Japan,2010,1,101889
EstAsia,Japan,2010,2,107077
EstAsia,Japan,2010,3,96631
EstAsia,Japan,2010,4,72235
EstAsia,Japan,2010,5,45934
EstAsia,Japan,2010,6,51695
EstAsia,Japan,2010,7,71599
EstAsia,Japan,2010,8,94353
EstAsia,Japan,2010,9,87790
EstAsia,Japan,2010,10,73372
EstAsia,Japan,2010,11,93018
EstAsia,Japan,2010,12,98081
EstAsia,Japan,2011,1,105096
EstAsia,Japan,2011,2,113401
EstAsia,Japan,2011,3,98541
EstAsia,Japan,2011,4,88887
EstAsia,Japan,2011,5,78622
EstAsia,Japan,2011,6,80693
EstAsia,Japan,2011,7,97812
EstAsia,Japan,2011,8,130746
EstAsia,Japan,2011,9,115279
EstAsia,Japan,2011,10,71151
EstAsia,Japan,2011,11,58078
EstAsia,Japan,2011,12,89587
EstAsia,Japan,2012,1,101337
EstAsia,Japan,2012,2,116915
EstAsia,Japan,2012,3,116014
EstAsia,Japan,2012,4,102481
EstAsia,Japan,2012,5,92253
EstAsia,Japan,2012,6,94138
EstAsia,Japan,2012,7,107180
EstAsia,Japan,2012,8,146091
EstAsia,Japan,2012,9,121604
EstAsia,Japan,2012,10,104735
EstAsia,Japan,2012,11,135635
EstAsia,Japan,2012,12,135333
EstAsia,Japan,2013,1,137348
EstAsia,Japan,2013,2,138030
EstAsia,Japan,2013,3,136744
EstAsia,Japan,2013,4,111237
EstAsia,Japan,2013,5,104708
EstAsia,Japan,2013,6,106527
EstAsia,Japan,2013,7,120208
EstAsia,Japan,2013,8,162888
EstAsia,Japan,2013,9,134976
EstAsia,Japan,2013,10,113194
EstAsia,Japan,2013,11,133502
EstAsia,Japan,2013,12,137063
EstAsia,Japan,2014,1,115643
EstAsia,Japan,2014,2,97639
EstAsia,Japan,2014,3,101317
EstAsia,Japan,2014,4,97006
EstAsia,Japan,2014,5,88678
EstAsia,Japan,2014,6,78306
EstAsia,Japan,2014,7,95553
EstAsia,Japan,2014,8,131367
EstAsia,Japan,2014,9,109342
EstAsia,Japan,2014,10,102863
EstAsia,Japan,2014,11,117841
EstAsia,Japan,2014,12,132331
EstAsia,Japan,2015,1,121825
EstAsia,Japan,2015,2,129344
EstAsia,Japan,2015,3,118198
EstAsia,Japan,2015,4,102218
EstAsia,Japan,2015,5,103601
EstAsia,Japan,2015,6,100572
EstAsia,Japan,2015,7,111394
EstAsia,Japan,2015,8,141672
EstAsia,Japan,2015,9,97054
EstAsia,Japan,2015,10,97054
EstAsia,Japan,2015,11,115538
EstAsia,Japan,2015,12,125163
EstAsia,Japan,2016,1,122497
EstAsia,Japan,2016,2,133581
EstAsia,Japan,2016,3,124240
EstAsia,Japan,2016,4,107014
EstAsia,Japan,2016,5,100814
EstAsia,Japan,2016,6,101315
EstAsia,Japan,2016,7,117425
EstAsia,Japan,2016,8,154960
EstAsia,Japan,2016,9,127643
EstAsia,Japan,2016,10,99453
EstAsia,Japan,2016,11,121777
EstAsia,Japan,2016,12,128910
EstAsia,Korea,2010,1,92186
EstAsia,Korea,2010,2,74089
EstAsia,Korea,2010,3,75386
EstAsia,Korea,2010,4,51901
EstAsia,Korea,2010,5,44447
EstAsia,Korea,2010,6,44454
EstAsia,Korea,2010,7,63314
EstAsia,Korea,2010,8,69738
EstAsia,Korea,2010,9,59148
EstAsia,Korea,2010,10,71717
EstAsia,Korea,2010,11,77298
EstAsia,Korea,2010,12,81767
EstAsia,Korea,2011,1,116450
EstAsia,Korea,2011,2,96958
EstAsia,Korea,2011,3,75395
EstAsia,Korea,2011,4,69858
EstAsia,Korea,2011,5,79706
EstAsia,Korea,2011,6,76993
EstAsia,Korea,2011,7,95806
EstAsia,Korea,2011,8,112238
EstAsia,Korea,2011,9,74198
EstAsia,Korea,2011,10,74602
EstAsia,Korea,2011,11,61784
EstAsia,Korea,2011,12,72295
EstAsia,Korea,2012,1,100202
EstAsia,Korea,2012,2,102945
EstAsia,Korea,2012,3,89463
EstAsia,Korea,2012,4,78638
EstAsia,Korea,2012,5,73476
EstAsia,Korea,2012,6,89031
EstAsia,Korea,2012,7,104928
EstAsia,Korea,2012,8,120549
EstAsia,Korea,2012,9,84266
EstAsia,Korea,2012,10,97324
EstAsia,Korea,2012,11,109837
EstAsia,Korea,2012,12,112960
EstAsia,Korea,2013,1,143799
EstAsia,Korea,2013,2,110734
EstAsia,Korea,2013,3,96983
EstAsia,Korea,2013,4,84569
EstAsia,Korea,2013,5,88950
EstAsia,Korea,2013,6,95099
EstAsia,Korea,2013,7,114145
EstAsia,Korea,2013,8,128162
EstAsia,Korea,2013,9,94266
EstAsia,Korea,2013,10,110509
EstAsia,Korea,2013,11,113658
EstAsia,Korea,2013,12,114468
EstAsia,Korea,2014,1,135598
EstAsia,Korea,2014,2,100650
EstAsia,Korea,2014,3,79481
EstAsia,Korea,2014,4,77026
EstAsia,Korea,2014,5,74905
EstAsia,Korea,2014,6,65534
EstAsia,Korea,2014,7,89189
EstAsia,Korea,2014,8,114123
EstAsia,Korea,2014,9,81366
EstAsia,Korea,2014,10,95413
EstAsia,Korea,2014,11,91160
EstAsia,Korea,2014,12,118121
EstAsia,Korea,2015,1,153062
EstAsia,Korea,2015,2,117331
EstAsia,Korea,2015,3,100236
EstAsia,Korea,2015,4,86307
EstAsia,Korea,2015,5,89584
EstAsia,Korea,2015,6,91776
EstAsia,Korea,2015,7,121499
EstAsia,Korea,2015,8,137404
EstAsia,Korea,2015,9,108969
EstAsia,Korea,2015,10,108969
EstAsia,Korea,2015,11,123315
EstAsia,Korea,2015,12,149315
EstAsia,Korea,2016,1,174970
EstAsia,Korea,2016,2,147688
EstAsia,Korea,2016,3,103289
EstAsia,Korea,2016,4,95785
EstAsia,Korea,2016,5,96261
EstAsia,Korea,2016,6,107506
EstAsia,Korea,2016,7,134310
EstAsia,Korea,2016,8,140804
EstAsia,Korea,2016,9,107890
EstAsia,Korea,2016,10,99409
EstAsia,Korea,2016,11,114745
EstAsia,Korea,2016,12,141561
EstAsia,Taiwan,2010,1,45316
EstAsia,Taiwan,2010,2,46066
EstAsia,Taiwan,2010,3,38120
EstAsia,Taiwan,2010,4,21327
EstAsia,Taiwan,2010,5,11580
EstAsia,Taiwan,2010,6,16274
EstAsia,Taiwan,2010,7,30546
EstAsia,Taiwan,2010,8,35287
EstAsia,Taiwan,2010,9,32508
EstAsia,Taiwan,2010,10,30540
EstAsia,Taiwan,2010,11,29459
EstAsia,Taiwan,2010,12,32197
EstAsia,Taiwan,2011,1,40800
EstAsia,Taiwan,2011,2,41092
EstAsia,Taiwan,2011,3,42316
EstAsia,Taiwan,2011,4,40312
EstAsia,Taiwan,2011,5,44959
EstAsia,Taiwan,2011,6,47065
EstAsia,Taiwan,2011,7,50324
EstAsia,Taiwan,2011,8,45381
EstAsia,Taiwan,2011,9,42303
EstAsia,Taiwan,2011,10,27232
EstAsia,Taiwan,2011,11,10751
EstAsia,Taiwan,2011,12,15075
EstAsia,Taiwan,2012,1,25360
EstAsia,Taiwan,2012,2,28023
EstAsia,Taiwan,2012,3,30885
EstAsia,Taiwan,2012,4,30964
EstAsia,Taiwan,2012,5,32734
EstAsia,Taiwan,2012,6,36243
EstAsia,Taiwan,2012,7,38702
EstAsia,Taiwan,2012,8,37168
EstAsia,Taiwan,2012,9,34292
EstAsia,Taiwan,2012,10,35283
EstAsia,Taiwan,2012,11,31960
EstAsia,Taiwan,2012,12,32611
EstAsia,Taiwan,2013,1,31694
EstAsia,Taiwan,2013,2,43638
EstAsia,Taiwan,2013,3,39536
EstAsia,Taiwan,2013,4,43474
EstAsia,Taiwan,2013,5,41799
EstAsia,Taiwan,2013,6,52959
EstAsia,Taiwan,2013,7,45260
EstAsia,Taiwan,2013,8,46006
EstAsia,Taiwan,2013,9,45187
EstAsia,Taiwan,2013,10,42665
EstAsia,Taiwan,2013,11,37518
EstAsia,Taiwan,2013,12,32440
EstAsia,Taiwan,2014,1,30333
EstAsia,Taiwan,2014,2,26081
EstAsia,Taiwan,2014,3,26070
EstAsia,Taiwan,2014,4,31554
EstAsia,Taiwan,2014,5,31901
EstAsia,Taiwan,2014,6,29211
EstAsia,Taiwan,2014,7,28099
EstAsia,Taiwan,2014,8,36178
EstAsia,Taiwan,2014,9,35380
EstAsia,Taiwan,2014,10,39892
EstAsia,Taiwan,2014,11,35368
EstAsia,Taiwan,2014,12,44082
EstAsia,Taiwan,2015,1,46652
EstAsia,Taiwan,2015,2,49237
EstAsia,Taiwan,2015,3,51466
EstAsia,Taiwan,2015,4,50140
EstAsia,Taiwan,2015,5,49982
EstAsia,Taiwan,2015,6,56309
EstAsia,Taiwan,2015,7,54927
EstAsia,Taiwan,2015,8,45851
EstAsia,Taiwan,2015,9,37792
EstAsia,Taiwan,2015,10,37792
EstAsia,Taiwan,2015,11,37565
EstAsia,Taiwan,2015,12,38617
EstAsia,Taiwan,2016,1,42261
EstAsia,Taiwan,2016,2,50176
EstAsia,Taiwan,2016,3,42435
EstAsia,Taiwan,2016,4,45320
EstAsia,Taiwan,2016,5,40526
EstAsia,Taiwan,2016,6,50424
EstAsia,Taiwan,2016,7,48891
EstAsia,Taiwan,2016,8,47974
EstAsia,Taiwan,2016,9,48003
EstAsia,Taiwan,2016,10,35917
EstAsia,Taiwan,2016,11,32812
EstAsia,Taiwan,2016,12,37492
Europe,Austria,2010,1,13759
Europe,Austria,2010,2,12410
Europe,Austria,2010,3,9585
Europe,Austria,2010,4,5932
Europe,Austria,2010,5,3580
Europe,Austria,2010,6,2956
Europe,Austria,2010,7,6375
Europe,Austria,2010,8,5281
Europe,Austria,2010,9,4590
Europe,Austria,2010,10,5853
Europe,Austria,2010,11,9301
Europe,Austria,2010,12,10404
Europe,Austria,2011,1,13529
Europe,Austria,2011,2,12485
Europe,Austria,2011,3,9127
Europe,Austria,2011,4,6098
Europe,Austria,2011,5,3637
Europe,Austria,2011,6,3464
Europe,Austria,2011,7,6708
Europe,Austria,2011,8,5930
Europe,Austria,2011,9,4592
Europe,Austria,2011,10,5599
Europe,Austria,2011,11,7508
Europe,Austria,2011,12,10565
Europe,Austria,2012,1,13182
Europe,Austria,2012,2,12927
Europe,Austria,2012,3,9110
Europe,Austria,2012,4,6250
Europe,Austria,2012,5,4258
Europe,Austria,2012,6,3984
Europe,Austria,2012,7,7513
Europe,Austria,2012,8,6213
Europe,Austria,2012,9,4757
Europe,Austria,2012,10,6471
Europe,Austria,2012,11,8620
Europe,Austria,2012,12,11382
Europe,Austria,2013,1,13810
Europe,Austria,2013,2,13978
Europe,Austria,2013,3,9846
Europe,Austria,2013,4,7346
Europe,Austria,2013,5,4564
Europe,Austria,2013,6,5925
Europe,Austria,2013,7,7808
Europe,Austria,2013,8,6262
Europe,Austria,2013,9,5322
Europe,Austria,2013,10,8883
Europe,Austria,2013,11,9682
Europe,Austria,2013,12,12852
Europe,Austria,2014,1,14164
Europe,Austria,2014,2,17373
Europe,Austria,2014,3,8984
Europe,Austria,2014,4,6726
Europe,Austria,2014,5,4167
Europe,Austria,2014,6,3665
Europe,Austria,2014,7,6421
Europe,Austria,2014,8,5812
Europe,Austria,2014,9,4713
Europe,Austria,2014,10,6098
Europe,Austria,2014,11,9603
Europe,Austria,2014,12,13242
Europe,Austria,2015,1,14308
Europe,Austria,2015,2,13366
Europe,Austria,2015,3,9768
Europe,Austria,2015,4,6620
Europe,Austria,2015,5,4054
Europe,Austria,2015,6,3322
Europe,Austria,2015,7,7650
Europe,Austria,2015,8,6868
Europe,Austria,2015,9,5837
Europe,Austria,2015,10,5837
Europe,Austria,2015,11,9147
Europe,Austria,2015,12,12233
Europe,Austria,2016,1,13722
Europe,Austria,2016,2,13615
Europe,Austria,2016,3,9592
Europe,Austria,2016,4,6649
Europe,Austria,2016,5,4317
Europe,Austria,2016,6,3494
Europe,Austria,2016,7,8586
Europe,Austria,2016,8,6827
Europe,Austria,2016,9,4655
Europe,Austria,2016,10,6587
Europe,Austria,2016,11,9183
Europe,Austria,2016,12,13060
Europe,Belgium,2010,1,7832
Europe,Belgium,2010,2,7379
Europe,Belgium,2010,3,7063
Europe,Belgium,2010,4,6580
Europe,Belgium,2010,5,3968
Europe,Belgium,2010,6,4338
Europe,Belgium,2010,7,9380
Europe,Belgium,2010,8,5674
Europe,Belgium,2010,9,4558
Europe,Belgium,2010,10,6575
Europe,Belgium,2010,11,8359
Europe,Belgium,2010,12,8294
Europe,Belgium,2011,1,7797
Europe,Belgium,2011,2,7148
Europe,Belgium,2011,3,6643
Europe,Belgium,2011,4,6752
Europe,Belgium,2011,5,4149
Europe,Belgium,2011,6,4378
Europe,Belgium,2011,7,10435
Europe,Belgium,2011,8,5893
Europe,Belgium,2011,9,4893
Europe,Belgium,2011,10,6509
Europe,Belgium,2011,11,8123
Europe,Belgium,2011,12,9890
Europe,Belgium,2012,1,8617
Europe,Belgium,2012,2,8537
Europe,Belgium,2012,3,8330
Europe,Belgium,2012,4,6998
Europe,Belgium,2012,5,4599
Europe,Belgium,2012,6,5215
Europe,Belgium,2012,7,11561
Europe,Belgium,2012,8,7424
Europe,Belgium,2012,9,5697
Europe,Belgium,2012,10,7297
Europe,Belgium,2012,11,9939
Europe,Belgium,2012,12,10682
Europe,Belgium,2013,1,9245
Europe,Belgium,2013,2,9060
Europe,Belgium,2013,3,10039
Europe,Belgium,2013,4,6834
Europe,Belgium,2013,5,4701
Europe,Belgium,2013,6,6352
Europe,Belgium,2013,7,12581
Europe,Belgium,2013,8,7062
Europe,Belgium,2013,9,5699
Europe,Belgium,2013,10,7551
Europe,Belgium,2013,11,10560
Europe,Belgium,2013,12,11425
Europe,Belgium,2014,1,10268
Europe,Belgium,2014,2,9157
Europe,Belgium,2014,3,7704
Europe,Belgium,2014,4,8838
Europe,Belgium,2014,5,4911
Europe,Belgium,2014,6,6116
Europe,Belgium,2014,7,11359
Europe,Belgium,2014,8,7254
Europe,Belgium,2014,9,5214
Europe,Belgium,2014,10,7180
Europe,Belgium,2014,11,10327
Europe,Belgium,2014,12,11401
Europe,Belgium,2015,1,10433
Europe,Belgium,2015,2,9414
Europe,Belgium,2015,3,8760
Europe,Belgium,2015,4,8749
Europe,Belgium,2015,5,5075
Europe,Belgium,2015,6,6116
Europe,Belgium,2015,7,13232
Europe,Belgium,2015,8,7890
Europe,Belgium,2015,9,7428
Europe,Belgium,2015,10,7428
Europe,Belgium,2015,11,11384
Europe,Belgium,2015,12,11862
Europe,Belgium,2016,1,10858
Europe,Belgium,2016,2,10324
Europe,Belgium,2016,3,11125
Europe,Belgium,2016,4,6949
Europe,Belgium,2016,5,5097
Europe,Belgium,2016,6,5942
Europe,Belgium,2016,7,14300
Europe,Belgium,2016,8,8487
Europe,Belgium,2016,9,6187
Europe,Belgium,2016,10,8394
Europe,Belgium,2016,11,10710
Europe,Belgium,2016,12,12624
Europe,Denmark,2010,1,24792
Europe,Denmark,2010,2,23801
Europe,Denmark,2010,3,17506
Europe,Denmark,2010,4,9365
Europe,Denmark,2010,5,6000
Europe,Denmark,2010,6,7946
Europe,Denmark,2010,7,12376
Europe,Denmark,2010,8,6217
Europe,Denmark,2010,9,6471
Europe,Denmark,2010,10,9727
Europe,Denmark,2010,11,11592
Europe,Denmark,2010,12,16605
Europe,Denmark,2011,1,27845
Europe,Denmark,2011,2,27002
Europe,Denmark,2011,3,15720
Europe,Denmark,2011,4,11147
Europe,Denmark,2011,5,5698
Europe,Denmark,2011,6,8018
Europe,Denmark,2011,7,12784
Europe,Denmark,2011,8,6777
Europe,Denmark,2011,9,6209
Europe,Denmark,2011,10,10642
Europe,Denmark,2011,11,13303
Europe,Denmark,2011,12,18951
Europe,Denmark,2012,1,28844
Europe,Denmark,2012,2,27774
Europe,Denmark,2012,3,17950
Europe,Denmark,2012,4,9896
Europe,Denmark,2012,5,5828
Europe,Denmark,2012,6,7512
Europe,Denmark,2012,7,14437
Europe,Denmark,2012,8,6527
Europe,Denmark,2012,9,6303
Europe,Denmark,2012,10,10056
Europe,Denmark,2012,11,14039
Europe,Denmark,2012,12,18333
Europe,Denmark,2013,1,27218
Europe,Denmark,2013,2,25584
Europe,Denmark,2013,3,18609
Europe,Denmark,2013,4,8001
Europe,Denmark,2013,5,5405
Europe,Denmark,2013,6,7459
Europe,Denmark,2013,7,14328
Europe,Denmark,2013,8,6257
Europe,Denmark,2013,9,5705
Europe,Denmark,2013,10,10626
Europe,Denmark,2013,11,14865
Europe,Denmark,2013,12,19129
Europe,Denmark,2014,1,28491
Europe,Denmark,2014,2,26697
Europe,Denmark,2014,3,18331
Europe,Denmark,2014,4,10406
Europe,Denmark,2014,5,5651
Europe,Denmark,2014,6,7430
Europe,Denmark,2014,7,12661
Europe,Denmark,2014,8,5301
Europe,Denmark,2014,9,5060
Europe,Denmark,2014,10,9610
Europe,Denmark,2014,11,12396
Europe,Denmark,2014,12,18943
Europe,Denmark,2015,1,28315
Europe,Denmark,2015,2,26021
Europe,Denmark,2015,3,20452
Europe,Denmark,2015,4,7634
Europe,Denmark,2015,5,5510
Europe,Denmark,2015,6,6973
Europe,Denmark,2015,7,13128
Europe,Denmark,2015,8,5501
Europe,Denmark,2015,9,10078
Europe,Denmark,2015,10,10078
Europe,Denmark,2015,11,11853
Europe,Denmark,2015,12,18331
Europe,Denmark,2016,1,27898
Europe,Denmark,2016,2,29259
Europe,Denmark,2016,3,21651
Europe,Denmark,2016,4,8636
Europe,Denmark,2016,5,5605
Europe,Denmark,2016,6,7455
Europe,Denmark,2016,7,13655
Europe,Denmark,2016,8,5553
Europe,Denmark,2016,9,5624
Europe,Denmark,2016,10,10280
Europe,Denmark,2016,11,12722
Europe,Denmark,2016,12,17210
Europe,EastEurope,2010,1,35394
Europe,EastEurope,2010,2,29675
Europe,EastEurope,2010,3,23541
Europe,EastEurope,2010,4,12484
Europe,EastEurope,2010,5,7123
Europe,EastEurope,2010,6,6700
Europe,EastEurope,2010,7,9291
Europe,EastEurope,2010,8,10559
Europe,EastEurope,2010,9,10365
Europe,EastEurope,2010,10,15803
Europe,EastEurope,2010,11,22660
Europe,EastEurope,2010,12,28077
Europe,EastEurope,2011,1,41048
Europe,EastEurope,2011,2,34909
Europe,EastEurope,2011,3,28545
Europe,EastEurope,2011,4,13953
Europe,EastEurope,2011,5,9488
Europe,EastEurope,2011,6,8825
Europe,EastEurope,2011,7,11514
Europe,EastEurope,2011,8,12264
Europe,EastEurope,2011,9,12375
Europe,EastEurope,2011,10,16652
Europe,EastEurope,2011,11,22583
Europe,EastEurope,2011,12,28730
Europe,EastEurope,2012,1,41249
Europe,EastEurope,2012,2,39015
Europe,EastEurope,2012,3,29834
Europe,EastEurope,2012,4,17522
Europe,EastEurope,2012,5,11153
Europe,EastEurope,2012,6,11059
Europe,EastEurope,2012,7,13185
Europe,EastEurope,2012,8,13295
Europe,EastEurope,2012,9,13131
Europe,EastEurope,2012,10,19058
Europe,EastEurope,2012,11,33363
Europe,EastEurope,2012,12,39112
Europe,EastEurope,2013,1,53628
Europe,EastEurope,2013,2,45539
Europe,EastEurope,2013,3,38386
Europe,EastEurope,2013,4,20930
Europe,EastEurope,2013,5,13892
Europe,EastEurope,2013,6,13333
Europe,EastEurope,2013,7,15439
Europe,EastEurope,2013,8,14775
Europe,EastEurope,2013,9,14055
Europe,EastEurope,2013,10,23927
Europe,EastEurope,2013,11,42212
Europe,EastEurope,2013,12,50114
Europe,EastEurope,2014,1,66607
Europe,EastEurope,2014,2,54268
Europe,EastEurope,2014,3,39068
Europe,EastEurope,2014,4,20130
Europe,EastEurope,2014,5,14810
Europe,EastEurope,2014,6,12929
Europe,EastEurope,2014,7,15150
Europe,EastEurope,2014,8,16495
Europe,EastEurope,2014,9,14416
Europe,EastEurope,2014,10,24217
Europe,EastEurope,2014,11,40595
Europe,EastEurope,2014,12,52041
Europe,EastEurope,2015,1,66796
Europe,EastEurope,2015,2,54662
Europe,EastEurope,2015,3,40811
Europe,EastEurope,2015,4,19514
Europe,EastEurope,2015,5,13087
Europe,EastEurope,2015,6,13023
Europe,EastEurope,2015,7,16300
Europe,EastEurope,2015,8,14991
Europe,EastEurope,2015,9,23474
Europe,EastEurope,2015,10,23474
Europe,EastEurope,2015,11,39631
Europe,EastEurope,2015,12,48662
Europe,EastEurope,2016,1,66231
Europe,EastEurope,2016,2,57349
Europe,EastEurope,2016,3,43513
Europe,EastEurope,2016,4,23101
Europe,EastEurope,2016,5,16334
Europe,EastEurope,2016,6,15299
Europe,EastEurope,2016,7,18626
Europe,EastEurope,2016,8,18016
Europe,EastEurope,2016,9,16623
Europe,EastEurope,2016,10,26709
Europe,EastEurope,2016,11,48312
Europe,EastEurope,2016,12,59408
Europe,EuOthers,2010,1,17426
Europe,EuOthers,2010,2,15086
Europe,EuOthers,2010,3,14617
Europe,EuOthers,2010,4,11350
Europe,EuOthers,2010,5,8496
Europe,EuOthers,2010,6,10116
Europe,EuOthers,2010,7,13779
Europe,EuOthers,2010,8,14267
Europe,EuOthers,2010,9,10350
Europe,EuOthers,2010,10,12065
Europe,EuOthers,2010,11,17332
Europe,EuOthers,2010,12,16978
Europe,EuOthers,2011,1,18435
Europe,EuOthers,2011,2,16936
Europe,EuOthers,2011,3,14992
Europe,EuOthers,2011,4,12809
Europe,EuOthers,2011,5,10012
Europe,EuOthers,2011,6,11923
Europe,EuOthers,2011,7,15656
Europe,EuOthers,2011,8,17307
Europe,EuOthers,2011,9,11633
Europe,EuOthers,2011,10,12223
Europe,EuOthers,2011,11,14083
Europe,EuOthers,2011,12,16679
Europe,EuOthers,2012,1,18768
Europe,EuOthers,2012,2,16499
Europe,EuOthers,2012,3,14843
Europe,EuOthers,2012,4,13191
Europe,EuOthers,2012,5,11509
Europe,EuOthers,2012,6,12580
Europe,EuOthers,2012,7,15447
Europe,EuOthers,2012,8,16006
Europe,EuOthers,2012,9,12616
Europe,EuOthers,2012,10,14769
Europe,EuOthers,2012,11,17273
Europe,EuOthers,2012,12,19429
Europe,EuOthers,2013,1,19348
Europe,EuOthers,2013,2,17199
Europe,EuOthers,2013,3,17625
Europe,EuOthers,2013,4,12824
Europe,EuOthers,2013,5,11876
Europe,EuOthers,2013,6,14050
Europe,EuOthers,2013,7,17367
Europe,EuOthers,2013,8,17531
Europe,EuOthers,2013,9,13223
Europe,EuOthers,2013,10,19029
Europe,EuOthers,2013,11,20004
Europe,EuOthers,2013,12,22134
Europe,EuOthers,2014,1,21300
Europe,EuOthers,2014,2,17897
Europe,EuOthers,2014,3,15329
Europe,EuOthers,2014,4,16277
Europe,EuOthers,2014,5,12085
Europe,EuOthers,2014,6,12497
Europe,EuOthers,2014,7,15670
Europe,EuOthers,2014,8,16477
Europe,EuOthers,2014,9,12244
Europe,EuOthers,2014,10,17494
Europe,EuOthers,2014,11,19856
Europe,EuOthers,2014,12,25597
Europe,EuOthers,2015,1,22965
Europe,EuOthers,2015,2,20177
Europe,EuOthers,2015,3,19278
Europe,EuOthers,2015,4,15005
Europe,EuOthers,2015,5,13200
Europe,EuOthers,2015,6,12870
Europe,EuOthers,2015,7,18228
Europe,EuOthers,2015,8,16418
Europe,EuOthers,2015,9,15394
Europe,EuOthers,2015,10,15394
Europe,EuOthers,2015,11,19675
Europe,EuOthers,2015,12,24515
Europe,EuOthers,2016,1,25513
Europe,EuOthers,2016,2,23022
Europe,EuOthers,2016,3,22310
Europe,EuOthers,2016,4,16325
Europe,EuOthers,2016,5,14310
Europe,EuOthers,2016,6,14739
Europe,EuOthers,2016,7,21010
Europe,EuOthers,2016,8,18475
Europe,EuOthers,2016,9,17027
Europe,EuOthers,2016,10,16578
Europe,EuOthers,2016,11,22589
Europe,EuOthers,2016,12,27408
Europe,Finland,2010,1,29496
Europe,Finland,2010,2,23597
Europe,Finland,2010,3,19171
Europe,Finland,2010,4,5646
Europe,Finland,2010,5,4178
Europe,Finland,2010,6,4395
Europe,Finland,2010,7,3037
Europe,Finland,2010,8,2937
Europe,Finland,2010,9,4617
Europe,Finland,2010,10,7389
Europe,Finland,2010,11,14286
Europe,Finland,2010,12,28197
Europe,Finland,2011,1,32568
Europe,Finland,2011,2,26938
Europe,Finland,2011,3,21812
Europe,Finland,2011,4,7852
Europe,Finland,2011,5,4431
Europe,Finland,2011,6,4605
Europe,Finland,2011,7,3198
Europe,Finland,2011,8,3032
Europe,Finland,2011,9,4368
Europe,Finland,2011,10,6336
Europe,Finland,2011,11,13559
Europe,Finland,2011,12,28347
Europe,Finland,2012,1,32536
Europe,Finland,2012,2,28104
Europe,Finland,2012,3,20310
Europe,Finland,2012,4,6175
Europe,Finland,2012,5,4127
Europe,Finland,2012,6,4128
Europe,Finland,2012,7,2903
Europe,Finland,2012,8,2707
Europe,Finland,2012,9,4044
Europe,Finland,2012,10,6187
Europe,Finland,2012,11,15740
Europe,Finland,2012,12,27958
Europe,Finland,2013,1,28121
