song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target
Cane Shuga,Glass Animals,0.543,0.785,196570,0.796,0.291,5,0.108,-5.815,0,0.0379,136.05,4,0.806,1
Queen,Perfume Genius,0.211,0.418,230720,0.547,0.0443,1,0.187,-4.932,1,0.0295,131.99,4,0.127,1
Get Lucky,Daft Punk,0.0378,0.81,369627,0.793,1.82E-06,6,0.072,-9.404,0,0.0403,116.049,4,0.86,1
Bugatti,Ace Hood,0.0159,0.588,269267,0.596,0,1,0.0898,-4.994,1,0.0556,130.346,4,0.0602,1
Versace,Migos,0.0384,0.841,195474,0.729,0,6,0.276,-3.047,0,0.239,132.073,4,0.43,1
Black Skinhead,Kanye West,0.000954,0.775,188013,0.823,0,1,0.144,-6.091,1,0.271,130.041,4,0.288,1
Type of Way,Rich Homie Quan,0.147,0.85,261321,0.509,0,6,0.0759,-9.637,0,0.378,134.9,4,0.769,1
Recover,CHVRCHES,0.00444,0.413,225867,0.633,0,7,0.361,-5.188,1,0.0558,170.016,4,0.184,1
Bitter Rivals,Sleigh Bells,0.222,0.76,199227,0.79,0,10,0.268,-3.835,1,0.344,94.017,4,0.57,1
Gonna Die,Autre Ne Veut,0.0745,0.409,175480,0.532,0.00523,2,0.0795,-6.266,1,0.033,99.935,4,0.354,1
Angels,The xx,0.957,0.342,171613,0.159,0.114,9,0.101,-18.127,1,0.0477,91.963,4,0.329,1
GOT IT GOOD,KAYTRANADA,0.0475,0.606,228147,0.503,0,7,0.116,-6.678,0,0.155,80.04,4,0.325,1
I Got U,Duke Dumont,0.00369,0.647,285596,0.762,0.00641,0,0.0884,-7.765,1,0.0363,120.832,4,0.438,1
Something About You - ODESZA Remix,Hayden James,0.0216,0.709,343800,0.669,0.0125,11,0.146,-8.422,0,0.0409,105.004,4,0.106,1
Oblivion,The Seshen,0.156,0.378,282053,0.572,0.152,0,0.0579,-6.361,1,0.175,134.957,4,0.332,1
Distant Heart,The Seshen,0.112,0.555,187000,0.699,0.00319,6,0.488,-7.871,0,0.105,170.02,4,0.544,1
Finally Moving,Pretty Lights,0.382,0.735,277975,0.555,0.856,1,0.0952,-8.84,0,0.0366,100.01,4,0.535,1
Want My Love,Cathedrals,0.0564,0.607,248000,0.435,0.0178,6,0.171,-6.604,0,0.0475,120.045,4,0.255,1
Myth,Beach House,0.0369,0.448,258653,0.733,0.0425,3,0.169,-6.238,1,0.0292,142.008,4,0.404,1
Weary,Solange,0.655,0.507,194253,0.466,0.363,1,0.0929,-11.966,1,0.0862,157.013,4,0.0978,1
Treat Me Like Fire,LION BABE,0.138,0.667,250707,0.658,0.00685,6,0.602,-7.71,1,0.0756,91.98,4,0.36,1
Something About You,Hayden James,0.345,0.855,225181,0.605,0.0573,2,0.0757,-7.403,0,0.0637,114.999,4,0.676,1
Let It Happen - Soulwax Remix,Tame Impala,0.2,0.739,556924,0.848,0.824,1,0.111,-4.598,0,0.0332,125.02,4,0.782,1
Hood Pass Intact,DÃ¢m-Funk,0.0739,0.833,301240,0.663,0.00351,2,0.0814,-3.639,1,0.105,103.693,4,0.457,1
Let's Dance (Single Version) [2002 Remastered Version],David Bowie,0.00535,0.654,247600,0.641,0.00321,8,0.209,-9.771,1,0.0482,114.696,4,0.778,1
Ode To Viceroy,Mac Demarco,0.208,0.514,233818,0.632,0.0132,2,0.115,-6.305,1,0.0501,94.569,4,0.31,1
Five Seconds,Twin Shadow,0.0019,0.468,260013,0.88,0.00704,1,0.409,-5.086,1,0.057,176.972,4,0.645,1
No Sleep Till Brooklyn,Beastie Boys,0.135,0.756,246893,0.415,0,8,0.144,-14.429,1,0.0555,96.99,4,0.662,1
F**kin' Problems,A$AP Rocky,0.0208,0.869,233787,0.687,1.00E-06,1,0.114,-6.816,1,0.263,96.006,4,0.668,1
Swerve... the reeping of all that is worthwhile (Noir not withstanding),Shabazz Palaces,0.144,0.709,310187,0.412,0.000101,8,0.0814,-11.602,1,0.488,174.062,4,0.505,1
Never Saw The Point,Cults,0.0559,0.521,182160,0.851,0,2,0.267,-3.235,1,0.0336,130.032,4,0.825,1
212,Azealia Banks,0.0852,0.858,203373,0.789,0,11,0.229,-7.462,0,0.291,125.993,4,0.658,1
Forgiven/Forgotten,Angel Olsen,4.69E-06,0.566,123547,0.869,0.309,0,0.0503,-7.614,1,0.0335,129.948,4,0.656,1
All My Friends,LCD Soundsystem,0.148,0.701,462267,0.788,0.625,2,0.0977,-5.611,1,0.0425,142.584,4,0.794,1
Lay Up,Future,0.374,0.772,167158,0.612,2.44E-06,7,0.108,-7.274,0,0.254,142.911,4,0.557,1
Father Stretch My Hands Pt. 1,Kanye West,0.142,0.714,135920,0.566,1.25E-06,7,0.57,-4.408,1,0.056,113.074,4,0.429,1
Big For Your Boots,Stormzy,0.0313,0.515,238419,0.902,0,6,0.093,-4.729,0,0.383,174.589,5,0.617,1
No Security,Skepta,0.00531,0.859,219737,0.624,0.000124,1,0.184,-5.437,1,0.0915,149.948,4,0.628,1
Fam,Saskilla,0.0381,0.709,176589,0.797,0,0,0.143,-4.316,1,0.335,139.639,4,0.474,1
Mr Skeng,Stormzy,0.102,0.699,197452,0.724,0,1,0.0865,-5.126,1,0.223,140.157,4,0.412,1
Beauty and the Beast,Bugzy Malone,0.377,0.497,196480,0.734,0,1,0.151,-6.112,1,0.382,139.096,4,0.382,1
I Win,Lethal Bizzle,0.0669,0.832,187585,0.854,0,2,0.0802,-4.92,1,0.296,136.213,4,0.583,1
Plottin,J HUS,0.285,0.88,151987,0.697,7.66E-05,4,0.0889,-8.468,0,0.328,129.989,4,0.761,1
M.E.N,Bugzy Malone,0.289,0.506,240363,0.43,0.0139,10,0.135,-17.402,0,0.317,137.644,4,0.294,1
Cold,Stormzy,0.202,0.732,156961,0.974,0,1,0.0853,-2.158,1,0.168,137.905,4,0.713,1
Toothache,Jaykae,0.671,0.539,166304,0.74,0,6,0.12,-7.157,0,0.401,139.608,4,0.645,1
Coward,Chip,0.352,0.494,179009,0.78,0,2,0.396,-5.841,1,0.301,139.725,4,0.884,1
3 Wheel-ups (feat. Wiley & Giggs),Kano,0.00298,0.545,278227,0.904,0.00117,6,0.0679,-5.201,1,0.34,139.871,4,0.681,1
T On the Wing,President T,0.397,0.739,181714,0.665,0,1,0.0901,-6.075,0,0.441,139.87,4,0.357,1
Bad Boys (feat. Ghetts and J Hus),Stormzy,0.134,0.603,246685,0.64,0,1,0.434,-5.215,1,0.291,125.462,4,0.311,1
Thiago Silva,Dave,0.0641,0.667,201964,0.673,4.00E-06,0,0.0975,-7.574,1,0.323,144.256,4,0.661,1
And Dat (Ft. Stormzy),Bonkaz,0.375,0.561,195419,0.588,0,8,0.084,-7.628,1,0.413,83.204,5,0.683,1
6 In The Morning,Wiley,0.258,0.812,181114,0.937,0,1,0.239,-1.894,1,0.295,139.997,4,0.851,1
Skepta Interlude,Drake,0.0103,0.745,143214,0.822,4.20E-06,7,0.155,-6.354,1,0.252,86.733,5,0.374,1
Man Don't Care,Jme,0.329,0.673,213251,0.922,0,4,0.0924,-5.311,1,0.217,140.008,4,0.364,1
Luke Cage,AJ Tracey,0.35,0.794,187400,0.801,0,0,0.0799,-6.433,1,0.271,147.072,4,0.73,1
Shutdown,Skepta,0.1,0.575,188875,0.723,0,7,0.483,-4.956,1,0.314,107.039,3,0.822,1
My Old Man,Zac Brown Band,0.819,0.64,227222,0.196,3.63E-05,4,0.0978,-11.478,1,0.0267,143.919,4,0.273,0
Losing Sleep,Chris Young,0.0677,0.587,180252,0.628,1.88E-06,1,0.122,-5.703,1,0.0431,92.003,4,0.65,0
Sleep Without You,Brett Young,0.013,0.631,187813,0.716,0,10,0.0756,-5.713,1,0.0432,88.541,4,0.637,0
Yeah Boy,Kelsea Ballerini,0.231,0.589,194413,0.809,0,3,0.0719,-5.292,1,0.0376,88.965,4,0.464,0
Craving You,Thomas Rhett,0.000907,0.612,227373,0.841,0,9,0.37,-3.795,0,0.0353,104.986,4,0.502,0
More Girls Like You,Kip Moore,0.01,0.553,154320,0.743,0,2,0.0812,-5.483,1,0.0368,149.962,4,0.574,0
Heart Break,Lady Antebellum,0.0538,0.548,188293,0.877,8.22E-06,7,0.314,-5.481,1,0.0367,84.009,4,0.694,0
Cut Your Groove,Charlie Worsham,0.151,0.528,251067,0.842,3.00E-05,11,0.117,-6.217,1,0.0411,83.948,4,0.797,0
Black,Dierks Bentley,0.27,0.663,211160,0.656,0.000279,1,0.117,-6.548,1,0.0413,120.037,4,0.555,0
The Weekend,Brantley Gilbert,0.0549,0.53,187760,0.809,0,6,0.0741,-4.745,0,0.0388,82.022,4,0.703,0
Reasons,Jillian Jacqueline,0.0966,0.525,190227,0.657,0,1,0.119,-5.28,0,0.054,176.127,4,0.313,0
Small Town Boy,Dustin Lynch,0.0244,0.553,206573,0.747,0,9,0.363,-5.905,1,0.0292,73.033,4,0.702,0
Yours If You Want It,Rascal Flatts,0.0102,0.533,208733,0.91,0,8,0.108,-3.087,1,0.0566,113.054,4,0.481,0
Roots,Zac Brown Band,0.148,0.726,231173,0.595,0.000433,11,0.106,-6.846,1,0.0393,115,4,0.666,0
Sunday Morning,Parmalee,0.00733,0.584,171067,0.716,0,0,0.0879,-4.737,1,0.0342,90.005,4,0.527,0
Hurricane,Luke Combs,0.0165,0.443,223800,0.804,2.89E-06,10,0.181,-6.432,1,0.0406,151.928,4,0.437,0
Think A Little Less,Michael Ray,0.124,0.521,176987,0.805,0.000219,9,0.33,-4.481,1,0.0289,141.967,4,0.549,0
Speak to a Girl,Tim McGraw,0.661,0.476,231920,0.527,0,1,0.307,-6.406,1,0.0399,152.117,3,0.205,0
Man Enough Now,Chris Bandi,0.0159,0.591,185474,0.577,0,2,0.162,-6.107,1,0.0331,156.107,4,0.52,0
If I Told You,Darius Rucker,0.335,0.5,214507,0.622,0,9,0.327,-6.691,1,0.0329,83.886,4,0.293,0
Happy People,Little Big Town,0.234,0.674,167200,0.706,7.98E-05,8,0.0958,-4.824,1,0.0586,160.023,4,0.962,0
All On Me,Devin Dawson,0.144,0.631,227573,0.658,0,5,0.22,-5.313,1,0.0281,80.996,4,0.692,0
Somethin' I'm Good At,Brett Eldredge,0.0494,0.562,217280,0.94,0,5,0.217,-4.337,1,0.114,103.009,4,0.466,0
I Could Use a Love Song,Maren Morris,0.214,0.638,196422,0.634,0,6,0.0866,-6.474,1,0.0468,92.097,4,0.445,0
Zac Brown Band - Hot Country,Various Artists,0.733,0.409,16042,0.645,0,1,0.132,-8.336,0,0.0771,74.923,4,0.421,0
Trying To Drive,Zac Brown Band,0.0968,0.434,266787,0.664,0,8,0.141,-5.883,1,0.0346,145.861,4,0.478,0
"God, Your Mama, And Me",Florida Georgia Line,0.333,0.439,183413,0.802,0,7,0.377,-3.644,1,0.054,168.032,4,0.688,0
Real Thing,Zac Brown Band,0.0915,0.533,230722,0.533,0,0,0.0972,-8.266,1,0.0324,159.907,4,0.506,0
They Don't Know,Jason Aldean,0.0207,0.434,195307,0.921,0.00209,10,0.116,-2.248,0,0.0688,171.945,4,0.426,0
Every Time I Hear That Song,Blake Shelton,0.0558,0.523,214800,0.725,6.96E-06,2,0.0937,-5.448,1,0.0339,155.855,4,0.52,0
What Ifs,Kane Brown,0.00898,0.612,188253,0.799,0,10,0.172,-4.603,1,0.0275,125.976,4,0.675,0
For Her,Chris Lane,0.0993,0.51,211227,0.904,0,6,0.173,-4.291,1,0.0357,150.004,4,0.542,0
Act Like You Don't,Brooke Eden,0.424,0.55,232253,0.774,0,11,0.067,-4.397,1,0.0967,170.124,4,0.462,0
In Case You Didn't Know,Brett Young,0.397,0.596,224853,0.544,0,10,0.106,-7.294,1,0.0315,147.976,4,0.381,0
Two Black X's,Dylan Schneider,0.0166,0.622,194240,0.745,0.000875,1,0.292,-5.674,1,0.0262,91,4,0.585,0
You Look Good,Lady Antebellum,0.0344,0.659,183747,0.926,0.00121,0,0.113,-4.66,1,0.0461,152.015,4,0.949,0
Close,Ryan Kinder,0.00566,0.479,178027,0.86,0,0,0.168,-4.318,1,0.0347,80.018,4,0.759,0
Ain't Always Pretty,Logan Mize,0.186,0.56,209840,0.78,0,1,0.364,-5.164,1,0.0459,160.052,4,0.466,0
Love in a Bar,Ryan Hurd,0.0179,0.512,187342,0.587,0,1,0.107,-6.403,1,0.0291,134.006,4,0.313,0
Family Table,Zac Brown Band,0.0292,0.403,211307,0.745,0,1,0.0985,-6.534,0,0.0858,186.241,4,0.634,0
Any Ol' Barstool,Jason Aldean,0.312,0.536,203293,0.722,0,4,0.117,-4.163,1,0.0284,143.78,4,0.472,0
Dirt On My Boots,Jon Pardi,0.116,0.685,201893,0.783,0,11,0.194,-4.152,1,0.0276,90.008,4,0.532,0
Just a Phase,Adam Craig,0.638,0.71,186627,0.498,0,4,0.0916,-5.478,1,0.0322,136.093,4,0.52,0
Body Like A Back Road,Sam Hunt,0.463,0.731,165387,0.469,1.04E-06,5,0.103,-7.226,1,0.0326,98.963,4,0.618,0
How Not To,Dan + Shay,0.208,0.501,192000,0.836,0,11,0.152,-3.587,0,0.0491,159.863,4,0.627,0
Tin Man,Miranda Lambert,0.861,0.425,259280,0.372,0.0148,0,0.0733,-10.92,1,0.03,79.456,4,0.297,0
Blue Tacoma,Russell Dickerson,0.0209,0.458,211240,0.894,0,9,0.221,-4.903,1,0.0398,160.125,4,0.709,0
May We All,Florida Georgia Line,0.0406,0.488,226173,0.915,0,7,0.351,-4.255,1,0.0389,75.019,4,0.637,0
Last Time for Everything,Brad Paisley,0.422,0.482,230832,0.739,1.87E-05,7,0.468,-5.476,1,0.0342,155.932,4,0.596,0
Getting Over You,Jackie Lee,0.0527,0.442,173187,0.784,0,2,0.0597,-4.001,1,0.0344,170.139,4,0.554,0
Flatliner (feat. Dierks Bentley),Cole Swindell,0.00434,0.555,177067,0.896,0,0,0.145,-3.295,1,0.0388,114.995,4,0.558,0
Like You That Way,Canaan Smith,0.0551,0.41,158667,0.738,0,9,0.0988,-3.833,1,0.0719,184.059,4,0.592,0
Hometown Girl,Josh Turner,0.273,0.507,216187,0.81,0.0567,3,0.121,-5.628,0,0.0317,156.004,4,0.492,0
Star Of The Show,Thomas Rhett,0.129,0.69,181200,0.626,0,7,0.169,-5.831,1,0.0275,101.958,4,0.652,0
Either Way,Chris Stapleton,0.865,0.641,248053,0.0628,4.08E-06,4,0.105,-14.155,1,0.0417,129.004,4,0.289,0
No Such Thing as a Broken Heart,Old Dominion,0.279,0.655,178840,0.785,0,8,0.116,-4.022,1,0.0697,171.969,4,0.931,0
Thereâ€™s A Girl,Trent Harmon,0.2,0.529,215600,0.803,0,7,0.0894,-5.379,1,0.0389,97.043,4,0.343,0
The Fighter,Keith Urban,0.0304,0.681,184040,0.845,0,11,0.197,-5.147,0,0.0525,132.023,4,0.761,0
Despacito - Remix,Luis Fonsi,0.229,0.694,228827,0.815,0,2,0.0924,-4.328,1,0.12,88.931,4,0.826,0
Felices los 4,Maluma,0.231,0.755,229849,0.789,0,5,0.351,-4.502,1,0.146,93.973,4,0.734,0
SUBEME LA RADIO,Enrique Iglesias,0.0744,0.684,208163,0.823,0,9,0.111,-3.297,0,0.0773,91.048,4,0.645,0
Me RehÃºso,Danny Ocean,0.0258,0.746,205741,0.794,0,1,0.0497,-6.331,1,0.0698,104.827,4,0.471,0
El Amante,Nicky Jam,0.243,0.683,219507,0.691,0,8,0.14,-5.535,1,0.0432,179.91,4,0.746,0
EscÃ¡pate Conmigo,Wisin,0.0245,0.747,232787,0.864,4.46E-05,8,0.0853,-3.181,0,0.0599,92.028,4,0.746,0
Ahora Dice,Chris Jeday,0.286,0.706,271080,0.689,0,6,0.123,-5.533,1,0.17,144.127,4,0.42,0
Chantaje,Shakira,0.168,0.859,195613,0.756,4.65E-05,8,0.163,-3.36,0,0.0643,102.033,4,0.913,0
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,0.0277,0.489,194942,0.962,6.18E-06,0,0.128,-2.597,1,0.215,104.563,4,0.507,0
Sigo ExtraÃ±Ã¡ndote,J Balvin,0.154,0.889,201280,0.853,0.000107,9,0.205,-4.26,1,0.241,93.022,4,0.916,0
Otra Vez (feat. J Balvin),Zion & Lennox,0.0559,0.832,209453,0.772,0.000486,10,0.44,-5.429,1,0.1,96.016,4,0.714,0
La Rompe Corazones,Daddy Yankee,0.116,0.685,204520,0.859,0,5,0.317,-2.595,0,0.0553,176.018,4,0.886,0
"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",Anuel Aa,0.27,0.639,307910,0.869,0,11,0.0802,-4.024,1,0.147,169.801,4,0.766,0
Despacito (Featuring Daddy Yankee),Luis Fonsi,0.209,0.66,228200,0.786,0,2,0.112,-4.757,1,0.17,177.833,4,0.849,0
ReggaetÃ_n Lento (Bailemos),CNCO,0.4,0.761,222560,0.838,0,4,0.176,-3.073,0,0.0502,93.974,4,0.717,0
Hey DJ,CNCO,0.0309,0.792,205520,0.819,0,5,0.389,-5.418,1,0.0867,89.98,4,0.45,0
Me Llamas (feat. Maluma) - Remix,Piso 21,0.547,0.76,210323,0.838,1.30E-06,7,0.0664,-3.828,0,0.0529,93.05,4,0.74,0
Me EnamorÃ©,Shakira,0.211,0.711,225813,0.875,0.000198,5,0.0862,-2.211,1,0.104,103.637,4,0.929,0
Tu Foto,Ozuna,0.205,0.735,193118,0.482,0.000194,7,0.0894,-9.21,1,0.0508,175.907,4,0.783,0
Vente Pa' Ca,Ricky Martin,0.00431,0.663,259196,0.92,1.69E-05,11,0.101,-4.07,0,0.226,99.935,4,0.521,0
Safari,J Balvin,0.551,0.508,205600,0.687,3.41E-06,0,0.126,-4.361,1,0.326,180.044,4,0.565,0
Alguien Robo,Sebastian Yatra,0.0897,0.745,223613,0.921,0,0,0.178,-2.674,1,0.082,92.973,4,0.645,0
Vacaciones,Wisin,0.256,0.772,238800,0.909,0,6,0.255,-3.225,0,0.166,96.031,4,0.679,0
Te Quiero PaÂ´Mi,Don Omar,0.125,0.761,211627,0.82,2.10E-05,1,0.183,-4.003,1,0.0623,88.997,4,0.619,0
Ay Mi Dios,IAmChino,0.167,0.761,252003,0.829,0,0,0.189,-3.203,0,0.0681,92.033,4,0.82,0
Traicionera,Sebastian Yatra,0.142,0.776,228467,0.669,0,11,0.219,-4.933,1,0.0638,91.012,4,0.646,0
Si TÃº La Ves,Nicky Jam,0.204,0.685,221027,0.731,0,5,0.0722,-5.119,0,0.093,177.912,4,0.776,0
Lumbra,Cali Y El Dandee,0.053,0.724,197087,0.84,0,0,0.727,-3.581,1,0.0392,92.01,4,0.833,0
La Bicicleta,Carlos Vives,0.206,0.746,227457,0.961,1.84E-06,0,0.329,-2.243,1,0.13,179.984,4,0.954,0
Bailame,Nacho,0.163,0.817,207200,0.869,0.00226,6,0.0497,-4.791,1,0.18,96.029,4,0.56,0
Dile Que Tu Me Quieres,Ozuna,0.0998,0.721,226400,0.687,0,1,0.0679,-6.682,1,0.0782,175.914,4,0.828,0
Deja vu,Prince Royce,0.39,0.732,196480,0.801,0,9,0.31,-3.859,1,0.0327,123.981,4,0.818,0
SÃ© Que Te Duele,Alejandro Fernandez,0.245,0.682,228147,0.858,0,9,0.104,-4.711,1,0.0708,94.954,4,0.772,0
Borro Cassette,Maluma,0.132,0.73,207307,0.701,0,5,0.151,-5.885,0,0.106,175.95,4,0.789,0
DUELE EL CORAZON,Enrique Iglesias,0.0786,0.724,200813,0.904,0,8,0.226,-3.354,0,0.0966,90.999,4,0.851,0
Andas En Mi Cabeza,Chino & Nacho,0.0244,0.68,247493,0.954,0,9,0.112,-1.823,1,0.119,104.029,4,0.524,0
Chillax,Farruko,0.0724,0.827,197840,0.646,0,1,0.247,-4.727,0,0.0766,92.057,4,0.51,0
Hasta el Amanecer,Nicky Jam,0.282,0.832,198707,0.608,0,6,0.0761,-6.042,0,0.0385,94.013,4,0.579,0
Bailame Despacio,Xantos,0.163,0.688,240000,0.719,0,2,0.15,-4.746,1,0.0555,88.015,4,0.589,0
Shaky Shaky,Daddy Yankee,0.076,0.899,234320,0.626,0,6,0.0631,-4.228,0,0.292,88.007,4,0.871,0
BesÃ¡ndote,Piso 21,0.0345,0.724,181048,0.809,0,7,0.169,-4.96,1,0.056,95.037,4,0.495,0
Ando buscando (feat. Piso 21),Carlos Baute,0.0685,0.712,199281,0.841,7.87E-05,7,0.0672,-5.432,0,0.0455,98.003,4,0.656,0
Hula Hoop,Daddy Yankee,0.113,0.801,236493,0.822,0.00424,6,0.0877,-4.655,1,0.0831,176.048,4,0.938,0
QuÃ© Gano OlvidÃ¡ndote - VersiÃ_n Urbana,Reik,0.0869,0.49,246853,0.894,0,11,0.103,-1.708,0,0.0947,197.989,4,0.656,0
Ya Me EnterÃ© (feat. Nicky Jam) - Urban Version,Reik,0.234,0.768,219227,0.742,0,9,0.14,-6.308,1,0.0443,114.679,5,0.8,0
Mi Tesoro (feat. Nicky Jam),Zion & Lennox,0.0821,0.725,246653,0.711,0,10,0.0931,-4.544,1,0.0335,93.003,4,0.476,0
TÃº SÃ_ Sabes Quererme,Natalia Lafourcade,0.803,0.612,245493,0.57,3.29E-05,1,0.122,-9.62,0,0.0735,169.842,4,0.813,0
Si Me Dices Que Si (feat. Nicky Jam),Cosculluela,0.189,0.67,276688,0.679,0,7,0.168,-5.618,1,0.118,172.069,4,0.794,0
Fuego,Juanes,0.0525,0.779,166600,0.659,0,0,0.128,-5.455,1,0.0808,95.003,4,0.924,0
Al Filo de Tu Amor,Carlos Vives,0.051,0.712,214072,0.901,0,1,0.162,-4.699,0,0.0595,97.98,4,0.84,0
Young And Menace,Fall Out Boy,0.0983,0.648,223800,0.833,0.001,11,0.127,-5.116,1,0.0543,108.001,4,0.301,0
"Sugar, We're Goin Down",Fall Out Boy,0.00898,0.499,229093,0.824,0,7,0.163,-4.741,1,0.0794,161.977,4,0.692,0
Centuries,Fall Out Boy,0.004,0.385,228360,0.866,0,4,0.111,-2.817,0,0.0697,176.014,4,0.548,0
My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,0.0313,0.561,186827,0.927,2.34E-05,9,0.529,-4.374,0,0.0619,152.011,4,0.562,0
Immortals,Fall Out Boy,0.00139,0.613,189387,0.874,1.82E-06,2,0.656,-3.594,1,0.0697,108.038,4,0.532,0
Uma Thurman,Fall Out Boy,0.119,0.623,211573,0.956,0.000227,4,0.617,-2.608,0,0.0753,149.958,4,0.718,0
"Dance, Dance",Fall Out Boy,0.00494,0.616,180267,0.961,0,11,0.078,-3.144,0,0.139,114.492,4,0.531,0
"This Ain't A Scene, It's An Arms Race",Fall Out Boy,0.000965,0.607,212040,0.889,0,9,0.0839,-4.034,1,0.0394,100.034,4,0.376,0
Bad Liar,Selena Gomez,0.177,0.95,214648,0.412,0,1,0.077,-6.592,1,0.0731,121.019,4,0.741,0
Despacito - Remix,Luis Fonsi,0.222,0.63,228827,0.815,0,2,0.091,-4.265,1,0.152,88.357,4,0.814,0
Thunder,Imagine Dragons,0.00593,0.608,187761,0.841,0.0573,0,0.121,-3.798,1,0.0464,167.969,4,0.25,0
Attention,Charlie Puth,0.0969,0.774,211475,0.626,3.12E-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.758,0
There's Nothing Holdin' Me Back,Shawn Mendes,0.381,0.857,199440,0.8,0,2,0.0913,-4.035,1,0.0583,121.996,4,0.965,0
Quit (feat. Ariana Grande),Cashmere Cat,0.102,0.44,258188,0.413,1.70E-05,0,0.103,-7.425,0,0.0446,131.659,4,0.125,0
The Cure,Lady Gaga,0.0745,0.696,211364,0.503,0,8,0.0869,-4.842,1,0.0356,99.977,4,0.539,0
First Time,Kygo,0.197,0.633,193511,0.592,0,0,0.099,-7.245,0,0.112,90.066,4,0.643,0
No Vacancy,OneRepublic,0.062,0.711,223190,0.722,0,5,0.14,-3.946,1,0.0472,99.954,4,0.483,0
Most Girls,Hailee Steinfeld,0.0485,0.76,204400,0.588,0,9,0.0847,-7.082,1,0.0775,102.974,4,0.384,0
Malibu,Miley Cyrus,0.0577,0.565,231906,0.782,4.16E-05,8,0.0757,-6.413,1,0.0506,140.004,4,0.392,0
Stay (with Alessia Cara),Zedd,0.238,0.457,210091,0.627,0,5,0.116,-5.091,0,0.111,101.384,4,0.535,0
1-800-273-8255,Logic,0.56,0.622,250200,0.593,0,5,0.175,-7.755,0,0.0414,100.048,4,0.361,0
Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,0.15,0.703,193613,0.868,0.132,7,0.104,-4.661,0,0.0291,121.03,4,0.732,0
Now Or Never,Halsey,0.115,0.66,214802,0.575,1.59E-06,6,0.131,-4.934,0,0.0367,110.091,4,0.485,0
No Promises (feat. Demi Lovato),Cheat Codes,0.0575,0.741,223504,0.667,0,10,0.106,-5.445,1,0.134,112.956,4,0.609,0
Slow Hands,Niall Horan,0.0133,0.726,188174,0.429,0,0,0.0574,-6.623,1,0.0519,85.899,4,0.874,0
Bad Bitch (feat. Ty Dolla $ign),Bebe Rexha,0.0283,0.656,197253,0.615,0,5,0.234,-6.252,1,0.0539,139.91,4,0.364,0
Good Life (with G-Eazy & Kehlani),G-Eazy,0.00464,0.565,225526,0.771,0,1,0.0568,-5.22,1,0.212,168.385,4,0.551,0
The Night We Met,Lord Huron,0.97,0.549,206933,0.371,0.132,2,0.639,-9.56,1,0.0378,87.024,3,0.117,0
Rollin,Calvin Harris,0.45,0.754,272667,0.762,6.67E-05,6,0.224,-4.486,0,0.0849,92.002,4,0.673,0
Obsession (feat. Jon Bellion),Vice,0.00728,0.741,221983,0.559,0.000971,10,0.21,-7.775,1,0.03,101.999,4,0.441,0
Whippin (feat. Felix Snow),Kiiara,0.549,0.87,160597,0.502,0.00356,5,0.0916,-7.497,0,0.0549,82.53,4,0.676,0
Symphony,Clean Bandit,0.281,0.718,214867,0.609,3.29E-05,0,0.234,-4.699,0,0.0429,122.948,4,0.47,0
Break Up Every Night,The Chainsmokers,0.00411,0.624,207520,0.806,0,1,0.0872,-5.957,1,0.0437,149.999,4,0.536,0
Unforgettable,French Montana,0.0293,0.726,233833,0.769,0.0101,6,0.104,-5.043,1,0.123,97.985,4,0.75,0
HUMBLE.,Kendrick Lamar,0.000339,0.905,177604,0.596,2.05E-05,1,0.0897,-7.496,0,0.118,149.996,4,0.419,0
do re mi,Blackbear,0.00517,0.747,212027,0.592,1.48E-05,8,0.124,-6.334,1,0.0457,110.991,3,0.16,0
Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,0.075,0.696,216409,0.817,0,1,0.187,-3.862,1,0.109,98.064,4,0.779,0
Whatever It Takes,Imagine Dragons,0.0355,0.673,201601,0.676,0,1,0.107,-5.002,1,0.0308,134.944,4,0.568,0
Touch,Little Mix,0.032,0.607,213307,0.718,0,4,0.403,-4.095,1,0.0978,101.821,4,0.521,0
Selfish,Future,0.0303,0.415,251423,0.369,7.64E-06,8,0.383,-10.044,1,0.0741,95.746,4,0.0951,0
It Ainâ€™t Me (with Selena Gomez),Kygo,0.0905,0.648,220781,0.532,0,0,0.0831,-6.597,1,0.0746,99.983,4,0.497,0
Mama,Jonas Blue,0.128,0.747,184134,0.799,0,11,0.0541,-4.066,0,0.0405,104.02,4,0.537,0
The One,The Chainsmokers,0.238,0.76,177573,0.303,8.09E-06,2,0.294,-11.362,1,0.0284,99.991,4,0.157,0
Nights With You,MÃ˜,0.401,0.763,197495,0.671,1.16E-05,1,0.375,-4.029,0,0.1,120.06,4,0.608,0
TG4M,Zara Larsson,0.0235,0.667,172893,0.648,1.52E-05,3,0.0427,-6.398,0,0.0626,95.031,4,0.585,0
