ID	Marital Status	Gender	Yearly Income	Children	Education	Occupation	Home Owner	Cars	Commute Distance	Region	Age	BikeBuyer
17857	Single	Female	20000	0	Partial High School	Manual	No	2	0-1 Miles	Europe	26	No
17863	Single	Female	40000	0	Bachelors	Professional	Yes	1	2-5 Miles	North America	46	No
17867	Single	Female	50000	0	Partial College	Skilled Manual	No	1	0-1 Miles	North America	39	No
17872	Married	Male	60000	0	Graduate Degree	Skilled Manual	Yes	0	1-2 Miles	North America	35	No
17874	Single	Female	10000	0	Graduate Degree	Manual	Yes	0	0-1 Miles	Europe	39	No
17875	Married	Male	10000	0	Graduate Degree	Manual	Yes	0	0-1 Miles	Europe	44	No
17876	Married	Male	10000	0	Graduate Degree	Manual	Yes	0	0-1 Miles	Europe	44	No
17877	Single	Male	10000	0	Bachelors	Manual	Yes	0	0-1 Miles	Europe	44	No
17878	Married	Female	10000	0	Bachelors	Manual	Yes	0	0-1 Miles	Europe	45	No
17879	Married	Male	10000	0	Bachelors	Manual	Yes	0	0-1 Miles	Europe	45	No
17880	Married	Female	20000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	44	No
17881	Married	Female	20000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	45	No
17882	Married	Male	20000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	45	No
17883	Married	Female	20000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	71	No
17884	Married	Female	30000	0	Graduate Degree	Clerical	Yes	0	0-1 Miles	Europe	69	No
17886	Married	Female	10000	0	Bachelors	Manual	Yes	0	0-1 Miles	Europe	48	No
17887	Married	Male	10000	0	Bachelors	Manual	Yes	0	0-1 Miles	Europe	48	No
17888	Single	Female	10000	0	Bachelors	Manual	Yes	0	0-1 Miles	Europe	48	No
17895	Married	Male	10000	0	Partial College	Manual	Yes	1	2-5 Miles	Europe	52	No
17899	Married	Female	20000	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	65	No
17901	Married	Male	20000	0	Partial College	Manual	Yes	0	0-1 Miles	Europe	64	No
17903	Married	Female	30000	0	Bachelors	Clerical	Yes	0	0-1 Miles	Europe	64	No
17905	Married	Male	10000	0	Partial College	Manual	Yes	1	2-5 Miles	Pacific	26	No
17906	Married	Male	10000	0	Partial College	Manual	Yes	1	2-5 Miles	Pacific	27	No
17907	Married	Female	10000	0	Partial College	Manual	Yes	1	2-5 Miles	Pacific	27	No
17908	Married	Male	10000	0	Partial College	Manual	Yes	1	2-5 Miles	Pacific	28	No
17930	Married	Female	20000	1	Partial College	Manual	Yes	0	1-2 Miles	Europe	44	No
17931	Married	Male	20000	1	Partial College	Manual	Yes	0	1-2 Miles	Europe	45	No
17935	Married	Female	20000	1	Partial College	Manual	Yes	0	1-2 Miles	Europe	46	No
17936	Married	Female	20000	1	Partial College	Manual	Yes	0	2-5 Miles	Europe	46	No
17938	Single	Male	10000	1	High School	Manual	No	1	1-2 Miles	Europe	47	No
17939	Single	Female	10000	1	High School	Manual	No	1	2-5 Miles	Europe	47	No
17951	Married	Male	10000	1	High School	Manual	Yes	1	5-10 Miles	Europe	36	No
17953	Single	Female	10000	2	High School	Manual	Yes	0	0-1 Miles	Europe	36	No
17954	Single	Female	20000	0	Partial College	Manual	No	1	0-1 Miles	Europe	36	No
17955	Single	Male	20000	0	Partial College	Manual	Yes	1	2-5 Miles	Europe	36	No
17961	Single	Female	20000	0	Partial College	Manual	No	1	0-1 Miles	Europe	36	No
17967	Married	Female	10000	0	Partial College	Manual	No	2	0-1 Miles	Europe	54	No
17970	Single	Male	10000	1	High School	Manual	Yes	2	0-1 Miles	Europe	52	No
17988	Single	Male	20000	2	High School	Manual	Yes	1	0-1 Miles	Europe	40	No
17991	Married	Male	30000	1	Bachelors	Skilled Manual	Yes	2	0-1 Miles	Europe	41	No
17992	Single	Female	10000	2	Partial High School	Manual	Yes	1	0-1 Miles	Europe	41	No
17993	Married	Male	10000	0	High School	Manual	No	2	0-1 Miles	Europe	76	No
17994	Single	Male	20000	2	High School	Manual	Yes	2	0-1 Miles	Europe	42	No
17995	Single	Female	20000	2	High School	Manual	Yes	2	0-1 Miles	Europe	42	No
17997	Single	Female	20000	3	High School	Manual	Yes	0	0-1 Miles	Europe	42	No
18001	Single	Male	20000	3	High School	Manual	Yes	2	0-1 Miles	Europe	43	No
18002	Married	Female	20000	0	Partial College	Manual	Yes	1	2-5 Miles	Europe	73	No
18003	Married	Male	30000	0	Bachelors	Skilled Manual	Yes	1	2-5 Miles	Europe	73	No
18006	Married	Male	40000	0	Graduate Degree	Skilled Manual	Yes	0	0-1 Miles	Europe	72	No
18007	Married	Female	40000	0	Graduate Degree	Skilled Manual	Yes	0	0-1 Miles	Europe	72	No
18012	Married	Female	40000	0	Bachelors	Skilled Manual	Yes	0	0-1 Miles	Europe	41	No
18013	Married	Female	40000	0	Bachelors	Skilled Manual	Yes	0	0-1 Miles	Europe	41	No
18014	Single	Male	30000	2	Partial College	Clerical	Yes	2	0-1 Miles	Europe	42	No
18015	Single	Female	30000	2	Partial College	Clerical	Yes	2	0-1 Miles	Europe	42	No
18016	Married	Female	30000	2	Partial College	Clerical	No	2	0-1 Miles	Europe	42	No
18017	Single	Male	30000	2	Partial College	Clerical	Yes	2	0-1 Miles	Europe	42	No
18018	Single	Male	30000	3	Partial College	Clerical	Yes	0	0-1 Miles	Europe	43	No
18020	Single	Male	20000	0	High School	Manual	Yes	1	2-5 Miles	Europe	29	No
18022	Single	Male	20000	5	High School	Manual	Yes	2	0-1 Miles	Europe	27	No
18023	Single	Male	20000	5	High School	Manual	Yes	2	0-1 Miles	Europe	27	No
18024	Single	Female	30000	3	Partial College	Clerical	Yes	2	0-1 Miles	Europe	27	No
18025	Single	Male	30000	3	Partial College	Clerical	Yes	2	0-1 Miles	Europe	27	No
18029	Single	Female	30000	0	Partial College	Clerical	Yes	1	2-5 Miles	Europe	28	No
18030	Single	Male	20000	0	High School	Manual	No	1	1-2 Miles	Europe	30	No
18031	Single	Female	10000	0	Partial High School	Manual	Yes	2	0-1 Miles	Europe	31	No
18032	Married	Female	20000	0	High School	Manual	No	1	2-5 Miles	Europe	30	No
18033	Single	Female	30000	0	Partial College	Clerical	No	1	2-5 Miles	Europe	30	No
18034	Married	Male	10000	0	High School	Manual	No	2	0-1 Miles	Europe	94	No
18035	Single	Female	20000	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	32	No
18036	Single	Male	20000	0	Partial High School	Manual	No	2	0-1 Miles	Europe	32	No
18037	Single	Male	20000	0	Partial High School	Manual	No	2	0-1 Miles	Europe	32	No
18040	Married	Male	10000	0	Partial High School	Manual	No	2	0-1 Miles	Europe	33	No
18041	Single	Female	20000	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	33	No
18042	Single	Male	20000	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	33	No
18043	Single	Female	20000	0	Partial High School	Manual	No	2	1-2 Miles	Europe	33	No
18044	Single	Female	20000	0	Partial High School	Manual	No	2	1-2 Miles	Europe	33	No
18048	Single	Female	30000	0	Partial College	Clerical	No	1	1-2 Miles	Europe	32	No
18053	Single	Female	40000	0	Bachelors	Professional	No	1	2-5 Miles	North America	46	No
18054	Single	Male	40000	0	Bachelors	Professional	No	1	0-1 Miles	North America	46	No
18055	Single	Male	50000	0	Partial College	Skilled Manual	No	1	0-1 Miles	North America	39	No
18058	Single	Female	20000	0	High School	Skilled Manual	Yes	2	2-5 Miles	North America	78	No
18061	Married	Male	40000	0	High School	Professional	No	2	1-2 Miles	North America	62	No
18062	Married	Male	70000	0	Bachelors	Management	No	2	1-2 Miles	North America	62	No
18063	Single	Female	70000	0	Bachelors	Management	Yes	2	10+ Miles	North America	62	No
18064	Married	Female	40000	0	High School	Professional	No	2	2-5 Miles	North America	61	No
18065	Single	Female	70000	0	Bachelors	Management	Yes	2	2-5 Miles	North America	61	No
18069	Married	Male	70000	0	Bachelors	Management	Yes	4	10+ Miles	North America	60	No
18070	Married	Female	60000	0	Bachelors	Management	Yes	2	10+ Miles	North America	60	No
18071	Married	Female	60000	0	Bachelors	Management	Yes	2	2-5 Miles	North America	60	No
18072	Single	Female	60000	0	Bachelors	Management	Yes	2	10+ Miles	North America	60	No
18073	Married	Male	60000	0	Bachelors	Management	Yes	2	10+ Miles	North America	60	No
18074	Single	Female	70000	1	Partial College	Professional	Yes	1	10+ Miles	North America	59	No
18076	Married	Male	70000	1	Partial College	Professional	Yes	1	10+ Miles	North America	59	No
18077	Married	Male	70000	1	Partial College	Professional	Yes	1	10+ Miles	North America	59	No
18078	Married	Male	70000	1	Partial College	Professional	Yes	1	10+ Miles	North America	59	No
18081	Married	Female	40000	1	High School	Professional	Yes	2	2-5 Miles	North America	58	No
18082	Married	Male	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	58	No
18083	Married	Male	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	58	No
18087	Single	Male	60000	1	Bachelors	Management	Yes	0	10+ Miles	North America	58	No
18090	Married	Male	40000	1	High School	Professional	Yes	2	2-5 Miles	North America	57	No
18093	Single	Female	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	57	No
18094	Single	Male	60000	1	Bachelors	Management	Yes	0	10+ Miles	North America	57	No
18095	Married	Male	60000	1	Bachelors	Management	Yes	0	10+ Miles	North America	57	No
18097	Single	Female	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	56	No
18099	Married	Male	60000	1	Partial College	Professional	Yes	1	2-5 Miles	North America	56	No
18100	Married	Male	70000	2	Partial College	Professional	Yes	1	10+ Miles	North America	56	No
18101	Married	Female	70000	2	Partial College	Professional	Yes	1	10+ Miles	North America	56	No
18102	Married	Male	80000	1	Bachelors	Management	Yes	1	1-2 Miles	North America	56	No
18104	Married	Female	60000	1	Partial College	Professional	Yes	1	2-5 Miles	North America	55	No
18105	Married	Female	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	55	No
18106	Married	Male	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	55	No
18107	Married	Female	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	55	No
18109	Single	Male	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	55	No
18110	Married	Male	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	55	No
18111	Married	Male	70000	2	Partial College	Professional	No	1	1-2 Miles	North America	55	No
18112	Married	Female	70000	2	Partial College	Professional	Yes	1	2-5 Miles	North America	55	No
18114	Single	Female	70000	1	Partial High School	Skilled Manual	Yes	2	10+ Miles	North America	54	No
18115	Married	Male	70000	1	Partial High School	Skilled Manual	Yes	2	10+ Miles	North America	53	No
18117	Single	Male	60000	1	High School	Professional	Yes	2	10+ Miles	North America	54	No
18119	Married	Male	60000	1	High School	Professional	Yes	2	10+ Miles	North America	54	No
18123	Married	Female	70000	3	Partial College	Professional	Yes	1	2-5 Miles	North America	53	No
18124	Married	Male	130000	3	Bachelors	Management	Yes	4	0-1 Miles	Europe	48	No
18128	Married	Male	90000	1	High School	Professional	No	1	2-5 Miles	Europe	48	No
18129	Married	Female	100000	3	Partial College	Professional	Yes	4	5-10 Miles	Europe	49	No
18138	Married	Male	100000	3	High School	Professional	Yes	4	2-5 Miles	Europe	51	No
18142	Single	Female	80000	1	Partial College	Professional	Yes	2	10+ Miles	Europe	52	No
18144	Married	Female	80000	0	Bachelors	Management	Yes	2	2-5 Miles	Europe	62	No
18145	Married	Male	80000	0	Bachelors	Management	No	2	2-5 Miles	Europe	62	No
18146	Single	Male	90000	0	Partial College	Professional	No	2	10+ Miles	Europe	62	No
18149	Married	Female	100000	3	Bachelors	Management	No	4	2-5 Miles	Europe	61	No
18150	Single	Male	80000	0	Partial College	Professional	Yes	2	10+ Miles	Europe	60	No
18151	Single	Male	80000	0	Partial College	Professional	No	2	10+ Miles	Europe	60	No
18152	Single	Male	90000	0	Partial College	Professional	No	2	2-5 Miles	Europe	60	No
18153	Married	Female	100000	3	Bachelors	Management	Yes	4	10+ Miles	Europe	60	No
18154	Single	Male	100000	3	Bachelors	Management	Yes	4	10+ Miles	Europe	60	No
18155	Married	Female	80000	2	Partial College	Professional	Yes	1	10+ Miles	Europe	52	No
18156	Married	Female	80000	2	Partial College	Professional	Yes	2	10+ Miles	Europe	53	No
18159	Married	Female	100000	4	High School	Professional	Yes	3	10+ Miles	Europe	52	No
18161	Married	Female	90000	2	Partial College	Professional	Yes	2	2-5 Miles	Europe	53	No
18162	Married	Female	90000	2	Partial College	Professional	Yes	2	10+ Miles	Europe	53	No
18165	Married	Male	120000	5	Bachelors	Management	Yes	3	10+ Miles	Europe	52	No
18169	Single	Female	80000	2	High School	Professional	Yes	2	10+ Miles	Europe	55	No
18170	Married	Male	90000	1	High School	Professional	Yes	3	10+ Miles	Europe	55	No
18172	Married	Male	130000	5	High School	Professional	Yes	3	0-1 Miles	Europe	55	No
18174	Married	Female	90000	1	High School	Management	Yes	3	10+ Miles	Europe	56	No
18178	Married	Female	160000	5	Partial College	Management	Yes	3	10+ Miles	Europe	56	No
18179	Single	Female	80000	1	High School	Management	Yes	3	10+ Miles	Europe	57	No
18180	Married	Male	120000	5	High School	Management	Yes	3	10+ Miles	Europe	57	No
18181	Married	Male	150000	5	High School	Management	Yes	4	0-1 Miles	Europe	57	No
28926	Single	Male	70000	0	Bachelors	Professional	No	2	10+ Miles	Pacific	30	No
18184	Married	Male	90000	0	Partial High School	Skilled Manual	No	2	5-10 Miles	Europe	59	No
18186	Married	Female	130000	5	Partial High School	Professional	Yes	4	10+ Miles	Europe	59	No
18187	Single	Male	150000	5	Bachelors	Professional	No	4	0-1 Miles	Europe	59	No
18190	Married	Male	70000	0	Bachelors	Professional	No	3	10+ Miles	Pacific	31	No
18191	Married	Female	80000	0	Bachelors	Professional	Yes	2	10+ Miles	Pacific	31	No
18192	Married	Male	60000	0	Bachelors	Professional	Yes	4	10+ Miles	Pacific	32	No
18194	Married	Female	70000	0	Bachelors	Professional	Yes	4	10+ Miles	Pacific	32	No
18195	Married	Male	70000	0	Bachelors	Professional	Yes	4	10+ Miles	Pacific	32	No
18197	Married	Female	110000	5	Partial College	Management	Yes	3	10+ Miles	Pacific	32	No
18199	Single	Female	130000	5	High School	Management	Yes	4	0-1 Miles	Pacific	32	No
18206	Married	Male	100000	5	High School	Management	Yes	3	10+ Miles	Pacific	34	No
18211	Married	Female	130000	5	High School	Management	Yes	4	10+ Miles	Pacific	34	No
29321	Single	Male	70000	4	Partial College	Skilled Manual	Yes	3	5-10 Miles	Pacific	46	No
18216	Married	Female	90000	0	Bachelors	Professional	Yes	4	10+ Miles	Pacific	35	No
18221	Married	Male	160000	5	Partial High School	Management	No	4	10+ Miles	Pacific	35	No
18223	Married	Male	90000	5	Partial College	Professional	Yes	3	0-1 Miles	North America	42	No
18230	Married	Female	60000	4	Bachelors	Professional	Yes	1	0-1 Miles	North America	47	No
18235	Married	Male	70000	4	Graduate Degree	Professional	Yes	2	0-1 Miles	North America	48	No
18247	Married	Female	70000	5	Bachelors	Professional	Yes	3	10+ Miles	Pacific	38	No
18253	Married	Female	80000	5	Graduate Degree	Management	Yes	3	0-1 Miles	Pacific	40	No
18256	Married	Male	60000	3	Bachelors	Professional	Yes	1	0-1 Miles	Pacific	41	No
18257	Married	Female	70000	5	Bachelors	Professional	Yes	4	10+ Miles	Pacific	38	No
18258	Single	Female	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	38	No
18259	Single	Female	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	41	No
29077	Single	Male	70000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	28	No
18262	Single	Female	60000	3	Bachelors	Professional	Yes	2	5-10 Miles	Pacific	42	No
18263	Married	Female	60000	3	Bachelors	Professional	Yes	2	5-10 Miles	Pacific	42	No
18264	Single	Male	60000	4	Bachelors	Professional	Yes	3	10+ Miles	Pacific	42	No
18265	Married	Female	60000	4	Bachelors	Professional	Yes	3	10+ Miles	Pacific	42	No
18266	Single	Female	60000	4	Bachelors	Professional	Yes	3	5-10 Miles	Pacific	43	No
18267	Married	Male	60000	2	Bachelors	Professional	Yes	2	5-10 Miles	Pacific	43	No
18270	Single	Female	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	43	No
18271	Married	Male	70000	0	Bachelors	Professional	No	1	0-1 Miles	Pacific	43	No
18274	Married	Female	90000	4	Bachelors	Professional	Yes	0	0-1 Miles	Pacific	38	No
18278	Married	Male	60000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	45	No
18279	Single	Female	60000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	45	No
18280	Married	Male	60000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	45	No
18282	Single	Female	100000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	39	No
18283	Single	Female	100000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	40	No
18285	Married	Male	60000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	46	No
18286	Married	Female	60000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	46	No
18287	Married	Female	40000	0	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	73	No
18289	Married	Female	80000	5	Bachelors	Professional	Yes	4	0-1 Miles	Pacific	41	No
18290	Single	Female	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	42	No
18291	Single	Female	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	42	No
18292	Single	Male	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	42	No
18293	Married	Male	90000	0	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	47	No
18294	Married	Female	90000	0	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	47	No
18295	Married	Female	90000	0	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	47	No
18298	Single	Male	70000	4	Bachelors	Professional	Yes	2	5-10 Miles	Pacific	44	No
18299	Married	Male	70000	4	Partial College	Skilled Manual	Yes	2	5-10 Miles	Pacific	44	No
18300	Married	Female	60000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	45	No
18304	Single	Female	70000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	49	No
18305	Married	Male	40000	0	Bachelors	Management	Yes	1	0-1 Miles	Pacific	70	No
18306	Married	Female	70000	4	Partial College	Skilled Manual	No	3	5-10 Miles	Pacific	46	No
18310	Married	Male	10000	1	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	57	No
18311	Married	Female	40000	0	High School	Skilled Manual	Yes	1	5-10 Miles	North America	31	No
18312	Single	Male	40000	0	High School	Skilled Manual	No	2	0-1 Miles	North America	31	No
18313	Single	Female	30000	0	High School	Skilled Manual	No	2	0-1 Miles	North America	26	No
29283	Married	Male	30000	0	High School	Professional	No	2	1-2 Miles	North America	57	No
18315	Married	Female	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	26	No
18316	Single	Male	30000	0	High School	Skilled Manual	No	2	0-1 Miles	North America	25	No
18317	Married	Female	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	26	No
18319	Single	Female	30000	0	Partial College	Clerical	Yes	2	5-10 Miles	Pacific	69	No
18320	Married	Male	30000	0	Partial High School	Clerical	No	2	0-1 Miles	North America	27	No
18321	Single	Male	30000	0	Partial High School	Clerical	No	2	5-10 Miles	North America	27	No
18322	Single	Male	30000	0	Partial High School	Clerical	No	2	0-1 Miles	North America	27	No
18323	Single	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	28	No
18325	Married	Female	40000	0	Bachelors	Management	Yes	2	0-1 Miles	Pacific	68	No
18326	Married	Male	40000	0	Bachelors	Management	No	2	0-1 Miles	Pacific	67	No
18327	Single	Male	30000	0	Partial High School	Clerical	Yes	2	5-10 Miles	North America	29	No
18328	Married	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	29	No
18329	Single	Male	30000	0	Partial High School	Clerical	No	2	5-10 Miles	North America	27	No
18330	Single	Female	60000	0	Graduate Degree	Management	Yes	1	5-10 Miles	Pacific	67	No
18333	Single	Female	30000	0	Partial College	Clerical	Yes	2	5-10 Miles	Pacific	65	No
18339	Single	Female	40000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	30	No
18340	Single	Female	40000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	30	No
18341	Single	Male	40000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	30	No
18342	Single	Female	40000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	30	No
18343	Single	Male	40000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	30	No
18345	Married	Female	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	31	No
18346	Single	Female	30000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	32	No
18347	Single	Female	30000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	32	No
18348	Single	Female	30000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	32	No
18349	Single	Male	30000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	32	No
18354	Married	Male	170000	0	Graduate Degree	Management	Yes	0	0-1 Miles	North America	39	No
18355	Married	Male	90000	4	Bachelors	Management	Yes	1	0-1 Miles	North America	38	No
18356	Married	Male	90000	4	Partial College	Skilled Manual	Yes	2	1-2 Miles	North America	38	No
18358	Married	Male	30000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	27	No
18359	Single	Female	60000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	27	No
18364	Married	Male	40000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	28	No
18365	Married	Male	40000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	28	No
18367	Married	Male	10000	1	Partial High School	Clerical	Yes	2	1-2 Miles	Pacific	61	No
18374	Married	Male	100000	2	Partial College	Professional	Yes	0	0-1 Miles	North America	42	No
18380	Married	Female	80000	1	Partial College	Professional	Yes	1	0-1 Miles	North America	50	No
18382	Married	Female	80000	3	Partial College	Professional	Yes	2	0-1 Miles	North America	43	No
18383	Single	Female	90000	0	Partial College	Professional	Yes	1	5-10 Miles	North America	43	No
18384	Single	Female	90000	0	Partial College	Professional	No	1	10+ Miles	North America	43	No
18385	Married	Male	110000	2	Bachelors	Management	Yes	4	1-2 Miles	North America	43	No
18387	Married	Male	130000	2	Bachelors	Management	Yes	4	0-1 Miles	North America	43	No
18390	Married	Male	80000	4	Partial College	Professional	Yes	2	0-1 Miles	North America	44	No
18391	Single	Female	80000	4	Partial College	Professional	Yes	2	5-10 Miles	North America	44	No
18396	Married	Male	100000	2	Partial College	Professional	Yes	4	1-2 Miles	North America	44	No
18397	Married	Male	100000	2	Partial College	Professional	Yes	4	1-2 Miles	North America	44	No
18402	Married	Female	80000	4	Partial College	Professional	Yes	3	5-10 Miles	North America	44	No
18404	Married	Female	80000	4	Partial College	Professional	Yes	3	1-2 Miles	North America	45	No
18405	Married	Female	110000	3	Bachelors	Management	Yes	3	2-5 Miles	North America	45	No
18407	Married	Female	60000	0	High School	Professional	No	2	5-10 Miles	North America	50	No
18408	Single	Male	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	50	No
18410	Married	Male	60000	0	High School	Professional	No	2	1-2 Miles	North America	50	No
18411	Married	Male	60000	0	High School	Professional	No	2	5-10 Miles	North America	51	No
18417	Married	Male	110000	3	Partial College	Professional	Yes	4	5-10 Miles	North America	46	No
18419	Married	Female	120000	3	High School	Professional	Yes	4	2-5 Miles	North America	45	No
18421	Married	Female	170000	0	Graduate Degree	Management	Yes	4	0-1 Miles	North America	46	No
18423	Single	Male	80000	0	Partial High School	Skilled Manual	No	2	1-2 Miles	North America	52	No
18424	Single	Male	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	52	No
18425	Married	Male	60000	0	High School	Professional	No	2	5-10 Miles	North America	52	No
18434	Married	Male	80000	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	68	No
18443	Married	Male	10000	1	Partial High School	Clerical	Yes	2	5-10 Miles	Pacific	59	No
18444	Single	Female	20000	0	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	59	No
18445	Married	Male	20000	0	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	58	No
18446	Married	Male	20000	0	High School	Skilled Manual	No	2	1-2 Miles	Pacific	59	No
18447	Married	Female	10000	1	Partial High School	Clerical	Yes	2	5-10 Miles	Pacific	58	No
18449	Married	Male	40000	0	Partial High School	Clerical	No	2	1-2 Miles	North America	29	No
29235	Single	Male	120000	3	Partial College	Professional	No	2	1-2 Miles	North America	42	No
18451	Married	Male	20000	1	Partial High School	Clerical	Yes	2	5-10 Miles	Pacific	58	No
18453	Single	Female	40000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	29	No
18454	Single	Male	60000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	28	No
18455	Married	Male	60000	0	Partial College	Skilled Manual	No	2	1-2 Miles	North America	29	No
18456	Single	Male	60000	0	Partial College	Skilled Manual	No	2	1-2 Miles	North America	29	No
18466	Married	Female	40000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	Pacific	53	No
18472	Single	Female	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	31	No
18473	Married	Male	60000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	31	No
18474	Married	Male	60000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	31	No
18477	Single	Female	60000	0	Partial College	Skilled Manual	No	2	1-2 Miles	North America	33	No
18492	Single	Female	100000	1	Bachelors	Management	Yes	2	2-5 Miles	Pacific	48	No
18498	Single	Male	80000	0	Bachelors	Management	Yes	1	2-5 Miles	North America	33	No
18499	Single	Male	60000	0	Partial College	Professional	Yes	2	5-10 Miles	North America	32	No
29219	Single	Male	130000	2	Graduate Degree	Management	No	2	1-2 Miles	North America	42	No
18503	Single	Male	150000	0	Bachelors	Management	No	1	5-10 Miles	North America	40	No
18504	Married	Male	70000	0	Partial High School	Skilled Manual	No	2	1-2 Miles	North America	49	No
18505	Married	Female	60000	0	High School	Professional	No	2	1-2 Miles	North America	49	No
18506	Married	Male	60000	0	High School	Professional	No	2	5-10 Miles	North America	49	No
18507	Married	Male	60000	0	High School	Professional	No	2	5-10 Miles	North America	49	No
18509	Married	Male	60000	0	High School	Professional	No	2	1-2 Miles	North America	50	No
18510	Single	Male	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	50	No
18517	Married	Male	100000	1	Bachelors	Management	Yes	4	0-1 Miles	North America	41	No
18520	Married	Male	110000	2	Bachelors	Management	Yes	3	1-2 Miles	North America	40	No
18521	Married	Female	110000	2	Bachelors	Management	Yes	4	1-2 Miles	North America	41	No
18522	Married	Male	130000	1	Graduate Degree	Management	Yes	4	0-1 Miles	North America	41	No
18523	Married	Male	80000	3	Bachelors	Management	Yes	0	2-5 Miles	North America	42	No
18524	Married	Male	80000	3	Bachelors	Management	Yes	0	0-1 Miles	North America	42	No
18529	Single	Male	40000	3	High School	Skilled Manual	Yes	3	5-10 Miles	North America	45	No
18530	Married	Male	60000	0	Graduate Degree	Management	Yes	2	10+ Miles	North America	63	No
18531	Single	Male	60000	0	Graduate Degree	Management	Yes	2	10+ Miles	North America	64	No
18534	Married	Male	60000	0	Graduate Degree	Management	Yes	2	1-2 Miles	North America	62	No
18535	Single	Male	60000	0	Graduate Degree	Management	Yes	2	10+ Miles	North America	63	No
18536	Married	Female	60000	0	Graduate Degree	Management	Yes	2	1-2 Miles	North America	63	No
18541	Married	Female	80000	0	Bachelors	Management	Yes	2	5-10 Miles	North America	63	No
