rank,title,studio,lifetime_gross,year
6655,Kick,UTV,2472695,2014
6656,LBJ,Electric,2470979,2017
6657,Afterglow,SPC,2465960,1997
6658,Class of 1999,Tau,2459895,1990
6659,Tulip Fever,Wein.,2455635,2017
6660,The Endurance: Shackleton's Antarctic Adventure,Cow.,2453083,2001
6661,My Beautiful Laundrette,OrionC,2451545,1986
6662,The Sapphires,Wein.,2450867,2013
6663,Kill the Messenger,Focus,2450846,2014
6664,The Hand,WB,2447576,1981
6665,The Man Who Wasn't There (1983),Par.,2443487,1983
6666,Table for Five,WB,2439705,1983
6667,Le Secret de Me Mere,All.,2438422,2006
6668,"Hey There, It's Yogi Bear (re-issue)",Atl,2438233,1986
6669,Son of the Pink Panther,MGM,2438031,1993
6670,THX 1138,WB,2437000,1971
6671,Pawn Sacrifice,BST,2436633,2015
6672,Stranger Than Paradise,Gold.,2436000,1984
6673,Never Let Me Go,FoxS,2434652,2010
6674,Tough Enough,Fox,2433722,1983
6675,Kansas,TWE,2432536,1988
6676,The Grace Card,Gold.,2430735,2011
6677,Ghajini,AdL.,2430627,2008
6678,Love Aaj Kal,Eros,2430083,2009
6679,The Homesman,Saban,2429989,2014
6680,You Kill Me,IFC,2429367,2007
6681,The Disappointments Room,Rela.,2423468,2016
6682,Farewell to the King,Orion,2420917,1989
6683,If Lucy Fell,Sony,2420162,1996
6684,The Rider,SPC,2419031,2018
6685,Mary and the Witch's Flower,GK,2418404,2018
6686,Career Girls,Oct.,2416734,1997
6687,The Gatekeepers,SPC,2415727,2013
6688,Flirting,Gold.,2415396,1992
6689,Body Chemistry,Conc,2415312,1990
6690,Dead of Winter,MGM,2413427,1987
6691,2015 Oscar Nominated Short Films,Shrts.,2412593,2015
6692,Wanda Nevada,MGM,2411145,1979
6693,A Sunday in the Country,MGM,2411143,1984
6694,Arctic,BST,2410795,2019
6695,Sunburn,Par.,2410776,1979
6696,Lawnmower Man 2: Beyond Cyberspace,NL,2409225,1996
6697,The Kindred,FMEnt,2407024,1987
6698,BloodRayne,Rom.,2405420,2006
6699,Go Fish,Gold.,2405285,1994
6700,Sidewalks of New York,ParC,2402652,2001
6701,The Salesman,Cohen,2402067,2017
6702,T2: Trainspotting,TriS,2402004,2017
6703,The Queen of Versailles,Magn.,2401999,2012
6704,Pokemon the Movie: I Choose You!,Fathom,2401722,2017
6705,The Evil Dead,NL,2400000,1983
6706,Kalifornia,Gram.,2395231,1993
6707,Hillsong - Let Hope Rise,PFR,2394386,2016
6708,Backbeat,Gram.,2392589,1994
6709,Dangerously Close,Can.,2390525,1986
6710,In the Loop,IFC,2388804,2009
6711,I'm In Love With a Church Girl,HTR,2387730,2013
6712,Hearts Beat Loud,G&S,2386251,2018
6713,Twilight/New Moon Combo (one-night-only),Sum.,2385237,2010
6714,The Basketball Diaries,NL,2381087,1995
6715,"Spring, Summer, Fall, Winter... and Spring",SPC,2380788,2004
6716,Warren Miller's Journey (IMAX),WM,2377609,2003
6717,The Dancer Upstairs,FoxS,2377348,2003
6718,Dear Zindagi,Relbig.,2376479,2016
6719,Buffalo '66,Lions,2375097,1998
6720,Smilla's Sense of Snow,FoxS,2372903,1997
6721,The Pillow Book,Lions,2372744,1997
6722,A Little Sex,Uni.,2370376,1982
6723,Ek Tha Tiger,Yash,2347774,2012
6724,At Close Range,Orion,2347000,1986
6725,Downtown,Fox,2346150,1990
6726,Redbelt,SPC,2345941,2008
6727,No (2013),SPC,2343664,2013
6728,1991,EOne,2342264,2018
6729,Elle,SPC,2341534,2016
6730,Double Dragon,Gram.,2341309,1994
6731,Layer Cake,SPC,2339957,2005
6732,Papillon (2018),BST,2335896,2018
6733,Gabriela,Pow.,2335352,2001
6734,Jeepers Creepers 3,Scre.,2335162,2017
6735,Meru,MBox,2334228,2015
6736,To Live,Gold.,2332728,1994
6737,Last Orders,SPC,2329631,2002
6738,Trance,FoxS,2328743,2013
6739,A World Apart,Atl,2326860,1988
6740,Weeds,DEG,2325444,1987
6741,East-West,SPC,2321029,2000
6742,"White Hunter, Black Heart",WB,2319124,1990
6743,Chocolat (1989),OrionC,2317091,1989
6744,Shanghai Surprise,MGM,2315683,1986
6745,"Man, Woman and Child",Par.,2314561,1983
6746,A Aa,BSC,2313043,2016
6747,Shadow Conspiracy,BV,2312463,1997
6748,The Art of Self-Defense,BST,2312195,2019
6749,WARx2,WARX2,2310625,2015
6750,A Good Man in Africa,Gram.,2308390,1994
6751,Merry Christmas Mr. Lawrence,Uni.,2306560,1983
6752,The Resurrection of Gavin Stone ,BH Tilt,2303792,2017
6753,Burnt by the Sun,SPC,2302338,1995
6754,The East,FoxS,2301839,2013
6755,Ode to My Father,CJ,2300121,2014
6756,The Day of the Dolphin,AVCO,2300000,1973
6757,Fan,Yash,2300000,2016
6758,Mark Twain's America in 3-D (IMAX),SPC,2297096,1998
6759,Sky Bandits,Gal.,2295500,1986
6760,At Eternity's Gate,CBS,2294915,2018
6761,Renoir,Gold.,2293798,2013
6762,The Killing of a Sacred Deer,A24,2291901,2017
6763,Once Upon a Time... When We Were Colored,Leg.,2291255,1996
6764,Love Crimes,Mira.,2287928,1992
6765,Dancing at Lughnasa,SPC,2287818,1998
6766,Snowriders 2,WM,2287639,1997
6767,Hav Plenty,Mira.,2284034,1998
6768,The Company,SPC,2283914,2003
6769,Waltz with Bashir,SPC,2283849,2008
6770,Pecker,FL,2281761,1998
6771,The Nasty Girl,Mira.,2281569,1990
6772,Noises Off,BV,2280148,1992
6773,Collide,ORF,2280004,2017
6774,A Brief History of Time,Trit,2279692,1992
6775,"Yes, Giorgio",MGM,2279543,1982
6776,Nomads,Atl,2278264,1986
6777,Adam,FoxS,2277396,2009
6778,Escanaba in 'da Moonlight,Purple,2276602,2001
6779,Riding Giants,SPC,2276368,2004
6780,Showdown in Little Tokyo,WB,2275557,1991
6781,Bamboozled,NL,2274979,2000
6782,Texasville,Col.,2268181,1990
6783,The Fall,RAtt.,2266905,2008
6784,Sleepwalk with Me,IFC,2266067,2012
6785,Love is Strange,SPC,2262223,2014
6786,Gilda Live,WB,2261507,1980
6787,Leprechaun 2,Trim.,2260622,1994
6788,Sing,TriS,2260616,1989
6789,Dans une galaxie pres de chez vous,TVA,2259688,2004
6790,The Christmas Candle,ELS,2258620,2013
6791,The Night of the Shooting Stars,MGM,2257307,1983
6792,The Draughtsman's Contract,MGM,2256246,1983
6793,DysFunKtional Family,Mira.,2255000,2003
6794,Touch of Evil,Uni.,2247465,1958
6795,My All American,CE,2246000,2015
6796,2 States,UTV,2238174,2014
6797,The Illusionist (2010),SPC,2231474,2010
6798,Vincent and Theo,Hemd,2231274,1990
6799,Rabbit Hole,LGF,2229058,2010
6800,The Squeeze,TriS,2228951,1987
6801,Le Week-End,MBox,2225098,2014
6802,Don,UTV,2223961,2006
6803,Perfume - The Story of a Murderer,P/DW,2223293,2006
6804,The White Ribbon,SPC,2222862,2009
6805,Shattered Glass,Lions,2220008,2003
6806,Def by Temptation,Troma,2218579,1990
6807,Lage Raho Munna Bhai,Eros,2217562,2006
6808,Two Girls in Love,FL,2210408,1995
6809,Transsiberian,First,2206405,2008
6810,But I'm a Cheerleader,Lions,2205627,2000
6811,Autumn Tale,Oct.,2205339,1999
6812,Innocence,IDP,2202382,2001
6813,The Host,Magn.,2201923,2007
6814,Dark Eyes,Isld,2201428,1987
6815,Rivers and Tides,Roxie,2200276,2002
6816,Blue Is the Warmest Color,IFC,2199787,2013
6817,Sankofa,Myph,2198984,1993
6818,Coffee and Cigarettes,UA,2198924,2004
6819,The Impostors,FoxS,2198044,1998
6820,Rang De Basanti,UTV,2197694,2006
6821,The Lovers,A24,2194521,2017
6822,Wild Bill,MGM,2193982,1995
6823,Oldboy (2013),FD,2193658,2013
6824,Electric Dreams,MGM,2193612,1984
6825,Krrish 3,Eros,2191534,2013
6826,Russkies,NCeV,2189047,1987
6827,Jem and the Holograms,Uni.,2184640,2015
6828,"Paris, Texas",Fox,2181987,1984
6829,Bird,WB,2181286,1988
6830,Chinese Box,Trim.,2178160,1998
6831,The Fall of the American Empire,EOne,2177085,2018
6832,Dance with a Stranger,Gold.,2174622,1985
6833,Tarzan and the Lost City,WB,2172941,1998
6834,2014 Oscar Nominated Short Films,Shrts.,2171849,2014
6835,Words and Pictures,RAtt.,2171257,2014
6836,Total Dhamaal ,FIP,2167632,2019
6837,A Dog of Flanders,WB,2165637,1999
6838,Priceless,Gold.,2165188,2008
6839,Ma Vie En Rose,SPC,2162043,1997
6840,Limbo,Sony,2160710,1999
6841,Singh Is Kinng,Stu18,2159376,2008
6842,Austenland,SPC,2159041,2013
6843,Wilde,SPC,2158775,1998
6844,Turtle Diary,Gold.,2156772,1986
6845,Scenes From the Class Struggle in Beverly Hills,Cinc,2156471,1989
6846,Un Padre No Tan Padre,PNT,2156047,2017
6847,The Endless Summer II,NL,2155385,1994
6848,Heartbeeps,Uni.,2154696,1981
6849,Paterson,BST,2152738,2016
6850,Rich in Love,MGM,2149866,1993
6851,Meatballs III,MovE,2147228,1987
6852,The Saratov Approach,Purd.,2146999,2013
6853,Mrs. Parker and the Vicious Circle,FL,2144667,1994
6854,2013 Oscar Nominated Short Films,Shrts.,2142342,2013
6855,Morgan Stewart's Coming Home,NCeV,2136381,1987
6856,Brad's Status,Annapurna,2133158,2017
6857,Train to Busan,WGUSA,2129768,2016
6858,Windows,MGM,2128395,1980
6859,The Quiet Earth,Skou,2123135,1985
6860,Framed,Par.,2122703,1975
6861,Mallrats,Gram.,2122561,1995
6862,Let the Right One In (2008),Magn.,2122065,2008
6863,29th Street,Fox,2120564,1991
6864,Videodrome,Uni.,2120439,1983
6865,The Nutcracker,WB,2119994,1993
6866,Super 30,Relbig.,2110690,2019
6867,Intimate Strangers,ParC,2110589,2004
6868,Gloria (2014),RAtt.,2107925,2014
6869,The Summer House,Gold.,2106846,1993
6870,State Property,Lions,2106838,2002
6871,Fanaa,Yash,2105352,2006
6872,The Princess and the Goblin,Hemd,2105078,1994
6873,The Sea Inside,FL,2104923,2004
6874,Faithful,NL,2104439,1996
6875,A Month by the Lake,Mira.,2101087,1995
6876,Eating,RBR,2100538,1990
6877,The Daytrippers,Sony,2099677,1997
6878,Guru,AdL.,2096000,2007
6879,Butterfly,Mira.,2092682,2000
6880,A Prophet (Un prophète),SPC,2087720,2010
6881,Zero Effect,Sony,2087471,1998
6882,Trick,FL,2087228,1999
6883,Just Tell Me What You Want,WB,2086905,1980
6884,Shanghai Triad,SPC,2086101,1995
6885,I'm Not Ashamed,PFR,2082980,2016
6886,Screwballs,NW,2082215,1983
6887,Strawberry and Chocolate,Mira.,2080805,1995
6888,Oliver Twist,Sony,2080321,2005
6889,Salaam Bombay!,Cinc,2080046,1988
6890,Shallow Grave,Gram.,2079569,1995
6891,Rab Ne Bana Di Jodi,Yash,2078956,2008
6892,Raising Victor Vargas,IDP,2078661,2003
6893,The Wackness,SPC,2077116,2008
6894,Brick,Focus,2075743,2006
6895,Purple Hearts,WB,2075282,1984
6896,The Sheltering Sky,WB,2075084,1990
6897,Blackfish,Magn.,2073582,2013
6898,Strangers with Candy,Think,2072645,2006
6899,Incendies (U.S. only),SPC,2071334,2011
6900,Cadence,NL,2070871,1991
6901,Billy's Hollywood Screen Kiss,Trim.,2070399,1998
6902,Snowriders,WM,2068490,1996
6903,Tamasha,UTV,2065487,2015
6904,Pelle the Conqueror,Mira.,2063688,1988
6905,Auto Focus,SPC,2063196,2002
6906,Ravenous,Fox,2062405,1999
6907,Rust and Bone,SPC,2062027,2012
6908,The Krays,Mira.,2060847,1990
6909,Married to It,Orion,2059832,1993
6910,Two Girls and a Guy,FoxS,2057193,1998
6911,Beyond the Mat,Lions,2053648,1999
6912,Three Men and a Cradle,Gold.,2052466,1986
6913,Jacknife,Cinpx,2049769,1989
6914,Besieged,FL,2048740,1999
6915,Testament,Par.,2044892,1983
6916,Avenue Montaigne,Think,2044858,2007
6917,Rooftops,NCeV,2043889,1989
6918,Big Bully,WB,2042530,1996
6919,We Don't Live Here Anymore,WIP,2041014,2004
6920,El Mariachi,Col.,2040920,1993
6921,Wildfire: Feel the Heat (IMAX),Prim.,2040635,1999
6922,Crash (1996),FL,2038450,1996
6923,"I Love You, Phillip Morris",RAtt.,2037459,2010
6924,Novocaine,Art.,2036682,2001
6925,Mom and Dad Save the World,WB,2034470,1992
6926,Gate II,Triu,2032973,1992
6927,Pieces,FVI,2032311,1983
6928,Puzzle,SPC,2032018,2018
6929,The Trip (2011),IFC,2030962,2011
6930,This Is Elvis,WB,2028612,1981
6931,Is Anybody There?,StIs.,2026756,2009
6932,Good Time,A24,2026499,2017
6933,The Immigrant,Wein.,2025328,2014
6934,The Work and the Glory II: American Zion,Vine.,2025032,2005
6935,A Bigger Splash,FoxS,2024099,2016
6936,Met Opera: Tosca,Fathom,2023749,2018
6937,Re-Animator,EP,2023414,1985
6938,Winter People,Col.,2023282,1989
6939,Sphinx,WB,2022771,1981
6940,The Dressmaker,BG,2022115,2016
6941,Three Seasons,Oct.,2021698,1999
6942,Surviving Picasso,WB,2021348,1996
6943,A Fantastic Woman,SPC,2020988,2018
6944,Taal,Eros,2020532,1999
6945,Kika,Oct.,2019581,1994
6946,Betty Blue,Aliv,2016851,1986
6947,RAD,TriS,2015882,1986
6948,Night on Earth,FL,2015810,1992
6949,Better Than Chocolate,Trim.,2015406,1999
6950,Sur le Seuil,Ode.,2014071,2003
6951,Bon Voyage Charlie Brown,Par.,2013193,1980
6952,The Moderns,Aliv,2011497,1988
6953,Monsieur Lazhar (U.S.-only),MBox,2009517,2012
6954,Pope Francis - A Man of His Word,Focus,2008385,2018
6955,Footnote,SPC,2007758,2012
6956,Titus,FoxS,2007290,1999
6957,Paradise Road,FoxS,2007100,1997
6958,The Handmaiden,Magn.,2006788,2016
6959,Crazy in Alabama,Sony,2005840,1999
6960,Assassination Nation,Neon,2005142,2018
6961,Hum Saath-Saath Hain,Eros,2005094,1999
6962,Nez Rouge,Chri.,2004814,2003
6963,Honky Tonk Freeway,Uni.,2004742,1981
6964,Desierto,STX,2002036,2016
6965,Nemesis,Imp,2001124,1993
6966,The Front Runner,Sony,2000105,2018
6967,Greater,Ham,2000093,2016
6968,Bad Lieutenant,Aries,2000022,1992
6969,The Double Life of Veronique,Mira.,1999955,1991
6970,Our Winning Season,AIP,1997705,1978
6971,The Butcher Boy,WB,1995911,1998
6972,Badrinath Ki Dulhania,FIP,1993259,2017
6973,Kal Ho Naa Ho,Yash,1991922,2003
6974,Date with an Angel,DEG,1988962,1987
6975,Killer Joe,LD,1987762,2012
6976,Agneepath,Eros,1986748,2012
6977,Ju Dou,Mira.,1986433,1991
6978,Shortbus,Think,1985292,2006
6979,Cop,Atl,1984315,1987
6980,Detective Chinatown 2,WB,1983984,2018
6981,Ridicule,Mira.,1979768,1996
6982,Demolition,FoxS,1978592,2016
6983,Raggedy Man,Uni.,1976198,1981
6984,The Iceman (2013),MNE,1969193,2013
6985,Endless Winter,WM,1966454,1995
6986,Nate and Hayes,Par.,1963756,1983
6987,Akira Kurosawa's Dreams,WB,1963207,1990
6988,High Art,Oct.,1960216,1998
6989,Margot at the Wedding,ParV,1959420,2007
6990,"Happy, Texas",Mira.,1955933,1999
6991,The Clan of the Cave Bear,WB,1953732,1986
6992,Cake,CLF,1951776,2015
6993,Vertical Reality,WM,1951429,1994
6994,Mass Appeal,Uni.,1945658,1984
6995,Race the Sun,Sony,1945552,1996
6996,I Wanna Hold Your Hand,Uni.,1944682,1978
6997,Jake Speed,NW,1943751,1986
6998,Madame Bovary (1991),Gold.,1942423,1991
6999,Goodbye Lover,WB,1940299,1999
7000,Masterminds,Sony,1935539,1997
7001,Erik the Viking,Orion,1932642,1989
7002,Indian Horse,Elevation,1932073,2018
7003,The Curse,TWE,1930001,1987
7004,The Valet,SPC,1926800,2007
7005,The Tenant,Par.,1924733,1976
7006,Communion,NL,1919653,1989
7007,Kiss Me Guido,Par.,1918497,1997
7008,Shin Godzilla,FUN,1918403,2016
7009,Warning Sign,Fox,1918117,1985
7010,Everybody Loves Somebody,PNT,1915789,2017
7011,Old Fashioned,Free,1914090,2015
7012,State of Grace,Orion,1911542,1990
7013,Along with the Gods: The Two Worlds,WGUSA,1908823,2017
7014,Assassination (2015),WGUSA,1904682,2015
7015,Neil Young: Heart of Gold,ParC,1904606,2006
7016,The Proposition,First,1903434,2006
7017,Decline of the American Empire,Cinpx,1902706,1986
7018,A Sound of Thunder,WB,1900451,2005
7019,Quiet Cool,NL,1900000,1986
7020,Tango,SPC,1897948,1999
7021,Oscar and Lucinda,FoxS,1897404,1998
7022,Game of Thrones (IMAX),WB,1896092,2015
7023,Permanent Record,Par.,1893139,1988
7024,Youth (2017),CL,1891956,2017
7025,The Mighty Macs,QM,1891936,2011
7026,Bring On the Night,Gold.,1890571,1985
7027,The Story of Qiu Ju,SPC,1890247,1993
7028,The Night We Never Met,Mira.,1884814,1993
7029,Vibes,Col.,1883811,1988
7030,MET Opera: La Traviata,Fathom,1882931,2018
7031,Only Lovers Left Alive,SPC,1879534,2014
7032,The Slugger's Wife,Col.,1878561,1985
7033,Breaking In,Gold.,1877618,1989
7034,I Shot Andy Warhol,Orion,1875527,1996
7035,Racetime,EOne,1875283,2018
7036,Legend,Uni.,1872994,2015
7037,Harrison's Flowers,Uni.,1871025,2002
7038,Cookie,WB,1869417,1989
7039,The Kiss,TriS,1869148,1988
7040,"Baby, It's You",Par.,1867792,1983
7041,A Quiet Passion,MBox,1865396,2017
7042,Bitter Moon,FL,1862805,1994
7043,English Vinglish,Eros,1862086,2012
7044,Badla,Relbig.,1861000,2019
7045,Rich Kids,MGM,1856122,1979
7046,Roman de Gare,Gold.,1852764,2008
7047,Miss Firecracker,Cors,1852655,1989
7048,Elles etaient cinq,All.,1852272,2004
7049,Salaam-E-Ishq,Eros,1852050,2007
7050,Washington Square,BV,1851761,1997
7051,Clouds of Sils Maria,IFC,1851517,2015
7052,Heavenly Bodies,MGM,1839623,1985
7053,Elvis Gratton XXX,Chri.,1838920,2004
7054,Henry Poole Is Here,Over.,1836515,2008
7055,The Wind That Shakes the Barley,IFC,1836089,2007
7056,Bodyguard,Relbig.,1834384,2011
7057,Crooked Arrows,BPE,1832541,2012
7058,Toilet: Ek Prem Katha,Relbig.,1830715,2017
7059,Spartacus,Uni.,1830650,1960
7060,Poison Ivy,NL,1829804,1992
7061,Rudo Y Cursi,SPC,1827660,2009
7062,Tusk,A24,1826705,2014
7063,The White Crow,SPC,1826584,2019
7064,Singin' in the Rain,MGM,1826108,1952
7065,Bossa Nova,Sony,1823297,2000
7066,The Forbidden Dance,Col.,1823154,1990
7067,Kinky Boots,Mira.,1822428,2006
7068,Testament of Youth,SPC,1822250,2015
7069,The Buddy System,Fox,1820049,1984
7070,The Last Tycoon,Par.,1819912,1976
7071,Exposed,MGM,1818910,1982
7072,Harry Brown,Gold.,1818681,2010
7073,Carny,MGM,1817720,1980
7074,The Color of Paradise,SPC,1817216,2000
7075,The Dangerous Lives of Altar Boys,Think,1815864,2002
7076,Stone,Over.,1810078,2010
7077,'N Sync: Bigger Than Live (IMAX),IMAX,1808679,2001
7078,Moses,Fathom,1807117,2018
7079,Hysteria,SPC,1804139,2012
7080,The Wall,RAtt.,1803064,2017
7081,Piku,Yash,1801807,2015
7082,M.S. Dhoni: The Untold Story,FIP,1801550,2016
7083,Free Fire,A24,1799312,2017
7084,Hurlyburly,FL,1798862,1998
7085,Boxing Helena,Orion,1796389,1993
7086,Delicatessen,Mira.,1794187,1992
7087,Clay Pigeons,Gram.,1794086,1998
7088,Tune in Tomorrow,Cinc,1794001,1990
7089,Housefull 2,Eros,1791780,2012
7090,Stormy Monday,Atl,1791328,1988
7091,King of the Mountain,Uni.,1791147,1981
7092,Somewhere,Focus,1785645,2010
7093,Son of Rambow,ParV,1785505,2008
7094,The Vatican Tapes,LGF,1784763,2015
7095,The Last Word,BST,1783421,2017
7096,A Soldier's Daughter Never Cries,Oct.,1782005,1998
7097,The Nutcracker Prince,WB,1781694,1990
7098,The Mangler,NL,1781383,1995
7099,Working Girls,Mira.,1777378,1987
7100,Son of Saul,SPC,1777043,2015
7101,Too Beautiful For You,OrionC,1776440,1990
7102,Fill the Void,SPC,1775316,2013
7103,Bloodfist,Conc,1770082,1989
7104,Naked,NL,1769305,1993
7105,Carman the Champion,8X,1765751,2001
7106,Holy Smoke,Mira.,1765545,1999
7107,Met Opera: La Bohème (2018),Fathom,1764201,2018
7108,The Story of the Weeping Camel,Think,1763052,2004
7109,Heat and Dust,Uni.,1761291,1983
7110,I Like it Like That,Sony,1760527,1994
7111,A Better Life,Sum.,1759252,2011
7112,The Blue Butterfly,All.,1755355,2004
7113,Flipped,WB,1755212,2010
7114,Valentino: The Last Emperor,Truly,1755134,2009
7115,Carnosaur,Conc,1753979,1993
7116,Prospero's Books,Mira.,1750301,1991
7117,Hunk,Crwn,1749956,1987
7118,Main Hoon Na,Eros,1747060,2004
7119,The Broken Hearts Club,SPC,1746585,2000
7120,Vanya on 42nd St.,SPC,1746050,1994
7121,The Debut,Men.,1745778,2001
7122,Everybody's Fine (1991),Mira.,1745470,1991
7123,Personal Services,Vest,1744164,1987
7124,Busco Novio Para Mi Mujer,PNT,1741889,2016
7125,Suicide Kings,Art.,1740156,1998
7126,The Horror Show,MGM,1738897,1989
7127,We Need to Talk About Kevin,Osci.,1738692,2011
7128,City of Lost Children,SPC,1738611,1995
7129,Billy Lynn's Long Halftime Walk,TriS,1738477,2016
7130,Look at Me,SPC,1737308,2005
7131,Barbarosa,Uni.,1736123,1982
7132,Goodbye Christopher Robin,FoxS,1735251,2017
7133,L'Odyssee d'Alice Tremblay,All.,1734925,2002
7134,Little Nikita,Col.,1733070,1988
7135,The Big Town,Col.,1733017,1987
7136,My Father's Glory,OrionC,1730856,1991
7137,The Rosary Murders,NL,1730337,1987
7138,Take Shelter,SPC,1730296,2011
7139,Last Exit to Brooklyn,Cinc,1730005,1990
7140,Cutter's Way,MGM,1729274,1981
7141,Harry Potter IMAX Marathon,IMAX,1729226,2016
7142,Pokemon 4Ever,Dim.,1727447,2002
7143,Girl Rising,Gathr,1727259,2013
7144,The Dreamlife of Angels,SPC,1726567,1999
7145,Every Little Step,SPC,1725141,2009
7146,Koyaanisqatsi,IsAl,1723872,1983
7147,Stryker,NW,1723487,1983
7148,Jane (2017),Abr.,1723379,2017
7149,The Waterdance,Gold.,1723319,1992
7150,Standing in the Shadows of Motown,Art.,1722119,2002
7151,Mrs. Palfrey at the Claremont,Cnv.,1720953,2005
7152,Link,Can.,1720450,1986
7153,The Attack,Cohen,1720325,2013
7154,Stoker,FoxS,1714221,2013
7155,Live Flesh,MGM,1713459,1998
7156,Life & Times of Hank Greenberg,Cow.,1712385,2000
7157,Everything Is Illuminated,WIP,1712337,2005
7158,Steel,WB,1710972,1997
7159,High Heels,Mira.,1710057,1991
7160,"To Joey, with Love",Fathom,1709073,2016
7161,Even Cowgirls Get the Blues,FL,1708873,1994
7162,The Girl on the Bridge,ParC,1708839,2000
7163,Sweet Land,Lib.,1706325,2006
7164,Lady in White,NCeV,1705139,1988
7165,Menashe,A24,1703036,2017
7166,Unfinished Song,Wein.,1702668,2013
7167,2012 Oscar Nominated Short Films,Shrts.,1702415,2012
7168,Death Wish V: The Face of Death,Trim.,1702394,1994
7169,Bad Lieutenant: Port of Call New Orleans,First,1702112,2009
7170,The Scent of Green Papaya,First,1700992,1994
7171,Meet the Patels,Alc,1700681,2015
7172,Best of the Best,Tau,1700000,1989
7173,The Rain Killer,Conc,1696066,1990
7174,Quinceanera,SPC,1692693,2006
7175,State Property 2,Lions,1691706,2005
7176,Race 3,Yash,1690861,2018
7177,The Legend of Johnny Lingo,Inn.,1690767,2003
7178,Body Rock,NW,1689501,1984
7179,Slamma Jamma,RivR,1687000,2017
7180,Kites,Relbig.,1685269,2010
7181,Daughters of the Dust,Kino,1683422,1992
7182,Matewan,Cinc,1680358,1987
7183,Book of Mormon Movie,Mor.,1680020,2003
7184,Who Killed the Electric Car?,SPC,1678874,2006
7185,A Home of Our Own,Gram.,1677807,1993
7186,The Gingerbread Man,Poly,1677131,1998
7187,Weiner,IFC,1676108,2016
7188,Factory Girl,MGM/W,1675241,2006
7189,Walk Proud,Uni.,1675040,1979
7190,Tim's Vermeer,SPC,1671377,2014
7191,Pad Man,Sony,1670192,2018
7192,The White Countess,SPC,1669971,2005
7193,Jab Harry Met Sejal,Yash,1664648,2017
7194,Capernaum,SPC,1661096,2018
7195,Out on a Limb,Uni.,1659542,1992
7196,The Comedian,SPC,1659002,2016
7197,Summer Hours,IFC,1657001,2009
7198,Late Marriage,Magn.,1656445,2002
7199,The Celebration,Oct.,1656223,1998
7200,Prick Up Your Ears,Gold.,1654743,1987
7201,Jolly Llb 2,FIP,1654254,2017
7202,Back to the Future Day,UHE,1650000,2015
7203,Marci X,Par.,1648818,2003
7204,The Letters,Free,1647416,2015
7205,The Little Hours,G&S,1647175,2017
7206,Battle for Terra,LGF,1647083,2009
7207,I Saw the Light,SPC,1646788,2016
7208,Get Crazy,Emb,1645711,1983
7209,Asterix et Obelix Contre Cesar,Lions,1644060,1999
7210,Spider,SPC,1642483,2002
7211,How I Got Into College,Fox,1642239,1989
7212,Pirates (1986),Can.,1641825,1986
7213,Josh and S.A.M.,Col.,1640220,1993
7214,Gun Shy,BV,1638202,2000
7215,Bhaag Milkha Bhaag,Relbig.,1636731,2013
7216,Your Sister's Sister,IFC,1636190,2012
7217,Black Diamond Rush,WM,1634386,1993
7218,A Private War,Aviron,1633208,2018
7219,Love is All You Need,SPC,1631709,2013
7220,Camp,IFC,1629862,2003
7221,Brain Dead,Conc,1627955,1990
7222,Silence of the North,Uni.,1622898,1981
7223,Coco Chanel & Igor Stravinsky,SPC,1621226,2010
7224,Keeping Mum,Think,1619466,2006
7225,Potiche,MBox,1618844,2011
7226,The Aftermath,FoxS,1618497,2019
7227,Safe Passage,NL,1618282,1994
7228,I'm Not Scared,Mira.,1615328,2004
7229,Wide Sargasso Sea,NL,1614784,1993
7230,Senna,PDA,1612430,2011
7231,It Might Get Loud,SPC,1610163,2009
7232,Once Were Warriors,FL,1608570,1995
7233,Rhyme & Reason,Mira.,1608277,1997
7234,Equity,SPC,1605463,2016
7235,Un Coeur en Hiver,Oct.,1605437,1993
7236,Cairo Time,IFC,1603616,2010
7237,Jesus of Montreal,OrionC,1601612,1990
7238,Stories We Tell,RAtt.,1600145,2013
7239,Nouvelle-France,Chri.,1599716,2004
7240,Farewell My Queen,Cohen,1597998,2012
7241,Chasers,WB,1596687,1994
7242,A Ghost Story,A24,1596371,2017
7243,MET Opera: Aida,Fathom,1595902,2018
7244,Sex and Lucia,Palm,1594779,2002
7245,I Am,Pala.,1591034,2011
7246,The Bookshop,Greenwich,1588150,2018
7247,"New York, I Love You",Viv.,1588015,2009
7248,Nicholas Nickleby,MGM,1587173,2002
7249,Neerja,FIP,1585687,2016
7250,Citizen Kane,RKO,1585634,1941
7251,Making Mr. Right,Orion,1584970,1987
7252,Professor Marston & the Wonder Women,Annapurna,1584759,2017
7253,Race 2,UTV,1579940,2013
7254,Red Joan,IFC,1579730,2019
7255,The Stray,Purd.,1579440,2017
7256,Solarbabies,MGM,1579260,1986
7257,Gomorrah,IFC,1579146,2008
7258,Vincent: The Life and Death of Vincent Van Gogh,Roxie,1577480,1988
7259,Hamlet (2000),Mira.,1577287,2000
7260,May Fools,OrionC,1576702,1990
7261,The Garbage Pail Kids Movie,Atl,1576615,1987
7262,The Woodsman,NM,1576231,2004
7263,Genesis: Paradise Lost,Fathom,1575000,2017
7264,Farinelli,SPC,1573411,1995
7265,Veronica Guerin,BV,1571504,2003
7266,City of Industry,Orion,1568258,1997
