rank,title,studio,lifetime_gross,year
7524,Possession (1983),Lime,1113538,1983
7525,Ciao Professore,Mira.,1113435,1994
7526,The King of Masks,Gold.,1113103,1999
7527,Walking with the Enemy,LS,1112592,2014
7528,Living in Oblivion,SPC,1111790,1995
7529,The RM,Hale,1111615,2003
7530,Sordid Lives,Reg.,1111273,2001
7531,Tae Guk Gi: The Brotherhood of War,IDP,1111061,2004
7532,Macbeth (2015),Wein.,1110707,2015
7533,The Overnight,Orch.,1110522,2015
7534,Mother and Child,SPC,1110509,2010
7535,Georgia,Mira.,1110104,1995
7536,The Messenger,Osci.,1109660,2009
7537,Burn,CB,1109276,2012
7538,The U.S. Vs. John Lennon,LGF,1109146,2006
7539,Heathers,NW,1108462,1989
7540,Daddy Nostalgia,Ave,1108429,1991
7541,Sacred Planet (IMAX),BV,1108356,2004
7542,"Say Amen, Somebody",MGM,1108299,1983
7543,Where the Heart Is (1990),BV,1106475,1990
7544,Viceroy's House,IFC,1105717,2017
7545,The Battleship Island,CJ,1104957,2017
7546,Red State,SMod,1104682,2011
7547,Silk,PicH,1103075,2007
7548,The Heart Specialist,Free,1103037,2011
7549,The Insanity of God,LifeWay,1102525,2016
7550,Mistress,RBR,1102469,1992
7551,The Center of the World,Art.,1101344,2001
7552,The Passage,MGM,1101186,1979
7553,Temptress Moon,Mira.,1100788,1997
7554,Waterland,FL,1100218,1992
7555,The Beguiled,Uni.,1100000,1971
7556,Bhool Bhulaiyaa,Eros,1097797,2007
7557,Heart of Dixie,Orion,1097333,1989
7558,Little Odessa,FL,1095885,1995
7559,Brick Lane,SPC,1095398,2008
7560,Made in Dagenham,SPC,1095369,2010
7561,Blood and Wine,FoxS,1094668,1997
7562,Swimming to Cambodia,Cinc,1092911,1987
7563,Leviathan (2014),SPC,1092800,2014
7564,What Just Happened?,Magn.,1090947,2008
7565,Wired,Tau,1089000,1989
7566,Certain Women,IFC,1087585,2016
7567,Rustom,Zee,1087419,2016
7568,The Music Teacher,OrionC,1086894,1989
7569,Deja Vu (1998),RBR,1086181,1998
7570,Crush,SPC,1084935,2002
7571,This Is My Father,SPC,1083975,1999
7572,Winter Kills,AVCO,1083799,1979
7573,84 Charing Cross Road,Col.,1083486,1987
7574,The Outing,MovE,1083395,1987
7575,Housekeeping,Col.,1083282,1987
7576,The Machinist,ParC,1082715,2004
7577,Sugar,SPC,1082124,2009
7578,Of Unknown Origin,WB,1080470,1983
7579,The Tango Lesson,SPC,1080192,1997
7580,The Cup,FL,1079108,2000
7581,Desi Boyz,Eros,1078826,2011
7582,When Did You Last See Your Father,SPC,1077273,2008
7583,Steeper and Deeper,WM,1076685,1992
7584,Tees Maar Khan,UTV,1076443,2010
7585,Timbuktu,Cohen,1076075,2015
7586,The Captive,A24,1075178,2014
7587,Respiro,SPC,1072834,2003
7588,Lolita (1998),Gold.,1071255,1998
7589,The Golden Door,Mira.,1070769,2007
7590,Mohabbatein,Yash,1070000,2000
7591,Left Luggage,Castle,1069540,2000
7592,There Be Dragons,Gold.,1069334,2011
7593,Undiscovered,Lions,1069318,2005
7594,Page One: A Year Inside the New York Times,Magn.,1067028,2011
7595,Laggies,A24,1066981,2014
7596,September Dawn,Slow,1066555,2007
7597,What Maisie Knew,MNE,1066471,2013
7598,Oogieloves In The BIG Balloon Adventure,KVP,1065907,2012
7599,Thanks for Sharing,RAtt.,1065881,2013
7600,The Innocents,MBox,1065665,2016
7601,50 to 1,10F,1064454,2014
7602,The Mother,SPC,1063163,2004
7603,La Mission,Scre.,1062941,2010
7604,Partner,Eros,1062840,2007
7605,A Christmas Tale,IFC,1060922,2008
7606,Wonderland (2003),Lions,1060512,2003
7607,Wonderstruck,RAtt.,1060377,2017
7608,Mike's Murder,WB,1059966,1984
7609,Kafka,Mira.,1059071,1991
7610,Baghban,Eros,1058803,2003
7611,Time Code,Sony,1057750,2000
7612,Comfort and Joy,Uni.,1057368,1984
7613,Def-Con 4,NW,1057064,1985
7614,Along with the Gods: The Last 49 Days,WGUSA,1056395,2018
7615,Chuck & Buck,Art.,1055671,2000
7616,Caramel,RAtt.,1055580,2008
7617,Bad Moon,WB,1055525,1996
7618,The Little Thief,Mira.,1055416,1989
7619,Elvis & Nixon,BST,1055287,2016
7620,An Angel at My Table,FL,1054638,1991
7621,Joyeux Noel (Merry Christmas),SPC,1054361,2005
7622,The Sender,Par.,1054328,1982
7623,Velvet Goldmine,Mira.,1053788,1998
7624,The Luzhin Defence,SPC,1053070,2001
7625,Light Sleeper,FL,1050861,1992
7626,The Last Kiss,Think,1048950,2002
7627,Haider,UTV,1048143,2014
7628,Extreme Days,Prov.,1047553,2001
7629,Nijinsky,Par.,1047454,1980
7630,What's Cooking,Lions,1045899,2000
7631,Leonard Cohen I'm Your Man,LGF,1044254,2006
7632,Buried,LGF,1044143,2010
7633,Animal Kingdom,SPC,1044039,2010
7634,Ghost in the Shell 2: Innocence,GF,1043896,2004
7635,Casino Jack,ATO,1042959,2010
7636,In Darkness,SPC,1041455,2012
7637,Kaante,Med.,1041228,2002
7638,Money For Nothing,BV,1039824,1993
7639,Naked in New York,FL,1038959,1994
7640,Dead Man,Mira.,1037847,1996
7641,The Perfect Game,IW,1037071,2010
7642,Another Day in Paradise,Trim.,1036818,1998
7643,Together,IFC,1034829,2001
7644,Phantom (2013),RCR,1034589,2013
7645,Notorious C.H.O.,Wells,1033395,2002
7646,The Flower of My Secret,SPC,1032180,1996
7647,Urbania,Lions,1032075,2000
7648,The Children of Huang Shi,SPC,1031872,2008
7649,Hidden Agenda,Hemd,1030938,1990
7650,The Business of Strangers,IFC,1030920,2001
7651,Dark Horse (Canada Release),Mon,1030851,2015
7652,Kill Your Darlings,SPC,1030064,2013
7653,A Home at the End of the World,WIP,1029872,2004
7654,Welcome Home,Col.,1029822,1989
7655,The Thing Called Love,Par.,1029721,1993
7656,Before the Rains,RAtt.,1029655,2008
7657,The Eyes of Tammy Faye,Lions,1029591,2000
7658,Dior and I,Orch.,1028953,2015
7659,Aria,Mira.,1028679,1988
7660,U Me Aur Hum,Eros,1028191,2008
7661,French Twist,Mira.,1026646,1996
7662,Film Stars Don't Die in Liverpool,SPC,1026124,2017
7663,Ma Tante Aline,All.,1025852,2007
7664,Cross My Heart,Uni.,1025762,1987
7665,Little Dorrit,Can.,1025228,1988
7666,Hard Candy,LGF,1024640,2006
7667,Attack the Block,SGem,1024175,2011
7668,The Beat That My Heart Skipped,Wells,1023424,2005
7669,Operation Chromite,CJ,1023348,2016
7670,"The Bread, My Sweet",Pan.,1023156,2001
7671,All Over the Guy,Lions,1022324,2001
7672,Third Person,SPC,1021398,2014
7673,5 Flights Up,Focus,1020921,2015
7674,Silver City,NM,1020656,2004
7675,Skinwalkers,ADF,1018965,2007
7676,Thieves (Les Voleurs),SPC,1018682,1996
7677,2010 Oscar Shorts,Shrts.,1018169,2010
7678,Diana Vreeland: The Eye Has to Travel,Gold.,1017579,2012
7679,Guzaarish,UTV,1017335,2010
7680,The Hollars,SPC,1016985,2016
7681,The Son's Room,Mira.,1016340,2002
7682,Nothing to Lose (2018),Swen,1016188,2018
7683,Liam,Lions,1016021,2001
7684,Columbus,INDEP,1015744,2017
7685,Savage Messiah,Chri.,1015671,2002
7686,Yu-Gi-Oh! The Dark Side of Dimensions,SV,1015339,2017
7687,Two Family House,Lions,1015122,2000
7688,Love Field,Orion,1014726,1993
7689,First Position,IFC,1014071,2012
7690,Stalingrad (2014),Sony,1013945,2014
7691,Barbara,AF,1013902,2012
7692,Golmaal Again,Rel.,1013893,2017
7693,Assassination Tango,UA,1013272,2003
7694,Short Term 12,Cdgm.,1013100,2013
7695,Ginger & Rosa,A24,1012973,2013
7696,The 24th Tournee of Animation,EXPe,1012881,1993
7697,No Man's Land,MGM,1012153,2001
7698,The Piano Teacher,Kino,1012069,2002
7699,Owning Mahowny,SPC,1011871,2003
7700,"He Loves Me, He Loves Me Not",IDP,1011102,2003
7701,Xiu Xiu: The Sent Down Girl,Strat.,1010933,1999
7702,Raid (2018),Eros,1010385,2018
7703,Paris,IFC,1010194,2009
7704,Slam,Trim.,1009819,1998
7705,The Bostonians,ALM,1009700,1984
7706,The Song,Gold.,1009620,2014
7707,Wallace and Gromit,N.Arts,1009577,1996
7708,Big Stone Gap,PH,1009301,2015
7709,The IMAX Nutcracker (IMAX),Imax,1009291,1999
7710,Sarkar Raj,Eros,1009065,2008
7711,Thr3e,BPic,1008849,2007
7712,Enemy,A24,1008726,2014
7713,Damsels in Distress,SPC,1008455,2012
7714,Whore,Trim.,1008404,1991
7715,In a Better World,SPC,1008098,2011
7716,Garam Masala,RBF,1007943,2006
7717,Shiloh,Leg.,1007822,1997
7718,Cobb,WB,1007583,1994
7719,Straight from the Heart,Vid.,1007446,1999
7720,Mystery Science Theater 3000,Gram.,1007306,1996
7721,Zentropa,Mira.,1007001,1992
7722,Corporate Affairs,Conc,1006575,1990
7723,Unconditional,VMP,1005800,2012
7724,Fast Food Nation,FoxS,1005539,2006
7725,Faith of Our Fathers,PFR,1004105,2015
7726,From Up on Poppy Hill,GK,1002895,2013
7727,Antonia and Jane,Mira.,1002078,1991
7728,Ruby in Paradise,Oct.,1001437,1993
7729,The Insult,Cohen,1001305,2018
7730,My Summer of Love,Focus,1000915,2005
7731,Goya's Ghosts,Gold.,1000626,2007
7732,Meeting Venus,WB,1000348,1991
7733,Yaadein,Tips,1000229,2001
7734,Cowboy Bebop,IDP,1000045,2003
7735,March or Die,Col.,1000000,1977
7736,In the Mood,Lori,999382,1987
7737,New York,Yash,997437,2009
7738,Yamla Pagla Deewana,Eros,993031,2011
7739,All Access: Front Row. Backstage. Live! (IMAX),Imax,992683,2001
7740,Campus Man,Par.,989528,1987
7741,Million Dollar Mystery,DEG,989033,1987
7742,Gett: The Trial of Viviane Amsalem,MBox,988150,2015
7743,Rockstar (2011),Eros,986697,2011
7744,"Twin Falls, Idaho",SPC,985341,1999
7745,Baar Baar Dekho,Eros,981947,2016
7746,The Protector (1985),WB,981817,1985
7747,Talking Dirty After Dark,NL,978775,1991
7748,Meek's Cutoff,Osci.,977772,2011
7749,Getting It On,Comw,975414,1983
7750,Cassandra's Dream,Wein.,973018,2008
7751,Rampart,MNE,972512,2012
7752,The Beaver,Sum.,970816,2011
7753,Lore,MBox,970325,2013
7754,The Hunting Party,MGM/W,969869,2007
7755,Five Corners,Cinpx,969205,1988
7756,Last Flag Flying,LGF,965481,2017
7757,A Hard Day's Night (Re-issue),Mira.,965351,2000
7758,The Babadook,IFC,964413,2014
7759,Separate Lives,Trim.,961147,1995
7760,Getting It Right,MCE,960385,1989
7761,Appointment with Death,Can.,960040,1988
7762,George A. Romero's Diary of the Dead,TRR,958961,2008
7763,Broken English,Magn.,956919,2007
7764,Lucky (2017),Magn.,955925,2017
7765,Ready,Eros,955148,2011
7766,Mangal Pandey - The Rising,Yash,954108,2005
7767,Heart Beat,WB,954046,1980
7768,Faces Places,Cohen,953717,2017
7769,The Ten Commandments (2007),RM,952820,2007
7770,More Than a Game,LGF,950675,2009
7771,Nelly and Monsieur Arnaud,A.Eye,950237,1996
7772,A Man In Love,Cinc,949451,1987
7773,Come See the Paradise,Fox,947306,1990
7774,Lookin' to Get Out,Par.,946461,1982
7775,De Dana Dan,Eros,944979,2009
7776,Encounters at the End of the World,Think,944933,2008
7777,The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944193,2015
7778,Bunty Aur Babli,Yash,942756,2005
7779,American Teen,ParV,942441,2008
7780,Heavy,Lions,941414,1996
7781,Landline,Magn.,940854,2017
7782,Watchers,Uni.,940173,1988
7783,The Taking of Beverly Hills,Col.,939277,1991
7784,Neruda,Orch.,939101,2016
7785,Sweetie,Ave,938065,1990
7786,Management,Gold.,934658,2009
7787,Children of Heaven,Mira.,933933,1999
7788,Bright Young Things,Think,933637,2004
7789,Stolen Children,Gold.,931280,1993
7790,Breaking and Entering,Wein.,930469,2006
7791,Absolute Beginners,Orion,930211,1986
7792,Tubelight,Yash,930058,2017
7793,Simpatico,FL,929606,2000
7794,Criminal,WIP,929233,2004
7795,The Power,FVI,929162,1984
7796,Aimee & Jaguar,Zeit.,927107,2000
7797,Female Perversions,Oct.,926954,1997
7798,Menage,Cinc,925952,1986
7799,Patterns of Evidence: The Exodus,TMF,925576,2015
7800,The White Balloon,Oct.,924940,1996
7801,Separate Lies,FoxS,924260,2005
7802,Knight Moves,Rep.,923418,1993
7803,Masquerade (2012),CJ,922921,2012
7804,35 Up,Gold.,922872,1992
7805,The Red Turtle,SPC,921974,2017
7806,The Man Without a Past,SPC,921847,2003
7807,Chandni Chowk to China,WB,921738,2009
7808,Storytelling,FL,921445,2002
7809,Shaadi Ke Side Effects,Eros,921277,2014
7810,A Man of No Importance,SPC,920916,1994
7811,When Night Is Falling,Oct.,919671,1997
7812,Boruto: Naruto the Movie,Elev.,919651,2015
7813,Ruby,Triu,919286,1992
7814,Singh is Bling,Eros,919095,2015
7815,Brain Donors,Par.,918239,1992
7816,Gothic,Vest,916172,1987
7817,Mujhse Shaadi Karogi,Zee,915728,2004
7818,The Salvation Poem (Poema de Salvacion),CZ,914818,2010
7819,Yellow Submarine (2018 re-release),Abr.,914794,2018
7820,Stuart Saves His Family,Par.,912082,1995
7821,Men with Guns,SPC,910773,1998
7822,Lagaan,SetP,909043,2001
7823,Strike!,Mira.,907996,1998
7824,American Desi,Eros,907835,2001
7825,Va Savoir (Who Knows?),SPC,907323,2001
7826,Sholem Aleichem: Laughing in the Darkness,ICir,906666,2011
7827,Cold Souls,Gold.,905209,2009
7828,Guantanamera,Lions,903840,1997
7829,Raanjhana,Eros,903232,2013
7830,Jesus Camp,Magn.,902544,2006
7831,American Ninja 3: Blood Hunt,Can.,902152,1989
7832,The War Room,Oct.,901668,1993
7833,Julia and Julia,Cinc,901364,1988
7834,The Brothers Solomon,SGem,900926,2007
7835,Starting Out in the Evening,RAtt.,898786,2007
7836,Heading South,Shad.,898468,2006
7837,The Imposter,IM,898317,2012
7838,The Wildest Dream,NGE,898137,2010
7839,Gentleman,Gaatri,897876,2016
7840,Intermission,IFC,896993,2004
7841,The Glass Menagerie,Cinpx,895904,1987
7842,Place Vendome,Emp.,895788,2000
7843,The Other Conquest,Hom.,894410,2000
7844,Enigma (1983),Emb,893967,1983
7845,Best of Enemies,Magn.,892802,2015
7846,ABCD (Any Body Can Dance) 2,UTV,892133,2015
7847,The Taste of Others,Mira.,891369,2000
7848,Believe (2016),Free,890303,2016
7849,The Yards,Mira.,889352,2000
7850,Looking for Comedy in the Muslim World,WIP,888975,2006
7851,Tyson,SPC,887918,2009
7852,Alone Yet Not Alone,S/IMA,887851,2013
7853,Saawariya,Sony,885574,2007
7854,Gaz Bar Blues,Ode.,884664,2003
7855,Seraphine,MBox,884613,2009
7856,Princess Kaiulani,RAtt.,883887,2010
7857,The Blood of Heroes,NL,882290,1990
7858,Paprika,SPC,882267,2007
7859,Pandora's Box,Rain.,881950,2002
7860,Emma Smith: My Story,CMG,881787,2008
7861,Venom,Dim.,881779,2005
7862,Frantz,MBox,880883,2017
7863,Journey to the West: The Demons Strike Back,Sony,880346,2017
7864,Delhi 6,UTV,879913,2009
7865,The Battle of Algiers,Riz.,879794,1967
7866,"Fast, Cheap and Out of Control",SPC,878960,1997
7867,The Castle,Mira.,877621,1999
7868,The Hit,IsAl,876775,1985
7869,After Dark's Horrorfest 2,ADF,874635,2007
7870,Real Men,UA,873903,1987
7871,Ma Saison Preferee,Filmo,873857,1996
7872,La Ceremonie,NYer,873196,1996
7873,Ta Ra Rum Pum,Yash,872643,2007
7874,Control,Wein.,872252,2007
7875,Where the Truth Lies,Think,872142,2005
7876,The Princess and the Warrior,SPC,872091,2001
7877,Edge of Seventeen,Strand,871759,1999
7878,Goodbye Solo,RAtt.,870781,2009
7879,Parents,Vest,870532,1989
7880,The Winter Guest,FL,870290,1997
7881,Duma,WB,870067,2005
7882,Mas Negro Que La Noche,LGF,870063,2014
7883,Particle Fever,Abr.,869838,2014
7884,Beastmaster 2,NL,869325,1991
7885,The Crossing Guard,Mira.,868979,1995
7886,My Blueberry Nights,Wein.,867275,2008
7887,MirrorMask,IDP,866999,2005
7888,Let the Sunshine In,IFC,866714,2018
7889,Songwriter,TriS,865915,1984
7890,Wendy and Lucy,Osci.,865695,2008
7891,Crack House,Can.,862551,1989
7892,The 23rd Tournee of Animation,EXPe,862309,1991
7893,Jagga Jasoos,UTV,861740,2017
7894,Inland Empire,518,861355,2006
7895,Contempt (1997 re-issue),Strand,860223,1997
7896,Rendezvous in Paris,A.Eye,859059,1996
7897,The Terror Within,Conc,858591,1989
7898,Anna Karenina (1997),WB,858553,1997
7899,Sarah Landon and the Paranormal Hour,Free,858415,2007
7900,Wildfire,N/A,858356,1999
7901,Tough Guys Don't Dance,Can.,858250,1987
7902,Ki & Ka,Eros,857986,2016
7903,Song of the Sea,GK,857522,2014
7904,The Cove,RAtt.,857005,2009
7905,Angel Town,Tau,855810,1990
7906,Bandstand: The Broadway Musical,Fathom,855333,2018
7907,Anjaana Anjaani,Eros,854757,2010
7908,Marlene,Aliv,852676,1986
7909,Brigham City,Excel,852206,2001
7910,Paris 36,SPC,851540,2009
7911,Sharkwater,Free,850920,2007
7912,An American Rhapsody,ParC,850255,2001
7913,The Adventures of Mark Twain,Atl,849915,1986
7914,Generation Iron,TVC,849521,2013
7915,Guadalupe,Slow,848139,2006
7916,I Hate Luv Storys,UTV,847993,2010
7917,Nowhere to Hide,NCeV,847468,1987
7918,Atlas Shrugged Part III: Who Is John Galt?,ADC,846704,2014
7919,Mustang,Cohen,845464,2015
7920,Like Arrows,Fathom,843885,2018
7921,One-Trick Pony,WB,843215,1980
7922,Higher Ground,SPC,841733,2011
7923,Street Knight,Can.,841015,1993
7924,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",Cinc,840958,1982
7925,Illuminata,Art.,840134,1999
7926,Joseph Andrews,Par.,839865,1977
7927,Ex-File 3 (Qian Ren 3),CL,838959,2017
7928,Children of the Revolution,Mira.,838368,1997
7929,Over the Brooklyn Bridge,MGM,837914,1983
7930,Innocent Voices,Slow,837878,2005
7931,Ginger & Fred,MGM,837623,1986
7932,Chalte Chalte,Eros,836225,2003
7933,Fool for Love,Can.,836156,1985
7934,Kirk Cameron: Connect,Fathom,836020,2018
7935,The Miracle,Mira.,835519,1991
7936,Latter Days,TLA,834685,2004
7937,Arctic Tale,ParV,833532,2007
7938,1945,Men.,832378,2017
7939,The Last Days of Chez Nous,FL,831578,1993
7940,Apres Vous,ParC,830292,2005
7941,Born to be Blue,EOne,830129,2016
7942,Until the End of the World,WB,829625,1991
7943,Breakfast on Pluto,SPC,828699,2005
7944,Premam,BSC,828278,2016
7945,Felicia's Journey,Art.,824295,1999
7946,Boyfriends and Girlfriends,OrionC,823243,1988
7947,I.O.U.S.A.,RAtt.,821046,2008
7948,BOMBSHELL: The Hedy Lamarr Story,Zeit.,820300,2017
7949,Sleeping with Other People,IFC,819431,2015
7950,Kochadaiiyaan,Eros,817192,2014
7951,The Thing About My Folks,PicH,816403,2005
7952,Ballets Russes,Zeit.,815848,2005
7953,Citizens Band,Par.,815530,1977
7954,Waqt - The Race Against Time,Eros,815064,2005
7955,What If...,5&2,814906,2010
7956,Charly,Excel,814666,2002
7957,The Sea Beast,WB,814000,1926
7958,Dishoom,Eros,812737,2016
7959,Personal Velocity,MGM,811299,2002
7960,"Faraway, So Close!",SPC,810455,1993
7961,Life Itself,Magn.,810454,2014
7962,The Boys Are Back,Mira.,809752,2009
7963,Bill W.,P124,809590,2012
7964,Waiting for the Light,Triu,808690,1990
7965,Factotum,IFC,808221,2006
7966,Waxwork,Vest,808114,1988
7967,Bulletproof (1988),Uni.,807947,1988
7968,Wild Reeds,Strand,807775,1995
7969,The Year My Parents Went on Vacation,CityL,807117,2008
7970,C'est La Vie,Gold.,805472,1990
7971,The Ballad of Gregorio Cortez,Emb,804963,1983
7972,"Those Lips, Those Eyes",MGM,804713,1980
7973,13 Assassins,Magn.,802778,2011
7974,Parineeta,UTV,802758,2005
7975,The Tillman Story,Wein.,802535,2010
7976,After Life,AL,801985,1999
7977,Last Summer in the Hamptons,RBR,801984,1995
7978,The Wrecking Crew,Magn.,801606,2015
7979,Beast,RAtt.,800365,2018
7980,Patti Cake$,FoxS,800148,2017
7981,Operation Mekong,WGUSA,800012,2016
7982,The Barbarians,Can.,800000,1987
7983,Visions of Light,Kino,799856,1993
7984,Chunhyang,Lot47,798977,2000
7985,Kiss or Kill,Oct.,796681,1997
7986,Hum Tum,Yash,796641,2004
7987,Rampage,Mira.,796368,1992
7988,Labyrinth of Lies,SPC,794452,2015
7989,Darling Companion,SPC,793815,2012
7990,Little Monsters,UA,793775,1989
7991,The Toxic Avenger Part II,Troma,792966,1989
7992,Irreversible,Lions,792200,2003
7993,Into Great Silence,Zeit.,790452,2007
7994,Thin Ice,ATO,790421,2012
7995,Prisoner of the Mountains,OrionC,790078,1997
7996,Beyond Therapy,NW,790000,1987
7997,Bhagam Bhag,RBF,789963,2006
7998,Cabeza De Vaca,Conc,789127,1992
7999,Trembling Before G-d,NYer,788896,2001
8000,Poison,Zeit.,787280,1991
8001,The Wailing (Goksung),WGUSA,786633,2016
8002,Nymphomaniac: Volume I,Magn.,785896,2014
8003,The Last Mistress,IFC,785671,2008
8004,Firelight,BV,785482,1998
8005,The Boost,Hemd,784990,1988
8006,George Takei's Allegiance,Fathom,784850,2017
8007,Heaven,Mira.,784399,2002
8008,City on Fire,AVCO,784181,1979
8009,Up the Yangtze,Zeit.,783969,2008
8010,Box of Moonlight,Trim.,782641,1997
8011,Stage Beauty,Lions,782383,2004
8012,Nutcracker: The Motion Picture,Atl,781727,1986
8013,Teri Meri Kahaani,Eros,781196,2012
8014,L'Etoile du Nord,MGM,781151,1983
8015,The Wonder of It All,Indic.,781016,2009
8016,31,Saban,779820,2016
8017,Chongqing Hot Pot,CL,779818,2016
8018,Only God Forgives,RTWC,779188,2013
8019,Panic,Roxie,779137,2000
8020,Turtle Beach,WB,778535,1992
8021,Breakup Buddies,CL,777896,2014
8022,Meerkats,NGE,777595,2012
8023,Laura Cadieux... La Suite,All.,777477,1999
8024,Without Limits,WB,777423,1998
8025,Rowdy Rathore,UTV,777373,2012
8026,To Be and to Have,NYer,777129,2003
8027,Lonely Hearts (1983),Gold.,777087,1983
8028,Listen Up: The Lives of Quincy Jones,WB,776699,1990
8029,New Waterford Girl,Ode.,774469,2000
8030,Mindwalk,Trit,774048,1991
8031,Bloody Sunday,ParC,773228,2002
8032,Son of Sardaar,Eros,771789,2012
8033,The Girl Next Door (2000),Indic.,771712,2000
8034,For All Mankind,Apol.,770132,1989
8035,The Accompanist,SPC,769983,1993
8036,The Ten,Think,769726,2007
8037,Pariah,Focus,769552,2011
8038,Passion of Mind,ParC,769272,2000
8039,Mark Felt: The Man Who Brought Down the White House,SPC,768946,2017
8040,The 22nd Tournee of Animation,EXPe,768304,1990
8041,Palo Alto,Trib.,767732,2014
8042,Young Adam,SPC,767373,2004
8043,A Small Circle of Friends,MGM,766760,1980
8044,The Sum of Us,Gold.,766464,1995
8045,The Statement,SPC,765637,2003
8046,Strapless,Mira.,764794,1990
8047,"Bodies, Rest and Motion",NL,764724,1993
8048,The Salton Sea,WB,764554,2002
8049,Before the Rain,Gram.,763847,1995
8050,Cosmopolis,EOne,763556,2012
8051,Provoked: A True Story,Eros,761740,2007
8052,Fire and Ice,Fox,760883,1983
8053,The Hanoi Hilton,Can.,760000,1987
8054,Double Happiness,FL,759393,1995
8055,Mubarakan,Sony,758868,2017
8056,Peepli Live,UTV,757951,2010
8057,Coriolanus,Wein.,757195,2012
8058,Amateur,SPC,757088,1995
8059,The Devil's Backbone,SPC,755249,2001
8060,Love Potion No. 9,Fox,754935,1992
8061,Billu,Eros,754928,2009
8062,Black,Yash,754819,2005
8063,Middle Men,ParV,754301,2010
8064,Kurbaan,UTV,754268,2009
8065,Lakshya,UTV,753600,2004
8066,Alexandra's Project,All.,752148,2003
8067,Body Shots,NL,752122,1999
8068,Nights of Cabiria,Lope.,752045,1957
8069,Waiting for the Moon,Skou,751555,1987
8070,First Descent,Uni.,750805,2005
8071,The Great Buck Howard,Magn.,750587,2009
8072,Defence of the Realm,Hemd,750000,1986
8073,The Party (2017),RAtt.,749827,2018
8074,Trees Lounge,OrionC,749741,1996
8075,The Man Who Cried,Focus,747092,2001
8076,The Girl in a Swing,Mira.,747013,1989
8077,How Long Will I Love U,WGUSA,746933,2018
8078,Pokemon Heroes,Mira.,746381,2003
8079,On Chesil Beach,BST,745971,2018
8080,I Belonged to You,CL,744541,2016
8081,On the Road,IFC,744296,2012
8082,Saturday's Warrior,Purd.,744046,2016
8083,Ask the Dust,ParC,743847,2006
8084,Seymour: An Introduction,IFC,743541,2015
8085,"Sister, Sister",NW,743445,1988
8086,Party Monster,Strand,742898,2003
8087,The Edge of Heaven,Strand,742349,2008
8088,Warner Bros. 75th Anniversary Film Festival,WB,741855,1998
8089,Army of Shadows (1969),Rialto,741766,2006
8090,The Cross: The Arthur Blessit Story,8X,741557,2009
8091,Charlotte Gray,WB,741394,2001
8092,The Story of Boys and Girls,Aries,741221,1991
8093,Les Miserables (1995),WB,740048,1995
8094,Forks Over Knives,Pas.,739561,2011
8095,Rosencrantz and Guildenstern Are Dead,Cinc,739104,1991
8096,Faithless,IDP,739055,2001
8097,Satyagraha,UTV,738525,2013
8098,Mother's Boys,Mira.,737548,1994
8099,And Now Ladies and Gentlemen,ParC,736872,2003
8100,Kadosh,Kino,736812,2000
8101,The Shape of Things,Focus,735992,2003
8102,Drop Squad,Gram.,734693,1994
8103,Bhaji on the Beach,First,734634,1994
8104,Rosenstrasse,IDP,734519,2004
8105,Once I Was a Beehive,Purd.,732655,2015
8106,Lost in La Mancha,IFC,732393,2003
8107,Asoka,First,731277,2001
8108,Ek Villain,Eros,730530,2014
8109,The British Animation Invasion,EXPe,729102,1991
8110,Fade to Black,ParC,728921,2004
8111,Mausam,Eros,728316,2011
8112,The Cakemaker,Strand,728056,2018
8113,Lust in the Dust,NW,727639,1985
8114,Land Ho!,SPC,727594,2014
8115,Walk With Me,Gathr,726593,2017
8116,Fat Girl,Cow.,725854,2001
8117,Kahlil Gibran's The Prophet,GK,725489,2015
8118,May It Last: A Portrait Of The Avett Brothers,Osci.,725286,2017
8119,Vampire's Kiss,Hemd,725131,1989
8120,The Wicked Lady,MGM,724912,1983
8121,Yves Saint Laurent,Wein.,723593,2014
8122,Metropolis (2002),Sony,722932,2002
8123,Bluff Master,UTV,722847,2005
8124,"Little Indian, Big City",Dis.,722182,1996
8125,The Big One,Mira.,720074,1998
8126,The Women on the 6th Floor,Strand,719823,2011
8127,Forever Strong,Crane,719556,2008
8128,Hail! Hail! Rock 'n' Roll,Uni.,719323,1987
8129,Wake Up Sid,UTV,718766,2009
8130,Kirk Cameron REVIVE US 2,Fathom,718607,2017
8131,Kicking and Screaming,Trim.,718490,1995
8132,Thousand Pieces of Gold,Grey,717772,1991
8133,And God Created Woman,Vest,717376,1988
8134,Hannah Arendt,Zeit.,717205,2013
8135,Coupe de Ville,Uni.,715983,1990
8136,Rocket Science,PicH,714943,2007
8137,Mysterious Skin,Tar.,713240,2005
8138,Strangeland,Art.,713239,1998
8139,Holy Matrimony,BV,713234,1994
8140,Shanghai Ghetto,Men.,712446,2002
8141,The Catcher Was a Spy,IFC,712438,2018
8142,Household Saints,FL,712418,1993
8143,The Ballad of Jack and Rose,IFC,712275,2005
8144,The Van,FoxS,712095,1997
8145,North Face,MBox,711421,2010
8146,Khoobsurat,UTV,710508,2014
8147,The Monkey King 2 in 3D,CL,709982,2016
8148,The Exception,A24,708973,2017
