title_id,title,complete_title,release_year,rating,rater,casts,casts_slug,genres,tags,screenwriter,director,poster,synopsis,country,type,episodes,aired,aired_on,original_network,duration,score,ranked,popularity,content_rating,watchers
695149-twenty-five-twenty-one,Twenty-Five Twenty-One,Twenty-Five Twenty-One (2022),2022,8.8,49648,Kim Tae Ri|Nam Joo Hyuk|Bona|Choi Hyun Wook|Lee Joo Myung|Seo Jae Hee,/people/8838-kim-tae-ri|/people/7714-nam-joo-hyuk|/people/14452-bona|/people/40661-choi-hyun-wook|/people/23873-lee-joo-myung|/people/58939-seo-eun-kyung,Romance|Life|Drama|Melodrama,Coming Of Age|Nostalgia|Fencing|Nice Male Lead|Friendship|Character Development|Competition|IMF Crisis|High School To Working Life|Reporter Male Lead (Vote or add tags),Kwon Do Eun,Jung Ji Hyun|Kim Seung Ho,https://i.mydramalist.com/ROOPo_4c.jpg,"In a time when dreams seem out of reach, a teen fencer pursues big ambitions and meets a hardworking young man who seeks to rebuild his life.Na Hee Do is a member of her high school fencing team. Due to the South Korean financial crisis, the high school fencing team gets disbanded. Getting through all the difficulties, she becomes a member of the national fencing team.The South Korean financial crisis also causes Baek Yi Jin’s father's business to go bankrupt. This leads to a life change for Baek Yi Jin, from living the life of a wealthy person to a poor person. While studying, he works part-time jobs like delivering newspapers. Later, he becomes a sports reporter for a broadcasting network.(Source: Netflix, AsianWiki)",South Korea,Drama,16,"Feb 12, 2022 - Apr  3, 2022","Saturday, Sunday",Netflix tvN,1 hr. 15 min.,"8.8 (scored by 49,648 users)",166,59,15+ - Teens 15 or older,92241
59001-d-p-dog-day,D.P.,D.P. (2021),2021,8.8,29656,Jung Hae In|Koo Kyo Hwan|Kim Sung Kyun|Son Suk Ku|Hong Kyung|Jo Hyun Chul,/people/6834-jung-hae-in|/people/15792-gu-gyo-hwan|/people/3044-kim-sung-kyun|/people/17419-son-seok-koo|/people/15693-hong-kyung|/people/10648-jo-hyun-chul,Action|Military|Drama,Military Abuse|Violence|Bromance|Desertion|Harassment|Dark Fiction|Humiliation|Adapted From A Webtoon|Sexual Assault|Miniseries (Vote or add tags),Kim Bo Tong,,https://i.mydramalist.com/XkYln_4c.jpg,"Private soldier Jun Ho is a confused youth who served in the military normally like other Koreans. One day, he suddenly becomes a member of the military defector arrest team. As such, he is tasked with capturing deserters and must grapple with the more troubling cases of why some soldiers feel they have no other choice but go absent without official leave.(Source: NamuWiki, DramaWiki)~~ Adapted from the webtoon ""D.P Dog Day"" (D.P 개의 날) by Kim Bo Tong (김보통).",South Korea,Drama,6,"Aug 27, 2021",Friday,Netflix,50 min.,"8.8 (scored by 29,656 users)",170,170,15+ - Teens 15 or older,56356
720737-morning-comes-to-the-mental-ward,Daily Dose of Sunshine,Daily Dose of Sunshine (2023),2023,8.8,15219,Park Bo Young|Yeon Woo Jin|Jang Dong Yoon|Lee Jung Eun|Lee Yi Dam|Lee Sang Hee,/people/1498-park-bo-young|/people/1340-yeon-woo-jin|/people/12682-jang-dong-yoon|/people/10706-lee-jung-eun|/people/67593-lee-yi-dam|/people/10631-lee-sang-hee,Life|Drama|Medical,Nurse Female Lead|Mental Illness|Psychiatry|Healing|Nice Female Lead|Mental Hospital Setting|Depression|Doctor Male Lead|Inspired By Real Events|Co-workers' Relationship (Vote or add tags),Lee Nam Gyu|Kim Da Hee,Lee Jae Gyoo,https://i.mydramalist.com/QJKJP7_4c.jpg,"Jung Da Eun works as a nurse. She is transferred to neuropsychiatry from the internal medicine department. This is her first time working in neuropsychiatry, so everything is difficult and awkward for her. Nevertheless, Jung Da Eun tries her best to deal with the patients and she grows as a nurse with the help of Chief Nurse Song Hyo Jin. Dong Go Yoon works as a doctor and specializes in proctology. Watching Nurse Jung Da Eun and her pure ways, Dong Go Yoon realizes that he smiles when seeing her and is even healed by her.Meanwhile, Jung Da Eun is friends with Song Yoo Chan. He looks like a very bright person, but he holds pain inside that nobody knows about.(Source: AsianWiki)~~ Adapted from the webtoon ""Jeongsinbyeongdongedo Achimi Wayo"" (정신병동에도 아침이 와요) by Iraha (이라하).",South Korea,Drama,12,"Nov  3, 2023",Friday,Netflix,1 hr. 10 min.,"8.8 (scored by 15,219 users)",192,394,15+ - Teens 15 or older,33221
753495-love-supremacy-zone,Love for Love's Sake,Love for Love's Sake (2024),2024,8.8,11592,Lee Tae Vin|Cha Joo Wan|Oh Min Su|Cha Woong Ki|Joo Boo Jin|Go Geon Han,/people/16975-tae-vin|/people/87189-cha-joo-wan|/people/106463-oh-min-su|/people/35065-woong-gi|/people/4575-joo-boo-jin|/people/14806-kim-min-gyoo,Romance|Youth|Fantasy,Transmigration|Virtual World|LGBTQ+|Game World|Gay Romance|Adapted From A Webtoon|Student Male Lead|School Setting|Senior-Junior Relationship|Gay Male Lead (Vote or add tags),,Kim Kyun Ah,https://i.mydramalist.com/kAE4pk_4c.jpg,"Twenty-nine-year-old Tae Myung Ha experiences a bewildering twist of fate when suddenly finds himself transported into a fictional online game where he inhabits the body of a nineteen-year-old character. Soon, Tae Myung Ha embarks on a quest within the virtual world to bring happiness to a character named Cha Yeo Woon.Despite his humble upbringing, Cha Yeo Woon has managed to excel in the national track and field championships, maintaining a remarkable reputation among his peers due to his handsome looks and athletic physique.Cheon Sang Won hails from an affluent family and becomes emotionally entangled with Tae Myung Ha. His involvement adds complexity to the developing relationship between Tae Myung Ha and Cha Yeo Woon. Ahn Kyung Hoon, introverted and reserved, supports and assists Tae Myung Ha on his mission within the virtual world.(Source: devdiscourse.com; edited by MyDramaList)~~ Adapted from the webtoon ""Love Supremacy Zone"" (연애 지상주의 구역) written by Aquram and Hwacha (화차), and illustrated by Kkokku (꼬꾸).",South Korea,Drama,8,"Jan 24, 2024 - Feb  1, 2024","Wednesday, Thursday",,34 min.,"8.8 (scored by 11,592 users)",175,748,15+ - Teens 15 or older,20371
52921-model-taxi,Taxi Driver,Taxi Driver (2021),2021,8.8,28516,Lee Je Hoon|Esom|Kim Eui Sung|Pyo Ye Jin|Cha Ji Yeon|Jang Hyuk Jin,/people/1810-lee-je-hoon|/people/2540-lee-som|/people/4625-kim-eui-sung|/people/11573-pyo-ye-jin|/people/3240-cha-ji-yeon|/people/13114-jang-hyuk-jin,Action|Thriller|Crime|Drama,Revenge|Strong Male Lead|Adapted From A Webtoon|Investigation|Taxi Driver Male Lead|Prosecutor Female Lead|Teamwork|Injustice|Based On True Story|Secret Organization (Vote or add tags),Oh Sang Ho|Lee Ji Hyun,Park Joon Woo,https://i.mydramalist.com/2Bkww_4c.jpg,"Do Gi has lived more honestly than anyone else as an officer in the Special Forces. Yet, when a serial killer murders his mother, he spends his days in agony. While feeling wronged and broken, Do Gi meets Jang Sung Chul, who recruits Do Gi to work for his company, Rainbow Taxi. Far from an ordinary taxi service, Rainbow Taxi is a secret organization that avenges victims whom the law didn’t protect. Here, Do Gi becomes a star driver who delivers satisfying revenge. Meanwhile, Ha Na is a prosecutor who investigates Rainbow Taxi. She is furious with their lawless behavior, but at the same time, she feels confused about seeing them solve cases that the law cannot. Between those who believe that revenge embodies true justice and those who pursue the outlaws, Do Gi seeks what justice truly means.(Source: Viki)~~ Adapted from the webtoon ""The Deluxe Taxi"" (모범택시) by Carlos (까를로스) and Keukeu Jae Jin (크크재진).",South Korea,Drama,16,"Apr  9, 2021 - May 29, 2021","Friday, Saturday",SBS Wavve,1 hr. 5 min.,"8.8 (scored by 28,516 users)",174,138,18+ Restricted (violence & profanity),62258
22806-kingdom,Kingdom,Kingdom (2019),2019,8.8,36670,Ju Ji Hoon|Ryu Seung Ryong|Bae Doo Na|Kim Sung Gyu|Kim Chan Yi|Kim  Sang Ho,/people/251-joo-ji-hoon|/people/960-ryu-seung-ryong|/people/302-bae-doo-na|/people/19984-kim-sung-gyu|/people/48813-kim-chan-yi|/people/1812-kim-sang-ho,Thriller|Historical|Horror|Political,Joseon Dynasty|Adapted From A Webtoon|Power Struggle|Gore|Survival|Strong Male Lead|Nice Male Lead|Epidemic|Corruption|Zombies (Vote or add tags),Kim Eun Hee,Kim Sung Hoon,https://i.mydramalist.com/d4d1Wc.jpg,"No sooner does the Joseon King succumb to smallpox, do the rumors of his death begin. The Cho Clan, the clan of the pregnant Queen and her father, Chief State Councillor Cho Hak Joo, declares the Crown Prince, a traitor.Questioning the circumstances surrounding the King’s death, the Crown Prince and his guard, Moo Young, set forth to locate Lee Seung Hui, the last physician to treat his father. But the two end up stuck with Assistant Physician Seo Bi and a mysterious man named Young Shin in a village plagued with a terrifying disease.(Source: MyDramaList)",South Korea,Drama,6,"Jan 25, 2019",Friday,Netflix,51 min.,"8.8 (scored by 36,670 users)",178,114,18+ Restricted (violence & profanity),69940
696751-missing-the-other-side-2,Missing: The Other Side Season 2,Missing: The Other Side Season 2 (2022),2022,8.8,3847,Go Soo|Heo Joon Ho|Ahn So Hee|Ha Joon|Lee Jung Eun|Kim Dong Hwi,/people/299-go-soo|/people/9500-heo-joon-ho|/people/955-ahn-so-hee|/people/16762-ha-joon|/people/10706-lee-jung-eun|/people/48331-kim-dong-hwi,Thriller|Mystery|Supernatural,Searching For A Child|Village Setting|Cold Case|Hacker Female Lead|Righteous Male Lead|Social Justice|Afterlife|Orphan Male Lead|Spirit|Missing Person (Vote or add tags),Ban Ki Ri|Jung So Young,Min Yeon Hong|Lee Ye Rim,https://i.mydramalist.com/4vzxw_4c.jpg,"3 Gongdan is a village where missing deceased people, including Kang Eun Sil and Oh Il Yong, stay. Meanwhile, Kim Wook, Jang Pan Seok, Lee Jong A, and Detective Shin Joon Ho try to find the bodies of the missing people and chase after the truth behind their deaths.(Source: AsianWiki)",South Korea,Drama,14,"Dec 19, 2022 - Jan 31, 2023","Monday, Tuesday",tvN,60 min.,"8.8 (scored by 3,847 users)",179,1702,15+ - Teens 15 or older,9139
30740-sky-castle,SKY Castle,SKY Castle (2018),2018,8.8,29599,Yeom Jung Ah|Lee Tae Ran|Yoon Se Ah|Oh Na Ra|Kim Seo Hyung|Jung Joon Ho,/people/835-yum-jung-ah|/people/1758-lee-tae-ran|/people/1068-yoon-se-ah|/people/2915-oh-na-ra|/people/1515-kim-seo-hyung|/people/1165-jung-joon-ho,Mystery|Psychological|Drama,Family Secret|Social Commentary|Family Pressure|Satire|Multiple Mains|Sibling Rivalry|Birth Secret|Female Centered Plot|Suicide|Black Comedy (Vote or add tags),Yoo Hyun Mi,Jo Hyun Taek,https://i.mydramalist.com/4053wc.jpg,"Han Seo Jin, Noh Seung Hye, Jin Jin Hee, and Lee Myung Joo all live with their families in SKY Castle, a luxury private neighborhood hosting wealthy doctors and professors. All of the women wish for their children to enter prestigious universities and are actively supporting their education.Following the acceptance of Myung Joo’s son into Seoul National University as a medical student, an incident occurs, resulting in the family quickly moving out. To the surprise of Sky Castle’s residents, Lee Soo Im and her inferior family move in. After interacting with the families there, Soo Im takes it upon herself to help the stressed children by challenging the other women of SKY Castle, meanwhile questioning her ways of supporting her step-son as well. She soon starts to uncover the truth of what happened to Myung Joo's family and their relation to the grade coordinator, Kim Joo Young.(Source: MyDramaList)",South Korea,Drama,20,"Nov 23, 2018 - Feb  1, 2019","Friday, Saturday",jTBC,1 hr. 15 min.,"8.8 (scored by 29,599 users)",187,116,15+ - Teens 15 or older,69541
19262-weightlifting-fairy-kim-bok-joo,Weightlifting Fairy Kim Bok Joo,Weightlifting Fairy Kim Bok Joo (2016),2016,8.8,108095,Lee Sung Kyung|Nam Joo Hyuk|Lee Jae Yoon|Kyung Soo Jin|Cho Hye Jung|Lee Joo Young,/people/7660-lee-sung-kyung|/people/7714-nam-joo-hyuk|/people/923-lee-jae-yoon|/people/2690-kyung-soo-jin|/people/10424-cho-hye-jung|/people/12680-lee-joo-young,Comedy|Romance|Life|Sports,Friends To Lovers|Weightlifting|Strong Female Lead|Healing|First Love|Bantering Relationship|Male Chases Female First|Swimming|Slow Burn Romance|Sismance (Vote or add tags),Yang Hee Seung|Kim Soo Jin,Oh Hyun Jong|Nam Sung Woo,https://i.mydramalist.com/D2X7Dc.jpg,"Bok Joo is a weightlifter who is pursuing her dream of winning the gold medal but she then finds romance for the first time in her life. While she is a woman who trains with heavy steel weights, she is also very feminine when it comes to relationships. Focusing solely on weightlifting would jeopardize her relationship but leaving her weightlifting career for love would keep her from attaining her dreams.Can she find a way to have love as well as glory at the age of 20? The characters within this drama are elite athletes in weightlifting, swimming and rhythmic gymnastics who work hard to reach their goals in life. It covers their coming-of-age stories and relationships through hectic life.(Source: MBC)~~ Inspired by the life of South Korean Olympic weightlifter gold-medalist Jang Mi Ran.",South Korea,Drama,16,"Nov 16, 2016 - Jan 11, 2017","Wednesday, Thursday",MBC,60 min.,"8.8 (scored by 108,095 users)",191,3,15+ - Teens 15 or older,192309
744135-the-killer-s-shopping-mall,A Shop for Killers,A Shop for Killers (2024),2024,8.8,11791,Lee Dong Wook|Kim Hye Joon|Seo Hyun Woo|Park Ji Bin|Geum Hae Na|Jo Han Sun,/people/274-lee-dong-wook|/people/11011-kim-hye-joon|/people/6962-seo-hyun-woo|/people/501-park-ji-bin|/people/15742-kim-hae-na|/people/1265-jo-han-sun,Action|Thriller|Mystery|Drama,Strong Female Lead|Weak To Strong|Anti-Villain Male Lead|Graphic Violence|Former Soldier Supporting Character|Former Soldier Male Lead|Sniper Supporting Character|Villain Supporting Character|Death Of A Mother|Businessman Male Lead (Vote or add tags),Ji Ho Jin,,https://i.mydramalist.com/QJNjwg_4c.jpg,"Shortly after entering college, Jian receives a call from local police informing her of her uncle’s “suicide”. Her caretaker, since the death of her parents, uncle Jeong Jin Man, had always been quiet and mysterious but never suicidal.But before Jian has a chance to think, her life is turned upside down by a flurry of gunfire, murder drones and more, as a medley of highly skilled assassins inexplicably turns their focus to killing her. Pinned down in her uncle’s home, Jian will be forced to revisit some of the bizarre training her uncle gave her throughout her formative years if she hopes to survive long enough to discover what is going on.(Source: HelloKpop)~~ Adapted from the novel ""Sarinjaui Syopingmol"" (살인자의 쇼핑몰) by Kang Ji Young (강지영).",South Korea,Drama,8,"Jan 17, 2024 - Feb  7, 2024",Wednesday,Disney+ Hulu,51 min.,"8.8 (scored by 11,791 users)",199,493,18+ Restricted (violence & profanity),27895
74275-youth-of-may,Youth of May,Youth of May (2021),2021,8.7,20461,Lee Do Hyun|Go Min Si|Lee Sang Yi|Geum Sae Rok|Oh Man Suk|Uhm Hyo Sub,/people/17489-lee-do-hyun|/people/18348-go-min-shi|/people/15660-lee-sang-yi|/people/17947-geum-sae-rok|/people/1179-oh-man-suk|/people/2918-uhm-hyo-sub,Romance|Youth|Drama|Melodrama,Star Crossed Lovers|1980s|Tearjerker|Rich Man/Poor Woman|Gwangju Uprising|Nice Male Lead|Strong Female Lead|Smart Female Lead|Forbidden Love|Martial Law (Vote or add tags),Lee Kang,Song Min Yeop|Lee Dae Kyung,https://i.mydramalist.com/dNO1d_4c.jpg,"Hee Tae becomes the pride of Gwangju when he enters Seoul National University College of Medicine with top marks. His best friend Kyung Soo, an avid pro-democracy activist, insists that they open an illegal clinic for students on the run from the government. One day, a factory worker is injured during a protest. In exchange for the costs of discreetly transporting himself and the factory worker to his hometown, Hee Tae must go to a meeting with a potential marriage partner arranged by his father. At this meeting, Hee Tae meets Myung Hee, a nurse persevering through the hardships of life. She only agrees to go to this meeting in place of her friend Soo Ryeon, because she needs to come up with the airfare to go study in Germany. However, Myung Hee and Hee Tae end up falling in love. In May of 1980, amidst the heated passion and cries for democracy that reverberated throughout Gwangju, Hee Tae and Myung Hee find themselves in a twist of fate.(Source: Viki)~~ Based on real events of the Gwangju Uprising that happened in the city of Gwangju, South Korea, from May 18 to May 27, 1980.",South Korea,Drama,12,"May  3, 2021 - Jun  8, 2021","Monday, Tuesday",KBS2 Wavve,1 hr. 10 min.,"8.7 (scored by 20,461 users)",207,176,15+ - Teens 15 or older,55242
38301-romantic-doctor-teacher-kim-2,Dr. Romantic Season 2,Dr. Romantic Season 2 (2020),2020,8.7,29004,Han Seok Kyu|Ahn Hyo Seop|Lee Sung Kyung|Kim Joo Heon|Shin Dong Wook|So Ju Yeon,/people/968-han-seok-kyu|/people/11001-ahn-hyo-sub|/people/7660-lee-sung-kyung|/people/20100-kim-joo-heon|/people/875-shin-dong-wook|/people/17308-so-joo-yeon,Romance|Drama|Medical|Melodrama,Slow Burn Romance|Healing|Character Development|Surgeon Male Lead|Friends To Lovers|Love/Hate Relationship|Hardworking Female Lead|Hospital Setting|Rich Woman/Poor Man|Smart Female Lead (Vote or add tags),Kang Eun Kyung,Yoo In Shik|Lee Gil Bok,https://i.mydramalist.com/Rr7DEc.jpg,"A “real doctor” story set in a small, humble hospital called Doldam Hospital. It is a story about people who meet Kim Sa Bu, a genius doctor, and discover “real romance.”Kim Sa Bu once gained fame as a top surgeon at a huge hospital. One day, he disappeared from the eyes of the public, quietly becoming the chief surgeon at Doldam Hospital in the countryside. After he conducted a successful operation on Chairman Shin, he gets to improve the hospital under reliable support. But then Chairman Shin passes away, and an old foe returns. New people appear and his students had to leave the hospital. Furthermore, his wrist, which was injured three years ago, starts to act weird. Kim Sa Bu decides to go to a huge hospital himself to solve the manpower shortage at Doldam, where he finds two people who resemble his former students but who seem much more lacking. Seo Woo Jin would do anything for money, and Cha Eun Jae gets nauseous every time she tries to perform surgery. Will Kim Sa Bu be able to run Doldam Hospital with these two?(Source: Soompi, KOCOWA)",South Korea,Drama,16,"Jan  6, 2020 - Feb 25, 2020","Monday, Tuesday",SBS,1 hr. 10 min.,"8.7 (scored by 29,004 users)",212,175,15+ - Teens 15 or older,55407
15845-dear-my-friends,Dear My Friends,Dear My Friends (2016),2016,8.7,3934,Go Hyun Jung|Kim Hye Ja|Na Moon Hee|Go Doo Shim|Park Won Sook|Youn Yuh Jung,/people/489-go-hyun-jung|/people/1869-kim-hye-ja|/people/1874-na-moon-hee|/people/1659-go-doo-shim|/people/3380-park-won-sook|/people/1541-yoon-yeo-jung,Life|Drama|Melodrama,Life Lesson|Mother-Daughter Relationship|Mother-Son Relationship|Sismance|Family Conflict|Multiple Couples|Generational Conflict|Multiple Mains|Friendship|Slight Comedy (Vote or add tags),Noh Hee Kyung,Hong Jong Chan,https://i.mydramalist.com/2zWk2_4c.jpg,"Park Wan is a translator who is constantly pulled by her mother, Jang Nan Hee, to hang out with her elder friends, Jo Hee Ja, Moon Jung Ah, Oh Choong Nam, and Lee Yeong Won. The plot revolves around the friends' twilight years as they are rediscovering themselves through relationships and family, the struggles they face due to their old age, and their life journey that they share with  Park Wan in the hope she would write a novel about them.(Source: MyDramaList)",South Korea,Drama,16,"May 13, 2016 - Jul  2, 2016","Friday, Saturday",tvN,1 hr. 10 min.,"8.7 (scored by 3,934 users)",221,1184,15+ - Teens 15 or older,13662
26949-life-on-mars,Life on Mars,Life on Mars (2018),2018,8.7,10649,Jung Kyung Ho|Park Sung Woong|Go Ah Sung|Oh Dae Hwan|Noh Jong Hyun|Jun Suk Ho,/people/698-jung-kyung-ho|/people/1742-park-sung-woong|/people/399-go-ah-sung|/people/4731-oh-dae-hwan|/people/16322-noh-jong-hyun|/people/6278-jun-suk-ho,Action|Mystery|Psychological|Comedy,1980s|Police Procedural|Bromance|Calm Male Lead|Smart Male Lead|Strong Female Lead|Coma|Murder|Investigation|Thriller (Vote or add tags),Lee Dae II,Lee Jeong Hyo,https://i.mydramalist.com/DX4Yzc.jpg,"As the leader of a crime investigation team, Han Tae Joo has propelled his career and risen through the ranks by trusting data over all else. One day, while investigating a serial murder case, he has an accident. When he wakes up, he suddenly finds himself in the winter of 1988. He doesn't know why, but he's now a detective appointed to work at a police station in a small city. To get back to the present day, Han Tae Joo tries to solve the case.(Source: TMDb)~~ Remake of the British TV series ""Life on Mars"" [2006].",South Korea,Drama,16,"Jun  9, 2018 - Aug  5, 2018","Saturday, Sunday",OCN,1 hr. 5 min.,"8.7 (scored by 10,649 users)",223,451,15+ - Teens 15 or older,29769
699557-inside-criminal-minds,Through the Darkness,Through the Darkness (2022),2022,8.7,8351,Kim Nam Gil|Jin Seon Kyu|Kim So Jin|Ryeoun|Lee Dae Yeon|Kim Won Hae,/people/261-kim-nam-gil|/people/5628-jin-sun-gyu|/people/5947-kim-so-jin|/people/23633-ryeo-woon|/people/1651-lee-dae-yeon|/people/4553-kim-won-hae,Thriller|Mystery|Crime|Drama,Investigation|Murder|Empathic Male Lead|Calm Male Lead|Suspense|1990s|2000s|Time Skip|Offender Profiling|Death (Vote or add tags),Seol Yi Na|Kwon Il Yong,Kim Jae Hong|Park Bo Ram,https://i.mydramalist.com/2K8BR_4c.jpg,"Back in the 1990s, the citizens of Seoul were gripped with a paralyzing fear after a series of brutal attacks and murders occurred. A mysterious figure dubbed ‘Red Cap’ was stalking women on the streets then killing his prey, seemingly without provocation. His habit of striking at random made it impossible for the detectives to predict his next move. At the top of their minds is what could be triggering him. Aware of the American F.B.I. and its successful use of criminal profilers to identify serial killers, the head of the Criminal Behavioral Analysis team, Gook Young Soo recruits Song Ha Young, a quiet, reserved, incredibly perceptive former detective for his team. Gook believes using this new psychological method will give the police an edge in capturing 'Red Cap' and ending his killing spree. Homicide expert Yoon Tae Goo and her officers question the value of this approach and are resistant to entering such uncharted territory. To quell their scorn they need to convince that this radical crime-fighting approach will increase their arrest rates. Does Song Ha Young have the ability to gain the trust of callous criminals while seeing through them? Is he clever enough to outwit them?  But more importantly, does he possess the emotional fortitude to withstand the process? (Source: Viki; edited by Lee C)~~ Adapted from the autobiography of the same title, co-written by Korea's first criminal profiler, Kwon Il Yong and journalist-turned-author Ko Na Mu, depicting some of Kwon's field experiences.",South Korea,Drama,12,"Jan 14, 2022 - Mar 12, 2022","Friday, Saturday",SBS Wavve,1 hr. 10 min.,"8.7 (scored by 8,351 users)",219,750,18+ Restricted (violence & profanity),20342
62087-the-demon-judge,The Devil Judge,The Devil Judge (2021),2021,8.7,22657,Ji Sung|Kim Min Jung|Park Jin Young|Park Gyu Young|Jeon Chae Eun|Kim Jae Kyung,/people/469-ji-sung|/people/1235-kim-min-jung|/people/2197-park-jin-young|/people/15836-park-kyu-young|/people/46941-jeon-chae-eun|/people/2542-kim-jae-kyung,Mystery|Law|Crime|Drama,Dark Fiction|Manipulative Female Lead|Rivalry|Dystopia|Corruption|Bromance|Strong Female Lead|Hardworking Male Lead|Unrequited Love|Tragic Past (Vote or add tags),Moon Yoo Seok,Choi Jung Gyu,https://i.mydramalist.com/XJL7Z_4c.jpg,"Set in a dystopian version of present-day Korea where daily life is chaos and society has collapsed to the point that people openly voice their distrust and hatred for their leaders. In this world bereft of law and order, Head Trial Judge Kang signals the need for change. His courtroom is the subject of a reality show where he mercilessly punishes the guilty, earning him the ""Devil Judge"" nickname. As a divisive figure with an aura of mystery that belies his true identity and ambitions, the public is unsure whether he is a true hero or someone, knowingly sowing the seeds of discontent in his courtroom. A bitter rivalry has taken shape between the ""Devil Judge"" and the highly ambitious Jung Sun Ah, who has risen from poverty to become a corporate social responsibility foundation director. Into this turbulent world enter two childhood friends on a quest for true justice: rookie Judge Kim Ga On and Police Officer Yoon Soo Hyun. Do they have what it takes to challenge both the scheming Jung Sun Ah and the notorious ""Devil Judge""?(Source: Viki, Wikipedia, Soompi)",South Korea,Drama,16,"Jul  3, 2021 - Aug 22, 2021","Saturday, Sunday",tvN,1 hr. 15 min.,"8.7 (scored by 22,657 users)",227,157,15+ - Teens 15 or older,57866
75433-rocket-boy-squad,Racket Boys,Racket Boys (2021),2021,8.7,12483,Kim Sang Kyung|Oh Na Ra|Tang Jun Sang|Son Sang Yeon|Choi Hyun Wook|Kim Kang Hoon,/people/814-kim-sang-kyung|/people/2915-oh-na-ra|/people/10227-tang-jun-sang|/people/19883-son-sang-yeon|/people/40661-choi-hyun-wook|/people/8548-kim-kang-hoon,Comedy|Life|Drama|Sports,Badminton|Friendship|Rural Life|Sport Club|Tough Male Lead|Slight Romance|Multiple Mains|Arrogant Female Lead|Heartwarming|Childhood Connection (Vote or add tags),Jung Bo Hoon,Jo Young Kwang,https://i.mydramalist.com/QARr2_4c.jpg,"A story of a boys' badminton team at a middle school in Haenam as they grow, both as people and as players.Yoon Hyun Jong was once a very good badminton player, but now he struggles to make ends meet for his family. Therefore, he jumps at a chance to coach a middle school team, only to find a team on the verge of disbandment with only three players: Bang Yoon Dam, Na Woo Chan, and Lee Yong Tae. The three boys struggle along, improving as Yoon Hae Kang, Yoon Hyun Jong's son, joins the team along with Jung In Sol. Now having enough players to enter competitions, they try to soar to new heights.Meanwhile, Ra Young Ja, former top badminton player and Yoon Hyun Jong's wife, is the coach of the girls’ badminton team at a girl's middle school in Haenam. On her team are Han Se Yoon, the #1 ranked junior female player in Korea and Lee Han Sol, Se Yoon's best friend, allowing them to be one of the best teams among their peers.(Source: AsianWiki; edited by Ian at MyDramaList)",South Korea,Drama,16,"May 31, 2021 - Aug  9, 2021","Monday, Tuesday",Netflix SBS,1 hr. 15 min.,"8.7 (scored by 12,483 users)",228,461,15+ - Teens 15 or older,29097
60911-monster,Beyond Evil,Beyond Evil (2021),2021,8.7,22916,Shin Ha Kyun|Yeo Jin Goo|Choi Dae Hoon|Kim Shin Rok|Choi Sung Eun|Choi Jin Ho,/people/287-shin-ha-kyun|/people/1500-yeo-jin-goo|/people/4039-choi-dae-hoon|/people/38883-kim-shin-rok|/people/38385-choi-sung-eun|/people/5899-choi-jin-ho,Thriller|Mystery|Psychological|Drama,Determined Male Lead|Investigation|Suspense|Murder|Trauma|Psychological Manipulation|Smart Male Lead|Death|Corruption|Father-Son Relationship (Vote or add tags),Kim Soo Jin,Shim Na Yeon,https://i.mydramalist.com/0l4wY_4c.jpg,"Meet the two fearless men willing to go to extreme lengths in their pursuit of a serial killer that has shaken up their quiet city: Lee Dong Sik, a once capable detective, is now demoted to perform menial tasks at the Manyang Police Substation. Just as he is beginning to settle into a peaceful life, his new superior, Detective Han Joo Won, is transferred in. Joo Won is an elite detective whose father is the star candidate for the National Police Agency’s next chief. Despite his admirable qualities and high social standing, Joo Won harbors a long-held secret.When a string of gruesome killings occurs, a pattern takes shape that is oddly reminiscent of some cold serial-murder cases from 20 years prior. Dong Sik and Joo Won team up, vowing to stop this vicious culprit in his tracks. As their investigation proceeds, they are forced to look far deeper than what the evidence suggests, questioning the culpability of all those surrounding the case, including their own.(Source: Kdramapal)",South Korea,Drama,16,"Feb 19, 2021 - Apr 10, 2021","Friday, Saturday",jTBC,1 hr. 5 min.,"8.7 (scored by 22,916 users)",229,177,18+ Restricted (violence & profanity),55096
