id,title,pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,veryHealthy,veryPopular,gaps,lowFodmap,ketogenic,whole30,readyInMinutes,spoonacularSourceUrl,image,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,cuisines,calories,Fat/g,Saturated Fat/g,Carbohydrates/g,Sugar/g,Cholesterol/mg,Sodium/mg,Protein/g,Vitamin B3/mg,Selenium/µg,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/µg,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/µg,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/µg,Vitamin K/µg,Vitamin C/mg,Alcohol/g,Caffeine/g
741,Poached Brisket of Beef with Salsa Verde,4.6216,438,False,False,False,True,False,True,False,no,False,False,False,300,https://spoonacular.com/poached-brisket-of-beef-with-salsa-verde-741,https://spoonacular.com/recipeImages/741-556x370.jpg,0,77.0,58.0,45.31,42.02,12.67,"lunch,main course,main dish,dinner","anchovy,bay leaves,beef brisket,beef brisket,bread crumbs,carrots,celery,flat-leaf parsley,flat-leaf parsley,hard cooked egg,kosher salt,kosher salt,lemon juice,lemon zest,olive oil,plum tomatoes,salsa verde,salt packed anchovy,shallots,yellow onions",Mexican,522.48,23.68,7.4,16.07,5.92,183.87,1891.33,57.45,11.81,48.01,577.24,6.42,0.55,73.43,0.41,63.16,1199.16,0.3,11.54,0.26,79.61,6.33,1.24,1.2,1.67,2.3,3845.89,0.0,160.75,21.94,0.0,0.0
742,"Blackened Peppers With Capers, Parsley, And Garlic",1.4002000000000001,286,False,False,True,True,False,False,False,no,False,False,True,15,https://spoonacular.com/blackened-peppers-with-capers-parsley-and-garlic-742,https://spoonacular.com/recipeImages/742-556x370.jpg,0,52.0,15.0,8.04,45.64,46.32,side dish,"anchovy,cooking oil,capers,capers,garlic cloves,orange,orange peppers,parsley leaves,parsley leaves,peppers,peppers,peppers,peppers,peppers",,140.24,7.63,0.67,17.42,10.79,1.2,67.49,3.02,1.75,1.26,60.78,1.03,0.12,48.48,0.17,55.32,515.79,0.17,0.45,0.31,30.51,0.0,0.47,0.58,2.72,5.28,2255.25,0.0,36.93,228.69,0.0,0.0
743,Simple Niçoise Salad Recipe,3.8173000000000004,588,False,False,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/simple-nioise-salad-recipe-743,https://spoonacular.com/recipeImages/743-556x370.jpg,4,88.0,52.0,22.53,61.81,15.66,salad,"anchovy filets,black olives,capers,cucumber,dijon mustard,extra virgin olive oil,fresh green beans,hard-boiled eggs,mixed greens,plum tomatoes,potatoes,red onion,red wine vinegar,solid white albacore tuna in olive oil","Mediterranean,French,Eastern European,European,Greek",659.6,45.9,7.41,26.18,5.57,218.89,1289.14,37.64,13.78,75.61,460.6,6.48,0.5,138.64,0.21,104.7,1304.88,0.81,2.01,1.01,105.06,2.56,1.83,0.93,8.34,6.72,1869.6,1.1,39.5,42.67,0.0,0.0
745,Pasta Puttanesca,1.4691999999999998,195,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/pasta-puttanesca-745,https://spoonacular.com/recipeImages/745-556x370.jpg,21,58.0,10.0,16.64,67.82,15.54,side dish,"anchovy filets,black pepper,canned tomatoes,capers,cooked pasta,extra virgin olive oil,kalamata olives,onion,parmesan cheese,red chili flakes,salt,sugar,in a press","Mediterranean,Italian,Eastern European,European,Greek",319.65,24.89,7.31,12.83,6.89,22.8,1202.23,13.74,1.97,9.24,256.95,1.98,0.17,412.6,0.11,21.45,389.81,0.24,1.23,0.26,40.47,0.38,0.48,0.23,4.09,3.1,593.37,0.0,15.47,11.21,0.0,0.0
746,French Tuna Burger With Green Bean Salad,8.1674,508,False,False,False,True,False,True,False,no,False,False,False,32,https://spoonacular.com/french-tuna-burger-with-green-bean-salad-746,https://spoonacular.com/recipeImages/746-556x370.jpg,5,92.0,68.0,36.64,38.36,25.0,"lunch,main course,main dish,dinner","ahi tuna steaks,canned anchovy fillets,capers,crusty rolls,eggs,extra virgin olive oil,flat leaf parsley,fresh rosemary,fresh thyme,green beans,lemon peel,lettuce,olives,red onion,salt and pepper,tomatoes",American,586.1,25.03,5.14,36.7,7.19,158.53,1631.11,53.78,20.8,91.63,619.38,5.86,0.86,176.23,0.8,123.77,1054.62,0.46,2.54,0.68,151.67,16.36,2.83,1.12,5.39,7.07,5391.34,10.38,37.85,27.59,0.0,0.0
747,Moorish-Style Salad with Cumin and Smoked Paprika (Ensalada Morisca),0.8540000000000001,127,False,False,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/moorish-style-salad-with-cumin-and-smoked-paprika-ensalada-morisca-747,https://spoonacular.com/recipeImages/747-556x370.jpg,0,82.0,53.0,12.8,45.03,42.17,side dish,"canned anchovy fillets,cherry tomatoes,cumin seeds,escarole,extravirgin olive oil,fresh parsley,garlic cloves,paprika,red onion,white wine vinegar",,50.38,2.66,0.39,5.61,1.96,0.85,55.48,1.7,0.72,1.32,38.86,1.09,0.06,43.16,0.07,81.74,309.56,0.1,0.55,0.32,15.93,0.0,0.55,0.09,0.91,2.24,1454.57,0.0,134.97,17.41,0.0,0.0
748,Farfalle With Cauliflower And Toasted Breadcrumbs,2.0481,307,False,False,False,False,False,True,False,no,False,False,False,34,https://spoonacular.com/farfalle-with-cauliflower-and-toasted-breadcrumbs-748,https://spoonacular.com/recipeImages/748-556x370.jpg,0,83.0,59.0,17.38,29.18,53.44,"lunch,main course,main dish,dinner","anchovy filets,bow tie pasta,breadcrumbs,cauliflower,garlic,olive oil,parmesan cheese,bell pepper,red pepper flakes,salt",,601.58,19.49,6.71,80.29,8.37,21.6,850.4,26.11,4.11,60.73,449.09,3.02,0.35,437.28,0.35,124.18,695.51,0.34,2.66,1.13,86.02,0.44,1.46,0.58,2.85,6.86,2666.86,0.0,26.08,141.8,0.0,0.0
749,"Grilled Jicama, Radishes, Scallions, and Chicken with Asian-Style ""Chimichurri",2.2769,344,False,False,True,True,False,False,False,no,False,False,False,45,https://spoonacular.com/grilled-jicama-radishes-scallions-and-chicken-with-asian-style-chimichurri-749,https://spoonacular.com/recipeImages/749-556x370.jpg,0,63.0,24.0,31.64,41.13,27.23,"lunch,main course,main dish,dinner","black pepper,canned anchovy,fresh cilantro leaves,fresh parsley leaves,garlic clove,grapeseed oil,green onions,ground pepper,jicama,lime juice,radishes,salt,skinless boneless chicken thighs,sugar,water","South American,Latin American",236.52,10.95,1.64,16.3,4.29,81.65,445.58,18.95,5.72,21.45,216.32,2.7,0.26,79.49,0.14,67.44,715.76,0.21,1.92,0.29,53.41,0.55,1.43,0.53,3.29,7.86,1848.84,0.0,214.11,52.67,0.0,0.0
750,"Rib Roast Of Beef With Beets, Potatoes, And Horseradish",5.6519,647,False,False,False,False,False,True,False,no,False,False,False,156,https://spoonacular.com/rib-roast-of-beef-with-beets-potatoes-and-horseradish-750,https://spoonacular.com/recipeImages/750-556x370.jpg,7,92.0,79.0,15.2,12.01,72.79,"lunch,main course,main dish,dinner","anchovy,beets,carrots,crème fraîche,flour,french loaf,fresh horseradish,fresh parsley leaves,fresh rosemary leaves,garlic,juice of lemon,lemon zest,olive oil,onions,sea-salt",,1487.0,19.96,7.34,272.19,20.46,22.07,2627.4,56.85,22.67,126.39,621.19,17.62,1.44,286.88,2.05,767.87,1037.73,0.72,4.85,2.75,157.8,0.13,1.93,0.65,1.73,14.57,4273.14,0.16,39.64,17.21,0.0,0.0
751,Deviled Eggs,0.37479999999999997,35,True,False,True,True,False,False,False,no,True,False,True,45,https://spoonacular.com/deviled-eggs-751,https://spoonacular.com/recipeImages/751-556x370.jpg,13,22.0,1.0,18.65,79.79,1.56,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","cayenne pepper,coarse salt,eggs,lemon juice,lemon juice,mayonnaise,mustard,mustard",American,78.97,6.9,1.54,0.3,0.23,107.81,272.45,3.63,0.0,8.92,57.65,0.51,0.13,16.64,0.0,13.78,41.5,0.02,0.38,0.0,0.0,0.26,0.45,0.05,0.48,0.0,159.03,0.58,9.22,0.0,0.0,0.0
752,"Green Goddess Salad With Romaine, Cucumbers, And Avocado",1.8713,287,False,False,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/green-goddess-salad-with-romaine-cucumbers-and-avocado-752,https://spoonacular.com/recipeImages/752-556x370.jpg,0,78.0,46.0,7.63,69.58,22.79,salad,"avocados,champagne vinegar,chives,cucumbers,egg yolk,flat leaf parsley leaves,garlic clove,grapeseed oil,juice of lemon,kosher salt,romaine lettuce,salt packed anchovies,tarragon leaves,watercress",,177.82,14.69,2.11,10.82,2.81,32.55,313.02,3.63,1.47,2.28,92.9,1.81,0.17,66.76,0.12,103.85,651.72,0.27,0.93,0.3,48.31,0.0,1.46,0.3,2.72,6.09,1602.78,0.16,247.6,33.85,0.0,0.0
753,Braised Veal Shank with Marjoram: Stinco di Vitello,4.1909,635,False,False,True,True,False,True,False,no,False,False,False,170,https://spoonacular.com/braised-veal-shank-with-marjoram-stinco-di-vitello-753,https://spoonacular.com/recipeImages/753-556x370.jpeg,0,79.0,62.0,5.61,65.71,28.68,,"anchovy,canned whole tomatoes,carrot,carrot,celery,dry white wine,extra virgin olive oil,extra virgin olive oil,fresh thyme leaves,garlic cloves,marjoram,onion,red onion,sage leaves,salt,veal",,528.57,36.34,5.02,35.7,14.45,2.61,807.5,6.98,4.46,3.29,173.86,15.94,0.34,437.56,0.27,88.14,1240.56,0.69,1.48,1.35,116.21,0.0,0.73,0.8,8.08,11.54,5592.06,0.0,116.58,58.41,9.27,0.0
754,Orecchiette (almost) Alla Pugliese,5.520599999999999,798,False,False,False,False,False,True,False,no,False,False,False,20,https://spoonacular.com/orecchiette-almost-alla-pugliese-754,https://spoonacular.com/recipeImages/754-556x370.jpg,15,98.0,100.0,15.32,19.87,64.81,"lunch,main course,main dish,dinner","anchovies,anchovies,bell pepper,broccoli,garlic cloves,garlic cloves,olive oil,orecchiette,orecchiette,orecchiette,orecchiette,pecorino,red chili,red chilli,sea salt",,1610.15,35.7,9.15,262.07,19.2,36.0,689.41,61.93,9.66,210.99,1073.53,7.73,0.78,561.33,0.59,294.67,2031.44,1.16,6.88,3.75,263.72,0.39,3.61,1.53,7.33,20.14,4783.96,0.0,332.54,432.84,0.0,0.0
755,"Another of My Friend Vicky's Creations: Cauliflower with Red, Green and Black Confetti",1.5991,190,False,False,True,True,False,False,False,no,False,False,True,25,https://spoonacular.com/another-of-my-friend-vickys-creations-cauliflower-with-red-green-and-black-confetti-755,https://spoonacular.com/recipeImages/755-556x370.jpeg,0,75.0,40.0,11.48,63.24,25.28,side dish,"anchovy,cauliflower,coarse salt,crushed red pepper,flat leaf parsley,garlic,oil cured black olives,olive oil,red pepper flakes,roasted red pepper,salt and pepper",,133.85,10.25,1.47,9.22,2.96,2.4,827.23,4.18,1.57,2.76,80.45,1.54,0.12,64.11,0.09,95.89,524.69,0.12,0.6,0.28,31.05,0.0,1.03,0.32,2.09,4.04,967.22,0.0,150.53,83.8,0.0,0.0
756,Spaghetti Puttanesca,2.5636,364,False,False,False,True,False,True,False,no,False,False,False,26,https://spoonacular.com/spaghetti-puttanesca-756,https://spoonacular.com/recipeImages/756-556x370.jpg,0,91.0,100.0,11.79,28.19,60.02,"lunch,main course,main dish,dinner","anchovies,capers,dried chilli flakes,flat-leaf parsley,garlic cloves,green olives,olive oil,spaghetti,tomatoes","Mediterranean,Italian,Eastern European,European,Greek",566.36,17.92,2.57,85.87,8.28,2.4,312.4,16.86,3.9,65.27,266.06,4.0,0.15,98.87,0.2,93.07,889.28,0.5,2.18,1.25,94.23,0.0,0.77,0.38,3.88,7.09,4129.17,0.0,493.03,66.43,0.0,0.0
757,Faux Peanut Sauce,1.1345999999999998,80,False,False,True,True,False,False,False,no,False,False,False,20,https://spoonacular.com/faux-peanut-sauce-757,https://spoonacular.com/recipeImages/757-556x370.jpeg,4,74.0,24.0,11.91,73.97,14.12,sauce,"chicken broth,cilantro leaves,fish sauce,fresh ginger,garlic,hot sauce,lime juice,Miso Soybean Paste,nut butter,soy sauce,tahini,unsweetened coconut milk",,313.93,27.64,4.92,11.87,1.79,0.0,535.51,10.01,2.37,9.64,320.81,2.22,0.26,122.8,0.38,39.28,351.62,0.64,1.99,0.68,98.52,0.0,0.14,0.11,5.72,3.94,55.9,0.0,2.28,4.85,0.0,0.0
758,Tuscan Bread Salad,7.8991999999999996,1360,False,False,False,True,False,True,False,no,False,False,False,35,https://spoonacular.com/tuscan-bread-salad-758,https://spoonacular.com/recipeImages/758-556x370.jpg,7,96.0,100.0,14.89,17.88,67.23,,"anchovy filets,bell peppers,bread,capers,celery,cucumber,extra virgin olive oil,fresh basil leaves,garlic cloves,red onion,Salt & Pepper,wine vinegar",,1712.85,34.14,6.46,288.87,55.0,14.4,2899.9,63.99,36.96,155.0,1014.88,21.17,1.85,848.93,2.73,670.45,2460.28,1.22,8.05,6.91,337.4,0.15,6.38,2.0,8.99,33.3,11704.89,0.0,92.85,478.17,0.0,0.0
761,Fusilli with Feta & Lemon-Caper Pesto,2.1037,189,False,False,False,False,False,True,False,no,False,False,False,45,https://spoonacular.com/fusilli-with-feta-lemon-caper-pesto-761,https://spoonacular.com/recipeImages/761-556x370.jpg,3,88.0,54.0,13.31,44.29,42.4,side dish,"anchovy,capers,feta,feta,fresh flat-leaf parsley,fusilli pasta,garlic,kosher salt,kosher salt,lemon juice,lemon zest,olive oil,spinach",,441.14,21.92,7.11,47.23,3.35,31.02,885.02,14.82,2.16,42.44,262.18,3.31,0.46,259.01,0.17,165.65,580.08,0.29,2.23,1.19,96.33,0.58,0.65,0.38,3.56,3.66,7107.68,0.0,413.08,27.5,0.0,0.0
762,Super Simple Roasted Red Pepper Spread,3.0696,523,False,False,True,True,False,True,False,no,False,False,True,45,https://spoonacular.com/super-simple-roasted-red-pepper-spread-762,https://spoonacular.com/recipeImages/762-556x370.jpg,0,84.0,65.0,9.26,48.13,42.61,"condiment,dip,spread","anchovy fillets,garlic,olive oil,red peppers,sea salt",,295.7,15.89,2.17,31.65,20.72,4.8,1192.04,6.88,5.98,4.27,151.02,2.57,0.45,57.92,0.28,227.22,1093.2,0.12,1.44,0.66,63.85,0.0,1.65,1.52,9.83,10.46,15409.06,0.0,32.65,630.16,0.0,0.0
764,Grilled Salmon with Basil Aïoli,4.974,254,False,False,True,True,False,True,False,no,False,False,True,45,https://spoonacular.com/grilled-salmon-with-basil-aoli-764,https://spoonacular.com/recipeImages/764-556x370.jpg,0,85.0,74.0,35.26,63.96,0.78,"lunch,main course,main dish,dinner","anchovy fillets,baby zucchini,egg yolks,fresh basil,garlic cloves,lemon juice,olive oil,olive oil,pepper sauce,red wine vinegar,salmon fillet,water,worcestershire sauce",,445.68,31.13,4.83,0.86,0.16,165.7,96.41,38.61,14.95,72.47,404.25,1.86,0.75,34.82,0.44,56.8,951.68,0.49,1.38,0.06,56.55,6.12,3.33,1.58,2.68,0.0,198.51,0.31,13.43,1.93,0.0,0.0
765,Chopped Greek Salad,4.0743,432,False,False,False,False,False,False,False,no,False,False,False,10,https://spoonacular.com/chopped-greek-salad-765,https://spoonacular.com/recipeImages/765-556x370.jpg,4,71.0,24.0,11.54,64.09,24.37,salad,"baby arugula,bread cubes,cloves garlic,dijon mustard,english cucumbers,feta,flat-leaf parsley,ground pepper,kalamata olive,kosher salt,lemon zest,oil-packed anchovies,olive oil,oregano,red wine vinegar,shallots,tomatoes","Mediterranean,Eastern European,European,Greek",682.96,49.68,16.12,42.51,11.68,68.98,1945.17,20.13,5.41,30.47,414.62,4.31,0.87,561.39,0.48,126.25,678.64,0.31,3.45,1.08,85.28,1.3,1.66,0.58,6.23,6.49,2253.71,0.34,111.88,25.18,0.0,0.0
766,Guinea Hen with Vinegar: Faraona al Aceto,9.0439,623,False,False,True,True,False,False,False,no,False,False,False,195,https://spoonacular.com/guinea-hen-with-vinegar-faraona-al-aceto-766,https://spoonacular.com/recipeImages/766-556x370.jpeg,0,66.0,35.0,34.38,57.02,8.6,"lunch,main course,main dish,dinner","anchovies,balsamic vinegar,balsamic vinegar,black peppercorns,capers,carrots,celery,chicken wings,chives,guinea fowl,olive oil,olive oil,olives,onions,parsley,prosciutto,salt and pepper,tomato paste,white wine",,1017.27,61.3,14.16,20.81,12.69,284.67,929.59,83.16,27.42,62.29,610.38,5.25,0.45,126.54,0.28,58.04,1133.82,0.3,5.03,0.56,111.51,1.28,3.45,1.55,4.41,3.53,6659.03,0.16,186.25,24.02,4.12,0.0
767,Salade NiÃ§oise with Fresh Tuna Confit,75.6884,6932,False,False,True,True,False,True,False,no,True,False,False,45,https://spoonacular.com/salade-ni-oise-with-fresh-tuna-confit-767,,0,66.0,100.0,70.43,29.04,0.53,"lunch,main course,main dish,dinner","anchovy,bell pepper,capers,eggs,haricots verts,roasted pork,salad greens,salt,tomatoes,tuna,vinaigrette,niã§oise",,8886.66,274.29,84.27,11.31,5.9,4384.69,3790.89,1496.76,386.86,1884.93,15088.69,38.94,12.78,413.47,29.32,104.45,25300.35,4.02,120.28,0.8,1765.68,35.58,50.49,50.36,11.06,3.21,4033.03,28.15,14.19,120.36,0.0,0.0
768,Bean Sprout Beef Rice Bowl,2.4573,324,False,False,True,True,False,False,False,no,False,False,False,45,https://spoonacular.com/bean-sprout-beef-rice-bowl-768,https://spoonacular.com/recipeImages/768-556x370.jpg,0,68.0,29.0,15.04,31.31,53.65,"lunch,main course,main dish,dinner","anchovies,bean sprouts,black pepper,chili,chili flakes,garlic,garlic,green chili,green onion,ground beef,kelp,low sodium soy sauce,low sodium soy sauce,pear,pepper,rice wine,sesame oil,sesame oil,sesame seeds,sesame seeds,short grain rice,sugar",,578.75,20.21,5.73,77.91,10.08,43.26,940.06,21.85,8.58,24.84,298.87,7.38,0.37,95.79,0.61,262.29,592.82,0.62,4.34,1.36,84.22,1.24,1.87,0.62,2.08,7.01,1318.12,0.0,55.72,25.58,0.6,0.0
769,Dinner Tonight: Grilled Caesar Salad,2.162,270,False,False,False,True,False,False,False,no,False,False,False,12,https://spoonacular.com/dinner-tonight-grilled-caesar-salad-769,https://spoonacular.com/recipeImages/769-556x370.jpg,2,79.0,27.0,15.23,15.73,69.04,"lunch,main course,main dish,dinner","anchovy,baguette,egg,garlic,lemon juice,olive oil,romaine,salt and pepper",American,578.61,9.99,2.63,98.66,2.42,107.86,1417.82,21.76,9.11,62.73,272.75,6.58,0.72,184.49,0.95,421.53,356.31,0.42,2.18,0.97,62.08,0.28,1.25,0.19,0.97,5.85,2594.93,0.57,31.27,7.39,0.0,0.0
770,Meat Lite: Nutty Pasta,1.9824000000000002,159,False,False,False,True,False,True,False,no,False,False,False,45,https://spoonacular.com/meat-lite-nutty-pasta-770,https://spoonacular.com/recipeImages/770-556x370.jpg,0,91.0,100.0,11.62,37.64,50.74,"lunch,main course,main dish,dinner","anchovy,flat-leaf parsley,garlic cloves,lemon zest,olive oil,pine nuts,red pepper flakes,walnuts,whole wheat pasta",,661.41,29.32,3.35,88.94,0.75,1.2,18.35,20.36,6.83,84.31,401.5,5.68,0.22,73.43,0.64,89.69,411.96,0.84,3.85,4.83,210.95,0.0,1.26,0.35,3.17,1.41,675.27,0.0,137.61,10.82,0.0,0.0
772,Sicilian Stuffed Swordfish with Cherry Tomato Sauce,6.3866,477,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/sicilian-stuffed-swordfish-with-cherry-tomato-sauce-772,https://spoonacular.com/recipeImages/772-556x370.jpg,0,71.0,36.0,25.54,43.23,31.23,"lunch,main course,main dish,dinner","anchovy,bread,canned tomatoes,capers,cherry tomatoes,cinnamon,clam juice,crushed red pepper,dry white wine,fennel,flour,nutmeg,olive oil,olives,parmesan cheese,pine nuts,raisins,salt and pepper,steak",,718.38,34.17,12.17,55.53,9.64,106.41,960.54,45.43,14.37,62.94,460.3,7.71,0.71,158.47,0.6,93.56,1150.17,0.58,10.41,1.69,114.42,2.86,0.88,0.97,2.58,6.09,697.64,0.18,16.31,27.52,3.09,0.0
774,Spaghetti With Romano Peppers,1.8891999999999998,232,False,False,False,False,False,False,False,no,False,False,False,23,https://spoonacular.com/spaghetti-with-romano-peppers-774,https://spoonacular.com/recipeImages/774-556x370.jpg,0,67.0,28.0,15.97,33.08,50.95,"lunch,main course,main dish,dinner","anchovies,capers,flat leaf parsley,garlic cloves,lemon juice,olive oil,parmesan,red onion,romano,spaghetti",,655.33,24.04,7.49,83.31,5.7,24.36,750.31,26.12,2.5,72.45,438.45,2.12,0.21,421.29,0.14,36.84,381.34,0.37,2.51,1.06,78.69,0.4,0.71,0.29,2.33,4.53,298.78,0.16,19.66,11.85,0.0,0.0
775,Spaghetti With Clams & Gremolata,1.3603999999999998,169,False,False,False,True,False,False,False,no,False,False,False,40,https://spoonacular.com/spaghetti-with-clams-gremolata-775,https://spoonacular.com/recipeImages/775-556x370.jpg,0,64.0,25.0,14.56,31.45,53.99,"lunch,main course,main dish,dinner","anchovy,clams,fresh flat-leaf parsley,garlic cloves,lemon zest,olive oil,plum tomatoes,spaghetti",,451.3,15.7,2.25,60.64,3.0,12.45,235.85,16.35,1.94,60.27,235.33,2.03,0.08,51.48,0.1,23.77,299.7,0.28,1.42,0.83,53.68,4.24,0.46,0.2,2.55,3.25,542.12,0.0,43.91,12.18,0.0,0.0
776,Sicilian-style Fish Stew,5.3755999999999995,558,False,False,False,True,False,False,False,no,False,False,False,39,https://spoonacular.com/sicilian-style-fish-stew-776,https://spoonacular.com/recipeImages/776-556x370.jpg,0,68.0,30.0,30.06,37.1,32.84,"lunch,main course,main dish,dinner","anchovy,celery stalks,chilli flakes,couscous,fresh parsley,garlic cloves,lemon zest,olive oil,onion,plum tomatoes,vegetable stock,white fish fillet,white wine",,443.7,16.62,2.77,33.09,6.46,63.7,884.28,30.29,6.61,54.0,309.9,1.79,0.15,60.74,0.16,60.38,741.32,0.24,1.01,0.54,67.0,1.99,1.13,0.44,2.92,3.33,1146.98,3.88,49.65,18.69,6.44,0.0
778,Fig-Olive Tapenade,0.5041,77,False,False,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/fig-olive-tapenade-778,https://spoonacular.com/recipeImages/778-556x370.jpg,0,9.0,1.0,2.12,86.38,11.5,side dish,"anchovy,black olives,capers,coarse salt,extra virgin olive oil,figs,fresh rosemary,garlic clove,lemon juice,water,whole-grain mustard",,108.43,10.9,1.49,3.27,1.93,0.6,555.43,0.6,0.25,1.05,0.0,0.26,0.0,19.18,0.02,0.0,43.93,0.04,0.0,0.03,5.92,0.0,0.0,0.03,1.92,1.08,101.25,0.0,5.46,1.46,0.0,0.0
779,Stuffed Baby Bell Peppers,1.297,183,False,False,False,False,False,False,False,no,False,False,False,170,https://spoonacular.com/stuffed-baby-bell-peppers-779,https://spoonacular.com/recipeImages/779-556x370.jpg,0,52.0,17.0,18.68,43.32,38.0,side dish,"anchovy,baby bell peppers,bread crumbs,capers,eggs,fresh flat-leaf parsley,olive oil,olive oil,onion,parmigiano reggiano,skim milk ricotta,water",,179.34,8.4,1.92,16.57,5.87,60.66,245.4,8.15,1.71,8.24,98.28,1.35,0.2,131.6,0.16,62.31,255.19,0.07,0.7,0.22,21.17,0.21,0.59,0.31,2.3,2.59,2896.99,0.3,33.25,111.71,0.0,0.0
780,Insalata di Puntarelle,1.9156,233,False,False,True,True,False,False,False,no,False,False,True,45,https://spoonacular.com/insalata-di-puntarelle-780,https://spoonacular.com/recipeImages/780-556x370.jpg,0,58.0,19.0,6.12,73.72,20.16,side dish,"anchovy,belgian endive,celery stalks,coarse kosher salt,dijon mustard,garlic cloves,olive oil,red wine vinegar",,163.79,14.0,1.97,8.62,1.08,1.8,90.52,2.62,0.87,2.77,64.53,0.74,0.08,61.71,0.12,76.87,492.01,0.11,0.41,0.26,24.52,0.0,0.4,0.14,2.12,5.72,301.9,0.0,24.83,6.75,0.0,0.0
781,Avocado & Marinated Anchovy Bruschetta,2.1585,222,False,False,False,True,False,False,False,no,False,False,False,40,https://spoonacular.com/avocado-marinated-anchovy-bruschetta-781,https://spoonacular.com/recipeImages/781-556x370.jpg,0,55.0,17.0,3.19,90.05,6.76,side dish,"avocados,boquerones,bread,chives,dijon mustard,extra virgin olive oil,olive oil,pepper,salt,scallions,sea salt,shallots,sugar,vinegar","Mediterranean,Italian,Eastern European,European,Greek",678.2,69.6,9.81,11.75,1.77,8.5,829.44,5.55,3.98,7.06,89.97,1.68,0.19,51.64,0.1,95.01,593.23,0.24,1.0,0.25,40.7,0.09,1.53,0.3,9.99,7.31,345.4,0.0,83.06,13.36,0.0,0.0
782,Salmon Brochettes with Sliced Fennel Vinaigrette,5.7692,296,False,False,True,True,False,True,False,no,False,False,True,45,https://spoonacular.com/salmon-brochettes-with-sliced-fennel-vinaigrette-782,https://spoonacular.com/recipeImages/782-556x370.jpg,0,88.0,88.0,38.48,59.32,2.2,"lunch,main course,main dish,dinner","anchovy,capers,fennel bulb,fennel seeds,fresh thyme,garlic,grainy mustard,kosher salt,kosher salt,lemon juice,olive oil,olive oil,red pepper flakes,salmon fillet,shallots",,481.87,31.24,4.56,2.6,0.77,125.34,531.46,45.59,18.06,83.57,465.74,2.16,0.87,38.97,0.52,63.26,1183.44,0.59,1.53,0.09,70.77,7.22,3.83,1.89,2.46,0.6,124.91,0.0,10.45,5.59,0.0,0.0
783,Deviled Eggs,0.3319,31,True,False,True,True,False,False,False,no,True,False,True,186,https://spoonacular.com/deviled-eggs-783,https://spoonacular.com/recipeImages/783-556x370.jpg,0,13.0,1.0,16.91,81.42,1.67,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","cayenne pepper,coarse salt,hard-boiled eggs,mayonnaise",American,76.85,6.85,1.47,0.31,0.38,95.6,260.35,3.2,0.0,7.83,44.19,0.31,0.13,13.08,0.02,11.29,0.0,0.0,0.27,0.0,0.0,0.28,0.36,0.03,0.44,0.0,135.72,0.56,9.21,0.0,0.0,0.0
784,Salad Capricciosa,6.1438999999999995,1076,False,False,True,False,False,True,False,no,False,False,False,140,https://spoonacular.com/salad-capricciosa-784,https://spoonacular.com/recipeImages/784-556x370.jpg,0,77.0,59.0,19.79,35.01,45.2,salad,"artichokes,canned anchovy fillets,celery,dried bay leaves,dried thyme,dry white wine,fat-skimmed chicken broth,fennel,hard cooked eggs,leeks,salt,whipping cream,white wine vinegar",,566.14,20.71,9.24,60.14,10.09,251.35,2929.29,26.33,10.64,43.68,521.13,10.42,0.67,421.68,0.31,301.95,2214.28,0.84,2.79,1.87,209.0,1.31,2.61,0.88,3.73,17.81,4111.61,1.79,117.52,65.98,6.18,0.0
786,Red Pepper & Caper Bruschetta,4.3908,497,False,False,False,True,False,False,False,no,False,False,False,14,https://spoonacular.com/red-pepper-caper-bruschetta-786,https://spoonacular.com/recipeImages/786-556x370.jpg,0,74.0,29.0,12.57,20.57,66.86,"lunch,main course,main dish,dinner","anchovies,basil,capers,ciabatta,garlic cloves,olive oil,red peppers","Mediterranean,Italian,Eastern European,European,Greek",725.4,16.6,2.97,121.39,10.07,2.4,1355.26,22.82,3.0,2.24,76.53,1.55,0.23,38.63,0.14,114.63,544.91,0.11,0.76,0.37,36.35,0.0,0.81,0.74,5.9,7.88,7676.92,0.0,38.85,305.95,0.0,0.0
