Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Orders,Unit Cost,Total Cost (Current),Average Age
Finnair,Finnair,Saab 340,,,3,3,,$8,$0,
Flybe,Flybe,ATR 42/72,9,,,9,2,$22,$199,6.6
Flybe,Flybe,Boeing 737,,,4,4,,$74,$0,
Flybe,Flybe,British Aerospace BAe 146/Avro RJ,,,24,24,,$14,$0,
Flybe,Flybe,Canadair CRJ-100 Series,,,4,4,,$32,$0,
Flybe,Flybe,De Havilland Canada DHC-6 Twin Otter,1,,,1,,$7,$7,36.9
Flybe,Flybe,De Havilland Canada DHC-8 Dash 8,55,4,32,91,4,$31,"$1,722",9.6
Flybe,Flybe,Dornier Do-328,2,,1,3,,$8,$16,20
Flybe,Flybe,Embraer ERJ-145,,,28,28,,$20,$0,
Flybe,Flybe,Embraer ERJ-170,11,,,11,4,$39,$426,4.7
Flybe,Flybe,Embraer ERJ-190,9,,5,14,,$46,$416,8.8
Flybe,Flybe,Saab 2000,3,,,3,,$12,$36,22.4
Flybe,Flybe,Saab 340,12,,2,14,,$8,$96,26.2
FlyDubai,FlyDubai,Boeing 737,56,1,3,60,78,$74,"$4,143",3.8
Frontier Airlines,Frontier Airlines,Airbus A318,,,11,11,,$66,$0,
Frontier Airlines,Frontier Airlines,Airbus A319,23,,30,53,18,$90,"$2,061",11.9
Frontier Airlines,Frontier Airlines,Airbus A320,28,7,1,36,59,$98,"$2,744",5.7
Frontier Airlines,Frontier Airlines,Airbus A321,13,2,,15,6,$115,"$1,494",0.7
Frontier Airlines,Frontier Airlines,Boeing 737,,,42,42,,$74,$0,
Frontier Airlines,Frontier Airlines,De Havilland Canada DHC-8 Dash 8,,,11,11,,$7,$0,
Garuda Indonesia,Garuda Indonesia,Airbus A300,,,22,22,,$75,$0,
Garuda Indonesia,Citilink,Airbus A320,41,5,,46,44,$98,"$4,018",4.6
Garuda Indonesia,Garuda Indonesia,Airbus A330,24,,30,54,14,$240,"$5,760",7.1
Garuda Indonesia,Garuda Indonesia,Airbus A340,,,3,3,,$216,$0,
Garuda Indonesia,Garuda Indonesia,ATR 42/72,15,,,15,15,$22,$332,1.9
Garuda Indonesia,Garuda Indonesia,Boeing 737,74,,75,149,50,$74,"$5,475",5.3
Garuda Indonesia,Citilink,Boeing 737,4,,14,18,,$74,$296,19.1
Garuda Indonesia,Garuda Indonesia,Boeing 747,2,,61,63,,$316,$632,22.8
Garuda Indonesia,Garuda Indonesia,Boeing 767,,,19,19,,$187,$0,
Garuda Indonesia,Garuda Indonesia,Boeing 777,10,,4,14,,$295,"$2,946",2.3
Garuda Indonesia,Garuda Indonesia,Canadair CRJ-1000,18,,,18,,$49,$882,3.2
Garuda Indonesia,Garuda Indonesia,Lockheed L-1011 TriStar,,,1,1,,$190,$0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-10,,,25,25,,$145,$0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-8,,,11,11,,$6,$0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-9,,,25,25,,$45,$0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas MD-11,,,18,18,,$175,$0,
Gol Linhas Aéreas,Gol Linhas Aéreas,Boeing 737,124,,67,191,134,$74,"$9,174",8.1
Grupo Aeromexico,Aeromexico Express,ATR 42/72,2,,,2,,$22,$44,3.5
Grupo Aeromexico,Aeromexico,Boeing 737,53,,21,74,82,$74,"$3,921",8.2
Grupo Aeromexico,Aeromexico,Boeing 757,,,11,11,,$73,$0,
Grupo Aeromexico,Aeromexico,Boeing 767,,,16,16,,$187,$0,
Grupo Aeromexico,Aeromexico,Boeing 777,4,,,4,,$295,"$1,178",12.9
Grupo Aeromexico,Aeromexico,Boeing 787 Dreamliner,12,2,,14,3,$265,"$3,181",1.9
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-145,19,,21,40,,$20,$372,15
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-170,14,,2,16,2,$39,$542,11.5
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-190,36,,,36,1,$46,"$1,663",6.3
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-10,,,6,6,,$145,$0,
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-8,,,13,13,,$6,$0,
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-9,,,34,34,,$45,$0,
Grupo Aeromexico,Aeromexico,McDonnell Douglas MD-80,,,53,53,,$45,$0,
Gulf Air,Gulf Air,Airbus A319,,,2,2,,$90,$0,
Gulf Air,Gulf Air,Airbus A320,16,,18,34,12,$98,"$1,568",6.2
Gulf Air,Gulf Air,Airbus A321,6,,2,8,17,$115,$689,4.4
Gulf Air,Gulf Air,Airbus A330,6,,6,12,,$240,"$1,440",17.2
Gulf Air,Gulf Air,Airbus A340,,,10,10,,$216,$0,
Gulf Air,Gulf Air,Boeing 737,,,14,14,,$74,$0,
Gulf Air,Gulf Air,Boeing 747,,,2,2,,$316,$0,
Gulf Air,Gulf Air,Boeing 757,,,1,1,,$73,$0,
Gulf Air,Gulf Air,Boeing 767,,,22,22,,$187,$0,
Gulf Air,Gulf Air,Boeing 777,,,4,4,,$295,$0,
Gulf Air,Gulf Air,Boeing 787,,,,,16,$265,$0,
Gulf Air,Gulf Air,Bombardier CS100,,,,,10,$72,$0,
Gulf Air,Gulf Air,Embraer ERJ-170,,,2,2,,$39,$0,
Gulf Air,Gulf Air,Embraer ERJ-190,,,2,2,,$46,$0,
Hainan Airlines,Lucky Air (86.68%),Airbus A319,3,,,3,,$90,$269,11
Hainan Airlines,Capital Airlines (70%),Airbus A319,19,,10,29,,$90,"$1,702",8.6
Hainan Airlines,Hainan Airlines,Airbus A319,,,6,6,,$90,$0,
Hainan Airlines,Lucky Air (86.68%),Airbus A320,7,1,,8,,$98,$686,4
Hainan Airlines,Capital Airlines (70%),Airbus A320,34,,,34,,$98,"$3,332",3.8
Hainan Airlines,Capital Airlines (70%),Airbus A321,11,,,11,,$115,"$1,264",0.8
Hainan Airlines,Hainan Airlines,Airbus A330,22,,6,28,1,$240,"$5,280",4.2
Hainan Airlines,Capital Airlines (70%),Airbus A330,4,4,,8,3,$240,$960,7.5
Hainan Airlines,Hainan Airlines,Airbus A340,,,3,3,,$216,$0,
Hainan Airlines,Hainan Airlines,Boeing 737,126,2,45,173,4,$74,"$9,321",5.5
Hainan Airlines,China Xinhua Airlines (100%),Boeing 737,5,,12,17,,$74,$370,12.1
Hainan Airlines,Lucky Air (86.68%),Boeing 737,26,2,6,34,,$74,"$1,923",5.3
Hainan Airlines,Urumqi Airlines (70%),Boeing 737,9,,,9,,$74,$666,5.6
Hainan Airlines,Chang An Airlines (67.01%),Boeing 737-800,3,,,,,$96,$288,
Hainan Airlines,Hainan Airlines,Boeing 767,3,,2,5,,$187,$561,14.1
Hainan Airlines,Hainan Airlines,Boeing 787 Dreamliner,18,3,,21,8,$265,"$4,772",1.8
Hainan Airlines,Hainan Airlines,COMAC C919,,,,,20,$68,$0,
Hainan Airlines,Hainan Airlines,Dornier Do-328,,,27,27,,$8,$0,
Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G-V Gulfstream,1,,,1,,,$0,
Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G500/G550,2,,,2,,,$0,
Hainan Airlines,Capital Airlines (70%),Hawker Beechcraft Hawker 4000,1,,,1,,,$0,
Hawaiian Airlines,Hawaiian Airlines,Airbus A321,,,,,18,$115,$0,
Hawaiian Airlines,Hawaiian Airlines,Airbus A330,23,,,23,7,$240,"$5,520",3.7
Hawaiian Airlines,Hawaiian Airlines,ATR 42/72,3,,,,,$22,$66,
Hawaiian Airlines,Hawaiian Airlines,Boeing 717,18,2,1,21,2,$37,$666,15.3
Hawaiian Airlines,Hawaiian Airlines,Boeing 767,8,,10,18,,$187,"$1,495",17.8
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-10,,,25,25,,$145,$0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-8,,,11,11,,$6,$0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-9,,,38,38,,$45,$0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas MD-80,,,6,6,,$45,$0,
IAG,British Airways,Aérospatiale/BAC Concorde,,,7,7,,$29,$0,
IAG,Iberia,Airbus A300,,,9,9,,$75,$0,
IAG,British Airways,Airbus A318,2,,,2,,$66,$133,7.3
IAG,British Airways,Airbus A319,44,,,44,,$90,"$3,942",15
IAG,Iberia,Airbus A319,16,,11,27,,$90,"$1,434",11.4
IAG,Vueling,Airbus A319,5,,5,10,3,$90,$448,9.6
IAG,Aer Lingus,Airbus A319,,,4,4,,$90,$0,
IAG,British Airways,Airbus A320,67,,11,78,25,$98,"$6,566",10.5
IAG,Iberia,Airbus A320,14,1,60,75,24,$98,"$1,372",10
IAG,Iberia Express,Airbus A320,18,,12,30,,$98,"$1,764",13
IAG,Aer Lingus,Airbus A320,34,,6,40,,$98,"$3,332",10.9
IAG,Vueling,Airbus A320,93,1,40,134,32,$98,"$9,114",7.2
IAG,British Airways,Airbus A321,18,,,18,10,$115,"$2,068",11.2
IAG,Iberia,Airbus A321,14,,5,19,3,$115,"$1,609",13.3
IAG,Iberia Express,Airbus A321,3,,,3,1,$115,$345,11.7
IAG,Aer Lingus,Airbus A321,3,,3,6,,$115,$345,17.6
IAG,Vueling,Airbus A321,10,1,,11,,$115,"$1,149",1
IAG,Iberia,Airbus A330,17,3,,20,3,$240,"$4,080",1.9
IAG,Aer Lingus,Airbus A330,10,,5,15,2,$240,"$2,400",9.2
IAG,Iberia,Airbus A340,17,,22,39,,$216,"$3,664",10.7
IAG,British Airways,Airbus A350,,,,,18,$312,$0,
IAG,Iberia,Airbus A350,,,,,16,$312,$0,
IAG,Aer Lingus,Airbus A350 XWB,,1,,1,9,$312,$0,
IAG,British Airways,Airbus A380,12,,,12,,$433,"$5,191",2.7
IAG,Air Nostrum/Iberia Regional,ATR 42/72,5,,14,19,,$22,$111,4.5
IAG,Aer Lingus Regional,ATR 42/72,11,,12,23,,$22,$243,4.8
IAG,British Airways,Boeing 737,,,123,123,,$74,$0,
IAG,Iberia,Boeing 737,,,10,10,,$74,$0,
IAG,Aer Lingus,Boeing 737,,,38,38,,$74,$0,
IAG,Iberia,Boeing 747,,,21,21,,$316,$0,
IAG,British Airways,Boeing 747,37,,64,101,,$316,"$11,685",20.4
IAG,Aer Lingus,Boeing 747,,,4,4,,$316,$0,
IAG,British Airways,Boeing 757,,,56,56,,$73,$0,
IAG,Iberia,Boeing 757,,,30,30,,$73,$0,
IAG,OpenSkies,Boeing 757,3,,1,4,,$73,$218,24.5
IAG,Aer Lingus,Boeing 757,4,,,4,,$73,$290,20.1
IAG,Iberia,Boeing 767,,,2,2,,$187,$0,
IAG,British Airways,Boeing 767,7,,24,31,,$187,"$1,308",21.9
IAG,OpenSkies,Boeing 767,1,,,1,,$187,$187,26.1
IAG,Aer Lingus,Boeing 767,,,3,3,,$187,$0,
IAG,British Airways,Boeing 777,58,,3,61,,$295,"$17,084",14.4
IAG,British Airways,Boeing 787 Dreamliner,23,1,,24,20,$265,"$6,097",1.6
IAG,British Airways,British Aerospace BAe 146/Avro RJ,,,4,4,,$14,$0,
IAG,BA CityFlyer,British Aerospace BAe 146/Avro RJ,,,12,12,,$14,$0,
IAG,Air Nostrum/Iberia Regional,British Aerospace BAe 146/Avro RJ,,,3,3,,$14,$0,
IAG,Aer Lingus,British Aerospace BAe 146/Avro RJ,,,12,12,,$14,$0,
IAG,British Airways,British Aerospace BAe ATP,,,16,16,,$14,$0,
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-100 Series,11,,26,37,,$32,$350,15.9
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-1000,16,2,,18,21,$49,$784,3.7
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-900,13,,,13,,$46,$598,10.3
IAG,British Airways,De Havilland Canada DHC-6 Twin Otter,,,1,1,,$7,$0,
IAG,British Airways,De Havilland Canada DHC-8 Dash 8,,,2,2,,$7,$0,
IAG,Air Nostrum/Iberia Regional,De Havilland Canada DHC-8 Dash 8,,,19,19,,$7,$0,
IAG,BA CityFlyer,Embraer ERJ-170,6,,,6,,$39,$232,7.1
IAG,BA CityFlyer,Embraer ERJ-190,14,,,14,,$46,$647,5.8
IAG,Air Nostrum/Iberia Regional,Fokker F50 / F60,,,37,37,,$18,$0,
IAG,Aer Lingus,Fokker F50 / F60,,,8,8,,$18,$0,
IAG,British Airways,Fokker F70 / F100,,,6,6,,$20,$0,
IAG,British Airways,Lockheed L-1011 TriStar,,,6,6,,$190,$0,
IAG,British Airways,McDonnell Douglas DC-10,,,8,8,,$145,$0,
IAG,Iberia,McDonnell Douglas DC-10,,,13,13,,$145,$0,
IAG,Iberia,McDonnell Douglas DC-8,,,17,17,,$6,$0,
IAG,Aer Lingus,McDonnell Douglas DC-8,,,2,2,,$6,$0,
IAG,Iberia,McDonnell Douglas DC-9,,,50,50,,$45,$0,
IAG,Aer Lingus,McDonnell Douglas MD-11,,,1,1,,$175,$0,
IAG,Iberia,McDonnell Douglas MD-80,,,39,39,,$45,$0,
IAG,BA CityFlyer,Saab 2000,2,,1,3,,$12,$24,22.1
IAG,British Airways,Saab 340,,,11,11,,$8,$0,
Iceland Air Group,Iceland Air Group,Boeing 737,,,8,8,16,$74,$0,
Iceland Air Group,Iceland Air Group,Boeing 747,,,1,1,,$316,$0,
Iceland Air Group,Iceland Air Group,Boeing 757,28,,13,41,,$73,"$2,030",21.5
Iceland Air Group,Iceland Air Group,Boeing 767,4,,5,9,,$187,$748,18
Iceland Air Group,Iceland Air Group,Boeing 787,,,,,1,$265,$0,
Iceland Air Group,Iceland Air Group,McDonnell Douglas DC-8,,,17,17,,$6,$0,
IndiGo,IndiGo,Airbus A320,124,10,16,150,400,$98,"$12,152",5.2
IndiGo,IndiGo,Airbus A321,,,,,20,$115,$0,
Interjet,Interjet,Airbus A320,45,1,4,50,40,$98,"$4,410",8.5
Interjet,Interjet,Airbus A321,3,,,3,10,$115,$345,0.2
Interjet,Interjet,Sukhoi Superjet 100,22,3,,25,8,$28,$605,2.8
Japan Airlines,Japan Airlines,Airbus A300,,,22,22,,$75,$0,
Japan Airlines,Japan Airlines,Airbus A350,,,,,31,$312,$0,
Japan Airlines,Japan Air Commuter (60% owned),ATR 42-600,,,,,8,$20,$0,
Japan Airlines,Japan Airlines,Boeing 737,50,,7,57,,$74,"$3,699",6.9
Japan Airlines,Japan Transocean Air (72.8%),Boeing 737,13,1,22,36,10,$74,$962,16.6
Japan Airlines,Japan Airlines,Boeing 747,,,114,114,,$316,$0,
Japan Airlines,Japan Transocean Air (72.8%),Boeing 767,,,2,2,,$187,$0,
Japan Airlines,Japan Airlines,Boeing 767,39,,21,60,,$187,"$7,289",11.5
Japan Airlines,Japan Airlines,Boeing 777,40,,6,46,,$295,"$11,782",13.4
Japan Airlines,Japan Airlines,Boeing 787 Dreamliner,31,6,,37,14,$265,"$8,218",2.6
Japan Airlines,J-Air,Canadair CRJ-200 Series,8,,2,9,,$32,$255,12.9
Japan Airlines,Japan Air Commuter (60% owned),De Havilland Canada DHC-8 Dash 8,10,,2,11,,$31,$313,12
Japan Airlines,J-Air,Embraer ERJ-170,17,,,17,3,$39,$658,5.3
Japan Airlines,J-Air,Embraer ERJ-190,3,1,,5,17,$46,$139,0.4
Japan Airlines,Japan Airlines,McDonnell Douglas DC-10,,,20,20,,$145,$0,
Japan Airlines,Japan Airlines,McDonnell Douglas DC-8,,,58,58,,$6,$0,
Japan Airlines,Japan Airlines,McDonnell Douglas MD-11,,,10,10,,$175,$0,
Japan Airlines,Japan Airlines,McDonnell Douglas MD-80,,,19,19,,$45,$0,
Japan Airlines,Japan Airlines,McDonnell Douglas MD-90,,,16,16,,$45,$0,
Japan Airlines,Japan Airlines,Mitsubishi MRJ90,,,,,35,$47,$0,
Japan Airlines,J-Air,Mitsubishi MRJ90,,,,,35,$47,$0,
Japan Airlines,Japan Air Commuter (60% owned),Saab 340,9,,2,11,,$8,$72,21.3
Japan Airlines,Hokkaido Air System (57.3%),Saab 340,3,,,3,2,$8,$24,18.3
Jazz Airlines,Jazz Airlines,Bombardier Q400 Nextgen,39,,8,8,10,$31,"$1,221",
Jazz Airlines,Jazz Airlines,Canadair CRJ-200,14,,44,58,,$32,$446,13.4
Jazz Airlines,Jazz Airlines,Canadair CRJ-705,16,5,,21,,$41,$656,11.4
Jazz Airlines,Jazz Airlines,Canadair CRJ-900,,,,,5,$46,$0,
Jazz Airlines,Jazz Airlines,De Havilland Canada DHC-8 Dash 8,47,,22,108,,$31,"$1,471",16.6
Jet Airways,Jet Airways,Airbus A320,,,1,1,,$98,$0,
Jet Airways,Jet Airways,Airbus A330,11,,5,16,,$240,"$2,640",7
Jet Airways,Jet Airways,Airbus A340,,,3,3,,$216,$0,
Jet Airways,Jet Airways,ATR 42/72,13,,8,21,,$22,$287,7.4
Jet Airways,Jet Airways,Boeing 737,70,,53,123,75,$74,"$5,179",7.4
Jet Airways,Jet Airways,Boeing 777,9,,1,10,,$295,"$2,651",9.3
Jet Airways,Jet Airways,Boeing 787,,,,,10,$265,$0,
Jet2,Jet2,Airbus A320,,,2,2,,$98,$0,
Jet2,Jet2,Airbus A321,,,1,1,,$115,$0,
Jet2,Jet2,Boeing 737,50,4,17,71,25,$74,"$3,699",18.8
Jet2,Jet2,Boeing 757,11,,5,16,,$73,$798,26.8
Jet2,Jet2,British Aerospace BAe 146/Avro RJ,,,1,1,,$14,$0,
JetBlue,JetBlue Airways,Airbus A320,130,,12,142,25,$98,"$12,740",11.3
JetBlue,JetBlue Airways,Airbus A321,35,4,,39,87,$115,"$4,022",1.6
JetBlue,JetBlue Airways,Embraer ERJ-190,60,,4,64,24,$46,"$2,772",8.2
Juneyao Airlines,Juneyao Airlines,Airbus A319,,,2,2,,$90,$0,
Juneyao Airlines,Juneyao Airlines,Airbus A320,41,,,41,,$98,"$4,018",5.2
Juneyao Airlines,Juneyao Airlines,Airbus A321,18,2,,20,1,$115,"$2,068",1.4
Kenya Airways,Kenya Airways,Airbus A310,,,6,6,,$75,$0,
Kenya Airways,Kenya Airways,Boeing 737,12,,16,28,,$74,$888,8.1
Kenya Airways,Jambojet Limited,Boeing 737,2,,1,3,,$74,$148,19.7
Kenya Airways,Kenya Airways,Boeing 757,,,1,1,,$73,$0,
Kenya Airways,Kenya Airways,Boeing 767,,,12,12,,$187,$0,
Kenya Airways,Kenya Airways,Boeing 777,,,7,7,,$295,$0,
Kenya Airways,Kenya Airways,Boeing 787 Dreamliner,7,,2,9,,$265,"$1,856",2.4
Kenya Airways,Jambojet Limited,De Havilland Canada DHC-8 Dash 8,1,,,1,,$31,$31,14.8
Kenya Airways,Kenya Airways,Embraer ERJ-170,,,5,5,,$39,$0,
Kenya Airways,Kenya Airways,Embraer ERJ-190,15,,,15,,$46,$693,4.4
Kenya Airways,Kenya Airways,Fokker F50 / F60,,,3,3,,$18,$0,
Kenya Airways,Kenya Airways,McDonnell Douglas DC-8,,,2,2,,$6,$0,
Kenya Airways,Kenya Airways,McDonnell Douglas DC-9,,,2,2,,$45,$0,
Korean Air,Korean Air,Airbus A300,,,40,40,,$75,$0,
Korean Air,Korean Air,Airbus A321neo,,,,,30,$126,$0,
Korean Air,Korean Air,Airbus A330,29,,1,30,11,$240,"$6,960",12
Korean Air,Korean Air,Airbus A380,10,,,10,,$433,"$4,326",4.7
Korean Air,Korean Air,Boeing 727,,,1,1,,$4,$0,
Korean Air,Korean Air,Boeing 737,40,,11,51,51,$74,"$2,959",9.6
Korean Air,Jin Air,Boeing 737,18,,,18,,$74,"$1,332",11.2
Korean Air,Korean Air,Boeing 747,34,4,50,88,7,$316,"$10,737",10.8
Korean Air,Korean Air,Boeing 777,48,1,4,53,14,$295,"$14,138",7.5
Korean Air,Jin Air,Boeing 777,4,,,4,,$295,"$1,178",10.7
Korean Air,Korean Air,Boeing 787 Dreamliner,,3,,3,10,$265,$0,
Korean Air,Korean Air,Bombardier BD-500 CSeries,,1,,1,,$82,$0,
Korean Air,Korean Air,Bombardier CS300,,,,,10,$72,$0,
Korean Air,Korean Air,Eurocopter EC135,5,,,5,,,$0,5.9
Korean Air,Korean Air,Fokker F70 / F100,,,12,12,,$20,$0,
Korean Air,Korean Air,McDonnell Douglas DC-10,,,6,6,,$145,$0,
Korean Air,Korean Air,McDonnell Douglas DC-8,,,6,6,,$6,$0,
Korean Air,Korean Air,McDonnell Douglas DC-9,,,2,2,,$45,$0,
Korean Air,Korean Air,McDonnell Douglas MD-11,,,5,5,,$175,$0,
Korean Air,Korean Air,McDonnell Douglas MD-80,,,16,16,,$45,$0,
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A319,23,,2,25,,$90,"$2,061",9.1
LATAM Airlines Chile,LATAM Airlines Chile,Airbus A319,17,,,17,,$90,"$1,523",9.7
LATAM Airlines Chile,LATAM Airlines Ecuador,Airbus A319,6,,,6,,$90,$538,7
LATAM Airlines Chile,LATAM Airlines Peru,Airbus A319,8,,,2,,$90,$717,11.2
LATAM Airlines Chile,LATAM Airlines Argentina,Airbus A320,14,,,14,,$98,"$1,372",14.6
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A320,73,1,7,81,33,$98,"$7,154",10
LATAM Airlines Chile,LATAM Airlines Chile,Airbus A320,56,,3,59,20,$98,"$5,488",4.8
LATAM Airlines Chile,LATAM Airlines Peru,Airbus A320-200,14,,,,,$98,"$1,372",
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A321,31,,,31,20,$115,"$3,562",3.4
LATAM Airlines Chile,LATAM Airlines Chile,Airbus A321,16,,,16,1,$115,"$1,838",1
LATAM Airlines Chile,LATAM Airlines Brazil,Airbus A350 XWB,6,2,,8,24,$312,"$1,872",0.5
LATAM Airlines Chile,LATAM Airlines Argentina,Boeing 767,3,,,3,,$187,$561,10.3
LATAM Airlines Chile,LATAM Airlines Brazil,Boeing 767,14,,,14,6,$187,"$2,617",6.2
LATAM Airlines Chile,LATAM Airlines Chile,Boeing 767,20,,2,22,,$187,"$3,738",9.8
LATAM Airlines Chile,LATAM Airlines Ecuador,Boeing 767,3,,,,,$187,$561,
LATAM Airlines Chile,LATAM Cargo Brazil,Boeing 767,3,,,3,,$187,$561,12.6
LATAM Airlines Chile,LATAM Cargo Chile,Boeing 767,3,,,3,,$187,$561,12.3
LATAM Airlines Chile,LATAM Airlines Brazil,Boeing 777,10,,,10,,$295,"$2,946",5.7
LATAM Airlines Chile,LATAM Cargo Chile,Boeing 777,2,,,2,,$295,$589,7.6
LATAM Airlines Chile,LATAM Airlines Peru,Boeing 787,3,,,,,$265,$795,
LATAM Airlines Chile,LATAM Airlines Chile,Boeing 787 Dreamliner,22,1,,23,10,$265,"$5,832",2
Lion Air,Lion Air,Airbus A310,,,1,1,,$75,$0,
Lion Air,Batik Air,Airbus A320,27,1,,28,,$98,"$2,646",1.1
Lion Air,Lion Air,Airbus A320,,,,,221,$98,$0,
Lion Air,Lion Air,Airbus A330,3,,,3,,$240,$720,1.1
Lion Air,Malindo Air,Airbus A330,,,,,1,$240,$0,
Lion Air,Malindo Air,ATR 42/72,16,,,16,,$22,$354,2.1
Lion Air,Wings Air,ATR 42/72,51,3,,54,10,$22,"$1,127",3.6
Lion Air,Thai Lion Air,ATR 42/72,,,1,1,,$22,$0,
Lion Air,Lion Air,Boeing 737,108,4,19,131,204,$74,"$7,990",5.3
Lion Air,Batik Air,Boeing 737,14,,6,20,,$74,"$1,036",2.6
Lion Air,Malindo Air,Boeing 737,25,1,1,27,,$74,"$1,850",2
Lion Air,Thai Lion Air,Boeing 737,24,,,24,8,$74,"$1,776",1.6
Lion Air,Lion Air,Boeing 747,2,,,2,,$316,$632,27.3
Lion Air,Wings Air,De Havilland Canada DHC-8 Dash 8,,,3,3,,$7,$0,
Lion Air,Lion Air,McDonnell Douglas MD-80,,,20,20,,$45,$0,
Lion Air,Wings Air,McDonnell Douglas MD-80,,,16,16,,$45,$0,
Lion Air,Lion Air,McDonnell Douglas MD-90,,,5,5,,$45,$0,
LOT Polish Airlines,LOT Polish Airlines,ATR 42/72,,,8,8,,$22,$0,
LOT Polish Airlines,LOT Polish Airlines,Boeing 737,3,,23,26,10,$74,$222,19.9
LOT Polish Airlines,LOT Polish Airlines,Boeing 767,,,10,10,,$187,$0,
LOT Polish Airlines,LOT Polish Airlines,Boeing 787 Dreamliner,6,1,,7,2,$265,"$1,591",3.6
LOT Polish Airlines,LOT Polish Airlines,De Havilland Canada DHC-8 Dash 8,10,,,10,,$31,$313,4.3
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-145,,,14,14,,$20,$0,
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-170,18,,6,24,,$39,$697,9.8
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-190,6,,,6,,$46,$277,5
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-10,,,3,3,,$145,$0,
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-8,,,1,1,,$6,$0,
LOT Polish Airlines,LOT Polish Airlines,Tupolev Tu-154,,,1,1,,$16,$0,
Lufthansa,Lufthansa,Airbus A300,,,26,26,,$75,$0,
Lufthansa,Lufthansa,Airbus A310,,,25,25,,$75,$0,
Lufthansa,Austrian Airlines,Airbus A310,,,4,4,,$75,$0,
Lufthansa,Lufthansa,Airbus A319,30,,5,35,,$90,"$2,688",14.9
Lufthansa,Austrian Airlines,Airbus A319,7,,,7,,$90,$627,12
Lufthansa,Brussels Airlines,Airbus A319,21,1,1,23,2,$90,"$1,882",12.6
Lufthansa,Germanwings,Airbus A319,43,,7,50,,$90,"$3,853",10.8
Lufthansa,Swiss International Airlines,Airbus A319,5,,3,8,,$90,$448,20
Lufthansa,Brussels Airlines,Airbus A319,21,1,1,23,2,$90,"$1,882",12.6
Lufthansa,Eurowings,Airbus A319,,,5,5,6,$90,$0,
Lufthansa,Lufthansa,Airbus A320,66,1,26,93,77,$98,"$6,468",9.3
Lufthansa,Austrian Airlines,Airbus A320,18,,,18,,$98,"$1,764",14.8
Lufthansa,Brussels Airlines,Airbus A320,9,,,9,1,$98,$882,13.1
Lufthansa,Eurowings,Airbus A320,21,4,4,29,33,$98,"$2,058",1.3
Lufthansa,Eurowings Europe,Airbus A320,3,,,3,,$98,$294,0.7
Lufthansa,Germanwings,Airbus A320,16,,10,26,,$98,"$1,568",25.4
Lufthansa,Swiss International Airlines,Airbus A320,22,,4,26,,$98,"$2,156",16.6
Lufthansa,Edelweiss Air,Airbus A320,6,,,6,,$98,$588,15.7
Lufthansa,Brussels Airlines,Airbus A320,9,,,9,1,$98,$882,13.1
Lufthansa,Lufthansa,Airbus A321,64,,,64,40,$115,"$7,354",12
Lufthansa,Austrian Airlines,Airbus A321,6,,,6,,$115,$689,19.1
Lufthansa,Swiss International Airlines,Airbus A321,9,,4,13,,$115,"$1,034",14.5
Lufthansa,Austrian Airlines,Airbus A330,,,4,4,,$115,$0,
Lufthansa,Lufthansa,Airbus A330,19,,5,24,,$240,"$4,560",9.6
Lufthansa,Brussels Airlines,Airbus A330,9,1,,10,1,$240,"$2,160",19.3
Lufthansa,Eurowings,Airbus A330,6,1,,7,1,$240,"$1,440",12.7
Lufthansa,Swiss International Airlines,Airbus A330,14,,15,29,,$240,"$3,360",6.2
Lufthansa,Edelweiss Air,Airbus A330,2,,2,4,,$240,$480,3.4
Lufthansa,Brussels Airlines,Airbus A330,9,1,,10,1,$240,"$2,160",19.3
