model,year,price,transmission,mileage,fuelType,mpg,engineSize
Polo,2016.0,9495,Manual,32179,Petrol,58.9,1.0
Golf,2016.0,15495,Manual,48440,Diesel,67.3,2.0
Polo,2020.0,15990,Manual,504,,48.7,1.0
Golf,2019.0,20995,Semi-Auto,3852,Petrol,43.5,1.5
Tiguan,2019.0,23995,Semi-Auto,7391,Diesel,46.3,2.0
Up,2019.0,8995,Manual,3412,Petrol,54.3,1.0
Golf,2019.0,24995,Semi-Auto,2312,Diesel,49.6,2.0
Passat,2016.0,11782,Manual,26328,Diesel,68.9,2.0
Golf,2018.0,15940,Semi-Auto,13388,Diesel,72.4,1.6
Polo,2017.0,9290,Manual,32950,Petrol,60.1,1.0
Polo,2019.0,15980,,2983,Petrol,52.3,1.0
Polo,2016.0,10430,Manual,18505,Petrol,60.1,1.2
Shuttle,2019.0,34950,Semi-Auto,10000,Diesel,32.8,2.0
Golf,2016.0,15990,Manual,32460,Diesel,67.3,2.0
Golf,,21498,Semi-Auto,10044,Petrol,44.1,2.0
Tiguan,2017.0,15998,Semi-Auto,36110,Diesel,49.6,2.0
Polo,2016.0,10495,,23000,Petrol,60.1,1.0
Golf,2019.0,19200,Semi-Auto,100,Petrol,43.5,1.5
Polo,2017.0,8298,Manual,23252,Petrol,60.1,1.0
Polo,2019.0,19490,Semi-Auto,4999,Petrol,47.9,2.0
Golf,2015.0,11299,Manual,24959,Petrol,53.3,1.4
Polo,2018.0,12750,Manual,11333,Petrol,64.2,1.0
Golf,2016.0,16990,Semi-Auto,36664,Diesel,62.8,2.0
Golf,2017.0,19990,Automatic,22769,Hybrid,166.2,1.4
Golf,2019.0,19990,Semi-Auto,2000,Petrol,44.8,1.5
T-Roc,2019.0,22471,Manual,5794,Diesel,50.4,2.0
Up,2017.0,7495,Manual,14964,Petrol,64.2,1.0
Tiguan,2019.0,24999,Manual,1501,,47.9,2.0
Polo,2015.0,7490,Manual,40459,Petrol,60.1,1.0
Polo,2017.0,8500,Manual,30000,Petrol,60.1,1.0
Golf,2016.0,10900,Automatic,21462,Diesel,70.6,1.6
Polo,2016.0,9289,Manual,30996,Petrol,58.9,1.0
Sharan,2019.0,22880,Automatic,13656,Diesel,41.5,2.0
Polo,2019.0,14290,Manual,4325,Petrol,52.3,1.0
Up,2020.0,10950,Manual,1000,Petrol,54.3,1.0
Up,2014.0,4650,Manual,35950,Petrol,62.8,1.0
T-Roc,2019.0,33995,Semi-Auto,4251,Petrol,32.5,2.0
Passat,2015.0,13600,Automatic,26944,Diesel,62.8,2.0
Golf,2019.0,19086,Semi-Auto,2303,Diesel,52.3,1.6
Tiguan,2015.0,13395,Manual,62370,Diesel,53.3,2.0
T-Roc,2018.0,17551,Manual,13431,Petrol,55.4,1.0
Tiguan,2019.0,27900,Semi-Auto,9318,Diesel,45.6,2.0
Golf,2017.0,13990,Manual,22298,Diesel,67.3,2.0
Golf,2015.0,9990,Manual,32665,Diesel,68.9,1.6
Golf,2016.0,11600,Automatic,18673,Diesel,62.8,2.0
Caddy Maxi Life,2019.0,18999,Semi-Auto,13349,Diesel,46.3,2.0
Golf,2010.0,4990,Manual,93000,Diesel,58.9,1.6
Golf,2019.0,17298,Manual,5784,Petrol,47.1,1.5
Passat,2019.0,23999,Semi-Auto,4249,Diesel,49.6,1.6
Golf,2020.0,20990,Manual,5000,Diesel,57.7,1.6
Passat,2015.0,10500,Manual,36117,Diesel,68.9,2.0
Caddy Maxi Life,2019.0,18490,Semi-Auto,13857,Diesel,54.3,2.0
Tiguan,2019.0,28790,Manual,8787,Diesel,42.8,2.0
Passat,2017.0,20990,Semi-Auto,18707,Diesel,57.6,2.0
Golf,2017.0,13291,Manual,23915,Petrol,58.9,1.0
Polo,2016.0,10610,Semi-Auto,18776,Petrol,60.1,1.2
Polo,,14690,Manual,979,Petrol,48.7,1.0
Golf SV,2019.0,19490,Manual,6558,Diesel,53.3,1.6
Golf SV,2017.0,13701,Semi-Auto,9200,Petrol,54.3,1.4
Polo,2015.0,9298,Manual,19861,Petrol,60.1,1.2
T-Roc,2019.0,18990,Manual,9378,Diesel,50.4,1.6
Polo,2017.0,9990,,10735,Petrol,58.9,1.0
Golf,,21695,Manual,3255,Diesel,62.8,2.0
Scirocco,2016.0,15300,Automatic,23420,Diesel,62.8,2.0
Sharan,2019.0,23095,Semi-Auto,4665,Diesel,42.2,2.0
Golf,2017.0,12990,Manual,20739,Petrol,53.3,1.4
Polo,2019.0,15985,Manual,1606,Petrol,52.3,1.0
Golf,2019.0,20770,Manual,13041,Petrol,49.6,1.5
Up,2017.0,8000,Manual,24444,Petrol,60.1,0.0
Up,2018.0,8500,Manual,3704,,64.2,1.0
Up,2019.0,9950,Manual,1000,Petrol,54.3,1.0
Polo,2016.0,12290,Semi-Auto,12966,Petrol,60.1,1.2
Tiguan,2017.0,19000,Semi-Auto,33872,Diesel,49.6,2.0
Polo,2018.0,12491,Manual,11600,Petrol,60.1,1.0
Golf,2014.0,10200,Manual,41954,Petrol,58.9,1.4
Polo,2016.0,8795,Manual,32000,Petrol,60.1,1.2
Fox,2009.0,1590,Manual,70000,Petrol,42.0,1.4
Golf,2018.0,16991,Manual,7500,Diesel,67.3,2.0
T-Roc,2018.0,19042,Manual,11713,Petrol,53.3,1.5
Golf,2018.0,18645,Semi-Auto,44352,Diesel,57.7,2.0
Golf,2016.0,12399,Automatic,17455,Diesel,58.9,1.6
Golf,2017.0,11700,Manual,25943,Diesel,70.6,1.6
Golf,2017.0,12900,Manual,33098,Petrol,54.3,1.4
Touran,2016.0,14275,Manual,44280,Diesel,64.2,2.0
Golf,2017.0,13489,Manual,20114,Petrol,53.3,1.4
Golf,2019.0,18006,Semi-Auto,15342,Petrol,47.1,1.5
Golf,2019.0,18985,Manual,2702,Petrol,45.6,1.5
Golf,2017.0,15995,Semi-Auto,12146,Diesel,72.4,1.6
Tiguan,2019.0,22290,Manual,2500,Petrol,40.9,1.5
Passat,2018.0,19332,Semi-Auto,16799,Diesel,62.8,2.0
Passat,2019.0,22495,Manual,554,Petrol,43.5,1.5
Golf,2019.0,20490,Manual,50,,49.6,1.5
Passat,2019.0,22990,Automatic,12180,Petrol,39.2,1.5
Golf,2019.0,21699,Semi-Auto,5229,Petrol,43.5,1.5
Golf,2014.0,10995,Semi-Auto,32741,Diesel,67.3,1.6
Tiguan,2017.0,22990,Semi-Auto,19789,Diesel,49.6,2.0
Polo,2018.0,12450,Manual,12168,Petrol,52.3,1.0
Golf,2019.0,19990,Automatic,6195,Petrol,43.5,1.5
Polo,,10999,Manual,17150,Petrol,60.1,1.0
Golf,2019.0,24700,Semi-Auto,17450,Petrol,44.8,2.0
Touareg,2019.0,41286,Semi-Auto,5878,Diesel,34.0,3.0
Golf,2019.0,15480,Manual,14953,Petrol,49.6,1.0
Up,2018.0,8393,,8457,Petrol,68.9,1.0
Golf,2016.0,14279,Manual,37019,Diesel,67.3,2.0
Golf,2016.0,10990,Manual,44380,Diesel,74.3,1.6
Passat,2018.0,25999,Automatic,32656,Hybrid,166.0,1.4
Polo,2017.0,9990,Manual,22399,Petrol,60.1,1.2
Polo,2016.0,14750,,23210,Petrol,50.4,1.8
Golf,2019.0,29999,Semi-Auto,8518,Petrol,32.8,2.0
Up,2018.0,8995,Manual,7330,Petrol,64.2,1.0
California,2019.0,57991,Automatic,6739,Diesel,33.2,2.0
T-Roc,2020.0,26688,,2364,Diesel,49.6,2.0
Polo,2019.0,15690,Semi-Auto,4000,Petrol,45.6,1.0
Golf,2017.0,13995,Semi-Auto,19159,Petrol,65.7,1.0
Golf,2015.0,12498,Semi-Auto,73346,,62.8,2.0
Tiguan,2017.0,23500,Semi-Auto,22744,Diesel,49.6,2.0
Golf,2020.0,21960,Manual,1406,Petrol,49.6,1.5
Arteon,2019.0,23256,Automatic,6837,Petrol,40.4,1.5
Golf,2015.0,11450,Semi-Auto,45021,Diesel,62.8,2.0
Golf,2015.0,8520,Manual,33785,Diesel,74.3,1.6
Golf,2016.0,16730,Manual,20011,Diesel,67.3,2.0
T-Cross,2019.0,19990,Automatic,11000,Petrol,45.6,1.0
Golf,2019.0,16119,Automatic,14882,Petrol,44.8,1.0
Tiguan,2018.0,24995,Semi-Auto,19000,Diesel,57.6,2.0
Golf,,13199,Manual,33674,Diesel,67.3,2.0
Polo,2019.0,13495,,4017,Petrol,48.7,1.0
Passat,2019.0,20546,Manual,1870,Petrol,45.6,1.5
Golf SV,2019.0,20890,Automatic,4950,Petrol,44.1,1.5
Tiguan,2019.0,29995,,4300,Diesel,39.8,2.0
Golf,2015.0,8995,Manual,38000,,57.6,1.2
Golf,2016.0,11298,Manual,38599,Diesel,74.3,1.6
Golf,2017.0,13211,Manual,24445,Petrol,54.3,1.4
T-Cross,2019.0,19990,Manual,7462,Petrol,47.9,1.0
Golf,2019.0,18180,Semi-Auto,6090,Diesel,52.3,1.6
Golf SV,2019.0,22390,Semi-Auto,2871,Petrol,42.8,1.5
Passat,2017.0,12499,,44216,Diesel,67.3,2.0
Golf,2019.0,16995,Semi-Auto,14925,,45.6,1.0
Tiguan,2019.0,22490,Manual,8138,Petrol,38.2,1.5
Golf,2019.0,19749,Manual,2704,Petrol,45.6,1.5
Golf,,17134,Semi-Auto,13712,Petrol,45.6,1.0
Golf,2019.0,16995,,2421,Diesel,57.7,1.6
Golf,2019.0,26989,Automatic,8670,Petrol,32.8,2.0
Polo,2017.0,10495,Manual,16482,Petrol,60.1,1.0
Polo,2016.0,8862,Manual,33877,Petrol,60.1,1.0
Tiguan,2019.0,32990,Automatic,28,Diesel,39.2,2.0
Golf,2015.0,11000,Manual,40170,Petrol,53.3,1.4
Polo,2015.0,8491,Manual,28451,Petrol,60.1,1.2
Golf,2015.0,7399,Manual,99521,Diesel,68.9,1.6
Polo,2016.0,9250,Manual,41501,Petrol,60.1,1.2
Golf SV,2016.0,10827,Manual,21241,Petrol,55.4,1.4
Polo,2017.0,7600,Manual,36578,Petrol,60.1,1.0
Passat,2016.0,8795,Manual,79690,Diesel,68.9,2.0
Polo,2019.0,13500,Manual,5000,Petrol,48.7,1.0
T-Cross,2019.0,19000,Manual,2500,Diesel,52.3,1.6
Amarok,2018.0,22990,,20811,Diesel,36.2,3.0
Arteon,2019.0,27995,Semi-Auto,3000,Petrol,40.4,1.5
Passat,2020.0,24496,Automatic,1005,Diesel,53.3,2.0
Caravelle,2019.0,40999,Semi-Auto,2198,Diesel,47.1,2.0
Golf,2019.0,17995,Manual,4047,Petrol,47.1,1.5
Passat,2015.0,12600,Manual,53265,Diesel,67.3,2.0
Tiguan,,17495,Automatic,35710,Other,49.6,2.0
Arteon,2019.0,23990,Manual,100,Diesel,52.3,2.0
Up,2014.0,5899,Manual,17047,Petrol,62.8,1.0
Up,2015.0,7250,Manual,38106,,61.4,1.0
Golf,2019.0,20498,Semi-Auto,5193,Petrol,43.5,1.5
Golf,2020.0,20790,Manual,2500,Petrol,50.4,1.5
Golf,2015.0,15999,Manual,48242,Petrol,39.8,2.0
Golf,2017.0,11950,Manual,41674,Petrol,54.3,1.4
Polo,2019.0,12995,Manual,8275,Petrol,48.7,1.0
Polo,,18480,Manual,4,Petrol,49.6,1.0
Up,2018.0,11995,Manual,27019,,50.4,1.0
Polo,2019.0,14000,Manual,9000,Diesel,55.4,1.6
Golf,2017.0,11995,Manual,9561,Diesel,72.4,1.6
Polo,2017.0,8465,Manual,35000,,60.1,1.0
Golf,2016.0,16462,Manual,34096,Diesel,67.3,2.0
Passat,2017.0,14690,Manual,43875,Diesel,67.3,2.0
Golf,2019.0,15990,Manual,18000,Diesel,55.4,1.6
Touareg,2020.0,51690,Automatic,6500,Petrol,26.2,3.0
Golf,2016.0,11956,Semi-Auto,50000,Diesel,72.4,1.6
Tiguan,2018.0,23391,Manual,9889,Petrol,40.4,1.4
T-Cross,2020.0,22491,Manual,2255,Petrol,47.9,1.0
Golf SV,2017.0,15250,Semi-Auto,36700,Petrol,50.4,1.4
Tiguan Allspace,2019.0,26990,Semi-Auto,6539,Diesel,39.2,2.0
T-Roc,2019.0,21490,Manual,7052,Petrol,42.2,1.5
Tiguan,2019.0,26971,Manual,4353,Diesel,42.2,2.0
Golf,2009.0,4395,Manual,74000,Diesel,57.6,2.0
Polo,2017.0,8990,Manual,32860,Petrol,60.1,1.0
Golf,2016.0,16500,Automatic,57000,Diesel,62.8,2.0
Golf,2013.0,7699,Automatic,82265,Diesel,62.8,2.0
Polo,2016.0,9490,Manual,56245,Petrol,61.4,1.4
Golf,2017.0,12950,Manual,18000,Petrol,53.3,1.4
Touran,2016.0,16500,Semi-Auto,37643,Diesel,58.9,2.0
Polo,,9698,Manual,21136,Petrol,58.9,1.0
Polo,2016.0,10495,Manual,11860,Petrol,60.1,1.2
Polo,2016.0,8790,Manual,39621,Diesel,83.1,1.4
Golf,2017.0,13298,Manual,9036,Petrol,53.3,1.4
Polo,2018.0,13907,Manual,6825,Petrol,49.6,1.0
Golf,2014.0,7498,Manual,70123,Diesel,88.3,1.6
Golf,,7951,,37073,Petrol,57.6,1.2
Polo,2020.0,16480,Manual,10,Petrol,52.3,1.0
Beetle,2015.0,10950,Manual,32800,Petrol,47.9,1.2
Caravelle,2019.0,51994,Automatic,5691,Diesel,33.6,2.0
Sharan,2016.0,17998,Manual,7056,Diesel,56.5,2.0
Up,,6990,Manual,11732,Petrol,64.2,1.0
Golf,2019.0,21990,Automatic,5435,Diesel,52.3,2.0
Polo,2017.0,10532,Manual,2317,Petrol,60.1,1.0
Tiguan,2019.0,25950,Manual,5000,Diesel,47.9,2.0
Up,2019.0,8375,Manual,4069,Petrol,54.3,1.0
Passat,2015.0,9000,Manual,50961,Diesel,70.6,1.6
Sharan,2019.0,23846,Semi-Auto,11855,Diesel,41.5,2.0
Polo,2019.0,14553,Manual,5017,Petrol,52.3,1.0
Polo,2016.0,12995,Semi-Auto,6798,Petrol,58.9,1.0
Tiguan,2019.0,19798,Manual,14693,Petrol,40.9,1.5
Polo,2018.0,12490,Manual,15603,Petrol,48.7,1.0
Golf,2019.0,19498,Manual,10,Diesel,55.4,2.0
Tiguan,2019.0,29514,Semi-Auto,2691,Diesel,45.6,2.0
Polo,2018.0,11950,Manual,27000,Petrol,58.9,1.0
Tiguan,2018.0,21950,Automatic,15261,Petrol,40.4,1.4
Tiguan,2017.0,25995,Semi-Auto,18170,Diesel,49.6,2.0
Tiguan,2018.0,21950,Semi-Auto,19090,Petrol,40.4,1.4
Amarok,2015.0,16498,Automatic,49555,Diesel,35.3,2.0
Golf,2019.0,19499,Semi-Auto,7171,Petrol,47.1,1.5
Golf,2017.0,14698,Manual,54457,Diesel,67.3,2.0
Tiguan,,18995,Manual,18932,Petrol,46.3,1.4
Polo,,10250,Manual,26667,Petrol,60.1,1.2
Passat,2019.0,31799,Semi-Auto,4845,Diesel,37.2,2.0
Tiguan,2017.0,21750,Manual,26023,Diesel,50.4,2.0
Golf,2005.0,1999,Manual,85160,Petrol,41.5,1.6
Golf,2019.0,17498,Manual,4821,Petrol,47.1,1.5
Polo,2015.0,7995,Manual,21561,Petrol,60.1,1.0
Golf SV,2017.0,11990,Manual,28656,Petrol,55.4,1.4
Passat,2017.0,12498,Manual,44231,,68.9,2.0
Up,2019.0,10795,Manual,150,Petrol,54.3,1.0
Jetta,2008.0,2295,Manual,111000,,48.7,2.0
Golf,,12795,Semi-Auto,65657,Petrol,44.1,2.0
Tiguan,2017.0,14990,Semi-Auto,23319,Diesel,49.6,2.0
Golf,2020.0,19995,Manual,500,,46.3,1.5
Polo,2020.0,16990,Manual,1,Petrol,50.4,1.0
Up,2020.0,9850,Manual,2000,Petrol,54.3,1.0
T-Roc,,24500,Semi-Auto,760,Petrol,39.8,1.5
Polo,2016.0,9290,,31352,Petrol,60.1,1.2
Polo,2018.0,12790,Manual,9788,Petrol,64.2,1.0
Touran,2019.0,26699,Semi-Auto,473,Petrol,38.7,1.5
T-Cross,2019.0,19000,Semi-Auto,5000,Diesel,51.4,1.6
Arteon,2018.0,19899,Automatic,33024,Diesel,62.8,2.0
Passat,2016.0,11699,Automatic,46518,Diesel,62.8,2.0
Golf,2019.0,16701,Manual,7111,Petrol,49.6,1.0
Golf SV,2018.0,14980,Semi-Auto,4020,Petrol,47.9,1.0
Tiguan,2015.0,12900,Manual,47000,,53.3,2.0
Golf,2015.0,11485,Manual,31369,Petrol,53.3,1.4
Golf,2020.0,22990,Semi-Auto,1657,Petrol,44.1,1.5
T-Roc,2018.0,17195,Manual,19578,Petrol,55.4,1.0
Passat,2015.0,9399,Manual,72129,Diesel,67.3,2.0
Up,2015.0,7250,Manual,39000,,60.1,1.0
Golf,2016.0,10990,Manual,39127,Diesel,74.3,1.6
Polo,2019.0,13990,,5758,Petrol,47.9,1.0
Tiguan,2018.0,19912,Manual,13751,Diesel,50.4,2.0
Polo,2016.0,10495,,8403,Petrol,60.1,1.2
Arteon,2019.0,27500,Automatic,5364,Diesel,50.4,2.0
Polo,2017.0,9600,Manual,36185,Diesel,74.3,1.4
Tiguan,2019.0,22495,Manual,5711,Petrol,40.9,1.5
T-Cross,2019.0,18806,Manual,1035,Petrol,47.9,1.0
Tiguan,2019.0,25995,Semi-Auto,13298,Diesel,46.3,2.0
T-Roc,,23495,Semi-Auto,5350,Petrol,39.8,1.5
Golf,2016.0,13000,Automatic,84320,Hybrid,188.3,1.4
Golf,2019.0,26390,Semi-Auto,24505,Petrol,37.7,2.0
T-Cross,2019.0,20490,Manual,6500,Diesel,53.3,1.6
Polo,2020.0,16994,Semi-Auto,2104,Petrol,45.6,1.0
Golf,2015.0,16995,Automatic,23691,Diesel,62.8,2.0
Tiguan,2019.0,27495,Automatic,14772,Diesel,39.2,2.0
Polo,2018.0,12990,Manual,4702,Petrol,64.2,1.0
Passat,2015.0,9700,Semi-Auto,53485,Diesel,62.8,2.0
Golf,2015.0,11290,Manual,36143,Petrol,53.3,1.4
Golf,2019.0,29999,Semi-Auto,7563,Petrol,32.8,2.0
Arteon,2019.0,22999,Automatic,2187,Petrol,48.7,1.5
Touareg,,36998,Semi-Auto,8672,Diesel,34.5,3.0
Polo,2017.0,9990,Manual,18118,Petrol,60.1,1.2
Touareg,2019.0,41998,Semi-Auto,10,Diesel,34.5,3.0
Touran,2016.0,15795,Semi-Auto,33238,Diesel,65.7,1.6
Golf,2015.0,18995,Manual,22522,Petrol,39.8,2.0
Up,2019.0,9890,Manual,10,Petrol,54.3,1.0
Polo,2018.0,11995,Manual,10839,,60.1,1.0
Polo,2017.0,10750,Manual,22000,Petrol,60.1,1.2
Touareg,2020.0,42999,Semi-Auto,9737,,34.5,3.0
Golf,2019.0,12500,Manual,20578,Diesel,57.7,1.6
Golf,2016.0,19500,Automatic,33001,Petrol,40.4,2.0
Eos,2014.0,8950,Manual,58000,Diesel,58.9,2.0
Tiguan Allspace,,32201,Semi-Auto,1473,Petrol,35.8,1.5
T-Roc,2018.0,17499,Manual,13500,Petrol,44.1,1.0
Golf,2017.0,21490,Semi-Auto,22243,Petrol,39.8,2.0
Golf,2020.0,22490,Semi-Auto,100,Petrol,45.6,1.5
Golf,2016.0,16498,,19394,Diesel,67.3,2.0
Polo,2016.0,9995,Semi-Auto,33565,Petrol,60.1,1.2
Golf,2019.0,21276,Semi-Auto,7663,Petrol,43.5,1.5
Touareg,2017.0,24998,Semi-Auto,35432,Diesel,42.8,3.0
Touran,2016.0,15498,Manual,28304,Diesel,64.2,1.6
Polo,,16486,Semi-Auto,5946,Petrol,46.3,1.0
Tiguan,2019.0,20698,Manual,4226,,47.9,2.0
Golf,2016.0,9995,Manual,49933,Diesel,74.3,1.6
Golf,2017.0,14491,Semi-Auto,21726,Petrol,55.4,1.4
Up,2019.0,9490,Manual,3000,Petrol,54.3,1.0
Passat,2019.0,34900,Automatic,1200,Petrol,33.2,2.0
Tiguan,,19399,Automatic,33024,Diesel,57.6,2.0
California,2019.0,54995,Semi-Auto,3500,Diesel,32.1,2.0
Polo,2019.0,19999,Semi-Auto,3694,,39.8,2.0
Polo,2017.0,9495,Manual,24988,Petrol,60.1,1.0
Amarok,2018.0,32000,,5673,Diesel,33.6,3.0
Golf,2018.0,19750,Semi-Auto,9500,Petrol,55.4,1.5
Golf,2015.0,10298,Manual,35381,Petrol,53.3,1.4
T-Roc,2018.0,17307,Manual,16884,Petrol,55.4,1.0
Golf,2019.0,25495,Manual,4849,Petrol,37.2,2.0
Up,2016.0,7490,Manual,19500,Petrol,64.2,1.0
Golf,2017.0,22399,Manual,15857,Petrol,35.8,2.0
Golf,2019.0,36000,Automatic,4000,Petrol,32.8,2.0
T-Roc,2019.0,24490,Manual,6144,Diesel,50.4,2.0
Passat,2019.0,19298,Semi-Auto,4410,Petrol,41.5,1.5
Polo,2019.0,20990,Semi-Auto,1396,Petrol,39.8,2.0
Passat,2018.0,25000,Automatic,8848,Hybrid,166.0,1.4
Golf,2016.0,12695,Manual,22123,Petrol,53.3,1.4
Touareg,2019.0,47750,Automatic,2000,Diesel,34.0,3.0
Up,2016.0,7295,Manual,2669,Petrol,62.8,1.0
Golf,2016.0,13695,Semi-Auto,19292,Diesel,58.9,1.6
Golf,2014.0,16000,Semi-Auto,31935,Petrol,44.1,2.0
Golf,2016.0,15494,Semi-Auto,33097,Diesel,62.8,2.0
T-Roc,2020.0,26995,Semi-Auto,6500,Petrol,39.8,1.5
Tiguan,2017.0,20225,Manual,26132,Diesel,50.4,2.0
Tiguan,2017.0,16498,Manual,24375,Diesel,58.9,2.0
Golf,2018.0,22000,,100,Diesel,67.3,2.0
Polo,2017.0,12875,Manual,13023,Petrol,61.4,1.4
Polo,2016.0,9998,Manual,24989,Petrol,60.1,1.2
Golf,2016.0,11991,Manual,35295,Petrol,53.3,1.4
Golf,2019.0,27995,Manual,1200,,37.2,2.0
Polo,2016.0,12890,Semi-Auto,9655,Petrol,58.9,1.0
Tiguan,2018.0,19531,Manual,25252,Petrol,46.3,1.4
Tiguan,2019.0,21990,Manual,9234,Diesel,47.9,2.0
Golf,,18990,Automatic,39000,Petrol,39.8,2.0
Passat,2017.0,12150,Manual,32720,Diesel,68.9,2.0
Golf,2015.0,8804,Manual,39976,Diesel,74.3,1.6
Up,2017.0,7990,Manual,35285,Petrol,64.2,1.0
Tiguan,2019.0,22356,Manual,15452,Diesel,47.9,2.0
Polo,2017.0,11300,Manual,10211,,60.1,1.2
Polo,2016.0,9602,Manual,14304,Petrol,60.1,1.0
Polo,2019.0,13290,Manual,8173,Petrol,52.3,1.0
Passat,2017.0,16498,Semi-Auto,22136,Diesel,60.1,2.0
T-Cross,2019.0,19995,Manual,3330,Diesel,52.3,1.6
Golf,2017.0,17995,Manual,21963,Diesel,67.3,2.0
Golf,2019.0,23350,Semi-Auto,5000,Petrol,43.5,1.5
Golf,2019.0,19975,,6000,Petrol,44.8,1.5
Tiguan,2016.0,11895,Manual,67000,Diesel,56.5,2.0
Tiguan,2020.0,39999,Semi-Auto,566,Diesel,39.2,2.0
Tiguan,2016.0,14941,Manual,55552,Diesel,53.3,2.0
T-Roc,2020.0,30991,Semi-Auto,1343,Petrol,34.5,2.0
Golf,2016.0,14400,Manual,34500,Diesel,67.3,2.0
Scirocco,2016.0,11850,Manual,40000,Petrol,52.3,1.4
Golf,2019.0,17298,Manual,7678,Petrol,47.1,1.5
T-Roc,2019.0,21495,Manual,2000,Petrol,42.2,1.5
Golf,2019.0,20900,Semi-Auto,5916,Petrol,43.5,1.5
Polo,2016.0,10995,Manual,41154,,61.4,1.4
Polo,2019.0,14000,Manual,4023,Petrol,52.3,1.0
Golf,2019.0,17898,Manual,1,Diesel,57.7,1.6
Tiguan,2017.0,22672,Semi-Auto,32859,Diesel,49.6,2.0
Golf,2019.0,15499,Manual,10419,Diesel,57.7,1.6
Up,2018.0,9995,Manual,6178,Petrol,64.2,1.0
Golf,2019.0,24866,Manual,5737,Petrol,37.2,2.0
Polo,2017.0,10991,Manual,24979,Diesel,74.3,1.4
Arteon,2019.0,24995,Semi-Auto,4989,Diesel,50.4,2.0
Polo,2016.0,10795,Manual,28029,Petrol,65.7,1.0
Golf,2017.0,10562,Manual,52397,Diesel,74.3,1.6
Up,2018.0,8495,Manual,10000,Petrol,54.3,1.0
Polo,2016.0,9630,Manual,14253,Petrol,58.9,1.0
Up,2017.0,6999,Manual,25527,Petrol,64.2,1.0
Polo,,9250,Manual,24605,Petrol,60.1,1.2
Polo,2017.0,11000,Manual,35675,Petrol,65.7,1.0
Tiguan,2017.0,16590,Manual,38500,Diesel,50.4,2.0
Polo,2017.0,10999,Manual,11727,Petrol,60.1,1.2
Golf,2018.0,15189,Manual,34756,Diesel,61.4,1.6
Up,2014.0,6991,Manual,26000,Petrol,60.1,1.0
Golf,2015.0,10990,Manual,65000,Diesel,67.3,2.0
Passat,2016.0,11600,Automatic,43382,Diesel,70.6,1.6
Caravelle,2019.0,40999,Automatic,60,,32.8,2.0
Up,2015.0,7950,Manual,18921,Petrol,61.4,1.0
Arteon,2019.0,26995,Automatic,4250,Diesel,50.4,2.0
Polo,2018.0,13366,Manual,23599,,60.1,1.0
T-Roc,2019.0,22495,Semi-Auto,3779,Diesel,49.6,2.0
Golf,2019.0,18890,Semi-Auto,10188,,47.1,1.5
Sharan,2019.0,27450,Semi-Auto,3669,Diesel,40.9,2.0
Tiguan,2018.0,19490,Manual,13778,Petrol,46.3,1.4
Golf,2018.0,18151,Manual,11851,Petrol,55.4,1.5
Arteon,2019.0,25990,Automatic,10,Petrol,40.4,1.5
Amarok,2019.0,35995,Automatic,10000,Diesel,33.6,3.0
Polo,2020.0,13490,Manual,4578,Petrol,48.7,1.0
Polo,2020.0,14990,Manual,1501,Petrol,48.7,1.0
Sharan,2019.0,23490,Semi-Auto,15391,Petrol,32.5,1.4
Golf,2018.0,20490,Manual,22893,Diesel,60.1,2.0
Golf,2014.0,9991,,54997,Diesel,68.9,2.0
Touareg,2019.0,40802,Automatic,5456,Diesel,34.0,3.0
T-Roc,2018.0,20492,Manual,19235,Petrol,53.3,1.5
Polo,2019.0,13745,Manual,7971,Petrol,52.3,1.0
Up,2013.0,6700,Manual,21866,Petrol,60.1,1.0
Arteon,2019.0,23996,Manual,5922,,52.3,2.0
Arteon,2019.0,23990,,9000,Petrol,47.1,2.0
Passat,2019.0,16656,Semi-Auto,14602,Diesel,53.3,2.0
Golf,2017.0,18495,Manual,23514,Petrol,47.1,2.0
Golf,2019.0,27824,Semi-Auto,6634,Petrol,37.7,2.0
Touareg,2017.0,23995,Semi-Auto,24280,,42.8,3.0
Polo,2016.0,9320,Manual,24081,Petrol,58.9,1.0
Tiguan Allspace,2019.0,27000,Automatic,12425,Diesel,39.2,2.0
Polo,2019.0,17990,Manual,3235,Petrol,49.6,1.0
Sharan,2019.0,23995,Semi-Auto,20,Diesel,41.5,2.0
Up,2017.0,8450,Manual,21427,Petrol,64.2,1.0
Polo,2019.0,14900,Manual,2500,,52.3,1.0
Golf,2017.0,20999,Semi-Auto,14218,Petrol,39.8,2.0
Polo,2016.0,9300,Manual,29846,Petrol,60.1,1.0
Tiguan,2018.0,19595,Semi-Auto,18122,Diesel,49.6,2.0
Golf,2019.0,17086,Semi-Auto,14624,Petrol,45.6,1.0
Golf,2016.0,8495,Automatic,66509,Petrol,65.7,1.0
Golf,2019.0,18490,Manual,3000,Petrol,47.1,1.5
Polo,2019.0,14295,Manual,14533,Petrol,52.3,1.0
Golf,2019.0,16995,Semi-Auto,4809,Diesel,54.3,1.6
Golf,2016.0,17195,Manual,25832,Petrol,47.1,2.0
Polo,2017.0,12599,Manual,9500,Petrol,61.4,1.4
CC,2015.0,8337,Manual,83009,Diesel,60.1,2.0
Touareg,,15286,Automatic,61592,Diesel,39.2,3.0
