,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,ID,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
9034,65,76,70,74,62,65,57,43,60,41,62,11,12,15,6,13,59,230976,70,74,64,66,61,45,33,55,66,68,64,70,77,63,66,63,33
9035,68,52,73,63,65,63,62,53,56,59,61,9,13,8,12,12,62,187456,64,70,65,66,63,54,59,64,68,67,65,52,68,67,66,58,70
9036,86,63,82-8,80-6,61-3,59-2,61,62,67-1,60,40,6,14,6,11,9,37,198977,11,81,48,60,15,50,59,63,63,64,20,81,80,18,41,57,58
9037,50,26,42,51,21,46,20,16,16,19,18,67,60,65,64,70,15,205377,26,57,34,16,15,23,15,60,34,21,19,46,20,10,79,42,18
9038,65,60,60,57,61,63,66,27,56,35,25,7,8,15,15,15,45,199746,64,58,56,35,64,35,53,62,60,49,66,71,76,68,69,52,26
9039,68,63,69,73,65,67,71,37,63,31,30,16,6,8,15,10,57,215618,65,63,56,40,68,44,52,61,66,55,66,75,61,60,68,62,32
9040,75,58,77,70,66,49,59,46,63,61,34,7,16,13,15,13,62,202819,63,70,65,59,62,54,58,62,68,59,63,75,84,65,59,65,49
9041,50,70,34,33,66,66,47,45,63,64,52,12,9,15,11,11,73,204099,28,42,55,59,25,54,66,62,58,68,21,51,49,25,92,47,60
9042,66,50,46,46,58,45,54,26,54,17,26,13,11,7,8,12,61,214339,67,68,49,24,64,32,38,56,61,40,70,68,73,69,79,34,28
9043,35,24,30,63,24,41,12,17,12,11,18,68,64,72,60,67,20,223811,25,63,24,10,16,29,13,64,27,12,14,34,30,16,59,35,16
9044,70,68,56,56,63,61,65,32,63,36-12,36,9,14,6,8,7,63+4,225859,64+2,70,61,39,63+2,44,34,61+1,64,36,64,63,78,67,76,48,39
9045,69,35,64,69,66,59,58,56,64,62,44,7,7,13,10,6,42,229699,41,53,67,67,41,48,56,55,72,55,38,68,69,49,59,65,36
9046,88,67+39,75,56-7,68,64+24,62,68,72,68,31,7,12,13,12,13,57+5,233795,36+24,63,46,53,27,65,62,48,53,67,38,85,72,50,71,62+11,66
9047,65,55,55,44,70,59,55,65,67,65,47,7,15,9,15,10,63,205892,35,54,61,59,32,55,64,54,66,61,38,68,63,41,82,61,63
9048,78,60,81,82,72,63,57,60,71,66,51,6,10,11,10,10,47,231236,48,59,68,68,44,52,57,60,73,74,45,77,69,40,56,58,56
9049,35,71,45,35,70,62,47,59,68,65,39,13,11,14,12,13,69,188996,29,34,52,62,27,70,69,60,68,65,34,36,64,44,90,65,62
9050,72,73,73,57,63,63,66,54,67,47,63,12,7,15,16,7,50,191044,47,74,62,46,63,60,73,69,65,67,64,80,71,70,82,53,46
9051,77,71,84,84,63,60,66,37,66,46,32,12,10,13,8,9,59,203845,63,62,60,30,64,57,53,62,61,42,60,76,74,62,52,62,31
9052,78,57,63,60,66,62,47,62,65,67,37,15,7,16,15,6,65,207429,26,73,40,59,30,64,65,55,60,63,23,80,68,26,71,51,57
9053,75,64,73,66,65,66,58,59,63,57,38,8,9,11,13,15,62,219717,38,84,62,65,56,50,65,74,63,70,57,72,88,55,75,64,51
9054,36,23,34,48,23,33,17,17,16,15,22,59,65,64,70+2,62+3,13,221253,17,56,28,17,17,25,15,70,33,23,23,38,30,13,48,19,13
9055,62,63,55,70,63,65,28,23,42,24,55,8,13,9,10,14,59,223813,63,75,65,68,66,50,20,55,58,70,64,68,60,65,76,30,23
9056,77,47,78,85,68,57,65,56,67,59,64,9,10,6,11,13,46,229701,48,68,57,52,42,65,57,60,68,75,45,69,61,48,56,56,53
9057,78,55,82,71,64,66,61,60,68,50,61,13,8,6,10,7,62,170565,62,79,66,64,44,62,63,65,68,64,61,77,81,61,63,61,50
9058,41,24,45,32,35,33,20,27,24,11,21,63,71,64,67,63,21,235590,18,60,46,18,8,23,7,58,33,52,22,48,39,23,61,31,14
9059,74,51,79,81,71,60,63,71,72,53,70,12,10,12,14,14,57,189510,48,69,61,61,38,66,62,55,69,64,35,72,46,43,58,61,65
9060,39,65,52,47,51,58,50,52,39,27,38,12,6,10,10,7,72,200519,62,65,43,18,66,47,37,59,53,58,64,39,69,67,75,37,23
9061,77,66,70,68,63,49,61,50,59,51,45,11,10,9,13,11,56,212039,57,54,51,55,64,59,57,66,66,52,64,76,75,63,74,53,47
9062,61,68,31,34,60,56,38,52,55,64,53,11,9,12,11,9,72,221511,28,58,49,65,27,54,67,58,57,70,25,65,67,26,91,46,62
9063,74,42,75,75,67,54,56,43,71,60,37,9,9,8,10,8,44,227143,31,74,59,51,20,40,64,62,62,53,33,73,52,36,64,66,49
9064,66,45,67,62,73,68,67,68,70,52,57,15,14,9,8,8,48,236615,47,45,70,55,42,55,58,57,76,64,41,62,52,33,45,74,59
9065,48,41,62,44,19,32,15,18,14,13,19,64,61,62,66,70,15,173895,27,64,29,13,14,23,16,67,23,24,13,52,40,16,68,31,15
9066,66,72,57,62,50,62,35,35,41,37,16,9,16,7,11,11,73,203848,62,78,62,21,66,56,48,51,65,25,62,68,47,67,67,55,21
9067,75,65,70,59,67,60,66,52,58,17,48,9,8,7,9,8,55,204616,52,64,67,48,59,42,56,70,68,62,62,83,81,60,73,46,46
9068,74,66,70,83,66,61,59,50,55,53,41,10,14,7,7,12,61,226632,62,75,57,56,66,51,56,71,60,60,64,68,68,63,40,51,43
9069,34,25,40,38,23,41,11,12,11,13,16,68,65,62,63,68,11,203849,16,54,17,14,13,21,10,58,15,17,15,37,28,13,57,43,11
9070,51,72,59,51,63,57,68,64,64,57,42,7,12,11,11,15,74,215113,58,40,66,79,60,48,59,67,65,75,61,55,75,63,74,62,41
9071,55,54,34,51,37,53,13,15,27,17,19,14,14,6,7,12,66,220489,62,72,32,16,67,29,21,51,43,31,76,54,59,74,73,17,19
9072,63,58,75,69,63,60,51,31,55,40,36,14,11,11,10,12,45,227145,59,71,60,39,72,40,49,67,70,46,60,66,65,67,71,62,40
9073,71,77,65,63,66,63,48,62,65,62,58,7,11,13,6,9,57,237385,61,69,65,60,59,62,63,65,69,75,58,62,77,55,69,62,65
9074,72,81,70,59,49,64,35,37,47,31,24,12,10,11,11,11,64,174665,68,67,40,28,60,44,30,64,47,63,60,66,62,65,77,46,42
9075,68,55,61,65,68,69,57,62,66,65,66,14,7,13,6,12,54,190793,38,57,59,69,30,70,56,59,67,74,27,64,58,28,75,69,65
9076,43,64,66,57,67,57,66,65,60,41,68,7,11,8,16,9,62,140618,66,76,58,67,65,56,50,65,65,71,64,63,72,66,66,60,47
9077,65,62,67,66,72,56,57,61,50,60,44,6,15,12,7,10,51,146762,55,78,66,72,59,46,51,62,72,72,57,69,78,57,75,70,51
9078,53,68,53,43,35,63,40,27,30,24,28,13,14,10,13,15,66,219978,60,65,50,30,63,58,26,60,55,55,62,61,77,66,91,30,35
9079,67,59,63,53,58,59,49,40,53,40,55,8,6,16,8,14,62,223306,63,60,51,48,65,36,47,51,57,57,65,72,61,68,79,39,41
9080,77,34,81,80,69,56,48,52,72,75,46,7,13,12,11,14,44,224330,14,83,50,57,21,55,67,53,57,63,27,74,71,16,56,76,64
9081,73,63,75,74,64,62,55,55,63,66,58,12,8,16,14,13,55,188490,55,64,66,62,54,62,64,58,68,68,54,77,83,56,70,66,62
9082,75,44,81,63,65,68,65,61,67,57,64,15,6,12,12,10,48,198731,43,56,40,57,36,34,67,62,60,60,15,80,55,14,63,60,57
9083,65,78,63,70,63,58,35,37,47,51,38,9,15,6,13,10,60,223307,64,61,60,48,63,43,42,57,65,59,61,63,88,63,58,60,31
9084,74,43,79,68,71,61,72,73,68,64,58,13,10,13,15,7,59,223819,52,64,71,70,39,66,64,58,69,61,43,73,59,52,40,62,56
9085,68,55,70,65,68,59,61,58,70,63,56,10,7,11,11,15,54,228171,49,42,62,65,49,58,59,67,63,63,51,66,59,48,61,65,61
9086,55,72,58,59,60,61,52,37,56,52,34,13,13,8,9,8,64,209740,67,68,60,45,62,54,49,64,64,57,62,54,74,64,76,57,42
9087,60,55,49,46,49,44,49,31,36,35,32,9,12,7,6,12,66,212300,66,73,32,40,63,52,29,62,51,41,62,53,64,68,83,27,30
9088,43,59,44,42,55,58,54,72,51,45,73,11,9,7,11,13,74,230220,66,81,62,46,73,57,39,71,66,71,57,57,44,50,82,51,56
9089,31,25,31,49,24,40,13,14,9,9,12,64,64,64,65,68,10,231244,12,56,24,5,5,12,6,62,35,39,13,33,29,14,63,56,5
9090,68,62,70,62,64,63,67,66,61,29,52,6,7,5,8,8,58,231500,65,70,63,45,62,38,46,68,68,65,59,68,74,63,58,70,36
9091,65,68,66,63,66,63,59,44,62,56,44,9,12,15,14,7,46,209485,57,70,65,66,47,50,56,67,68,71,51,67,82,60,76,63,49
9092,37,65,57,61,63,63,48,54,53,53,59,11,8,14,12,10,44,214093,65,49,58,65,75,59,56,75,63,65,62,40,54,63,82,53,47
9093,60,69,60,71,64,67,58,38,60,53,37,6,10,13,14,14,54,216141,65,80,68,55,48,42,65,70,68,63,56,61,75,62,75,60,44
9094,72,73,63,80,65,73,61,43,61,47,52,12,10,13,15,7,61,163405,65,77,70,53,55,47,51,69,70,67,60,65,75,62,58,66,49
9095,70,55,67,67,66,59,64,51,67,67,44,15,6,7,6,14,65,232269,26,57,58,59,22,57,73,67,64,65,24,68,66,26,64,59,53
9096,72,68,75,83,65,59,64,35,58,51,33,10,14,9,6,13,51,193357,55,73,59,52,61,33,54,64,64,60,67,68,79,69,66,54,46
9097,79,55,81,78,66,55,59,69,67,56,48,10,7,12,12,9,48,208974,42,63,56,57,39,42,61,60,63,71,50,76,65,43,56,65,55
9098,52,69,61,58,68,66,52,66,64,59,65,15,14,15,11,13,65,227150,66,61,68,70,53,55,65,64,70,73,61,54,68,62,65,67,63
9099,79,48,80,78,67,62,48,55,67,67,41,6,11,11,7,14,46,231502,35,63,42,65,28,52,68,63,57,62,33,77,75,37,61,61,56
9100,74,71,73,75,61,67,54,46,59,35,40,10,9,10,7,11,59,206159,67,66,55,50,61,42,37,65,59,35,62,82,76,67,71,41,37
9101,74,61,71,72,62,63,71,64,60,37,32,16,9,13,15,12,58,211791,56,75,60,31,61,32,54,53,64,34,62-2,83,83,63,56,60-3,25
9102,69,66,38,55,41,59,22,22,31,20,25,8,11,12,12,7,63,213327,64,40,23,19,71,38,25,56,49,35,66,48,73,69,81,34,29
9103,73,72,45,50,39,57,25,28,35,24,32,16,11,6,6,13,68,219471,65,56,32,22,65,39,23,50,47,34,66,75,61,69,77,32,24
9104,55,69,40,48,42,52,27,28,28,16,22,9,11,12,12,10,69,227919,53,66,23,18,64,36,30,61,48,37,64,53,64,67,90,34,22
9105,46,34,85,82,61,58,55,57,64,68,59,16,15,10,8,16,62,176207,46,54,67,58,26,69,74,76,66,50,26,68,67,25,51,70,76
9106,77,27,83,91,63,51,66,67,70,58,60,9,11,10,12,10,43,207440,50,83,56,66,24,67,61,58,63,67,23,73,74,28,43,64,69
9107,62,58,55,55,67,60,65,61,59,25,43,12,16,14,14,10,65,213328,60,65,58,56,64,48,47,60,65,66,68,69,69,70,69,35,47
9108,69,70,64,58,53,58,60,60,58,61,60,15,14,12,8,9,57,224336,65,63,64,63,61,63,69,69,66,68,66,60,75,67,65,60,35
9109,50,33,45,43,17,35,11,17,16,7,15,65,65,68,67,68,22,235856,6,64,40,8,10,16,2,51,41,29,18,51,23,15,46,45,6
9110,65,61,71,65,50,71,47,39,44,42,21,11,12,6,11,14,54,205393,59,74,52,17,66,32,35,63,66,46,67,66,77,70,76,41,27
9111,67,52,52,42,51,63,38,30,34,31,27,15,10,12,14,6,65,211793,68,69,54,30,61,43,26,54,62,38,62,68,67,70,79,33,26
9112,71,33,69,71,63,50,63,50,72,50,39,8,10,8,13,9,54,224337,62,44,63,45,55,43,53,65,65,59,68,68,82,63,41,68,55
9113,67,70,63,62,60,62,38,42,47,24,35,9,13,14,9,9,65,189265,66,83,61,27,65,66,55,65,65,49,67,62,76,66,69,63,39
9114,79,33,84,80,66,53,64,50,66,57,41,13,8,7,8,15,30,204882,20,71,55,52,20,55,58,67,60,58,24,78,77,25,63,63,56
9115,75,69,79,74,68,62,59,78,72,63,50,11,7,15,11,10,60,214354,34,77,55,72,34,65,63,60,60,77,38,75,71,34,67,60,60
9116,68,66,66,67,63,66,64,55,61,52,39,8,11,8,16,8,59,226130,70,71,58,44,63,41,55,65,63,50,67,70,62,65,77,59,40
9117,83,56,78,77,65,60,57,56,68,73,63,10,15,8,10,15,52,228690,48,61,56,63,14,66,60,59,54,66,16,86,75,18,58,51,60
9118,64,66,79,79,68,70,56,42,65,34,39,13,9,7,7,15,52,230994,65,56,65,55,63,40,61,65,67,59,59,64,84,58,51,66,40
9119,15,16,26,33,17,65,10,11,12,7,12,67,58,59,66,69,12,238674,14,53,20,8,9,13,7,69,21,19,11,15,25,12,48,45,5
9120,73,66,64,58,60,67,62,58,51,41,36,6,12,13,14,13,67,183122,62,74,55,54,66,49,48,65,58,56,60,80,75,66,73,58,46
9121,52,63,50,60,61,56,52,51,56,19,41,12,9,11,12,8,65,215379,67,72,61,48,62+6,68,42,64,70,52,61,52,70,68,73+3,52,23
9122,81,29,82,70,66,48,55,53,65,68,42,8,12,11,8,12,65,234579,23,63,57,54,14,60,63,59,64,61,18,82,55,16,69,51,42
9123,80,59,74,72,63,63,61,49,65,23,27,6,8,15,15,9,48,193875,62,82,58,47,62,40,62,62,64,50,62,77,83,63,68,56,43
9124,85,48,77,51,65,62,63,63,71,63,42,11,14,9,13,16,53,203092,37,50,48,64,53,58,63,65,65,71,45,82,42,42,78,59,61
9125,74,64,68,70,67,59,69,47,62,47,40,14,14,7,10,11,59,210004,65,68,66,55,58,46,52,66,71,65,57,68,69,60,64,65,48
9126,82,40,77,77,70,45,63,58,77,68,45,10,6,14,8,11,39,234580,18,37,53,46,24,61,55,65,58,67,32,81,37,35,43,45,55
9127,88,26,71,69,66,63,58,39,68,65,34,16,10,11,8,16,56,214613,59,58,40,50,59,51,64,66,60,62,51,89,70,58,70,65,51
9128,27,26,28,25,18,42,14,12,13,9,14,67,65,66,66,66,14,231509,13,41,20,10,10,12,9,56,21,22,10,31,27,13,67,30,11
9129,74,48,78,69,66,67,57,62,67,40,55,14,9,6,10,11,48,234837,26,54,66,43,46,60,68,68,70,58,60,75,54,48,53,68,51
9130,73,58,65,58,56,52,67,35,54,28,33,7,9,10,8,15,55,226646,63,58,64,27,59,31,55,57,63,25,66,75,76,66,68,45,24
9131,26,23,37,45,13,37,11,14,7,9,11,64,67,58,69,63,14,232790,14,63,27,5,7,10,5,62,23,21,11,24,41,14,60,27,9
9132,65,71,54,74,61,66,60,54,60,51,63,6,10,6,7,11,62,240982,72,63,69,59,67,61,39,60,68,66,57,66,58,63,61,45,48
9133,68,60,69,68,68,65,58,63,66,58,60,7,15,16,14,15,45,200535,60,62,67,60,58,64,62,62,69,64,53,67,64,60,63,67,56
9134,68,58,74,67,59,63,38,57,63,35,30,7,7,12,8,9,60,201815,69,79,64,21,64,44,40,63,64,45,65,78,64,64,67,43,40
9135,76,58,78,81,67,63,58,64,65,55,68,10,7,7,9,16,50,208983,64,73,63,66,57,45,59,65,67,68,63,67,82,61,56,52,61
9136,64,66,67,70,66,52,52,40,63,45,48,9,6,7,10,14,69,234839,65,71,67,41,66,51,49,57,67,51,67,64,69,65,63,46,32
9137,75,59,71,65,66,57,65,60,66,57,59,10,7,12,14,7,50,177495,29,73,63,55,42,55,56,60,62,61,49,74,72,50,63,63,56
9138,85,78,82,75,68,61,59,51,69,62,49,8,12,12,10,13,59,201304,51,80,42,63,54,43,65,60,56,70,53,80,68,57,67,57,60
9139,68,59,66,57,63,57,30,35,49,66,32,11,9,9,7,6,72,225368,11,39,33,60,12,63,65,62,48,70,18,74,53,15,87,46,46
9140,73,61,64,66,59,73,60,57,67,57,52,13,8,7,9,14,66,160088,65,72,56,41,58,64,59,71,73,52,56,70,77,67,62,67,53
9141,53,61,57,55,65,55,50,44,60,36,40,13,10,6,12,12,60,234840,68,55,60,34,64,49,34,68,61,58,65,51,68,66,77,60,38
9142,72,74,69,62,62,59,61,53,58,22,35,13,10,10,16,13,59,187225,64,66,56,39,63,28,52,63,61,44,66,69,74,67,70,42,27
9143,78,54,76,65,66,60,63,62,70,47,56,8,8,15,7,10,50,213338,43,62,46,62,31,55,57,60,64,64,42,78,68,57,61,67,52
9144,72,27,77,73,64,58,34,42,58,68,26,8,15,12,9,10,62,238938,19,79,34,56,10,57,67,64,57,61,17,72,59,19,67,49,67
9145,42,28,59,40,30,60,18,13,16,15,19,67,62,66,66,66,18,116314,15,60,27,14,15,15,13,66,33,23,12,36,38,12,70,44,14
9146,87,62,86,80,62,56,62,46,64,63,62,6,16,16,7,10,39,198235,28,71,41,64,24,63,63,64,54,61,20,88,85,25,56,55,31
9147,77,63,78,81,55,57,56,59,56,49,45,10,14,15,13,8,58,202075,59,73,46,48,64,58,58,62,61,65,65,80,77,67,71,52,55
9148,89,57,82,77,62,45,62,71,75,56,44,9,12,13,8,6,64,210011,60,91,44,66,19,52,62,62,53,74,29,87,66,21,70,54,54
9149,69,60,70,68,70,60,60,68,61,55,71,11,8,14,14,11,50,159579,60,71,69,60,65,78,55,67,71,65,46,65,58,68,66,65,51
9150,92,31,85,72,66,48,61,61,70,47,54,14,14,11,10,7,44,227675,34,61,51,52,36,53,51,57,65,65,37,87,79,40,57,58,53
9151,52,20,55,52,24,33,10,12,12,15,19,63,62,67,67,71,10,204380,21,71,29,11,8,28,13,58,34,36,11,52,42,9,66,55,8
9152,53,75,48,44,65,58,48,46,58,44,42,10,10,15,15,8,67,227932,61,54,68,47,57,49,44,61,64,63,61,51,64,68,82,56,39
9153,39,29,42,44,24,42,13,12,16,15,11,66,60,63,64,68,15,209757,18,68,27,13,15,22,13,66,29,15,11,44,34,12,59,34,17
9154,65,67,45,67,48,55,27,23,41,25,21,10,16,10,10,6,58,222557,71,68,58,25,66,38,21,61,69,34,64,55,64,65,66,42,29
9155,76,32,71,74,70,62,33,52,74,70,36,9,10,7,13,8,52,234333,13,54,42,53,18,55,65,60,61,63,21,77,55,17,64,58,60
9156,83,56,76,77,66,61,67,71,64,48,60,10,7,6,14,10,43,170589,49,55,55,50,51,59,55,63,66,62,55,84,72,58,61,61,52
9157,74,68,65,68,56,58,62,59,53,19,28,15,9,8,9,10,47,238685,63,70,56,20,66,20,28,61,55,35,74,69,77,68,69,31,23
9158,50,65,56,58,45,65,26,23,25,19,23,9,14,6,8,10,60,205406,65,80,40,25,70,31,17,60,40,40,64,55,60,68,75,25,21
9159,53,44,63,49,12,35,23,17,22,12,11,64,64,63,66,64,17,155998,24,74,34,13,19,11,16,72,35,23,17,33,39,11,67,49,14
9160,78,66,70,70,68,60,67,63,66,38,42,11,13,13,12,9,45,223070,65,66,58,45,57,44,59,58,60,59,63,75,81,57,72,57,40
9161,49,24,40,48,22,25,10,9,8,9,10,67,61,56,65,70,19,183646,29,66,18,10,17,20,13,62,23,22,18,54,33,18,65,35,9
9162,33,34,30,34,23,51,11,15,14,13,14,66,62,55,65,70,13,122718,19,63,25,11,12,21,12,63,25,22,14,36,24,13,69,32,15
9163,73,66,74,51,60,45,60,23,58,30,26,12,7,7,13,10,66,210783,57,82,44,23,64,41,51,59,52,45,70,61,68,66,76,33,25
9164,89,59,81,72,64,61,64,57,67,62,54,7,13,10,15,11,56,53855,36,71,58,55,33,59,65,64,62,65,29,91,56,31,64,58,65
9165,64,66,79,76,67,72,62,65,69,53,65,12,11,7,14,9,60,191327,62,80,55,61,59,40,68,68,64,67,64,66,76,66,62,66,56
9166,64,65,66,69,64,59,49,54,60,56,50,12,8,8,13,14,64,208480,64,70,65,52,55,66,61,68,66,57,57,66,74,66,71,66,52
9167,78,44,73,67,65,61,57,63,70,62,62,6,10,14,14,8,54,218976,46,48,50,60,28,59,64,62,60,69,24,82,78,25,74,58,48
9168,75,33,65,70,69,58,33,44,55,63,32,6,12,8,12,10,78,235360,17,90,32,53,22,60,58,61,55,65,22,75,64,19,72,43,58
9169,57,70,64,60,56,61,65,67,57,42,67,6,14,9,8,7,66,170592,66,57,52,50,65,59,49,64,61,62,64,64,76,70,78,40,48
9170,88,42,78,71,69,63,51,46,74,60,37,7,13,13,11,6,55,229217,13,62,43,54,17,62,63,60,55,61,14,87,52,23,32,52,56
9171,73,60,75,66,55,55,49,58,63,66,58,9,6,7,11,13,69,191841,27,82,48,62,19,63,68,70,48,65,21,69,77,21,72,55,62
9172,92,46,89,87,66,57,66,64,67,54,52,9,13,15,8,8,37,210786,26,81,56,53,22,54,57,59,61,55,24,78,70,23,64,57,52
9173,75,60,75,78,62,60,67,64,62,36,64,7,12,6,7,15,52,212066,58,79,60,49,66,35,54,64,64,63,65,72,74,66,70,55,39
9174,78,41,80,84,68,48,68,65,70,47,59,7,14,14,11,7,35,221794,20,67,61,58,21,61,56,65,63,62,26,79,64,21,62,71,69
9175,70,25,77,75,67,55,68,59,69,62,55,11,15,8,11,14,60,232546,30,65,65,58,38,62,60,45,66,69,40,69,59,39,69,68,58
9176,49,74,41,32,57,65,54,55,48,47,48,12,8,10,13,10,76,199267,61,48,53,48,61,67,52,58,44,70,64,48,47,65,90,51,37
9177,55,59,42,62,31,41,32,36,38,29,28,9,8,16,13,12,61,215139,69,66,33,43,65,47,29,47,50,56,73,61,62,72,74,33,28
9178,38,58,63,67,63,73,58,54,61,68,51,15,14,8,11,12,66,105827,30,72,49,62,18,71,71,67,65,67,22,47,32,33,82,67,64
9179,60,61,67,77,61,62,65,51,62,58,51,14,8,6,5,11,57,239715,70,63,67,60,64,58,59,61,71,67,65,68,61,68,64,51,45
9180,61+1,65,63,60,50,46,22,56,41,39,12,12,16,8,12,15,71-1,193123,57,72,43,26,62,38,19,53-1,53,36,64,65,69,66,90,41,20
9181,83,56,82,72,64,64,57,53,65,62,43,12,14,8,14,14,52,204388,47,72,43,57,40,58,71,60,63,66,29,81,75,43,69,61,56
9182,77,32,77,68,70,59,54,60,74,63,48,14,10,10,13,7,56,210020,32,63,47,62,20,55,61,62,62,67,22,76,60,24,57,54,62
9183,51,47,48,48,58,60,28,33,36,25,28,13,7,14,11,7,69,213348,58,80,28,26,64,46,28,51,53,40,72,55,57,75,71,32,31
9184,32,53,66,67,48,58,56,27,43,19,23,9,13,12,13,9,72,214372,65,83,32,17,72,35,30,73,50,40,63,33,33,66,73,29,24
9185,73,26,73,71,66,60,70,40,73,50,39,6,10,10,8,14,33,223332,16,41,62,50,18,56,62,65,70,60,17,75,53,22,68,65,52
9186,68,50,88,89,68,58,68,62,71,50,59,7,9,11,10,6,50,224356,28,58,60,64,45,57,59,61,63,67,50,67,53,47,51,68,63
9187,82,34,91,89,71,59,61,51,75,67,52,9,14,12,10,9,57,230500,31,51,55,61,31,53,67,62,61,62,22,77,59,23,43,68,63
9188,63,45,61,67,62,51,75,76,66,43,77,9,13,11,14,11,49,231524,40,68,73,58,40,54,52,50,75,53,44,65,76,47,64,78,45
9189,59,31,59,58,65,74,67,74,62,63,71,8,9,16,7,16,64,171620,48,51,65,65,33,69,70,59,67,70,30,67,81,42,68,72,65
9190,82,55,70,53,59,55,63,39,58,48,49,15,10,11,6,7,57,208229,59,70,64,59,60,48,30,61,65,59,59,75,81,67,66,62,46
9191,71,82,68,69,64,55,45,39,62,52,36,9,16,7,16,15,68,226405,63,80,63,63,62,53,50,55,63,61,67,69,82,68,69,56,58
9192,60,57,79,81,65,42,46,43,56,32,38,8,9,7,14,12,53,231525,76,72,62,61,64,44,39,61,56,47,72,62,81,71,59,48,39
9193,79,52,68,76,64,67,68,66,63,55,68,8,13,7,9,5,42,238693,40,63,60,64,35,59,57,59,62,71,31,83,68,32,62,68,58
9194,69,55,72,65,68,70,60,65,69,61,62,9,11,16,14,8,47,194149,55,61,65,63,49,68,62,64,66,66,50,65,75,52,69,66,60
9195,59,75,67,68,62,67,56,42,57,49,60,9,10,15,8,16,59,200806,64,65,63,50,65,55,44,58,62,57,66,63,76,69,66,58,51
9196,79,38,78,80,70,58,67,66,68,62,45,8,12,8,14,8,43,221286,25,34,54,64,22,62,61,56,61,61,26,79,56,28,31,57,53
9197,79+8,51,82+3,67,68,70,67,63,66,47,46,15,16,13,13,8,42,227174,63+29,65,65,54+8,39,44,54,62,69,52,63+5,83+11,79+8,62,48-2,68,42
9198,81,34,77,76,60,54,38,43,57,69,37,7,8,12,6,8,67,227686,15,61,37,66,19,60,63,65,49,70,15,73,60,16,51,54,57
9199,73,62,78,62,64,60,60,45,67,62,36,15,14,11,11,14,57,200807,53,77,61,58,64,30,53,63,66,61,66,72,74,65,64,53,49
9200,71,54,69,71,68,72,70,42,60,63,30,11,9,14,8,13,57,238951,51,61,63,54,45,54,59,61,69,57,36,64,71,31,58,67,49
9201,29,76,46,32,55,75,33,53,24,46,63,14,9,10,6,11,72,49511,66,50,55,61,62,62,31,67,56,71,55,27,32,60,93,49,43
9202,80,49,81,59,64,63,53,48,64,67,56,12,16,12,10,10,51,190311,31,37,45,54,34,62,67,64,54,65,35,82,68,35,78,63,55
9203,76,66,68,71,62,66,68,50,64,56,33,11,10,11,15,10,55,224104,64,69,48,59,62,51,53,63,63,55,65,73,66,61,69,52,35
9204,52,62,64,63,67,64,50,62,65,60,59,14,6,14,13,12,56,190568,59,68,64,62,57,65,62,65,70,70,49,50,67,61,70,64,59
9205,70,37,71,74,60,69,47,54,60,63,67,8,13,12,9,8,55,212841,21,74,46,55,29,69,70,69,56,75,33,72,61,17,71,45,59
9206,38,23,32,35,8,50,9,14,9,6,13,63,63,71,68,66,15,233065,13,45,27,7,8,12,8,64,30,25,11,38,17,12,75,35,6
9207,81,66,73,80,70,72,65,64,74,60,56,6,9,13,6,14,58,239209,62,59,68,45,61,44,63,65,69,68,60,84,65,62,59,71,40
9208,57,56,53,31,57,66,53,41,54,27,26,8,8,12,13,10,67,210026,65,32,57,41,67,61,31,64,60,56,67,74,70,69,80,51,44
9209,48,61,65,66,68,66,64,65,61,55,72,7,14,6,10,15,53,165226,58,52,67,62,56,70,58,65,69,58,62,43,62,64,63,68,53
9210,68,65,71,49,59,50,69,54,52,51,44,13,11,11,7,16,48,189802,59,71,63,55,68,47,55,59,59,54,62,64,90,66,79,49,37
9211,67,46,75,82,70,55,56,61,72,57,60,15,11,12,12,16,49,222571,39,62,61,61,43,55,54,53,69,48,46,60,32,49,40,70,55
9212,57,81,77,67,63,58,41,47,63,45,35,8,11,15,6,14,56,224875,68,69,62,55,60,47,55,57,65,65,63,64,76,65,75,51,45
9213,63,56,42,51,63,70,62,68,57,43,66,16,10,7,15,15,58,228971,73,60,64,49,62,57,36,78,62,66,60,65,68,59,70,62,35
9214,74,55,67,78,67,59,68,49,69,52,45,5,6,13,7,14,49,232811,55,65,62,54,34,42,69,61,68,62,43,72,86,42,65,68,36
9215,22,18,36,30,10,38,8,10,7,6,8,69,64,52,65,67,11,238699,8,59,18,6,6,11,6,64,23,28,10,37,40,8,78,39,9
9216,77,70,73,72,63,58,64,61,60,46,62,16,8,6,9,11,41,197996,59,73,61,56,61,50,59,62,63,57,63,79,80,62,63,56,42
9217,76,57,70,51,52,60,58,49,52,18,23,12,14,14,14,9,62,213868,66,89,67,26,64,36,56,63,64,50,66,82,83,65,71,63,32
9218,67,81,58,70,53,71,59,57,48,36,32,12,6,5,10,6,53,233068,69,76,49,54,61,39,50,60,51,66,68,71,75,67,70,41,51
