id,keywords,cast,director
9486,"['spy', 'hero', 'queen', 'intelligence', 'coronation', 'funeral', 'secret agent', 'queen elisabeth ii', 'weapon', 'spoof', 'explosion', 'agent', 'pen', 'duringcreditsstinger']","['Rowan Atkinson', 'John Malkovich', 'Natalie Imbruglia']",Peter Howitt
3472,"['london england', 'prostitute', 'hotel', 'night watchman', 'illegal immigration', 'immigration law', 'transplanted organ', 'turk', 'delinquency']","['Chiwetel Ejiofor', 'Audrey Tautou', 'Sergi López']",Stephen Frears
20726,"['american football coach', 'sport']","['Rick Moranis', ""Ed O'Neill"", 'Devon Sawa']",Duwayne Dunham
12649,"['new york', 'satire']","['Peter Sellers', 'Jean Seberg', 'William Hartnell']",Jack Arnold
44916,"['mountain', 'family']","['Henry Fonda', ""Maureen O'Hara"", 'James MacArthur']",Delmer Daves
1996,"['riddle', 'treasure', 'medallion', 'kenia', 'alexander the great', ""pandora's box"", 'chinese mafia', 'treasure hunt', 'hong kong', 'archaeologist', 'based on video game', 'archeology\xa0']","['Angelina Jolie', 'Gerard Butler', 'Noah Taylor']",Jan de Bont
4464,"['horse race', 'american dream', 'racehorse', 'great depression']","['Jeff Bridges', 'David McCullough', 'Chris Cooper']",Gary Ross
12279,"['video game', 'intelligence', 'liberation', 'child hero', 'mission']","['Antonio Banderas', 'Carla Gugino', 'Alexa PenaVega']",Robert Rodriguez
33339,"['gay', 'summer camp', 'independent film', 'coming of age', 'lgbt child', 'kids']","['Daniel Letterle', 'Joanna Chilcoat', 'Robin de Jesus']",Todd Graff
54580,"['spain', 'bar', 'ship', 'drama', 'friends', 'shipyard', 'peseta']","['Javier Bardem', 'Luis Tosar', 'Nieve de Medina']",Fernando León de Aranoa
430,"['berlin', 'prison', 'clerk', 'atlanta', 'cold war', 'coca-cola', 'communist', 'capitalist', 'soviet union', 'headquarter', 'iron curtain', 'totalitarian regime', 'joke', 'russia', 'chamber of commerce', 'east berlin', 'west berlin', 'principal', 'wedding', 'pregnancy', 'american', 'youth']","['James Cagney', 'Liselotte Pulver', 'Horst Buchholz']",Billy Wilder
10553,"['new identity', 'agent']","['Fred Ward', 'Joel Grey', 'Wilford Brimley']",Guy Hamilton
21449,['spoof'],"['Tatsuya Mihashi', 'Akiko Wakabayashi', 'Mie Hama']",Woody Allen
4984,"['corruption', 'repayment', 'smuggling']","['Burt Reynolds', 'Jennifer Billingsley', 'Ned Beatty']",Joseph Sargent
8273,"['handcuffs', 'sister sister relationship', 'spanner', 'blow job', 'stag night', 'wedding']","['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott']",Jesse Dylan
8046,"['new york', 'mentally disabled', 'kidnapping', 'blackmail', 'mission of murder', 'lovers', 'lesbian', 'mobster']","['Ben Affleck', 'Jennifer Lopez', 'Justin Bartha']",Martin Brest
8094,"[""girls' boarding school"", 'sexual harassment', 'punishment', 'irish', 'ireland', 'catholic', 'convent school']","['Anne-Marie Duff', 'Nora-Jane Noone', 'Eileen Walsh']",Peter Mullan
26195,[],"['Campbell Scott', 'Robin Tunney', 'Hope Davis']",Alan Rudolph
10330,"['single parent', 'brother sister relationship', 'mistake in person', 'bride', 'talk show', 'body exchange', 'motherly love', 'high school', 'mother daughter relationship', 'wedding', 'psychiatrist', 'body-swap', 'music band', 'teen comedy', 'child as an adult', 'adult as a child']","['Jamie Lee Curtis', 'Lindsay Lohan', 'Mark Harmon']",Mark Waters
9257,"['liberation', 'transport of prisoners', 'special unit', 'weapon', 'los angeles']","['Samuel L. Jackson', 'Colin Farrell', 'Michelle Rodriguez']",Clark Johnson
9499,"['france', 'sex', 'infidelity', 'artist', 'scandal', 'tourist', 'poet', 'police', 'wine', 'party', 'love', 'violence', 'art', 'desire', 'culture']","['Kate Hudson', 'Naomi Watts', 'Melvil Poupaud']",James Ivory
15292,"['surfer', 'surfing', 'sport', 'independent film']","['Robert August', 'Rochelle Ballard', 'Shawn Barron']",Dana Brown
12491,"['prostitute', 'rome', 'robbery', 'pimp', 'poverty', 'violence']","['Franco Citti', 'Franca Pasut', 'Silvana Corsini']",Pier Paolo Pasolini
41660,[],"['Michael Riley', 'Stephen Rappaport', 'Ashlie Rhey']",Arthur Borman
27814,"['sex', 'bar', 'brain', 'hallucination', 'addiction', 'junkyard', 'public restroom', 'parasite', 'withdrawal', 'high', 'subway train', 'metaphor', '1980s', 'hookup', 'euphoria', 'phallic', 'communal shower']","['Rick Hearst', 'Jennifer Lowry', 'Gordon MacDonald']",Frank Henenlotter
41206,"['madness', 'broadway actor']","['Ronald Colman', 'Signe Hasso', ""Edmond O'Brien""]",George Cukor
24192,"['biography', 'faith']","['Enrique Irazoqui', 'Margherita Caruso', 'Susanna Pasolini']",Pier Paolo Pasolini
833,"['servant', 'hunger', 'despair', 'retiree', 'unsociability', 'pension', 'rent', 'old man', 'hospital', 'dog', 'landlady', 'elderly']","['Carlo Battisti', 'Lina Gennari', 'Ileana Simova']",Vittorio De Sica
26755,[],"['Connie Chung', 'John Teeple', 'Delbert Ward']",Bruce Sinofsky
42470,['dolphin'],"['George C. Scott', 'Trish Van Devere', 'Paul Sorvino']",Mike Nichols
6466,"['murder', 'marijuana', 'teenager', 'bad dream']","['Robert Englund', 'Ken Kirzinger', 'Jason Ritter']",Ronny Yu
2055,"['horse', 'beef', 'ranger']","['Kevin Costner', 'Robert Duvall', 'Michael Gambon']",Kevin Costner
11770,"['martial arts', 'stadium', 'champion', 'shaolin', 'steel helmet', 'soccer']","['Stephen Chow', 'Ng Man-Tat', 'Patrick Tse Yin']",Stephen Chow
2771,"['biography', 'independent film', 'v.a. hospital', 'junk sale', 'jellybean', 'greeting card', 'file clerk', 'garage sale', 'comic book art', 'neurotic', 'woman director']","['Paul Giamatti', 'Hope Davis', 'Judah Friedlander']",Shari Springer Berman
10923,"['spy', 'cia', 'killer robot', 'delinquent', 'teen spy']","['Frankie Muniz', 'Hilary Duff', 'Angie Harmon']",Harald Zwart
21989,"['female nudity', 'sport', 'party', 'skiing', 'ski']","['David Naughton', 'Shannon Tweed', 'Patrick Houser']",Peter Markle
18573,"['mask', 'wheelchair', 'guillotine', 'remake', 'morgue', 'wax museum', 'new york city', 'sculptor', 'wax', '3d', 'proto-slasher']","['Vincent Price', 'Frank Lovejoy', 'Phyllis Kirk']",André De Toth
37451,['china'],"['Ingrid Bergman', 'Curd Jürgens', 'Burt Kwouk']",Mark Robson
8992,"['california', 'college', 'road trip', 'swimming pool', 'cross country']","['John Cusack', 'Daphne Zuniga', 'Anthony Edwards']",Rob Reiner
19053,"['alcohol', 'sex', 'nudity', 'punk', 'music', 'party', 'love', 'friends', 'romance', 'teenager', 'violence', 'city', 'drug', 'woman director', 'trendy', 'shallow']","['Nicolas Cage', 'E.G. Daily', 'Deborah Foreman']",Martha Coolidge
11206,"['photographer', 'heroin', 'police', 'murder', 'neighbor', 'search', 'doll', 'apartment', 'blindness', 'blind woman']","['Audrey Hepburn', 'Alan Arkin', 'Richard Crenna']",Terence Young
30970,['paris'],"['Juliette Binoche', 'Thierry Neuvic', 'Josef Bierbichler']",Michael Haneke
18148,"['coma', 'beach', 'baby', 'fish', 'boat', 'office', 'baseball', 'classroom', 'dream', 'trip', 'lantern', 'lie', 'ambition', 'water', 'tea', 'song', 'retirement', 'cake', 'marriage', 'peace', 'class', 'swing', 'honor', 'gift', 'teacher', 'school', 'old man']","['Chishu Ryu', 'Chieko Higashiyama', 'Setsuko Hara']",Yasujirō Ozu
54898,[],"['Marie Rivière', 'Amira Chemakhi', 'Sylvie Richez']",Éric Rohmer
636,"['prison', 'drug addiction', 'hearing', 'totalitarian regime', 'phasing', 'subterranean town', 'dystopia', 'computer', 'police', 'psychological thriller', 'bald']","['Robert Duvall', 'Donald Pleasence', 'Don Pedro Colley']",George Lucas
3055,"['based on novel', 'musical', 'drug', 'cult classic']","['Barbara Parkins', 'Patty Duke', 'Sharon Tate']",Mark Robson
11898,"['poison', 'prison', 'italian', 'jealousy', 'gallows', 'title of nobility', 'widow', 'duke', 'relatives', 'dark comedy', 'singer', 'heir']","['Dennis Price', 'Valerie Hobson', 'Joan Greenwood']",Robert Hamer
9051,"['female nudity', 'mexico', 'beach', 'midlife crisis', 'fantasy', 'honeymoon', 'marriage', 'crisis', 'love', 'romance', 'songwriter']","['Dudley Moore', 'Julie Andrews', 'Bo Derek']",Blake Edwards
9362,"['nevada', 'small town', 'tractor', 'stranded', 'cult favorite', 'rural setting', 'tentacle', 'graboids', 'seismologist', 'binoculars', 'man eaten by monster', 'giant worm']","['Kevin Bacon', 'Fred Ward', 'Finn Carter']",Ron Underwood
936,"['slapstick', 'clouseau', 'pink panther', 'bumbling', 'clumsiness', 'police inspector']","['David Niven', 'Peter Sellers', 'Robert Wagner']",Blake Edwards
12268,"['police', 'laughing gas']","['Peter Sellers', 'Herbert Lom', 'Lesley-Anne Down']",Blake Edwards
10999,"['kidnapping', 'lone wolf', 'daughter', 'father', 'rescue mission']","['Arnold Schwarzenegger', 'Rae Dawn Chong', 'Dan Hedaya']",Mark L. Lester
33521,"['vampire', 'dracula', 'insane asylum', 'remake', 'gothic horror']","['Frank Langella', 'Laurence Olivier', 'Donald Pleasence']",John Badham
4593,"['upper class', 'date', 'terrorist', 'dream', 'restaurant', 'nightmare', 'bourgeoisie', 'guest', 'satire', 'dinner', 'drink', 'small talk', 'anarchic comedy']","['Fernando Rey', 'Delphine Seyrig', 'Paul Frankeur']",Luis Buñuel
3782,"['bureaucracy', 'japan', 'age difference', 'bar', 'office', 'night life', 'sense of life', 'playground', 'obsequies', 'swing', 'loneliness', 'infatuation', 'bureaucrat']","['Takashi Shimura', 'Haruo Tanaka', 'Nobuo Kaneko']",Akira Kurosawa
2891,"['female nudity', 'new zealand', 'book', 'insane asylum', 'insanity', 'autobiography', 'teacher', 'author', 'woman director']","['Kerry Fox', 'Alexia Keogh', 'Karen Fergusson']",Jane Campion
26246,"['authority', 'fbi', 'group dynamics', 'narration', 'social control', 'evidence', 'power', 'vigilante', 'native american', 'shootout', 'trial', 'execution', 'fbi agent']","['Robert Redford', 'Leonard Peltier', 'Norman Zigrossi']",Michael Apted
20815,"['rape', 'based on novel', 'canada', 'paranoia', 'slavery', 'future', 'sexism', 'dystopia', 'surrogate mother', 'independent film', 'escape', 'rebellion', 'feminist', 'misogyny', 'impregnation', 'religious fundamentalism', 'political unrest', 'totalitarianism', 'theocracy']","['Natasha Richardson', 'Faye Dunaway', 'Robert Duvall']",Volker Schlöndorff
19433,"['hacker', 'history', 'linux', 'gnu', 'free software', 'open source']","['Susan Egan', 'Linus Torvalds', 'Richard M. Stallman']",J.T.S. Moore
513,"['wife husband relationship', 'infidelity', 'coming out', 'arranged marriage', 'hinduism', 'lesbian relationship', 'homosexuality', 'lesbian', 'india', 'lgbt', 'woman director']","['Nandita Das', 'Shabana Azmi', 'Jaaved Jaaferi']",Deepa Mehta
6619,"['venice', 'beach', 'composer', 'obsession', 'conductor', 'beauty', 'boy', 'vacation', 'cholera', 'homosexuality', 'makeover', 'homoeroticism']","['Dirk Bogarde', 'Björn Andrésen', 'Silvana Mangano']",Luchino Visconti
10610,"['detective', 'medallion', 'leather jacket', 'wretch', 'fighter', 'wizardry', 'interpol']","['Jackie Chan', 'Lee Evans', 'Claire Forlani']",Gordon Chan
38874,"['angel', 'sex', 'soul', 'fight', 'boxer', 'bible', 'heaven', 'hell', 'debt']","['Penélope Cruz', 'Victoria Abril', 'Gael García Bernal']",Agustín Díaz Yanes
11351,"['father son relationship', 'scarecrow', 'peasant', 'farm', 'immortality', 'mythical creature', 'father']","['Ray Wise', 'Jonathan Breck', 'Garikayi Mutambirwa']",Victor Salva
9616,"['riddle', 'rome', 'vatican', 'secret organization', 'investigation', 'sin', 'repentance', 'priest', 'psychological thriller', 'violence', 'catholic church', 'sin eater', 'mentor protégé relationship', 'reference to god', 'suspicious death']","['Heath Ledger', 'Shannyn Sossamon', 'Benno Fürmann']",Brian Helgeland
31094,[],"['Harvey Keitel', 'Stellan Skarsgård', 'Moritz Bleibtreu']",István Szabó
11547,"['sex', 'lake', 'nudity', 'college', 'victim', 'lodge', 'vacation', 'woods', 'gore', 'homicidal', 'marijuana', 'blood', 'disease', 'illness', 'virus', 'locals']","['Rider Strong', 'Jordan Ladd', 'James DeBello']",Eli Roth
7270,"['based on novel', 'con man', 'daughter', 'pole dancer', 'obsessive compulsive disorder', 'criminal', 'father daughter relationship', 'bank vault', 'neurotic']","['Nicolas Cage', 'Sam Rockwell', 'Alison Lohman']",Ridley Scott
1428,"['corruption', 'cia']","['Antonio Banderas', 'Salma Hayek', 'Johnny Depp']",Robert Rodriguez
17906,"['jewish life', 'background singer', 'hobby', 'ventriloquist', 'puppet master', 'independent film']","['Adrien Brody', 'Milla Jovovich', 'Illeana Douglas']",Greg Pritikin
153,"['upper class', 'hotel room', 'age difference', 'commercial', 'karaoke', 'homesickness', 'culture clash', 'jet lag', 'pop star', 'unsociability', 'aftercreditsstinger', 'woman director']","['Bill Murray', 'Scarlett Johansson', 'Anna Faris']",Sofia Coppola
33320,"['historical', 'edo period', 'sengoku period', 'shouwa period', 'anime', 'meiji period']","['Mami Koyama', 'Masamichi Sato', 'Masaya Onosaka']",Satoshi Kon
27590,[],"['Anthony Edwards', 'Linda Fiorentino', 'Jsu Garcia']",Jeff Kanew
10617,"['china', 'martial arts', 'hero', 'colonisation']","['Jet Li', 'Yuen Biao', 'Jacky Cheung']",Tsui Hark
10618,"['china', 'martial arts', 'kung fu', 'congress', 'colonisation', 'martial arts master', 'sect', 'kung fu master']","['Jet Li', 'Rosamund Kwan', 'Max Mok Siu-Chung']",Tsui Hark
10619,"['china', 'martial arts', 'kung fu', 'colonisation', 'martial arts master', 'colonialism', 'kung fu master']","['Jet Li', 'Rosamund Kwan', 'Max Mok Siu-Chung']",Tsui Hark
11293,"['bible', 'con man', 'carnival', 'funeral', 'great depression', 'missouri', 'friendship', 'aunt', 'kansas', 'girl', 'con', 'road movie', 'tween girl']","[""Ryan O'Neal"", ""Tatum O'Neal"", 'Madeline Kahn']",Peter Bogdanovich
36759,"['bus', 'record producer', 'convertible', 'the beatles', 'robot', 'theft', 'the beatles song', 'rock opera', 'bee gees', 'billboard']","['Barry Gibb', 'Robin Gibb', 'Maurice Gibb']",Michael Schultz
53650,[],"['Marlon Brando', 'Eiji Okada', 'Sandra Church']",George Englund
9584,"['male nudity', 'female nudity', 'police brutality', 'waitress', 'fight', 'nudity', 'highway', 'chase', 'protest', 'police', 'road trip', 'truck', 'car crash', 'marijuana', 'truck driver', 'cb radio', 'convoy', 'truck stop']","['Kris Kristofferson', 'Ali MacGraw', 'Ernest Borgnine']",Sam Peckinpah
8408,"['florida', 'insanity', 'disembodied head', 'zombie', 'disembowelment', 'horror movie remade', 'living dead', 'zombie apocalypse']","['Lori Cardille', 'Terry Alexander', 'Joseph Pilato']",George A. Romero
14030,"['based on play or musical', 'merchant', 'yonkers new york', 'borzoi', 'millinery', 'drygoods store']","['Barbra Streisand', 'Walter Matthau', 'Michael Crawford']",Gene Kelly
16323,"['drug', 'rock band', 'roses']","['Bette Midler', 'Alan Bates', 'Frederic Forrest']",Mark Rydell
23325,['army'],"['Dean Martin', 'Jerry Lewis', 'Mike Kellin']",Hal Walker
23033,"['greed', 'jungle', 'india']","['Joseph Calleia', 'John Qualen', 'Frank Puglia']",Zoltan Korda
19064,[],"['Jim Carrey', 'Lauren Hutton', 'Karen Kopins']",Howard Storm
28942,"['mystery', 'psychologist', 'divorce', 'body horror', 'canuxploitation']","['Oliver Reed', 'Samantha Eggar', 'Art Hindle']",David Cronenberg
12767,"['country house', 'independent film']","['Dennis Quaid', 'Sharon Stone', 'Stephen Dorff']",Mike Figgis
13156,"['texas', 'money', 'veteran']","['Michael Caine', 'Robert Duvall', 'Haley Joel Osment']",Tim McCanlies
277,"['budapest', 'subway', ""love of one's life"", 'vampire', 'bite', 'descendant', 'hostility', 'shootout', 'werewolf', 'blunt', 'fang vamp']","['Kate Beckinsale', 'Scott Speedman', 'Michael Sheen']",Len Wiseman
9707,"['john f. kennedy', 'elvis presley']","['Bruce Campbell', 'Ossie Davis', 'Ella Joyce']",Don Coscarelli
24488,"['suspense', 'hentai', 'new french extremism']","['Connie Nielsen', 'Charles Berling', 'Chloë Sevigny']",Olivier Assayas
36791,[],"['Jamal Udin Torabi', 'Enayatullah', 'Imran Paracha']",Michael Winterbottom
17614,"['gay', 'israeli', 'military service', 'gay relationship', 'lgbt in the military']","['Ohad Knoller', 'Yehuda Levi', 'Asi Cohen']",Eytan Fox
7288,[],"['Ben Stiller', 'Drew Barrymore', 'Eileen Essell']",Danny DeVito
10159,"['hunter', 'bounty', 'bounty hunter', 'fight', 'amazon', 'treasure hunt', 'jungle']","['Dwayne Johnson', 'Seann William Scott', 'Rosario Dawson']",Peter Berg
10934,"['depression', 'toscana', 'recreation', 'author', 'divorce', 'woman director']","['Diane Lane', 'Sandra Oh', 'Lindsay Duncan']",Audrey Wells
5653,"['protestant church', 'church', 'catholicism']","['Joseph Fiennes', 'Jonathan Firth', 'Claire Cox']",Eric Till
321,"['gay', 'father son relationship', 'sex', 'italo-american', 'lovesickness', 'italian', 'canada', 'new love', 'coming out', 'macho', 'based on play or musical', 'gay relationship', 'family', 'family feud', 'lgbt', 'emigrant']","['Luke Kirby', 'Ginette Reno', 'Paul Sorvino']",Émile Gaudreault
20,"['farewell', 'responsability', 'dying and death', 'night shift', 'daughter', 'secret love', 'mother daughter relationship', 'woman director']","['Sarah Polley', 'Amanda Plummer', 'Scott Speedman']",Isabel Coixet
18113,"['gay', 'prostitute', 'college', 'dormitory', 'mistaken identity', 'loss of virginity', 'teen movie', 'teenager', 'national lampoon series']","['Tatyana Ali', 'Boti Bliss', 'Gable Carr']",David Hillenbrand
5168,"['classroom', 'education', 'country life', ""family's daily life"", 'private lessons', 'learning and teaching', 'school excursion', 'village school', 'small school', 'family']","['Olivier', 'Guillaume', 'Johan']",Nicolas Philibert
9662,"['france', 'kidnapping', 'boy', 'biker', 'tour de france', 'mafia', 'dog', 'triplet', 'band singer', 'silent film', 'old woman']","['Béatrice Bonifassi', 'Lina Boudreau', 'Michèle Caucheteux']",Sylvain Chomet
837,"['suicide', 'tv show', 'hallucination', 'tv station', 'radio presenter', 'toronto', 'dystopia', 'brainwashing', 'pittsburgh']","['James Woods', 'Sonja Smits', 'Deborah Harry']",David Cronenberg
19666,"['sport', 'british', 'bollywood', 'arrogance', 'based on supposedly true story', 'drought', '19th century']","['Aamir Khan', 'Gracy Singh', 'Rachel Shelley']",Ashutosh Gowariker
821,"['judge', 'concentration camp', 'world war ii', 'nazis', 'court case', 'national socialism', 'national socialist party', 'nuremberg trials', 'right and justice', 'trial']","['Spencer Tracy', 'Burt Lancaster', 'Richard Widmark']",Stanley Kramer
37672,"['extramarital affair', 'middle age']","['Alan Alda', 'Ellen Burstyn', 'Ivan Bonar']",Robert Mulligan
1358,"['physics', 'stephen hawking']","['Stephen Hawking', 'Isobel Hawking', 'Janet Humphrey']",Errol Morris
11475,"['rock and roll', 'dream', 'american dream', 'career', 'success', 'musical', 'outfit', 'music band', 'finland', 'road movie']","['Matti Pellonpää', 'Kari Väänänen', 'Sakke Järvenpää']",Aki Kaurismäki
776,"['paris', 'upper class', 'jealousy', 'servant', 'pilot', 'bourgeoisie', 'hunting']","['Nora Gregor', 'Paulette Dubost', 'Mila Parély']",Jean Renoir
16563,"['brother brother relationship', 'oregon', 'bride', 'musical', 'wedding', 'based on short story', 'alarm', 'uncle niece relationship', 'mountain pass', 'wedding bouquet', '19th century']","['Howard Keel', 'Jeff Richards', 'Russ Tamblyn']",Stanley Donen
11703,"['gay', 'male nudity', 'prison', 'based on novel', 'homophobia', 'politics', 'war', 'homosexuality', 'torture', 'lgbt']","['William Hurt', 'Raúl Juliá', 'Sônia Braga']",Hector Babenco
891,"['usa', 'journalist', 'newspaper', 'burglar', 'fbi', 'wiretap', 'watergate scandal', 'plan', 'shadowing', 'politics', 'newspaper man']","['Robert Redford', 'Dustin Hoffman', 'Jack Warden']",Alan J. Pakula
83714,['woman director'],"['Geena Davis', 'Stephen Rea', 'James Gandolfini']",Martha Coolidge
10881,"['obsession', 'simulation', 'future', 'reality', 'dystopia', 'war', 'weapon', 'addiction', 'gang', 'cyberpunk', 'battle', 'game', 'getaway', 'rumor', 'illegal', 'player', 'level', 'virtual']","['Małgorzata Foremniak', 'Władysław Kowalski', 'Jerzy Gudejko']",Mamoru Oshii
11832,"['france', 'denmark', 'eating and drinking', 'cook', 'sect']","['Ghita Nørby', 'Stéphane Audran', 'Bodil Kjer']",Gabriel Axel
11806,"['puppy', ""st. bernard's dog"", 'family']","['Charles Grodin', 'Bonnie Hunt', 'Dean Jones']",Brian Levant
10438,"['holdings', 'sell', 'puppy', ""st. bernard's dog""]","['Charles Grodin', 'Bonnie Hunt', 'Nicholle Tom']",Rod Daniel
650,"['street gang', 'black people', 'rap music', 'hip-hop', 'street war', 'rapper', 'violence in schools', 'los angeles']","['Laurence Fishburne', 'Cuba Gooding Jr.', 'Ice Cube']",John Singleton
10337,"['underworld', 'hitman', 'biography', 'psychopath', 'romance', 'money', 'hoodlum']","['Warren Beatty', 'Annette Bening', 'Harvey Keitel']",Barry Levinson
8446,"['new york', 'teenager']","['Scott Baio', 'Jodie Foster', 'Florrie Dugger']",Alan Parker
9874,"['showdown', 'resistance', 'mannequin', 'prosecution', 'cop', 'murder', 'gang', 'witness to murder']","['Sylvester Stallone', 'Brigitte Nielsen', 'Reni Santoni']",George P. Cosmatos
29161,"['detective', 'daughter', 'psychopath', 'revenge', 'murder', 'school', 'doctor', 'maniac', 'chimpanzee', 'sleepwalking', 'insects', 'sanitorium', 'swiss']","['Jennifer Connelly', 'Donald Pleasence', 'Daria Nicolodi']",Dario Argento
49291,[],"['Nicholas Tse', 'Wu Bai', 'Anthony Wong']",Tsui Hark
4543,"['sense of life', 'comedian', 'sketch', 'monty python', 'aftercreditsstinger', 'duringcreditsstinger', 'the meaning of life', 'anarchic comedy']","['Terry Gilliam', 'Graham Chapman', 'John Cleese']",Terry Gilliam
11046,"['germany', 'world war ii', 'liberation of prisoners', 'alps']","['Richard Burton', 'Clint Eastwood', 'Mary Ure']",Brian G. Hutton
7442,"['violent husband', 'suspense', 'fakes death']","['Julia Roberts', 'Patrick Bergin', 'Kevin Anderson']",Joseph Ruben
14425,"['mascot', 'beer keg', 'political correctness', 'ultimate frisbee', 'funky music', 'fund raiser', 'stage diving']","['Jeremy Piven', 'Chris Young', 'David Spade']",Hart Bochner
6723,['rookie cop'],"['Clint Eastwood', 'Charlie Sheen', 'Raúl Juliá']",Clint Eastwood
13343,"['newspaper', 'haunted house', 'organ', 'slapstick', 'trial', 'secret door', 'courtroom', 'organ music']","['Don Knotts', 'Joan Staley', 'Liam Redmond']",Alan Rafkin
16969,"['photographer', 'private eye', 'whorehouse']","['Clint Eastwood', 'Burt Reynolds', 'Jane Alexander']",Richard Benjamin
13339,"['bullying', 'bully']","['Casey Siemaszko', 'Annie Ryan', 'Richard Tyson']",Phil Joanou
25237,"['war crimes', 'world war ii', 'nazis', 'wehrmacht', 'insanity', 'surrealism', 'teenage girl', 'atrocity', 'genocide', 'russian army', 'mine field', 'horrors of war', 'premature aging', 'byelorussia', 'eastern front']","['Aleksei Kravchenko', 'Olga Mironova', 'Liubomiras Laucevicius']",Elem Klimov
9871,"['brother sister relationship', 'sister sister relationship', 'puberty', 'longing', 'menstruation', 'high school', 'coming of age', 'marijuana', 'werewolf', 'gothic', 'metamorphosis', 'body transformation']","['Emily Perkins', 'Katharine Isabelle', 'Kris Lemche']",John Fawcett
71940,"['gun', 'mining', 'tragic', 'death', 'woman director']","['Suzy Amis', 'Bo Hopkins', 'Ian McKellen']",Maggie Greenwald
20238,"['horse', 'native american', 'stagecoach', 'covered wagon', 'cowgirl']","['Don Knotts', 'Barbara Rhoades', 'Jackie Coogan']",Alan Rafkin
33783,['androgyny'],"['Julia Sweeney', 'Dave Foley', 'Charles Rocket']",Adam Bernstein
163549,"['vigilante', 'torture', 'canuxploitation']","['Ernest Borgnine', 'Michael J. Pollard', 'Hollis McLaren']",John Trent
47898,"['murder', 'librarian']","['Penelope Ann Miller', 'Eric Thal', 'Alfre Woodard']",Allan Moyle
19171,"['con man', 'writer', 'broadway', 'film noir']","['Joan Crawford', 'Jack Palance', 'Gloria Grahame']",David Miller
11364,"['amnesia', 'childhood memory', 'firearm']","['Harrison Ford', 'Annette Bening', 'Bill Nunn']",Mike Nichols
39916,"['mars', 'egg', 'alien', 'independent film', 'gore', 'blood', 'creature', 'police detective', 'video nasty', 'alien attack']","['Ian McCulloch', 'Louise Marleau', 'Marino Masé']",Luigi Cozzi
32082,"['hospital', 'malpratice']","['George C. Scott', 'Diana Rigg', 'Richard Dysart']",Arthur Hiller
12772,"['cheating', 'small town', 'supernatural powers', 'preacher']","['Steve Martin', 'Debra Winger', 'Lolita Davidovich']",Richard Pearce
47866,"['waitress', 'sister sister relationship', 'new mexico', 'mother daughter relationship', 'diner', 'single mother', 'teenage daughter', 'unwanted pregnancy', 'woman director']","['Brooke Adams', 'Ione Skye', 'Fairuza Balk']",Allison Anders
18900,"['murder', 'true crime', 'farmer']","['Robert Blake', 'Scott Wilson', 'John Forsythe']",Richard Brooks
3087,"['dancer', 'song', 'comeback', 'biography', 'singer', 'vaudeville', 'actor']","['James Cagney', 'Joan Leslie', 'Walter Huston']",Michael Curtiz
14282,"['japan', 'sexual abuse', 'bondage', 'horror', 'rescue', 'ninja', 'tragedy', 'cruelty', 'violence', 'demon']","['Kouichi Yamadera', 'Emi Shinohara', 'Takeshi Aono']",Yoshiaki Kawajiri
11502,"['sailing trip', 'knife']","['Leon Niemczyk', 'Jolanta Umecka', 'Zygmunt Malanowicz']",Roman Polanski
2116,"['miami', 'florida', 'double murder', 'divorce']","['Denzel Washington', 'Eva Mendes', 'Sanaa Lathan']",Carl Franklin
1584,"['rock and roll', 'rock', 'high school', 'music band']","['Jack Black', 'Joan Cusack', 'Mike White']",Richard Linklater
28236,"['rock and roll', 'fab four', 'concert']","['Eric Clapton', 'Jeff Lynne', 'Ravi Shankar']",David Leland
2056,"['train station', 'new jersey', 'small person', 'friendship', 'newfoundland']","['Peter Dinklage', 'Patricia Clarkson', 'Bobby Cannavale']",Tom McCarthy
4997,"['robbery', 'junkie', 'investigation', 'porno star', 'murder', 'los angeles', 'violence', 'drug']","['Val Kilmer', 'Dylan McDermott', 'Kate Bosworth']",James Cox
8439,"['slum', 'rio de janeiro', 'bus hijacking', 'teacher']","['Yvonne Bezerra de Mello', 'Sandro do Nascimento', 'Rodrigo Pimentel']",José Padilha
322,"['child abuse', 'sexual abuse', 'loss of child', 'repayment', 'suppressed past', 'arbitrary law', 'boston', ""workers' quarter"", 'reference to sprite', 'child']","['Sean Penn', 'Tim Robbins', 'Kevin Bacon']",Clint Eastwood
11059,"['island', 'rave', 'weapon', 'student', 'based on video game']","['Jonathan Cherry', 'Tyron Leitso', 'Clint Howard']",Uwe Boll
11775,"['california', 'assassin', 'infidelity', 'fetish', 'hitman', 'tycoon', 'court', 'satire', 'lawyer', 'inheritance', 'divorce']","['George Clooney', 'Catherine Zeta-Jones', 'Edward Herrmann']",Joel Coen
24,"['japan', 'coma', 'martial arts', 'kung fu', 'underworld', 'yakuza', 'sword', 'bride', 'revenge', 'gore', 'female yakuza', 'blood', 'wedding', 'samurai sword', 'part animation']","['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox']",Quentin Tarantino
54973,['independent film'],"['John Livingston', 'Sabrina Lloyd', 'Bruno Campos']",Mark Decena
