world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
152-200,Technical University of Denmark,3,,7.7,12.6,17.8,12.3,36.1,20.3,2009
152-200,The University of Alabama at Birmingham,71-90,,0.0,0.0,16.2,17.1,43.4,24.1,2009
152-200,The University of Connecticut - Storrs,71-90,,13.4,0.0,16.2,12.9,36.1,19.3,2009
152-200,The University of Texas Health Science Center at Houston,71-90,,0.0,15.5,17.8,19.5,29.9,19.7,2009
152-200,The University of Texas M. D. Anderson Cancer Center,71-90,,0.0,0.0,21.8,11.6,42.7,22.7,2009
152-200,University of Barcelona,1,,0.0,0.0,7.3,14.5,50.0,24.2,2009
152-200,University of Bern,6,,14.5,0.0,10.3,20.4,37.8,27.6,2009
152-200,University of Buenos Aires,1,,18.9,25.3,0.0,5.7,36.6,21.5,2009
152-200,University of Cincinnati,71-90,,0.0,0.0,22.9,8.8,42.1,19.7,2009
152-200,University of Colorado at Denver,71-90,,0.0,0.0,17.8,14.8,39.1,20.9,2009
152-200,University of Delaware,71-90,,12.2,0.0,21.8,12.7,33.3,17.2,2009
152-200,University of Durham,16-23,,0.0,0.0,17.8,17.7,33.4,30.5,2009
152-200,University of East Anglia,16-23,,15.5,0.0,16.2,17.3,26.8,29.2,2009
152-200,University of Hamburg,12-14,,14.5,0.0,17.8,17.4,33.6,19.8,2009
152-200,University of Illinois at Chicago,71-90,,0.0,0.0,27.1,10.4,45.6,20.8,2009
152-200,University of Kiel,12-14,,13.4,15.5,10.3,12.4,31.3,18.2,2009
152-200,University of Koeln,12-14,,0.0,12.6,7.3,19.9,37.9,20.8,2009
152-200,University of Leicester,16-23,,0.0,0.0,19.2,16.5,32.7,29.7,2009
152-200,"University of Maryland, Baltimore",71-90,,0.0,0.0,21.8,16.6,39.6,22.2,2009
152-200,University of Nebraska - Lincoln,71-90,,20.4,0.0,16.2,14.8,34.4,18.0,2009
152-200,University of New South Wales,6,,0.0,0.0,19.2,12.1,47.8,22.2,2009
152-200,University of Padua,4,,0.0,0.0,12.6,17.9,47.2,18.1,2009
152-200,University of Paris Descartes (Paris 5),6-7,,14.0,12.0,10.3,13.6,38.7,14.4,2009
152-200,University of Southampton,16-23,,0.0,0.0,19.2,15.8,42.5,25.4,2009
152-200,University of St Andrews,16-23,,12.2,0.0,7.3,22.3,29.4,32.2,2009
152-200,University of Tennessee - Knoxville,71-90,,12.2,0.0,20.5,18.6,39.5,17.7,2009
152-200,University of Tsukuba,7-9,,0.0,20.0,12.6,9.8,38.3,19.9,2009
152-200,University of Vienna,1,,18.1,0.0,10.3,20.1,37.5,21.0,2009
152-200,University of Warwick,16-23,,0.0,0.0,21.8,14.9,37.7,26.8,2009
152-200,Virginia Commonwealth University,71-90,,12.2,14.1,17.8,7.2,34.9,17.7,2009
152-200,Virginia Polytechnic Institute and State University,71-90,,13.4,0.0,21.8,15.8,40.8,18.6,2009
152-200,Weizmann Institute of Science,4,,0.0,0.0,24.1,26.9,31.0,21.9,2009
201-302,Autonomous University of Madrid,2-4,,0.0,0.0,12.6,12.5,37.6,19.1,2009
201-302,Brandeis University,91-112,,21.9,0.0,7.3,19.7,19.5,24.1,2009
201-302,Charles University in Prague,1,,13.4,0.0,0.0,11.9,42.5,18.3,2009
201-302,Claude Bernard University Lyon 1,8-14,,13.4,0.0,0.0,18.2,42.6,14.4,2009
201-302,Complutense University of Madrid,2-4,,17.3,0.0,0.0,10.0,41.5,20.4,2009
201-302,Dalhousie University,7-18,,0.0,0.0,14.5,14.2,34.0,17.2,2009
201-302,Ecole Polytechnique,8-14,,19.7,0.0,7.3,10.6,28.0,21.3,2009
201-302,Industrial Physics and Chemistry Higher Educational Institution - Paris,8-14,,9.5,18.9,0.0,11.0,17.3,29.5,2009
201-302,Keio University,10-11,,0.0,0.0,10.3,12.4,34.3,17.4,2009
201-302,Kobe University,10-11,,0.0,0.0,12.6,10.3,32.3,16.2,2009
201-302,Korea Advanced Institute of Science and Technology,2-3,,0.0,0.0,0.0,14.2,38.1,27.5,2009
201-302,Lancaster University,24-33,,0.0,0.0,16.2,11.7,28.5,25.7,2009
201-302,Laval University,7-18,,0.0,0.0,16.2,10.2,37.8,15.8,2009
201-302,London School of Economics and Political Science,24-33,,17.3,0.0,14.5,,26.1,28.5,2009
201-302,London School of Hygiene and Tropical Medicine,24-33,,9.5,0.0,0.0,8.4,29.3,41.9,2009
201-302,Louisiana State University - Baton Rouge,91-112,,0.0,0.0,17.8,15.4,38.4,16.8,2009
201-302,Macquarie University,7-9,,0.0,0.0,16.2,14.6,26.7,23.7,2009
201-302,Medical University of Vienna,2-3,,12.2,15.5,7.3,6.1,32.5,17.6,2009
201-302,Monash University,7-9,,0.0,0.0,7.3,14.9,47.0,20.5,2009
201-302,Nanjing University,1-6,,0.0,0.0,0.0,12.5,42.8,16.3,2009
201-302,National and Kapodistrian University of Athens,1,,0.0,0.0,12.6,5.2,42.3,20.4,2009
201-302,National Cheng Kung University,2-3,,0.0,0.0,10.3,2.1,47.3,19.4,2009
201-302,National Tsing Hua University,2-3,,14.5,0.0,0.0,9.5,35.4,22.2,2009
201-302,Newcastle University,24-33,,0.0,0.0,16.2,19.0,34.5,22.7,2009
201-302,Norwegian University of Science and Technology,2-3,,16.4,0.0,10.3,16.6,34.8,19.1,2009
201-302,Paul Sabatier University (Toulouse 3),8-14,,0.0,6.3,0.0,17.2,35.3,11.9,2009
201-302,Peking University,1-6,,0.0,0.0,0.0,11.4,56.4,16.5,2009
201-302,Queen's University,7-18,,0.0,0.0,16.2,15.2,35.8,20.2,2009
201-302,Queen's University Belfast,24-33,,20.4,0.0,0.0,13.6,32.1,22.3,2009
201-302,Rensselaer Polytechnic Institute,91-112,,14.5,0.0,17.8,11.2,26.8,24.5,2009
201-302,Royal Institute of Technology,5-7,,0.0,15.5,0.0,7.9,35.0,17.0,2009
201-302,RWTH Aachen University,15-24,,5.5,0.0,7.3,9.0,38.4,18.5,2009
201-302,Shanghai Jiao Tong University,1-6,,0.0,0.0,0.0,8.7,55.2,17.8,2009
201-302,Simon Fraser University,7-18,,0.0,0.0,12.6,11.3,32.0,17.6,2009
201-302,State University of Campinas,2,,0.0,0.0,7.3,6.9,41.2,19.5,2009
201-302,State University of New York at Albany,91-112,,0.0,0.0,19.2,5.5,29.8,19.6,2009
201-302,State University of New York at Buffalo,91-112,,0.0,0.0,16.2,11.0,38.7,16.6,2009
201-302,Technical University of Berlin,15-24,,20.4,0.0,12.6,5.8,29.1,16.3,2009
201-302,The Chinese University of Hong Kong,1-3,,0.0,0.0,14.5,6.2,42.2,22.0,2009
201-302,The George Washington University,91-112,,13.4,0.0,12.6,10.5,32.3,17.7,2009
201-302,The Hong Kong University of Science and Technology,1-3,,0.0,0.0,16.2,5.8,32.7,23.3,2009
201-302,The University of Adelaide,7-9,,17.3,0.0,10.3,11.7,36.6,25.3,2009
201-302,The University of Auckland,1-2,,15.5,0.0,10.3,14.6,35.8,18.4,2009
201-302,The University of Calgary,7-18,,0.0,0.0,10.3,16.5,45.3,17.4,2009
201-302,The University of Dundee,24-33,,0.0,0.0,14.5,12.6,27.5,25.8,2009
201-302,The University of Hong Kong,1-3,,0.0,0.0,14.5,8.9,44.1,21.5,2009
201-302,The University of New Mexico - Albuquerque,91-112,,0.0,0.0,12.6,18.3,36.4,19.5,2009
201-302,The University of Reading,24-33,,0.0,0.0,14.5,16.6,28.7,26.2,2009
201-302,The University of Texas Health Science Center at San Antonio,91-112,,0.0,0.0,22.9,6.7,29.3,17.4,2009
201-302,Trinity College Dublin,1,,13.4,14.1,7.3,10.0,29.9,16.8,2009
201-302,Tsinghua University,1-6,,12.2,0.0,0.0,9.2,55.8,16.6,2009
201-302,Umea University,5-7,,0.0,0.0,14.5,12.0,32.5,13.5,2009
201-302,University of Aberdeen,24-33,,0.0,0.0,12.6,15.2,33.6,26.7,2009
201-302,University of Antwerp,5-6,,0.0,0.0,12.6,13.3,33.3,25.6,2009
201-302,University of Bath,24-33,,0.0,0.0,10.3,13.3,28.7,25.6,2009
201-302,University of Bergen,2-3,,0.0,0.0,7.3,16.2,36.4,18.6,2009
201-302,University of Bochum,15-24,,0.0,0.0,12.6,11.8,38.9,19.6,2009
201-302,University of Bologna,5-7,,0.0,0.0,10.3,9.3,47.6,15.7,2009
201-302,University of Bordeaux 1,8-14,,7.7,0.0,12.6,13.2,30.2,16.7,2009
201-302,University of Cape Town,1,,21.9,0.0,10.3,13.7,32.6,18.4,2009
201-302,University of Central Florida,91-112,,0.0,0.0,17.0,8.1,31.1,14.8,2009
201-302,University of Duesseldorf,15-24,,13.4,0.0,11.5,11.1,32.1,17.1,2009
201-302,University of Erlangen-Nuremberg,15-24,,0.0,0.0,16.2,13.5,39.6,20.6,2009
201-302,University of Florence,5-7,,0.0,0.0,16.2,12.7,40.0,16.1,2009
201-302,University of Gothenburg,5-7,,0.0,15.5,0.0,10.8,37.8,12.9,2009
201-302,University of Guelph,7-18,,0.0,0.0,16.2,14.3,33.5,19.6,2009
201-302,University of Halle-Wittenberg,15-24,,5.5,8.9,7.3,10.7,28.3,15.0,2009
201-302,University of Houston,91-112,,0.0,0.0,20.5,10.5,34.8,17.4,2009
201-302,University of Innsbruck,2-3,,0.0,10.9,7.3,15.9,23.8,14.5,2009
201-302,University of Kansas - Lawrence,91-112,,13.4,0.0,12.6,14.6,32.5,15.2,2009
201-302,University of Karlsruhe,15-24,,5.5,0.0,10.3,13.3,31.6,16.5,2009
201-302,University of Kentucky,91-112,,12.2,0.0,7.3,11.7,42.4,17.7,2009
201-302,University of Lausanne,7,,0.0,0.0,12.6,20.0,30.2,21.0,2009
201-302,University of Leipzig,15-24,,15.5,15.5,0.0,9.1,35.5,19.0,2009
201-302,University of Liege,5-6,,9.5,0.0,10.3,11.8,30.2,24.6,2009
201-302,University of Manitoba,7-18,,0.0,0.0,16.2,9.4,34.8,15.8,2009
201-302,University of Marburg,15-24,,15.5,0.0,14.5,15.3,29.9,17.5,2009
201-302,University of Medicine and Dentistry New Jersey,91-112,,0.0,0.0,22.9,12.5,33.7,19.6,2009
201-302,University of Missouri - Columbia,91-112,,10.9,0.0,7.3,13.1,41.0,14.6,2009
201-302,University of Montpellier 2,8-14,,12.2,0.0,12.6,14.4,32.9,17.6,2009
201-302,University of Notre Dame,91-112,,14.5,0.0,12.6,14.1,30.9,18.4,2009
201-302,University of Oregon,91-112,,12.2,0.0,10.3,20.1,27.3,17.5,2009
201-302,University of Otago,1-2,,0.0,0.0,10.3,9.7,33.8,24.6,2009
201-302,University of Ottawa,7-18,,0.0,0.0,7.3,13.6,39.6,17.8,2009
201-302,University of Saskatchewan,7-18,,10.9,0.0,14.5,6.7,33.5,16.6,2009
201-302,University of Science and Technology of China,1-6,,0.0,0.0,7.3,11.3,44.9,23.0,2009
201-302,University of South Carolina - Columbia,91-112,,0.0,0.0,16.2,13.4,34.5,17.1,2009
201-302,University of South Florida,91-112,,0.0,0.0,12.6,9.7,37.8,14.1,2009
201-302,University of Stuttgart,15-24,,21.2,0.0,10.3,13.0,28.7,16.7,2009
201-302,University of the Mediterranean (Aix-Marseille 2),8-14,,0.0,0.0,14.5,16.7,27.4,13.0,2009
201-302,University of Turin,5-7,,18.9,0.0,12.6,8.7,39.4,17.5,2009
201-302,University of Valencia,2-4,,0.0,0.0,7.3,8.6,40.3,19.2,2009
201-302,University of Vermont,91-112,,15.5,0.0,14.5,9.4,29.2,20.5,2009
201-302,University of Victoria,7-18,,0.0,0.0,14.5,11.2,30.0,18.3,2009
201-302,University of Waterloo,7-18,,0.0,0.0,19.2,9.3,41.2,21.3,2009
201-302,University of York,24-33,,0.0,0.0,17.8,12.2,32.0,27.3,2009
201-302,Washington State University - Pullman,91-112,,0.0,0.0,20.5,13.0,32.2,16.6,2009
201-302,Wayne State University,91-112,,0.0,0.0,7.3,9.4,39.5,19.0,2009
201-302,Western University,7-18,,0.0,0.0,8.9,13.1,43.8,18.5,2009
201-302,Yeshiva University,91-112,,0.0,0.0,12.6,17.9,33.5,20.0,2009
201-302,Yonsei University,2-3,,0.0,0.0,7.3,9.6,48.9,17.2,2009
201-302,Zhejiang University,1-6,,0.0,0.0,0.0,7.9,61.1,16.3,2009
303-401,Aristotle University of Thessaloniki,2,,0.0,0.0,7.3,3.3,37.2,17.5,2009
303-401,Autonomous University of Barcelona,5-6,,0.0,0.0,0.0,7.1,40.0,18.7,2009
303-401,Bar-Ilan University,5-6,,0.0,0.0,12.6,9.3,28.2,14.8,2009
303-401,Ben-Gurion University of the Negev,5-6,,0.0,0.0,7.3,8.9,36.8,17.7,2009
303-401,Brigham Young University,113-138,,10.9,0.0,10.3,3.9,26.2,9.9,2009
303-401,Chalmers University of Technology,8-9,,0.0,0.0,16.2,9.4,28.2,17.2,2009
303-401,City University of Hong Kong,4-5,,0.0,0.0,7.3,0.0,36.1,18.8,2009
303-401,City University of New York City College,113-138,,34.6,0.0,10.3,8.4,16.5,14.9,2009
303-401,Clemson University,113-138,,0.0,0.0,12.6,6.8,28.5,13.9,2009
303-401,Technical University Darmstadt,25-36,,17.3,0.0,7.3,9.1,28.6,15.3,2009
303-401,Dresden University of Technology,25-36,,0.0,0.0,7.3,9.0,35.8,17.3,2009
303-401,Ecole National Superieure Mines - Paris,15-19,,16.4,25.3,0.0,3.3,10.8,13.8,2009
303-401,Eotvos Lorand University,1-2,,17.3,0.0,10.3,9.1,23.4,13.7,2009
303-401,Federal University of Minas Gerais,3-4,,0.0,0.0,7.3,6.6,33.0,15.8,2009
303-401,Federal University of Rio de Janeiro,3-4,,0.0,0.0,0.0,11.3,39.5,18.9,2009
303-401,Flinders University,10-13,,17.3,0.0,7.3,5.1,23.4,21.3,2009
303-401,Fudan University,7-8,,0.0,0.0,0.0,6.2,46.3,16.7,2009
303-401,Georgetown University,113-138,,0.0,0.0,12.6,6.9,32.5,19.0,2009
303-401,Hanyang University,4-7,,0.0,0.0,0.0,6.3,37.8,16.5,2009
303-401,Henri Poincare University (Nancy 1),15-19,,13.4,18.9,0.0,8.0,20.4,11.5,2009
303-401,Hiroshima University,12-19,,0.0,0.0,7.3,10.1,35.9,17.7,2009
303-401,Indian Institute of Science,1,,0.0,0.0,12.6,6.4,33.4,16.7,2009
303-401,Indiana University-Purdue University at Indianapolis,113-138,,0.0,0.0,0.0,7.8,39.4,12.4,2009
303-401,Jagiellonian University,1-2,,12.2,0.0,7.3,4.8,31.6,15.6,2009
303-401,Kanazawa University,12-19,,0.0,0.0,10.3,6.7,27.5,17.1,2009
303-401,Kansas State University,113-138,,0.0,0.0,14.5,8.6,29.1,15.3,2009
303-401,Korea University,4-7,,0.0,0.0,0.0,5.1,44.8,17.9,2009
303-401,Medical University of South Carolina,113-138,,0.0,0.0,14.5,5.4,31.2,16.0,2009
303-401,Nagasaki University,12-19,,13.4,0.0,10.3,4.0,25.1,17.5,2009
303-401,Nanyang Technological University,2,,0.0,0.0,0.0,6.1,43.8,20.3,2009
303-401,National Chiao Tung University,4,,0.0,0.0,7.3,5.7,36.0,21.1,2009
303-401,Niigata University,12-19,,0.0,0.0,12.6,4.7,26.7,16.3,2009
303-401,Okayama University,12-19,,0.0,0.0,7.3,10.8,34.2,18.1,2009
303-401,Pohang University of Science and Technology,4-7,,0.0,0.0,7.3,8.6,28.5,27.9,2009
303-401,Polytechnic Institute of Milan,8-13,,9.5,15.5,0.0,6.0,28.4,14.0,2009
303-401,Polytechnic University of Valencia,5-6,,0.0,0.0,7.3,9.7,29.2,14.6,2009
303-401,Saint Louis University,113-138,,0.0,12.6,10.3,4.4,26.0,17.2,2009
303-401,Saint Petersburg State University,2,,26.8,0.0,0.0,6.3,28.9,16.1,2009
303-401,San Diego State University,113-138,,0.0,0.0,14.5,12.3,25.8,13.3,2009
303-401,Scuola Normale Superiore - Pisa,8-13,,0.0,0.0,12.6,4.7,17.0,43.0,2009
303-401,Shandong University,7-8,,0.0,0.0,0.0,3.9,40.7,11.7,2009
303-401,State University of New York Health Science Center at Brooklyn,113-138,,0.0,15.5,10.3,5.7,17.6,12.1,2009
303-401,Sungkyunkwan University,4-7,,0.0,0.0,0.0,9.1,41.7,16.6,2009
303-401,Swedish University of Agricultural Sciences,8-9,,0.0,0.0,12.6,12.9,28.6,13.9,2009
303-401,Syracuse University,113-138,,0.0,0.0,16.2,9.6,26.1,14.8,2009
303-401,Technical University of Braunschweig,25-36,,14.5,0.0,7.3,7.7,23.6,12.8,2009
303-401,Temple University,113-138,,0.0,0.0,14.5,4.8,31.6,13.6,2009
303-401,Texas Tech University,113-138,,0.0,0.0,10.3,6.1,29.8,13.9,2009
303-401,The Hong Kong Polytechnic University,4-5,,0.0,0.0,12.6,1.5,36.1,18.3,2009
303-401,The Open University,34-36,,0.0,0.0,12.6,14.7,21.6,18.0,2009
303-401,The University of Montana - Missoula,113-138,,7.7,0.0,12.6,11.8,16.9,15.8,2009
303-401,The University of Texas at Dallas,113-138,,0.0,0.0,10.3,13.7,26.9,21.8,2009
303-401,The University of Texas Medical Branch at Galveston,113-138,,0.0,0.0,17.8,8.4,27.8,15.6,2009
303-401,The University of Tokushima,12-19,,0.0,0.0,10.3,8.2,23.9,17.2,2009
303-401,Thomas Jefferson University,113-138,,0.0,0.0,16.2,1.5,27.9,14.9,2009
303-401,Tokyo Medical and Dental University,12-19,,0.0,0.0,7.3,11.7,26.7,24.9,2009
303-401,Tulane University,113-138,,0.0,0.0,14.5,10.1,27.0,13.4,2009
303-401,University College Cork,2-3,,0.0,0.0,16.2,5.9,23.0,13.2,2009
303-401,University College Dublin,2-3,,0.0,0.0,7.3,6.5,33.4,16.0,2009
303-401,University of Alaska - Fairbanks,113-138,,0.0,0.0,14.5,14.6,21.6,23.1,2009
303-401,University of Arkansas at Fayetteville,113-138,,0.0,0.0,10.3,11.8,24.7,14.0,2009
303-401,University of Bayreuth,25-36,,0.0,0.0,7.3,15.0,24.3,13.6,2009
303-401,University of Bielefeld,25-36,,0.0,0.0,14.5,11.6,24.6,14.2,2009
303-401,University of Bremen,25-36,,0.0,0.0,0.0,15.1,29.7,15.3,2009
303-401,University of Duisburg-Essen,25-36,,0.0,0.0,7.3,7.9,30.3,14.8,2009
303-401,University of Exeter,34-36,,0.0,0.0,0.0,18.4,27.8,24.9,2009
303-401,University of Ferrara,8-13,,0.0,0.0,10.3,5.5,26.6,17.0,2009
303-401,University of Genova,8-13,,0.0,0.0,14.5,3.9,32.6,13.8,2009
303-401,University of Giessen,25-36,,0.0,0.0,7.3,6.3,30.8,14.8,2009
303-401,University of Graz,4,,10.9,12.6,0.0,9.2,19.9,12.2,2009
303-401,University of Jena,25-36,,0.0,0.0,0.0,12.0,35.3,17.1,2009
303-401,University of Konstanz,25-36,,0.0,0.0,14.5,10.3,22.4,13.2,2009
303-401,University of Maastricht,10-11,,0.0,0.0,0.0,7.0,35.7,19.8,2009
303-401,University of Naples Federico II,8-13,,0.0,0.0,7.3,4.9,42.2,12.6,2009
303-401,University of Nebraska Medical Center,113-138,,0.0,0.0,16.2,7.7,23.0,13.4,2009
303-401,University of Nevada - Reno,113-138,,0.0,0.0,10.3,13.9,24.9,16.0,2009
303-401,University of New Hampshire - Durham,113-138,,0.0,0.0,14.5,13.4,21.8,16.2,2009
303-401,University of Newcastle,10-13,,0.0,0.0,10.3,7.8,26.8,20.4,2009
303-401,University of Oklahoma - Norman,113-138,,0.0,0.0,10.3,8.9,29.5,12.6,2009
303-401,University of Oulu,2-3,,13.4,0.0,7.3,6.6,28.5,14.5,2009
303-401,University of Palermo,8-13,,0.0,0.0,12.6,7.2,28.9,12.2,2009
303-401,University of Paris Dauphine (Paris 9),15-19,,0.0,26.8,7.3,0.0,12.1,20.6,2009
303-401,University of Provence (Aix-Marseille 1),15-19,,16.4,0.0,7.3,10.3,22.4,11.4,2009
303-401,University of Regensburg,25-36,,0.0,0.0,7.3,7.2,31.8,15.4,2009
303-401,University of Rennes 1,15-19,,0.0,0.0,7.3,10.5,27.5,10.6,2009
303-401,University of Rhode Island,113-138,,0.0,0.0,20.5,10.0,20.2,16.4,2009
303-401,University of Southern Denmark,4,,0.0,0.0,14.5,10.2,29.6,15.9,2009
303-401,University of Surrey,34-36,,0.0,0.0,7.3,4.9,28.4,22.0,2009
303-401,University of Szeged,1-2,,0.0,15.5,7.3,4.7,23.0,13.4,2009
303-401,University of Tasmania,10-13,,0.0,0.0,7.3,7.7,25.1,22.2,2009
303-401,University of the Witwatersrand,2,,21.9,0.0,0.0,9.9,27.8,15.3,2009
303-401,University of Turku,2-3,,0.0,0.0,12.6,7.7,32.1,16.2,2009
303-401,University of Twente,10-11,,0.0,0.0,10.3,6.2,27.7,15.6,2009
303-401,University of Ulm,25-36,,0.0,0.0,7.3,9.7,31.1,15.3,2009
303-401,University of Warsaw,1-2,,18.9,0.0,0.0,6.6,33.1,16.7,2009
303-401,University of Wollongong,10-13,,0.0,0.0,12.6,8.6,26.5,21.8,2009
303-401,Vrije University Brussel,7,,15.5,0.0,0.0,7.8,26.4,21.8,2009
303-401,Wake Forest University,113-138,,0.0,0.0,10.3,6.8,32.4,22.5,2009
303-401,Waseda University,12-19,,0.0,0.0,12.6,10.2,28.3,15.0,2009
402-501,Auburn University,139-152,,0.0,0.0,7.3,6.4,29.9,12.5,2009
402-501,Boston College,139-152,,0.0,0.0,7.3,10.3,21.9,13.5,2009
402-501,Brunel University,37-40,,0.0,0.0,10.3,1.5,25.1,25.5,2009
402-501,Carleton University,19-22,,0.0,0.0,12.6,4.7,24.8,14.7,2009
402-501,Catholic University of Chile,1-2,,0.0,0.0,7.3,8.9,26.1,13.1,2009
402-501,Catholic University of the Sacred Heart,14-21,,0.0,0.0,7.3,5.1,28.3,13.9,2009
402-501,Chang Gung University,5-7,,0.0,0.0,7.3,2.1,30.4,20.2,2009
402-501,Chiba University,20-31,,0.0,0.0,0.0,8.2,32.1,16.3,2009
402-501,China Agricultural University,9-18,,0.0,0.0,0.0,7.4,33.9,14.5,2009
402-501,Curtin University of Technology,14-17,,0.0,0.0,0.0,11.2,25.7,17.1,2009
402-501,Dalian University of Technology,9-18,,0.0,0.0,0.0,2.1,36.7,16.2,2009
402-501,Drexel University,139-152,,0.0,0.0,0.0,10.4,28.1,15.5,2009
402-501,Ecole Normale Superieure - Lyon,20-23,,0.0,0.0,7.3,10.9,20.4,20.7,2009
402-501,Ehime University,20-31,,0.0,0.0,7.3,6.9,22.7,14.4,2009
402-501,Eindhoven University of Technology,12,,0.0,0.0,0.0,7.2,32.3,16.6,2009
402-501,Federal University of Rio Grande do Sul,5-6,,0.0,0.0,0.0,2.3,35.3,16.3,2009
402-501,Gifu University,20-31,,0.0,0.0,7.3,4.8,23.9,15.6,2009
402-501,Gunma University,20-31,,0.0,0.0,7.3,7.3,22.5,16.7,2009
402-501,Hannover Medical School,37-40,,0.0,0.0,0.0,8.4,28.5,13.7,2009
402-501,Harbin Institute of Technology,9-18,,0.0,0.0,0.0,0.0,38.4,11.6,2009
402-501,Huazhong University of Science and Technology,9-18,,0.0,0.0,0.0,0.0,38.5,12.0,2009
402-501,Indian Institute of Technology Kharagpur,2,,0.0,0.0,10.3,0.0,29.7,14.5,2009
402-501,Istanbul University,1,,15.5,0.0,0.0,3.0,30.6,15.0,2009
402-501,James Cook University,14-17,,0.0,0.0,10.3,13.9,16.0,18.8,2009
402-501,Jilin University,9-18,,0.0,0.0,0.0,2.1,38.5,10.5,2009
402-501,Kagoshima University,20-31,,0.0,0.0,10.3,4.9,22.1,13.5,2009
402-501,King Saud University,1,,0.0,0.0,17.0,1.5,18.8,11.7,2009
402-501,Kumamoto University,20-31,,0.0,0.0,7.3,5.4,25.5,15.7,2009
402-501,Kyungpook National University,8-9,,0.0,0.0,0.0,3.9,32.6,14.3,2009
402-501,La Trobe University,14-17,,0.0,0.0,7.3,7.7,23.1,16.1,2009
402-501,Lanzhou University,9-18,,0.0,0.0,0.0,6.4,35.2,16.7,2009
402-501,Lehigh University,139-152,,0.0,0.0,10.3,6.5,20.7,15.8,2009
402-501,Linkoping University,10-11,,0.0,0.0,7.3,2.6,30.6,12.2,2009
402-501,Massey University,3-5,,0.0,0.0,10.3,2.6,27.1,15.1,2009
402-501,Medical College of Wisconsin,139-152,,0.0,0.0,7.3,6.1,27.7,13.5,2009
402-501,Medical University of Graz,5-7,,0.0,10.9,7.3,3.3,19.3,10.8,2009
402-501,Medical University of Innsbruck,5-7,,0.0,0.0,12.6,5.4,25.2,13.2,2009
402-501,Montana State University - Bozeman,139-152,,0.0,0.0,7.3,10.5,20.5,11.1,2009
402-501,Nankai University,9-18,,0.0,0.0,0.0,7.1,36.3,13.8,2009
402-501,Nara Institute of Science and Technology,20-31,,0.0,0.0,10.3,10.5,17.5,10.5,2009
402-501,National Central University,5-7,,0.0,0.0,0.0,8.4,29.5,17.7,2009
402-501,National Yang Ming University,5-7,,0.0,0.0,0.0,6.9,28.8,21.4,2009
402-501,Nihon University,20-31,,0.0,0.0,7.3,5.7,28.1,13.6,2009
402-501,Northeastern University,139-152,,0.0,0.0,7.3,8.3,25.7,13.3,2009
402-501,Osaka City University,20-31,,0.0,0.0,7.3,5.0,25.9,12.6,2009
402-501,Osaka Prefecture University,20-31,,0.0,0.0,10.3,6.5,23.2,12.1,2009
402-501,Polytechnic University of Turin,14-21,,0.0,0.0,12.6,0.0,26.6,14.1,2009
402-501,Pusan National University,8-9,,0.0,0.0,0.0,7.2,32.1,15.1,2009
402-501,"Royal Holloway, U. of London",37-40,,0.0,0.0,7.3,12.1,16.2,18.0,2009
402-501,Sao Paulo State University,5-6,,0.0,0.0,0.0,2.8,37.8,17.4,2009
402-501,Sichuan University,9-18,,0.0,0.0,0.0,1.5,42.8,11.9,2009
402-501,Southern Methodist University,139-152,,13.4,0.0,7.3,4.7,18.3,13.0,2009
402-501,Stockholm School of Economics,10-11,,0.0,16.7,0.0,,10.7,29.8,2009
402-501,Sun Yat-sen University,9-18,,0.0,0.0,0.0,3.5,40.1,12.9,2009
402-501,Swinburne University of Technology,14-17,,0.0,0.0,10.3,6.9,16.6,19.0,2009
402-501,The University of Connecticut Health Center,139-152,,0.0,0.0,10.3,10.5,22.5,12.3,2009
402-501,Tianjin University,9-18,,0.0,0.0,0.0,3.3,33.7,13.1,2009
402-501,Tokyo University of Agriculture and Technology,20-31,,0.0,0.0,7.3,5.7,24.5,20.8,2009
402-501,University of Bari,14-21,,0.0,0.0,0.0,6.3,31.1,13.5,2009
402-501,University of Canterbury,3-5,,0.0,0.0,7.3,7.5,25.0,18.3,2009
402-501,University of Chile,1-2,,9.5,0.0,0.0,4.3,31.2,14.8,2009
402-501,University of Dortmund,37-40,,0.0,0.0,7.3,6.8,23.6,11.8,2009
402-501,University of Eastern Finland,4-5,,0.0,0.0,7.3,5.5,25.8,12.6,2009
402-501,University of Essex,37-40,,15.5,0.0,7.3,5.3,19.4,20.5,2009
402-501,University of Fribourg,8,,0.0,0.0,10.3,9.3,16.1,16.2,2009
402-501,University of Granada,7-11,,0.0,0.0,0.0,3.5,33.7,15.6,2009
402-501,University of Greifswald,37-40,,0.0,8.9,7.3,2.1,22.8,11.8,2009
402-501,University of Haifa,7,,0.0,0.0,7.3,4.9,26.6,12.9,2009
402-501,University of Hannover,37-40,,0.0,0.0,7.3,7.1,25.7,12.7,2009
402-501,University of Hertfordshire,37-40,,0.0,0.0,7.3,10.4,15.7,20.3,2009
402-501,University of Jyvaskyla,4-5,,0.0,0.0,7.3,6.8,24.5,12.2,2009
402-501,University of Kansas Medical Center,139-152,,0.0,0.0,12.6,5.7,20.6,11.4,2009
402-501,University of KwaZulu-Natal,3,,0.0,0.0,7.3,9.9,25.8,13.2,2009
