ID,Name,Age,Nationality,Overall,Potential,Club,Value_EUR,Wage_EUR,Special
229150,P. Hatzidiakos,20,Greece,65,74,AZ Alkmaar,725000.0,2000.0,1535
230174,Peter Abradanel,29,Brazil,65,65,Associação Atlética Ponte Preta,375000.0,4000.0,906
230686,J. Makengo,19,France,65,81,OGC Nice,1100000.0,5000.0,1791
223263,Z. Gordon,24,Scotland,65,69,Jagiellonia Białystok,575000.0,3000.0,1575
185119,A. Dyer,27,Montserrat,65,66,IF Elfsborg,600000.0,2000.0,1777
188959,C. Gustafsson,30,Sweden,65,65,IK Sirius,500000.0,1000.0,1794
144160,T. Acar,31,Turkey,65,65,Medicana Sivasspor,325000.0,3000.0,1182
198177,B. Schenkeveld,25,Netherlands,65,68,Melbourne City,550000.0,3000.0,1685
219937,N. Körber,20,Germany,65,77,SC Preußen Münster,775000.0,4000.0,1015
223009,E. Lancini,23,Italy,65,70,Brescia,625000.0,1000.0,1282
223265,M. Devlin,23,Scotland,65,74,Hamilton Academical FC,725000.0,2000.0,1364
189217,P. Pawlett,26,Scotland,65,66,Milton Keynes Dons,625000.0,4000.0,1644
202530,Alvaro Rey,27,Spain,65,65,Arka Gdynia,575000.0,3000.0,1682
228386,P. Cissé,21,Senegal,65,71,Olympiakos CFP,650000.0,1000.0,1422
229667,Josan,27,Spain,65,65,Albacete Balompié,575000.0,3000.0,1598
233763,P. Dahlberg,18,Sweden,65,78,IFK Göteborg,775000.0,1000.0,922
204324,M. Kennedy,22,Scotland,65,72,Portsmouth,750000.0,7000.0,1724
208676,N. Fitzgerald,25,Australia,65,67,Melbourne City,650000.0,4000.0,1745
215588,Yeray,29,Spain,65,65,C.D. Leonesa S.A.D.,525000.0,3000.0,1682
228645,L. Görtler,23,Germany,65,71,FC Utrecht,750000.0,4000.0,1577
164645,S. Dawson,31,Republic of Ireland,65,65,Bury,475000.0,4000.0,1687
172837,E. Alfonso,29,Italy,65,66,Cittadella,425000.0,1000.0,1233
202534,K. Larsen,25,Norway,65,67,Lyngby BK,650000.0,4000.0,1628
205094,Jo Young Cheol,28,Korea Republic,65,65,Sangju Sangmu FC,550000.0,3000.0,1793
208166,D. Mariani,26,Switzerland,65,67,FC Lugano,650000.0,3000.0,1680
210726,Jin Seong Wook,23,Korea Republic,65,72,Jeju United FC,775000.0,2000.0,1532
222246,R. Marquez,25,United States,65,68,Philadelphia Union,575000.0,2000.0,1437
233254,S. Akasaki,25,Japan,65,68,Gamba Osaka,700000.0,4000.0,1697
234790,Soriano,19,Spain,65,75,Sevilla Atlético,650000.0,1000.0,1083
240678,A. Khalaf,25,Iraq,65,68,Ettifaq FC,575000.0,4000.0,1437
191782,A. García,25,Mexico,65,69,U.N.A.M.,575000.0,5000.0,1627
221479,D. Calvert-Lewin,20,England,65,79,Everton,1200000.0,20000.0,1599
233767,S. Alakouch,18,France,65,82,Nîmes Olympique,1000000.0,1000.0,1559
237351,O. Pehrsson,29,Sweden,65,65,IK Sirius,425000.0,1000.0,1408
215336,J. Leudo,23,Colombia,65,71,Atlético Huila,625000.0,1000.0,1603
150568,J. Brison,34,France,65,65,Chamois Niortais FC,150000.0,2000.0,1779
188968,G. Marinelli,28,Argentina,65,68,Colon de Santa Fe,475000.0,3000.0,1014
209193,P. Wiegers,27,Germany,65,66,SG Dynamo Dresden,425000.0,3000.0,1072
235049,I. Escobar,21,Argentina,65,74,Talleres de Cordoba,725000.0,3000.0,1560
188970,J. Mårtensson,28,Sweden,65,65,Örebro SK,525000.0,2000.0,1758
202795,K. Ntlhe,23,South Africa,65,70,Rochdale,600000.0,2000.0,1568
207659,L. Grozurek,25,Austria,65,67,FC Admira Wacker Mödling,650000.0,3000.0,1647
227371,W. Mosquera,32,Colombia,65,65,Jaguares Fútbol Club,300000.0,1000.0,1051
231979,T. Endoh,23,Japan,65,70,Toronto FC,725000.0,2000.0,1626
170027,R. McArdle,30,Northern Ireland,65,65,Scunthorpe United,400000.0,4000.0,1393
237099,Jang Seong Jae,21,Korea Republic,65,76,Ulsan Hyundai Horang-i,925000.0,2000.0,1704
237611,V. Ilyin,23,Russia,65,72,FC Ural,775000.0,9000.0,1570
197164,L. Gil,23,United States,65,70,Colorado Rapids,700000.0,3000.0,1725
197932,K. Appiah,26,Ghana,65,66,AFC Wimbledon,650000.0,3000.0,1649
205100,A. Filtsov,27,Russia,65,67,Rubin Kazan,450000.0,9000.0,1099
209964,B. Kluft,27,Germany,65,65,Chemnitzer FC,575000.0,1000.0,1622
218156,Ary Papel,23,Angola,65,71,Sporting CP,750000.0,4000.0,1660
219436,J. Clarke,22,England,65,72,Brentford,750000.0,10000.0,1710
226604,D. Valoyes,20,Colombia,65,80,La Equidad,1200000.0,1000.0,1737
238636,R. Preißinger,20,Germany,65,74,VfR Aalen,725000.0,1000.0,1618
187180,Lee Kyu Ro,28,Korea Republic,65,65,FC Seoul,425000.0,3000.0,1710
194092,A. Uludağ,26,Turkey,65,66,Gençlerbirliği SK,525000.0,5000.0,1832
235565,D. Bronn,22,Tunisia,65,72,KAA Gent,650000.0,5000.0,1477
210990,E. Sarraj,27,Saudi Arabia,65,65,Al Faisaly,575000.0,10000.0,1638
219950,N. Sonko Sundberg,21,Sweden,65,74,GIF Sundsvall,725000.0,2000.0,1566
190510,S. Mattila,27,Finland,65,66,SønderjyskE,500000.0,4000.0,1797
198959,F. Paghera,25,Italy,65,68,Avellino,675000.0,2000.0,1743
203823,T. Bertels,30,Germany,65,65,SC Paderborn 07,400000.0,1000.0,1737
205871,Dani Sotres,24,Spain,65,71,RC Celta de Vigo,550000.0,4000.0,1218
220464,S. Emmanuello,23,Italy,65,73,Perugia,775000.0,7000.0,1673
223792,T. Knoflach,23,Austria,65,71,SK Rapid Wien,550000.0,4000.0,1112
228656,R. Allen,27,United States,65,66,New York City Football Club,500000.0,2000.0,1653
224817,R. Barrios,24,Argentina,65,71,Defensa y Justicia,625000.0,3000.0,1598
204850,T. Nguen,23,Norway,65,74,Strømsgodset IF,825000.0,1000.0,1687
224050,G. Diaz,21,Colombia,65,75,Independiente Medellín,775000.0,1000.0,1371
226098,F. Del Sole,19,Italy,65,84,Pescara,1200000.0,1000.0,1524
238642,J. Nietfeld,23,Germany,65,72, SSV Jahn Regensburg,775000.0,4000.0,1468
224308,O. Aydoğan,20,Germany,65,76,Karlsruher SC,925000.0,10000.0,1619
193076,Assis,27,Brazil,65,65,Boavista FC,375000.0,2000.0,1037
198197,Jesús Alfaro,26,Spain,65,66,FC Barcelona B,625000.0,3000.0,1493
180789,Y. Igawa,34,Japan,65,65,Kawasaki Frontale,160000.0,3000.0,1603
222774,S. Tekerci,23,Turkey,65,71,FSV Zwickau,750000.0,1000.0,1785
226102,C. Dunkley,25,England,65,68,Wigan Athletic,575000.0,4000.0,1472
214583,C. Vargas,27,Colombia,65,67,Atletico Nacional Medellin,450000.0,1000.0,1080
152887,C. Wingert,35,United States,65,65,Real Salt Lake,120000.0,2000.0,1740
219447,J. Hinestroza,21,Colombia,65,75,Tigres FC,875000.0,1000.0,1614
224311,F. Børsting,22,Denmark,65,73,Aalborg BK,800000.0,4000.0,1614
228151,J. Cullen,21,Republic of Ireland,65,77,Bolton Wanderers,950000.0,17000.0,1757
238647,M. Schröter,21,Germany,65,73,FSV Zwickau,675000.0,1000.0,1767
212536,G. Omae,27,Japan,65,65,Omiya Ardija,575000.0,2000.0,1743
214328,J. Valencia,35,Colombia,65,65,Deportivo Pasto,230000.0,1000.0,1650
235320,B. Johnsen,25,Norway,65,68,ADO Den Haag,700000.0,4000.0,1551
230969,F. Selemani,23,France,65,73,FC Lorient,800000.0,2000.0,1703
232505,T. Hayashi,34,Japan,65,65,Sanfrecce Hiroshima,220000.0,3000.0,932
239929,I. Petryak,23,Ukraine,65,72,Shakhtar Donetsk,750000.0,1000.0,1503
209979,G. Gope-Fenepej,28,New Caledonia,65,65,Amiens SC Football,550000.0,6000.0,1633
213307,D. Serna,23,United States,65,71,Colorado Rapids,750000.0,2000.0,1663
229179,C. Tabó,23,Uruguay,65,73,Club Atlas,800000.0,5000.0,1592
237116,K. Ford,21,United States,65,77,Colorado Rapids,850000.0,2000.0,1417
186172,G. Gunning,26,Republic of Ireland,65,68,Port Vale,550000.0,5000.0,1704
232509,K. Morisaki,36,Japan,65,65,Sanfrecce Hiroshima,70000.0,3000.0,1557
237373,F. Ortíz,24,Mexico,65,70,Monarcas Morelia,725000.0,3000.0,1510
192317,J. Steer,24,England,65,71,Aston Villa,550000.0,6000.0,1079
210494,M. Schmerböck,23,Austria,65,70,SK Sturm Graz,725000.0,5000.0,1636
221502,J. Hamilton,21,Canada,65,73,Toronto FC,825000.0,2000.0,1534
205887,C. Woodrow,22,England,65,74,Bristol City,850000.0,11000.0,1566
206399,D. Georgievski,29,FYR Macedonia,65,65,Newcastle Jets,400000.0,2000.0,1786
209471,Augusto,29,Portugal,65,65,Śląsk Wrocław,400000.0,3000.0,1669
231231,B. Garnica,21,Mexico,65,76,Club Atlas,925000.0,5000.0,1614
233279,Park Dong Jin,22,Korea Republic,65,73,GwangJu FC,675000.0,1000.0,1493
193087,P. Tomasik,29,Poland,65,65,Jagiellonia Białystok,400000.0,3000.0,1709
230208,Lúcio Corteijo,25,Brazil,65,65,Vitória ,475000.0,4000.0,1414
231488,M. Omoh,25,Nigeria,65,66,Örebro SK,650000.0,2000.0,1597
189760,T. Archibald-Henville,28,England,65,66,Exeter City,500000.0,4000.0,1482
221505,S. Okoli,24,United States,65,72,New York City Football Club,775000.0,3000.0,1484
231489,A. Keita,30,Sweden,65,65,Östersunds FK,350000.0,1000.0,930
235073,G. Kobel,19,Switzerland,65,81,TSG 1899 Hoffenheim,950000.0,3000.0,896
203842,M. Fitzgerald,28,Japan,65,65,Kawasaki Frontale,450000.0,3000.0,1522
210498,F. Darwish,25,Saudi Arabia,65,65,Al Hilal,475000.0,9000.0,1839
213314,Ham Seok Min,23,Korea Republic,65,72,Suwon Samsung Bluewings,550000.0,2000.0,1085
232770,S. Colombatto,20,Argentina,65,79,Perugia,1200000.0,10000.0,1653
216387,S. Sané,24,Germany,65,69,SG Sonnenhof Großaspach,725000.0,1000.0,1493
224067,J. Tverskov,24,Denmark,65,73,Odense Boldklub,675000.0,3000.0,1554
232003,M. Solís,34,Colombia,65,65,Independiente Santa Fe,220000.0,1000.0,955
226116,R. Sweeney,20,Republic of Ireland,65,79,Bristol Rovers,1100000.0,11000.0,1425
228932,G. Amiot,22,France,65,73,Bourg en Bresse Péronnas 01,675000.0,2000.0,1415
163908,M. Troiano,32,Italy,65,65,Virtus Entella,400000.0,1000.0,1771
235332,G. Marchegiani,21,Italy,65,79,Ferrara (SPAL),975000.0,2000.0,927
240196,F. Escobar,22,Panama,65,71,New York Red Bulls,625000.0,2000.0,1557
219461,E. Palmer-Brown,20,United States,65,82,Sporting Kansas City,1100000.0,2000.0,1539
223557,M. Madri,27,France,65,65,RC Lens,575000.0,3000.0,1623
227909,J. McCarthy,24,United States,65,71,Philadelphia Union,550000.0,2000.0,1016
237893,T. Dekker,19,Netherlands,65,75,VVV-Venlo,725000.0,2000.0,1600
180293,Park Won Jae,33,Korea Republic,65,65,Jeonbuk Hyundai Motors,210000.0,3000.0,1751
205382,E. Boldewijn,24,Netherlands,65,71,Crawley Town,750000.0,3000.0,1553
224838,F. Dagerstål,20,Sweden,65,75,IFK Norrköping,775000.0,1000.0,1628
235334,B. Straetman,19,Belgium,65,77,Sporting Lokeren,950000.0,3000.0,1581
192582,C. Shields,26,Republic of Ireland,65,67,Dundalk,550000.0,1000.0,1690
205639,Gálvez,24,Spain,65,72,Albacete Balompié,650000.0,2000.0,1501
207943,Ewerton,24,Brazil,65,68,Portimonense SC,575000.0,2000.0,1662
224327,S. Leuko,23,Cameroon,65,72,CD Lugo,650000.0,2000.0,1722
163143,A. McCormack,33,Republic of Ireland,65,65,Luton Town,220000.0,5000.0,1721
232775,A. Esaka,25,Japan,65,68,Omiya Ardija,700000.0,2000.0,1587
220488,F. Costa,22,Italy,65,71,Ferrara (SPAL),750000.0,4000.0,1617
221768,J. Zwischenbrugger,27,Austria,65,66,SCR Altach,500000.0,5000.0,1601
230216,Adnan Vidual,25,Brazil,65,65,Sport Club do Recife,475000.0,4000.0,1652
170056,J. Grant,29,Jamaica,65,65,Plymouth Argyle,525000.0,4000.0,1655
222537,Zizo,21,Egypt,65,74,Moreirense FC,825000.0,2000.0,1639
223817,F. Acosta,21,Uruguay,65,75,Villarreal CF,875000.0,7000.0,1577
167497,D. Avdić,28,Sweden,65,65,AIK Solna,550000.0,4000.0,1609
240201,Nacho Méndez,19,Spain,65,80,Real Sporting de Gijón,1100000.0,2000.0,1676
151114,M. Tauber,32,Denmark,65,65,Lyngby BK,300000.0,3000.0,1735
231498,D. Bergqvist,24,Sweden,65,70,Östersunds FK,625000.0,2000.0,1517
226123,H. Da Campo,22,Argentina,65,72,Rosario Central,750000.0,4000.0,1714
232779,Y. Iwakami,27,Japan,65,65,Omiya Ardija,575000.0,2000.0,1657
171083,R. O'Donovan,31,Republic of Ireland,65,65,Newcastle Jets,475000.0,2000.0,1667
240459,C. Ezeh,19,Nigeria,65,73,Portimonense SC,775000.0,2000.0,1519
234060,Y. Herrera,19,Venezuela,65,75,New York City Football Club,825000.0,2000.0,1767
238668,M. Hofrath,24,Germany,65,69, SSV Jahn Regensburg,575000.0,3000.0,1649
240972,N. Dibble,20,Uruguay,65,75,Gimnasia y Esgrima La Plata,875000.0,4000.0,1585
198989,R. Gigolaev,27,Russia,65,65,Terek Grozny,575000.0,9000.0,1784
199245,G. Allison,26,Mexico,65,66,Cruz Azul,425000.0,6000.0,1078
201293,E. Scheel,27,Denmark,65,65,SønderjyskE,575000.0,4000.0,1671
227149,J. Varela,29,Colombia,65,65,Águilas Doradas,525000.0,1000.0,1634
236877,Bruno Leite,22,Portugal,65,75,FK Haugesund,850000.0,1000.0,1723
138830,D. Lewington,33,England,65,65,Milton Keynes Dons,210000.0,4000.0,1661
226382,L. Villarruel,26,Argentina,65,69,Bahía Blanca,575000.0,4000.0,1684
205903,S. Drewniak,23,Poland,65,69,Cracovia,600000.0,2000.0,1788
214351,D. Novoa,28,Colombia,65,67,La Equidad,450000.0,1000.0,1126
219727,L. Pérez,27,Italy,65,66,Ascoli,625000.0,2000.0,1641
160079,A. Lutego,29,Chile,65,65,Club de Deportes Temuco,425000.0,1000.0,1704
230991,F. Picault,26,United States,65,66,Philadelphia Union,625000.0,3000.0,1641
237135,Davidson,26,Brazil,65,65,Grupo Desportivo de Chaves,575000.0,3000.0,1692
237647,A. Hrustic,20,Australia,65,73,FC Groningen,800000.0,3000.0,1592
196688,A. Corzo,28,Peru,65,65,,0.0,0.0,1579
199248,H. Savran,32,Germany,65,65,VfL Osnabrück,425000.0,1000.0,1691
215376,E. Capradossi,21,Italy,65,75,Bari,775000.0,10000.0,1307
229200,F. Le Joncour,22,France,65,73,SM Caen,675000.0,5000.0,1415
234576,Diogo Queirós,18,Portugal,65,78,FC Porto,850000.0,2000.0,1420
236368,G. Maggiore,19,Italy,65,81,La Spezia,1100000.0,1000.0,1672
223313,H. Arslan,28,Turkey,65,65,Medicana Sivasspor,450000.0,4000.0,1851
233809,A. Rossi,20,Italy,65,79,Salernitana,1200000.0,10000.0,1496
186449,L. Kelly,27,Scotland,65,65,Coventry City,550000.0,5000.0,1812
222546,L. Zingerle,23,Germany,65,72,SC Paderborn 07,550000.0,1000.0,932
235858,José Perales,24,Spain,65,71,Gimnàstic de Tarragona,550000.0,2000.0,1066
240466,M. Ćosić,23,Croatia,65,69,FK Haugesund,600000.0,1000.0,1439
185170,S. Ryall,27,Australia,65,65,Sydney FC,450000.0,3000.0,1681
187218,M. Jiménez,27,Mexico,65,67,Guadalajara,450000.0,10000.0,1011
204883,B. Samba,23,Congo,65,69,SM Caen,500000.0,4000.0,1034
214099,M. Aaquist,22,Denmark,65,75,FC Nordsjælland,875000.0,4000.0,1682
225363,R. Lameiras,22,Portugal,65,72,Plymouth Argyle,750000.0,3000.0,1720
162899,M. Sadler,32,England,65,65,Shrewsbury,300000.0,2000.0,1708
230995,S. Sarr,21,Senegal,65,73,La Berrichonne de Châteauroux,700000.0,3000.0,1671
239187,J. Aguilar,22,Panama,65,71,Estoril Praia,750000.0,3000.0,1675
182867,O. Bagüí,34,Ecuador,65,65,,0.0,0.0,1591
191827,Yoo Hyun,32,Korea Republic,65,65,FC Seoul,300000.0,2000.0,1169
198740,A. Acosta,29,Mexico,65,65,Tigres U.A.N.L.,400000.0,15000.0,1874
214356,J. Malagón,24,Colombia,65,72,Tigres FC,650000.0,1000.0,1335
215636,S. Bannigan,24,Scotland,65,70,Partick Thistle F.C.,625000.0,2000.0,1789
230740,Leandrinho,18,Brazil,65,84,Napoli,1100000.0,8000.0,1522
240212,D. Petković,24,Montenegro,65,70,FC Lorient,525000.0,2000.0,896
184148,J. Coppens,26,Belgium,65,67,FC Carl Zeiss Jena,450000.0,1000.0,1109
118868,C. Källqvist,33,Sweden,65,65,BK Häcken,270000.0,1000.0,1017
198229,F. Doré,28,Congo,65,65,Clermont Foot 63,550000.0,8000.0,1544
235093,Fran Rodríguez,22,Spain,65,70,UD Almería,600000.0,2000.0,1622
237397,B. Kallman,26,United States,65,65,Minnesota Thunder,475000.0,2000.0,1507
213334,K. Coulibaly,24,France,65,71,Willem II,750000.0,3000.0,1678
226390,R. Vera,34,Argentina,65,65,Club Atlético Patronato,160000.0,3000.0,1565
105046,A. Østli,34,Norway,65,65,Sarpsborg 08 FF,160000.0,1000.0,1594
227927,K. Walker-Peters,20,England,65,80,Tottenham Hotspur,1100000.0,14000.0,1618
208984,J. Müller,27,Germany,65,65,SpVgg Unterhaching,575000.0,1000.0,1681
233560,Lim Min Hyuk,20,Korea Republic,65,74,FC Seoul,850000.0,2000.0,1594
209241,G. Balažic,29,Slovenia,65,65,FC Ural,425000.0,9000.0,1427
198490,A. Faltsetas,29,Sweden,65,65,BK Häcken,525000.0,2000.0,1825
199002,M. Amini,24,Australia,65,68,Aarhus GF,675000.0,4000.0,1756
222298,E. Digbeu,25,France,65,69,Bourg en Bresse Péronnas 01,575000.0,2000.0,1658
224090,P. Müller,22,Germany,65,74,SV Wehen Wiesbaden,825000.0,1000.0,1575
231514,R. Gojani,24,Sweden,65,70,Jönköpings Södra IF,700000.0,1000.0,1700
237658,S. Bueno,18,Uruguay,65,80,FC Barcelona B,1000000.0,1000.0,1331
201051,S. Kleineheismann,29,Germany,65,65,Hallescher FC,425000.0,1000.0,1594
226651,Kim Min Hyeok,24,Korea Republic,65,70,GwangJu FC,700000.0,1000.0,1627
229723,M. Jensen,21,Denmark,65,75,FC Nordsjælland,875000.0,4000.0,1737
235867,L. Strizzolo,25,Italy,65,68,Cittadella,700000.0,1000.0,1397
237403,J. Cox,23,Panama,65,73,Envigado FC,800000.0,1000.0,1397
175963,T. Röttger,31,Germany,65,65,SG Sonnenhof Großaspach,475000.0,1000.0,1709
202076,Z. Valentin,25,United States,65,67,Portland Timbers,550000.0,2000.0,1690
208988,H. Shaian,28,Saudi Arabia,65,65,Al Nassr,375000.0,8000.0,1052
214364,F. Álvarez,24,Colombia,65,71,Independiente Medellín,625000.0,1000.0,1687
226652,Park Yong Woo,23,Korea Republic,65,70,Ulsan Hyundai Horang-i,625000.0,2000.0,1675
204637,J. Derstroff,25,Germany,65,68,SV Sandhausen,675000.0,2000.0,1620
211037,De La Hoz,25,Spain,65,72,Albacete Balompié,650000.0,6000.0,1555
214877,H. Bjørdal,20,Norway,65,75,Brighton & Hove Albion,875000.0,10000.0,1742
233053,A. Hadžiahmetović,20,Bosnia Herzegovina,65,77,Atiker Konyaspor,975000.0,4000.0,1782
179549,S. Maierhofer,34,Austria,65,65,SV Mattersburg,280000.0,7000.0,1562
183645,C. Ramsebner,28,Austria,65,67,LASK Linz,500000.0,5000.0,1353
145758,Freire,27,Brazil,65,65,Shimizu S-Pulse,450000.0,2000.0,1465
234078,O. Mangala,19,Belgium,65,79,VfB Stuttgart,1100000.0,4000.0,1718
237662,B. Lennon,19,United States,65,77,Real Salt Lake,950000.0,15000.0,1652
238686,P. Sohm,25,Germany,65,68,SG Sonnenhof Großaspach,675000.0,1000.0,1611
239454,B. Figueroa,18,Mexico,65,73,U.N.A.M.,725000.0,4000.0,1516
214367,D. Briceño,31,Colombia,65,65,Alianza Petrolera,375000.0,1000.0,1372
234079,K. Thiam,23,Senegal,65,70,Dinamo Moscow,625000.0,7000.0,1759
235103,N. Ampomah,21,Ghana,65,73,Waasland-Beveren,800000.0,3000.0,1600
197984,J. Orlov,31,Sweden,65,65,SK Brann,475000.0,2000.0,1607
216416,J. Gyamerah,22,Germany,65,75,VfL Bochum,750000.0,4000.0,1627
217696,A. Doukha,30,Algeria,65,65,Ohod Club,350000.0,5000.0,1064
231264,T. Rodríguez,21,Argentina,65,77,Genoa,975000.0,7000.0,1596
232800,J. Izumisawa,25,Japan,65,68,Gamba Osaka,675000.0,4000.0,1666
198497,M. Connolly,25,Republic of Ireland,65,70,Crawley Town,600000.0,3000.0,1396
212065,Jeong Dong Ho,27,Korea Republic,65,65,Ulsan Hyundai Horang-i,450000.0,2000.0,1593
228961,M. Pitton,22,Argentina,65,70,Unión de Santa Fe,625000.0,3000.0,1723
237153,L. Blessing,20,Ghana,65,71,Sporting Kansas City,750000.0,2000.0,1703
213090,T. Al Absi,24,Saudi Arabia,65,70,Al Taawoun,625000.0,5000.0,1412
223330,M. Moscati,24,Italy,65,70,Novara,700000.0,1000.0,1742
237410,V. Kravets,19,Ukraine,65,75,CD Lugo,725000.0,1000.0,1483
191330,K. Kikuchi,31,Japan,65,65,Omiya Ardija,375000.0,2000.0,1682
222051,Kim Dae Jung,24,Korea Republic,65,70,Incheon United FC,625000.0,2000.0,1377
224099,L. Coyle,21,England,65,75,Fleetwood Town,750000.0,7000.0,1614
226403,F. Crivelli,35,Argentina,65,65,Club Atlético Tigre,130000.0,2000.0,1093
226659,J. Amoroso,29,Argentina,65,65,Newell's Old Boys,525000.0,5000.0,1621
162147,A. Iunco,33,Italy,65,65,Cittadella,350000.0,1000.0,1683
228707,Diego Alende,19,Spain,65,75,RC Celta de Vigo,725000.0,3000.0,1354
229475,Ruca,26,Portugal,65,66,Tondela,525000.0,2000.0,1835
232291,S. Silva,27,Sweden,65,66,Palermo,625000.0,2000.0,1661
235619,M. Edwards,18,England,65,87,Tottenham Hotspur,1200000.0,11000.0,1623
239971,S. Lagrou,25,Morocco,65,67,Al Nassr,550000.0,9000.0,1727
199780,M. Exslager,26,Germany,65,66,SC Fortuna Köln,650000.0,1000.0,1692
207716,A. Al Hafith,24,Saudi Arabia,65,74,Al Hilal,725000.0,8000.0,1526
209252,R. Garbuschewski,31,Germany,65,65,FSV Zwickau,475000.0,1000.0,1710
222052,Lee Myung Jae,23,Korea Republic,65,74,Ulsan Hyundai Horang-i,700000.0,2000.0,1615
188772,P. Koch,26,Switzerland,65,67,FC St. Gallen,525000.0,4000.0,1632
232293,V. Osimhen,18,Nigeria,65,83,VfL Wolfsburg,1100000.0,10000.0,1552
234853,Jean Cleber,27,Brazil,65,65,CS Marítimo,450000.0,3000.0,1637
188261,T. Salamon,28,Austria,65,65,FK Austria Wien,425000.0,6000.0,1773
190565,K. Alston,29,United States,65,65,Orlando City Soccer Club,400000.0,3000.0,1787
199014,D. McMillan,28,Republic of Ireland,65,65,Dundalk,550000.0,1000.0,1570
209510,A. Corryn,23,Belgium,65,70,Royal Antwerp FC,600000.0,4000.0,1577
213094,S. Roux,24,New Zealand,65,69,Central Coast Mariners,575000.0,1000.0,1707
218470,G. De Feo,23,Italy,65,68,Ascoli,675000.0,1000.0,1591
234854,R. Bayard,23,France,65,71,Tours FC,750000.0,2000.0,1701
238694,L. Röser,23,Germany,65,71,SG Dynamo Dresden,750000.0,4000.0,1547
183910,K. Falkenberg,29,Germany,65,65,VfL Osnabrück,400000.0,1000.0,1695
187238,D. Jiménez,28,Mexico,65,65,Lobos de la BUAP,550000.0,3000.0,1685
194150,S. Moore,27,England,65,68,Sheffield United,450000.0,9000.0,1089
217191,O. Threlkeld,23,England,65,71,Plymouth Argyle,625000.0,3000.0,1711
157031,L. Esqueda,36,Mexico,65,65,Querétaro,60000.0,2000.0,1743
225128,G. Acampora,23,Italy,65,72,La Spezia,750000.0,1000.0,1752
233064,M. Mount,18,England,65,83,Vitesse,1100000.0,2000.0,1654
193896,P. Funk,27,Germany,65,66,SV Wehen Wiesbaden,500000.0,1000.0,1794
205161,H. Bunn,24,England,65,68,Bury,675000.0,3000.0,1719
171881,C. Sammon,30,Republic of Ireland,65,65,Partick Thistle F.C.,525000.0,3000.0,1720
207979,C. Cato,24,Trinidad & Tobago,65,68,San Jose Earthquakes,575000.0,2000.0,1786
212075,A. Nabbout,24,Australia,65,71,Newcastle Jets,750000.0,1000.0,1666
222315,G. Esparza,24,Argentina,65,70,Puebla,725000.0,5000.0,1708
232555,P. Mišák,26,Slovakia,65,66,Termalica Bruk-Bet Nieciecza,625000.0,2000.0,1669
215148,M. Bíttolo,27,Argentina,65,66,Albacete Balompié,500000.0,3000.0,1601
223852,F. Rawson,20,England,65,75,Accrington Stanley,775000.0,10000.0,1331
228716,Kevin,24,Spain,65,72,RC Celta de Vigo,650000.0,5000.0,1658
155757,M. Ørnskov,31,Denmark,65,65,Lyngby BK,475000.0,4000.0,1807
223085,L. Berry,24,England,65,70,Luton Town,725000.0,5000.0,1821
210798,A. Kamara,23,Sierra Leone,65,71,Al Taawoun,750000.0,6000.0,1583
213358,B. Geens,21,Belgium,65,74,Sporting Lokeren,650000.0,2000.0,1073
150894,M. Halsti,33,Finland,65,65,FC Midtjylland,220000.0,7000.0,1661
220782,M. Ilaimaharitra,21,France,65,74,Sporting Charleroi,725000.0,3000.0,1636
222830,F. Grillo,24,Argentina,65,69,Vélez Sarsfield,575000.0,4000.0,1645
215151,Patrão,27,Portugal,65,66,Grupo Desportivo de Chaves,600000.0,3000.0,1744
239215,K. Nwakali,19,Nigeria,65,78,VVV-Venlo,1000000.0,13000.0,1635
189295,J. Sudić,26,Sweden,65,68,BK Häcken,550000.0,2000.0,1344
189551,D. Gissi,26,Switzerland,65,69,Defensa y Justicia,575000.0,5000.0,1655
196976,N. Cameron,25,England,65,71,Bury,625000.0,3000.0,1427
208752,R. Edwards,23,England,65,70,Plymouth Argyle,625000.0,3000.0,1507
219760,D. Mangni,24,Italy,65,71,Atalanta,750000.0,7000.0,1555
192624,S. Ferguson,25,Northern Ireland,65,66,Millwall,650000.0,10000.0,1793
210802,J. Nilsson,23,Sweden,65,73,IF Elfsborg,675000.0,2000.0,1476
219762,P. Fryc,24,Poland,65,70,Termalica Bruk-Bet Nieciecza,600000.0,2000.0,1731
240754,Y. Attal,21,Algeria,65,74,KV Kortrijk,725000.0,3000.0,1556
211059,R. Godínez,24,Mexico,65,70,Lobos de la BUAP,625000.0,2000.0,1579
212083,Tarsi,22,Spain,65,74,Athletic Club de Bilbao,825000.0,6000.0,1614
225395,Ezkieta,20,Spain,65,79,FC Barcelona B,975000.0,1000.0,1096
226675,F. Lanzillotta,24,Argentina,65,73,Argentinos Juniors,600000.0,2000.0,982
235891,M. Fink,27,Slovenia,65,65,Cracovia,450000.0,2000.0,1618
237939,M. Mikovič,26,Slovakia,65,65,Termalica Bruk-Bet Nieciecza,575000.0,2000.0,1645
53363,A. Collin,32,England,65,65,Notts County,300000.0,4000.0,1115
209268,D. Rose,29,England,65,65,Portsmouth,525000.0,4000.0,1782
165748,J. Tosik,30,Poland,65,65,Zagłębie Lubin,400000.0,3000.0,1747
232564,T. Morita,26,Japan,65,67,Albirex Niigata,450000.0,1000.0,910
