Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Lambik (1 Year Old Unblended),Lambic - Traditional,Brouwerij Girardin,Brouwerij Girardin Lambik (1 Year Old Unblended),Notes:,5,0,10,14,12,3,1,24,56,0,31,4,6,7,4,4,3.875,4.375,4,4
Vesterbro Spontanale,Lambic - Traditional,Mikkeller ApS,Mikkeller ApS Spontanale,Notes:,5.5,0,10,2,2,0,0,2,10,0,2,0,0,1,3.857143,3.928571,3.892857,3.857143,3.892857,14
Lambiek De Cam,Lambic - Traditional,De Cam Geuzestekerij,De Cam Geuzestekerij Lambiek De Cam,Notes:,5,0,10,10,2,2,3,9,27,0,17,6,0,2,4.5,3,4.5,4.5,4.5,1
Boon Lambiek,Lambic - Traditional,Brouwerij Boon,Brouwerij Boon Boon Lambiek,Notes:,6,0,10,12,6,0,0,3,19,0,4,2,2,4,4.25,4.25,4,4.25,4.125,4
Lambik (2 Year Old Unblended),Lambic - Traditional,Brouwerij Girardin,Brouwerij Girardin Lambik (2 Year Old Unblended),Notes:,5,0,10,18,10,2,12,21,48,0,24,15,2,9,4.5,4.625,4.75,4.875,5,4
Jonge Lambiek,Lambic - Traditional,Brouwerij Girardin,Brouwerij Girardin Jonge Lambiek,Notes:,5,0,10,9,13,0,3,14,32,4,21,3,5,4,4,3.6,4,4.1,3.9,5
Oude Lambik,Lambic - Traditional,Brouwerij Lindemans,Brouwerij Lindemans Lindemans Oude Lambik,Notes:Only available straight from cask at the brewery or in a very few traditional pubs in the direct neighborhood of Vlezenbeek.\t,5,0,10,6,11,0,1,6,17,0,14,0,4,0,4.25,4,4,4,4,2
De Troch Jonge Lambik,Lambic - Traditional,Brouwerij De Troch,Brouwerij De Troch De Troch Jonge Lambik,Notes:,5,0,10,2,2,1,0,0,5,0,0,0,0,0,4,4,4.5,4.5,4.5,1
Lambik (3 Year Old Unblended),Lambic - Traditional,Brouwerij Girardin,Brouwerij Girardin Lambik (3 Year Old Unblended),Notes:,5,0,10,5,9,0,2,4,17,0,5,1,4,5,3.666667,3.666667,4.166667,4.5,4.166667,3
Mort Subite Blonde Lambic,Lambic - Traditional,Brouwerij Mort Subite,Brouwerij Mort Subite Mort Subite Oude Lambik,Notes:,5.5,0,10,4,1,0,4,4,11,0,4,6,0,0,4,4.5,4,4,4,1
Oud,Lambic - Traditional,Brouwerij Bockor N.V.,Brouwerij Bockor N.V. Oud,Notes:,6,0,10,7,6,1,1,11,34,0,19,2,1,7,4,3.25,3.5,3.75,3.25,2
Tilquin Jonge Lambic,Lambic - Traditional,Gueuzerie Tilquin,Gueuzerie Tilquin Tilquin Jonge Lambic,Notes:,6,0,10,1,1,1,1,5,5,0,5,2,0,0,4.25,3.75,3.25,4,3.75,2
O'Doul's,Low Alcohol Beer,Anheuser-Busch,Anheuser-Busch O'Doul's,"Notes:O'Doul's and O'Doul's Amber are non-alcohol malt beverages.O’Doul’s has a mild, sweet taste with a slightly dry finish. O’Doul’s Amber has a rich, slightly sweet taste with flavorful hop finish. O’Doul’s and O’Doul’s Amber are brewed as traditional premium beers – fermented and aged to full maturity. The alcohol is then removed through the use of low temperature, low-pressure distillation. This extremely gentle process allows the alcohol to be removed without heating or cooking the beer, which retains the full, rich and delicate flavor and balance of our non-alcohol brews.\t",0.5,10,20,22,26,24,20,12,8,3,1,41,6,62,2.241007,2.489209,2.348921,2.28777,2.528777,139
O'Doul's Amber,Low Alcohol Beer,Anheuser-Busch,Anheuser-Busch O'Doul's Amber,"Notes:O'Doul's and O'Doul's Amber are non-alcohol malt beverages.O’Doul’s has a mild, sweet taste with a slightly dry finish. O’Doul’s Amber has a rich, slightly sweet taste with flavorful hop finish. O’Doul’s and O’Doul’s Amber are brewed as traditional premium beers – fermented and aged to full maturity. The alcohol is then removed through the use of low temperature, low-pressure distillation. This extremely gentle process allows the alcohol to be removed without heating or cooking the beer, which retains the full, rich and delicate flavor and balance of our non-alcohol brews.\t",0.5,10,20,15,32,34,33,57,17,3,14,57,4,94,2.313725,2.941176,2.372549,2.338235,2.441176,102
Kaliber,Low Alcohol Beer,Guinness Ltd.,Guinness Ltd. Kaliber,Notes:,0.5,10,20,9,25,15,17,26,7,0,9,21,2,47,2.524691,3.037037,2.512346,2.462963,2.555556,81
Sharp's,Low Alcohol Beer,Miller Brewing Co.,Miller Brewing Co. Sharp's,Notes:,0.4,10,20,6,13,15,5,15,2,0,4,5,1,44,1.743243,2.067568,1.743243,1.837838,1.945946,37
St. Pauli N. A.,Low Alcohol Beer,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co. St. Pauli N. A.,Notes:,0.5,10,20,17,19,18,16,16,7,4,2,34,4,50,2.342105,2.991228,2.517544,2.254386,2.412281,57
Buckler Non-Alcoholic Brew,Low Alcohol Beer,Heineken Nederland B.V.,Heineken Nederland B.V. Buckler 0%,Notes:,0.5,10,20,18,21,15,31,24,6,3,6,47,7,56,3,2.5,3,2.5,3,1
Erdinger Weissbier Alkoholfrei (Non-Alcoholic),Low Alcohol Beer,Erdinger Weissbräu,Erdinger Weissbräu Erdinger Weissbier Alkoholfrei,Notes:,0.5,10,20,22,32,27,38,46,12,3,14,77,21,90,2.640625,3.640625,2.859375,2.6875,2.671875,32
Nanny State,Low Alcohol Beer,BrewDog,BrewDog Nanny State,"Notes:0.5% or 1.1% ABVNO ALCOHOL. NO COMPROMISE.If you think low alcohol equals low taste, think again. We made a hardcore beer and left the alcohol out. Nanny State breaks the curfew and slips under the radar. A brigade of speciality malts and North American hops sends bitterness to the brink and back. Squeezing this many hops in, and the alcohol out, is a testament to our craft.Nanny State - no compromise, no surrender, no alcohol.MALTS: Amber, Chocolate, Crystal, Dark Crystal, Munich, Rye, Wheat, CaramaltHOPS: Ahtanum, Amarillo, Cascade, Centennial, Columbus, Simcoe50 IBU\t",0.5,10,20,20,43,37,118,48,57,2,89,146,15,89,3.655172,3.775862,2.586207,2.62069,3.034483,29
Beck's Non-Alcoholic,Low Alcohol Beer,Brauerei Beck & Co.,Brauerei Beck & Co. Beck's Alkoholfrei,Notes:Formerly Beck's Alkoholfrei\t,0.3,10,20,18,26,34,23,24,6,4,6,48,6,59,2.234375,3.03125,2.234375,2.09375,2.15625,32
Busch NA,Low Alcohol Beer,Anheuser-Busch,Anheuser-Busch Busch NA,"Notes:Fully brewed with finest natural ingredients, including a blend of premium American hops, fine barley malt, cereal grains, and pure water. After full fermentation and maturation, the alcohol is gently removed to preserve the quality of the beer.\t",0.5,10,20,5,30,20,9,5,4,1,1,13,0,40,2.25,2.705882,2.441176,2.426471,2.455882,34
Clausthaler Golden Amber,Low Alcohol Beer,Binding-Brauerei AG,Binding-Brauerei AG Clausthaler Golden Amber,Notes:,0.3,10,20,22,38,29,40,65,16,0,13,70,4,81,3.178571,3.738095,3.261905,3.309524,3.392857,42
Drive,Low Alcohol Beer,Bitburger Brauerei,Bitburger Brauerei Bitburger Drive,Notes:,0.5,10,20,13,24,30,36,15,10,0,5,48,7,40,2.631579,3.105263,2.921053,2.789474,2.736842,19
Warsteiner Premium Fresh,Low Alcohol Beer,Warsteiner Brauerei,Warsteiner Brauerei Warsteiner Premium Fresh,Notes:,0.5,10,20,22,23,17,46,18,15,2,5,65,2,57,2.451613,2.66129,2.612903,2.387097,2.580645,31
Old Milwaukee Non Alcoholic,Low Alcohol Beer,Pabst Brewing Company,Pabst Brewing Company Old Milwaukee Non Alcoholic,Notes:Our flavorful non-alcoholic beer for those moments when you want the taste of America’ best tasting beer without the alcohol content.\t,0.4,10,20,5,28,20,14,17,4,0,1,15,1,44,2.209677,2.709677,2.467742,2.306452,2.629032,31
Hefe-Weissbier Alkoholfrei,Low Alcohol Beer,Paulaner Brauerei GmbH & Co. KG,Paulaner Brauerei GmbH & Co. KG Paulaner Hefe-Weissbier Alkoholfrei,Notes:,0.55,10,20,8,17,11,6,8,17,0,25,7,2,28,3.3,3.7,2.6,2.7,3.3,5
Baltika #0 Non-Alcoholic,Low Alcohol Beer,Baltika Breweries,Baltika Breweries Baltika #0 Non-Alcoholic,Notes:,0.5,10,20,4,17,14,16,22,10,0,13,19,1,32,2.5,2.642857,2.071429,2.285714,1.857143,7
Gerstel Non Alcoholic,Low Alcohol Beer,Privatbrauerei Eichbaum GmbH & Co. KG,Privatbrauerei Eichbaum GmbH & Co. KG Gerstel Non Alcoholic,Notes:,0.55,10,20,7,30,7,33,40,11,4,3,43,1,64,2.875,3.5,3.166667,3,2.958333,12
ThomasBrau,Low Alcohol Beer,Paulaner Brauerei GmbH & Co. KG,Paulaner Brauerei GmbH & Co. KG ThomasBrau,Notes:,0.5,10,20,12,31,31,24,42,7,3,11,30,0,62,2.15625,2.96875,2.375,2.3125,2.5,16
Schneider Weisse Tap 3 Mein Alkoholfreies,Low Alcohol Beer,Weisses Bräuhaus G. Schneider & Sohn GmbH,Weisses Bräuhaus G. Schneider & Sohn GmbH Schneider Weisse Mein Alkoholfreies,Notes:Formerly Schneider Weisse Alkoholfrei.\t,0.5,10,20,7,15,10,4,13,7,0,13,5,6,27,2.6,3.4,2.8,2.5,2.4,5
Labatt Blue Non-Alcoholic,Low Alcohol Beer,Labatt Brewing Company Ltd.,Labatt Brewing Company Ltd. Labatt Blue Non-Alcoholic,"Notes:Formerly ""Labatt Blue De-Alcoholized Pilsner"".Labatt Blue Non-Alcoholic is brewed to have the same quality and taste profile of our Labatt Blue Canadian Pilsener, just without the alcohol.\t",0.5,10,20,8,14,18,12,32,6,0,23,17,0,24,3.166667,3.5,3.333333,3.833333,3.333333,3
Original Alkoholfrei,Low Alcohol Beer,Bayerische Staatsbrauerei Weihenstephan,Bayerische Staatsbrauerei Weihenstephan Weihenstephaner Alkoholfrei Original,Notes:,0.4,10,20,16,16,13,18,19,9,6,6,42,4,55,3.5,4,3.5,2.5,3,1
Haake Beck NA,Low Alcohol Beer,Brauerei Beck & Co.,Brauerei Beck & Co. Haake Beck NA,Notes:,0.5,10,20,17,22,10,25,24,13,1,11,31,3,33,2.590909,3,2.931818,2.863636,3.022727,22
Krombacher Alkoholfrie,Low Alcohol Beer,Krombacher Brauerei,Krombacher Brauerei Krombacher Alkoholfrie,Notes:,0.5,10,20,11,19,16,21,24,8,3,7,30,3,29,3.25,4,3.5,4,4.25,2
Einbecker Brauherren Non-Alcoholic,Low Alcohol Beer,Einbecker Brauhaus AG,Einbecker Brauhaus AG Einbecker Brauherren Non-Alcoholic,"Notes:Fresh, light and with the bitter taste of hops.For the figure conscious, sport-active and alcohol abstainer, Einbecker alcohol-free is pure seduction.\t",0.5,10,20,24,13,12,30,8,8,3,6,51,7,39,2.5,3.333333,2.5,2.333333,2.333333,3
Pabst Blue Ribbon Non-Alcoholic,Low Alcohol Beer,Pabst Brewing Company,Pabst Brewing Company Pabst Non-Alcoholic,Notes:Formerly Pabst NA\t,0.5,10,20,14,22,16,12,13,5,0,5,18,0,15,2.583333,2.583333,2.458333,2.666667,2.958333,12
Molson Exel,Low Alcohol Beer,Molson Coors Canada,Molson Coors Canada Molson Exel,Notes:,0.5,10,20,11,12,5,9,20,4,0,1,11,0,18,1.888889,3.055556,2.277778,2.111111,2.333333,9
Alkoholfrei,Low Alcohol Beer,Bitburger Brauerei,Bitburger Brauerei Bitburger Alkoholfrei,Notes:,0.55,10,20,14,17,13,25,10,2,3,0,55,5,37,2.1875,2.875,2.0625,2.1875,2.3125,8
Malta India,Low Alcohol Beer,"Cerveceria Vegana, S.A.","Cerveceria Vegana, S.A. Malta India","Notes:Malta India es una bebida dulce, no alcohólica, nutritiva y refrescante.Es una bebida apta y preferida por niños, jóvenes y adultos que desean disfrutar de un producto que los alimente a la vez que lo refresca.\t",0.5,10,20,4,22,13,19,47,4,0,3,8,2,56,2.75,2.964286,2.464286,2.357143,2.178571,14
Fentimans Full Bodied Shandy,Low Alcohol Beer,Fentimans Ltd.,Fentimans Ltd. Fentimans Full Bodied Shandy,Notes:,0.5,10,20,2,12,7,8,14,25,0,31,11,4,11,2.333333,3.5,3,2.333333,2.5,3
Weisse Alkoholfrei,Low Alcohol Beer,Brauerei Gebrüder Maisel GmbH & Co.,Brauerei Gebrüder Maisel GmbH & Co. Maisel's Weisse Alkoholfrei,Notes:,0.2,10,20,4,8,7,3,12,3,0,7,4,2,15,2.5,4,2,2,2,1
Jupiler NA,Low Alcohol Beer,Brasserie Piedboeuf,Brasserie Piedboeuf Jupiler NA,Notes:,0.5,10,20,0,5,3,4,7,1,0,0,5,2,7,2,2.625,2,1.625,1.875,4
Genesee NA,Low Alcohol Beer,Genesee Brewing Co. / Dundee Brewing Co.,Genesee Brewing Co. / Dundee Brewing Co. Genesee NA,Notes:,0.05,10,20,2,10,10,3,13,3,0,1,3,3,20,1.9,2.15,1.95,1.9,1.8,10
Mild Winter,Mild Ale - English Dark,Goose Island Beer Co.,Goose Island Beer Co. Mild Winter,"Notes:Toffee color, dark bread aroma, caramel and rye flavor, medium-light body.\t",5.6,20,30,11,57,17,35,99,21,0,33,41,19,163,3.652249,3.920415,3.813149,3.846021,3.958478,289
Commercial Suicide,Mild Ale - English Dark,Jester King Craft Brewery,Jester King Craft Brewery Commercial Suicide,"Notes:English pub ale meets the French farmhouse tradition and American oak aging in this dry, drinkable farmhouse mild ale. Full-flavored, but brewed with enough restraint to be highly sessionable. Unfiltered, unpasteurized, and naturally conditioned.\t",2.9,20,30,26,46,14,22,38,73,2,28,22,9,74,3.8125,3.5375,3.475,3.7375,3.9,40
Black CatMoorhouse's Brewery (Burnley) Ltd,Mild Ale - English Dark,Moorhouse's Brewery (Burnley) Ltd,Moorhouse's Brewery (Burnley) Ltd Black Cat,Notes:,3.4,20,30,15,116,9,66,83,21,0,17,50,6,154,3.735294,3.885621,3.676471,3.784314,3.986928,153
Motor City Brewing Ghettoblaster,Mild Ale - English Dark,Motor City Brewing Works,Motor City Brewing Works Motor City Brewing Ghettoblaster,Notes:,4.2,20,30,25,48,22,46,67,44,3,32,70,11,155,3.324324,3.621622,3.283784,3.5,3.648649,37
Mild,Mild Ale - English Dark,Surly Brewing Company,Surly Brewing Company Mild,Notes:,4.2,20,30,12,73,3,33,39,8,1,7,28,13,115,3.791667,3.861111,3.805556,4.013889,4.319444,36
Hockley Dark,Mild Ale - English Dark,Hockley Valley Brewing Co.,Hockley Valley Brewing Co. Hockley Dark,Notes:,5,20,30,12,68,8,33,74,19,0,27,32,8,107,3.646341,3.689024,3.45122,3.652439,3.762195,82
Dark Ale,Mild Ale - English Dark,Coopers Brewery Limited,Coopers Brewery Limited Coopers Dark Ale,"Notes:Like its more famous cousins, Coopers Dark Ale is made with all malt, and naturally conditioned in the bottle or keg. Roasted and chocolate malts produce a deep amber brew, with a rich, full-bodied flavour. As with all of our ales, rolling the bottle before pouring makes it even better. No additives. No preservatives.\t",4.5,20,30,12,79,5,45,81,22,0,24,35,5,106,3.227273,3.278409,3.164773,3.232955,3.465909,88
Neustadt 10w30,Mild Ale - English Dark,Neustadt Springs Brewery,Neustadt Springs Brewery Neustadt 10w30,"Notes:A traditional dark English Mild. The term mild meaning “not bitter” does not refer to strength. Using pure natural spring water, New Zealand hops and imported specialty malts. Giving rich malt and light nut aromas and mellow malt and good hop notes to the palate. A smooth and easy drinkable ale.\t",5.5,20,30,6,59,9,40,75,14,1,24,31,5,129,3.401316,3.611842,3.421053,3.559211,3.625,76
Cains Dark Mild,Mild Ale - English Dark,Robert Cain & Company Limited,Robert Cain & Company Limited Cains Dark Mild,Notes:,3.2,20,30,15,112,10,49,84,11,0,21,46,9,142,3.566667,3.95,3.433333,3.6,3.733333,30
Solidarity,Mild Ale - English Dark,Eagle Rock Brewery,Eagle Rock Brewery Solidarity,Notes:,3.8,20,30,7,82,12,45,36,10,0,4,18,6,102,3.65,3.95,3.85,3.8,3.975,20
Tooheys Old,Mild Ale - English Dark,Tooheys Brewing,Tooheys Brewing Tooheys Old,Notes:,4.8,20,30,8,59,10,54,50,9,0,4,36,9,100,3.234694,3.5,3.285714,3.346939,3.622449,49
Black Tusk Ale,Mild Ale - English Dark,Whistler Brewing Company,Whistler Brewing Company Original Black Tusk Ale,"Notes:To date, we have won 2 World Awards for this dark, English-style mild ale. You can expect a mild bitterness with notes of chocolate and roasted coffee, and a very clean finish.Oh, and Black Tusk Ale is named for a famous local landmark – the jet black core of a now-extinct volcano. A must-see when you next come to Whistler.\t",5,20,30,15,79,7,60,71,13,1,22,38,6,138,3.285714,3.619048,3.238095,3.309524,3.452381,21
Floppin' Crappie,Mild Ale - English Dark,Northwoods Brewpub and Grill,Northwoods Brewpub and Grill Floppin' Crappie,Notes:,4.5,20,30,13,48,6,40,49,11,3,8,41,8,99,2.869565,3.391304,2.869565,2.847826,3.043478,23
Dark Ale,Mild Ale - English Dark,Fort Garry Brewing Company Ltd.,Fort Garry Brewing Company Ltd. Dark Ale,Notes:,5,20,30,11,47,9,40,57,10,0,8,30,1,108,3.12963,3.222222,2.981481,3.12963,3.333333,27
Mild At Heart,Mild Ale - English Dark,Wandering Star Brewing Company,Wandering Star Brewing Company Mild At Heart,"Notes:‘Dark Mild’ English style session beer with the ABV and color of an Irish Stout but a nuttier, softer mouthfeel from crystal and chocolate malts, and a finishing dryness from aroma hops. Brewed for drinkability to extract the maximum complexity and flavor from a relatively ‘light’ beer, warm fermented to accentuate dark fruit and roast malt notes. Conceived for cask and perfect served as a Real Ale. Hopped with Cluster and Perle.29 IBU\t",4.3,20,30,7,50,8,23,31,7,0,6,15,12,77,4.25,4,3.75,4.083333,4.166667,6
Old Gollywobbler Brown Ale,Mild Ale - English Dark,Sea Dog Brewing Company,Sea Dog Brewing Company Sea Dog Old Gollywobbler Brown Ale,"Notes:A traditional and true English mild session ale. A rich, malty profile is punctuated by hints of hop flavor and aroma. A complex, understated fruitiness makes the signature statement.\t",4,20,30,6,26,2,21,39,5,0,4,24,5,70,3.692308,3.615385,3.653846,3.807692,3.730769,13
Ale Of Fergus,Mild Ale - English Dark,Devils Backbone Brewing Company,Devils Backbone Brewing Company Ale Of Fergus,Notes:,4,20,30,4,28,1,14,18,5,0,4,15,7,38,3.625,3.75,3.625,4,4.25,4
Community Dark Mild Ale,Mild Ale - English Dark,New Albanian Brewing Company - Pizzeria and Public House,New Albanian Brewing Company - Pizzeria and Public House Community Dark Mild Ale,Notes:,3.7,20,30,2,34,2,21,23,2,0,4,14,3,62,3.85,3.75,4.05,4.25,4.35,10
J. Henry Original Mild Ale,Mild Ale - English Dark,Calfkiller Brewing Company,Calfkiller Brewing Company J. Henry Mild Brown Ale,Notes:,5.9,20,30,4,11,0,5,18,1,0,5,4,1,24,4,3.5,4.5,4,4,1
After Dark,Mild Ale - English Dark,Nelson Brewing Company,Nelson Brewing Company After Dark Mild,"Notes:Nelson After Dark is a dark, British-style Dark Mild Ale, lightly hopped and brewed with the finest imported dark roasted malted barley that gives the beer lovely chocolate overtones and smooth easy drinking character.\t",5,20,30,9,59,5,35,60,28,1,32,34,9,88,3.727273,3.818182,3.681818,3.909091,4.045455,11
Original Sarah Hughes Dark Ruby MildBeacon Hotel (Sarah Hughes Brewery),Mild Ale - English Dark,Beacon Hotel (Sarah Hughes Brewery),Beacon Hotel (Sarah Hughes Brewery) Original Sarah Hughes Dark Ruby Mild,Notes:,6,20,30,7,49,5,21,83,55,0,69,14,14,50,3.636364,3.636364,3.454545,3.704545,3.477273,22
Oliver's Dark Horse,Mild Ale - English Dark,Pratt Street Ale House,Pratt Street Ale House Oliver's Dark Horse,Notes:,4,20,30,4,33,4,22,25,1,0,1,19,13,48,3.227273,3.818182,3.227273,3.272727,3.590909,11
Gale's Festival Mild,Mild Ale - English Dark,George Gale & Company Ltd,George Gale & Company Ltd Gale's Festival Mild,Notes:,4.8,20,30,22,65,16,39,88,46,1,51,38,15,74,3.758621,3.931034,3.706897,3.862069,3.931034,29
Nutty Black,Mild Ale - English Dark,Daniel Thwaites Brewery PLC,Daniel Thwaites Brewery PLC Nutty Black,"Notes:Formerly called ""Dark Mild""\t",3.3,20,30,7,42,6,17,40,9,0,7,20,2,50,3.214286,3.714286,3.357143,3.428571,3.571429,7
D'Artagnan Dark British Ale,Mild Ale - English Dark,Market Street Brewing Co. and Restaurant,Market Street Brewing Co. and Restaurant Market Street D'Artagnan Dark British Ale,"Notes:Traditional British-style ale. Six malts: pale, crystal, victory, chocolate, black malt, and roasted barley.\t",6.5,20,30,5,38,4,17,23,2,0,2,12,1,54,3.5,3.888889,3.444444,3.722222,3.777778,9
Ruby Mild,Mild Ale - English Dark,Rudgate Brewery Limited,Rudgate Brewery Limited Ruby Mild,Notes:,4.4,20,30,8,30,5,15,36,14,0,15,13,8,46,3.5,3.875,3.75,3.75,3.875,4
London Ruby Anglaise,Mild Ale - English Dark,Brasseurs De Montréal,Brasseurs De Montréal London Ruby Anglaise,Notes:,4,20,30,5,25,3,20,22,8,0,5,29,2,43,3.318182,3.636364,3.454545,3.409091,3.727273,11
Fat Belly Amber,Mild Ale - English Dark,Montana Brewing Company,Montana Brewing Company Fat Belly Amber,"Notes:A medium bodied ale with a complex malt profile. Flavors of bread, caramel, and hints of dark roasted malts.20 IBU\t",4.6,20,30,1,15,2,10,19,6,0,5,10,1,30,3.444444,3.5,3.777778,3.833333,3.888889,9
Ossian,Mild Ale - English Pale,"Inveralmond Brewery Ltd., The","Inveralmond Brewery Ltd., The Ossian","Notes:Available throughout the year, this superb golden ale continues to win awards. A pale, golden coloured brew with a full bodied fruity flavour with distinct nutty tomes and a hoppy, zesty, orange aroma, derived from First Gold and Cascade hops. Excellent brewing resulted in Ossian being judged the Champion Beer of Scotland.\t",4.1,15,25,15,64,10,56,71,39,1,46,78,10,101,3.742424,3.765152,3.780303,3.818182,3.94697,66
Dead Horse Amber Ale,Mild Ale - English Pale,Moab Brewery,Moab Brewery Dead Horse Amber Ale,Notes:Dead Horse Ale is named after the scenic overlook near Canyonlands. A traditional english mild ale with a well-balanced malt-to-hop ratio. The perfect beverage to compliment all foods\t,4,15,25,13,35,8,35,40,24,1,30,40,3,77,3.203704,3.314815,3.166667,3.240741,3.407407,27
Mild Ale,Mild Ale - English Pale,Coopers Brewery Limited,Coopers Brewery Limited Coopers Mild Ale,"Notes:Like all of our ales, Coopers Mild Ale is naturally conditioned in the bottle or keg, without the use of any additives or preservatives. To give Mild Ale that distinctive cloudy appearance, make sure to roll the bottle before opening.\t",3.5,15,25,17,33,8,30,25,34,1,28,43,5,43,3.0625,3,2.875,2.979167,3.1875,24
Minerva Pale Ale,Mild Ale - English Pale,Cervecería Minerva,Cervecería Minerva Minerva Pale Ale,Notes:,6,15,25,8,14,7,32,31,18,0,19,49,1,50,3.2,3.8,3.5,3.7,3.8,5
Hop,Mild Ale - English Pale,Greene King / Morland Brewery,Greene King / Morland Brewery Hop,"Notes:Formerly marketed as ""The Beer To Dine For"".\t",5,15,25,26,35,2,64,37,32,0,32,76,9,51,3.307692,3.365385,3.461538,3.403846,3.634615,26
Golden Pippin Ale,Mild Ale - English Pale,Copper Dragon Brewery,Copper Dragon Brewery Golden Pippin Ale,Notes:,3.9,15,25,13,11,7,23,13,24,2,28,25,5,16,3.571429,3.428571,3.428571,3.428571,3.642857,7
Owl's Head Light Ale,Mild Ale - English Pale,Sea Dog Brewing Company,Sea Dog Brewing Company Sea Dog Owl's Head Light Ale,"Notes:Owls Head is a crisp, light ale with a light golden color and a good clean taste. Enjoy a hand crafted light beer brewed with only the freshest ingredients.\t",3.2,15,25,12,7,2,10,3,1,0,1,10,0,12,2.625,3.375,2.625,2.5,3.375,4
Blue Label Ale,Mild Ale - English Pale,Simonds Farsons Cisk Plc.,Simonds Farsons Cisk Plc. Blue Label Ale,"Notes:A dark brown, top-fermented ale yeast, hopped and mixed with a special type of mild malt gives this richly coloured ale a unique, surprisingly smooth and mild taste. Contains distinctive chocolate and caramel notes. The draught version is a smooth and creamy version and is also available in cans, possible through an inbuilt widget technology that releases just the right amount of nitrogen to create the perfect surge and distinct smooth and creamy finish, which has previously only been available on draught in selected outlets across the island.",4.7,15,25,3,27,4,11,12,6,0,4,14,0,40,3.142857,3.571429,3.428571,3.571429,3.785714,7
Next Door AleRohrbach Brewing Company (Brewpub),Mild Ale - English Pale,Rohrbach Brewing Company (Brewpub),Rohrbach Brewing Company (Brewpub) Next Door Ale,Notes:,5.6,15,25,1,8,1,6,6,1,0,1,12,1,17,3.5,3.333333,3.666667,3.5,3.666667,3
Snowdonia Ale (Cwrw Eryri),Mild Ale - English Pale,Purple Moose Brewery,Purple Moose Brewery Snowdonia Ale,Notes:A delightfully refreshing pale ale brewed with a delicate combination of aromatic hops.Our most popular session beer - the perfect thirst-quencher after a hard day's walking in the glorious mountains of Snowdonia!\t,3.6,15,25,2,0,2,4,0,2,0,2,4,0,1,3.25,3.25,3.25,3.75,3.5,2
Summer Ale,Mild Ale - English Pale,Granite Brewery & Restaurant,Granite Brewery & Restaurant Summer Ale,"Notes:This ale is golden in colour, clear and crisp. This beer proves a low alcohol can have taste. generous addition of wheat malt gives it a refreshing character.\t",4,15,25,10,23,6,13,12,18,0,19,17,3,30,2.833333,2.722222,3.277778,3.055556,3.277778,9
Thwaites Smooth,Mild Ale - English Pale,Daniel Thwaites Brewery PLC,Daniel Thwaites Brewery PLC Thwaites Smooth,Notes:,3.4,15,25,3,17,0,3,8,3,0,1,9,3,10,2.833333,3.666667,3.333333,3.166667,3.833333,3
Thoroughbred Gold,Mild Ale - English Pale,Daniel Thwaites Brewery PLC,Daniel Thwaites Brewery PLC Thoroughbred Gold,Notes:,4,15,25,6,15,5,15,12,9,0,9,16,2,18,3.3,3.6,3.4,3.4,3.6,5
Colón Rubia,Mild Ale - English Pale,Palos De Moguer - 82,Palos De Moguer - 82 Colón Rubia,Notes:This is an English style Golden Ale. It has a golden color from the combination of pale malts and Carmel malts. It contains hops which contribute greatly to providing its flavor and aroma. Developed with Munich malts. Developed with Saaz and Hallertauer hops.\t,5,15,25,4,7,4,22,17,9,0,6,28,0,32,3.333333,3.166667,3.333333,3.666667,3.666667,3
Arran Sunset,Mild Ale - English Pale,Isle of Arran Brewery Company Ltd.,Isle of Arran Brewery Company Ltd. Arran Sunset,Notes:,4.4,15,25,8,5,2,20,13,17,0,18,22,4,13,4.1,3.4,3.3,3.6,3.6,5
England's Gold,Mild Ale - English Pale,"Badger Brewery, Hall and Woodhouse","Badger Brewery, Hall and Woodhouse England's Gold",Notes:,4.6,15,25,8,10,1,14,13,11,0,10,21,3,5,3.333333,3.583333,3.5,3.666667,3.583333,6
Spring Mild,Mild Ale - English Pale,The Ship Inn,The Ship Inn Spring Mild,Notes:,0,15,25,0,9,1,6,7,3,0,0,4,1,16,3.666667,3.666667,3.833333,3.666667,3.833333,3
Jacob Mac Mild,Mild Ale - English Pale,Dostal Alley Brewpub,Dostal Alley Brewpub Jacob Mac Mild,Notes:,0,15,25,4,4,1,2,3,0,0,0,6,0,12,2.666667,3,2.333333,3,3,3
Finchcocks Original,Mild Ale - English Pale,Westerham Brewery Company Ltd,Westerham Brewery Company Ltd Finchcocks Original,Notes:,3.5,15,25,3,11,3,18,2,8,0,7,26,3,15,3.7,3.7,3.8,3.7,3.8,5
