name,year,latitude,longitude,city,region,zipCode,cuisine,price,url
Burnt Ends,2018,1.280501,103.8418,Singapore,Singapore,N/A,Barbecue,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends
Rhubarb,2018,1.279368,103.843,Singapore,Singapore,N/A,French contemporary,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb
Meta,2018,1.279372,103.8415,Singapore,Singapore,N/A,Innovative,$$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta
Ma Cuisine,2018,1.27826,103.842,Singapore,Singapore,N/A,French,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine
Candlenut,2018,1.2797709,103.8402,Singapore,Singapore,N/A,Peranakan,$,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut
Bhoga,2019,57.70618,11.9624,Göteborg,Sweden,411 14,Creative,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga
Koka,2019,57.698406,11.965365,Göteborg,Sweden,411 25,Modern cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka
28+,2019,57.69809,11.97377,Göteborg,Sweden,411 34,Modern cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28
SK Mat & Människor,2019,57.69688,11.98338,Göteborg,Sweden,412 55,Modern cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor
Thörnströms Kök,2019,57.69437,11.977609,Göteborg,Sweden,411 32,Classic cuisine,$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok
Upper House,2019,57.69745,11.99021,Göteborg,Sweden,402 26,Creative,$$$$,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house
Agrikultur,2019,59.34777,18.05863,Stockholm,Sweden,113 54,Modern cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur
Sushi Sho,2019,59.341286,18.049892,Stockholm,Sweden,113 28,Japanese,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho
Volt,2019,59.33867,18.079683,Stockholm,Sweden,114 48,Creative,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt
Ekstedt,2019,59.33674,18.07521,Stockholm,Sweden,11446,Meats and grills,$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt
Operakällaren,2019,59.329876,18.071363,Stockholm,Sweden,111 86,Classic cuisine,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren
Mathias Dahlgren-Matbaren,2019,59.32935,18.07543,Stockholm,Sweden,103 27,Modern cuisine,$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren
Aloë,2019,59.2842,17.985748,Stockholm,Sweden,125 33,Creative,$$$$,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe
PM & Vänner,2019,56.87892,14.80387,Växjö,Sweden,352 31,Creative,$$$,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner
Bloom in the Park,2019,55.59064,12.99794,Malmö,Sweden,214 66,Creative,$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park
SAV,2019,55.53376,13.00537,Malmö,Sweden,21875,Creative,$$$,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav
Golden Formosa,2019,25.118216,121.53623,Taipei,Taipei,110,Taiwanese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa
Danny's Steakhouse,2019,25.082657,121.552765,Taipei,Taipei,110,Steakhouse,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse
L'Atelier de Joël Robuchon,2019,25.039188,121.56771,Taipei,Taipei,110,French contemporary,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759
Kitcho,2019,25.04429,121.55076,Taipei,Taipei,110,Sushi,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho
Tien Hsiang Lo,2019,25.062696,121.529976,Taipei,Taipei,110,Hang Zhou,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo
Ya Ge,2019,25.06625,121.52533,Taipei,Taipei,110,Cantonese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge
Da-Wan,2019,25.043018,121.55019,Taipei,Taipei,110,Barbecue,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan
Sushi Nomura,2019,25.03618,121.55465,Taipei,Taipei,110,Sushi,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura
logy,2019,25.03561,121.55323,Taipei,Taipei,110,Asian contemporary,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy
Ming Fu,2019,25.06171,121.52399,Taipei,Taipei,110,Taiwanese,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu
Ken An Ho,2019,25.034622,121.55281,Taipei,Taipei,110,Japanese,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho
Sushi Ryu,2019,25.055832,121.52724,Taipei,Taipei,110,Sushi,$$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu
MUME,2019,25.036266,121.54809,Taipei,Taipei,110,European contemporary,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume
Impromptu by Paul Lee,2019,25.05429,121.524254,Taipei,Taipei,110,Innovative,$$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee
Longtail,2019,25.023922,121.54841,Taipei,Taipei,110,Innovative,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail
Mountain and Sea House,2019,25.038046,121.531395,Taipei,Taipei,110,Taiwanese,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house
Da San Yuan,2019,25.042248,121.512215,Taipei,Taipei,110,Cantonese,$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan
Tainan Tan Tsu Mien Seafood,2019,25.03799,121.4984,Taipei,Taipei,110,Seafood,$$,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood
Suan Thip,2019,13.926962,100.502144,Bangkok,Thailand,N/A,Thai,$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip
Upstairs at Mikkeller,2019,13.727946,100.58844,Bangkok,Thailand,N/A,Innovative,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller
Chim by Siam Wisdom,2019,13.740706,100.56789,Bangkok,Thailand,N/A,Thai,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom
R-Haan,2019,13.731805,100.57972,Bangkok,Thailand,N/A,Thai,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan
Canvas,2019,13.728886,100.580826,Bangkok,Thailand,N/A,Innovative,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292
Bo.lan,2019,13.726389,100.57799,Bangkok,Thailand,N/A,Thai,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan
Sra Bua by Kiin Kiin,2019,13.754137,100.53451,Bangkok,Thailand,N/A,Thai Contemporary,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin
Elements,2019,13.742978,100.54798,Bangkok,Thailand,N/A,French contemporary,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements
Paste,2019,13.744594,100.540565,Bangkok,Thailand,N/A,Thai,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste
Ginza Sushi ichi,2019,13.744069,100.54092,Bangkok,Thailand,N/A,Sushi,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi
Sorn,2019,13.723242,100.56848,Bangkok,Thailand,N/A,Southern Thai,$$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn
Savelberg,2019,13.738216,100.54642,Bangkok,Thailand,N/A,French contemporary,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg
Saneh Jaan,2019,13.735739,100.54605,Bangkok,Thailand,N/A,Thai,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan
Gaa,2019,13.737806,100.54275,Bangkok,Thailand,N/A,Innovative,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa
Methavalai Sorndaeng,2019,13.756321,100.502045,Bangkok,Thailand,N/A,Thai,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng
Jay Fai,2019,13.752614,100.50466,Bangkok,Thailand,N/A,Street Food,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai
Nahm,2019,13.724357,100.53926,Bangkok,Thailand,N/A,Thai,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm
J'AIME by Jean-Michel Lorain,2019,13.718885,100.546326,Bangkok,Thailand,N/A,French contemporary,$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain
Saawaan,2019,13.721809,100.53741,Bangkok,Thailand,N/A,Thai Contemporary,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan
Le Du,2019,13.725005,100.52939,Bangkok,Thailand,N/A,Thai,$$$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du
Ruean Panya,2019,13.558403,100.28264,Bangkok,Thailand,N/A,Thai,$$,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya
PRU,2019,8.034298,98.2764,Phuket,Thailand,N/A,Innovative,$$$$$,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru
Blue Duck Tavern,2019,38.905373,-77.05128,"Washington, D.C.",Washington DC,20037,American,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern
Tail Up Goat,2019,38.9235,-77.043274,"Washington, D.C.",Washington DC,20009,Contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat
Komi,2019,38.910107,-77.03836,"Washington, D.C.",Washington DC,20036,Mediterranean,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi
Sushi Taro,2019,38.909992,-77.03834,"Washington, D.C.",Washington DC,20036,Japanese,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro
Plume,2019,38.906,-77.03671,"Washington, D.C.",Washington DC,20036,European,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume
Siren by RW,2019,38.907776,-77.035446,"Washington, D.C.",Washington DC,20005,Seafood,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw
Bresca,2019,38.91584,-77.0321,"Washington, D.C.",Washington DC,20000,Contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca
The Dabney,2019,38.906292,-77.024666,"Washington, D.C.",Washington DC,20001,American,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney
Métier,2019,38.903503,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier
Kinship,2019,38.903282,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship
Fiola,2019,38.89416,-77.02032,"Washington, D.C.",Washington DC,20004,Italian,$$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola
Masseria,2019,38.909504,-76.99908,"Washington, D.C.",Washington DC,20002,Italian,$$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria
Rose's Luxury,2019,38.88064,-76.99515,"Washington, D.C.",Washington DC,20003,Contemporary,$$,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury
Loch Bay,2019,57.51487,-6.57114,Waternish,United Kingdom,IV55 8GA,Modern cuisine,N/A,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay
Braidwoods,2019,55.69474,-4.7425,Dalry,United Kingdom,KA24 4LN,Classic cuisine,N/A,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods
Eipic,2019,54.595898,-5.9322424,Belfast,United Kingdom,BT1 6PF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic
OX,2019,54.59891,-5.92198,Belfast,United Kingdom,BT1 3LA,Modern British,N/A,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109
The Peat Inn,2019,56.27861,-2.8845797,Peat Inn,United Kingdom,KY15 5LH,Classic cuisine,N/A,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn
Kitchin,2019,55.976967,-3.172842,Leith,United Kingdom,EH6 6LX,Modern cuisine,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin
Martin Wishart,2019,55.97552,-3.17019,Leith,United Kingdom,EH6 6RA,Modern cuisine,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart
Number One,2019,55.95298,-3.18966,Edinburgh,United Kingdom,EH2 2EQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one
21212,2019,55.95674,-3.18018,Edinburgh,United Kingdom,EH7 5AB,Creative,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212
The Cellar,2019,56.222126,-2.696321,Anstruther,United Kingdom,KY10 3AA,Modern cuisine,N/A,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar
Forest Side,2019,54.46396,-3.0157998,Grasmere,United Kingdom,LA22 9RN,Modern British,N/A,https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side
HRiSHi,2019,54.35013,-2.91172,Bowness-on-Windermere,United Kingdom,LA23 3NE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi
Rogan & Co,2019,54.20074,-2.95464,Cartmel,United Kingdom,LA11 6QD,Creative British,N/A,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co
House of Tides,2019,54.96758,-1.61127,Newcastle upon Tyne,United Kingdom,NE1 3RF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides
Sosban & The Old Butchers,2019,53.225925,-4.163006,Menai Bridge/Porthaethwy,United Kingdom,LL59 5EE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers
Northcote,2019,53.80933,-2.4476,Langho,United Kingdom,BB6 8BE,Modern British,N/A,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote
Yorke Arms,2019,54.13435,-1.8183095,Pateley Bridge,United Kingdom,HG3 5RL,Modern cuisine,N/A,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms
Fraiche,2019,53.38183,-3.04307,Birkenhead,United Kingdom,CH43 5SG,Creative,N/A,https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche
White Swan,2019,53.83916,-2.25097,Fence,United Kingdom,BB12 9QA,Modern British,N/A,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan
Tyddyn Llan,2019,52.92405,-3.44329,Llandrillo,United Kingdom,LL21 OST,Classic cuisine,N/A,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan
Ynyshir,2019,52.54476,-3.94491,Machynlleth,United Kingdom,SY20 8TA,Creative,N/A,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir
Black Swan,2019,54.21205,-1.1879199,Oldstead,United Kingdom,YO61 4BL,Modern British,N/A,https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan
Simon Radley at Chester Grosvenor,2019,53.19064,-2.88913,Chester,United Kingdom,CH1 1LT,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor
Star Inn at Harome,2019,54.23101,-1.01023,Harome,United Kingdom,YO62 5JE,Modern British,N/A,https://guide.michelin.com/gb/en/north-yorkshire/harome/restaurant/star-inn-at-harome
The Man Behind The Curtain,2019,53.798286,-1.539937,Leeds,United Kingdom,LS1 7JH,Creative,N/A,https://guide.michelin.com/gb/en/kent/leeds/restaurant/the-man-behind-the-curtain
The Checkers,2019,52.55568,-3.13769,Montgomery/Trefaldwyn,United Kingdom,SY15 6PN,French,N/A,https://guide.michelin.com/gb/en/powys/montgomery-trefaldwyn/restaurant/the-checkers
Pipe and Glass,2019,53.8955,-0.53301,South Dalton,United Kingdom,HU17 7PN,Modern British,N/A,https://guide.michelin.com/gb/en/east-riding-of-yorkshire/south-dalton/restaurant/pipe-and-glass
Fischer's at Baslow Hall,2019,53.25055,-1.6269798,Baslow,United Kingdom,DE45 1RR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/derbyshire/baslow/restaurant/fischer-s-at-baslow-hall
Winteringham Fields,2019,53.68778,-0.59013,Winteringham,United Kingdom,DN15 9ND,Modern cuisine,N/A,https://guide.michelin.com/gb/en/north-lincolnshire/winteringham/restaurant/winteringham-fields
Thomas Carr @ The Olive Room,2019,51.209476,-4.118807,Ilfracombe,United Kingdom,EX34 9DJ,Seafood,N/A,https://guide.michelin.com/gb/en/devon/ilfracombe/restaurant/thomas-carr-the-olive-room
Walnut Tree,2019,51.84534,-2.95438,Llanddewi Skirrid,United Kingdom,NP7 8AW,Modern British,N/A,https://guide.michelin.com/gb/en/monmouthshire/llanddewi-skirrid/restaurant/walnut-tree
Paul Ainsworth at No.6,2019,50.541534,-4.9398518,Padstow,United Kingdom,PL28 8AP,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cornwall/padstow/restaurant/paul-ainsworth-at-no-6
Simpsons,2019,52.46925,-1.9238801,Birmingham,United Kingdom,B15 3DU,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/simpsons
Purnell's,2019,52.48268,-1.9018,Birmingham,United Kingdom,B3 2DH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/purnell-s
Adam's,2019,52.47964,-1.900286,Birmingham,United Kingdom,B2 5UG,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/adam-s
Outlaw's Fish Kitchen,2019,50.59206,-4.832,Port Isaac,United Kingdom,PL29 3RH,Seafood,N/A,https://guide.michelin.com/gb/en/cornwall/port-isaac/restaurant/outlaw-s-fish-kitchen
Carters of Moseley,2019,52.44588,-1.88384,Birmingham,United Kingdom,B13 9EZ,Modern British,N/A,https://guide.michelin.com/gb/en/west-midlands/birmingham/restaurant/carters-of-moseley
Peel's,2019,52.4259,-1.70536,Hampton in Arden,United Kingdom,B92 ODQ,Creative British,N/A,https://guide.michelin.com/gb/en/west-midlands/hampton-in-arden/restaurant/peel-s
John's House,2019,52.73295,-1.145851,Mountsorrel,United Kingdom,LE12 7AR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/leicestershire/mountsorrel/restaurant/john-s-house
The Whitebrook,2019,51.759697,-2.686909,Whitebrook,United Kingdom,NP25 4TX,Modern British,N/A,https://guide.michelin.com/gb/en/monmouthshire/whitebrook/restaurant/the-whitebrook
James Sommerin,2019,51.434387,-3.167951,Penarth,United Kingdom,CF64 3AU,Modern cuisine,N/A,https://guide.michelin.com/gb/en/the-vale-of-glamorgan/penarth/restaurant/james-sommerin
Driftwood,2019,50.1889,-4.97088,Portscatho,United Kingdom,TR2 5EW,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cornwall/portscatho/restaurant/driftwood
The Cross at Kenilworth,2019,52.350315,-1.5801147,Kenilworth,United Kingdom,CV8 2EZ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/warwickshire/kenilworth/restaurant/the-cross-at-kenilworth
Masons Arms,2019,50.99547,-3.67163,Knowstone,United Kingdom,EX36 4RY,Classic French,N/A,https://guide.michelin.com/gb/en/devon/knowstone/restaurant/masons-arms
Salt,2019,52.18963,-1.7092043,Stratford-upon-Avon,United Kingdom,CV37 6HB,Modern British,N/A,https://guide.michelin.com/gb/en/warwickshire/stratford-upon-avon/restaurant/salt522869
Le Champignon Sauvage,2019,51.89146,-2.07912,Cheltenham,United Kingdom,GL50 2AQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/gloucestershire/cheltenham/restaurant/le-champignon-sauvage
Gidleigh Park,2019,50.67658,-3.87354,Chagford,United Kingdom,TQ13 8HH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/devon/chagford/restaurant/gidleigh-park
Hambleton Hall,2019,52.65737,-0.66812,Upper Hambleton,United Kingdom,LE15 8TH,Classic cuisine,N/A,https://guide.michelin.com/gb/en/rutland/upper-hambleton/restaurant/hambleton-hall
wilks,2019,51.46737,-2.6069899,Bristol,United Kingdom,BS6 6PG,Modern British,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/wilks
Bulrush,2019,51.46278,-2.597758,Bristol,United Kingdom,BS6 5TZ,Modern British,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/bulrush
Casamia,2019,51.447254,-2.5940728,Bristol,United Kingdom,BS1 6FU,Creative,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/casamia
Paco Tapas,2019,51.44647,-2.59358,Bristol,United Kingdom,BS1 6FU,Spanish,N/A,https://guide.michelin.com/gb/en/south-gloucestershire/bristol/restaurant/paco-tapas
Pony & Trap,2019,51.34938,-2.5925994,Chew Magna,United Kingdom,BS40 8TQ,Modern British,N/A,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/chew-magna/restaurant/pony-trap
The Dining Room,2019,51.58376,-2.14954,Malmesbury,United Kingdom,SN16 0RB,Asian influences,N/A,https://guide.michelin.com/gb/en/wiltshire/malmesbury/restaurant/the-dining-room193454
Bybrook,2019,51.49382,-2.23212,Castle Combe,United Kingdom,SN14 7HR,Modern British,N/A,https://guide.michelin.com/gb/en/wiltshire/castle-combe/restaurant/bybrook
Restaurant Hywel Jones by Lucknam Park,2019,51.45502,-2.25941,Colerne,United Kingdom,SN14 8AZ,Modern British,N/A,https://guide.michelin.com/gb/en/wiltshire/colerne/restaurant/restaurant-hywel-jones-by-lucknam-park
Olive Tree,2019,51.38707,-2.3627,Bath,United Kingdom,BA1 2QF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/bath-and-north-east-somerset/bath/restaurant/olive-tree
Lympstone Manor,2019,50.64069,-3.4186063,Lympstone,United Kingdom,EX8 3NZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/devon/lympstone/restaurant/lympstone-manor
The Neptune,2019,52.9511,0.50927,Hunstanton,United Kingdom,PE36 6HZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/norfolk/hunstanton/restaurant/the-neptune
Elephant,2019,50.45853,-3.52438,Torquay,United Kingdom,TQ1 2BH,Modern British,N/A,https://guide.michelin.com/gb/en/torbay/torquay/restaurant/elephant
Oxford Kitchen,2019,51.776733,-1.264794,Oxford,United Kingdom,OX2 7HQ,Modern British,N/A,https://guide.michelin.com/gb/en/oxfordshire/oxford/restaurant/oxford-kitchen
Nut Tree,2019,51.83618,-1.1499,Murcott,United Kingdom,OX5 2RE,Traditional British,N/A,https://guide.michelin.com/gb/en/oxfordshire/murcott/restaurant/nut-tree
Morston Hall,2019,52.95473,0.98729,Morston,United Kingdom,NR25 7AA,Modern British,N/A,https://guide.michelin.com/gb/en/norfolk/morston/restaurant/morston-hall
Red Lion Freehouse,2019,51.2736,-1.8007996,East Chisenbury,United Kingdom,SN9 6AQ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/wiltshire/east-chisenbury/restaurant/red-lion-freehouse
Blackbird,2019,51.420887,-1.3493549,Newbury,United Kingdom,RG20 8AQ,Classic cuisine,N/A,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/blackbird552018
Woodspeen,2019,51.415802,-1.353532,Newbury,United Kingdom,RG20 8BN,Modern cuisine,N/A,https://guide.michelin.com/gb/en/west-berkshire/newbury/restaurant/woodspeen
The Coach,2019,51.571712,-0.7772678,Marlow,United Kingdom,SL7 2LS,Modern British,N/A,https://guide.michelin.com/gb/en/buckinghamshire/marlow/restaurant/the-coach
Crown,2019,51.524807,-0.7915291,Burchett's Green,United Kingdom,SL6 6QZ,Regional cuisine,N/A,https://guide.michelin.com/gb/en/windsor-and-maidenhead/burchett-s-green/restaurant/crown442549
L'Ortolan,2019,51.40833,-0.9542898,Shinfield,United Kingdom,RG2 9BY,French,N/A,https://guide.michelin.com/gb/en/wokingham/shinfield/restaurant/l-ortolan
Hinds Head,2019,51.51265,-0.69641,Bray,United Kingdom,SL6 2AB,Traditional British,N/A,https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/hinds-head
Black Rat,2019,51.05796,-1.3069497,Winchester,United Kingdom,SO23 0HX,Modern cuisine,N/A,https://guide.michelin.com/gb/en/hampshire/winchester/restaurant/black-rat
Matt Worswick at The Latymer,2019,51.35764,-0.7086128,Bagshot,United Kingdom,GU19 5EU,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/bagshot/restaurant/matt-worswick-at-the-latymer
Coworth Park,2019,51.40463,-0.616715,Ascot,United Kingdom,SL5 7SE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/windsor-and-maidenhead/ascot/restaurant/coworth-park
Tudor Room,2019,51.41759,-0.545847,Egham,United Kingdom,TW20 9UR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/egham/restaurant/tudor-room
The Glasshouse,2019,51.4771,-0.28574,Kew,United Kingdom,TW9 3PZ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/kew/restaurant/the-glasshouse
La Trompette,2019,51.49222,-0.25619,Chiswick,United Kingdom,W4 2EU,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/chiswick/restaurant/la-trompette
Tim Allen's Flitch of Bacon,2019,51.86747,0.404134,Little Dunmow,United Kingdom,CM6 3HT,Modern British,N/A,https://guide.michelin.com/gb/en/essex/little-dunmow/restaurant/tim-allen-s-flitch-of-bacon
River Café,2019,51.48395,-0.22423,Hammersmith,United Kingdom,W6 9HA,Italian,N/A,https://guide.michelin.com/gb/en/greater-london/hammersmith/restaurant/river-cafe
Kitchen W8,2019,51.49918,-0.19692,Kensington,United Kingdom,W8 6AH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/kensington/restaurant/kitchen-w8
Trishna,2019,51.51834,-0.153031,Marylebone,United Kingdom,W1U 3DG,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/trishna
Roganic,2019,51.518314,-0.1520875,Marylebone,United Kingdom,W1U 3DB,Creative British,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/roganic
Locanda Locatelli,2019,51.51514,-0.15675,Marylebone,United Kingdom,W1H 7JZ,Italian,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/locanda-locatelli
