Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Sort Order,Label Themes,Type,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
night-vision goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNightvisionBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNightvisionBlack.png,NA,No,1560.0,390.0,51.0,Black,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,1.0,outdoorsy,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassNightvisionBlack,615.0,5261.0,sMdtidR3zypRsgSCW
Nook Inc. eye mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassNook0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassNook0.png,NA,No,NFS,2000.0,151.0,Green,White,1x1,400.0,Nook Miles Shop,,All Year,No,Simple,1.0,comfy,AccessoryEye,Yes,Not for sale,1.0.0,1.0.0,AccessoryGlassNook0,1148.0,9654.0,n8j5gx4zjuK7tkYKq
Nook Inc. snorkel,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthNook0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthNook0.png,NA,No,NFS,2500.0,151.0,Green,Black,1x1,500.0,Nook Miles Shop,,All Year,No,Active,1.0,outdoorsy; sporty; vacation; work,AccessoryEyeMouth,No,Not for sale,1.3.0,1.3.0,AccessoryGlassmouthNook0,1300.0,13215.0,cg2tZnttCZ9Wj3k9S
nose drip,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthJokeDripCyan.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthJokeDripCyan.png,NA,No,490.0,122.0,51.0,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,1.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthJokeDripCyan,899.0,5833.0,9YbFJqBD3hmQkW4Gq
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon0.png,Gray,No,1100.0,275.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cute,1.0,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOctagon0,261.0,4239.0,dzKG7sMGwFn7EaKjm
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon4.png,Black,No,1100.0,275.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cute,2.0,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOctagon4,261.0,11075.0,4FT4YuTQcq3RGo3Ss
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon1.png,Green,No,1100.0,275.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,3.0,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOctagon1,261.0,11072.0,NME2CQfz2tMbnwLzb
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon2.png,Purple,No,1100.0,275.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cute,4.0,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOctagon2,261.0,11073.0,Je9RNoLocnJ5kinNQ
octagonal glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOctagon3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOctagon3.png,Gold,No,1100.0,275.0,51.0,Beige,Beige,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cute,5.0,comfy; vacation; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOctagon3,261.0,11074.0,t5MJmR6fbqXwevjus
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval6.png,Black,No,880.0,220.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,1.0,everyday; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOval6,475.0,11092.0,uuttmaKAruqm7tiKL
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval4.png,Magenta,No,880.0,220.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,2.0,everyday; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOval4,475.0,11090.0,QBNkZLi9jpeDYMxnQ
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval1.png,Orange,No,880.0,220.0,51.0,Orange,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,3.0,everyday; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOval1,475.0,11087.0,9AXkAraeTz6TgR6sJ
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval5.png,Mustard,No,880.0,220.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,4.0,everyday; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOval5,475.0,11091.0,uocqzyhP5WHmnH8dj
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval0.png,Green,No,880.0,220.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,5.0,everyday; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOval0,475.0,4609.0,jw7KgW9epPat5Pw8W
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval2.png,Blue,No,880.0,220.0,51.0,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,6.0,everyday; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOval2,475.0,11088.0,ydCsvEetGaAQ4mNs2
oval glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassOval3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassOval3.png,Purple,No,880.0,220.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,7.0,everyday; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassOval3,475.0,11089.0,9ZhHgTmKeqZ7fgcNr
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier5.png,Baby gray,No,560.0,140.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,1.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthPacifier5,1055.0,11017.0,aWcYia7rWZ8nhXg37
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier4.png,Baby pink,No,560.0,140.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,2.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthPacifier4,1055.0,11016.0,iAyukzDt8Kutfpmab
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier0.png,Baby purple,No,560.0,140.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,3.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthPacifier0,1055.0,2298.0,bK8fXPaAy9f3Nqx9Q
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier7.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier7.png,Baby orange,No,560.0,140.0,51.0,Orange,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,4.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthPacifier7,1055.0,11019.0,WZgrieHNMrjuw9Tah
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier2.png,Baby yellow,No,560.0,140.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,5.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthPacifier2,1055.0,11014.0,iH9JsLkZTan5CQgTt
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier3.png,Baby green,No,560.0,140.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,6.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthPacifier3,1055.0,11015.0,XRyQwLEtt9RwgvtST
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier1.png,Baby mint,No,560.0,140.0,51.0,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,7.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthPacifier1,1055.0,11013.0,KMB2YJMHNzESo6Hws
pacifier,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPacifier6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPacifier6.png,Baby blue,No,560.0,140.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,8.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthPacifier6,1055.0,11018.0,ScuP52AjZHPkhCuGP
pig nose,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPigPink.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPigPink.png,NA,No,560.0,140.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,1.0,fairy tale; party; theatrical,AccessoryMouthInvisibleNose,No,For sale,1.0.0,1.0.0,AccessoryMouthPigPink,485.0,4647.0,H2JSW7YDoTdLr6GTK
pilot shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPilot0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPilot0.png,Black,No,1300.0,325.0,51.0,Black,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,1.0,sporty; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassPilot0,382.0,4459.0,wuyb75e6fkA5976yx
pilot shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPilot1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPilot1.png,Gold,No,1300.0,325.0,51.0,Yellow,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cool,2.0,sporty; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassPilot1,382.0,11214.0,nBHTPo8pt7eRL47PT
pirate beard,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthPirates0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthPirates0.png,NA,No,NFS,245.0,451.0,Colorful,Colorful,1x1,NA,Gullivarrr,,All Year,No,Cool,1.0,fairy tale; goth; theatrical,AccessoryMouthEarJaw,No,Not for sale,1.3.0,1.3.0,AccessoryMouthPirates0,1226.0,12663.0,isFLrwBtByekpKuLB
pirate eye patch,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassPiratespatch0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassPiratespatch0.png,NA,No,NFS,70.0,451.0,Black,Gray,1x1,NA,Gullivarrr,,All Year,No,Cool,1.0,fairy tale; goth; theatrical,AccessoryOneEye,Yes,Not for sale,1.3.0,1.3.0,AccessoryGlassPiratespatch0,1225.0,12662.0,pm3izhYzmdHRwnoWR
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot3.png,Black,No,1320.0,330.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,1.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassDot3,484.0,11225.0,GY4PDqrCZdcPWb4Ep
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot0.png,Red,No,1320.0,330.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cool,2.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassDot0,484.0,4646.0,Tp2dC3Dk4chwa4ebr
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot1.png,Green,No,1320.0,330.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,3.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassDot1,484.0,11223.0,6tFnu3DhC5HQvqmZ5
pixel shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassDot2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassDot2.png,Blue,No,1320.0,330.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cool,4.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassDot2,484.0,11224.0,SbAGGe9yg4EXAw35b
pleather mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthLeatherBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthLeatherBlack.png,NA,No,770.0,192.0,51.0,Black,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cool,1.0,goth,AccessoryMouthEarJaw,No,For sale,1.0.0,1.0.0,AccessoryMouthLeatherBlack,922.0,6040.0,aN6Wsxguggh39oBiF
post-op patch,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassEyepatchWhite.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassEyepatchWhite.png,NA,No,490.0,122.0,51.0,White,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,1.0,goth,AccessoryOneEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassEyepatchWhite,376.0,4452.0,8Qgoizxz547DtMNd7
privacy mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthCrowBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthCrowBlack.png,NA,No,560.0,140.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cool,1.0,everyday; goth; comfy,AccessoryMouthEarJaw,No,For sale,1.0.0,1.0.0,AccessoryMouthCrowBlack,497.0,4671.0,4GDJFfMNHhsaXXrAN
reflector,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMirrorGray.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMirrorGray.png,NA,No,560.0,140.0,51.0,Gray,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,1.0,work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMirrorGray,921.0,6039.0,J4EgETRkyeSESkRB7
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro0.png,Yellow,No,1560.0,390.0,51.0,White,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,1.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRetro0,379.0,4456.0,SFFhXhR5sYQzJwXWj
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro5.png,Gray,No,1560.0,390.0,51.0,Gray,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,2.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRetro5,379.0,11213.0,6oqHAyihAjKRfH72Z
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro2.png,Red,No,1560.0,390.0,51.0,Pink,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Elegant,3.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRetro2,379.0,11210.0,zg6uY6WZNQcopNq67
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro3.png,Purple,No,1560.0,390.0,51.0,Pink,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,4.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRetro3,379.0,11211.0,QqEG7ktLKMaXweFzg
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro1.png,Green,No,1560.0,390.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,5.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRetro1,379.0,11209.0,zYw3PhLHsw2KZ7TBK
retro shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRetro4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRetro4.png,Blue,No,1560.0,390.0,51.0,Light blue,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,6.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRetro4,379.0,11212.0,cJCaAmMdqrHG8uDLH
rhinestone shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRhinestone0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone0.png,Red,No,1040.0,260.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,1.0,party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRhinestone0,509.0,4683.0,BJFhJqt9KuaWGaWuM
rhinestone shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRhinestone2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone2.png,Purple,No,1040.0,260.0,51.0,Purple,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,2.0,party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRhinestone2,509.0,11227.0,qy2BWYZvJedPJ69yX
rhinestone shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRhinestone1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRhinestone1.png,Ochre,No,1040.0,260.0,51.0,Brown,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,3.0,party; theatrical; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRhinestone1,509.0,11226.0,iwtSmya59DpyGFB97
rimmed glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle2.png,Gray,No,630.0,157.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,1.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassCircle2,257.0,11185.0,jA7gAHyzXHk8qBRuq
rimmed glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle0.png,Black,No,630.0,157.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Elegant,2.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassCircle0,257.0,4235.0,DyPvwyWQK47TL4tjW
rimmed glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle1.png,Gold,No,630.0,157.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,3.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassCircle1,257.0,11184.0,xqu5YAX6AmrXR4Qmd
rimmed glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle4.png,Purple,No,630.0,157.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Elegant,4.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassCircle4,257.0,11187.0,fjKzCMBMhcJNEjsTv
rimmed glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCircle3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCircle3.png,Brown,No,630.0,157.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Elegant,5.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassCircle3,257.0,11186.0,RpfNwdBEPoqgF5pkh
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston6.png,White,No,1560.0,390.0,51.0,White,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,1.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBoston6,263.0,11201.0,z8KywWDutyXSsgXoy
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston0.png,Black,No,1560.0,390.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cool,2.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBoston0,263.0,4241.0,SdqiPF4Fzw8HrPY4k
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston5.png,Red,No,1560.0,390.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cool,3.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBoston5,263.0,11200.0,Z9bJ6cYkY6hC4mL4o
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston4.png,Pink,No,1560.0,390.0,51.0,Pink,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,4.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBoston4,263.0,11199.0,KFNjnL6rqYckLECFB
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston3.png,Yellow,No,1560.0,390.0,51.0,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,5.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBoston3,263.0,11198.0,BE37D4h9xHkhRwgmH
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston1.png,Green,No,1560.0,390.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cool,6.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBoston1,263.0,11196.0,Mf9c5DHdko9uWo2Hu
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston2.png,Blue,No,1560.0,390.0,51.0,Blue,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,7.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBoston2,263.0,11197.0,hyhWF8rW2Y2AkXGTj
round shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassBoston7.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassBoston7.png,Purple,No,1560.0,390.0,51.0,Purple,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,8.0,everyday; party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassBoston7,263.0,11202.0,fy6sue9jdYtpwh4Aq
round tinted shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRound0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRound0.png,Brown,No,880.0,220.0,51.0,Orange,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,1.0,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRound0,473.0,4607.0,GdrT6sBLFECRG8LyN
