Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Surface,Miles Price,Source,Source Notes,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Version Unlocked,Filename,Variant ID,Internal ID,Unique Entry ID
oil barrel,https://acnhcdn.com/latest/FtrIcon/FtrDrumcan_Remake_7_0.png,Damaged,NA,NA,NA,No,No,No,NA,650.0,162.0,Brown,Brown,1x1,No,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",103.0,garage,None,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrDrumcan_Remake_7_0,7_0,1567.0,iBH8Y2jpScJXkbdpc
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_0_0.png,No coating,Barrel color,NA,NA,Yes,Yes,No,1.0,NFS,655.0,Gray,Gray,1x1,No,NA,Crafting,,103.0,bathroom,None,None,None,None,Yes,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrDrumcanbath_Remake_0_0,0_0,3819.0,qnjMemeagnDAnp2dM
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_1_0.png,Green,Barrel color,NA,NA,Yes,Yes,No,1.0,NFS,655.0,Green,Green,1x1,No,NA,Crafting,,103.0,bathroom,None,None,None,None,Yes,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrDrumcanbath_Remake_1_0,1_0,3819.0,MGiqeTxYM6pPPFsYw
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_2_0.png,Yellow,Barrel color,NA,NA,Yes,Yes,No,1.0,NFS,655.0,Yellow,Yellow,1x1,No,NA,Crafting,,103.0,bathroom,None,None,None,None,Yes,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrDrumcanbath_Remake_2_0,2_0,3819.0,qzMo3HAqkLsSrrphj
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_3_0.png,Red,Barrel color,NA,NA,Yes,Yes,No,1.0,NFS,655.0,Red,Red,1x1,No,NA,Crafting,,103.0,bathroom,None,None,None,None,Yes,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrDrumcanbath_Remake_3_0,3_0,3819.0,ifTe8BgBQRHLZFAiQ
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_4_0.png,White,Barrel color,NA,NA,Yes,Yes,No,1.0,NFS,655.0,White,White,1x1,No,NA,Crafting,,103.0,bathroom,None,None,None,None,Yes,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrDrumcanbath_Remake_4_0,4_0,3819.0,wj7sqAui7G3M8g2WS
oil-barrel bathtub,https://acnhcdn.com/latest/FtrIcon/FtrDrumcanbath_Remake_5_0.png,Retro,Barrel color,NA,NA,Yes,Yes,No,1.0,NFS,655.0,Brown,Brown,1x1,No,NA,Crafting,,103.0,bathroom,None,None,None,None,Yes,Bathtub,Yes,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrDrumcanbath_Remake_5_0,5_0,3819.0,qpXCEohLo8gBMxprh
OK Motors sign,https://acnhcdn.com/latest/FtrIcon/FtrCompassSignOK.png,NA,NA,NA,NA,No,No,No,NA,3000.0,750.0,Red,Blue,1x1,No,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",178.0,facility,None,None,None,None,Yes,Compass,No,Does not play music,Fluorescent,Not in catalog,1.1.0,1.1.0,FtrCompassSignOK,NA,12371.0,eaqPDaoDNSRvcmcX8
old sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachineRetro_Remake_0_0.png,Black,NA,NA,NA,No,No,No,NA,2200.0,550.0,Orange,Black,2x1,No,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,living room,None,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSewingmachineRetro_Remake_0_0,0_0,1127.0,HwvDtQKqJxZaq8hst
old sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachineRetro_Remake_1_0.png,Green,NA,NA,NA,No,No,No,NA,2200.0,550.0,Brown,Green,2x1,No,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,living room,None,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSewingmachineRetro_Remake_1_0,1_0,1127.0,Fjn5kBTCDymB6tMHL
old sewing machine,https://acnhcdn.com/latest/FtrIcon/FtrSewingmachineRetro_Remake_2_0.png,Silver,NA,NA,NA,No,No,No,NA,2200.0,550.0,Yellow,Gray,2x1,No,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,living room,None,None,None,None,Yes,Sewing Table,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSewingmachineRetro_Remake_2_0,2_0,1127.0,AzxDJWufYxSAjbaXf
open-frame kitchen,https://acnhcdn.com/latest/FtrIcon/FtrKitchenFlame.png,NA,NA,NA,NA,No,No,No,NA,140000.0,35000.0,Gray,Gray,2x1,Yes,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,kitchen,shop,None,None,None,Yes,Kitchen,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrKitchenFlame,NA,3615.0,NABKM3664RRxZyyu8
orange end table,https://acnhcdn.com/latest/FtrIcon/FtrFruitsTableS_Remake_0_0.png,Orange,Fruit type,NA,NA,Yes,Yes,No,4.0,NFS,2480.0,Orange,Green,1x1,Yes,NA,Crafting,,103.0,fancy,None,fruits,orange,None,No,Table,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFruitsTableS_Remake_0_0,0_0,3975.0,965y54WzRwsYPC2mE
orange end table,https://acnhcdn.com/latest/FtrIcon/FtrFruitsTableS_Remake_1_0.png,Blood orange,Fruit type,NA,NA,Yes,Yes,No,4.0,NFS,2480.0,Red,Green,1x1,Yes,NA,Crafting,,103.0,fancy,None,fruits,orange,None,No,Table,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFruitsTableS_Remake_1_0,1_0,3975.0,s3fdroRQFmb6FdB9z
outdoor air conditioner,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorunit.png,NA,NA,NA,NA,No,No,No,NA,2200.0,550.0,White,White,1x1,No,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,facility,garden,None,None,AC,Yes,Fan,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorunit,NA,1131.0,szRSeEPbooktkpNKr
outdoor bath,https://acnhcdn.com/latest/FtrIcon/FtrOpenairbath_Remake_0_0.png,Gray,Stone,NA,NA,Yes,Yes,No,6.0,NFS,4350.0,Gray,Gray,3x3,No,NA,Crafting,,221.0,garden,zen-style,None,None,None,Yes,Bathtub,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrOpenairbath_Remake_0_0,0_0,1111.0,FcNWGnGtPoubtLGWd
outdoor bath,https://acnhcdn.com/latest/FtrIcon/FtrOpenairbath_Remake_1_0.png,Black,Stone,NA,NA,Yes,Yes,No,6.0,NFS,4350.0,Black,Black,3x3,No,NA,Crafting,,221.0,garden,zen-style,None,None,None,Yes,Bathtub,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrOpenairbath_Remake_1_0,1_0,1111.0,gpozg9DypkRoLMeeC
outdoor bath,https://acnhcdn.com/latest/FtrIcon/FtrOpenairbath_Remake_2_0.png,Brown,Stone,NA,NA,Yes,Yes,No,6.0,NFS,4350.0,Brown,Brown,3x3,No,NA,Crafting,,221.0,garden,zen-style,None,None,None,Yes,Bathtub,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrOpenairbath_Remake_2_0,2_0,1111.0,T4EdBc2QuJpMi8DZ9
outdoor bath,https://acnhcdn.com/latest/FtrIcon/FtrOpenairbath_Remake_3_0.png,White,Stone,NA,NA,Yes,Yes,No,6.0,NFS,4350.0,White,White,3x3,No,NA,Crafting,,221.0,garden,zen-style,None,None,None,Yes,Bathtub,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrOpenairbath_Remake_3_0,3_0,1111.0,KKrnR4TWhaD2ARs3C
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_0.png,White,NA,White,Seat,No,No,Yes,1.0,1300.0,325.0,Gray,White,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_0_0,0_0,3947.0,CTpaNpEdHkmwRiE34
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_1.png,White,NA,Black,Seat,No,No,Yes,1.0,1300.0,325.0,Gray,Black,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_0_1,0_1,3947.0,WD45zMwfvbmxvMrs7
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_2.png,White,NA,Green,Seat,No,No,Yes,1.0,1300.0,325.0,Gray,Green,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_0_2,0_2,3947.0,Rmknqhv5msftMoWjg
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_3.png,White,NA,Blue,Seat,No,No,Yes,1.0,1300.0,325.0,Gray,Blue,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_0_3,0_3,3947.0,xHjHcuzbnZhAmEXEm
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_4.png,White,NA,Orange,Seat,No,No,Yes,1.0,1300.0,325.0,Gray,Orange,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_0_4,0_4,3947.0,PunXRWi3WqLEotLWK
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_5.png,White,NA,Light wood,Seat,No,No,Yes,1.0,1300.0,325.0,Gray,Beige,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_0_5,0_5,3947.0,xQ8JmouvS9rEr5S7x
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_0_6.png,White,NA,Dark wood,Seat,No,No,Yes,1.0,1300.0,325.0,Gray,Brown,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_0_6,0_6,3947.0,vMhBcGC3GutWtEkTz
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_0.png,Black,NA,White,Seat,No,No,Yes,1.0,1300.0,325.0,Black,White,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_1_0,1_0,3947.0,r29M9SvAeLyMbGsom
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_1.png,Black,NA,Black,Seat,No,No,Yes,1.0,1300.0,325.0,Black,Black,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_1_1,1_1,3947.0,ZfJmgNtCqvWjenizv
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_2.png,Black,NA,Green,Seat,No,No,Yes,1.0,1300.0,325.0,Black,Green,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_1_2,1_2,3947.0,j8zxfwdFjabETMqJy
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_3.png,Black,NA,Blue,Seat,No,No,Yes,1.0,1300.0,325.0,Black,Blue,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_1_3,1_3,3947.0,5D3989cz2dcXocPzP
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_4.png,Black,NA,Orange,Seat,No,No,Yes,1.0,1300.0,325.0,Black,Orange,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_1_4,1_4,3947.0,WWhqdaZjLHvaMn7YY
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_5.png,Black,NA,Light wood,Seat,No,No,Yes,1.0,1300.0,325.0,Black,Beige,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_1_5,1_5,3947.0,j8miaCXwvuH3kuvfD
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_1_6.png,Black,NA,Dark wood,Seat,No,No,Yes,1.0,1300.0,325.0,Black,Brown,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_1_6,1_6,3947.0,RyLKPxw7MydNTbtSm
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_2_0.png,Green,NA,White,Seat,No,No,Yes,1.0,1300.0,325.0,Green,White,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_2_0,2_0,3947.0,YQC5p4egH4ksMz8Nm
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_2_1.png,Green,NA,Black,Seat,No,No,Yes,1.0,1300.0,325.0,Green,Black,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_2_1,2_1,3947.0,BuvW9EPysyqffsZmv
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_2_2.png,Green,NA,Green,Seat,No,No,Yes,1.0,1300.0,325.0,Green,Green,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_2_2,2_2,3947.0,GxcCQmniReThk9ifa
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_2_3.png,Green,NA,Blue,Seat,No,No,Yes,1.0,1300.0,325.0,Green,Blue,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_2_3,2_3,3947.0,bDni9g9iBJuWdJ6Cu
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_2_4.png,Green,NA,Orange,Seat,No,No,Yes,1.0,1300.0,325.0,Green,Orange,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_2_4,2_4,3947.0,NirxcGZteh88MkteZ
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_2_5.png,Green,NA,Light wood,Seat,No,No,Yes,1.0,1300.0,325.0,Green,Beige,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_2_5,2_5,3947.0,T3Dind2uXhTwiweNp
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_2_6.png,Green,NA,Dark wood,Seat,No,No,Yes,1.0,1300.0,325.0,Green,Brown,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_2_6,2_6,3947.0,D7scvKMzdH38NxN9W
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_3_0.png,Blue,NA,White,Seat,No,No,Yes,1.0,1300.0,325.0,Blue,White,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_3_0,3_0,3947.0,T8Bou7CvkzhARywzw
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_3_1.png,Blue,NA,Black,Seat,No,No,Yes,1.0,1300.0,325.0,Blue,Black,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_3_1,3_1,3947.0,mhHMeq4JbQ39qksyq
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_3_2.png,Blue,NA,Green,Seat,No,No,Yes,1.0,1300.0,325.0,Blue,Green,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_3_2,3_2,3947.0,dkiREMcv6xPGwd8xE
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_3_3.png,Blue,NA,Blue,Seat,No,No,Yes,1.0,1300.0,325.0,Blue,Blue,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_3_3,3_3,3947.0,rnGtXnvKiasjZfHdz
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_3_4.png,Blue,NA,Orange,Seat,No,No,Yes,1.0,1300.0,325.0,Blue,Orange,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_3_4,3_4,3947.0,wo3y4waKyeFHSk2Lb
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_3_5.png,Blue,NA,Light wood,Seat,No,No,Yes,1.0,1300.0,325.0,Blue,Beige,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_3_5,3_5,3947.0,Xk8FE3H8HjQNibRJg
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_3_6.png,Blue,NA,Dark wood,Seat,No,No,Yes,1.0,1300.0,325.0,Blue,Brown,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_3_6,3_6,3947.0,CWbHiuPxbnqDtDWgQ
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_4_0.png,Red,NA,White,Seat,No,No,Yes,1.0,1300.0,325.0,Red,White,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_4_0,4_0,3947.0,9j2Bm8fScquXitmp9
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_4_1.png,Red,NA,Black,Seat,No,No,Yes,1.0,1300.0,325.0,Red,Black,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_4_1,4_1,3947.0,JQSsNoWiszposrHRm
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_4_2.png,Red,NA,Green,Seat,No,No,Yes,1.0,1300.0,325.0,Red,Green,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_4_2,4_2,3947.0,8oyE2tLMJCz4uz5JR
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_4_3.png,Red,NA,Blue,Seat,No,No,Yes,1.0,1300.0,325.0,Red,Blue,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_4_3,4_3,3947.0,75EW6jauBk2AR8yTd
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_4_4.png,Red,NA,Orange,Seat,No,No,Yes,1.0,1300.0,325.0,Red,Orange,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_4_4,4_4,3947.0,j79N9NP7Huo8C4hde
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_4_5.png,Red,NA,Light wood,Seat,No,No,Yes,1.0,1300.0,325.0,Red,Beige,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_4_5,4_5,3947.0,uDWWvRqRrPDnW2Rph
outdoor bench,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorchairM_Remake_4_6.png,Red,NA,Dark wood,Seat,No,No,Yes,1.0,1300.0,325.0,Red,Brown,2x1,Yes,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,outdoors,None,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorchairM_Remake_4_6,4_6,3947.0,yFoa6cCJjMDgdcJCu
outdoor generator,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorgenerator_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,4900.0,1225.0,Red,Gray,1x1,No,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",103.0,outdoors,None,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorgenerator_Remake_0_0,0_0,7526.0,AE4mNC4ZFm3ujoeww
outdoor generator,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorgenerator_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,4900.0,1225.0,Blue,Black,1x1,No,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",103.0,outdoors,None,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorgenerator_Remake_1_0,1_0,7526.0,bsdqWF6ww2QitHcGe
outdoor generator,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorgenerator_Remake_2_0.png,Yellow,NA,NA,NA,No,No,No,NA,4900.0,1225.0,Yellow,Black,1x1,No,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",103.0,outdoors,None,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorgenerator_Remake_2_0,2_0,7526.0,hy2JMRuy3McgGkvZK
outdoor generator,https://acnhcdn.com/latest/FtrIcon/FtrOutdoorgenerator_Remake_3_0.png,Turquoise,NA,NA,NA,No,No,No,NA,4900.0,1225.0,Light blue,Black,1x1,No,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",103.0,outdoors,None,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrOutdoorgenerator_Remake_3_0,3_0,7526.0,9CyyHQE5xyXu6pjZT
