Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
striped dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder5.png,Gray,No,1600.0,400.0,51.0,Gray,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,1.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLBorder5,276.0,7773.0,9S4ZB7MgzZmiY6yZw
striped dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder0.png,Black,No,1600.0,400.0,51.0,Black,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,2.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLBorder0,276.0,4262.0,k8SzeWrkb2R9Rq29k
striped dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder4.png,Red,No,1600.0,400.0,51.0,Red,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,3.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLBorder4,276.0,7772.0,B3mB3hBQ3rXyzNaJr
striped dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder7.png,Pink,No,1600.0,400.0,51.0,Pink,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,4.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLBorder7,276.0,7775.0,7bbuxDsKzXH8RLQWp
striped dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder1.png,Orange,No,1600.0,400.0,51.0,Orange,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,5.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLBorder1,276.0,7769.0,AtDKcPxpwpusE9xff
striped dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder3.png,Yellow,No,1600.0,400.0,51.0,Yellow,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,6.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLBorder3,276.0,7771.0,xBrcRrBTEQzhxDp27
striped dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder6.png,Green,No,1600.0,400.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,7.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLBorder6,276.0,7774.0,sowdQdeEo3NcXXyi4
striped dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineLBorder2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineLBorder2.png,Blue,No,1600.0,400.0,51.0,Blue,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,8.0,Yes,A-line,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineLBorder2,276.0,7770.0,8pP8iHgzvSdy57yff
striped halter dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNHalterneckstripe0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNHalterneckstripe0.png,Pink,No,1500.0,375.0,51.0,Pink,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; comfy; vacation,1.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNHalterneckstripe0,291.0,4290.0,bQnhA4LroLryGj5CT
striped halter dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNHalterneckstripe2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNHalterneckstripe2.png,Orange,No,1500.0,375.0,51.0,Orange,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; comfy; vacation,2.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNHalterneckstripe2,291.0,7786.0,hNu44KnmBXog8JrkC
striped halter dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNHalterneckstripe1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNHalterneckstripe1.png,Green,No,1500.0,375.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; comfy; vacation,3.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNHalterneckstripe1,291.0,7785.0,BYLxXcyq29Bip2MSj
striped halter dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineNHalterneckstripe3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineNHalterneckstripe3.png,Light blue,No,1500.0,375.0,51.0,Light blue,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Elegant,everyday; comfy; vacation,4.0,Yes,A-line,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineNHalterneckstripe3,291.0,7787.0,zyfDB5e3txdaoGB9Z
striped maxi dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNStripe0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNStripe0.png,Red,No,1400.0,350.0,51.0,Red,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; vacation,1.0,Yes,A-long,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongNStripe0,525.0,4729.0,6LWBteQMkif5vtx9T
striped maxi dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNStripe3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNStripe3.png,Orange,No,1400.0,350.0,51.0,Orange,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; vacation,2.0,Yes,A-long,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongNStripe3,525.0,7784.0,S9mGKjrbgmatknCJp
striped maxi dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNStripe2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNStripe2.png,Green,No,1400.0,350.0,51.0,Green,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; vacation,3.0,Yes,A-long,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongNStripe2,525.0,7783.0,KWQLF7SKgSnFc9GzE
striped maxi dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongNStripe1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongNStripe1.png,Blue,No,1400.0,350.0,51.0,Blue,Purple,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; vacation,4.0,Yes,A-long,N,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongNStripe1,525.0,7782.0,khh4v9EEnS8wnEr6C
stylish jumpsuit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLAllinone1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLAllinone1.png,Gray,No,2100.0,525.0,51.0,Gray,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; work,1.0,Yes,Salopette,L,For sale,1.0.0,1.0.0,TopsTexOnepieceSalopetteLAllinone1,695.0,9039.0,5FKvKz54hm723GK9B
stylish jumpsuit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLAllinone0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLAllinone0.png,Black,No,2100.0,525.0,51.0,Black,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; work,2.0,Yes,Salopette,L,For sale,1.0.0,1.0.0,TopsTexOnepieceSalopetteLAllinone0,695.0,5350.0,noXLfbTbxoE67D4hA
stylish jumpsuit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLAllinone4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLAllinone4.png,Pink,No,2100.0,525.0,51.0,Pink,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; work,3.0,Yes,Salopette,L,For sale,1.0.0,1.0.0,TopsTexOnepieceSalopetteLAllinone4,695.0,9042.0,94DmCuRGd4mFdGMyZ
stylish jumpsuit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLAllinone3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLAllinone3.png,Avocado,No,2100.0,525.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; work,4.0,Yes,Salopette,L,For sale,1.0.0,1.0.0,TopsTexOnepieceSalopetteLAllinone3,695.0,9041.0,TietcQ35K3xvXYrWv
stylish jumpsuit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceSalopetteLAllinone2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceSalopetteLAllinone2.png,Beige,No,2100.0,525.0,51.0,Beige,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; work,5.0,Yes,Salopette,L,For sale,1.0.0,1.0.0,TopsTexOnepieceSalopetteLAllinone2,695.0,9040.0,s5qhiuNxY7s3BAHC7
suit of lights,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBull0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBull0.png,Black,No,2520.0,630.0,51.0,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical; work,1.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBull0,204.0,3613.0,nksnAeQbzLJGgnWaf
suit of lights,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBull1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBull1.png,Red,No,2520.0,630.0,51.0,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical; work,2.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBull1,204.0,9508.0,e4QABcKg8zWZbQZuM
suit of lights,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBull4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBull4.png,Pink,No,2520.0,630.0,51.0,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical; work,3.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBull4,204.0,9511.0,4ysGeSFH2FaZW7sPi
suit of lights,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBull3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBull3.png,Green,No,2520.0,630.0,51.0,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical; work,4.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBull3,204.0,9510.0,38XHCS3nmLXnthsPe
suit of lights,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBull2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBull2.png,Blue,No,2520.0,630.0,51.0,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; theatrical; work,5.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBull2,204.0,9509.0,tR83oeqzpe7Yw4Drf
suit with stand-up collar,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHighcollar2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHighcollar2.png,White,No,1800.0,450.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday; formal; work,1.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLHighcollar2,810.0,7570.0,HgHRXi8dLSbjsXwYE
suit with stand-up collar,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHighcollar0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHighcollar0.png,Black,No,1800.0,450.0,51.0,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday; formal; work,2.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLHighcollar0,810.0,5653.0,4Nq3p7TmykyKnqnBq
suit with stand-up collar,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHighcollar1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHighcollar1.png,Avocado,No,1800.0,450.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday; formal; work,3.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLHighcollar1,810.0,7569.0,ag8zvhRSMjHXZg72H
suit with stand-up collar,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLHighcollar3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLHighcollar3.png,Beige,No,1800.0,450.0,51.0,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,everyday; formal; work,4.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLHighcollar3,810.0,7571.0,BncnM5Ny97bTZPwYY
sunflower dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSunflower0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSunflower0.png,White,No,1500.0,375.0,51.0,White,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,1.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNSunflower0,363.0,4432.0,ez9RRPbuebxXe5dcF
sunflower dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSunflower1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSunflower1.png,Orange,No,1500.0,375.0,51.0,Orange,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,2.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNSunflower1,363.0,9428.0,pzCD5hEGe97653ZKB
sunflower dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNSunflower2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNSunflower2.png,Navy blue,No,1500.0,375.0,51.0,Blue,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,3.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNSunflower2,363.0,9429.0,iXPxerNqpsTjkwed6
superhero uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuper2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuper2.png,Black,No,3640.0,910.0,51.0,Gray,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,theatrical; work,1.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLSuper2,396.0,9494.0,Nryqdz8jDL6ShaRst
superhero uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuper1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuper1.png,Red,No,3640.0,910.0,51.0,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,theatrical; work,2.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLSuper1,396.0,9493.0,ssWu6a3nftC77rCDn
superhero uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuper3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuper3.png,Green,No,3640.0,910.0,51.0,Green,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,theatrical; work,3.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLSuper3,396.0,9495.0,3cCrJwA2zaZDr8ZmF
superhero uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuper0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuper0.png,Blue,No,3640.0,910.0,51.0,Blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,theatrical; work,4.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLSuper0,396.0,4475.0,62LLmjmBRQSkAPSPT
suspender outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuspenders3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuspenders3.png,Black,No,1900.0,475.0,51.0,Black,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; formal; party,1.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLSuspenders3,239.0,8626.0,XQkDviKtvYmPYBtCp
suspender outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuspenders2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuspenders2.png,Pink,No,1900.0,475.0,51.0,Pink,Gray,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; formal; party,2.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLSuspenders2,239.0,8625.0,6gudRaQbCXiHwpA4J
suspender outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuspenders4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuspenders4.png,Light green,No,1900.0,475.0,51.0,Green,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Elegant,everyday; formal; party,3.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLSuspenders4,239.0,8627.0,3ezeLjvNrDStX9uew
suspender outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuspenders1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuspenders1.png,Gray,No,1900.0,475.0,51.0,Light blue,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; formal; party,4.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLSuspenders1,239.0,8624.0,uKvphqcJQ4avZXurv
suspender outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLSuspenders0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLSuspenders0.png,Blue,No,1900.0,475.0,51.0,Blue,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; formal; party,5.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLSuspenders0,239.0,3707.0,YxBtGrK5ioQki5irk
sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLKnit0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLKnit0.png,Olive,No,1470.0,367.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,1.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLKnit0,9.0,3234.0,2v8jNW2Kh3H7nkZPg
sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLKnit2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLKnit2.png,Dark brown,No,1470.0,367.0,51.0,Brown,Brown,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,2.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLKnit2,9.0,4159.0,ujgvGBF88x82HtJzH
sweater dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLKnit1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLKnit1.png,Beige,No,1470.0,367.0,51.0,Beige,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,3.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLKnit1,9.0,4158.0,Q87hhz8nTtAd9KJgB
sweet dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHAngel0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHAngel0.png,White,No,2700.0,675.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,fairy tale; party; theatrical,1.0,Yes,Balloon,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonHAngel0,512.0,4686.0,Yrv7bfwGNXfzrYZ3E
sweet dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHAngel1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHAngel1.png,Purple,No,2700.0,675.0,51.0,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,fairy tale; party; theatrical,2.0,Yes,Balloon,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonHAngel1,512.0,9496.0,JKFW5b6hhdpetxynw
sweetheart dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLBustier3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLBustier3.png,Greige,No,1600.0,400.0,51.0,Gray,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,1.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLBustier3,232.0,9028.0,ESQDqdF8dFyo68Kr5
sweetheart dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLBustier4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLBustier4.png,Moss green,No,1600.0,400.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,2.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLBustier4,232.0,9029.0,32n3WfzP7GQeGvBrE
sweetheart dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLBustier1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLBustier1.png,Peacock blue,No,1600.0,400.0,51.0,Green,Orange,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,3.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLBustier1,232.0,9026.0,edYDKbgKaiqGKWXDj
sweetheart dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLBustier0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLBustier0.png,Navy blue,No,1600.0,400.0,51.0,Blue,Black,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,4.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLBustier0,232.0,3696.0,oMeCzR5LtTqcAi46T
sweetheart dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLBustier2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLBustier2.png,Beige,No,1600.0,400.0,51.0,Beige,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,5.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLBustier2,232.0,9027.0,zwLZ9zybcGNDQmt9r
tango dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNTango1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNTango1.png,Black,No,2600.0,650.0,51.0,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,1.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNTango1,889.0,7881.0,7hhyw8RsefYkrtFgt
tango dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNTango0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNTango0.png,Red,No,2600.0,650.0,51.0,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,2.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNTango0,889.0,5815.0,BprKNLQFLnCrqJcib
tango dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNTango2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNTango2.png,Pink,No,2600.0,650.0,51.0,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,3.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNTango2,889.0,7882.0,zZxLfPRGQtZN4suEN
tango dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNTango5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNTango5.png,Green,No,2600.0,650.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,4.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNTango5,889.0,7885.0,ym65t9BuCJZomJ7dv
