Name,Image,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Catalog,Version Added,Version Unlocked,Filename,Internal ID,Unique Entry ID
Franklin's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpTuk.png,1000.0,250.0,251.0,Pink,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpTuk,10781.0,K8zKZgXpTJcmS2iGf
Freckles's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk07.png,1000.0,250.0,251.0,Red,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk07,10455.0,dNbWn5557KTKt6a6x
Freya's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol05.png,1000.0,250.0,251.0,Pink,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlWol05,10424.0,3r5iQhh4MzddN57i3
Friga's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn04.png,1000.0,250.0,251.0,Blue,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPgn04,10457.0,S67mk3TaAorCcg2B6
Frita's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp11.png,1000.0,250.0,251.0,Yellow,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlShp11,10545.0,ZgbE94Tvoiyw4S6r6
Frobert's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg02.png,1000.0,250.0,251.0,Green,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg02,10598.0,3YkQ5ondJhSiryAG3
Fuchsia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer06.png,1000.0,250.0,251.0,Purple,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDer06,10352.0,snoGJLXmKAWAi95kK
Gabi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt05.png,1000.0,250.0,251.0,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt05,10386.0,YWu8D8TPSnTPkxErM
Gala's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig13.png,1000.0,250.0,251.0,Pink,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig13,10482.0,rYCrunBXnTNteRv5N
Gaston's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt04.png,1000.0,250.0,251.0,Yellow,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt04,10479.0,Nqq3fo795gkfaZvZr
Gayle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCrd07.png,1000.0,250.0,251.0,Pink,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCrd07,10596.0,ahyNZuX8jmHBwcH52
Genji's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt08.png,1000.0,250.0,251.0,White,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt08,10469.0,fMsQxgbfPwD43s8j6
Gigi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg16.png,1000.0,250.0,251.0,Purple,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg16,10657.0,z6HWKytucT8RBny2S
Gladys's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst01.png,1000.0,250.0,251.0,Black,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlOst01,10422.0,fZsAotKPAiq3s8CyY
Gloria's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk15.png,1000.0,250.0,251.0,Purple,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk15,10586.0,vABPw4w3gtosGofsb
Goldie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog00.png,1000.0,250.0,251.0,Yellow,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDog00,10523.0,6joFrAvxYe2TP6mMu
Gonzo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal04.png,1000.0,250.0,251.0,Gray,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlKal04,10643.0,SnFZm46JXpmXvBLxB
Goose's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn00.png,1000.0,250.0,251.0,White,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlChn00,10694.0,fSckhCuP8uD8X2STZ
Gracie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpGrf.png,1000.0,250.0,251.0,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpGrf,10518.0,t4J7Xm9f6hF3pTQqy
Graham's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam02.png,1000.0,250.0,251.0,Yellow,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHam02,10529.0,fREmTL9CRpggrRWj6
Grams's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKpg.png,1000.0,250.0,251.0,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpKpg,10436.0,aggbrSpzGBPoiLHmB
Greta's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus16.png,1000.0,250.0,251.0,Beige,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMus16,10470.0,YANGzo2FSNuKcSQSR
Grizzly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea09.png,1000.0,250.0,251.0,Black,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea09,10806.0,DvhjJCJdQqyhfh5tp
Groucho's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea06.png,1000.0,250.0,251.0,Blue,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea06,10380.0,dgztdN3egmnWSBLHZ
Gruff's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa04.png,1000.0,250.0,251.0,Green,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGoa04,10678.0,qDhcumxg5aKZtJGYX
Gulliver's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpGul.png,1000.0,250.0,251.0,White,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcSpGul,10521.0,tK8BZwPuX6kK9ahM2
Gwen's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn05.png,1000.0,250.0,251.0,Purple,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPgn05,10355.0,vFkmrjEsPRLXSBhoB
Hamlet's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam00.png,1000.0,250.0,251.0,Orange,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHam00,10492.0,PHQtpu28bZDRwBDem
Hamphrey's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHam07.png,1000.0,250.0,251.0,Black,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHam07,10423.0,PCqd56FbktaoxvdCg
Hans's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor10.png,1000.0,250.0,251.0,Light blue,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGor10,10460.0,To3etNrQ66SeLdGsh
Harriet's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPoo.png,1000.0,250.0,251.0,Pink,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpPoo,10787.0,5rRqR67vrGQNbCB2Z
Harry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHip08.png,1000.0,250.0,251.0,Yellow,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHip08,10353.0,8xncZd9cASERiBkoQ
Hazel's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu18.png,1000.0,250.0,251.0,Orange,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu18,10466.0,GY2G9ZAupjDsGh9ny
Hello Kitty poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor11.png,1000.0,250.0,251.0,Red,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGor11,11121.0,JLBPLz28yBaZibFnP
Henry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg19.png,1000.0,250.0,251.0,Green,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg19,10321.0,PxJd3Np97eRxSi4cw
Hippeux's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHip09.png,1000.0,250.0,251.0,Yellow,Orange,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHip09,10588.0,r8HHxXv35HYJZLgBX
Hopkins's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt14.png,1000.0,250.0,251.0,Light blue,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt14,10604.0,vwubp2G98EwG9wQn5
Hopper's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn03.png,1000.0,250.0,251.0,Black,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPgn03,10408.0,Wr67dnC9ES4CBQWsg
Hornsby's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn04.png,1000.0,250.0,251.0,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRhn04,10608.0,SotA8rs7xafgCN9GC
Huck's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg11.png,1000.0,250.0,251.0,Gray,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg11,10611.0,WyWCjNW35s8sfGCmG
Hugh's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig03.png,1000.0,250.0,251.0,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig03,10407.0,nBHB3KxJo2M7rvvpa
Iggly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPgn11.png,1000.0,250.0,251.0,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPgn11,10602.0,jXmkSynB9wbbLAGeN
Ike's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea11.png,1000.0,250.0,251.0,Brown,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea11,10650.0,BvyHkZkFkZQBXo6hP
Isabelle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSza.png,1000.0,250.0,251.0,Yellow,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcSpSza,10312.0,JZskBPpfNn2j8Y4ez
Jack's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPkn.png,1000.0,250.0,251.0,Orange,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpPkn,10346.0,eHe9eJNzzhnz8qM7E
Jacob's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd11.png,1000.0,250.0,251.0,White,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBrd11,10813.0,kLbJPxa42uuBeWkEh
Jacques's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd16.png,1000.0,250.0,251.0,Purple,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBrd16,10804.0,tLzEPfsxDk4GdPCXn
Jambette's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg13.png,1000.0,250.0,251.0,Green,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg13,10617.0,C6J6e7YNdwnWm2xQD
Jay's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd00.png,1000.0,250.0,251.0,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBrd00,10404.0,S5uNxrc9PWrQSGGM9
Jeremiah's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg07.png,1000.0,250.0,251.0,Blue,Orange,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg07,10688.0,492Z37sKbLhpW3E2Q
Jingle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpRei.png,1000.0,250.0,251.0,Brown,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpRei,10439.0,i82Sovcj8NNADYKFQ
Jitters's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd04.png,1000.0,250.0,251.0,Green,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBrd04,10818.0,ntewDyTP3NHyPBpky
Joan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpBoa.png,1000.0,250.0,251.0,Brown,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpBoa,10430.0,STBLD9MdjEcDLEtQA
Joey's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk01.png,1000.0,250.0,251.0,Yellow,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk01,10483.0,9wGk3RWRqvbADAThJ
Judy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr19.png,1000.0,250.0,251.0,Pink,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr19,10858.0,BSZxPAtc9wijEHjY3
Julia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOst05.png,1000.0,250.0,251.0,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlOst05,10630.0,xTdmhyg8DfCRFE3Gt
Julian's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs13.png,1000.0,250.0,251.0,Light blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs13,10402.0,H67skvQkXRDP6ysBQ
June's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr13.png,1000.0,250.0,251.0,Brown,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr13,10605.0,8PepBgrbB9RE592ey
K.K.'s poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpTkkA.png,1000.0,250.0,251.0,White,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcSpTkkA,10331.0,2uh73fgYt64x8qHcf
Kabuki's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat09.png,1000.0,250.0,251.0,White,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat09,10817.0,ka78h2ybyfwgzorrY
Kapp'n's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKpp.png,1000.0,250.0,251.0,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpKpp,10354.0,jsRtBGxBgxxkZgfS6
Katie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpLom.png,1000.0,250.0,251.0,Yellow,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpLom,10337.0,PjrtRLSi74NhGXivc
Katrina's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpBpt.png,1000.0,250.0,251.0,Black,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpBpt,10517.0,oYNatxRpaQL2NcDZJ
Katt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat21.png,1000.0,250.0,251.0,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat21,10528.0,XwMjDn6KyDjrLwk2b
Keaton's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPbr08.png,1000.0,250.0,251.0,Light blue,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPbr08,10421.0,TWDjx79bak89KucSR
Ken's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn13.png,1000.0,250.0,251.0,Blue,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlChn13,10445.0,5mPnzbgfKfeC8aWbN
Kerokerokeroppi poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt20.png,1000.0,250.0,251.0,Green,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt20,11126.0,nDtn6gnAxCiP8eLC8
Ketchup's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk13.png,1000.0,250.0,251.0,Red,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk13,10616.0,uEKpxhL4J8JTxxvZo
Kevin's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig15.png,1000.0,250.0,251.0,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig15,10585.0,zpvLH5kgqZHDF8rP4
Kicks's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSkk.png,1000.0,250.0,251.0,Black,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcSpSkk,10332.0,L7pqyXuw7FQJqKE6B
Kid Cat's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat10.png,1000.0,250.0,251.0,Red,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat10,10779.0,uRRKypDsFvkrGterg
Kidd's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa07.png,1000.0,250.0,251.0,Purple,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGoa07,10364.0,sYX45oaDEBt2sPDgQ
Kiki & Lala poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp14.png,1000.0,250.0,251.0,Colorful,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlShp14,11123.0,wCjEFxMEQM2zNicuu
Kiki's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat04.png,1000.0,250.0,251.0,Black,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat04,10816.0,Dk5BzAKu8N9LQnYkZ
Kitt's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr00.png,1000.0,250.0,251.0,Green,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlKgr00,10357.0,NovHZTsrhXq6MKxZP
Kitty's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat14.png,1000.0,250.0,251.0,Beige,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat14,10395.0,2ghKna6PJ3mLc5G6J
Klaus's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea14.png,1000.0,250.0,251.0,Gray,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea14,10790.0,wgdvS7m85WBiRGYxC
Knox's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlChn11.png,1000.0,250.0,251.0,Yellow,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlChn11,10664.0,iqCi67XSDF7jsbh9n
