Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Surface,Source,Source Notes,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Version Unlocked,Filename,Variant ID,Internal ID,Unique Entry ID
magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_2.png,Red,Body color,Fashion,Magazine,Yes,Yes,Yes,2.0,NFS,690.0,Red,Gray,1x1,No,Crafting,,103.0,living room,shop,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagazinerack_Remake_7_2,7_2,1032.0,2oDKdjPx9etaYKLXq
magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_3.png,Red,Body color,Sports,Magazine,Yes,Yes,Yes,2.0,NFS,690.0,Red,Colorful,1x1,No,Crafting,,103.0,living room,shop,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagazinerack_Remake_7_3,7_3,1032.0,wBmLvSuR9ipfXcczE
magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_4.png,Red,Body color,Comics,Magazine,Yes,Yes,Yes,2.0,NFS,690.0,Red,Colorful,1x1,No,Crafting,,103.0,living room,shop,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagazinerack_Remake_7_4,7_4,1032.0,7E3e4zxpKeaZNsttz
magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_5.png,Red,Body color,Kids,Magazine,Yes,Yes,Yes,2.0,NFS,690.0,Red,Pink,1x1,No,Crafting,,103.0,living room,shop,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagazinerack_Remake_7_5,7_5,1032.0,3WZCA5yt8MBxQRXv6
magazine rack,https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_7_6.png,Red,Body color,Weekly news,Magazine,Yes,Yes,Yes,2.0,NFS,690.0,Red,Colorful,1x1,No,Crafting,,103.0,living room,shop,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagazinerack_Remake_7_6,7_6,1032.0,EW33qjFJ2iyrjbNXX
magic kit,https://acnhcdn.com/latest/FtrIcon/FtrMagicset_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,980.0,245.0,Black,Red,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,child's room,None,None,None,SmallGoods,Yes,Toy,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMagicset_Remake_0_0,0_0,4392.0,eL3Tsbu3wP6HbRyya
magic kit,https://acnhcdn.com/latest/FtrIcon/FtrMagicset_Remake_1_0.png,Blue,NA,NA,NA,No,No,No,NA,980.0,245.0,White,Blue,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,child's room,None,None,None,SmallGoods,Yes,Toy,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMagicset_Remake_1_0,1_0,4392.0,AC7RRQhviks5j7rBd
mahi-mahi model,https://acnhcdn.com/latest/FtrIcon/FtrFishShiiraToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,18000.0,Yellow,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishShiiraToy,NA,7014.0,Daq8bZwS56nqzef9w
man-faced stink bug model,https://acnhcdn.com/latest/FtrIcon/FtrInsectJinmenkamemushiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,3000.0,Black,Orange,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectJinmenkamemushiToy,NA,7116.0,NpZjkGcav7Rmp2C3C
mantis model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKamakiriToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1290.0,Green,Green,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectKamakiriToy,NA,7068.0,TrAWLhDAyZtX9WKhp
matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_0_0.png,Red,Variation,NA,NA,Yes,Yes,No,1.0,NFS,600.0,Red,Yellow,1x1,No,Crafting,,103.0,folk art,fancy,None,None,Doll,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMatryoshka_Remake_0_0,0_0,1652.0,3z54fyJ3zLqHi6AHK
matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_1_0.png,Yellow,Variation,NA,NA,Yes,Yes,No,1.0,NFS,600.0,Yellow,White,1x1,No,Crafting,,103.0,folk art,fancy,None,None,Doll,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMatryoshka_Remake_1_0,1_0,1652.0,2xXpsWapS5k9w4Swe
matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_2_0.png,Blue,Variation,NA,NA,Yes,Yes,No,1.0,NFS,600.0,Blue,Light blue,1x1,No,Crafting,,103.0,folk art,fancy,None,None,Doll,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMatryoshka_Remake_2_0,2_0,1652.0,J3y9wjPRmZLkDxd2i
matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_3_0.png,Brown,Variation,NA,NA,Yes,Yes,No,1.0,NFS,600.0,Brown,Beige,1x1,No,Crafting,,103.0,folk art,fancy,None,None,Doll,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMatryoshka_Remake_3_0,3_0,1652.0,P5aS7ieCEWfbWgmsP
matryoshka,https://acnhcdn.com/latest/FtrIcon/FtrMatryoshka_Remake_4_0.png,Green,Variation,NA,NA,Yes,Yes,No,1.0,NFS,600.0,Green,Yellow,1x1,No,Crafting,,103.0,folk art,fancy,None,None,Doll,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMatryoshka_Remake_4_0,4_0,1652.0,r7PyYPYEc6YRfLHN4
metal can,https://acnhcdn.com/latest/FtrIcon/FtrIttocan.png,NA,NA,NA,NA,No,No,No,NA,600.0,150.0,Gray,Light blue,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,garage,None,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrIttocan,NA,7262.0,qs82ddEhZnHPBiKhA
metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,1300.0,325.0,Red,White,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,music,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMetronome_Remake_0_0,0_0,1042.0,KkzpcffFjKfiejhYa
metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_1_0.png,Cream,NA,NA,NA,No,No,No,NA,1300.0,325.0,Yellow,White,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,music,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMetronome_Remake_1_0,1_0,1042.0,nSWPuKrRQstBhY8hn
metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_2_0.png,Blue,NA,NA,NA,No,No,No,NA,1300.0,325.0,Blue,White,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,music,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMetronome_Remake_2_0,2_0,1042.0,NNdNGDxNtfwtsy7Wx
metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_3_0.png,Black,NA,NA,NA,No,No,No,NA,1300.0,325.0,Black,White,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,music,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMetronome_Remake_3_0,3_0,1042.0,7JaPzzKuyubzF5u5j
metronome,https://acnhcdn.com/latest/FtrIcon/FtrMetronome_Remake_4_0.png,Brown,NA,NA,NA,No,No,No,NA,1300.0,325.0,Brown,White,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,music,None,None,None,MusicalInstrument,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMetronome_Remake_4_0,4_0,1042.0,r49zR8igZmhGWfbM3
microscope,https://acnhcdn.com/latest/FtrIcon/FtrMicroscope_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,3100.0,775.0,White,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,school,facility,None,None,None,No,Hospital,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMicroscope_Remake_0_0,0_0,1319.0,2bh4eZPcmFcDbuboB
microscope,https://acnhcdn.com/latest/FtrIcon/FtrMicroscope_Remake_1_0.png,Silver,NA,NA,NA,No,No,No,NA,3100.0,775.0,Gray,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,school,facility,None,None,None,No,Hospital,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMicroscope_Remake_1_0,1_0,1319.0,KuQEi8KfN9NC9u7ri
microscope,https://acnhcdn.com/latest/FtrIcon/FtrMicroscope_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,3100.0,775.0,Black,Gray,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,school,facility,None,None,None,No,Hospital,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMicroscope_Remake_2_0,2_0,1319.0,xBWBSrc4Gfuxbhtnm
microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,3000.0,750.0,White,White,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMicrowave_Remake_0_0,0_0,1043.0,DxKFu9TWtR7LEPqri
microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,3000.0,750.0,Black,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMicrowave_Remake_1_0,1_0,1043.0,xvQCy7v62sK5vEDLg
microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,3000.0,750.0,Red,Red,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMicrowave_Remake_2_0,2_0,1043.0,YYah8Ptsgaa6D6uAb
microwave,https://acnhcdn.com/latest/FtrIcon/FtrMicrowave_Remake_3_0.png,Green,NA,NA,NA,No,No,No,NA,3000.0,750.0,Green,Green,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMicrowave_Remake_3_0,3_0,1043.0,puchZntzSHe9Zr3Sd
migratory locust model,https://acnhcdn.com/latest/FtrIcon/FtrInsectTonosamabattaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1800.0,Green,Green,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectTonosamabattaToy,NA,7103.0,gMiihmJngqunEKW86
mini-cactus set,https://acnhcdn.com/latest/FtrIcon/FtrCactusesMini.png,NA,NA,NA,NA,No,No,No,NA,400.0,100.0,Green,Brown,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,None,None,None,Plant,No,Plants,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrCactusesMini,NA,4123.0,8b5wuQtiQcBd8uxsa
mitten crab model,https://acnhcdn.com/latest/FtrIcon/FtrFishSyanhaiganiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,6000.0,Black,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishSyanhaiganiToy,NA,7019.0,cTAZtg8MzbFFbEHFN
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_0_0.png,Tomatoes,NA,NA,NA,No,No,No,NA,1400.0,350.0,White,Red,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,None,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMixer_Remake_0_0,0_0,1050.0,ynbwa4cYLx3HDvyx7
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_1_0.png,Green smoothie,NA,NA,NA,No,No,No,NA,1400.0,350.0,Black,Green,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,None,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMixer_Remake_1_0,1_0,1050.0,besqQdHZJv2QkguWA
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_2_0.png,Carrots,NA,NA,NA,No,No,No,NA,1400.0,350.0,Gray,Orange,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,None,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMixer_Remake_2_0,2_0,1050.0,KD4AWsSniLR67P5sn
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_3_0.png,Oranges,NA,NA,NA,No,No,No,NA,1400.0,350.0,Orange,Orange,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,None,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMixer_Remake_3_0,3_0,1050.0,FuZSto5FtpvTJDksE
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_4_0.png,Blueberries,NA,NA,NA,No,No,No,NA,1400.0,350.0,Green,Purple,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,None,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMixer_Remake_4_0,4_0,1050.0,yQzhKzgsNpmgCLy6u
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_5_0.png,Bananas,NA,NA,NA,No,No,No,NA,1400.0,350.0,Yellow,Yellow,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,None,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMixer_Remake_5_0,5_0,1050.0,e8wF3FuLxR5LKRqTo
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_6_0.png,Strawberries,NA,NA,NA,No,No,No,NA,1400.0,350.0,Pink,Pink,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,None,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMixer_Remake_6_0,6_0,1050.0,Em56xYRxtAZF2w8mX
mixer,https://acnhcdn.com/latest/FtrIcon/FtrMixer_Remake_7_0.png,Kiwifruit,NA,NA,NA,No,No,No,NA,1400.0,350.0,Light blue,Green,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,None,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrMixer_Remake_7_0,7_0,1050.0,TEDvYqvNyt6GJQW9B
miyama stag model,https://acnhcdn.com/latest/FtrIcon/FtrInsectMiyamakuwagataToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,3000.0,Black,Black,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectMiyamakuwagataToy,NA,7083.0,CH4hXPpAP3bXWcPEH
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_0_0.png,Beginning stages,Creation,NA,NA,Yes,Yes,No,1.0,NFS,400.0,Light blue,Gray,1x1,No,Crafting,,103.0,school,child's room,None,None,SmallGoods,No,Toy,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrClaytoy_Remake_0_0,0_0,7258.0,c9StuHHdFeaEvNx7v
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_1_0.png,Dinosaur,Creation,NA,NA,Yes,Yes,No,1.0,NFS,400.0,Light blue,Gray,1x1,No,Crafting,,103.0,school,child's room,None,None,SmallGoods,No,Toy,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrClaytoy_Remake_1_0,1_0,7258.0,FC66CbJZ6sGhmd2Zw
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_2_0.png,Cake,Creation,NA,NA,Yes,Yes,No,1.0,NFS,400.0,Yellow,Gray,1x1,No,Crafting,,103.0,school,child's room,None,None,SmallGoods,No,Toy,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrClaytoy_Remake_2_0,2_0,7258.0,TquhR2AAz4NG7S8xJ
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_3_0.png,Colorful dinosaur,Creation,NA,NA,Yes,Yes,No,1.0,NFS,400.0,Green,Light blue,1x1,No,Crafting,,103.0,school,child's room,None,None,SmallGoods,No,Toy,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrClaytoy_Remake_3_0,3_0,7258.0,jGpauzsYFogScKq9a
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_4_0.png,Colorful cake,Creation,NA,NA,Yes,Yes,No,1.0,NFS,400.0,Pink,Colorful,1x1,No,Crafting,,103.0,school,child's room,None,None,SmallGoods,No,Toy,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrClaytoy_Remake_4_0,4_0,7258.0,qSpEuZ6saC9GWcJrX
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_5_0.png,Clay dinosaur,Creation,NA,NA,Yes,Yes,No,1.0,NFS,400.0,Beige,Brown,1x1,No,Crafting,,103.0,school,child's room,None,None,SmallGoods,No,Toy,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrClaytoy_Remake_5_0,5_0,7258.0,DwtZZENfBRnSCiXYQ
modeling clay,https://acnhcdn.com/latest/FtrIcon/FtrClaytoy_Remake_6_0.png,Clay cake,Creation,NA,NA,Yes,Yes,No,1.0,NFS,400.0,Beige,Brown,1x1,No,Crafting,,103.0,school,child's room,None,None,SmallGoods,No,Toy,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrClaytoy_Remake_6_0,6_0,7258.0,v3K2dKwSwB6Ly2JJh
mole cricket model,https://acnhcdn.com/latest/FtrIcon/FtrInsectOkeraToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1500.0,Brown,Brown,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectOkeraToy,NA,7089.0,KFzaKycxuL8n3qTBv
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_0_0.png,Cubes,Design,NA,NA,No,Yes,No,1.0,NFS,88.0,Colorful,Colorful,1x1,No,Mom,Received in March in the Northern Hemisphere and received in September in the Southern Hemisphere,365.0,living room,fancy,motherly,None,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrMomCandle_Remake_0_0,0_0,7143.0,FYgk8cTo2QgJXfho8
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_1_0.png,Elegant flowers,Design,NA,NA,No,Yes,No,1.0,NFS,88.0,White,Colorful,1x1,No,Mom,Received in March in the Northern Hemisphere and received in September in the Southern Hemisphere,365.0,living room,fancy,motherly,None,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrMomCandle_Remake_1_0,1_0,7143.0,rhbZpNiqSxQFYFjET
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_2_0.png,Chic flowers,Design,NA,NA,No,Yes,No,1.0,NFS,88.0,White,Beige,1x1,No,Mom,Received in March in the Northern Hemisphere and received in September in the Southern Hemisphere,365.0,living room,fancy,motherly,None,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrMomCandle_Remake_2_0,2_0,7143.0,qniYFuKddXD6qMWsE
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_3_0.png,Pastel,Design,NA,NA,No,Yes,No,1.0,NFS,88.0,White,Colorful,1x1,No,Mom,Received in March in the Northern Hemisphere and received in September in the Southern Hemisphere,365.0,living room,fancy,motherly,None,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrMomCandle_Remake_3_0,3_0,7143.0,N62JB95oqQ3DH4vKJ
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_4_0.png,Fairy tale,Design,NA,NA,No,Yes,No,1.0,NFS,88.0,Red,Purple,1x1,No,Mom,Received in March in the Northern Hemisphere and received in September in the Southern Hemisphere,365.0,living room,fancy,motherly,None,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrMomCandle_Remake_4_0,4_0,7143.0,5NquKTRtH2xXXfQtX
Mom's candle set,https://acnhcdn.com/latest/FtrIcon/FtrMomCandle_Remake_5_0.png,Marine,Design,NA,NA,No,Yes,No,1.0,NFS,88.0,Light blue,Green,1x1,No,Mom,Received in March in the Northern Hemisphere and received in September in the Southern Hemisphere,365.0,living room,fancy,motherly,None,Lighting,Yes,Lamp,No,Does not play music,Candle,Not for sale,1.0.0,1.0.0,FtrMomCandle_Remake_5_0,5_0,7143.0,xSpi7hrajjPkmapq6
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_0_0.png,Red with hearts,Cover pattern,NA,NA,No,Yes,No,1.0,NFS,88.0,Colorful,Red,1x1,No,Mom,Received in September in the Northern Hemisphere and received in March in the Southern Hemisphere,365.0,living room,fancy,motherly,None,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMomCushion_Remake_0_0,0_0,7144.0,hvNQrR4uTyCMxxJpK
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_1_0.png,Blue with flowers,Cover pattern,NA,NA,No,Yes,No,1.0,NFS,88.0,Colorful,Blue,1x1,No,Mom,Received in September in the Northern Hemisphere and received in March in the Southern Hemisphere,365.0,living room,fancy,motherly,None,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMomCushion_Remake_1_0,1_0,7144.0,krf4iwGJGHr2NKPFb
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_2_0.png,Colorful quilt,Cover pattern,NA,NA,No,Yes,No,1.0,NFS,88.0,Colorful,Green,1x1,No,Mom,Received in September in the Northern Hemisphere and received in March in the Southern Hemisphere,365.0,living room,fancy,motherly,None,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMomCushion_Remake_2_0,2_0,7144.0,dbGxvTYFYm6ZnN5wm
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_3_0.png,Pop flowers,Cover pattern,NA,NA,No,Yes,No,1.0,NFS,88.0,Colorful,Pink,1x1,No,Mom,Received in September in the Northern Hemisphere and received in March in the Southern Hemisphere,365.0,living room,fancy,motherly,None,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMomCushion_Remake_3_0,3_0,7144.0,RK5hrNcDzDrc4eomb
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_4_0.png,Animal,Cover pattern,NA,NA,No,Yes,No,1.0,NFS,88.0,Colorful,Blue,1x1,No,Mom,Received in September in the Northern Hemisphere and received in March in the Southern Hemisphere,365.0,living room,fancy,motherly,None,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMomCushion_Remake_4_0,4_0,7144.0,LNWqJXXBa9axzg7xY
Mom's cushion,https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_5_0.png,Denim,Cover pattern,NA,NA,No,Yes,No,1.0,NFS,88.0,Colorful,Blue,1x1,No,Mom,Received in September in the Northern Hemisphere and received in March in the Southern Hemisphere,365.0,living room,fancy,motherly,None,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMomCushion_Remake_5_0,5_0,7144.0,NoTd7XXCGpHjwqnx7
Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_0_0.png,Cat,Decorations,NA,NA,No,Yes,No,1.0,NFS,88.0,Colorful,White,1x1,No,Mom,Received on the player's birthday,365.0,living room,fancy,motherly,None,None,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMomCake_Remake_0_0,0_0,7146.0,hN6x7ohRpi7ZYJJvX
Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_1_0.png,Strawberry & flowers,Decorations,NA,NA,No,Yes,No,1.0,NFS,88.0,Red,White,1x1,No,Mom,Received on the player's birthday,365.0,living room,fancy,motherly,None,None,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMomCake_Remake_1_0,1_0,7146.0,uaEGpeTAHJXE64HZi
Mom's homemade cake,https://acnhcdn.com/latest/FtrIcon/FtrMomCake_Remake_2_0.png,Carrot,Decorations,NA,NA,No,Yes,No,1.0,NFS,88.0,Colorful,White,1x1,No,Mom,Received on the player's birthday,365.0,living room,fancy,motherly,None,None,No,Dining,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMomCake_Remake_2_0,2_0,7146.0,y67sM38knQMui77sR
