Name,Inventory Image,Storage Image,DIY,Stack Size,Buy,Sell,Miles Price,Source,Source Notes,HHA Base Points,Tag,Color 1,Color 2,Version Added,Version Unlocked,Filename,Internal ID,Unique Entry ID
purple roses,https://acnhcdn.com/latest/MenuIcon/Rose5.png,https://acnhcdn.com/latest/FtrIcon/FlwRosePurple.png,No,10.0,NFS,240.0,NA,Picking flowers,,87.0,Plants,Purple,Green,1.0.0,1.0.0,FlwRosePurple,2951.0,7YDMvyAt4FvfmZzpX
purple tulips,https://acnhcdn.com/latest/MenuIcon/Turip4.png,https://acnhcdn.com/latest/FtrIcon/FlwTulipPurple.png,No,10.0,NFS,240.0,NA,Picking flowers,,87.0,Plants,Purple,Green,1.0.0,1.0.0,FlwTulipPurple,2899.0,ifT7cGFbysTHCWFES
purple windflowers,https://acnhcdn.com/latest/MenuIcon/Anemone4.png,https://acnhcdn.com/latest/FtrIcon/FlwAnemonesPurple.png,No,10.0,NFS,240.0,NA,Picking flowers,,87.0,Plants,Purple,Green,1.0.0,1.0.0,FlwAnemonesPurple,3727.0,k8fi3AsuMB335GrxH
purple wrapping paper,https://acnhcdn.com/latest/MenuIcon/WPaperPurple.png,https://acnhcdn.com/latest/FtrIcon/WPaperPurple.png,No,10.0,160.0,40.0,NA,Nook's Cranny,,0.0,NA,None,None,1.0.0,1.0.0,WPaperPurple,7690.0,XYFjS9w89jxHJTJks
purple-hyacinth plant,https://acnhcdn.com/latest/MenuIcon/PltHyacinth5.png,,No,1.0,NFS,240.0,NA,Blue/blue hyacinths,,0.0,Plants,None,None,1.0.0,1.0.0,PltHyacinthPurple3,3922.0,25W3Z8QHvkuxynosQ
purple-mum plant,https://acnhcdn.com/latest/MenuIcon/PltMum5.png,,No,1.0,NFS,80.0,NA,White/white mums,,0.0,Plants,None,None,1.0.0,1.0.0,PltMumPurple3,3928.0,h5JsnSkRkX5nHgvkJ
purple-pansy plant,https://acnhcdn.com/latest/MenuIcon/PltPansi3.png,,No,1.0,NFS,240.0,NA,Blue/blue pansies,,0.0,Plants,None,None,1.0.0,1.0.0,PltPansyPurple3,3858.0,TRTMbvSzctgwWM6is
purple-rose plant,https://acnhcdn.com/latest/MenuIcon/PltRose5.png,,No,1.0,NFS,240.0,NA,White/white roses,,0.0,Plants,None,None,1.0.0,1.0.0,PltRosePurple3,3872.0,o8Z9gXXxjwrerp3Xm
purple-tulip plant,https://acnhcdn.com/latest/MenuIcon/PltTurip4.png,,No,1.0,NFS,240.0,NA,Orange/orange tulips,,0.0,Plants,None,None,1.0.0,1.0.0,PltTulipPurple3,3846.0,P5kEKdgi4EkF3Fxge
purple-windflower plant,https://acnhcdn.com/latest/MenuIcon/PltAnemone4.png,,No,1.0,NFS,240.0,NA,"Blue/blue windflowers
Blue/pink windflowers",,0.0,Plants,None,None,1.0.0,1.0.0,PltAnemonesPurple3,3908.0,K2PvXjrjRrJcxWKDZ
rare mushroom,https://acnhcdn.com/latest/MenuIcon/Mush4.png,https://acnhcdn.com/latest/FtrIcon/MushRare.png,No,10.0,NFS,16000.0,NA,Dig Spot,Near cedar and hardwood trees; Only available during Mushroom Season,0.0,NA,None,None,1.0.0,1.0.0,MushRare,3280.0,TBrdJZWSzGth68Hs9
red cosmos,https://acnhcdn.com/latest/MenuIcon/Cosmos1.png,https://acnhcdn.com/latest/FtrIcon/FlwCosmosRed.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Red,Green,1.0.0,1.0.0,FlwCosmosRed,2304.0,df2GEMdr8rzF848iG
red hyacinths,https://acnhcdn.com/latest/MenuIcon/Hyacinth2.png,https://acnhcdn.com/latest/FtrIcon/FlwHyacinthRed.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Red,Green,1.0.0,1.0.0,FlwHyacinthRed,3744.0,ch44Hxnuhc4xFnaGq
red lilies,https://acnhcdn.com/latest/MenuIcon/Yuri2.png,https://acnhcdn.com/latest/FtrIcon/FlwYuriRed.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Red,Green,1.0.0,1.0.0,FlwYuriRed,2983.0,Ccbkzs9BxFwttCGux
red mums,https://acnhcdn.com/latest/MenuIcon/Mum2.png,https://acnhcdn.com/latest/FtrIcon/FlwMumRed.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Red,Green,1.0.0,1.0.0,FlwMumRed,3768.0,YbZtSHeqdMEZfvMSj
red ornament,https://acnhcdn.com/latest/MenuIcon/ChristmasOrnamentA.png,https://acnhcdn.com/latest/FtrIcon/DIYOrnamentRed.png,No,30.0,NFS,50.0,NA,Cedar Tree,Shaking decorated trees; Only available during Festive Season,0.0,NA,None,None,1.0.0,1.0.0,DIYOrnamentRed,5730.0,n7d3HHquNv3trZZ6a
red pansies,https://acnhcdn.com/latest/MenuIcon/Pansi2.png,https://acnhcdn.com/latest/FtrIcon/FlwPansyRed.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Red,Green,1.0.0,1.0.0,FlwPansyRed,2911.0,nifAbNAEXppAEJ2Rc
red roses,https://acnhcdn.com/latest/MenuIcon/Rose0.png,https://acnhcdn.com/latest/FtrIcon/FlwRoseRed.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Red,Green,1.0.0,1.0.0,FlwRoseRed,2935.0,6whx4t9k8aztJN6a4
red tulips,https://acnhcdn.com/latest/MenuIcon/Turip0.png,https://acnhcdn.com/latest/FtrIcon/FlwTulipRed.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Red,Green,1.0.0,1.0.0,FlwTulipRed,2883.0,wbJwAKy9SJsuWeHLn
red windflowers,https://acnhcdn.com/latest/MenuIcon/Anemone1.png,https://acnhcdn.com/latest/FtrIcon/FlwAnemonesRed.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Red,Green,1.0.0,1.0.0,FlwAnemonesRed,3723.0,JRcjMczbQ6geDSWDb
red wrapping paper,https://acnhcdn.com/latest/MenuIcon/WPaperRed.png,https://acnhcdn.com/latest/FtrIcon/WPaperRed.png,No,10.0,160.0,40.0,NA,Nook's Cranny,,0.0,NA,None,None,1.0.0,1.0.0,WPaperRed,7694.0,AN7s2Q67gmpxy89Tv
red-camellia bush,https://acnhcdn.com/latest/MenuIcon/PltBushCamelliaRed.png,,No,1.0,560.0,140.0,NA,Digging up a fully grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltBushCamelliaRed2,12489.0,wBA9LGru4uetCqQsx
red-camellia nursery,https://acnhcdn.com/latest/MenuIcon/PltBushCamelliaRed.png,,No,1.0,280.0,70.0,NA,Planting a bush start,,0.0,NA,None,None,1.2.0,1.2.0,PltBushCamelliaRed0,12755.0,LPkQdZzHsh3qM3d5y
red-camellia start,https://acnhcdn.com/latest/ShopPlant/SeedBushCamelliaRed.png,https://acnhcdn.com/latest/FtrIcon/SeedBushCamelliaRed.png,No,10.0,280.0,70.0,NA,Leif,,0.0,NA,None,None,1.2.0,1.2.0,SeedBushCamelliaRed,12487.0,wZBBMZvxkDz22tpLo
red-cosmos bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag0.png,https://acnhcdn.com/latest/FtrIcon/SeedCosmosRed.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedCosmosRed,2626.0,uSN5GeiPFdq4sXM9p
red-cosmos plant,https://acnhcdn.com/latest/MenuIcon/PltCosmos1.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltCosmosRed3,3824.0,6DQtRdnKv3wncjoLn
red-hibiscus bush,https://acnhcdn.com/latest/MenuIcon/PltHibiscusRed.png,,No,1.0,560.0,140.0,NA,Digging up a fully grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltHibiscusRed2,3022.0,9L4XDnErnxfq4WzYC
red-hibiscus nursery,https://acnhcdn.com/latest/MenuIcon/PltHibiscusRed.png,,No,1.0,280.0,70.0,NA,Planting a bush start,,0.0,NA,None,None,1.2.0,1.2.0,PltHibiscusRed0,12752.0,5e9BLEje6guhmNMuk
red-hibiscus start,https://acnhcdn.com/latest/ShopPlant/SeedHibiscusRed.png,https://acnhcdn.com/latest/FtrIcon/SeedHibiscusRed.png,No,10.0,280.0,70.0,NA,Leif,,0.0,NA,None,None,1.2.0,1.2.0,SeedHibiscusRed,3019.0,fru8KaSmhXoKiPmxJ
red-hyacinth bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag0.png,https://acnhcdn.com/latest/FtrIcon/SeedHyacinthRed.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedHyacinthRed,3745.0,4hfNdxNQWkQ9qf6QN
red-hyacinth plant,https://acnhcdn.com/latest/MenuIcon/PltHyacinth2.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltHyacinthRed3,3918.0,2NJn5Znkpfj3PZ3h4
red-lily bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag0.png,https://acnhcdn.com/latest/FtrIcon/SeedYuriRed.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedYuriRed,2984.0,6omvRhe5bmd4Abd3z
red-lily plant,https://acnhcdn.com/latest/MenuIcon/PltYuri2.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltYuriRed3,3888.0,FpdTm8BJu2va7bxe3
red-mum bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag0.png,https://acnhcdn.com/latest/FtrIcon/SeedMumRed.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedMumRed,3769.0,BZzzrHDtZyDqP9Jot
red-mum plant,https://acnhcdn.com/latest/MenuIcon/PltMum2.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltMumRed3,3932.0,pdhzKEEKEWtCGLMj7
red-pansy bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag0.png,https://acnhcdn.com/latest/FtrIcon/SeedPansyRed.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedPansyRed,2912.0,H2phax8XGcyfsxHyM
red-pansy plant,https://acnhcdn.com/latest/MenuIcon/PltPansi2.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltPansyRed3,3852.0,BQJWgPE6ouCBiNoZn
red-rose bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag0.png,https://acnhcdn.com/latest/FtrIcon/SeedRoseRed.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedRoseRed,2936.0,e7SNQmbsXKT3pkkzS
red-rose plant,https://acnhcdn.com/latest/MenuIcon/PltRose0.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltRoseRed3,3864.0,A8c3nW23t98zEzuPY
red-tulip bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag0.png,https://acnhcdn.com/latest/FtrIcon/SeedTulipRed.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedTulipRed,2884.0,6WnmQcHeeC9MAELud
red-tulip plant,https://acnhcdn.com/latest/MenuIcon/PltTurip0.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltTulipRed3,3838.0,vq6FQiZSEprG7z24A
red-windflower bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag0.png,https://acnhcdn.com/latest/FtrIcon/SeedAnemonesRed.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedAnemonesRed,3724.0,gstfXhxq6i9XsQeMu
red-windflower plant,https://acnhcdn.com/latest/MenuIcon/PltAnemone1.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltAnemonesRed3,3906.0,R8JKJkD6gjEK548a2
round mushroom,https://acnhcdn.com/latest/MenuIcon/Mush1.png,https://acnhcdn.com/latest/FtrIcon/MushRound.png,No,10.0,NFS,200.0,NA,On ground,Only available during Mushroom Season,0.0,NA,None,None,1.0.0,1.0.0,MushRound,3277.0,x8LdsoLTpK3eNLsLP
rusted part,https://acnhcdn.com/latest/MenuIcon/JohnnyQuestDust1.png,https://acnhcdn.com/latest/FtrIcon/JohnnyQuestDust1.png,No,10.0,NFS,10.0,NA,Recycle Box,,0.0,NA,None,None,1.0.0,1.0.0,JohnnyQuestDust1,2389.0,eNswgjstdGpp6XoKz
Sagittarius fragment,https://acnhcdn.com/latest/MenuIcon/StarpieceSagittarius.png,https://acnhcdn.com/latest/FtrIcon/StarpieceSagittarius.png,No,10.0,NFS,500.0,NA,Wishing on shooting stars,"Only available during the Sagittarius Zodiac, November 23 - December 22",0.0,NA,None,None,1.0.0,1.0.0,StarpieceSagittarius,5996.0,9R62eP8SNmyp2BKCw
Saharah Ticket,https://acnhcdn.com/latest/MenuIcon/RollanTicket.png,https://acnhcdn.com/latest/FtrIcon/RollanTicket.png,No,5.0,NFS,100.0,NA,Saharah,,0.0,NA,None,None,1.0.0,1.0.0,RollanTicket,9261.0,hcEpSZjo7pxbNQ4B9
sand dollar,https://acnhcdn.com/latest/MenuIcon/Shell8.png,https://acnhcdn.com/latest/FtrIcon/ShellDriftSanddollar.png,No,10.0,NFS,120.0,NA,Beach,,0.0,NA,None,None,1.0.0,1.0.0,ShellDriftSanddollar,1379.0,7QMCD99jYqLWHvEnR
sand path permit,https://acnhcdn.com/latest/MenuIcon/Helmet.png,,No,1.0,NFS,NA,2000.0,Nook Miles Redemption,Found under the Special tab of the Nook Miles Redemption service.,0.0,NA,None,None,1.0.0,1.0.0,FtrGroundMakerSand,8777.0,Pw8J67aWPkpfyd2Wa
sapling,https://acnhcdn.com/latest/MenuIcon/Seedling.png,https://acnhcdn.com/latest/FtrIcon/SeedOak.png,No,10.0,640.0,160.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedOak,2794.0,cD3cQwuLBqLJe2WeM
Scorpius fragment,https://acnhcdn.com/latest/MenuIcon/StarpieceScorpio.png,https://acnhcdn.com/latest/FtrIcon/StarpieceScorpio.png,No,10.0,NFS,500.0,NA,Wishing on shooting stars,"Only available during the Scorpius Zodiac, October 24 - November 22",0.0,NA,None,None,1.0.0,1.0.0,StarpieceScorpio,5995.0,qGiMqtK2j3TsC7bNu
sea snail,https://acnhcdn.com/latest/MenuIcon/Shell6.png,https://acnhcdn.com/latest/FtrIcon/ShellDriftEbisu.png,No,10.0,NFS,180.0,NA,Beach,,0.0,NA,None,None,1.0.0,1.0.0,ShellDriftEbisu,1374.0,5wagvDKnQqp7a3xWD
shop construction kit,https://acnhcdn.com/latest/MenuIcon/TentWhite.png,,No,1.0,NFS,NA,NA,Tom Nook,,0.0,NA,None,None,1.0.0,1.0.0,ShopTent,2756.0,GgwtWhgJSRb3E4gFt
shop moving kit,https://acnhcdn.com/latest/MenuIcon/TentWhite.png,,No,1.0,NFS,NA,NA,Tom Nook,,0.0,NA,None,None,1.0.0,1.0.0,MovingKitShop,5360.0,9LmRipQ63jBZ3CGWq
skinny mushroom,https://acnhcdn.com/latest/MenuIcon/Mush2.png,https://acnhcdn.com/latest/FtrIcon/MushSlender.png,No,10.0,NFS,300.0,NA,On ground,Only available during Mushroom Season,0.0,NA,None,None,1.0.0,1.0.0,MushSlender,3278.0,y2htnyw8eDSR8JHJg
sky egg,https://acnhcdn.com/latest/MenuIcon/EggSky.png,https://acnhcdn.com/latest/FtrIcon/EggSky.png,No,30.0,NFS,200.0,NA,Egg balloon,Only available during Bunny Day,0.0,NA,None,None,1.1.0,1.1.0a,EggSky,12513.0,SLJ273SKGouTZWTzY
snowflake,https://acnhcdn.com/latest/MenuIcon/SnowCrystal.png,https://acnhcdn.com/latest/FtrIcon/SnowCrystal.png,No,10.0,NFS,200.0,NA,Catching with a net,Only available during Winter,0.0,NA,None,None,1.0.0,1.0.0,SnowCrystal,3539.0,Ru7DDSmgAT9dxL8cL
softwood,https://acnhcdn.com/latest/MenuIcon/DIYWoodSoft.png,https://acnhcdn.com/latest/FtrIcon/DIYWoodSoft.png,No,30.0,NFS,60.0,NA,Chopping a tree,,0.0,NA,None,None,1.0.0,1.0.0,DIYWoodSoft,2767.0,uP3kCjbqrmTKeo2Ya
spoiled turnips,https://acnhcdn.com/latest/MenuIcon/BadKabu.png,https://acnhcdn.com/latest/FtrIcon/Kabu_Spoil.png,No,1.0,NFS,100.0,NA,Expired turnips,,0.0,NA,None,None,1.0.0,1.0.0,Kabu_Spoil,2642.0,xPacPLbSrKbYSjBAd
star fragment,https://acnhcdn.com/latest/MenuIcon/StarPiece.png,https://acnhcdn.com/latest/FtrIcon/Starpiece.png,No,10.0,NFS,250.0,NA,Wishing on shooting stars,,0.0,NA,None,None,1.0.0,1.0.0,Starpiece,5983.0,Fy2vYDWHtktFPiRjz
stone,https://acnhcdn.com/latest/MenuIcon/OreStone.png,https://acnhcdn.com/latest/FtrIcon/DIYStone.png,No,30.0,NFS,75.0,NA,Hitting a rock; Fishing,X-Small shadow when fishing,0.0,NA,None,None,1.0.0,1.0.0,DIYStone,2502.0,rQ38YPKd7g8fCBqRC
stone egg,https://acnhcdn.com/latest/MenuIcon/EggRock.png,https://acnhcdn.com/latest/FtrIcon/EggRock.png,No,30.0,NFS,200.0,NA,Hitting a rock,Only available during Bunny Day,0.0,NA,None,None,1.1.0,1.1.0a,EggRock,12510.0,fHsLgaoNxhWY7BGqm
stone path permit,https://acnhcdn.com/latest/MenuIcon/Helmet.png,,No,1.0,NFS,NA,2000.0,Nook Miles Redemption,Found under the Special tab of the Nook Miles Redemption service.,0.0,NA,None,None,1.0.0,1.0.0,FtrGroundMakerStone,8773.0,oTy93idiub9zpcb3F
summer shell,https://acnhcdn.com/latest/MenuIcon/ShellSummer.png,https://acnhcdn.com/latest/FtrIcon/ShellDriftSummer.png,No,10.0,NFS,600.0,NA,Beach,Only available during Summer,0.0,NA,None,None,1.0.0,1.0.0,ShellDriftSummer,5982.0,nrfNFuHkwuyx2h25n
tailors construction kit,https://acnhcdn.com/latest/MenuIcon/TentWhite.png,,No,1.0,NFS,NA,NA,Tom Nook,,0.0,NA,None,None,1.0.0,1.0.0,HousingKitTailor,4411.0,nzXpuGtjkdzS8i7aZ
tailors moving kit,https://acnhcdn.com/latest/MenuIcon/TentWhite.png,,No,1.0,NFS,NA,NA,Tom Nook,,0.0,NA,None,None,1.0.0,1.0.0,MovingKitTailor,5359.0,GaNHE6Zd7QJtFKMwW
tailors ticket,https://acnhcdn.com/latest/MenuIcon/TailorTicket.png,https://acnhcdn.com/latest/FtrIcon/TailorTicket.png,No,10.0,NFS,250.0,NA,Label,,0.0,NA,None,None,1.0.0,1.0.0,TailorTicket,5932.0,Rq3dAQH4oTDptcDMF
Taurus fragment,https://acnhcdn.com/latest/MenuIcon/StarpieceTaurus.png,https://acnhcdn.com/latest/FtrIcon/StarpieceTaurus.png,No,10.0,NFS,500.0,NA,Wishing on shooting stars,"Only available during the Taurus Zodiac, April 20 - May 20",0.0,NA,None,None,1.0.0,1.0.0,StarpieceTaurus,5989.0,3k9txwAoHfTjWgxtx
tent,https://acnhcdn.com/latest/MenuIcon/Tent.png,,No,1.0,NFS,NA,NA,Tom Nook,,0.0,NA,None,None,1.0.0,1.0.0,TutorialTent,2750.0,Lg4xPPH3PXiNpW268
terra-cotta tile permit,https://acnhcdn.com/latest/MenuIcon/Helmet.png,,No,1.0,NFS,NA,2000.0,Nook Miles Redemption,Found under the Special tab of the Nook Miles Redemption service.,0.0,NA,None,None,1.0.0,1.0.0,FtrGroundMakerTile,8778.0,RpeWT95qyhD22ePzw
Test Your DIY Skills,https://acnhcdn.com/latest/MenuIcon/BookRecipe.png,https://acnhcdn.com/latest/FtrIcon/DIYbook2.png,No,1.0,2680.0,NA,NA,Nook's Cranny,,0.0,NA,None,None,1.0.0,1.0.0,DIYbook2,5604.0,Z98Fu4EyDgeSnqxzE
Tool Ring: It's Essential!,https://acnhcdn.com/latest/MenuIcon/HowtoBookExpansion.png,,No,1.0,NFS,NA,800.0,Nook Miles Redemption,,0.0,NA,None,None,1.0.0,1.0.0,HowtoBookRingMenuUI,9616.0,AXc86J2LA2TEEgkTy
Top 8 Cool Hairstyles,https://acnhcdn.com/latest/MenuIcon/HowtoBookHair.png,,No,1.0,NFS,NA,2400.0,Nook Miles Redemption,,0.0,NA,None,None,1.0.0,1.0.0,HowtoBookHairCool,9050.0,qRimrPCob8DS8zuug
Top 8 Pop Hairstyles,https://acnhcdn.com/latest/MenuIcon/HowtoBookHair.png,,No,1.0,NFS,NA,2400.0,Nook Miles Redemption,,0.0,NA,None,None,1.0.0,1.0.0,HowtoBookHairPop,9049.0,2KfDyfk47DR6Gw8m9
Top 8 Stylish Hair Colors,https://acnhcdn.com/latest/MenuIcon/HowtoBookHair.png,,No,1.0,NFS,NA,3000.0,Nook Miles Redemption,,0.0,NA,None,None,1.0.0,1.0.0,HowtoBookHairColor,9051.0,JPwL4N6fr494vbJHb
treasure,https://acnhcdn.com/latest/MenuIcon/Present2.png,,No,1.0,NFS,0.0,NA,Dig Spot,Placed randomly on island for a villager's treasure hunt quest,0.0,NA,None,None,1.0.0,1.0.0,TreasureCapsule,2545.0,KJjoYJDr5g786djiz
tree branch,https://acnhcdn.com/latest/MenuIcon/DIYBranch.png,https://acnhcdn.com/latest/FtrIcon/DIYBranch.png,No,30.0,NFS,5.0,NA,Shaking a hardwood or cedar tree,,0.0,NA,None,None,1.0.0,1.0.0,DIYBranch,2500.0,fDwbwWdq93bLwRRDr
turnips,https://acnhcdn.com/latest/MenuIcon/Kabu.png,https://acnhcdn.com/latest/FtrIcon/PhotoStudioKabu.png,No,1000.0,NFS,0.0,NA,Daisy Mae,Only available on Sundays,0.0,NA,None,None,1.0.0,1.0.0,PhotoStudioKabu,7734.0,4hQrmzxXh6HRb8TDg
Ultimate Pocket Stuffing,https://acnhcdn.com/latest/MenuIcon/HowtoBookExpansion.png,,No,1.0,NFS,NA,8000.0,Nook Miles Redemption,,0.0,NA,None,None,1.0.0,1.0.0,HowtoBookPocketExpansion2,11140.0,jLHd4JDRQDRxBhE9o
venus comb,https://acnhcdn.com/latest/MenuIcon/Shell4.png,https://acnhcdn.com/latest/FtrIcon/ShellDriftHone.png,No,10.0,NFS,300.0,NA,Beach,,0.0,NA,None,None,1.0.0,1.0.0,ShellDriftHone,1375.0,rMwbSnAnQ6SR6ov26
Virgo fragment,https://acnhcdn.com/latest/MenuIcon/StarpieceVirgo.png,https://acnhcdn.com/latest/FtrIcon/StarpieceVirgo.png,No,10.0,NFS,500.0,NA,Wishing on shooting stars,"Only available during the Virgo Zodiac, August 23 - September 22",0.0,NA,None,None,1.0.0,1.0.0,StarpieceVirgo,5993.0,6pD87cCAtspPu5xgi
wasp nest,https://acnhcdn.com/latest/MenuIcon/Honeycomb.png,https://acnhcdn.com/latest/FtrIcon/Honeycomb.png,No,10.0,NFS,300.0,NA,Shaking a hardwood or cedar tree,,0.0,Ranch,None,None,1.0.0,1.0.0,Honeycomb,3263.0,nzXtgoA5GkWLJnNuv
water egg,https://acnhcdn.com/latest/MenuIcon/EggFish.png,https://acnhcdn.com/latest/FtrIcon/EggFish.png,No,30.0,NFS,200.0,NA,Fishing,Only available during Bunny Day,0.0,NA,None,None,1.1.0,1.1.0a,EggFish,12514.0,q8ER2p757DRZoqvhB
waterscaping permit,https://acnhcdn.com/latest/MenuIcon/ToolRiverMaker.png,,No,1.0,NFS,NA,6000.0,Nook Miles Redemption,Found under the Special tab of the Nook Miles Redemption service.,0.0,NA,None,None,1.0.0,1.0.0,FtrRiverMaker,8780.0,y27SvjCmimgePaN7y
What was this again?,https://acnhcdn.com/latest/MenuIcon/Porch.png,https://acnhcdn.com/latest/FtrIcon/LostQuestBagDust.png,No,1.0,NFS,NA,NA,Don't return lost item,,0.0,NA,None,None,1.0.0,1.0.0,LostQuestBagDust,4642.0,tFfFLpFHcdbw3AEW3
What was this again?,https://acnhcdn.com/latest/MenuIcon/Book.png,https://acnhcdn.com/latest/FtrIcon/LostQuestBookDust.png,No,1.0,NFS,NA,NA,Don't return lost item,,0.0,NA,None,None,1.0.0,1.0.0,LostQuestBookDust,4643.0,uh9ZQCxKj52Entfkv
What was this again?,https://acnhcdn.com/latest/MenuIcon/LostQuestMemo.png,https://acnhcdn.com/latest/FtrIcon/LostQuestNoteDust.png,No,1.0,NFS,NA,NA,Don't return lost item,,0.0,NA,None,None,1.0.0,1.0.0,LostQuestNoteDust,5427.0,ruc9ZFn2WnduaPXPz
white cosmos,https://acnhcdn.com/latest/MenuIcon/Cosmos0.png,https://acnhcdn.com/latest/FtrIcon/FlwCosmosWhite.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,White,Green,1.0.0,1.0.0,FlwCosmosWhite,2305.0,3e4iLg8KTpbmx6XW4
white hyacinths,https://acnhcdn.com/latest/MenuIcon/Hyacinth0.png,https://acnhcdn.com/latest/FtrIcon/FlwHyacinthWhite.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,White,Green,1.0.0,1.0.0,FlwHyacinthWhite,3730.0,JtxQ44iAMCEDowPzj
white lilies,https://acnhcdn.com/latest/MenuIcon/Yuri0.png,https://acnhcdn.com/latest/FtrIcon/FlwYuriWhite.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,White,Green,1.0.0,1.0.0,FlwYuriWhite,2979.0,HxHDxpDqRQEjiEs5L
white mums,https://acnhcdn.com/latest/MenuIcon/Mum0.png,https://acnhcdn.com/latest/FtrIcon/FlwMumWhite.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,White,Green,1.0.0,1.0.0,FlwMumWhite,3754.0,nCnEJpwfWp5d3DBaF
white pansies,https://acnhcdn.com/latest/MenuIcon/Pansi0.png,https://acnhcdn.com/latest/FtrIcon/FlwPansyWhite.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,White,Green,1.0.0,1.0.0,FlwPansyWhite,2907.0,zxfj87rooXrjMcppa
white roses,https://acnhcdn.com/latest/MenuIcon/Rose1.png,https://acnhcdn.com/latest/FtrIcon/FlwRoseWhite.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,White,Green,1.0.0,1.0.0,FlwRoseWhite,2931.0,2ASg5YXYQr5sqSvwG
white tulips,https://acnhcdn.com/latest/MenuIcon/Turip1.png,https://acnhcdn.com/latest/FtrIcon/FlwTulipWhite.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,White,Green,1.0.0,1.0.0,FlwTulipWhite,2879.0,pzYHqKwsGDPBTsYmP
white windflowers,https://acnhcdn.com/latest/MenuIcon/Anemone0.png,https://acnhcdn.com/latest/FtrIcon/FlwAnemonesWhite.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,White,Green,1.0.0,1.0.0,FlwAnemonesWhite,3709.0,QayiSgWWCqxzfAHwj
white wrapping paper,https://acnhcdn.com/latest/MenuIcon/WPaperWhite.png,https://acnhcdn.com/latest/FtrIcon/WPaperWhite.png,No,10.0,160.0,40.0,NA,Nook's Cranny,,0.0,NA,None,None,1.0.0,1.0.0,WPaperWhite,7693.0,xFSvWhgZbhuCvSSpA
