Name,Image,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Version Added,Version Unlocked,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,Serial ID,Internal ID,Unique Entry ID
forest flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorMushForest00.png,1.0,rare mushroom,2.0,round mushroom,2.0,skinny mushroom,2.0,flat mushroom,10.0,clump of weeds,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Floors,7186.0,orange,3060.0,488.0,Qb6n9omuBxypP7aje
forest wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallMushForest00.png,2.0,elegant mushroom,2.0,round mushroom,2.0,skinny mushroom,2.0,flat mushroom,10.0,wood,,,NFS,200.0,NA,Balloons,Only available during Mushroom Season,1.0.0,1.0.0,0.0,Wallpaper,7187.0,orange,3050.0,484.0,dtfYZqMNT9jsPDwTj
fossil doorplate,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentFossil.png,1.0,fossil,2.0,stone,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,50.0,Wall-mounted,5719.0,light gray,840.0,464.0,eig2yBncaDeGLkfKP
fountain,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFountain.png,1.0,drinking fountain,20.0,stone,8.0,iron nugget,,,,,,,NFS,200.0,3000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Housewares,8031.0,light gray,804.0,599.0,LWAeuHiDEv25pHRQx
frozen arch,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceGate.png,1.0,large snowflake,10.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Housewares,3499.0,blue,3206.0,140.0,FqCNQ69DMLvgxruE9
frozen bed,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceBedW.png,1.0,large snowflake,10.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Housewares,3502.0,blue,3204.0,149.0,zBcsrLsdydLH3xHNE
frozen chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceChairS.png,1.0,large snowflake,3.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Housewares,3503.0,blue,3201.0,142.0,jJq4Bjw6SaE7S8mnT
frozen counter,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceCounter.png,1.0,large snowflake,5.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Housewares,3505.0,blue,3202.0,143.0,p76DgzdnhT9SCNipu
frozen partition,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceScreen.png,1.0,large snowflake,6.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Housewares,3498.0,blue,3205.0,147.0,8MAAQxYSHaQBQ6A2t
frozen pillar,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIcePillar.png,1.0,large snowflake,3.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Housewares,3500.0,blue,3207.0,148.0,NLsTNAekFvRenddKs
frozen sculpture,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceArt.png,1.0,large snowflake,4.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Housewares,3501.0,blue,3208.0,141.0,GGrDCvwPHpbzRnhzi
frozen table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceTableL.png,1.0,large snowflake,8.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Housewares,3497.0,blue,3203.0,146.0,ERiC3P6oPfo8EgJcb
frozen tree,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceTree.png,1.0,large snowflake,8.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Housewares,3504.0,blue,3209.0,145.0,CiiuZA9ZJhtjTrD8C
frozen-treat set,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIceCandy.png,1.0,large snowflake,1.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Miscellaneous,4279.0,blue,3200.0,194.0,ygrBuPoB8ZKRjnXXD
fruit basket,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitbasket.png,1.0,apple,1.0,pear,1.0,cherry,1.0,orange,1.0,peach,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,100.0,Miscellaneous,975.0,white,1900.0,56.0,sAtJ8kdcam2FX5MJb
fruit wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathFruit.png,2.0,apple,1.0,pear,3.0,cherry,3.0,orange,1.0,peach,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,100.0,Wall-mounted,4378.0,white,1940.0,223.0,FPCNEvg2aBDZZkjxu
frying pan,https://acnhcdn.com/latest/DIYRecipeIcon/FtrPan.png,2.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,1.0.0,1.0.0,0.0,Miscellaneous,4104.0,dark gray,908.0,199.0,bgMKMNGmxjKPXaDNp
galaxy flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpFloorGalaxy00.png,5.0,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Floors,5269.0,silver,2260.0,482.0,e3XyJ7j4bQYXSRDBW
garbage-heap flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorGarbage00.png,2.0,empty can,2.0,boot,2.0,old tire,,,,,,,NFS,200.0,NA,Fishing,Fish up 15 trash,1.0.0,1.0.0,0.0,Floors,5236.0,dark gray,660.0,486.0,Ksn3xwxp4aqcty4Z6
garbage-heap wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallGarbage00.png,2.0,empty can,2.0,boot,2.0,old tire,,,,,,,NFS,200.0,NA,Fishing,Fish up 15 trash,1.0.0,1.0.0,0.0,Wallpaper,5229.0,dark gray,650.0,301.0,pmFETBqn6JQFmXnA3
garden bench,https://acnhcdn.com/latest/DIYRecipeIcon/FtrParkbenche.png,12.0,wood,4.0,iron nugget,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,0.0,Housewares,3509.0,blue,1009.0,124.0,AToP4B59FCDjcpbHj
garden rock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenrock.png,15.0,stone,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,0.0,Housewares,729.0,light gray,805.0,48.0,gH69947Ybie3us6SB
garden wagon,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenwagon.png,3.0,white hyacinths,3.0,red cosmos,3.0,yellow roses,8.0,wood,2.0,iron nugget,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,0.0,Housewares,8419.0,brown,436.0,571.0,4g5iFxN9TFG7KwndZ
Gemini closet,https://acnhcdn.com/latest/DIYRecipeIcon/FtrZodiacGemini.png,3.0,star fragment,2.0,Gemini fragment,2.0,gold nugget,6.0,stone,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Housewares,5960.0,silver,2302.0,377.0,jD3cfJDgrgBozKYnz
giant teddy bear,https://acnhcdn.com/latest/DIYRecipeIcon/FtrBearXL.png,1.0,Papa bear,1.0,Mama bear,1.0,Baby bear,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,100.0,Housewares,1504.0,yellow,2160.0,577.0,jPYidbBoH7RNB4jRQ
gold armor,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceOverallLPlatearmorGold.png,8.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,100.0,Equipment,4590.0,gold,1181.0,566.0,9ThvdcF6fyMHcpzx2
gold bars,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldbar.png,3.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,100.0,Miscellaneous,3065.0,gold,1100.0,81.0,3DtQMaiAHW8XDdX4c
gold helmet,https://acnhcdn.com/latest/DIYRecipeIcon/CapFullfaceKnightGold.png,5.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,200.0,Equipment,5346.0,gold,1180.0,644.0,ihpryTYADPJmMyH3G
gold rose crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentRose5.png,6.0,gold roses,,,,,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,200.0,Equipment,7378.0,green,3616.0,460.0,RAj5rwhgZgfNLzsTh
gold rose wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathRoseGold.png,10.0,gold roses,,,,,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,200.0,Wall-mounted,5820.0,green,3556.0,449.0,fYHqu9bGpt2ivTWRt
gold-armor shoes,https://acnhcdn.com/latest/DIYRecipeIcon/ShoesKneeKnightGold.png,4.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,200.0,Equipment,5524.0,gold,1182.0,643.0,4nY6xoTSqFMjzsTLp
gold-screen wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallFusumaGorgeous00.png,2.0,gold nugget,1.0,screen wall,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,100.0,Wallpaper,4820.0,gold,1151.0,298.0,oCeLPYajbm2MHZyGn
golden arowana model,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFishArowanaGold.png,3.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,100.0,Miscellaneous,11260.0,gold,1132.0,602.0,TG3z4Bf2ju3Wo5tRK
golden axe,https://acnhcdn.com/latest/DIYRecipeIcon/ToolAxeGold.png,1.0,axe,1.0,gold nugget,,,,,,,,,NFS,200.0,NA,Breaking 100 axes,,1.0.0,1.0.0,0.0,Tools,9617.0,gold,112.0,663.0,M67DJhFjbWusf3xXk
golden candlestick,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldCandlestand.png,2.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,0.0,Miscellaneous,3772.0,gold,1102.0,130.0,F78p9Pkj6X2TRfpDT
golden casket,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldCoffin.png,8.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,200.0,Housewares,8825.0,gold,1105.0,569.0,erQLwMgyX6NwbpNmG
golden dishes,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldDishes.png,1.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,0.0,Miscellaneous,3810.0,gold,1101.0,131.0,NX2ZZ8qZnEqqWtSGH
golden dung beetle,https://acnhcdn.com/latest/DIYRecipeIcon/FtrInsectKabutomushiGold.png,3.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,100.0,Miscellaneous,5941.0,gold,1131.0,601.0,XhKhDoMTgc8eAoJna
golden flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorGold00.png,4.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,100.0,Floors,5021.0,gold,1160.0,475.0,Xju8kS2TB7B9EXbDG
golden gears,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGearWallGold.png,1.0,gold nugget,3.0,iron nugget,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,50.0,Wall-mounted,11261.0,gold,1130.0,595.0,5JDaCQoYazbP4QkGN
golden net,https://acnhcdn.com/latest/DIYRecipeIcon/ToolNetGold.png,1.0,net,1.0,gold nugget,,,,,,,,,NFS,200.0,NA,Completing bug Critterpedia,,1.0.0,1.0.0,0.0,Tools,8179.0,gold,115.0,658.0,cnQ4qLNgFDK7F4NQJ
golden rod,https://acnhcdn.com/latest/DIYRecipeIcon/ToolFishingrodGold.png,1.0,fishing rod,1.0,gold nugget,,,,,,,,,NFS,200.0,NA,Completing fish Critterpedia,,1.0.0,1.0.0,0.0,Tools,8660.0,gold,114.0,662.0,FTWgTtoCgm3jNGhM4
golden seat,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldbench.png,5.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,200.0,Housewares,3473.0,gold,1103.0,133.0,EgGa9re6PRbpcCESz
golden shovel,https://acnhcdn.com/latest/DIYRecipeIcon/ToolScoopGold.png,1.0,shovel,1.0,gold nugget,,,,,,,,,NFS,200.0,NA,Helping Gulliver 30 times,,1.0.0,1.0.0,0.0,Tools,8574.0,gold,113.0,660.0,aEtPEYkwgj9BJ48Et
golden slingshot,https://acnhcdn.com/latest/DIYRecipeIcon/ToolSlingshotGold.png,1.0,slingshot,1.0,gold nugget,,,,,,,,,NFS,200.0,NA,Shooting 300 balloons,,1.0.0,1.0.0,0.0,Tools,8578.0,gold,117.0,661.0,W7WY5fpjB4Lc36YYs
golden toilet,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoldWC.png,6.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,200.0,Housewares,3472.0,gold,1106.0,262.0,LExLS6QXyLuhewyZm
golden wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallGold00.png,4.0,gold nugget,,,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,100.0,Wallpaper,4894.0,gold,1150.0,299.0,u7gdHaAk5nbB4p5Ru
golden wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickGolden.png,2.0,gold nugget,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Tools,7591.0,gold,1190.0,539.0,RgNWgCdnAK2qjJTmo
golden watering can,https://acnhcdn.com/latest/DIYRecipeIcon/ToolWateringGold.png,1.0,watering can,1.0,gold nugget,,,,,,,,,NFS,200.0,NA,5-star town evaluation,,1.0.0,1.0.0,0.0,Tools,8533.0,gold,116.0,659.0,HShnyCLB3cPL5xNTx
gong,https://acnhcdn.com/latest/DIYRecipeIcon/FtrTamtam.png,6.0,iron nugget,5.0,wood,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,4075.0,dark gray,910.0,393.0,sLG4MSw3ReWmoBQNf
grass skirt,https://acnhcdn.com/latest/DIYRecipeIcon/BottomsTexSkirtBoxGrass0.png,7.0,clump of weeds,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,0.0,Equipment,4333.0,green,1286.0,603.0,zuxKqmoD6WAAzheNq
grass standee,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHariboteGrass.png,2.0,wood,2.0,softwood,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,0.0,Housewares,530.0,brown,378.0,582.0,Q7M9H8k9C9iTsWafA
green grass skirt,https://acnhcdn.com/latest/DIYRecipeIcon/BottomsTexSkirtBoxGrass1.png,7.0,clump of weeds,,,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,0.0,Equipment,8907.0,green,1287.0,605.0,mzQREt22Mh8reP5WY
green-leaf pile,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFallenleavesGreen.png,1.0,young spring bamboo,10.0,clump of weeds,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Spring,1.0.0,1.0.0,0.0,Housewares,4269.0,green,2501.0,587.0,yN7Ly9tsMKDvKqHu8
hanging terrarium,https://acnhcdn.com/latest/DIYRecipeIcon/FtrTerrariumWall.png,12.0,clump of weeds,4.0,iron nugget,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,50.0,Wall-mounted,3775.0,green,1232.0,396.0,GNtJWEuH8EoLwwi2a
hay bed,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHaybed.png,20.0,clump of weeds,,,,,,,,,,,NFS,200.0,NA,DIY for Beginners,Purchase DIY for Beginners at Nook's Cranny,1.0.0,1.0.0,0.0,Housewares,3675.0,green,1200.0,167.0,7TFmXPG98wdcvvQe6
hearth,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIrori.png,2.0,bamboo piece,5.0,iron nugget,4.0,clay,5.0,hardwood,,,,,NFS,200.0,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,1.0.0,1.0.0,0.0,Housewares,722.0,green,2407.0,217.0,HwZwNAuYqaBbwS2YL
hedge,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceIkegaki.png,10.0,clump of weeds,5.0,tree branch,2.0,stone,,,,,,,NFS,200.0,NA,Tom Nook,Obtained from Tom Nook after completing one Nature Day Nook Miles+ task,1.2.0,1.2.0,0.0,Other,12758.0,green,1291.0,713.0,m9LpprrQ6sP6EnArD
hedge standee,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHariboteHedge.png,2.0,wood,3.0,softwood,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,0.0,Housewares,531.0,brown,379.0,583.0,6Gq4PMmcJqzJySt7G
holiday candle,https://acnhcdn.com/latest/DIYRecipeIcon/FtrCandleXmas.png,5.0,red ornament,5.0,clump of weeds,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Festive Season,1.0.0,1.0.0,0.0,Miscellaneous,891.0,white,3401.0,372.0,5f7xR7Kvm2mMwpGjz
honeycomb flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorHoney00.png,5.0,wasp nest,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Floors,4999.0,orange,2060.0,472.0,Yq6j7ppP9e4k6GuSz
honeycomb wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallHoney00.png,6.0,wasp nest,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Wallpaper,4865.0,orange,2050.0,296.0,XJZCow9k2yrtvYDSc
hyacinth crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentHyacinth1.png,4.0,red hyacinths,2.0,yellow hyacinths,2.0,white hyacinths,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,0.0,Equipment,5096.0,green,3620.0,237.0,wChSX5vstYGQaWma7
hyacinth lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFlowerLamp.png,5.0,purple hyacinths,3.0,clay,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,50.0,Miscellaneous,7234.0,green,3506.0,506.0,fBKmq2YprMreQQrYo
hyacinth wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickHyacinth.png,1.0,pink hyacinths,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Tools,5083.0,green,3676.0,524.0,SfyT7DJYnMvjQmSRX
hyacinth wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathHyacinth.png,3.0,white hyacinths,3.0,red hyacinths,3.0,yellow hyacinths,,,,,,,NFS,200.0,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is hyacinths,1.0.0,1.0.0,50.0,Wall-mounted,5468.0,green,3560.0,232.0,ysyo8kjy4NBvj929M
ice flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpFloorIce00.png,1.0,large snowflake,8.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Floors,5516.0,blue,3260.0,288.0,r4NnQCo7BTJX7QwLd
ice wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallIce00.png,1.0,large snowflake,8.0,snowflake,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Wallpaper,5505.0,blue,3250.0,293.0,An3uWvJLZrfNtdewM
ice wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickSnow.png,1.0,large snowflake,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Snowboy,Reward for making a perfect Snowboy; Only available during Winter,1.0.0,1.0.0,0.0,Tools,7585.0,blue,3290.0,533.0,pfuLcy3eLoxPsFMQy
iceberg flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpFloorIceFloe00.png,10.0,snowflake,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Winter,1.0.0,1.0.0,0.0,Floors,5253.0,blue,3361.0,289.0,hbGr49z9cKw5qeryp
iceberg wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallIceFloe00.png,10.0,snowflake,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Winter,1.0.0,1.0.0,0.0,Wallpaper,5662.0,blue,3351.0,302.0,89NQTyckGsnbPBcxX
illuminated present,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIllumiPresent.png,3.0,red ornament,4.0,gold ornament,3.0,iron nugget,,,,,,,NFS,200.0,NA,Balloons,Only available during Festive Season,1.0.0,1.0.0,0.0,Housewares,4108.0,white,3408.0,401.0,ZC8ykvryfN44HMCiJ
illuminated reindeer,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIllumiReindeer.png,6.0,gold ornament,5.0,iron nugget,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Festive Season,1.0.0,1.0.0,0.0,Housewares,4074.0,white,3409.0,392.0,PWkTWdSn5n9DncHBJ
illuminated snowflakes,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIllumiSnow.png,9.0,blue ornament,3.0,gold nugget,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Festive Season,1.0.0,1.0.0,0.0,Housewares,4131.0,white,3407.0,406.0,R2G2JJGg5deoW7GxT
illuminated tree,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIllumiTree.png,6.0,gold ornament,6.0,iron nugget,8.0,red ornament,8.0,blue ornament,,,,,NFS,200.0,NA,Balloons,Only available during Festive Season,1.0.0,1.0.0,0.0,Housewares,4066.0,white,3410.0,203.0,S8meymsrnGbZRN5XM
imperial fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceChinese.png,6.0,wood,4.0,softwood,,,,,,,,,NFS,200.0,1000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Other,4354.0,brown,597.0,550.0,6xscDDXokkLGARAzw
infused-water dispenser,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitswater.png,2.0,apple,2.0,pear,2.0,cherry,2.0,orange,2.0,peach,2.0,coconut,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,100.0,Miscellaneous,4107.0,white,1901.0,400.0,t24vHrtE8fyRkzyWK
iron armor,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceOverallLPlatearmorIron.png,8.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,100.0,Equipment,4588.0,dark gray,981.0,640.0,qMDWWFfXPFTMpGTpQ
iron closet,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronClosetLR.png,12.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,0.0,Housewares,9642.0,dark gray,904.0,573.0,PamdzQi8BcNbAqHmL
iron doorplate,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentIron.png,2.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,50.0,Wall-mounted,4752.0,dark gray,940.0,468.0,ckD6nctsXhWjtaRmJ
iron fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceSteel.png,6.0,iron nugget,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Other,4357.0,dark gray,991.0,267.0,6b9c3c3cRkfK3sqXu
iron frame,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronframe.png,20.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Housewares,2553.0,dark gray,915.0,79.0,hzFGkyKC77m5kAHSA
iron garden bench,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIrongardenBench.png,8.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,0.0,Housewares,1625.0,dark gray,902.0,63.0,oDze7K3AbxFpni27M
iron garden chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIrongardenChair.png,3.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Tom Nook; Big Sister villagers,50% chance of being obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Housewares,1626.0,dark gray,900.0,64.0,GTMdcZkxvPs6tDdQZ
iron garden table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIrongardenTable.png,5.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Tom Nook; Big Sister villagers,50% chance of being obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Housewares,1627.0,dark gray,901.0,65.0,LfmT6j46no2RNRXDi
iron hanger stand,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronHanger.png,3.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,3561.0,dark gray,906.0,365.0,sFNTL2NeXckRLskP7
iron shelf,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronShelf.png,14.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,0.0,Housewares,3563.0,dark gray,905.0,128.0,McdRNpxXrk9xKkK4S
iron wall lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronLampW.png,4.0,iron nugget,2.0,clay,,,,,,,,,NFS,200.0,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,1.0.0,1.0.0,0.0,Wall-mounted,3559.0,dark gray,930.0,122.0,b9KAgbNSetaJieTKp
iron wall rack,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronShelfW.png,3.0,iron nugget,1.0,clay,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,50.0,Wall-mounted,3562.0,dark gray,931.0,123.0,DYTTSvnJoQAtBqSpL
iron wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickIron.png,3.0,iron nugget,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Tools,7592.0,dark gray,999.0,540.0,MYYovLTdmLov8y2hL
