Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
gingham picnic skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham0.png,Red,No,880.0,220.0,51.0,Red,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineGingham0,16.0,3319.0,n3xXsiZ8hEZRPWYMm
gingham picnic skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham5.png,Pink,No,880.0,220.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineGingham5,16.0,12196.0,nXgpyJEQxqSW9uW4r
gingham picnic skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham4.png,Orange,No,880.0,220.0,51.0,Orange,Orange,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineGingham4,16.0,12195.0,CXMT6SazYkYDRCGAB
gingham picnic skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham1.png,Green,No,880.0,220.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,5.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineGingham1,16.0,12192.0,F4gsJR6jMnfM3Eqo8
gingham picnic skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham7.png,Light blue,No,880.0,220.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,6.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineGingham7,16.0,12198.0,TybzRCu8gofwRzgXP
gingham picnic skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham2.png,Blue,No,880.0,220.0,51.0,Blue,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,7.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineGingham2,16.0,12193.0,oKFbmrtXNgtiTFwvn
gingham picnic skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineGingham6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineGingham6.png,Purple,No,880.0,220.0,51.0,Purple,Purple,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday,8.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineGingham6,16.0,12197.0,uX8Ar954vSF79YCuX
gobelin shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfGobelins1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfGobelins1.png,Black,No,840.0,210.0,51.0,Black,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfGobelins1,861.0,8923.0,it5MgrQ7YEK2K7apb
gobelin shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfGobelins0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfGobelins0.png,Beige,No,840.0,210.0,51.0,Beige,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,everyday; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfGobelins0,861.0,5734.0,ZpbzaPwWnQwfA3DME
grass skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxGrass0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxGrass0.png,NA,Yes,NFS,140.0,103.0,Beige,Beige,1x1,Crafting,,All Year,No,Active,outdoorsy; vacation,1.0,No,Not for sale,1.0.0,1.0.0,BottomsTexSkirtBoxGrass0,312.0,4333.0,F3GSr8B7zuThrFq5p
green grass skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxGrass1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxGrass1.png,NA,Yes,NFS,140.0,103.0,Green,Green,1x1,Crafting,,All Year,No,Active,outdoorsy; vacation,2.0,No,Not for sale,1.0.0,1.0.0,BottomsTexSkirtBoxGrass1,1190.0,8907.0,yNBwCvymEC4CDMdKq
hickory-stripe pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideHickory1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideHickory1.png,Light blue,No,1560.0,390.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; outdoorsy; sporty,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideHickory1,272.0,9537.0,tHRqJdZkTHZxiPHjg
hickory-stripe pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideHickory0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideHickory0.png,Blue,No,1560.0,390.0,51.0,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; outdoorsy; sporty,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideHickory0,272.0,4254.0,ad3vra7ZNB3DaC6mo
jogging shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning5.png,Black,No,700.0,175.0,51.0,Black,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotRunning5,248.0,8858.0,KcpYzXuWQAiDEsvaf
jogging shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning3.png,Red,No,700.0,175.0,51.0,Red,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotRunning3,248.0,8856.0,Jn33wdEruRdfj87pA
jogging shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning0.png,Pink,No,700.0,175.0,51.0,Pink,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Active,outdoorsy; comfy; sporty,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotRunning0,248.0,4195.0,CTx32u5FGCu5aZZuP
jogging shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning7.png,Orange,No,700.0,175.0,51.0,Orange,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotRunning7,248.0,8860.0,BQNxxPe7PG7huwxS9
jogging shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning2.png,Lime,No,700.0,175.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotRunning2,248.0,8855.0,CnPTgw8SjtrhsPJ2F
jogging shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning1.png,Light blue,No,700.0,175.0,51.0,Light blue,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotRunning1,248.0,8854.0,cAFpLCjoHafHZtejk
jogging shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning4.png,Blue,No,700.0,175.0,51.0,Blue,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,7.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotRunning4,248.0,8857.0,RJuwnKm9EY6HofbGE
jogging shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotRunning6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotRunning6.png,Purple,No,700.0,175.0,51.0,Purple,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; comfy; sporty,8.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotRunning6,248.0,8859.0,Wv5cT3YE7xbjKCTR9
kilt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineKilt1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineKilt1.png,Black,No,1000.0,250.0,51.0,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; work,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineKilt1,142.0,9239.0,BpTEQtbEi68wMeaL9
kilt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineKilt0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineKilt0.png,Red,No,1000.0,250.0,51.0,Red,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; work,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineKilt0,142.0,3337.0,8BGPGtvekJsqBcLiQ
kilt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineKilt3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineKilt3.png,Green,No,1000.0,250.0,51.0,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; work,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineKilt3,142.0,9241.0,ZTaoikkNirDS3dxEF
kilt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineKilt2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineKilt2.png,Navy blue,No,1000.0,250.0,51.0,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal; work,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineKilt2,142.0,9240.0,swhKFsdKc9E5g5bkS
knit pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalKnit0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalKnit0.png,Gray,No,910.0,227.0,51.0,Gray,Gray,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Simple,everyday; comfy,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalKnit0,845.0,5707.0,z6pi693sEwe2AxrAy
knit pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalKnit3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalKnit3.png,Red,No,910.0,227.0,51.0,Red,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalKnit3,845.0,9260.0,PJLeRXCxuP6DJKqAY
knit pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalKnit2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalKnit2.png,Light blue,No,910.0,227.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalKnit2,845.0,9259.0,xWXnRrYrrjneP9bHB
knit pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalKnit1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalKnit1.png,Brown,No,910.0,227.0,51.0,Brown,Brown,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalKnit1,845.0,9258.0,EJAfqqEGESkh2oyzo
knit skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxAran2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxAran2.png,Pink,No,910.0,227.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxAran2,729.0,11345.0,LXBhPXRpPKmaRCdNN
knit skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxAran3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxAran3.png,Mustard,No,910.0,227.0,51.0,Yellow,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxAran3,729.0,11346.0,DFx48KndN2WNz75Rm
knit skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxAran1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxAran1.png,Light blue,No,910.0,227.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxAran1,729.0,11344.0,whbwsoMENpvy8qHZj
knit skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxAran0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxAran0.png,Brown,No,910.0,227.0,51.0,Beige,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; comfy,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxAran0,729.0,5414.0,F7Xac2bbWiCJCZ2C4
kung-fu pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu1.png,White,No,1680.0,420.0,51.0,White,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; sporty,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideKungfu1,310.0,11391.0,gLeocYifHqdNsHEG6
kung-fu pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu3.png,Yellow,No,1680.0,420.0,51.0,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Simple,everyday; sporty,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideKungfu3,310.0,11393.0,Yk52zcJ7rDsEWzMhP
kung-fu pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu4.png,Green,No,1680.0,420.0,51.0,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; sporty,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideKungfu4,310.0,11394.0,EB9gbDn9bhM8TwxWo
kung-fu pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu2.png,Light blue,No,1680.0,420.0,51.0,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; sporty,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideKungfu2,310.0,11392.0,t5mvyqPadXRFwiNZg
kung-fu pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideKungfu0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideKungfu0.png,Navy blue,No,1680.0,420.0,51.0,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; sporty,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideKungfu0,310.0,4331.0,xT2tRs9QEz8Abq35H
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate1.png,Midnight,No,2540.0,635.0,351.0,Black,White,1x1,Labelle,,All Year,No,Cool,formal; party; theatrical,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfKate1,1129.0,11736.0,qB4Kcq5nuibyXhCy2
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate2.png,Passion,No,2540.0,635.0,351.0,Red,White,1x1,Labelle,,All Year,No,Cool,formal; party; theatrical,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfKate2,1129.0,11737.0,uKD3aWEBQBMHcKTT5
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate5.png,Love,No,2540.0,635.0,351.0,Pink,White,1x1,Labelle,,All Year,No,Cool,formal; party; theatrical,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfKate5,1129.0,11740.0,6addiE89fJ9f3sn5D
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate4.png,Sunset,No,2540.0,635.0,351.0,Orange,White,1x1,Labelle,,All Year,No,Cool,formal; party; theatrical,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfKate4,1129.0,11739.0,KohDta8WbSDqCTNTk
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate3.png,Ocean,No,2540.0,635.0,351.0,Blue,White,1x1,Labelle,,All Year,No,Cool,formal; party; theatrical,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfKate3,1129.0,11738.0,nLHaHhD5MzAuWBxLS
Labelle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfKate0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfKate0.png,Twilight,No,2540.0,635.0,351.0,Purple,White,1x1,Labelle,,All Year,No,Cool,formal; party; theatrical,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfKate0,1129.0,9878.0,kzZZteHnKLToihQCK
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate1.png,Midnight,No,3100.0,775.0,351.0,Black,Black,1x1,Labelle,,All Year,No,Elegant,formal; party; theatrical,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongKate1,1130.0,11741.0,SeLCtytEtbRpQQgYx
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate2.png,Passion,No,3100.0,775.0,351.0,Red,Red,1x1,Labelle,,All Year,No,Elegant,formal; party; theatrical,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongKate2,1130.0,11742.0,42axJbXMpeDW8dvfp
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate5.png,Love,No,3100.0,775.0,351.0,Pink,Pink,1x1,Labelle,,All Year,No,Elegant,formal; party; theatrical,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongKate5,1130.0,11745.0,xZmwSCw7o2dfPYctq
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate4.png,Sunset,No,3100.0,775.0,351.0,Yellow,Yellow,1x1,Labelle,,All Year,No,Elegant,formal; party; theatrical,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongKate4,1130.0,11744.0,6AKz7auzD3F9xDbRr
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate3.png,Ocean,No,3100.0,775.0,351.0,Blue,Blue,1x1,Labelle,,All Year,No,Elegant,formal; party; theatrical,5.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongKate3,1130.0,11743.0,QHA6ZsTDp6CuEWrwJ
Labelle skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongKate0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongKate0.png,Twilight,No,3100.0,775.0,351.0,Purple,Purple,1x1,Labelle,,All Year,No,Elegant,formal; party; theatrical,6.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongKate0,1130.0,9879.0,6L6Xvpy9pNWg5Z3es
lace shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace0.png,White,No,840.0,210.0,51.0,White,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Cute,everyday; fairy tale; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotLace0,421.0,4517.0,AX53u7EzMvfP7wrqi
lace shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace1.png,Black,No,840.0,210.0,51.0,Black,Black,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotLace1,421.0,8911.0,B4f5JxYbauFsp9pmH
lace shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace3.png,Pink,No,840.0,210.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotLace3,421.0,8913.0,WNCDCvth9vPAX2ZNW
lace shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace2.png,Green,No,840.0,210.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotLace2,421.0,8912.0,P5ikAFxnDHtHkWBZf
lace shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotLace4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotLace4.png,Blue,No,840.0,210.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotLace4,421.0,8914.0,MYorobK3bYTgM8Csn
lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace0.png,White,No,920.0,230.0,51.0,White,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineLace0,152.0,3384.0,W9HRSi2Ksj7ZphxoY
lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace1.png,Pink,No,920.0,230.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineLace1,152.0,8904.0,S44D7w7Y8SR68EoqG
lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace2.png,Green,No,920.0,230.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineLace2,152.0,8905.0,HyuDmjiBppBZyRq8r
lace skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineLace3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineLace3.png,Beige,No,920.0,230.0,51.0,Beige,Beige,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,everyday; fairy tale; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineLace3,152.0,8906.0,SR9z43HqSzCyD3Zuo
lemon skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLemon1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLemon1.png,White,No,880.0,220.0,51.0,White,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Elegant,everyday; comfy; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongLemon1,906.0,8753.0,MPGFwwDJAjWLFXuq8
lemon skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtLongLemon2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtLongLemon2.png,Black,No,880.0,220.0,51.0,Black,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Elegant,everyday; comfy; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtLongLemon2,906.0,8754.0,aLgBffim3HfTs7nGq
