Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Version Added,Version Unlocked,Filename,Variant ID,Internal ID,Unique Entry ID
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_2_0.png,Red exit,NA,NA,NA,No,No,No,NA,810.0,202.0,Red,White,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,office,facility,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,1.0.0,FtrExit_Remake_2_0,2_0,955.0,x4cznjrg3EzHCcLy8
exit sign,https://acnhcdn.com/latest/FtrIcon/FtrExit_Remake_3_0.png,← →,NA,NA,NA,No,No,No,NA,810.0,202.0,Black,Green,1x0.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,office,facility,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,1.0.0,FtrExit_Remake_3_0,3_0,955.0,Fui7cPXS4FdJbC5AH
fancy lily wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathYuriMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200.0,Pink,Yellow,1x1 ,Crafting,,103.0,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentWreathYuriMix,NA,5677.0,8PemBLHX35teZJkzR
fancy mum wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathMumMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200.0,Pink,Red,1x1 ,Crafting,,103.0,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentWreathMumMix,NA,5749.0,g9AQk7fhJK4ugWzef
fancy rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200.0,Pink,Yellow,1x1 ,Crafting,,103.0,fancy,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentWreathRoseMix,NA,5747.0,2qqKqAEwdH3MA43hH
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_0_0.png,Light blue,Color,NA,NA,No,Yes,No,1.0,NFS,90.0,Light blue,White,1x1 ,Fishing Tourney,,501.0,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentFish_Remake_0_0,0_0,4764.0,4YpkwmX78YQKie4oA
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_1_0.png,Red,Color,NA,NA,No,Yes,No,1.0,NFS,90.0,Red,White,1x1 ,Fishing Tourney,,501.0,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentFish_Remake_1_0,1_0,4764.0,X2DFdTYe8RXaitwDz
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_2_0.png,Orange,Color,NA,NA,No,Yes,No,1.0,NFS,90.0,Orange,White,1x1 ,Fishing Tourney,,501.0,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentFish_Remake_2_0,2_0,4764.0,jMRxPL2SjToiEnHbY
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_3_0.png,Yellow,Color,NA,NA,No,Yes,No,1.0,NFS,90.0,Yellow,White,1x1 ,Fishing Tourney,,501.0,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentFish_Remake_3_0,3_0,4764.0,LmeMvCyCjxf3MCrJF
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_4_0.png,Green,Color,NA,NA,No,Yes,No,1.0,NFS,90.0,Green,White,1x1 ,Fishing Tourney,,501.0,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentFish_Remake_4_0,4_0,4764.0,L6W9hD2AaGS934K6C
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_5_0.png,Blue,Color,NA,NA,No,Yes,No,1.0,NFS,90.0,Purple,White,1x1 ,Fishing Tourney,,501.0,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentFish_Remake_5_0,5_0,4764.0,pKcKmXwWioDg9fLKp
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_6_0.png,Black,Color,NA,NA,No,Yes,No,1.0,NFS,90.0,Black,White,1x1 ,Fishing Tourney,,501.0,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentFish_Remake_6_0,6_0,4764.0,PuadbAvPoL8QvDG9R
fish doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFish_Remake_7_0.png,Gray,Color,NA,NA,No,Yes,No,1.0,NFS,90.0,Gray,White,1x1 ,Fishing Tourney,,501.0,child's room,fancy,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentFish_Remake_7_0,7_0,4764.0,Kwkg8BKh54FHkGrP7
fish plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFishWall.png,NA,NA,NA,NA,No,No,No,NA,NFS,300.0,Yellow,Brown,1x1,International Museum Day,Reward for completing the Stamp Rally in the fish gallery,0.0,expensive,den,None,None,None,No,Museum,No,No lighting,No,Not for sale,1.2.0,1.2.0b,FtrMuseumFishWall,0_0,12486.0,RdYGQnDdR5PNJaFgH
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_0_0.png,Giant trevally,Variation,NA,NA,No,Yes,No,1.0,NFS,700.0,Black,White,2x1 ,Fishing Tourney,,501.0,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFishprint_Remake_0_0,0_0,3699.0,h3o6vTzCgbEeCX7Qk
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_1_0.png,Red snapper,Variation,NA,NA,No,Yes,No,1.0,NFS,700.0,Red,Colorful,2x1 ,Fishing Tourney,,501.0,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFishprint_Remake_1_0,1_0,3699.0,kykeYHGMomE6ib3Cf
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_2_0.png,Blue marlin,Variation,NA,NA,No,Yes,No,1.0,NFS,700.0,Black,White,2x1 ,Fishing Tourney,,501.0,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFishprint_Remake_2_0,2_0,3699.0,YWaH5Lk8A4nXg3ajd
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_3_0.png,Squid,Variation,NA,NA,No,Yes,No,1.0,NFS,700.0,Black,White,2x1 ,Fishing Tourney,,501.0,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFishprint_Remake_3_0,3_0,3699.0,pGRX55vBK5sMdRoDB
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_4_0.png,Black bass,Variation,NA,NA,No,Yes,No,1.0,NFS,700.0,Black,White,2x1 ,Fishing Tourney,,501.0,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFishprint_Remake_4_0,4_0,3699.0,rwsxsf5HQZZEJpAyz
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_5_0.png,Carp,Variation,NA,NA,No,Yes,No,1.0,NFS,700.0,Black,White,2x1 ,Fishing Tourney,,501.0,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFishprint_Remake_5_0,5_0,3699.0,2s8HgjfPbpwxnKzZZ
fish print,https://acnhcdn.com/latest/FtrIcon/FtrFishprint_Remake_6_0.png,Giant snakehead,Variation,NA,NA,No,Yes,No,1.0,NFS,700.0,Black,White,2x1 ,Fishing Tourney,,501.0,ocean,living room,None,None,None,No,Seaside,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFishprint_Remake_6_0,6_0,3699.0,WJZChi5WzkoABaJXJ
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_0_0.png,Nintenmaru - Big Catch,NA,NA,NA,No,No,No,NA,2200.0,550.0,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,ocean,None,None,None,None,No,Seaside,No,No lighting,No,For sale,1.0.0,1.0.0,FtrBigcatchflag_Remake_0_0,0_0,3583.0,WLrh6WSuT6GRaeXJ4
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_1_0.png,Tsurukamemaru - Longevity,NA,NA,NA,No,No,No,NA,2200.0,550.0,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,ocean,None,None,None,None,No,Seaside,No,No lighting,No,For sale,1.0.0,1.0.0,FtrBigcatchflag_Remake_1_0,1_0,3583.0,CM4TC6fZ3A56nu4oc
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_2_0.png,Marufukumaru - Bounty,NA,NA,NA,No,No,No,NA,2200.0,550.0,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,ocean,None,None,None,None,No,Seaside,No,No lighting,No,For sale,1.0.0,1.0.0,FtrBigcatchflag_Remake_2_0,2_0,3583.0,6fkTnq6gtKGNZ2hkd
fishing-boat flag,https://acnhcdn.com/latest/FtrIcon/FtrBigcatchflag_Remake_3_0.png,Uomasamaru III - Launch,NA,NA,NA,No,No,No,NA,2200.0,550.0,Colorful,Yellow,2x1.5 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,ocean,None,None,None,None,No,Seaside,No,No lighting,No,For sale,1.0.0,1.0.0,FtrBigcatchflag_Remake_3_0,3_0,3583.0,FvadFFEchz7wY8inP
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_0_0.png,Yellow,Color,NA,NA,Yes,Yes,No,1.0,NFS,200.0,Yellow,Light blue,1x1 ,Crafting,,103.0,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFlowerSwag_Remake_0_0,0_0,4027.0,DixWDRX2EtfWWgGpn
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_1_0.png,Pink,Color,NA,NA,Yes,Yes,No,1.0,NFS,200.0,Pink,Green,1x1 ,Crafting,,103.0,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFlowerSwag_Remake_1_0,1_0,4027.0,dqybXussR5wojtN2z
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,1.0,NFS,200.0,Purple,Green,1x1 ,Crafting,,103.0,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFlowerSwag_Remake_2_0,2_0,4027.0,8aQCZQPq5vXgLR343
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_3_0.png,White,Color,NA,NA,Yes,Yes,No,1.0,NFS,200.0,White,Yellow,1x1 ,Crafting,,103.0,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFlowerSwag_Remake_3_0,3_0,4027.0,CA7qXcXwJTNX7RCEB
floral swag,https://acnhcdn.com/latest/FtrIcon/FtrFlowerSwag_Remake_4_0.png,Colorful,Color,NA,NA,Yes,Yes,No,1.0,NFS,200.0,Colorful,Green,1x1 ,Crafting,,103.0,living room,None,None,None,Plant,No,Plants,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrFlowerSwag_Remake_4_0,4_0,4027.0,K2yF2iMQvn4HPPTaL
formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_0_0.png,Brown,NA,NA,NA,No,No,No,NA,620.0,155.0,Beige,Orange,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,school,den,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,1.0.0,FtrTestimonial_Remake_0_0,0_0,4099.0,BQXoMfr2CcyQetnqz
formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_1_0.png,Light brown,NA,NA,NA,No,No,No,NA,620.0,155.0,White,Yellow,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,school,den,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,1.0.0,FtrTestimonial_Remake_1_0,1_0,4099.0,yPRxJapynrZNcqZ3e
formal paper,https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_2_0.png,Dark brown,NA,NA,NA,No,No,No,NA,620.0,155.0,Beige,Brown,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,151.0,school,den,None,None,None,No,Study,No,No lighting,No,For sale,1.0.0,1.0.0,FtrTestimonial_Remake_2_0,2_0,4099.0,sMhxWPv3yYTmJgm5k
fossil doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_0_0.png,Gray,Color,NA,NA,Yes,Yes,No,1.0,NFS,500.0,Gray,Beige,1x1 ,Crafting,,103.0,facility,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentFossil_Remake_0_0,0_0,5719.0,vy29qgXL4FjiEdMZG
fossil doorplate,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentFossil_Remake_1_0.png,Blue,Color,NA,NA,Yes,Yes,No,1.0,NFS,500.0,Blue,Beige,1x1 ,Crafting,,103.0,facility,None,None,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentFossil_Remake_1_0,1_0,5719.0,JFe7SwHRez7oT4ick
fossil plaque,https://acnhcdn.com/latest/FtrIcon/FtrMuseumFossilWall.png,NA,NA,NA,NA,No,No,No,NA,NFS,300.0,Yellow,Brown,1x1,International Museum Day,Reward for completing the Stamp Rally in the fossil gallery,0.0,expensive,den,None,None,None,No,Museum,No,No lighting,No,Not for sale,1.2.0,1.2.0b,FtrMuseumFossilWall,0_0,12484.0,QeCRAdXPWYzTNry5z
fruit wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathFruit.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2000.0,Colorful,Colorful,1x1 ,Crafting,,103.0,fancy,None,fruits,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentWreathFruit,NA,4378.0,DhQAhiR5Wmz6KoqwE
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_0_0.png,Silver,NA,NA,NA,No,No,No,NA,1500.0,375.0,Gray,Gray,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,garage,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,1.0.0,FtrGearWall_Remake_0_0,0_0,7280.0,yC8vuk8WW9jYRDRSM
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_1_0.png,Copper,NA,NA,NA,No,No,No,NA,1500.0,375.0,Brown,Brown,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,garage,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,1.0.0,FtrGearWall_Remake_1_0,1_0,7280.0,f5aFGh2RWbuSBkCQC
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_2_0.png,Black,NA,NA,NA,No,No,No,NA,1500.0,375.0,Black,Black,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,garage,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,1.0.0,FtrGearWall_Remake_2_0,2_0,7280.0,CHfH8eR7JWCBT6xXd
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_3_0.png,Colorful,NA,NA,NA,No,No,No,NA,1500.0,375.0,Colorful,Colorful,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,garage,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,1.0.0,FtrGearWall_Remake_3_0,3_0,7280.0,PX7LD3ypNo3JBbbqz
gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWall_Remake_4_0.png,Wooden,NA,NA,NA,No,No,No,NA,1500.0,375.0,Brown,Beige,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,garage,None,None,None,Yes,Facility Decor,No,No lighting,No,For sale,1.0.0,1.0.0,FtrGearWall_Remake_4_0,4_0,7280.0,q2Y3Mo68vAwW7YNNg
gold HHA plaque,https://acnhcdn.com/latest/FtrIcon/FtrShieldHhaGold.png,NA,NA,NA,NA,No,No,No,NA,NFS,450.0,Brown,Yellow,1x1 ,HHA,,573.0,living room,expensive,None,None,None,No,Museum,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrShieldHhaGold,NA,7035.0,96FA4Adsv2zNHfLSg
gold rose wreath,https://acnhcdn.com/latest/FtrIcon/FtrDoorOrnamentWreathRoseGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,20000.0,Yellow,Yellow,1x1 ,Crafting,,103.0,expensive,None,flowers,None,None,No,House Door Decor,No,No lighting,Yes,Not for sale,1.0.0,1.0.0,FtrDoorOrnamentWreathRoseGold,NA,5820.0,geJErudegm7vdwPW9
golden gears,https://acnhcdn.com/latest/FtrIcon/FtrGearWallGold.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,11125.0,Yellow,Yellow,2x1 ,Crafting,,103.0,expensive,None,golden,None,None,Yes,Facility Decor,No,No lighting,No,Not for sale,1.0.0,1.0.0,FtrGearWallGold,NA,11261.0,KmDHWA6j4hEsbKkuf
grasshopper-head model,https://acnhcdn.com/latest/FtrIcon/FtrInsectTonosamabattaFace.png,NA,NA,NA,NA,No,No,No,NA,1400.0,350.0,Green,Green,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",151.0,facility,None,None,None,None,No,Special Insect,No,No lighting,No,For sale,1.0.0,1.0.0,FtrInsectTonosamabattaFace,NA,11099.0,cWJSaiCHDL6REzvyq
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_0.png,Green,NA,Calligraphy,Design,No,No,Yes,7.0,140000.0,35000.0,Green,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_0_0,0_0,7282.0,B8BxKEKGEEjK88gjM
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_1.png,Green,NA,Mountains,Design,No,No,Yes,7.0,140000.0,35000.0,Green,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_0_1,0_1,7282.0,8XbZoCXwptySvKbQi
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_2.png,Green,NA,Fish,Design,No,No,Yes,7.0,140000.0,35000.0,Green,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_0_2,0_2,7282.0,Wig7YGk5xFjMaLPwo
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_3.png,Green,NA,Bird,Design,No,No,Yes,7.0,140000.0,35000.0,Green,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_0_3,0_3,7282.0,BDbRXuPiT4fTTHYL5
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_0_4.png,Green,NA,Flower,Design,No,No,Yes,7.0,140000.0,35000.0,Green,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_0_4,0_4,7282.0,iRWSAWzPNwGhcuAPS
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_0.png,Brown,NA,Calligraphy,Design,No,No,Yes,7.0,140000.0,35000.0,Brown,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_1_0,1_0,7282.0,ZSaKDBJ3MDZBkjR5M
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_1.png,Brown,NA,Mountains,Design,No,No,Yes,7.0,140000.0,35000.0,Brown,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_1_1,1_1,7282.0,uG6iDJdePfvSACrCJ
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_2.png,Brown,NA,Fish,Design,No,No,Yes,7.0,140000.0,35000.0,Brown,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_1_2,1_2,7282.0,BYYWmZsWuG9E6EYzN
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_3.png,Brown,NA,Bird,Design,No,No,Yes,7.0,140000.0,35000.0,Brown,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_1_3,1_3,7282.0,4hQtRfAFgJwFbX6YP
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_1_4.png,Brown,NA,Flower,Design,No,No,Yes,7.0,140000.0,35000.0,Brown,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_1_4,1_4,7282.0,iJ66E2e282EHtPQbj
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_0.png,Pink,NA,Calligraphy,Design,No,No,Yes,7.0,140000.0,35000.0,Pink,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_2_0,2_0,7282.0,wyKheQr3Dh8bs88yJ
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_1.png,Pink,NA,Mountains,Design,No,No,Yes,7.0,140000.0,35000.0,Pink,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_2_1,2_1,7282.0,KjjtFBWRK8xwcpXyW
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_2.png,Pink,NA,Fish,Design,No,No,Yes,7.0,140000.0,35000.0,Pink,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_2_2,2_2,7282.0,N9HRxNfoy2rby5W9e
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_3.png,Pink,NA,Bird,Design,No,No,Yes,7.0,140000.0,35000.0,Pink,Orange,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_2_3,2_3,7282.0,4astTwvSDfL28S64u
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_2_4.png,Pink,NA,Flower,Design,No,No,Yes,7.0,140000.0,35000.0,Pink,Beige,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_2_4,2_4,7282.0,RFoXDXCqabwbPFYJA
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_0.png,Blue,NA,Calligraphy,Design,No,No,Yes,7.0,140000.0,35000.0,Light blue,White,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_3_0,3_0,7282.0,nENqf7EXKWyepDkio
hanging scroll,https://acnhcdn.com/latest/FtrIcon/FtrHangingscroll_Remake_3_1.png,Blue,NA,Mountains,Design,No,No,Yes,7.0,140000.0,35000.0,Light blue,Gray,1x2 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",251.0,zen-style,expensive,None,None,None,No,Japanese Style,No,No lighting,No,For sale,1.0.0,1.0.0,FtrHangingscroll_Remake_3_1,3_1,7282.0,8Pn9C5kuJGtQ3WaXp
