Name,Image,Variation,Body Title,DIY,Customize,Kit Cost,Uses,Stack Size,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Set,Miles Price,Source,Source Notes,Version Added,Version Unlocked,Filename,Variant ID,Internal ID,Unique Entry ID
printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_4_0.png,Green,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopPattern_Remake_4_0,4_0,8576.0,8p4An2z69STF7vEXo
printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_5_0.png,Blue,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopPattern_Remake_5_0,5_0,8576.0,6T8xrvDKPvnmAgoAm
printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_6_0.png,Purple,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopPattern_Remake_6_0,6_0,8576.0,uYrRaXdBb23RrpGNc
printed-design shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoopPattern_Remake_7_0.png,Black,Color,No,Yes,1.0,100.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolScoopPattern_Remake_7_0,7_0,8576.0,mwWibomJ7C9h9diZ3
rose wand,https://acnhcdn.com/latest/FtrIcon/ToolStickRose.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1580.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickRose,NA,5093.0,RB9jk9eLFLJdokFjG
shell wand,https://acnhcdn.com/latest/FtrIcon/ToolStickShell.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,5100.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickShell,NA,7586.0,EsdC3wFYpzqXB7RRi
shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_0_0.png,Red,Color,Yes,Yes,1.0,100.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolScoop_Remake_0_0,0_0,2099.0,B6ejTnMqrR65wXv5z
shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_1_0.png,Yellow,Color,Yes,Yes,1.0,100.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolScoop_Remake_1_0,1_0,2099.0,6sKHnKeEuPcLpjEF3
shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_2_0.png,Green,Color,Yes,Yes,1.0,100.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolScoop_Remake_2_0,2_0,2099.0,SSzNaAfdGfnFoL8Qq
shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_3_0.png,Blue,Color,Yes,Yes,1.0,100.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolScoop_Remake_3_0,3_0,2099.0,qiAf2KCaX5Xr57bXb
shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_4_0.png,Purple,Color,Yes,Yes,1.0,100.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolScoop_Remake_4_0,4_0,2099.0,bbbeRassLbyY8HCP3
shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_5_0.png,Pink,Color,Yes,Yes,1.0,100.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolScoop_Remake_5_0,5_0,2099.0,CZoPP24ecNvDxdNfY
shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_6_0.png,White,Color,Yes,Yes,1.0,100.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolScoop_Remake_6_0,6_0,2099.0,JLemP4xchhzB2BmLk
shovel,https://acnhcdn.com/latest/FtrIcon/ToolScoop_Remake_7_0.png,Black,Color,Yes,Yes,1.0,100.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolScoop_Remake_7_0,7_0,2099.0,egJGqooiodvdWtv6Y
slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_0_0.png,Red,Color,Yes,Yes,1.0,20.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolSlingshot_Remake_0_0,0_0,2822.0,kgAEBkWjeZrdvZLwC
slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_1_0.png,Yellow,Color,Yes,Yes,1.0,20.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolSlingshot_Remake_1_0,1_0,2822.0,aoeJ6gnZq7Cz9MH58
slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_2_0.png,Green,Color,Yes,Yes,1.0,20.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolSlingshot_Remake_2_0,2_0,2822.0,prpgd3XrcJHJZybaD
slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_3_0.png,Blue,Color,Yes,Yes,1.0,20.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolSlingshot_Remake_3_0,3_0,2822.0,bHrn2thixWf3tPgQB
slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_4_0.png,Purple,Color,Yes,Yes,1.0,20.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolSlingshot_Remake_4_0,4_0,2822.0,o2z73jZqDyg3Bwjtq
slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_5_0.png,Pink,Color,Yes,Yes,1.0,20.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolSlingshot_Remake_5_0,5_0,2822.0,J47FSys2XtpZr8dT9
slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_6_0.png,White,Color,Yes,Yes,1.0,20.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolSlingshot_Remake_6_0,6_0,2822.0,qKjLAtchN5GvjyknF
slingshot,https://acnhcdn.com/latest/FtrIcon/ToolSlingshot_Remake_7_0.png,Gray,Color,Yes,Yes,1.0,20.0,1.0,900.0,225.0,0.0,None,None,1x1,None,NA,Nook's Cranny; Crafting,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,1.0.0,ToolSlingshot_Remake_7_0,7_0,2822.0,dq9S8zrmf4efRddki
star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_0_0.png,Yellow,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetStar_Remake_0_0,0_0,8176.0,wmcDHN8JZMbnvLiNs
star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_1_0.png,Red,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetStar_Remake_1_0,1_0,8176.0,KxYpvPeESLFNeLjGm
star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_2_0.png,Blue,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetStar_Remake_2_0,2_0,8176.0,7GJJruF4u4y62nvQy
star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_3_0.png,Light green,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetStar_Remake_3_0,3_0,8176.0,y7BXcMSNByN5Q4Ycs
star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_4_0.png,Pink,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetStar_Remake_4_0,4_0,8176.0,ajfxbnCnpzWsxsk9q
star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_5_0.png,Purple,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetStar_Remake_5_0,5_0,8176.0,4mcfWQJQeebqu4az6
star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_6_0.png,Light blue,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetStar_Remake_6_0,6_0,8176.0,ngWXLftz3J8uf7WZq
star net,https://acnhcdn.com/latest/FtrIcon/ToolNetStar_Remake_7_0.png,Green,Color,No,Yes,1.0,30.0,1.0,2500.0,625.0,0.0,None,None,1x1,None,NA,Nook's Cranny,Available in Nook's Cranny (upgraded only),1.0.0,1.0.0,ToolNetStar_Remake_7_0,7_0,8176.0,YZeGaCuXAbFSpEg3h
star wand,https://acnhcdn.com/latest/FtrIcon/ToolChangeStick.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,6500.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolChangeStick,NA,2544.0,mMwQ96ZbuiBMzgutd
stone axe,https://acnhcdn.com/latest/FtrIcon/ToolAxeStoneNormal.png,NA,NA,Yes,No,NA,100.0,1.0,NFS,560.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolAxeStoneNormal,NA,5856.0,NKHsBuYu25RHWjMBx
tambourine,https://acnhcdn.com/latest/FtrIcon/ToolTambourine.png,NA,NA,No,No,NA,Unlimited,1.0,1500.0,375.0,103.0,None,None,1x1,None,NA,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,1.0.0,ToolTambourine,NA,5430.0,eYwGmK6fQwz2XJcht
timer,https://acnhcdn.com/latest/FtrIcon/ToolTimer.png,NA,NA,No,No,NA,Unlimited,1.0,840.0,210.0,0.0,None,None,1x1,None,NA,Nook's Cranny,,1.0.0,1.0.0,ToolTimer,NA,3331.0,vEEPnFx9FEcKKuzg2
tree-branch wand,https://acnhcdn.com/latest/FtrIcon/ToolStickTree.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1550.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickTree,NA,7587.0,KnHhJXtuXEhqcPMTx
tulip wand,https://acnhcdn.com/latest/FtrIcon/ToolStickTulip.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1580.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickTulip,NA,5085.0,u7ZfCMpDYtPRbK2vc
vaulting pole,https://acnhcdn.com/latest/FtrIcon/LongWoodenStick.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,LongWoodenStick,NA,4703.0,2vD5XPKHSCCSjy882
wand,https://acnhcdn.com/latest/FtrIcon/ToolStickWood.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1000.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickWood,NA,7584.0,2Re2yBHTfLRDiTWRb
watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_0_0.png,Blue,Color,Yes,Yes,1.0,60.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolWatering_Remake_0_0,0_0,2379.0,wLChevsx2T9Sm6yf4
watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_1_0.png,Orange,Color,Yes,Yes,1.0,60.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolWatering_Remake_1_0,1_0,2379.0,29SBgiL9wQWpYmfa4
watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_2_0.png,Green,Color,Yes,Yes,1.0,60.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolWatering_Remake_2_0,2_0,2379.0,m8fFeTsh7z7JgjB6H
watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_3_0.png,Red,Color,Yes,Yes,1.0,60.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolWatering_Remake_3_0,3_0,2379.0,95zusTkvS5ou2wPEC
watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_4_0.png,Purple,Color,Yes,Yes,1.0,60.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolWatering_Remake_4_0,4_0,2379.0,wiAp8rGXiDM3kyxpo
watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_5_0.png,Pink,Color,Yes,Yes,1.0,60.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolWatering_Remake_5_0,5_0,2379.0,JSe4Du3wPtE2TT98X
watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_6_0.png,White,Color,Yes,Yes,1.0,60.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolWatering_Remake_6_0,6_0,2379.0,Z7ggDgjzNii2RWjNQ
watering can,https://acnhcdn.com/latest/FtrIcon/ToolWatering_Remake_7_0.png,Black,Color,Yes,Yes,1.0,60.0,1.0,2400.0,600.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolWatering_Remake_7_0,7_0,2379.0,77zFHmNrGhuJAvvjA
wedding wand,https://acnhcdn.com/latest/FtrIcon/ToolStickJune.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,3500.0,437.0,None,None,1x1,None,NA,Crafting,,1.2.0,1.2.1c,ToolStickJune,NA,12695.0,syPb2baTrP3zqi66f
windflower wand,https://acnhcdn.com/latest/FtrIcon/ToolStickAnemones.png,NA,NA,Yes,No,NA,Unlimited,1.0,NFS,1580.0,0.0,None,None,1x1,None,NA,Crafting,,1.0.0,1.0.0,ToolStickAnemones,NA,5084.0,ERMKczYuvS6Eff7C9
worn axe,https://acnhcdn.com/latest/FtrIcon/ToolAxeFragile.png,NA,NA,No,No,NA,3.0,1.0,40.0,10.0,0.0,None,None,1x1,None,NA,May Day Tour,Only available during May Day Tour,1.2.0,1.2.0a,ToolAxeFragile,NA,12615.0,xqXJch47cQrNT65jG
