Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja0.png,Dark blue,No,1400.0,350.0,51.0,Blue,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,fairy tale; work,1.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeNinja0,708.0,5364.0,tNfkPdEzqBqjaJpoL
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja1.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja1.png,Gray,No,1400.0,350.0,51.0,Black,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,fairy tale; work,2.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeNinja1,708.0,11870.0,pqeTwLRpzY2iimLhX
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja2.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja2.png,Red,No,1400.0,350.0,51.0,Red,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,fairy tale; work,3.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeNinja2,708.0,11871.0,cjHgPwXzQKaAvmhuC
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja7.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja7.png,Orange,No,1400.0,350.0,51.0,Orange,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,fairy tale; work,4.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeNinja7,708.0,11876.0,xuwDmWqQkxgPZPqRg
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja6.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja6.png,Yellow,No,1400.0,350.0,51.0,Yellow,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,fairy tale; work,5.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeNinja6,708.0,11875.0,M5W4YEuvEQ787Tegk
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja5.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja5.png,Green,No,1400.0,350.0,51.0,Green,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,fairy tale; work,6.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeNinja5,708.0,11874.0,XaaDcBAN2LENqYzcv
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja4.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja4.png,Aqua,No,1400.0,350.0,51.0,Light blue,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,fairy tale; work,7.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeNinja4,708.0,11873.0,QLNKKCbkjKA4dbrrT
ninja hood,https://acnhcdn.com/latest/ClosetIcon/CapCostumeNinja3.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeNinja3.png,Purple,No,1400.0,350.0,51.0,Purple,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,fairy tale; work,8.0,Headgear_NoEarNoJaw,No,For sale,1.0.0,1.0.0,CapCostumeNinja3,708.0,11872.0,tB493c7XfJfk3SNdz
Noh mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskNomenWhite.png,https://acnhcdn.com/latest/FtrIcon/CapMaskNomenWhite.png,NA,No,2400.0,600.0,51.0,Beige,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,goth; theatrical,1.0,HeadFace,Yes,For sale,1.0.0,1.0.0,CapMaskNomenWhite,919.0,6036.0,g5HMKByrRY6yupb25
Nook Inc. bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandanaRco.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandanaRco.png,NA,No,NFS,2500.0,151.0,Orange,Yellow,1x1,500.0,Nook Miles Shop,,All Year,No,Simple,outdoorsy; work,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatBandanaRco,1143.0,5628.0,uPbBLGqqSiTSKdsap
Nook Inc. cap,https://acnhcdn.com/latest/ClosetIcon/CapHatMeshcapRco.png,https://acnhcdn.com/latest/FtrIcon/CapHatMeshcapRco.png,NA,No,NFS,2500.0,151.0,Green,White,1x1,500.0,Nook Miles Shop,,All Year,No,Simple,outdoorsy; sporty,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatMeshcapRco,1142.0,5627.0,M6ZPhdcjGPvRGtDCS
nurse's cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTNurse1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse1.png,White,No,1680.0,420.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,work,1.0,HeadHairOrnament_Back,Yes,For sale,1.0.0,1.0.0,CapOrnamentTNurse1,950.0,11812.0,u6EEbkfK3e6iHMXsY
nurse's cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTNurse0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse0.png,Pink,No,1680.0,420.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,work,2.0,HeadHairOrnament_Back,Yes,For sale,1.0.0,1.0.0,CapOrnamentTNurse0,950.0,6947.0,2nZYXc5ee6terDyJY
nurse's cap,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentTNurse2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentTNurse2.png,Blue,No,1680.0,420.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,work,3.0,HeadHairOrnament_Back,Yes,For sale,1.0.0,1.0.0,CapOrnamentTNurse2,950.0,11813.0,NWWLjb8pmu6tC438t
OK Motors cap,https://acnhcdn.com/latest/ClosetIcon/CapHatOkmotors0.png,https://acnhcdn.com/latest/FtrIcon/CapHatOkmotors0.png,NA,No,770.0,192.0,178.0,White,Blue,1x1,NA,Nook Shopping Promotion,"Link Nintendo Account to Pocket Camp, then redeem a 16-digit code on your Nintendo Switch",All Year,No,Simple,work,1.0,HeadCap,Yes,Not in catalog,1.1.0,1.1.0,CapHatOkmotors0,1192.0,12424.0,EfqFMvapb35xaDsnk
orange hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOrange.png,https://acnhcdn.com/latest/FtrIcon/CapHatOrange.png,NA,Yes,NFS,1000.0,103.0,Orange,Green,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; theatrical,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatOrange,637.0,5275.0,QSHPkoQAJJpdDJpXv
outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon4.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon4.png,White,No,1560.0,390.0,51.0,White,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; outdoorsy; work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTengallon4,720.0,11056.0,uBsynLkxZLapw4j4w
outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon2.png,Red,No,1560.0,390.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Elegant,everyday; outdoorsy; work,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTengallon2,720.0,11054.0,BpLh5uscghzcSqNyJ
outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon3.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon3.png,Pink,No,1560.0,390.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; outdoorsy; work,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTengallon3,720.0,11055.0,e9ntmssz8a4Ydsnii
outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon0.png,Brown,No,1560.0,390.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; outdoorsy; work,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTengallon0,720.0,5399.0,aGQncv2i5uCn6BRFC
outback hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTengallon1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTengallon1.png,Beige,No,1560.0,390.0,51.0,Beige,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Elegant,everyday; outdoorsy; work,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTengallon1,720.0,11053.0,L7gfFxKYMfYFsmc3o
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor3.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor3.png,Red,No,1100.0,275.0,51.0,Red,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; sporty,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoor3,634.0,11040.0,jG7vw4ZYdt5wxPJZh
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor0.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor0.png,Orange,No,1100.0,275.0,51.0,Orange,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; sporty,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoor0,634.0,5258.0,Taf2gy9MqCWtD8Lm9
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor4.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor4.png,Yellow,No,1100.0,275.0,51.0,Yellow,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Active,outdoorsy; sporty,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoor4,634.0,11041.0,9TQZoMLhikHRrrDDZ
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor6.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor6.png,Green,No,1100.0,275.0,51.0,Green,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; sporty,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoor6,634.0,11043.0,mSxNGDSx7y6kZarnc
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor5.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor5.png,Light blue,No,1100.0,275.0,51.0,Light blue,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; sporty,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoor5,634.0,11042.0,w9GeNeMPYKBxbYSH2
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor1.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor1.png,Blue,No,1100.0,275.0,51.0,Blue,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Active,outdoorsy; sporty,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoor1,634.0,11038.0,Tni7PAyBS3NrwqbTn
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor2.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor2.png,Purple,No,1100.0,275.0,51.0,Purple,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Active,outdoorsy; sporty,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoor2,634.0,11039.0,bSsN9ide5eYd2KxoS
outdoor hat,https://acnhcdn.com/latest/ClosetIcon/CapHatOutdoor7.png,https://acnhcdn.com/latest/FtrIcon/CapHatOutdoor7.png,Beige,No,1100.0,275.0,51.0,Beige,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy; sporty,8.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatOutdoor7,634.0,11044.0,sTS2R5YRfdAxfEy8Z
paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint1.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint1.png,White,No,1040.0,260.0,51.0,White,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty,1.0,HeadFace,No,For sale,1.0.0,1.0.0,CapMaskPaint1,718.0,10227.0,iFPdeeqLGNuWaconR
paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint0.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint0.png,Black,No,1040.0,260.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty,2.0,HeadFace,No,For sale,1.0.0,1.0.0,CapMaskPaint0,718.0,5395.0,hXFTMo9zh7Mx7yDDa
paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint3.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint3.png,Yellow,No,1040.0,260.0,51.0,Yellow,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty,3.0,HeadFace,No,For sale,1.0.0,1.0.0,CapMaskPaint3,718.0,10229.0,cQY7bMzg8NgyLQXDJ
paintball mask,https://acnhcdn.com/latest/ClosetIcon/CapMaskPaint2.png,https://acnhcdn.com/latest/FtrIcon/CapMaskPaint2.png,Olive,No,1040.0,260.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,outdoorsy; sporty,4.0,HeadFace,No,For sale,1.0.0,1.0.0,CapMaskPaint2,718.0,10228.0,WaYr6qyZ6w2y7M8r2
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana3.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana3.png,Black,No,700.0,175.0,51.0,Black,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBandana3,657.0,10762.0,RxdhMRe7iZv3LxYtQ
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana0.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana0.png,Red,No,700.0,175.0,51.0,Red,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBandana0,657.0,5294.0,93GubKimrHwj42NtQ
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana6.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana6.png,Pink,No,700.0,175.0,51.0,Pink,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBandana6,657.0,10765.0,jDiN5BX2LQjQg7eod
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana5.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana5.png,Orange,No,700.0,175.0,51.0,Orange,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBandana5,657.0,10764.0,jbJkcPtdqKgh8v9AG
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana2.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana2.png,Yellow,No,700.0,175.0,51.0,Yellow,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBandana2,657.0,10761.0,F8Fsf43ae6RCTkuAo
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana4.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana4.png,Green,No,700.0,175.0,51.0,Green,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBandana4,657.0,10763.0,7Z4qghfvzEp2EMfYw
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana1.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana1.png,Blue,No,700.0,175.0,51.0,Blue,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBandana1,657.0,10760.0,LnqYNcbocnnRFYYbM
paisley bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatBandana7.png,https://acnhcdn.com/latest/FtrIcon/CapHatBandana7.png,Purple,No,700.0,175.0,51.0,Purple,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,outdoorsy,8.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatBandana7,657.0,10766.0,covzbSvXPRPk6gLtk
pansy crown,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentPansy1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentPansy1.png,NA,Yes,NFS,480.0,103.0,Colorful,Colorful,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; vacation,1.0,HeadHairOrnament_Top,Yes,Not for sale,1.0.0,1.0.0,CapOrnamentPansy1,561.0,5105.0,Kn2k9jdadPZNeT4oH
paper bag,https://acnhcdn.com/latest/ClosetIcon/CapFullfacePaperbagBeige.png,https://acnhcdn.com/latest/FtrIcon/CapFullfacePaperbagBeige.png,NA,No,140.0,35.0,51.0,Beige,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,goth,1.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfacePaperbagBeige,900.0,5840.0,Z8NpXTFEZNuwzJb7B
paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting1.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting1.png,Gray,No,1470.0,367.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; formal; work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatHunting1,598.0,11512.0,ymFNyTkYST6eYQDWm
paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting4.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting4.png,Red,No,1470.0,367.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; formal; work,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatHunting4,598.0,11515.0,e3k4XpPMoahNaWv78
paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting2.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting2.png,Green,No,1470.0,367.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,everyday; formal; work,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatHunting2,598.0,11513.0,MntgoecKWvqftbcj9
paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting3.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting3.png,Blue,No,1470.0,367.0,51.0,Light blue,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; formal; work,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatHunting3,598.0,11514.0,pfBtD75A8gSxZY3TQ
paperboy cap,https://acnhcdn.com/latest/ClosetIcon/CapHatHunting0.png,https://acnhcdn.com/latest/FtrIcon/CapHatHunting0.png,Brown,No,1470.0,367.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; formal; work,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatHunting0,598.0,5147.0,GAyDQZez4XQdjCAnn
patchwork tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulippatch0.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulippatch0.png,Pink,No,1680.0,420.0,51.0,Pink,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,outdoorsy; comfy; vacation,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTulippatch0,1121.0,9870.0,SGjLHQg8TFGDWH2N8
patchwork tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulippatch2.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulippatch2.png,Yellow,No,1680.0,420.0,51.0,Yellow,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,outdoorsy; comfy; vacation,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTulippatch2,1121.0,11994.0,Zxq3wn7giQ6rBFaRT
patchwork tulip hat,https://acnhcdn.com/latest/ClosetIcon/CapHatTulippatch1.png,https://acnhcdn.com/latest/FtrIcon/CapHatTulippatch1.png,Blue,No,1680.0,420.0,51.0,Blue,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,outdoorsy; comfy; vacation,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatTulippatch1,1121.0,11993.0,pTWoeyHzNCW9ZW67y
peach hat,https://acnhcdn.com/latest/ClosetIcon/CapHatPeach0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPeach0.png,NA,Yes,NFS,1000.0,103.0,Pink,Yellow,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; theatrical,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatPeach0,1125.0,9874.0,ndyX7HhTu335TzW9b
pear hat,https://acnhcdn.com/latest/ClosetIcon/CapHatPear0.png,https://acnhcdn.com/latest/FtrIcon/CapHatPear0.png,NA,Yes,NFS,1000.0,103.0,Green,Brown,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; theatrical,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatPear0,1123.0,9872.0,nQDCrcuuoxWRwhyzt
pigtail,https://acnhcdn.com/latest/ClosetIcon/CapWigPigtail.png,https://acnhcdn.com/latest/FtrIcon/CapWigPigtail.png,NA,No,NFS,800.0,451.0,Colorful,Colorful,1x1,NA,Gulliver,,All Year,No,Cool,everyday,1.0,Headgear_HasEar,No,Not for sale,1.0.0,1.0.0,CapWigPigtail,1011.0,5819.0,8GiNANCYoscQGgW8i
pilot's cap,https://acnhcdn.com/latest/ClosetIcon/CapHelmetPilot1.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetPilot1.png,Black,No,1120.0,280.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,outdoorsy; work,1.0,Headgear_NoEar,No,For sale,1.0.0,1.0.0,CapHelmetPilot1,706.0,11613.0,6BxAvii2rcxRCaL7g
pilot's cap,https://acnhcdn.com/latest/ClosetIcon/CapHelmetPilot2.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetPilot2.png,Avocado,No,1120.0,280.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,outdoorsy; work,2.0,Headgear_NoEar,No,For sale,1.0.0,1.0.0,CapHelmetPilot2,706.0,11614.0,yG8ej28n3Gn5GBvKr
pilot's cap,https://acnhcdn.com/latest/ClosetIcon/CapHelmetPilot0.png,https://acnhcdn.com/latest/FtrIcon/CapHelmetPilot0.png,Brown,No,1120.0,280.0,51.0,Brown,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cool,outdoorsy; work,3.0,Headgear_NoEar,No,For sale,1.0.0,1.0.0,CapHelmetPilot0,706.0,5362.0,MeD6WKsME9zhgTo5R
pilot's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainsky1.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainsky1.png,Black,No,1680.0,420.0,51.0,Black,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,formal; work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCaptainsky1,1043.0,11827.0,rtjQ3mqNSJsPmFmaK
pilot's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainsky2.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainsky2.png,Light blue,No,1680.0,420.0,51.0,Light blue,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,formal; work,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCaptainsky2,1043.0,11828.0,zbMCmXJx7nPvr5wNG
pilot's hat,https://acnhcdn.com/latest/ClosetIcon/CapHatCaptainsky0.png,https://acnhcdn.com/latest/FtrIcon/CapHatCaptainsky0.png,Navy blue,No,1680.0,420.0,51.0,Blue,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,formal; work,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatCaptainsky0,1043.0,8612.0,wqL65kvbtwtrWmQvu
pineapple cap,https://acnhcdn.com/latest/ClosetIcon/CapHatPineapple.png,https://acnhcdn.com/latest/FtrIcon/CapHatPineapple.png,NA,No,700.0,175.0,51.0,Yellow,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,fairy tale; party; theatrical; vacation,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatPineapple,641.0,5279.0,dPCd6Ab8DeCJFYskS
pirate bandanna,https://acnhcdn.com/latest/ClosetIcon/CapHatPiratesbandana2.png,https://acnhcdn.com/latest/FtrIcon/CapHatPiratesbandana2.png,Black,No,NFS,200.0,451.0,Black,White,1x1,NA,Gullivarrr,,All Year,No,Cool,fairy tale; goth; theatrical,1.0,HeadCap,Yes,Not for sale,1.3.0,1.3.0,CapHatPiratesbandana2,1229.0,13089.0,WFxrhr6BfYyCAJsGS
